ward,precinct,total,Thomas R. Allen,Thomas R. Allen Percent,precinct_id
41,12,68,68,100.0,41012
41,13,41,41,100.0,41013
41,14,98,98,100.0,41014
41,15,68,68,100.0,41015
41,16,70,70,100.0,41016
41,17,78,78,100.0,41017
41,18,65,65,100.0,41018
41,19,45,45,100.0,41019
41,20,84,84,100.0,41020
41,21,83,83,100.0,41021
41,22,55,55,100.0,41022
41,23,66,66,100.0,41023
41,24,68,68,100.0,41024
41,30,67,67,100.0,41030
41,31,87,87,100.0,41031
41,32,38,38,100.0,41032
41,33,47,47,100.0,41033
41,34,58,58,100.0,41034
41,35,70,70,100.0,41035
41,36,76,76,100.0,41036
41,37,73,73,100.0,41037
41,38,82,82,100.0,41038
41,39,42,42,100.0,41039
41,40,70,70,100.0,41040
41,41,60,60,100.0,41041
41,42,99,99,100.0,41042
41,43,59,59,100.0,41043
41,45,51,51,100.0,41045
41,46,56,56,100.0,41046
41,49,85,85,100.0,41049
41,50,69,69,100.0,41050
41,51,48,48,100.0,41051
41,52,119,119,100.0,41052
41,53,61,61,100.0,41053
41,55,29,29,100.0,41055
41,56,97,97,100.0,41056
45,2,79,79,100.0,45002
45,3,92,92,100.0,45003
45,4,78,78,100.0,45004
45,5,68,68,100.0,45005
45,6,60,60,100.0,45006
45,7,63,63,100.0,45007
45,8,54,54,100.0,45008
45,9,76,76,100.0,45009
45,10,74,74,100.0,45010
45,11,66,66,100.0,45011
45,12,75,75,100.0,45012
45,13,97,97,100.0,45013
45,14,75,75,100.0,45014
45,15,83,83,100.0,45015
45,16,79,79,100.0,45016
45,17,51,51,100.0,45017
45,18,102,102,100.0,45018
45,19,84,84,100.0,45019
45,20,59,59,100.0,45020
45,21,76,76,100.0,45021
45,22,45,45,100.0,45022
45,23,92,92,100.0,45023
45,24,79,79,100.0,45024
45,25,76,76,100.0,45025
45,26,89,89,100.0,45026
45,27,58,58,100.0,45027
45,28,86,86,100.0,45028
45,29,73,73,100.0,45029
45,30,56,56,100.0,45030
45,31,82,82,100.0,45031
45,32,35,35,100.0,45032
45,33,64,64,100.0,45033
45,34,60,60,100.0,45034
45,35,88,88,100.0,45035
45,36,76,76,100.0,45036
45,37,79,79,100.0,45037
45,38,77,77,100.0,45038
45,39,97,97,100.0,45039
45,40,99,99,100.0,45040
45,41,52,52,100.0,45041
45,42,76,76,100.0,45042
45,43,55,55,100.0,45043
45,44,75,75,100.0,45044
45,45,67,67,100.0,45045
45,46,104,104,100.0,45046
45,47,66,66,100.0,45047
45,48,90,90,100.0,45048
45,49,79,79,100.0,45049
45,50,56,56,100.0,45050
45,51,75,75,100.0,45051
45,52,68,68,100.0,45052
45,53,46,46,100.0,45053
46,21,18,18,100.0,46021
47,1,59,59,100.0,47001
47,2,60,60,100.0,47002
47,3,102,102,100.0,47003
47,4,71,71,100.0,47004
47,5,68,68,100.0,47005
47,6,60,60,100.0,47006
47,7,56,56,100.0,47007
47,8,65,65,100.0,47008
47,9,46,46,100.0,47009
47,10,37,37,100.0,47010
47,11,102,102,100.0,47011
47,12,48,48,100.0,47012
47,13,83,83,100.0,47013
47,14,41,41,100.0,47014
47,16,59,59,100.0,47016
47,17,48,48,100.0,47017
47,19,104,104,100.0,47019
47,20,73,73,100.0,47020
47,21,5,5,100.0,47021
47,22,51,51,100.0,47022
47,25,55,55,100.0,47025
47,26,77,77,100.0,47026
47,27,36,36,100.0,47027
47,28,55,55,100.0,47028
47,29,67,67,100.0,47029
47,30,79,79,100.0,47030
47,31,63,63,100.0,47031
47,32,62,62,100.0,47032
47,33,66,66,100.0,47033
47,34,72,72,100.0,47034
47,35,68,68,100.0,47035
47,36,80,80,100.0,47036
47,37,74,74,100.0,47037
47,38,61,61,100.0,47038
47,39,60,60,100.0,47039
47,42,44,44,100.0,47042
47,43,74,74,100.0,47043
47,45,69,69,100.0,47045
47,46,33,33,100.0,47046
47,47,35,35,100.0,47047
47,48,25,25,100.0,47048
47,49,33,33,100.0,47049
47,50,15,15,100.0,47050
48,49,5,5,100.0,48049
50,8,28,28,100.0,50008
50,23,38,38,100.0,50023
50,29,44,44,100.0,50029
50,45,8,8,100.0,50045
