ward,precinct,total,Pamela E. Hill-Veal,Pamela E. Hill-Veal Percent,Mathias William Delort,Mathias William Delort Percent,Kay Marie Hanlon,Kay Marie Hanlon Percent,James Michael McGing,James Michael McGing Percent,Laura Marie Sullivan,Laura Marie Sullivan Percent,precinct_id
38,37,87,13,14.94,11,12.64,8,9.2,8,9.2,32,36.78,38037
38,38,64,9,14.06,13,20.31,8,12.5,12,18.75,18,28.13,38038
38,39,78,7,8.97,25,32.05,7,8.97,8,10.26,20,25.64,38039
38,40,48,4,8.33,9,18.75,4,8.33,8,16.67,12,25.0,38040
38,41,118,10,8.47,33,27.97,11,9.32,37,31.36,15,12.71,38041
38,42,76,5,6.58,18,23.68,7,9.21,22,28.95,18,23.68,38042
38,43,58,0,0.0,14,24.14,3,5.17,12,20.69,18,31.03,38043
38,44,60,5,8.33,13,21.67,3,5.0,15,25.0,16,26.67,38044
38,45,66,6,9.09,14,21.21,5,7.58,15,22.73,13,19.7,38045
39,1,66,0,0.0,25,37.88,11,16.67,11,16.67,12,18.18,39001
39,2,117,13,11.11,23,19.66,16,13.68,26,22.22,21,17.95,39002
39,3,75,5,6.67,15,20.0,5,6.67,33,44.0,12,16.0,39003
39,4,54,0,0.0,11,20.37,6,11.11,28,51.85,6,11.11,39004
39,5,48,5,10.42,9,18.75,4,8.33,16,33.33,6,12.5,39005
39,6,49,1,2.04,12,24.49,4,8.16,11,22.45,16,32.65,39006
39,7,59,3,5.08,13,22.03,6,10.17,30,50.85,4,6.78,39007
39,8,99,2,2.02,20,20.2,4,4.04,53,53.54,15,15.15,39008
39,9,83,8,9.64,5,6.02,7,8.43,44,53.01,12,14.46,39009
39,10,56,11,19.64,12,21.43,5,8.93,11,19.64,14,25.0,39010
39,11,87,3,3.45,4,4.6,9,10.34,52,59.77,13,14.94,39011
39,12,86,4,4.65,24,27.91,10,11.63,14,16.28,21,24.42,39012
39,13,31,5,16.13,6,19.35,4,12.9,7,22.58,6,19.35,39013
39,14,70,8,11.43,16,22.86,7,10.0,16,22.86,16,22.86,39014
39,15,48,2,4.17,12,25.0,6,12.5,20,41.67,2,4.17,39015
39,16,45,9,20.0,11,24.44,3,6.67,13,28.89,5,11.11,39016
39,17,76,4,5.26,21,27.63,7,9.21,20,26.32,14,18.42,39017
39,18,74,7,9.46,20,27.03,3,4.05,24,32.43,12,16.22,39018
39,19,37,3,8.11,7,18.92,2,5.41,14,37.84,7,18.92,39019
39,20,63,4,6.35,21,33.33,6,9.52,16,25.4,7,11.11,39020
39,21,48,2,4.17,4,8.33,7,14.58,23,47.92,8,16.67,39021
39,22,57,3,5.26,7,12.28,8,14.04,21,36.84,11,19.3,39022
39,23,54,1,1.85,16,29.63,7,12.96,21,38.89,5,9.26,39023
39,24,50,4,8.0,10,20.0,7,14.0,9,18.0,10,20.0,39024
39,25,77,16,20.78,14,18.18,6,7.79,11,14.29,17,22.08,39025
39,26,55,2,3.64,10,18.18,8,14.55,21,38.18,5,9.09,39026
39,27,64,6,9.38,17,26.56,6,9.38,13,20.31,12,18.75,39027
39,28,131,18,13.74,31,23.66,17,12.98,22,16.79,23,17.56,39028
39,29,41,6,14.63,11,26.83,3,7.32,7,17.07,7,17.07,39029
39,30,55,6,10.91,14,25.45,7,12.73,6,10.91,17,30.91,39030
39,31,47,4,8.51,7,14.89,2,4.26,10,21.28,10,21.28,39031
39,32,47,2,4.26,12,25.53,2,4.26,20,42.55,8,17.02,39032
39,33,57,5,8.77,15,26.32,3,5.26,15,26.32,10,17.54,39033
39,34,85,7,8.24,18,21.18,15,17.65,14,16.47,18,21.18,39034
39,35,65,3,4.62,37,56.92,5,7.69,7,10.77,9,13.85,39035
39,36,76,12,15.79,20,26.32,9,11.84,15,19.74,11,14.47,39036
39,37,124,8,6.45,33,26.61,9,7.26,42,33.87,14,11.29,39037
39,38,75,4,5.33,27,36.0,4,5.33,24,32.0,10,13.33,39038
39,39,26,4,15.38,5,19.23,0,0.0,9,34.62,4,15.38,39039
39,40,46,2,4.35,6,13.04,4,8.7,21,45.65,5,10.87,39040
39,41,45,0,0.0,5,11.11,7,15.56,17,37.78,7,15.56,39041
39,42,45,3,6.67,6,13.33,2,4.44,27,60.0,2,4.44,39042
39,43,61,3,4.92,38,62.3,4,6.56,5,8.2,5,8.2,39043
40,1,59,8,13.56,19,32.2,7,11.86,5,8.47,12,20.34,40001
40,2,34,1,2.94,19,55.88,2,5.88,3,8.82,4,11.76,40002
40,3,72,1,1.39,37,51.39,14,19.44,6,8.33,9,12.5,40003
40,4,90,4,4.44,55,61.11,9,10.0,10,11.11,4,4.44,40004
40,5,110,9,8.18,48,43.64,12,10.91,9,8.18,24,21.82,40005
40,6,46,3,6.52,18,39.13,7,15.22,3,6.52,5,10.87,40006
40,7,78,3,3.85,39,50.0,8,10.26,6,7.69,11,14.1,40007
40,8,13,3,23.08,3,23.08,3,23.08,2,15.38,2,15.38,40008
40,9,76,9,11.84,15,19.74,9,11.84,9,11.84,23,30.26,40009
40,10,91,6,6.59,57,62.64,7,7.69,3,3.3,12,13.19,40010
40,11,57,1,1.75,23,40.35,4,7.02,13,22.81,9,15.79,40011
40,12,78,5,6.41,45,57.69,10,12.82,8,10.26,5,6.41,40012
40,13,179,12,6.7,83,46.37,24,13.41,14,7.82,25,13.97,40013
40,14,63,2,3.17,18,28.57,14,22.22,3,4.76,15,23.81,40014
40,15,57,4,7.02,24,42.11,5,8.77,4,7.02,7,12.28,40015
40,16,103,14,13.59,28,27.18,16,15.53,14,13.59,14,13.59,40016
40,17,65,6,9.23,25,38.46,7,10.77,6,9.23,10,15.38,40017
40,18,55,6,10.91,26,47.27,4,7.27,3,5.45,10,18.18,40018
40,19,90,10,11.11,34,37.78,8,8.89,10,11.11,16,17.78,40019
40,20,40,11,27.5,6,15.0,7,17.5,3,7.5,9,22.5,40020
40,21,53,3,5.66,19,35.85,6,11.32,4,7.55,12,22.64,40021
40,22,24,2,8.33,6,25.0,6,25.0,0,0.0,3,12.5,40022
40,23,62,6,9.68,21,33.87,5,8.06,5,8.06,11,17.74,40023
40,24,29,3,10.34,10,34.48,3,10.34,4,13.79,5,17.24,40024
40,25,28,2,7.14,11,39.29,4,14.29,1,3.57,7,25.0,40025
40,26,91,7,7.69,52,57.14,8,8.79,3,3.3,10,10.99,40026
40,27,51,4,7.84,19,37.25,4,7.84,3,5.88,12,23.53,40027
40,28,101,12,11.88,34,33.66,13,12.87,5,4.95,14,13.86,40028
40,29,78,3,3.85,38,48.72,6,7.69,12,15.38,12,15.38,40029
40,30,129,3,2.33,100,77.52,3,2.33,6,4.65,8,6.2,40030
40,31,59,3,5.08,23,38.98,4,6.78,7,11.86,6,10.17,40031
40,32,97,20,20.62,24,24.74,9,9.28,9,9.28,23,23.71,40032
40,33,65,4,6.15,21,32.31,11,16.92,6,9.23,12,18.46,40033
40,34,29,3,10.34,9,31.03,4,13.79,6,20.69,4,13.79,40034
40,35,74,17,22.97,19,25.68,10,13.51,6,8.11,11,14.86,40035
40,36,79,8,10.13,25,31.65,6,7.59,7,8.86,17,21.52,40036
40,37,55,6,10.91,23,41.82,4,7.27,6,10.91,10,18.18,40037
40,38,38,5,13.16,18,47.37,6,15.79,0,0.0,5,13.16,40038
40,39,48,6,12.5,9,18.75,8,16.67,2,4.17,12,25.0,40039
40,40,36,5,13.89,17,47.22,5,13.89,2,5.56,1,2.78,40040
40,41,157,8,5.1,81,51.59,19,12.1,10,6.37,15,9.55,40041
41,1,82,0,0.0,7,8.54,4,4.88,51,62.2,11,13.41,41001
41,2,134,1,0.75,9,6.72,2,1.49,108,80.6,10,7.46,41002
41,3,72,3,4.17,9,12.5,8,11.11,29,40.28,14,19.44,41003
41,4,97,0,0.0,7,7.22,5,5.15,66,68.04,13,13.4,41004
41,5,107,0,0.0,14,13.08,9,8.41,62,57.94,9,8.41,41005
41,6,95,2,2.11,27,28.42,6,6.32,41,43.16,12,12.63,41006
41,7,91,4,4.4,27,29.67,6,6.59,28,30.77,17,18.68,41007
41,8,63,4,6.35,7,11.11,5,7.94,34,53.97,8,12.7,41008
41,9,71,5,7.04,13,18.31,5,7.04,21,29.58,19,26.76,41009
41,10,80,1,1.25,20,25.0,4,5.0,37,46.25,10,12.5,41010
41,11,85,5,5.88,13,15.29,2,2.35,56,65.88,4,4.71,41011
41,12,81,3,3.7,13,16.05,9,11.11,39,48.15,9,11.11,41012
41,13,43,3,6.98,6,13.95,2,4.65,16,37.21,11,25.58,41013
41,14,115,3,2.61,30,26.09,8,6.96,54,46.96,13,11.3,41014
41,15,87,0,0.0,10,11.49,6,6.9,53,60.92,9,10.34,41015
41,16,83,5,6.02,11,13.25,8,9.64,34,40.96,13,15.66,41016
41,17,95,10,10.53,16,16.84,9,9.47,40,42.11,13,13.68,41017
41,18,77,4,5.19,8,10.39,12,15.58,16,20.78,18,23.38,41018
41,19,104,4,3.85,27,25.96,11,10.58,39,37.5,13,12.5,41019
41,20,111,5,4.5,32,28.83,8,7.21,30,27.03,20,18.02,41020
41,21,89,7,7.87,19,21.35,7,7.87,36,40.45,13,14.61,41021
41,22,72,5,6.94,18,25.0,5,6.94,22,30.56,16,22.22,41022
41,23,73,0,0.0,14,19.18,6,8.22,36,49.32,10,13.7,41023
41,24,80,6,7.5,12,15.0,9,11.25,30,37.5,16,20.0,41024
41,25,24,4,16.67,3,12.5,4,16.67,2,8.33,8,33.33,41025
41,26,30,3,10.0,7,23.33,1,3.33,12,40.0,3,10.0,41026
41,27,19,2,10.53,3,15.79,4,21.05,2,10.53,7,36.84,41027
41,28,56,9,16.07,7,12.5,8,14.29,10,17.86,14,25.0,41028
41,29,23,7,30.43,4,17.39,0,0.0,2,8.7,8,34.78,41029
41,30,81,5,6.17,11,13.58,6,7.41,37,45.68,14,17.28,41030
41,31,95,5,5.26,11,11.58,6,6.32,53,55.79,10,10.53,41031
41,32,44,1,2.27,8,18.18,1,2.27,14,31.82,9,20.45,41032
41,33,57,2,3.51,9,15.79,3,5.26,29,50.88,8,14.04,41033
41,34,65,4,6.15,16,24.62,6,9.23,17,26.15,13,20.0,41034
41,35,80,2,2.5,9,11.25,9,11.25,46,57.5,9,11.25,41035
41,36,85,4,4.71,14,16.47,9,10.59,33,38.82,17,20.0,41036
41,37,84,2,2.38,21,25.0,7,8.33,37,44.05,12,14.29,41037
41,38,91,4,4.4,13,14.29,7,7.69,40,43.96,17,18.68,41038
41,39,43,1,2.33,8,18.6,4,9.3,17,39.53,9,20.93,41039
41,40,98,2,2.04,12,12.24,5,5.1,60,61.22,11,11.22,41040
41,41,78,4,5.13,8,10.26,8,10.26,38,48.72,7,8.97,41041
41,42,113,0,0.0,15,13.27,9,7.96,63,55.75,14,12.39,41042
41,43,67,5,7.46,13,19.4,7,10.45,30,44.78,7,10.45,41043
41,44,84,3,3.57,24,28.57,7,8.33,29,34.52,11,13.1,41044
41,45,69,2,2.9,19,27.54,2,2.9,22,31.88,16,23.19,41045
41,46,65,3,4.62,14,21.54,8,12.31,18,27.69,15,23.08,41046
41,47,74,2,2.7,23,31.08,4,5.41,31,41.89,6,8.11,41047
41,48,45,5,11.11,6,13.33,2,4.44,14,31.11,11,24.44,41048
41,49,110,2,1.82,15,13.64,8,7.27,75,68.18,5,4.55,41049
41,50,86,8,9.3,16,18.6,6,6.98,29,33.72,10,11.63,41050
41,51,58,1,1.72,3,5.17,6,10.34,31,53.45,12,20.69,41051
41,52,144,2,1.39,34,23.61,19,13.19,58,40.28,20,13.89,41052
41,53,80,3,3.75,16,20.0,10,12.5,28,35.0,13,16.25,41053
41,54,70,2,2.86,23,32.86,2,2.86,33,47.14,5,7.14,41054
41,55,41,1,2.44,5,12.2,5,12.2,17,41.46,9,21.95,41055
41,56,111,3,2.7,10,9.01,7,6.31,66,59.46,10,9.01,41056
41,57,75,6,8.0,10,13.33,10,13.33,30,40.0,14,18.67,41057
42,1,98,7,7.14,57,58.16,10,10.2,5,5.1,10,10.2,42001
42,2,50,13,26.0,15,30.0,6,12.0,1,2.0,5,10.0,42002
42,3,58,9,15.52,15,25.86,7,12.07,7,12.07,8,13.79,42003
42,4,75,6,8.0,28,37.33,9,12.0,8,10.67,13,17.33,42004
42,5,73,10,13.7,31,42.47,10,13.7,3,4.11,9,12.33,42005
42,6,170,23,13.53,58,34.12,13,7.65,16,9.41,32,18.82,42006
42,7,62,11,17.74,23,37.1,7,11.29,8,12.9,7,11.29,42007
42,8,81,6,7.41,42,51.85,12,14.81,5,6.17,7,8.64,42008
42,9,151,18,11.92,56,37.09,22,14.57,22,14.57,16,10.6,42009
42,10,136,18,13.24,53,38.97,19,13.97,10,7.35,18,13.24,42010
42,11,96,16,16.67,35,36.46,10,10.42,5,5.21,13,13.54,42011
42,12,51,3,5.88,20,39.22,9,17.65,2,3.92,9,17.65,42012
42,13,154,20,12.99,64,41.56,12,7.79,17,11.04,27,17.53,42013
42,14,55,4,7.27,17,30.91,6,10.91,4,7.27,10,18.18,42014
42,15,60,5,8.33,17,28.33,11,18.33,10,16.67,11,18.33,42015
42,16,44,3,6.82,23,52.27,4,9.09,4,9.09,7,15.91,42016
42,17,163,36,22.09,37,22.7,15,9.2,15,9.2,32,19.63,42017
42,18,107,8,7.48,44,41.12,19,17.76,13,12.15,18,16.82,42018
42,19,16,1,6.25,6,37.5,4,25.0,2,12.5,2,12.5,42019
42,20,34,7,20.59,6,17.65,8,23.53,5,14.71,6,17.65,42020
42,21,27,2,7.41,12,44.44,4,14.81,1,3.7,3,11.11,42021
42,22,35,3,8.57,20,57.14,4,11.43,1,2.86,4,11.43,42022
42,23,95,6,6.32,63,66.32,7,7.37,7,7.37,4,4.21,42023
42,24,70,6,8.57,29,41.43,10,14.29,5,7.14,11,15.71,42024
42,25,62,4,6.45,20,32.26,10,16.13,6,9.68,17,27.42,42025
42,26,115,25,21.74,27,23.48,8,6.96,6,5.22,26,22.61,42026
42,27,75,10,13.33,28,37.33,8,10.67,7,9.33,11,14.67,42027
42,28,85,4,4.71,32,37.65,14,16.47,8,9.41,13,15.29,42028
42,29,87,4,4.6,46,52.87,15,17.24,4,4.6,6,6.9,42029
42,30,45,2,4.44,21,46.67,7,15.56,5,11.11,5,11.11,42030
42,31,54,8,14.81,25,46.3,9,16.67,3,5.56,6,11.11,42031
42,32,64,11,17.19,29,45.31,5,7.81,4,6.25,7,10.94,42032
42,33,120,14,11.67,58,48.33,12,10.0,8,6.67,17,14.17,42033
42,34,55,8,14.55,19,34.55,6,10.91,10,18.18,4,7.27,42034
42,35,80,5,6.25,44,55.0,5,6.25,6,7.5,10,12.5,42035
42,36,40,6,15.0,21,52.5,3,7.5,3,7.5,2,5.0,42036
42,37,62,3,4.84,41,66.13,5,8.06,3,4.84,7,11.29,42037
42,38,47,1,2.13,31,65.96,2,4.26,3,6.38,4,8.51,42038
42,39,47,13,27.66,10,21.28,3,6.38,6,12.77,8,17.02,42039
42,40,75,4,5.33,38,50.67,7,9.33,8,10.67,6,8.0,42040
42,41,76,10,13.16,28,36.84,10,13.16,6,7.89,11,14.47,42041
42,42,83,10,12.05,34,40.96,9,10.84,2,2.41,20,24.1,42042
42,43,85,10,11.76,37,43.53,15,17.65,6,7.06,9,10.59,42043
42,44,52,7,13.46,23,44.23,7,13.46,5,9.62,4,7.69,42044
42,45,62,4,6.45,36,58.06,6,9.68,6,9.68,3,4.84,42045
42,46,41,4,9.76,14,34.15,4,9.76,8,19.51,6,14.63,42046
42,47,47,4,8.51,28,59.57,2,4.26,1,2.13,3,6.38,42047
42,48,50,13,26.0,17,34.0,2,4.0,0,0.0,11,22.0,42048
42,49,17,3,17.65,3,17.65,1,5.88,1,5.88,6,35.29,42049
42,50,108,10,9.26,53,49.07,8,7.41,12,11.11,17,15.74,42050
42,51,140,30,21.43,44,31.43,17,12.14,16,11.43,18,12.86,42051
42,52,50,12,24.0,8,16.0,13,26.0,5,10.0,4,8.0,42052
42,53,102,16,15.69,29,28.43,11,10.78,5,4.9,24,23.53,42053
42,54,47,8,17.02,16,34.04,4,8.51,5,10.64,10,21.28,42054
42,55,65,9,13.85,23,35.38,8,12.31,5,7.69,11,16.92,42055
42,56,57,7,12.28,28,49.12,2,3.51,6,10.53,7,12.28,42056
42,57,54,13,24.07,19,35.19,5,9.26,5,9.26,8,14.81,42057
42,58,24,6,25.0,7,29.17,1,4.17,1,4.17,7,29.17,42058
42,59,50,3,6.0,21,42.0,8,16.0,7,14.0,2,4.0,42059
42,60,37,5,13.51,11,29.73,0,0.0,4,10.81,9,24.32,42060
42,61,41,8,19.51,10,24.39,5,12.2,2,4.88,8,19.51,42061
42,62,45,5,11.11,16,35.56,7,15.56,4,8.89,8,17.78,42062
42,63,90,8,8.89,42,46.67,13,14.44,6,6.67,10,11.11,42063
42,64,27,5,18.52,9,33.33,0,0.0,4,14.81,6,22.22,42064
42,65,79,13,16.46,31,39.24,9,11.39,6,7.59,14,17.72,42065
42,66,54,10,18.52,13,24.07,3,5.56,8,14.81,8,14.81,42066
42,67,74,9,12.16,33,44.59,11,14.86,8,10.81,10,13.51,42067
43,1,95,14,14.74,42,44.21,16,16.84,7,7.37,8,8.42,43001
43,2,54,2,3.7,33,61.11,5,9.26,4,7.41,3,5.56,43002
43,3,80,5,6.25,49,61.25,9,11.25,5,6.25,4,5.0,43003
43,4,84,6,7.14,37,44.05,11,13.1,6,7.14,14,16.67,43004
43,5,51,5,9.8,30,58.82,6,11.76,3,5.88,2,3.92,43005
43,6,95,11,11.58,37,38.95,8,8.42,8,8.42,17,17.89,43006
43,7,100,11,11.0,35,35.0,8,8.0,13,13.0,11,11.0,43007
43,8,106,12,11.32,46,43.4,7,6.6,10,9.43,14,13.21,43008
43,9,60,3,5.0,30,50.0,8,13.33,4,6.67,10,16.67,43009
43,10,62,2,3.23,35,56.45,3,4.84,5,8.06,10,16.13,43010
43,11,50,4,8.0,24,48.0,5,10.0,6,12.0,7,14.0,43011
43,12,87,6,6.9,44,50.57,12,13.79,5,5.75,10,11.49,43012
43,13,66,4,6.06,22,33.33,4,6.06,7,10.61,13,19.7,43013
43,14,73,2,2.74,55,75.34,3,4.11,1,1.37,5,6.85,43014
43,15,63,3,4.76,36,57.14,8,12.7,2,3.17,6,9.52,43015
43,16,59,0,0.0,30,50.85,12,20.34,6,10.17,3,5.08,43016
43,17,111,7,6.31,72,64.86,11,9.91,3,2.7,8,7.21,43017
43,18,79,6,7.59,42,53.16,12,15.19,2,2.53,10,12.66,43018
43,19,84,19,22.62,29,34.52,9,10.71,4,4.76,11,13.1,43019
43,20,94,5,5.32,52,55.32,9,9.57,8,8.51,11,11.7,43020
43,21,76,2,2.63,58,76.32,7,9.21,5,6.58,1,1.32,43021
43,22,46,1,2.17,24,52.17,6,13.04,4,8.7,6,13.04,43022
43,23,62,0,0.0,41,66.13,9,14.52,0,0.0,5,8.06,43023
43,24,71,9,12.68,25,35.21,8,11.27,8,11.27,10,14.08,43024
43,25,73,10,13.7,33,45.21,3,4.11,3,4.11,8,10.96,43025
43,26,61,4,6.56,22,36.07,11,18.03,6,9.84,10,16.39,43026
43,27,54,4,7.41,23,42.59,4,7.41,4,7.41,10,18.52,43027
43,28,81,6,7.41,45,55.56,8,9.88,7,8.64,10,12.35,43028
43,29,50,1,2.0,26,52.0,7,14.0,3,6.0,5,10.0,43029
43,30,71,6,8.45,36,50.7,12,16.9,8,11.27,3,4.23,43030
43,31,39,6,15.38,19,48.72,5,12.82,1,2.56,3,7.69,43031
43,32,74,2,2.7,53,71.62,7,9.46,3,4.05,1,1.35,43032
43,33,39,4,10.26,14,35.9,6,15.38,4,10.26,5,12.82,43033
43,34,26,2,7.69,13,50.0,1,3.85,3,11.54,5,19.23,43034
43,35,82,1,1.22,49,59.76,6,7.32,11,13.41,6,7.32,43035
43,36,57,4,7.02,25,43.86,4,7.02,4,7.02,10,17.54,43036
43,37,70,13,18.57,14,20.0,8,11.43,9,12.86,14,20.0,43037
43,38,30,1,3.33,18,60.0,1,3.33,2,6.67,5,16.67,43038
43,39,97,9,9.28,50,51.55,15,15.46,7,7.22,12,12.37,43039
43,40,79,10,12.66,44,55.7,4,5.06,7,8.86,6,7.59,43040
43,41,33,3,9.09,20,60.61,5,15.15,1,3.03,1,3.03,43041
43,42,28,1,3.57,13,46.43,4,14.29,3,10.71,3,10.71,43042
43,43,42,2,4.76,20,47.62,1,2.38,5,11.9,11,26.19,43043
43,44,58,7,12.07,26,44.83,4,6.9,5,8.62,10,17.24,43044
43,45,70,4,5.71,32,45.71,8,11.43,8,11.43,10,14.29,43045
43,46,81,2,2.47,47,58.02,10,12.35,4,4.94,8,9.88,43046
43,47,112,15,13.39,48,42.86,24,21.43,3,2.68,4,3.57,43047
43,48,49,5,10.2,22,44.9,2,4.08,4,8.16,11,22.45,43048
43,49,63,1,1.59,36,57.14,11,17.46,3,4.76,7,11.11,43049
43,50,47,3,6.38,19,40.43,9,19.15,2,4.26,9,19.15,43050
43,51,110,22,20.0,36,32.73,9,8.18,5,4.55,23,20.91,43051
44,1,70,8,11.43,32,45.71,7,10.0,7,10.0,8,11.43,44001
44,2,54,3,5.56,21,38.89,5,9.26,5,9.26,7,12.96,44002
44,3,95,4,4.21,50,52.63,12,12.63,3,3.16,14,14.74,44003
44,4,107,5,4.67,44,41.12,18,16.82,8,7.48,15,14.02,44004
44,5,85,12,14.12,30,35.29,9,10.59,9,10.59,11,12.94,44005
44,6,53,3,5.66,30,56.6,5,9.43,1,1.89,7,13.21,44006
44,7,72,3,4.17,37,51.39,11,15.28,6,8.33,7,9.72,44007
44,8,62,11,17.74,26,41.94,11,17.74,5,8.06,6,9.68,44008
44,9,37,1,2.7,17,45.95,4,10.81,7,18.92,1,2.7,44009
44,10,28,0,0.0,6,21.43,12,42.86,3,10.71,3,10.71,44010
44,11,58,3,5.17,21,36.21,7,12.07,9,15.52,9,15.52,44011
44,12,100,9,9.0,49,49.0,13,13.0,8,8.0,8,8.0,44012
44,13,38,3,7.89,12,31.58,6,15.79,4,10.53,9,23.68,44013
44,14,57,7,12.28,17,29.82,10,17.54,9,15.79,3,5.26,44014
44,15,97,11,11.34,46,47.42,12,12.37,5,5.15,12,12.37,44015
44,16,49,4,8.16,21,42.86,8,16.33,4,8.16,4,8.16,44016
44,17,101,4,3.96,53,52.48,4,3.96,4,3.96,15,14.85,44017
44,18,27,0,0.0,12,44.44,1,3.7,5,18.52,6,22.22,44018
44,19,97,8,8.25,35,36.08,15,15.46,9,9.28,14,14.43,44019
44,20,55,3,5.45,24,43.64,5,9.09,6,10.91,8,14.55,44020
44,21,57,7,12.28,18,31.58,9,15.79,6,10.53,5,8.77,44021
44,22,81,12,14.81,35,43.21,10,12.35,6,7.41,9,11.11,44022
44,23,50,3,6.0,24,48.0,9,18.0,3,6.0,4,8.0,44023
44,24,135,14,10.37,62,45.93,23,17.04,11,8.15,6,4.44,44024
44,25,45,1,2.22,21,46.67,7,15.56,4,8.89,5,11.11,44025
44,26,51,5,9.8,22,43.14,5,9.8,7,13.73,6,11.76,44026
44,27,66,2,3.03,33,50.0,12,18.18,3,4.55,8,12.12,44027
44,28,33,3,9.09,18,54.55,5,15.15,3,9.09,2,6.06,44028
44,29,59,4,6.78,19,32.2,9,15.25,10,16.95,7,11.86,44029
44,30,52,5,9.62,19,36.54,10,19.23,3,5.77,6,11.54,44030
44,31,49,3,6.12,24,48.98,3,6.12,4,8.16,4,8.16,44031
44,32,43,3,6.98,19,44.19,3,6.98,4,9.3,3,6.98,44032
44,33,74,9,12.16,26,35.14,10,13.51,5,6.76,11,14.86,44033
44,34,36,2,5.56,14,38.89,4,11.11,3,8.33,8,22.22,44034
44,35,153,21,13.73,67,43.79,19,12.42,13,8.5,14,9.15,44035
44,36,44,6,13.64,11,25.0,4,9.09,6,13.64,9,20.45,44036
44,37,73,7,9.59,26,35.62,10,13.7,4,5.48,16,21.92,44037
44,38,38,1,2.63,13,34.21,3,7.89,10,26.32,8,21.05,44038
44,39,42,3,7.14,16,38.1,7,16.67,1,2.38,6,14.29,44039
44,40,53,2,3.77,22,41.51,12,22.64,2,3.77,6,11.32,44040
44,41,84,15,17.86,25,29.76,12,14.29,2,2.38,16,19.05,44041
44,42,96,19,19.79,27,28.13,11,11.46,7,7.29,18,18.75,44042
44,43,51,4,7.84,23,45.1,8,15.69,3,5.88,5,9.8,44043
44,44,79,11,13.92,31,39.24,4,5.06,5,6.33,11,13.92,44044
44,45,56,3,5.36,27,48.21,3,5.36,1,1.79,12,21.43,44045
44,46,38,6,15.79,7,18.42,7,18.42,3,7.89,6,15.79,44046
44,47,70,7,10.0,22,31.43,15,21.43,8,11.43,6,8.57,44047
45,1,112,9,8.04,18,16.07,11,9.82,16,14.29,39,34.82,45001
45,2,96,5,5.21,18,18.75,7,7.29,34,35.42,19,19.79,45002
45,3,125,4,3.2,13,10.4,12,9.6,64,51.2,15,12.0,45003
45,4,90,8,8.89,16,17.78,6,6.67,26,28.89,18,20.0,45004
45,5,90,6,6.67,27,30.0,8,8.89,23,25.56,17,18.89,45005
45,6,89,3,3.37,14,15.73,7,7.87,31,34.83,18,20.22,45006
45,7,78,2,2.56,28,35.9,6,7.69,11,14.1,17,21.79,45007
45,8,74,5,6.76,23,31.08,10,13.51,10,13.51,18,24.32,45008
45,9,96,4,4.17,26,27.08,10,10.42,27,28.13,20,20.83,45009
45,10,86,8,9.3,24,27.91,6,6.98,17,19.77,17,19.77,45010
45,11,83,3,3.61,14,16.87,9,10.84,24,28.92,25,30.12,45011
45,12,92,8,8.7,36,39.13,9,9.78,14,15.22,13,14.13,45012
45,13,113,5,4.42,11,9.73,11,9.73,54,47.79,17,15.04,45013
45,14,94,7,7.45,19,20.21,12,12.77,20,21.28,20,21.28,45014
45,15,93,3,3.23,16,17.2,3,3.23,28,30.11,23,24.73,45015
45,16,89,12,13.48,13,14.61,10,11.24,13,14.61,32,35.96,45016
45,17,59,3,5.08,14,23.73,5,8.47,16,27.12,14,23.73,45017
45,18,111,6,5.41,26,23.42,4,3.6,52,46.85,10,9.01,45018
45,19,108,8,7.41,31,28.7,10,9.26,28,25.93,18,16.67,45019
45,20,88,2,2.27,34,38.64,5,5.68,22,25.0,18,20.45,45020
45,21,83,7,8.43,22,26.51,10,12.05,19,22.89,20,24.1,45021
45,22,60,3,5.0,10,16.67,9,15.0,11,18.33,18,30.0,45022
45,23,118,7,5.93,25,21.19,13,11.02,41,34.75,22,18.64,45023
45,24,93,8,8.6,32,34.41,10,10.75,11,11.83,20,21.51,45024
45,25,97,7,7.22,25,25.77,13,13.4,22,22.68,16,16.49,45025
45,26,108,10,9.26,23,21.3,6,5.56,35,32.41,22,20.37,45026
45,27,65,2,3.08,10,15.38,7,10.77,14,21.54,20,30.77,45027
45,28,100,6,6.0,20,20.0,14,14.0,13,13.0,27,27.0,45028
45,29,95,8,8.42,32,33.68,11,11.58,10,10.53,21,22.11,45029
45,30,75,5,6.67,16,21.33,7,9.33,21,28.0,15,20.0,45030
45,31,92,8,8.7,19,20.65,8,8.7,18,19.57,21,22.83,45031
45,32,47,3,6.38,5,10.64,7,14.89,15,31.91,7,14.89,45032
45,33,78,2,2.56,14,17.95,7,8.97,32,41.03,15,19.23,45033
45,34,72,8,11.11,18,25.0,3,4.17,10,13.89,20,27.78,45034
45,35,102,5,4.9,22,21.57,10,9.8,35,34.31,18,17.65,45035
45,36,96,6,6.25,33,34.38,9,9.38,24,25.0,16,16.67,45036
45,37,93,7,7.53,27,29.03,6,6.45,18,19.35,23,24.73,45037
45,38,96,1,1.04,24,25.0,7,7.29,39,40.63,15,15.63,45038
45,39,114,6,5.26,39,34.21,9,7.89,23,20.18,24,21.05,45039
45,40,131,9,6.87,27,20.61,13,9.92,48,36.64,22,16.79,45040
