ward,precinct,total,Pamela M. Leeming,Pamela M. Leeming Percent,Terrence M Jordan,Terrence M Jordan Percent,Mary Margaret Burke,Mary Margaret Burke Percent,Sammy W. Lacey Jr.,Sammy W. Lacey Jr. Percent,Rhonda Salle̩,Rhonda Salle̩ Percent,Steve Demitro,Steve Demitro Percent,precinct_id
1,48,58,16,27.59,6,10.34,10,17.24,5,8.62,4,6.9,10,17.24,01048
2,1,122,53,43.44,12,9.84,28,22.95,5,4.1,10,8.2,7,5.74,02001
2,2,14,5,35.71,1,7.14,4,28.57,3,21.43,1,7.14,0,0.0,02002
2,3,85,21,24.71,23,27.06,15,17.65,3,3.53,11,12.94,3,3.53,02003
2,4,65,14,21.54,19,29.23,20,30.77,3,4.62,3,4.62,2,3.08,02004
2,5,81,24,29.63,20,24.69,13,16.05,10,12.35,5,6.17,1,1.23,02005
2,6,64,27,42.19,4,6.25,12,18.75,4,6.25,0,0.0,5,7.81,02006
2,7,155,37,23.87,36,23.23,39,25.16,22,14.19,6,3.87,3,1.94,02007
2,8,120,49,40.83,21,17.5,23,19.17,10,8.33,6,5.0,3,2.5,02008
2,9,77,18,23.38,19,24.68,20,25.97,4,5.19,6,7.79,7,9.09,02009
2,10,84,29,34.52,24,28.57,17,20.24,7,8.33,2,2.38,0,0.0,02010
2,11,156,91,58.33,14,8.97,32,20.51,3,1.92,4,2.56,3,1.92,02011
2,12,73,36,49.32,8,10.96,15,20.55,3,4.11,2,2.74,4,5.48,02012
2,13,130,54,41.54,25,19.23,15,11.54,19,14.62,3,2.31,6,4.62,02013
2,14,159,45,28.3,40,25.16,20,12.58,14,8.81,15,9.43,8,5.03,02014
2,15,51,17,33.33,11,21.57,10,19.61,5,9.8,3,5.88,1,1.96,02015
2,16,67,39,58.21,5,7.46,13,19.4,0,0.0,1,1.49,7,10.45,02016
2,17,78,13,16.67,21,26.92,8,10.26,18,23.08,7,8.97,3,3.85,02017
2,18,85,32,37.65,11,12.94,22,25.88,6,7.06,3,3.53,7,8.24,02018
2,19,109,34,31.19,20,18.35,27,24.77,5,4.59,6,5.5,6,5.5,02019
2,20,182,56,30.77,51,28.02,23,12.64,27,14.84,8,4.4,3,1.65,02020
2,21,146,38,26.03,35,23.97,28,19.18,16,10.96,12,8.22,7,4.79,02021
2,22,156,60,38.46,33,21.15,33,21.15,11,7.05,7,4.49,6,3.85,02022
2,23,70,13,18.57,20,28.57,13,18.57,9,12.86,8,11.43,4,5.71,02023
2,24,54,18,33.33,7,12.96,14,25.93,4,7.41,3,5.56,4,7.41,02024
2,25,94,27,28.72,24,25.53,25,26.6,5,5.32,5,5.32,4,4.26,02025
2,26,89,22,24.72,21,23.6,18,20.22,13,14.61,10,11.24,4,4.49,02026
2,27,90,30,33.33,24,26.67,12,13.33,13,14.44,5,5.56,0,0.0,02027
2,28,45,15,33.33,7,15.56,10,22.22,2,4.44,5,11.11,4,8.89,02028
2,29,48,16,33.33,13,27.08,7,14.58,4,8.33,3,6.25,1,2.08,02029
2,30,70,23,32.86,12,17.14,13,18.57,5,7.14,5,7.14,3,4.29,02030
2,31,113,32,28.32,36,31.86,10,8.85,16,14.16,11,9.73,2,1.77,02031
2,32,31,11,35.48,3,9.68,7,22.58,4,12.9,3,9.68,2,6.45,02032
2,33,40,11,27.5,11,27.5,6,15.0,6,15.0,2,5.0,2,5.0,02033
2,34,120,24,20.0,30,25.0,23,19.17,19,15.83,12,10.0,2,1.67,02034
2,35,82,41,50.0,6,7.32,14,17.07,1,1.22,7,8.54,2,2.44,02035
2,36,140,44,31.43,25,17.86,35,25.0,12,8.57,11,7.86,1,0.71,02036
2,37,77,45,58.44,6,7.79,11,14.29,0,0.0,2,2.6,5,6.49,02037
2,38,143,57,39.86,20,13.99,30,20.98,9,6.29,5,3.5,7,4.9,02038
2,39,76,30,39.47,7,9.21,20,26.32,7,9.21,1,1.32,6,7.89,02039
2,40,147,49,33.33,23,15.65,34,23.13,10,6.8,7,4.76,7,4.76,02040
2,41,39,14,35.9,12,30.77,6,15.38,5,12.82,0,0.0,0,0.0,02041
2,42,79,26,32.91,17,21.52,12,15.19,13,16.46,5,6.33,4,5.06,02042
2,43,119,58,48.74,16,13.45,17,14.29,9,7.56,5,4.2,5,4.2,02043
2,44,81,20,24.69,26,32.1,9,11.11,11,13.58,6,7.41,2,2.47,02044
2,45,95,23,24.21,37,38.95,12,12.63,8,8.42,6,6.32,1,1.05,02045
2,46,159,44,27.67,42,26.42,24,15.09,25,15.72,10,6.29,4,2.52,02046
2,47,140,41,29.29,42,30.0,26,18.57,11,7.86,9,6.43,1,0.71,02047
2,48,99,28,28.28,29,29.29,15,15.15,13,13.13,8,8.08,0,0.0,02048
2,49,75,37,49.33,5,6.67,8,10.67,5,6.67,5,6.67,6,8.0,02049
2,50,48,15,31.25,11,22.92,7,14.58,3,6.25,3,6.25,6,12.5,02050
2,51,58,12,20.69,16,27.59,13,22.41,3,5.17,10,17.24,0,0.0,02051
2,52,135,39,28.89,40,29.63,25,18.52,16,11.85,6,4.44,1,0.74,02052
2,53,53,22,41.51,13,24.53,9,16.98,2,3.77,0,0.0,2,3.77,02053
2,54,34,23,67.65,1,2.94,2,5.88,2,5.88,2,5.88,1,2.94,02054
3,1,106,15,14.15,21,19.81,19,17.92,17,16.04,9,8.49,2,1.89,03001
3,2,165,33,20.0,54,32.73,17,10.3,27,16.36,11,6.67,1,0.61,03002
3,3,84,22,26.19,15,17.86,21,25.0,8,9.52,8,9.52,4,4.76,03003
3,4,78,11,14.1,24,30.77,8,10.26,7,8.97,5,6.41,2,2.56,03004
3,5,100,22,22.0,36,36.0,13,13.0,14,14.0,7,7.0,1,1.0,03005
3,6,6,1,16.67,2,33.33,0,0.0,1,16.67,0,0.0,2,33.33,03006
3,7,147,35,23.81,40,27.21,26,17.69,11,7.48,7,4.76,3,2.04,03007
3,8,79,12,15.19,29,36.71,14,17.72,9,11.39,3,3.8,1,1.27,03008
3,9,96,27,28.13,19,19.79,12,12.5,10,10.42,9,9.38,6,6.25,03009
3,10,28,1,3.57,4,14.29,6,21.43,5,17.86,1,3.57,0,0.0,03010
3,11,97,13,13.4,28,28.87,4,4.12,16,16.49,8,8.25,2,2.06,03011
3,12,75,11,14.67,11,14.67,15,20.0,20,26.67,5,6.67,1,1.33,03012
3,13,31,9,29.03,3,9.68,8,25.81,2,6.45,3,9.68,6,19.35,03013
3,14,102,28,27.45,23,22.55,16,15.69,10,9.8,4,3.92,1,0.98,03014
3,15,86,20,23.26,26,30.23,14,16.28,13,15.12,5,5.81,3,3.49,03015
3,16,86,12,13.95,19,22.09,9,10.47,17,19.77,7,8.14,1,1.16,03016
3,17,37,11,29.73,7,18.92,6,16.22,4,10.81,2,5.41,1,2.7,03017
3,18,50,9,18.0,14,28.0,9,18.0,4,8.0,3,6.0,1,2.0,03018
3,19,15,7,46.67,1,6.67,6,40.0,0,0.0,1,6.67,0,0.0,03019
3,20,74,13,17.57,25,33.78,6,8.11,14,18.92,3,4.05,1,1.35,03020
3,21,27,3,11.11,11,40.74,2,7.41,2,7.41,2,7.41,0,0.0,03021
3,22,56,11,19.64,16,28.57,5,8.93,5,8.93,4,7.14,0,0.0,03022
3,23,85,13,15.29,30,35.29,12,14.12,9,10.59,7,8.24,2,2.35,03023
3,24,129,25,19.38,41,31.78,26,20.16,15,11.63,9,6.98,2,1.55,03024
3,25,61,19,31.15,10,16.39,14,22.95,13,21.31,2,3.28,1,1.64,03025
3,26,18,4,22.22,2,11.11,6,33.33,2,11.11,1,5.56,1,5.56,03026
3,27,92,21,22.83,23,25.0,17,18.48,12,13.04,6,6.52,1,1.09,03027
3,28,106,41,38.68,12,11.32,24,22.64,7,6.6,8,7.55,7,6.6,03028
3,29,101,27,26.73,17,16.83,18,17.82,11,10.89,4,3.96,1,0.99,03029
3,30,77,15,19.48,20,25.97,12,15.58,7,9.09,11,14.29,0,0.0,03030
3,31,173,29,16.76,49,28.32,32,18.5,22,12.72,14,8.09,6,3.47,03031
3,32,62,9,14.52,16,25.81,9,14.52,6,9.68,4,6.45,0,0.0,03032
3,33,120,28,23.33,40,33.33,23,19.17,13,10.83,4,3.33,3,2.5,03033
3,34,93,15,16.13,27,29.03,5,5.38,18,19.35,6,6.45,1,1.08,03034
3,35,87,24,27.59,17,19.54,6,6.9,19,21.84,5,5.75,1,1.15,03035
3,36,22,1,4.55,7,31.82,5,22.73,5,22.73,3,13.64,0,0.0,03036
3,37,38,14,36.84,6,15.79,6,15.79,6,15.79,2,5.26,0,0.0,03037
3,38,205,48,23.41,66,32.2,34,16.59,22,10.73,7,3.41,1,0.49,03038
3,39,194,37,19.07,47,24.23,35,18.04,24,12.37,5,2.58,3,1.55,03039
3,40,108,21,19.44,32,29.63,17,15.74,17,15.74,9,8.33,1,0.93,03040
3,41,99,41,41.41,14,14.14,16,16.16,10,10.1,5,5.05,8,8.08,03041
3,42,77,15,19.48,25,32.47,10,12.99,11,14.29,5,6.49,1,1.3,03042
3,43,34,4,11.76,8,23.53,10,29.41,5,14.71,3,8.82,1,2.94,03043
3,44,16,5,31.25,3,18.75,3,18.75,2,12.5,1,6.25,0,0.0,03044
3,45,136,31,22.79,32,23.53,26,19.12,16,11.76,7,5.15,3,2.21,03045
3,46,37,9,24.32,10,27.03,8,21.62,4,10.81,1,2.7,0,0.0,03046
3,47,50,13,26.0,16,32.0,5,10.0,7,14.0,4,8.0,0,0.0,03047
3,48,50,14,28.0,9,18.0,11,22.0,8,16.0,5,10.0,0,0.0,03048
3,49,47,9,19.15,12,25.53,7,14.89,8,17.02,6,12.77,0,0.0,03049
3,50,33,7,21.21,7,21.21,8,24.24,5,15.15,0,0.0,0,0.0,03050
4,1,159,64,40.25,25,15.72,14,8.81,23,14.47,9,5.66,4,2.52,04001
4,2,190,69,36.32,60,31.58,12,6.32,22,11.58,9,4.74,1,0.53,04002
4,3,147,42,28.57,39,26.53,17,11.56,17,11.56,13,8.84,3,2.04,04003
4,4,138,45,32.61,37,26.81,21,15.22,16,11.59,8,5.8,1,0.72,04004
4,5,163,33,20.25,54,33.13,21,12.88,20,12.27,18,11.04,2,1.23,04005
4,6,73,20,27.4,19,26.03,7,9.59,15,20.55,5,6.85,0,0.0,04006
4,7,171,52,30.41,48,28.07,22,12.87,16,9.36,14,8.19,4,2.34,04007
4,8,165,62,37.58,38,23.03,19,11.52,21,12.73,10,6.06,3,1.82,04008
4,9,286,92,32.17,59,20.63,33,11.54,50,17.48,36,12.59,2,0.7,04009
4,10,136,37,27.21,39,28.68,15,11.03,25,18.38,6,4.41,2,1.47,04010
4,11,102,39,38.24,26,25.49,15,14.71,10,9.8,4,3.92,1,0.98,04011
4,12,82,19,23.17,29,35.37,5,6.1,8,9.76,10,12.2,0,0.0,04012
4,13,111,51,45.95,23,20.72,6,5.41,8,7.21,11,9.91,3,2.7,04013
4,14,70,25,35.71,14,20.0,12,17.14,2,2.86,7,10.0,2,2.86,04014
4,15,97,30,30.93,17,17.53,11,11.34,18,18.56,14,14.43,3,3.09,04015
4,16,157,43,27.39,42,26.75,32,20.38,25,15.92,6,3.82,2,1.27,04016
4,17,133,52,39.1,28,21.05,16,12.03,11,8.27,15,11.28,3,2.26,04017
4,18,106,34,32.08,29,27.36,19,17.92,10,9.43,10,9.43,1,0.94,04018
4,19,119,28,23.53,34,28.57,17,14.29,13,10.92,5,4.2,6,5.04,04019
4,20,119,42,35.29,30,25.21,17,14.29,14,11.76,8,6.72,2,1.68,04020
4,21,154,70,45.45,30,19.48,15,9.74,18,11.69,6,3.9,3,1.95,04021
4,22,141,52,36.88,19,13.48,20,14.18,17,12.06,11,7.8,6,4.26,04022
4,23,98,37,37.76,19,19.39,9,9.18,8,8.16,13,13.27,3,3.06,04023
4,24,116,31,26.72,29,25.0,11,9.48,17,14.66,14,12.07,2,1.72,04024
4,25,174,54,31.03,53,30.46,15,8.62,26,14.94,13,7.47,2,1.15,04025
4,26,123,31,25.2,35,28.46,11,8.94,20,16.26,11,8.94,1,0.81,04026
4,27,126,39,30.95,37,29.37,14,11.11,19,15.08,8,6.35,2,1.59,04027
4,28,75,26,34.67,14,18.67,8,10.67,7,9.33,5,6.67,5,6.67,04028
4,29,119,59,49.58,18,15.13,18,15.13,5,4.2,11,9.24,1,0.84,04029
4,30,110,24,21.82,40,36.36,12,10.91,18,16.36,6,5.45,4,3.64,04030
4,31,55,32,58.18,5,9.09,4,7.27,0,0.0,2,3.64,2,3.64,04031
4,32,102,48,47.06,16,15.69,6,5.88,5,4.9,7,6.86,1,0.98,04032
4,33,126,41,32.54,34,26.98,10,7.94,15,11.9,10,7.94,5,3.97,04033
4,34,78,45,57.69,8,10.26,7,8.97,2,2.56,5,6.41,1,1.28,04034
4,35,83,24,28.92,18,21.69,11,13.25,12,14.46,7,8.43,2,2.41,04035
4,36,82,29,35.37,13,15.85,12,14.63,15,18.29,6,7.32,0,0.0,04036
4,37,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04037
4,38,192,97,50.52,39,20.31,15,7.81,17,8.85,7,3.65,5,2.6,04038
4,39,83,35,42.17,21,25.3,9,10.84,6,7.23,4,4.82,2,2.41,04039
4,40,137,48,35.04,40,29.2,15,10.95,12,8.76,11,8.03,3,2.19,04040
4,41,39,18,46.15,2,5.13,4,10.26,0,0.0,4,10.26,1,2.56,04041
4,42,151,49,32.45,39,25.83,25,16.56,18,11.92,9,5.96,1,0.66,04042
4,43,73,34,46.58,12,16.44,7,9.59,4,5.48,6,8.22,3,4.11,04043
4,44,61,21,34.43,11,18.03,12,19.67,8,13.11,5,8.2,1,1.64,04044
4,45,253,110,43.48,51,20.16,25,9.88,26,10.28,17,6.72,3,1.19,04045
4,46,95,37,38.95,15,15.79,10,10.53,13,13.68,11,11.58,0,0.0,04046
4,47,125,56,44.8,17,13.6,15,12.0,11,8.8,7,5.6,1,0.8,04047
4,48,142,67,47.18,34,23.94,18,12.68,4,2.82,6,4.23,2,1.41,04048
4,49,105,37,35.24,29,27.62,13,12.38,15,14.29,4,3.81,2,1.9,04049
4,50,130,39,30.0,42,32.31,14,10.77,12,9.23,15,11.54,2,1.54,04050
4,51,163,49,30.06,43,26.38,22,13.5,27,16.56,9,5.52,0,0.0,04051
4,52,140,45,32.14,35,25.0,25,17.86,20,14.29,6,4.29,3,2.14,04052
5,1,132,33,25.0,34,25.76,14,10.61,20,15.15,20,15.15,2,1.52,05001
5,2,157,42,26.75,59,37.58,19,12.1,17,10.83,9,5.73,1,0.64,05002
5,3,59,31,52.54,3,5.08,8,13.56,3,5.08,1,1.69,2,3.39,05003
5,4,84,14,16.67,26,30.95,9,10.71,18,21.43,9,10.71,1,1.19,05004
5,5,91,28,30.77,23,25.27,13,14.29,14,15.38,5,5.49,1,1.1,05005
5,6,146,32,21.92,52,35.62,22,15.07,17,11.64,8,5.48,4,2.74,05006
5,7,161,35,21.74,48,29.81,20,12.42,28,17.39,15,9.32,3,1.86,05007
5,8,121,70,57.85,7,5.79,17,14.05,1,0.83,6,4.96,2,1.65,05008
5,9,106,25,23.58,39,36.79,9,8.49,13,12.26,6,5.66,0,0.0,05009
5,10,78,20,25.64,21,26.92,17,21.79,12,15.38,3,3.85,1,1.28,05010
5,11,235,96,40.85,35,14.89,27,11.49,24,10.21,13,5.53,8,3.4,05011
5,12,64,21,32.81,21,32.81,2,3.13,7,10.94,5,7.81,1,1.56,05012
5,13,121,24,19.83,48,39.67,11,9.09,17,14.05,6,4.96,1,0.83,05013
5,14,201,40,19.9,68,33.83,20,9.95,33,16.42,18,8.96,5,2.49,05014
5,15,81,26,32.1,12,14.81,7,8.64,12,14.81,7,8.64,1,1.23,05015
5,16,80,17,21.25,34,42.5,11,13.75,8,10.0,4,5.0,2,2.5,05016
5,17,119,34,28.57,30,25.21,26,21.85,16,13.45,3,2.52,1,0.84,05017
5,18,101,36,35.64,25,24.75,16,15.84,4,3.96,9,8.91,3,2.97,05018
5,19,60,15,25.0,19,31.67,11,18.33,9,15.0,4,6.67,0,0.0,05019
5,20,36,8,22.22,14,38.89,3,8.33,3,8.33,6,16.67,1,2.78,05020
5,21,157,42,26.75,41,26.11,18,11.46,26,16.56,13,8.28,3,1.91,05021
5,22,112,30,26.79,33,29.46,13,11.61,14,12.5,10,8.93,6,5.36,05022
5,23,72,26,36.11,23,31.94,8,11.11,4,5.56,1,1.39,0,0.0,05023
5,24,125,52,41.6,23,18.4,16,12.8,10,8.0,9,7.2,2,1.6,05024
5,25,90,19,21.11,31,34.44,14,15.56,10,11.11,9,10.0,0,0.0,05025
5,26,131,43,32.82,38,29.01,24,18.32,9,6.87,7,5.34,2,1.53,05026
5,27,91,53,58.24,9,9.89,16,17.58,3,3.3,3,3.3,0,0.0,05027
5,28,151,33,21.85,42,27.81,22,14.57,26,17.22,15,9.93,1,0.66,05028
5,29,112,22,19.64,43,38.39,7,6.25,26,23.21,9,8.04,0,0.0,05029
5,30,83,49,59.04,2,2.41,10,12.05,2,2.41,4,4.82,1,1.2,05030
5,31,87,22,25.29,21,24.14,11,12.64,14,16.09,11,12.64,0,0.0,05031
5,32,254,65,25.59,49,19.29,19,7.48,25,9.84,76,29.92,7,2.76,05032
5,33,104,32,30.77,29,27.88,20,19.23,10,9.62,4,3.85,3,2.88,05033
5,34,115,26,22.61,40,34.78,13,11.3,12,10.43,7,6.09,6,5.22,05034
5,35,143,56,39.16,21,14.69,22,15.38,7,4.9,11,7.69,3,2.1,05035
5,36,203,37,18.23,64,31.53,37,18.23,32,15.76,13,6.4,4,1.97,05036
5,37,237,112,47.26,34,14.35,38,16.03,12,5.06,9,3.8,6,2.53,05037
5,38,69,15,21.74,24,34.78,10,14.49,11,15.94,4,5.8,1,1.45,05038
5,39,120,34,28.33,34,28.33,13,10.83,21,17.5,6,5.0,4,3.33,05039
5,40,103,18,17.48,35,33.98,13,12.62,15,14.56,7,6.8,1,0.97,05040
5,41,132,80,60.61,7,5.3,23,17.42,0,0.0,2,1.52,3,2.27,05041
5,42,60,11,18.33,18,30.0,4,6.67,15,25.0,4,6.67,3,5.0,05042
5,43,130,32,24.62,41,31.54,19,14.62,17,13.08,14,10.77,3,2.31,05043
5,44,109,25,22.94,29,26.61,15,13.76,22,20.18,11,10.09,1,0.92,05044
5,45,100,18,18.0,37,37.0,11,11.0,16,16.0,8,8.0,3,3.0,05045
5,46,122,55,45.08,17,13.93,18,14.75,7,5.74,8,6.56,4,3.28,05046
5,47,87,18,20.69,22,25.29,22,25.29,13,14.94,5,5.75,0,0.0,05047
5,48,74,28,37.84,10,13.51,11,14.86,10,13.51,4,5.41,1,1.35,05048
6,1,192,27,14.06,67,34.9,16,8.33,27,14.06,16,8.33,0,0.0,06001
6,2,162,32,19.75,54,33.33,14,8.64,20,12.35,16,9.88,1,0.62,06002
6,3,155,37,23.87,34,21.94,18,11.61,19,12.26,17,10.97,0,0.0,06003
6,4,76,17,22.37,19,25.0,14,18.42,12,15.79,3,3.95,2,2.63,06004
6,5,128,19,14.84,20,15.63,8,6.25,22,17.19,5,3.91,0,0.0,06005
6,6,244,33,13.52,58,23.77,16,6.56,35,14.34,19,7.79,5,2.05,06006
6,7,173,33,19.08,55,31.79,25,14.45,16,9.25,14,8.09,6,3.47,06007
6,8,179,27,15.08,50,27.93,23,12.85,30,16.76,15,8.38,2,1.12,06008
6,9,136,38,27.94,29,21.32,16,11.76,21,15.44,10,7.35,0,0.0,06009
6,10,247,64,25.91,70,28.34,41,16.6,41,16.6,9,3.64,2,0.81,06010
6,11,101,15,14.85,17,16.83,16,15.84,5,4.95,2,1.98,1,0.99,06011
6,12,125,28,22.4,40,32.0,26,20.8,13,10.4,5,4.0,3,2.4,06012
6,13,100,24,24.0,19,19.0,13,13.0,22,22.0,5,5.0,2,2.0,06013
6,14,104,24,23.08,29,27.88,12,11.54,16,15.38,9,8.65,4,3.85,06014
6,15,69,8,11.59,12,17.39,10,14.49,19,27.54,8,11.59,0,0.0,06015
6,16,174,17,9.77,44,25.29,18,10.34,26,14.94,10,5.75,0,0.0,06016
6,17,170,36,21.18,36,21.18,19,11.18,23,13.53,8,4.71,1,0.59,06017
6,18,50,9,18.0,15,30.0,11,22.0,3,6.0,4,8.0,1,2.0,06018
6,19,137,27,19.71,28,20.44,15,10.95,15,10.95,10,7.3,1,0.73,06019
6,20,121,29,23.97,31,25.62,13,10.74,12,9.92,6,4.96,1,0.83,06020
6,21,172,23,13.37,31,18.02,12,6.98,67,38.95,8,4.65,1,0.58,06021
6,22,145,19,13.1,32,22.07,16,11.03,53,36.55,7,4.83,0,0.0,06022
6,23,117,33,28.21,23,19.66,15,12.82,13,11.11,10,8.55,1,0.85,06023
6,24,144,32,22.22,34,23.61,11,7.64,30,20.83,10,6.94,1,0.69,06024
6,25,87,16,18.39,19,21.84,8,9.2,22,25.29,3,3.45,1,1.15,06025
6,26,126,30,23.81,38,30.16,8,6.35,17,13.49,7,5.56,2,1.59,06026
6,27,185,45,24.32,56,30.27,22,11.89,33,17.84,12,6.49,2,1.08,06027
6,28,273,56,20.51,72,26.37,32,11.72,47,17.22,17,6.23,1,0.37,06028
6,29,175,28,16.0,40,22.86,14,8.0,41,23.43,18,10.29,4,2.29,06029
6,30,93,20,21.51,22,23.66,8,8.6,14,15.05,5,5.38,0,0.0,06030
6,31,169,37,21.89,40,23.67,12,7.1,40,23.67,8,4.73,2,1.18,06031
6,32,125,17,13.6,26,20.8,16,12.8,13,10.4,11,8.8,1,0.8,06032
6,33,146,27,18.49,46,31.51,24,16.44,19,13.01,12,8.22,3,2.05,06033
6,34,101,17,16.83,28,27.72,15,14.85,16,15.84,9,8.91,2,1.98,06034
6,35,129,23,17.83,34,26.36,13,10.08,22,17.05,10,7.75,2,1.55,06035
6,36,62,14,22.58,18,29.03,11,17.74,9,14.52,1,1.61,0,0.0,06036
6,37,186,30,16.13,51,27.42,13,6.99,23,12.37,17,9.14,1,0.54,06037
6,38,145,23,15.86,43,29.66,24,16.55,18,12.41,5,3.45,1,0.69,06038
6,39,77,13,16.88,20,25.97,7,9.09,10,12.99,7,9.09,2,2.6,06039
6,40,195,24,12.31,43,22.05,12,6.15,78,40.0,4,2.05,1,0.51,06040
6,41,154,32,20.78,48,31.17,18,11.69,25,16.23,7,4.55,3,1.95,06041
6,42,39,7,17.95,10,25.64,6,15.38,9,23.08,2,5.13,0,0.0,06042
6,43,141,32,22.7,28,19.86,21,14.89,23,16.31,6,4.26,1,0.71,06043
6,44,151,31,20.53,40,26.49,21,13.91,21,13.91,12,7.95,4,2.65,06044
6,45,206,45,21.84,60,29.13,21,10.19,28,13.59,6,2.91,2,0.97,06045
6,46,135,35,25.93,35,25.93,13,9.63,14,10.37,8,5.93,2,1.48,06046
6,47,143,21,14.69,37,25.87,15,10.49,26,18.18,13,9.09,0,0.0,06047
6,48,106,21,19.81,27,25.47,19,17.92,11,10.38,7,6.6,2,1.89,06048
6,49,148,28,18.92,46,31.08,26,17.57,18,12.16,3,2.03,1,0.68,06049
6,50,177,42,23.73,46,25.99,7,3.95,28,15.82,7,3.95,0,0.0,06050
6,51,138,24,17.39,35,25.36,25,18.12,22,15.94,12,8.7,0,0.0,06051
