ward,precinct,total,Pamela M. Leeming,Pamela M. Leeming Percent,Terrence M Jordan,Terrence M Jordan Percent,Mary Margaret Burke,Mary Margaret Burke Percent,Sammy W. Lacey Jr.,Sammy W. Lacey Jr. Percent,Rhonda Salle̩,Rhonda Salle̩ Percent,Steve Demitro,Steve Demitro Percent,precinct_id
19,58,115,11,9.57,8,6.96,74,64.35,0,0.0,3,2.61,17,14.78,19058
19,59,164,18,10.98,8,4.88,96,58.54,2,1.22,0,0.0,33,20.12,19059
19,60,110,13,11.82,19,17.27,41,37.27,22,20.0,3,2.73,1,0.91,19060
19,61,245,32,13.06,17,6.94,162,66.12,5,2.04,4,1.63,20,8.16,19061
19,62,139,15,10.79,6,4.32,98,70.5,5,3.6,2,1.44,9,6.47,19062
19,63,121,26,21.49,33,27.27,36,29.75,8,6.61,3,2.48,8,6.61,19063
20,1,88,28,31.82,22,25.0,18,20.45,5,5.68,5,5.68,2,2.27,20001
20,2,65,13,20.0,19,29.23,7,10.77,15,23.08,1,1.54,2,3.08,20002
20,3,58,17,29.31,15,25.86,10,17.24,7,12.07,4,6.9,0,0.0,20003
20,4,33,14,42.42,5,15.15,4,12.12,1,3.03,0,0.0,8,24.24,20004
20,5,48,9,18.75,10,20.83,11,22.92,9,18.75,1,2.08,1,2.08,20005
20,6,97,25,25.77,29,29.9,10,10.31,13,13.4,9,9.28,1,1.03,20006
20,7,56,10,17.86,13,23.21,9,16.07,8,14.29,8,14.29,2,3.57,20007
20,8,24,6,25.0,3,12.5,9,37.5,0,0.0,0,0.0,4,16.67,20008
20,9,134,27,20.15,39,29.1,20,14.93,25,18.66,12,8.96,2,1.49,20009
20,10,118,19,16.1,39,33.05,25,21.19,15,12.71,5,4.24,1,0.85,20010
20,11,69,20,28.99,18,26.09,9,13.04,9,13.04,6,8.7,0,0.0,20011
20,12,36,10,27.78,10,27.78,8,22.22,7,19.44,0,0.0,0,0.0,20012
20,13,72,21,29.17,18,25.0,13,18.06,11,15.28,2,2.78,2,2.78,20013
20,14,96,26,27.08,26,27.08,14,14.58,10,10.42,6,6.25,1,1.04,20014
20,15,24,8,33.33,3,12.5,3,12.5,1,4.17,3,12.5,4,16.67,20015
20,16,112,20,17.86,37,33.04,16,14.29,22,19.64,6,5.36,0,0.0,20016
20,17,109,26,23.85,28,25.69,20,18.35,12,11.01,7,6.42,0,0.0,20017
20,18,73,17,23.29,17,23.29,15,20.55,9,12.33,9,12.33,2,2.74,20018
20,19,66,20,30.3,17,25.76,11,16.67,10,15.15,2,3.03,2,3.03,20019
20,20,41,11,26.83,14,34.15,5,12.2,6,14.63,1,2.44,1,2.44,20020
20,21,25,6,24.0,3,12.0,6,24.0,2,8.0,1,4.0,7,28.0,20021
20,22,148,28,18.92,46,31.08,21,14.19,22,14.86,9,6.08,1,0.68,20022
20,23,99,22,22.22,23,23.23,18,18.18,21,21.21,4,4.04,4,4.04,20023
20,24,100,20,20.0,37,37.0,6,6.0,10,10.0,8,8.0,0,0.0,20024
20,25,63,14,22.22,21,33.33,5,7.94,9,14.29,5,7.94,0,0.0,20025
20,26,102,22,21.57,32,31.37,17,16.67,10,9.8,7,6.86,2,1.96,20026
20,27,56,11,19.64,18,32.14,11,19.64,10,17.86,4,7.14,1,1.79,20027
20,28,65,18,27.69,16,24.62,8,12.31,12,18.46,3,4.62,1,1.54,20028
20,29,82,22,26.83,23,28.05,7,8.54,16,19.51,6,7.32,2,2.44,20029
20,30,119,35,29.41,26,21.85,15,12.61,21,17.65,9,7.56,0,0.0,20030
20,31,82,26,31.71,12,14.63,16,19.51,17,20.73,2,2.44,3,3.66,20031
20,32,38,7,18.42,8,21.05,5,13.16,10,26.32,3,7.89,3,7.89,20032
20,33,82,18,21.95,21,25.61,11,13.41,17,20.73,4,4.88,2,2.44,20033
20,34,115,35,30.43,23,20.0,20,17.39,11,9.57,1,0.87,4,3.48,20034
20,35,33,10,30.3,10,30.3,4,12.12,2,6.06,1,3.03,4,12.12,20035
20,36,78,19,24.36,19,24.36,12,15.38,15,19.23,5,6.41,2,2.56,20036
20,37,86,10,11.63,23,26.74,20,23.26,12,13.95,9,10.47,1,1.16,20037
20,38,19,3,15.79,8,42.11,6,31.58,2,10.53,0,0.0,0,0.0,20038
20,39,59,17,28.81,11,18.64,15,25.42,7,11.86,2,3.39,1,1.69,20039
20,40,80,16,20.0,24,30.0,15,18.75,14,17.5,3,3.75,3,3.75,20040
20,41,18,3,16.67,6,33.33,4,22.22,1,5.56,2,11.11,1,5.56,20041
20,42,35,9,25.71,12,34.29,1,2.86,7,20.0,4,11.43,0,0.0,20042
20,43,8,3,37.5,1,12.5,3,37.5,1,12.5,0,0.0,0,0.0,20043
20,44,110,31,28.18,31,28.18,27,24.55,9,8.18,4,3.64,1,0.91,20044
20,45,31,7,22.58,6,19.35,6,19.35,4,12.9,5,16.13,1,3.23,20045
21,1,167,42,25.15,41,24.55,14,8.38,32,19.16,19,11.38,6,3.59,21001
21,2,87,28,32.18,21,24.14,12,13.79,19,21.84,2,2.3,0,0.0,21002
21,3,204,44,21.57,72,35.29,29,14.22,29,14.22,14,6.86,3,1.47,21003
21,4,41,9,21.95,8,19.51,8,19.51,9,21.95,3,7.32,2,4.88,21004
21,5,136,47,34.56,31,22.79,16,11.76,18,13.24,10,7.35,1,0.74,21005
21,6,112,27,24.11,21,18.75,15,13.39,36,32.14,4,3.57,2,1.79,21006
21,7,231,57,24.68,79,34.2,30,12.99,39,16.88,14,6.06,3,1.3,21007
21,8,137,37,27.01,42,30.66,19,13.87,25,18.25,6,4.38,0,0.0,21008
21,9,108,28,25.93,36,33.33,14,12.96,17,15.74,5,4.63,3,2.78,21009
21,10,182,58,31.87,48,26.37,25,13.74,33,18.13,8,4.4,2,1.1,21010
21,11,118,43,36.44,26,22.03,13,11.02,26,22.03,3,2.54,1,0.85,21011
21,12,122,30,24.59,34,27.87,18,14.75,25,20.49,7,5.74,0,0.0,21012
21,13,57,16,28.07,16,28.07,9,15.79,8,14.04,5,8.77,1,1.75,21013
21,14,224,82,36.61,50,22.32,26,11.61,31,13.84,19,8.48,3,1.34,21014
21,15,73,32,43.84,19,26.03,7,9.59,4,5.48,3,4.11,3,4.11,21015
21,16,110,46,41.82,24,21.82,14,12.73,14,12.73,4,3.64,0,0.0,21016
21,17,80,12,15.0,25,31.25,12,15.0,18,22.5,6,7.5,0,0.0,21017
21,18,110,27,24.55,32,29.09,14,12.73,22,20.0,5,4.55,2,1.82,21018
21,19,120,29,24.17,38,31.67,14,11.67,22,18.33,5,4.17,4,3.33,21019
21,20,61,8,13.11,24,39.34,6,9.84,14,22.95,4,6.56,2,3.28,21020
21,21,121,26,21.49,34,28.1,14,11.57,20,16.53,22,18.18,2,1.65,21021
21,22,112,40,35.71,27,24.11,8,7.14,17,15.18,13,11.61,0,0.0,21022
21,23,91,18,19.78,22,24.18,11,12.09,8,8.79,19,20.88,3,3.3,21023
21,24,132,50,37.88,35,26.52,12,9.09,17,12.88,13,9.85,2,1.52,21024
21,25,215,53,24.65,51,23.72,25,11.63,59,27.44,17,7.91,1,0.47,21025
21,26,87,26,29.89,31,35.63,8,9.2,15,17.24,3,3.45,0,0.0,21026
21,27,140,44,31.43,37,26.43,15,10.71,22,15.71,12,8.57,4,2.86,21027
21,28,81,15,18.52,28,34.57,11,13.58,8,9.88,10,12.35,2,2.47,21028
21,29,52,14,26.92,13,25.0,13,25.0,4,7.69,5,9.62,0,0.0,21029
21,30,72,20,27.78,20,27.78,12,16.67,15,20.83,2,2.78,2,2.78,21030
21,31,163,50,30.67,37,22.7,17,10.43,36,22.09,8,4.91,5,3.07,21031
21,32,99,40,40.4,21,21.21,13,13.13,16,16.16,2,2.02,1,1.01,21032
21,33,98,22,22.45,33,33.67,11,11.22,11,11.22,15,15.31,2,2.04,21033
21,34,144,39,27.08,39,27.08,16,11.11,26,18.06,11,7.64,4,2.78,21034
21,35,108,33,30.56,18,16.67,13,12.04,32,29.63,4,3.7,2,1.85,21035
21,36,74,22,29.73,23,31.08,7,9.46,10,13.51,5,6.76,0,0.0,21036
21,37,106,40,37.74,26,24.53,17,16.04,11,10.38,6,5.66,1,0.94,21037
21,38,126,21,16.67,45,35.71,17,13.49,24,19.05,10,7.94,2,1.59,21038
21,39,82,17,20.73,31,37.8,9,10.98,8,9.76,8,9.76,2,2.44,21039
21,40,142,63,44.37,29,20.42,12,8.45,20,14.08,8,5.63,1,0.7,21040
21,41,108,26,24.07,40,37.04,7,6.48,20,18.52,6,5.56,2,1.85,21041
21,42,124,48,38.71,29,23.39,19,15.32,13,10.48,8,6.45,0,0.0,21042
21,43,85,28,32.94,16,18.82,16,18.82,8,9.41,8,9.41,0,0.0,21043
21,44,117,37,31.62,25,21.37,16,13.68,23,19.66,10,8.55,1,0.85,21044
21,45,92,28,30.43,25,27.17,11,11.96,17,18.48,3,3.26,4,4.35,21045
21,46,67,20,29.85,18,26.87,9,13.43,12,17.91,5,7.46,0,0.0,21046
21,47,161,46,28.57,47,29.19,11,6.83,31,19.25,20,12.42,2,1.24,21047
21,48,124,33,26.61,36,29.03,14,11.29,18,14.52,11,8.87,3,2.42,21048
21,49,150,47,31.33,48,32.0,16,10.67,16,10.67,16,10.67,2,1.33,21049
21,50,110,39,35.45,29,26.36,11,10.0,17,15.45,7,6.36,1,0.91,21050
21,51,119,32,26.89,33,27.73,19,15.97,21,17.65,7,5.88,1,0.84,21051
21,52,97,31,31.96,22,22.68,20,20.62,15,15.46,6,6.19,3,3.09,21052
21,53,174,46,26.44,44,25.29,19,10.92,41,23.56,14,8.05,1,0.57,21053
21,54,145,52,35.86,39,26.9,13,8.97,24,16.55,8,5.52,2,1.38,21054
21,55,96,29,30.21,25,26.04,12,12.5,12,12.5,10,10.42,2,2.08,21055
21,56,84,8,9.52,12,14.29,10,11.9,43,51.19,3,3.57,1,1.19,21056
21,57,100,38,38.0,28,28.0,15,15.0,10,10.0,5,5.0,1,1.0,21057
21,58,96,30,31.25,24,25.0,5,5.21,25,26.04,7,7.29,1,1.04,21058
21,59,136,38,27.94,31,22.79,20,14.71,18,13.24,15,11.03,4,2.94,21059
21,60,132,51,38.64,28,21.21,14,10.61,21,15.91,8,6.06,1,0.76,21060
21,61,108,25,23.15,31,28.7,12,11.11,29,26.85,4,3.7,1,0.93,21061
21,62,92,34,36.96,30,32.61,5,5.43,10,10.87,6,6.52,1,1.09,21062
21,63,169,41,24.26,39,23.08,21,12.43,51,30.18,13,7.69,1,0.59,21063
21,64,49,9,18.37,17,34.69,4,8.16,14,28.57,0,0.0,0,0.0,21064
21,65,198,59,29.8,52,26.26,22,11.11,39,19.7,17,8.59,1,0.51,21065
21,66,107,26,24.3,38,35.51,17,15.89,11,10.28,8,7.48,2,1.87,21066
21,67,115,38,33.04,26,22.61,14,12.17,22,19.13,8,6.96,1,0.87,21067
22,1,43,14,32.56,7,16.28,7,16.28,2,4.65,4,9.3,7,16.28,22001
22,2,32,9,28.13,4,12.5,5,15.63,0,0.0,1,3.13,9,28.13,22002
22,3,60,26,43.33,6,10.0,16,26.67,2,3.33,0,0.0,7,11.67,22003
22,4,56,15,26.79,7,12.5,19,33.93,4,7.14,0,0.0,9,16.07,22004
22,5,64,19,29.69,5,7.81,15,23.44,4,6.25,1,1.56,15,23.44,22005
22,6,72,27,37.5,12,16.67,17,23.61,4,5.56,2,2.78,8,11.11,22006
22,7,88,32,36.36,19,21.59,14,15.91,8,9.09,7,7.95,4,4.55,22007
22,8,59,21,35.59,13,22.03,10,16.95,2,3.39,4,6.78,7,11.86,22008
22,9,63,28,44.44,7,11.11,8,12.7,1,1.59,2,3.17,14,22.22,22009
22,10,84,23,27.38,14,16.67,23,27.38,2,2.38,4,4.76,13,15.48,22010
22,11,66,28,42.42,10,15.15,11,16.67,2,3.03,2,3.03,8,12.12,22011
22,12,69,19,27.54,4,5.8,25,36.23,1,1.45,5,7.25,13,18.84,22012
22,13,89,31,34.83,8,8.99,24,26.97,2,2.25,4,4.49,15,16.85,22013
22,14,55,15,27.27,13,23.64,10,18.18,4,7.27,2,3.64,7,12.73,22014
22,15,61,16,26.23,4,6.56,18,29.51,0,0.0,5,8.2,12,19.67,22015
22,16,101,38,37.62,8,7.92,22,21.78,4,3.96,5,4.95,20,19.8,22016
22,17,66,20,30.3,8,12.12,13,19.7,1,1.52,6,9.09,13,19.7,22017
22,18,78,24,30.77,10,12.82,21,26.92,2,2.56,5,6.41,13,16.67,22018
22,19,46,11,23.91,12,26.09,12,26.09,7,15.22,0,0.0,1,2.17,22019
22,20,61,27,44.26,10,16.39,10,16.39,3,4.92,1,1.64,8,13.11,22020
22,21,94,19,20.21,31,32.98,17,18.09,10,10.64,12,12.77,0,0.0,22021
22,22,63,18,28.57,3,4.76,19,30.16,3,4.76,5,7.94,13,20.63,22022
22,23,79,32,40.51,7,8.86,14,17.72,4,5.06,6,7.59,11,13.92,22023
22,24,62,20,32.26,9,14.52,14,22.58,2,3.23,5,8.06,9,14.52,22024
22,25,90,34,37.78,12,13.33,15,16.67,6,6.67,6,6.67,15,16.67,22025
22,26,62,22,35.48,8,12.9,16,25.81,1,1.61,1,1.61,12,19.35,22026
22,27,70,20,28.57,13,18.57,18,25.71,4,5.71,3,4.29,9,12.86,22027
22,28,45,14,31.11,8,17.78,7,15.56,3,6.67,3,6.67,5,11.11,22028
23,1,150,20,13.33,32,21.33,49,32.67,4,2.67,6,4.0,35,23.33,23001
23,2,62,21,33.87,9,14.52,21,33.87,0,0.0,3,4.84,7,11.29,23002
23,3,160,33,20.63,17,10.63,60,37.5,5,3.13,6,3.75,31,19.38,23003
23,4,124,15,12.1,30,24.19,46,37.1,6,4.84,6,4.84,14,11.29,23004
23,5,41,9,21.95,7,17.07,13,31.71,2,4.88,4,9.76,4,9.76,23005
23,6,108,20,18.52,29,26.85,32,29.63,1,0.93,1,0.93,20,18.52,23006
23,7,122,16,13.11,23,18.85,50,40.98,1,0.82,1,0.82,28,22.95,23007
23,8,117,27,23.08,33,28.21,30,25.64,1,0.85,1,0.85,21,17.95,23008
23,9,110,23,20.91,24,21.82,40,36.36,3,2.73,3,2.73,13,11.82,23009
23,10,141,33,23.4,25,17.73,54,38.3,3,2.13,5,3.55,19,13.48,23010
23,11,326,57,17.48,53,16.26,122,37.42,5,1.53,6,1.84,69,21.17,23011
23,12,148,29,19.59,15,10.14,54,36.49,0,0.0,2,1.35,41,27.7,23012
23,13,155,34,21.94,12,7.74,69,44.52,3,1.94,7,4.52,22,14.19,23013
23,14,76,19,25.0,15,19.74,26,34.21,2,2.63,1,1.32,9,11.84,23014
23,15,115,20,17.39,22,19.13,46,40.0,3,2.61,1,0.87,18,15.65,23015
23,16,161,24,14.91,22,13.66,66,40.99,5,3.11,2,1.24,36,22.36,23016
23,17,45,9,20.0,8,17.78,15,33.33,1,2.22,1,2.22,9,20.0,23017
23,18,214,43,20.09,36,16.82,75,35.05,5,2.34,8,3.74,41,19.16,23018
23,19,117,21,17.95,31,26.5,37,31.62,0,0.0,2,1.71,21,17.95,23019
23,20,128,20,15.63,24,18.75,54,42.19,4,3.13,3,2.34,19,14.84,23020
23,21,104,13,12.5,46,44.23,17,16.35,19,18.27,3,2.88,2,1.92,23021
23,22,133,17,12.78,28,21.05,53,39.85,3,2.26,3,2.26,26,19.55,23022
23,23,113,27,23.89,21,18.58,44,38.94,2,1.77,1,0.88,11,9.73,23023
23,24,42,14,33.33,4,9.52,13,30.95,0,0.0,3,7.14,6,14.29,23024
23,25,47,9,19.15,5,10.64,27,57.45,1,2.13,2,4.26,2,4.26,23025
23,26,126,25,19.84,18,14.29,50,39.68,3,2.38,4,3.17,22,17.46,23026
23,27,172,30,17.44,24,13.95,65,37.79,4,2.33,3,1.74,41,23.84,23027
23,28,111,19,17.12,29,26.13,30,27.03,3,2.7,4,3.6,23,20.72,23028
23,29,56,14,25.0,7,12.5,24,42.86,1,1.79,1,1.79,5,8.93,23029
23,30,97,14,14.43,22,22.68,35,36.08,0,0.0,1,1.03,22,22.68,23030
23,31,83,8,9.64,17,20.48,31,37.35,7,8.43,1,1.2,15,18.07,23031
23,32,93,29,31.18,21,22.58,24,25.81,2,2.15,1,1.08,9,9.68,23032
23,33,145,33,22.76,27,18.62,44,30.34,5,3.45,5,3.45,27,18.62,23033
23,34,94,25,26.6,10,10.64,32,34.04,1,1.06,2,2.13,21,22.34,23034
23,35,85,16,18.82,45,52.94,10,11.76,11,12.94,1,1.18,0,0.0,23035
23,36,132,19,14.39,32,24.24,54,40.91,1,0.76,2,1.52,20,15.15,23036
23,37,80,11,13.75,39,48.75,9,11.25,13,16.25,6,7.5,1,1.25,23037
23,38,107,24,22.43,24,22.43,31,28.97,2,1.87,1,0.93,14,13.08,23038
23,39,299,59,19.73,96,32.11,84,28.09,5,1.67,12,4.01,37,12.37,23039
23,40,103,18,17.48,22,21.36,34,33.01,1,0.97,2,1.94,19,18.45,23040
23,41,89,15,16.85,21,23.6,36,40.45,2,2.25,2,2.25,9,10.11,23041
23,42,86,20,23.26,18,20.93,26,30.23,4,4.65,1,1.16,13,15.12,23042
23,43,150,29,19.33,27,18.0,65,43.33,0,0.0,4,2.67,19,12.67,23043
23,44,116,16,13.79,45,38.79,22,18.97,1,0.86,2,1.72,24,20.69,23044
23,45,94,20,21.28,16,17.02,32,34.04,4,4.26,3,3.19,17,18.09,23045
23,46,128,24,18.75,20,15.63,45,35.16,7,5.47,2,1.56,24,18.75,23046
23,47,157,33,21.02,11,7.01,69,43.95,1,0.64,1,0.64,36,22.93,23047
23,48,67,11,16.42,18,26.87,18,26.87,1,1.49,2,2.99,14,20.9,23048
23,49,228,37,16.23,55,24.12,70,30.7,7,3.07,5,2.19,47,20.61,23049
24,1,115,28,24.35,28,24.35,19,16.52,11,9.57,23,20.0,0,0.0,24001
24,2,54,16,29.63,14,25.93,9,16.67,5,9.26,7,12.96,1,1.85,24002
24,3,57,13,22.81,12,21.05,8,14.04,6,10.53,15,26.32,1,1.75,24003
24,4,69,21,30.43,22,31.88,5,7.25,11,15.94,6,8.7,1,1.45,24004
24,5,79,14,17.72,24,30.38,11,13.92,14,17.72,7,8.86,1,1.27,24005
24,6,96,19,19.79,40,41.67,14,14.58,9,9.38,5,5.21,1,1.04,24006
24,7,66,20,30.3,19,28.79,11,16.67,6,9.09,6,9.09,0,0.0,24007
24,8,66,19,28.79,19,28.79,10,15.15,11,16.67,4,6.06,1,1.52,24008
24,9,69,18,26.09,21,30.43,11,15.94,7,10.14,6,8.7,2,2.9,24009
24,10,67,20,29.85,21,31.34,10,14.93,8,11.94,4,5.97,1,1.49,24010
24,11,116,28,24.14,36,31.03,9,7.76,12,10.34,22,18.97,3,2.59,24011
24,12,64,15,23.44,15,23.44,12,18.75,7,10.94,9,14.06,1,1.56,24012
24,13,56,10,17.86,16,28.57,10,17.86,6,10.71,9,16.07,1,1.79,24013
24,14,92,16,17.39,30,32.61,18,19.57,13,14.13,8,8.7,1,1.09,24014
24,15,57,16,28.07,11,19.3,8,14.04,5,8.77,12,21.05,1,1.75,24015
24,16,50,18,36.0,9,18.0,6,12.0,3,6.0,4,8.0,2,4.0,24016
24,17,57,15,26.32,17,29.82,5,8.77,11,19.3,7,12.28,0,0.0,24017
24,18,101,24,23.76,33,32.67,14,13.86,14,13.86,6,5.94,1,0.99,24018
24,19,140,32,22.86,31,22.14,27,19.29,10,7.14,21,15.0,2,1.43,24019
24,20,53,18,33.96,17,32.08,6,11.32,2,3.77,6,11.32,1,1.89,24020
24,21,44,7,15.91,12,27.27,5,11.36,9,20.45,5,11.36,2,4.55,24021
24,22,138,39,28.26,37,26.81,21,15.22,19,13.77,12,8.7,3,2.17,24022
24,23,103,28,27.18,28,27.18,17,16.5,11,10.68,8,7.77,1,0.97,24023
24,24,127,25,19.69,36,28.35,15,11.81,23,18.11,20,15.75,1,0.79,24024
24,25,75,22,29.33,16,21.33,10,13.33,9,12.0,10,13.33,1,1.33,24025
24,26,81,22,27.16,23,28.4,14,17.28,14,17.28,4,4.94,1,1.23,24026
24,27,114,20,17.54,31,27.19,21,18.42,12,10.53,20,17.54,1,0.88,24027
24,28,108,28,25.93,31,28.7,14,12.96,11,10.19,15,13.89,2,1.85,24028
24,29,103,22,21.36,33,32.04,16,15.53,14,13.59,10,9.71,1,0.97,24029
24,30,64,13,20.31,18,28.13,8,12.5,10,15.63,8,12.5,3,4.69,24030
24,31,88,25,28.41,25,28.41,9,10.23,18,20.45,8,9.09,0,0.0,24031
24,32,87,30,34.48,29,33.33,6,6.9,7,8.05,9,10.34,2,2.3,24032
24,33,75,31,41.33,8,10.67,19,25.33,3,4.0,5,6.67,6,8.0,24033
24,34,74,18,24.32,20,27.03,14,18.92,9,12.16,9,12.16,3,4.05,24034
24,35,117,34,29.06,41,35.04,14,11.97,12,10.26,7,5.98,0,0.0,24035
24,36,111,23,20.72,36,32.43,23,20.72,12,10.81,11,9.91,2,1.8,24036
24,37,87,18,20.69,26,29.89,12,13.79,10,11.49,12,13.79,1,1.15,24037
24,38,99,28,28.28,31,31.31,8,8.08,11,11.11,11,11.11,1,1.01,24038
24,39,80,18,22.5,22,27.5,11,13.75,15,18.75,10,12.5,0,0.0,24039
24,40,102,21,20.59,26,25.49,15,14.71,20,19.61,10,9.8,0,0.0,24040
24,41,56,11,19.64,14,25.0,10,17.86,10,17.86,3,5.36,3,5.36,24041
24,42,49,23,46.94,10,20.41,6,12.24,3,6.12,5,10.2,0,0.0,24042
24,43,97,24,24.74,28,28.87,15,15.46,10,10.31,14,14.43,3,3.09,24043
24,44,131,34,25.95,27,20.61,23,17.56,19,14.5,11,8.4,8,6.11,24044
24,45,53,13,24.53,15,28.3,8,15.09,6,11.32,8,15.09,0,0.0,24045
24,46,87,29,33.33,26,29.89,10,11.49,7,8.05,8,9.2,1,1.15,24046
24,47,71,23,32.39,23,32.39,6,8.45,5,7.04,10,14.08,0,0.0,24047
24,48,97,25,25.77,31,31.96,13,13.4,15,15.46,3,3.09,2,2.06,24048
24,49,166,44,26.51,51,30.72,31,18.67,8,4.82,17,10.24,6,3.61,24049
24,50,140,32,22.86,31,22.14,24,17.14,23,16.43,22,15.71,1,0.71,24050
25,1,75,31,41.33,8,10.67,18,24.0,1,1.33,7,9.33,9,12.0,25001
25,2,88,30,34.09,10,11.36,20,22.73,1,1.14,7,7.95,17,19.32,25002
25,3,39,13,33.33,9,23.08,6,15.38,3,7.69,4,10.26,2,5.13,25003
25,4,90,44,48.89,4,4.44,13,14.44,4,4.44,3,3.33,15,16.67,25004
25,5,81,21,25.93,6,7.41,26,32.1,1,1.23,3,3.7,23,28.4,25005
25,6,59,18,30.51,13,22.03,7,11.86,2,3.39,4,6.78,13,22.03,25006
25,7,48,14,29.17,4,8.33,9,18.75,1,2.08,4,8.33,11,22.92,25007
25,8,57,16,28.07,6,10.53,16,28.07,3,5.26,1,1.75,9,15.79,25008
25,9,86,25,29.07,5,5.81,23,26.74,3,3.49,5,5.81,16,18.6,25009
25,10,43,19,44.19,5,11.63,6,13.95,3,6.98,3,6.98,4,9.3,25010
25,11,77,28,36.36,11,14.29,18,23.38,2,2.6,6,7.79,9,11.69,25011
25,12,56,17,30.36,3,5.36,19,33.93,3,5.36,4,7.14,6,10.71,25012
25,13,66,16,24.24,9,13.64,18,27.27,3,4.55,7,10.61,9,13.64,25013
25,14,40,11,27.5,7,17.5,11,27.5,1,2.5,1,2.5,6,15.0,25014
25,15,70,19,27.14,5,7.14,24,34.29,1,1.43,3,4.29,12,17.14,25015
25,16,28,13,46.43,3,10.71,4,14.29,1,3.57,3,10.71,2,7.14,25016
25,17,109,32,29.36,16,14.68,27,24.77,11,10.09,5,4.59,12,11.01,25017
25,18,69,23,33.33,10,14.49,13,18.84,4,5.8,2,2.9,6,8.7,25018
25,19,63,18,28.57,8,12.7,16,25.4,3,4.76,4,6.35,10,15.87,25019
25,20,85,27,31.76,9,10.59,19,22.35,4,4.71,4,4.71,16,18.82,25020
25,21,79,34,43.04,7,8.86,17,21.52,1,1.27,4,5.06,8,10.13,25021
25,22,47,13,27.66,5,10.64,17,36.17,0,0.0,2,4.26,7,14.89,25022
25,23,101,29,28.71,8,7.92,25,24.75,5,4.95,9,8.91,16,15.84,25023
25,24,83,27,32.53,6,7.23,19,22.89,5,6.02,8,9.64,12,14.46,25024
25,25,58,23,39.66,4,6.9,13,22.41,4,6.9,2,3.45,8,13.79,25025
25,26,24,10,41.67,2,8.33,4,16.67,0,0.0,2,8.33,4,16.67,25026
25,27,49,18,36.73,4,8.16,14,28.57,1,2.04,4,8.16,6,12.24,25027
25,28,81,42,51.85,7,8.64,15,18.52,2,2.47,2,2.47,8,9.88,25028
25,29,128,45,35.16,14,10.94,35,27.34,8,6.25,14,10.94,8,6.25,25029
25,30,71,20,28.17,11,15.49,17,23.94,3,4.23,2,2.82,12,16.9,25030
26,1,42,8,19.05,6,14.29,9,21.43,0,0.0,1,2.38,12,28.57,26001
26,2,59,16,27.12,11,18.64,10,16.95,4,6.78,6,10.17,9,15.25,26002
26,3,35,14,40.0,3,8.57,8,22.86,0,0.0,2,5.71,4,11.43,26003
26,4,26,14,53.85,2,7.69,4,15.38,1,3.85,1,3.85,2,7.69,26004
26,5,50,17,34.0,11,22.0,7,14.0,2,4.0,5,10.0,0,0.0,26005
26,6,34,15,44.12,8,23.53,1,2.94,4,11.76,1,2.94,1,2.94,26006
26,7,37,14,37.84,4,10.81,7,18.92,0,0.0,1,2.7,8,21.62,26007
26,8,35,8,22.86,4,11.43,9,25.71,2,5.71,6,17.14,1,2.86,26008
26,9,42,14,33.33,7,16.67,11,26.19,2,4.76,3,7.14,4,9.52,26009
26,10,54,16,29.63,11,20.37,7,12.96,5,9.26,8,14.81,5,9.26,26010
26,11,30,8,26.67,7,23.33,8,26.67,2,6.67,2,6.67,3,10.0,26011
26,12,51,14,27.45,5,9.8,16,31.37,2,3.92,6,11.76,6,11.76,26012
26,13,105,46,43.81,12,11.43,20,19.05,3,2.86,2,1.9,6,5.71,26013
26,14,33,13,39.39,4,12.12,10,30.3,1,3.03,1,3.03,1,3.03,26014
26,15,25,11,44.0,4,16.0,5,20.0,2,8.0,1,4.0,1,4.0,26015
26,16,33,7,21.21,7,21.21,10,30.3,1,3.03,2,6.06,4,12.12,26016
26,17,40,12,30.0,1,2.5,9,22.5,1,2.5,2,5.0,9,22.5,26017
26,18,28,10,35.71,4,14.29,6,21.43,1,3.57,0,0.0,5,17.86,26018
26,19,106,37,34.91,9,8.49,17,16.04,2,1.89,10,9.43,12,11.32,26019
26,20,39,8,20.51,9,23.08,9,23.08,0,0.0,4,10.26,5,12.82,26020
26,21,22,4,18.18,5,22.73,6,27.27,0,0.0,2,9.09,1,4.55,26021
26,22,31,4,12.9,1,3.23,13,41.94,1,3.23,3,9.68,4,12.9,26022
26,23,31,17,54.84,5,16.13,1,3.23,2,6.45,1,3.23,1,3.23,26023
26,24,34,10,29.41,14,41.18,5,14.71,2,5.88,0,0.0,3,8.82,26024
26,25,25,4,16.0,8,32.0,4,16.0,1,4.0,1,4.0,3,12.0,26025
26,26,23,9,39.13,4,17.39,7,30.43,1,4.35,0,0.0,2,8.7,26026
26,27,53,10,18.87,11,20.75,12,22.64,2,3.77,3,5.66,10,18.87,26027
26,28,15,2,13.33,6,40.0,2,13.33,0,0.0,1,6.67,4,26.67,26028
26,29,38,9,23.68,6,15.79,8,21.05,4,10.53,5,13.16,4,10.53,26029
26,30,20,3,15.0,5,25.0,7,35.0,2,10.0,1,5.0,0,0.0,26030
26,31,32,6,18.75,2,6.25,11,34.38,1,3.13,3,9.38,6,18.75,26031
26,32,36,13,36.11,5,13.89,7,19.44,0,0.0,2,5.56,6,16.67,26032
