ward,precinct,total,John J. Cullerton,John J. Cullerton Percent,precinct_id
47,24,59,59,100.0,47024
47,25,76,76,100.0,47025
47,27,43,43,100.0,47027
47,28,3,3,100.0,47028
47,29,76,76,100.0,47029
47,35,75,75,100.0,47035
47,37,0,0,0.0,47037
47,39,70,70,100.0,47039
47,42,8,8,100.0,47042
47,43,80,80,100.0,47043
47,44,75,75,100.0,47044
47,46,42,42,100.0,47046
47,47,47,47,100.0,47047
47,48,22,22,100.0,47048
47,49,39,39,100.0,47049
47,50,52,52,100.0,47050
