ward,precinct,total,Arthur P. Wheatley,Arthur P. Wheatley Percent,Mable Taylor,Mable Taylor Percent,Kimberly D. Lewis,Kimberly D. Lewis Percent,Mark Battaglia,Mark Battaglia Percent,precinct_id
2,51,53,8,15.09,19,35.85,20,37.74,6,11.32,02051
2,52,143,29,20.28,63,44.06,42,29.37,9,6.29,02052
22,7,88,27,30.68,27,30.68,30,34.09,4,4.55,22007
22,21,100,47,47.0,19,19.0,30,30.0,4,4.0,22021
24,1,121,61,50.41,16,13.22,42,34.71,2,1.65,24001
24,2,59,16,27.12,16,27.12,22,37.29,5,8.47,24002
24,3,61,24,39.34,15,24.59,19,31.15,3,4.92,24003
24,4,72,26,36.11,21,29.17,22,30.56,3,4.17,24004
24,5,83,21,25.3,28,33.73,34,40.96,0,0.0,24005
24,6,102,34,33.33,32,31.37,33,32.35,3,2.94,24006
24,7,67,20,29.85,15,22.39,31,46.27,1,1.49,24007
24,8,68,22,32.35,21,30.88,24,35.29,1,1.47,24008
24,9,78,34,43.59,19,24.36,23,29.49,2,2.56,24009
24,10,37,14,37.84,10,27.03,13,35.14,0,0.0,24010
24,11,117,57,48.72,22,18.8,35,29.91,3,2.56,24011
24,12,66,18,27.27,14,21.21,29,43.94,5,7.58,24012
24,13,53,16,30.19,9,16.98,28,52.83,0,0.0,24013
24,14,108,61,56.48,14,12.96,27,25.0,6,5.56,24014
24,15,61,21,34.43,11,18.03,25,40.98,4,6.56,24015
24,16,50,11,22.0,15,30.0,23,46.0,1,2.0,24016
24,17,57,20,35.09,13,22.81,23,40.35,1,1.75,24017
24,18,105,31,29.52,30,28.57,40,38.1,4,3.81,24018
24,19,148,62,41.89,25,16.89,56,37.84,5,3.38,24019
24,20,53,13,24.53,16,30.19,21,39.62,3,5.66,24020
24,21,47,22,46.81,9,19.15,14,29.79,2,4.26,24021
24,22,148,54,36.49,36,24.32,52,35.14,6,4.05,24022
24,23,110,32,29.09,27,24.55,40,36.36,11,10.0,24023
24,24,133,42,31.58,33,24.81,49,36.84,9,6.77,24024
24,25,75,31,41.33,15,20.0,26,34.67,3,4.0,24025
24,26,83,29,34.94,15,18.07,34,40.96,5,6.02,24026
24,27,125,66,52.8,18,14.4,38,30.4,3,2.4,24027
24,28,114,44,38.6,33,28.95,33,28.95,4,3.51,24028
24,29,107,21,19.63,32,29.91,50,46.73,4,3.74,24029
24,30,61,25,40.98,12,19.67,21,34.43,3,4.92,24030
24,31,89,31,34.83,26,29.21,30,33.71,2,2.25,24031
24,32,92,40,43.48,18,19.57,31,33.7,3,3.26,24032
24,34,82,29,35.37,17,20.73,35,42.68,1,1.22,24034
24,35,115,29,25.22,27,23.48,53,46.09,6,5.22,24035
24,36,118,49,41.53,21,17.8,42,35.59,6,5.08,24036
24,37,90,37,41.11,21,23.33,29,32.22,3,3.33,24037
24,38,102,38,37.25,15,14.71,45,44.12,4,3.92,24038
24,39,83,29,34.94,15,18.07,36,43.37,3,3.61,24039
24,40,111,52,46.85,17,15.32,37,33.33,5,4.5,24040
24,41,54,20,37.04,13,24.07,19,35.19,2,3.7,24041
24,42,49,25,51.02,7,14.29,14,28.57,3,6.12,24042
24,43,113,54,47.79,23,20.35,23,20.35,13,11.5,24043
24,45,53,15,28.3,13,24.53,23,43.4,2,3.77,24045
24,46,92,34,36.96,19,20.65,38,41.3,1,1.09,24046
24,47,74,25,33.78,19,25.68,30,40.54,0,0.0,24047
24,48,106,35,33.02,28,26.42,38,35.85,5,4.72,24048
24,49,184,73,39.67,43,23.37,59,32.07,9,4.89,24049
24,50,146,74,50.68,24,16.44,43,29.45,5,3.42,24050
25,3,27,8,29.63,4,14.81,12,44.44,3,11.11,25003
25,4,97,45,46.39,9,9.28,15,15.46,28,28.87,25004
25,10,43,17,39.53,12,27.91,7,16.28,7,16.28,25010
25,21,80,32,40.0,10,12.5,9,11.25,29,36.25,25021
25,25,14,7,50.0,2,14.29,1,7.14,4,28.57,25025
25,28,89,47,52.81,5,5.62,9,10.11,28,31.46,25028
25,29,88,20,22.73,16,18.18,19,21.59,33,37.5,25029
26,2,18,6,33.33,3,16.67,5,27.78,4,22.22,26002
26,10,47,14,29.79,8,17.02,21,44.68,4,8.51,26010
26,17,36,12,33.33,3,8.33,4,11.11,17,47.22,26017
26,33,0,0,0.0,0,0.0,0,0.0,0,0.0,26033
27,1,60,29,48.33,7,11.67,8,13.33,16,26.67,27001
27,2,65,18,27.69,18,27.69,25,38.46,4,6.15,27002
27,3,98,34,34.69,23,23.47,33,33.67,8,8.16,27003
27,7,66,29,43.94,13,19.7,5,7.58,19,28.79,27007
27,8,65,14,21.54,19,29.23,28,43.08,4,6.15,27008
27,14,110,38,34.55,28,25.45,37,33.64,7,6.36,27014
27,15,118,26,22.03,34,28.81,47,39.83,11,9.32,27015
27,16,30,17,56.67,3,10.0,6,20.0,4,13.33,27016
27,17,51,22,43.14,4,7.84,11,21.57,14,27.45,27017
27,19,116,39,33.62,24,20.69,45,38.79,8,6.9,27019
27,22,126,67,53.17,28,22.22,27,21.43,4,3.17,27022
27,23,84,49,58.33,16,19.05,18,21.43,1,1.19,27023
27,24,115,56,48.7,21,18.26,26,22.61,12,10.43,27024
27,25,44,15,34.09,16,36.36,9,20.45,4,9.09,27025
27,26,88,29,32.95,30,34.09,26,29.55,3,3.41,27026
27,27,71,23,32.39,20,28.17,18,25.35,10,14.08,27027
27,29,42,13,30.95,11,26.19,15,35.71,3,7.14,27029
27,31,64,29,45.31,14,21.88,20,31.25,1,1.56,27031
27,33,49,16,32.65,13,26.53,15,30.61,5,10.2,27033
27,34,143,58,40.56,37,25.87,42,29.37,6,4.2,27034
27,36,70,26,37.14,19,27.14,20,28.57,5,7.14,27036
27,44,141,48,34.04,35,24.82,50,35.46,8,5.67,27044
27,45,19,7,36.84,1,5.26,5,26.32,6,31.58,27045
28,1,66,21,31.82,22,33.33,20,30.3,3,4.55,28001
28,2,83,19,22.89,30,36.14,28,33.73,6,7.23,28002
28,3,41,7,17.07,19,46.34,13,31.71,2,4.88,28003
28,4,85,21,24.71,35,41.18,27,31.76,2,2.35,28004
28,5,73,20,27.4,28,38.36,16,21.92,9,12.33,28005
28,6,55,20,36.36,18,32.73,17,30.91,0,0.0,28006
28,7,42,6,14.29,15,35.71,19,45.24,2,4.76,28007
28,8,68,15,22.06,25,36.76,25,36.76,3,4.41,28008
28,9,65,10,15.38,30,46.15,24,36.92,1,1.54,28009
28,10,25,8,32.0,10,40.0,4,16.0,3,12.0,28010
28,11,41,5,12.2,16,39.02,18,43.9,2,4.88,28011
28,12,34,8,23.53,7,20.59,19,55.88,0,0.0,28012
28,13,38,10,26.32,8,21.05,19,50.0,1,2.63,28013
28,14,90,14,15.56,29,32.22,45,50.0,2,2.22,28014
28,15,66,13,19.7,19,28.79,29,43.94,5,7.58,28015
28,16,49,14,28.57,15,30.61,19,38.78,1,2.04,28016
28,17,67,5,7.46,23,34.33,34,50.75,5,7.46,28017
28,18,113,24,21.24,40,35.4,42,37.17,7,6.19,28018
28,19,88,17,19.32,43,48.86,26,29.55,2,2.27,28019
28,20,106,25,23.58,37,34.91,37,34.91,7,6.6,28020
28,21,92,16,17.39,42,45.65,30,32.61,4,4.35,28021
28,22,72,17,23.61,26,36.11,29,40.28,0,0.0,28022
28,23,120,27,22.5,53,44.17,37,30.83,3,2.5,28023
28,24,38,10,26.32,13,34.21,14,36.84,1,2.63,28024
28,25,55,15,27.27,22,40.0,16,29.09,2,3.64,28025
28,26,59,18,30.51,30,50.85,9,15.25,2,3.39,28026
28,27,92,12,13.04,43,46.74,33,35.87,4,4.35,28027
28,28,51,14,27.45,17,33.33,15,29.41,5,9.8,28028
28,30,44,8,18.18,19,43.18,16,36.36,1,2.27,28030
28,31,68,11,16.18,33,48.53,19,27.94,5,7.35,28031
28,32,64,18,28.13,21,32.81,20,31.25,5,7.81,28032
28,33,96,12,12.5,37,38.54,41,42.71,6,6.25,28033
28,35,60,23,38.33,18,30.0,18,30.0,1,1.67,28035
28,36,114,16,14.04,53,46.49,40,35.09,5,4.39,28036
28,37,117,19,16.24,51,43.59,41,35.04,6,5.13,28037
28,38,72,16,22.22,25,34.72,27,37.5,4,5.56,28038
28,39,63,12,19.05,18,28.57,31,49.21,2,3.17,28039
28,40,106,27,25.47,41,38.68,35,33.02,3,2.83,28040
28,41,49,5,10.2,17,34.69,25,51.02,2,4.08,28041
28,42,54,10,18.52,15,27.78,26,48.15,3,5.56,28042
28,43,100,13,13.0,40,40.0,38,38.0,9,9.0,28043
28,44,94,21,22.34,44,46.81,27,28.72,2,2.13,28044
28,45,68,11,16.18,27,39.71,27,39.71,3,4.41,28045
28,46,58,10,17.24,13,22.41,31,53.45,4,6.9,28046
28,47,60,20,33.33,13,21.67,25,41.67,2,3.33,28047
28,48,65,8,12.31,26,40.0,29,44.62,2,3.08,28048
28,49,62,13,20.97,29,46.77,19,30.65,1,1.61,28049
28,50,48,16,33.33,15,31.25,14,29.17,3,6.25,28050
28,51,59,10,16.95,28,47.46,18,30.51,3,5.08,28051
28,52,52,16,30.77,20,38.46,13,25.0,3,5.77,28052
28,53,78,26,33.33,23,29.49,28,35.9,1,1.28,28053
28,54,57,17,29.82,17,29.82,21,36.84,2,3.51,28054
28,55,39,10,25.64,19,48.72,5,12.82,5,12.82,28055
29,1,184,81,44.02,53,28.8,47,25.54,3,1.63,29001
29,3,155,45,29.03,47,30.32,57,36.77,6,3.87,29003
29,4,133,31,23.31,42,31.58,48,36.09,12,9.02,29004
29,5,104,12,11.54,42,40.38,45,43.27,5,4.81,29005
29,8,62,17,27.42,17,27.42,28,45.16,0,0.0,29008
29,11,110,20,18.18,41,37.27,46,41.82,3,2.73,29011
29,13,78,17,21.79,34,43.59,26,33.33,1,1.28,29013
29,14,147,60,40.82,34,23.13,48,32.65,5,3.4,29014
29,16,209,120,57.42,38,18.18,44,21.05,7,3.35,29016
29,18,114,36,31.58,29,25.44,43,37.72,6,5.26,29018
29,19,152,31,20.39,53,34.87,58,38.16,10,6.58,29019
29,20,129,48,37.21,30,23.26,42,32.56,9,6.98,29020
29,21,78,23,29.49,16,20.51,35,44.87,4,5.13,29021
29,22,94,23,24.47,18,19.15,38,40.43,15,15.96,29022
29,23,105,49,46.67,20,19.05,34,32.38,2,1.9,29023
29,26,106,20,18.87,44,41.51,41,38.68,1,0.94,29026
29,27,68,9,13.24,24,35.29,32,47.06,3,4.41,29027
29,28,125,32,25.6,39,31.2,48,38.4,6,4.8,29028
29,29,171,108,63.16,26,15.2,34,19.88,3,1.75,29029
29,31,86,12,13.95,38,44.19,32,37.21,4,4.65,29031
29,33,113,25,22.12,34,30.09,41,36.28,13,11.5,29033
29,34,69,14,20.29,20,28.99,24,34.78,11,15.94,29034
29,35,104,33,31.73,24,23.08,41,39.42,6,5.77,29035
29,37,91,11,12.09,37,40.66,40,43.96,3,3.3,29037
29,38,113,27,23.89,31,27.43,54,47.79,1,0.88,29038
29,40,160,32,20.0,60,37.5,59,36.88,9,5.63,29040
29,41,120,33,27.5,34,28.33,46,38.33,7,5.83,29041
29,42,154,24,15.58,59,38.31,65,42.21,6,3.9,29042
29,43,140,33,23.57,49,35.0,53,37.86,5,3.57,29043
29,44,110,20,18.18,45,40.91,40,36.36,5,4.55,29044
29,45,82,11,13.41,28,34.15,42,51.22,1,1.22,29045
29,46,82,22,26.83,35,42.68,21,25.61,4,4.88,29046
29,47,161,35,21.74,62,38.51,57,35.4,7,4.35,29047
29,48,90,11,12.22,32,35.56,45,50.0,2,2.22,29048
37,4,89,37,41.57,19,21.35,24,26.97,9,10.11,37004
37,5,115,44,38.26,27,23.48,41,35.65,3,2.61,37005
37,6,130,68,52.31,23,17.69,33,25.38,6,4.62,37006
37,7,116,47,40.52,23,19.83,44,37.93,2,1.72,37007
37,8,39,13,33.33,9,23.08,13,33.33,4,10.26,37008
37,9,84,17,20.24,22,26.19,40,47.62,5,5.95,37009
37,13,85,40,47.06,19,22.35,21,24.71,5,5.88,37013
37,14,137,41,29.93,35,25.55,56,40.88,5,3.65,37014
37,15,91,36,39.56,21,23.08,30,32.97,4,4.4,37015
37,17,75,11,14.67,18,24.0,36,48.0,10,13.33,37017
37,18,129,41,31.78,39,30.23,43,33.33,6,4.65,37018
37,20,82,33,40.24,13,15.85,29,35.37,7,8.54,37020
37,21,108,29,26.85,30,27.78,47,43.52,2,1.85,37021
37,23,79,24,30.38,16,20.25,39,49.37,0,0.0,37023
37,25,103,35,33.98,22,21.36,42,40.78,4,3.88,37025
37,27,115,32,27.83,37,32.17,40,34.78,6,5.22,37027
37,28,103,40,38.83,30,29.13,31,30.1,2,1.94,37028
37,29,89,11,12.36,39,43.82,34,38.2,5,5.62,37029
37,30,63,21,33.33,14,22.22,20,31.75,8,12.7,37030
37,31,102,40,39.22,23,22.55,36,35.29,3,2.94,37031
37,32,88,38,43.18,31,35.23,17,19.32,2,2.27,37032
37,33,55,9,16.36,11,20.0,33,60.0,2,3.64,37033
37,34,91,26,28.57,24,26.37,39,42.86,2,2.2,37034
37,35,116,33,28.45,37,31.9,42,36.21,4,3.45,37035
37,36,80,30,37.5,18,22.5,28,35.0,4,5.0,37036
37,37,93,16,17.2,25,26.88,47,50.54,5,5.38,37037
37,38,95,19,20.0,35,36.84,40,42.11,1,1.05,37038
37,40,86,26,30.23,26,30.23,34,39.53,0,0.0,37040
37,41,105,34,32.38,25,23.81,45,42.86,1,0.95,37041
37,43,83,26,31.33,17,20.48,34,40.96,6,7.23,37043
42,18,106,62,58.49,8,7.55,19,17.92,17,16.04,42018
42,21,26,14,53.85,1,3.85,5,19.23,6,23.08,42021
42,61,38,20,52.63,5,13.16,9,23.68,4,10.53,42061
