ward,precinct,total,Daniel R. Degnan,Daniel R. Degnan Percent,precinct_id
19,56,151,151,100.0,19056
19,57,147,147,100.0,19057
19,58,97,97,100.0,19058
19,59,142,142,100.0,19059
19,61,193,193,100.0,19061
19,62,110,110,100.0,19062
19,63,102,102,100.0,19063
21,20,5,5,100.0,21020
23,1,130,130,100.0,23001
23,2,53,53,100.0,23002
23,3,129,129,100.0,23003
23,4,101,101,100.0,23004
23,5,37,37,100.0,23005
23,6,96,96,100.0,23006
23,7,96,96,100.0,23007
23,8,93,93,100.0,23008
23,9,100,100,100.0,23009
23,10,114,114,100.0,23010
23,11,292,292,100.0,23011
23,12,125,125,100.0,23012
23,13,133,133,100.0,23013
23,14,61,61,100.0,23014
23,15,101,101,100.0,23015
23,16,142,142,100.0,23016
23,17,39,39,100.0,23017
23,18,179,179,100.0,23018
23,19,91,91,100.0,23019
23,20,108,108,100.0,23020
23,21,86,86,100.0,23021
23,22,112,112,100.0,23022
23,23,93,93,100.0,23023
23,24,38,38,100.0,23024
23,25,40,40,100.0,23025
23,26,99,99,100.0,23026
23,27,155,155,100.0,23027
23,28,99,99,100.0,23028
23,29,50,50,100.0,23029
23,30,89,89,100.0,23030
23,32,77,77,100.0,23032
23,33,130,130,100.0,23033
23,34,76,76,100.0,23034
23,35,65,65,100.0,23035
23,36,106,106,100.0,23036
23,37,62,62,100.0,23037
23,38,94,94,100.0,23038
23,39,236,236,100.0,23039
23,40,84,84,100.0,23040
23,41,72,72,100.0,23041
23,42,81,81,100.0,23042
23,43,111,111,100.0,23043
23,44,111,111,100.0,23044
23,45,81,81,100.0,23045
23,46,105,105,100.0,23046
23,47,122,122,100.0,23047
23,48,51,51,100.0,23048
23,49,190,190,100.0,23049
34,19,7,7,100.0,34019
