ward,precinct,total,Patrick Joseph Powers,Patrick Joseph Powers Percent,Fredrick H. Bates,Fredrick H. Bates Percent,precinct_id
48,37,293,140,47.78,153,52.22,48037
48,38,283,117,41.34,166,58.66,48038
48,39,195,101,51.79,94,48.21,48039
48,40,266,139,52.26,127,47.74,48040
48,41,326,157,48.16,169,51.84,48041
48,42,349,178,51.0,171,49.0,48042
48,43,295,150,50.85,145,49.15,48043
48,44,345,171,49.57,174,50.43,48044
48,45,242,101,41.74,141,58.26,48045
48,46,184,93,50.54,91,49.46,48046
49,1,223,92,41.26,131,58.74,49001
49,2,220,88,40.0,132,60.0,49002
49,3,316,134,42.41,182,57.59,49003
49,4,371,169,45.55,202,54.45,49004
49,5,289,140,48.44,149,51.56,49005
49,6,275,107,38.91,168,61.09,49006
49,7,298,142,47.65,156,52.35,49007
49,8,238,108,45.38,130,54.62,49008
49,9,299,130,43.48,169,56.52,49009
49,10,303,123,40.59,180,59.41,49010
49,11,354,147,41.53,207,58.47,49011
49,12,419,148,35.32,271,64.68,49012
49,13,343,147,42.86,196,57.14,49013
49,14,249,115,46.18,134,53.82,49014
49,15,233,107,45.92,126,54.08,49015
49,16,316,146,46.2,170,53.8,49016
49,17,198,106,53.54,92,46.46,49017
49,18,390,149,38.21,241,61.79,49018
49,19,270,119,44.07,151,55.93,49019
49,20,458,189,41.27,269,58.73,49020
49,21,189,107,56.61,82,43.39,49021
49,22,304,144,47.37,160,52.63,49022
49,23,399,173,43.36,226,56.64,49023
49,24,234,114,48.72,120,51.28,49024
49,25,416,169,40.63,247,59.38,49025
49,26,328,133,40.55,195,59.45,49026
49,27,350,159,45.43,191,54.57,49027
49,28,401,163,40.65,238,59.35,49028
49,29,365,154,42.19,211,57.81,49029
49,30,302,140,46.36,162,53.64,49030
49,31,243,102,41.98,141,58.02,49031
49,32,340,153,45.0,187,55.0,49032
49,33,284,133,46.83,151,53.17,49033
50,1,132,59,44.7,73,55.3,50001
50,2,105,52,49.52,53,50.48,50002
50,3,160,77,48.13,83,51.88,50003
50,4,208,100,48.08,108,51.92,50004
50,5,81,35,43.21,46,56.79,50005
50,6,210,120,57.14,90,42.86,50006
50,7,262,131,50.0,131,50.0,50007
50,8,187,84,44.92,103,55.08,50008
50,9,157,76,48.41,81,51.59,50009
50,10,143,82,57.34,61,42.66,50010
50,11,62,27,43.55,35,56.45,50011
50,12,76,40,52.63,36,47.37,50012
50,13,242,139,57.44,103,42.56,50013
50,14,48,25,52.08,23,47.92,50014
50,15,259,123,47.49,136,52.51,50015
50,16,48,22,45.83,26,54.17,50016
50,17,136,72,52.94,64,47.06,50017
50,18,22,9,40.91,13,59.09,50018
50,19,143,85,59.44,58,40.56,50019
50,20,214,95,44.39,119,55.61,50020
50,21,167,91,54.49,76,45.51,50021
50,22,129,55,42.64,74,57.36,50022
50,23,101,60,59.41,41,40.59,50023
50,24,91,39,42.86,52,57.14,50024
50,25,105,65,61.9,40,38.1,50025
50,26,180,99,55.0,81,45.0,50026
50,27,51,29,56.86,22,43.14,50027
50,28,204,117,57.35,87,42.65,50028
50,29,165,75,45.45,90,54.55,50029
50,30,143,69,48.25,74,51.75,50030
50,31,241,135,56.02,106,43.98,50031
50,32,222,121,54.5,101,45.5,50032
50,33,94,51,54.26,43,45.74,50033
50,34,246,123,50.0,123,50.0,50034
50,35,263,136,51.71,127,48.29,50035
50,36,200,97,48.5,103,51.5,50036
50,37,227,123,54.19,104,45.81,50037
50,38,103,57,55.34,46,44.66,50038
50,39,103,52,50.49,51,49.51,50039
50,40,104,61,58.65,43,41.35,50040
