ward,precinct,total,Gregory Raymond LaPapa,Gregory Raymond LaPapa Percent,Sean S. Chaudhuri,Sean S. Chaudhuri Percent,Mark A. Lyon,Mark A. Lyon Percent,Carolyn J. Gallagher,Carolyn J. Gallagher Percent,Bonnie Carol McGrath,Bonnie Carol McGrath Percent,precinct_id
35,2,287,32,11.15,39,13.59,70,24.39,120,41.81,26,9.06,35002
35,3,286,52,18.18,31,10.84,61,21.33,99,34.62,43,15.03,35003
35,4,240,44,18.33,21,8.75,45,18.75,86,35.83,44,18.33,35004
35,5,253,40,15.81,22,8.7,55,21.74,97,38.34,39,15.42,35005
35,6,246,43,17.48,27,10.98,54,21.95,76,30.89,46,18.7,35006
35,7,295,43,14.58,27,9.15,74,25.08,113,38.31,38,12.88,35007
35,8,289,44,15.22,22,7.61,59,20.42,114,39.45,50,17.3,35008
35,9,259,49,18.92,35,13.51,41,15.83,106,40.93,28,10.81,35009
35,10,363,35,9.64,37,10.19,89,24.52,152,41.87,50,13.77,35010
35,11,277,50,18.05,26,9.39,53,19.13,106,38.27,42,15.16,35011
35,12,184,55,29.89,16,8.7,26,14.13,60,32.61,27,14.67,35012
35,13,201,60,29.85,16,7.96,23,11.44,66,32.84,36,17.91,35013
35,14,241,77,31.95,26,10.79,45,18.67,61,25.31,32,13.28,35014
35,15,294,44,14.97,40,13.61,65,22.11,98,33.33,47,15.99,35015
35,16,174,41,23.56,25,14.37,28,16.09,48,27.59,32,18.39,35016
35,17,253,26,10.28,33,13.04,57,22.53,97,38.34,40,15.81,35017
35,18,230,70,30.43,19,8.26,37,16.09,76,33.04,28,12.17,35018
35,19,175,46,26.29,11,6.29,29,16.57,51,29.14,38,21.71,35019
35,20,245,42,17.14,28,11.43,40,16.33,90,36.73,45,18.37,35020
35,21,262,53,20.23,29,11.07,44,16.79,96,36.64,40,15.27,35021
35,22,301,55,18.27,46,15.28,65,21.59,95,31.56,40,13.29,35022
35,23,266,38,14.29,30,11.28,58,21.8,93,34.96,47,17.67,35023
35,24,254,58,22.83,25,9.84,51,20.08,81,31.89,39,15.35,35024
35,25,307,35,11.4,38,12.38,67,21.82,133,43.32,34,11.07,35025
35,26,223,35,15.7,16,7.17,45,20.18,90,40.36,37,16.59,35026
35,27,250,36,14.4,27,10.8,54,21.6,95,38.0,38,15.2,35027
35,28,238,35,14.71,26,10.92,50,21.01,76,31.93,51,21.43,35028
35,29,211,51,24.17,25,11.85,33,15.64,74,35.07,28,13.27,35029
35,30,278,61,21.94,31,11.15,39,14.03,90,32.37,57,20.5,35030
35,31,292,32,10.96,34,11.64,61,20.89,120,41.1,45,15.41,35031
36,1,271,70,25.83,20,7.38,43,15.87,91,33.58,47,17.34,36001
36,2,237,41,17.3,22,9.28,54,22.78,70,29.54,50,21.1,36002
36,3,200,37,18.5,12,6.0,36,18.0,73,36.5,42,21.0,36003
36,4,263,55,20.91,23,8.75,44,16.73,85,32.32,56,21.29,36004
36,5,250,50,20.0,24,9.6,41,16.4,82,32.8,53,21.2,36005
36,6,174,41,23.56,11,6.32,30,17.24,64,36.78,28,16.09,36006
36,7,224,37,16.52,30,13.39,50,22.32,69,30.8,38,16.96,36007
36,8,209,60,28.71,9,4.31,40,19.14,59,28.23,41,19.62,36008
36,9,221,59,26.7,19,8.6,33,14.93,71,32.13,39,17.65,36009
36,10,264,68,25.76,23,8.71,41,15.53,85,32.2,47,17.8,36010
36,11,179,56,31.28,13,7.26,29,16.2,56,31.28,25,13.97,36011
36,12,162,39,24.07,12,7.41,26,16.05,68,41.98,17,10.49,36012
36,13,158,34,21.52,11,6.96,21,13.29,59,37.34,33,20.89,36013
36,14,196,35,17.86,17,8.67,26,13.27,75,38.27,43,21.94,36014
36,15,234,39,16.67,19,8.12,45,19.23,88,37.61,43,18.38,36015
36,16,207,32,15.46,15,7.25,48,23.19,85,41.06,27,13.04,36016
36,17,264,39,14.77,31,11.74,56,21.21,91,34.47,47,17.8,36017
36,18,198,36,18.18,18,9.09,45,22.73,67,33.84,32,16.16,36018
36,19,275,64,23.27,20,7.27,35,12.73,102,37.09,54,19.64,36019
36,20,204,44,21.57,18,8.82,28,13.73,78,38.24,36,17.65,36020
36,21,236,61,25.85,22,9.32,29,12.29,77,32.63,47,19.92,36021
36,22,187,50,26.74,14,7.49,31,16.58,51,27.27,41,21.93,36022
36,23,221,57,25.79,17,7.69,37,16.74,72,32.58,38,17.19,36023
36,24,206,47,22.82,14,6.8,37,17.96,74,35.92,34,16.5,36024
36,25,251,86,34.26,20,7.97,39,15.54,65,25.9,41,16.33,36025
36,26,172,38,22.09,17,9.88,33,19.19,57,33.14,27,15.7,36026
36,27,193,44,22.8,15,7.77,32,16.58,75,38.86,27,13.99,36027
36,28,174,43,24.71,12,6.9,28,16.09,70,40.23,21,12.07,36028
36,29,263,58,22.05,29,11.03,46,17.49,84,31.94,46,17.49,36029
36,30,209,38,18.18,15,7.18,27,12.92,94,44.98,35,16.75,36030
37,1,204,33,16.18,22,10.78,45,22.06,63,30.88,41,20.1,37001
37,2,160,27,16.88,18,11.25,22,13.75,61,38.13,32,20.0,37002
37,3,221,24,10.86,22,9.95,43,19.46,83,37.56,49,22.17,37003
37,4,216,35,16.2,19,8.8,46,21.3,67,31.02,49,22.69,37004
37,5,271,31,11.44,39,14.39,53,19.56,96,35.42,52,19.19,37005
37,6,255,23,9.02,30,11.76,45,17.65,96,37.65,61,23.92,37006
37,7,179,29,16.2,13,7.26,32,17.88,63,35.2,42,23.46,37007
37,8,174,28,16.09,24,13.79,31,17.82,48,27.59,43,24.71,37008
37,9,270,28,10.37,29,10.74,61,22.59,97,35.93,55,20.37,37009
37,10,273,47,17.22,39,14.29,45,16.48,100,36.63,42,15.38,37010
37,11,191,19,9.95,13,6.81,37,19.37,74,38.74,48,25.13,37011
37,12,209,46,22.01,20,9.57,36,17.22,68,32.54,39,18.66,37012
37,13,200,28,14.0,17,8.5,46,23.0,70,35.0,39,19.5,37013
37,14,247,40,16.19,26,10.53,45,18.22,86,34.82,50,20.24,37014
37,15,295,34,11.53,36,12.2,72,24.41,98,33.22,55,18.64,37015
37,16,253,28,11.07,23,9.09,48,18.97,98,38.74,56,22.13,37016
37,17,246,27,10.98,28,11.38,53,21.54,85,34.55,53,21.54,37017
37,18,258,32,12.4,30,11.63,50,19.38,84,32.56,62,24.03,37018
37,19,213,34,15.96,32,15.02,42,19.72,65,30.52,40,18.78,37019
37,20,231,22,9.52,28,12.12,60,25.97,72,31.17,49,21.21,37020
37,21,207,41,19.81,24,11.59,33,15.94,66,31.88,43,20.77,37021
37,22,225,36,16.0,29,12.89,38,16.89,76,33.78,46,20.44,37022
37,23,283,37,13.07,29,10.25,61,21.55,105,37.1,51,18.02,37023
37,24,252,32,12.7,27,10.71,49,19.44,98,38.89,46,18.25,37024
37,25,252,15,5.95,37,14.68,60,23.81,91,36.11,49,19.44,37025
37,26,328,39,11.89,46,14.02,64,19.51,111,33.84,68,20.73,37026
37,27,226,25,11.06,28,12.39,42,18.58,94,41.59,37,16.37,37027
37,28,218,35,16.06,20,9.17,32,14.68,87,39.91,44,20.18,37028
37,29,259,35,13.51,28,10.81,50,19.31,99,38.22,47,18.15,37029
37,30,266,42,15.79,28,10.53,54,20.3,98,36.84,44,16.54,37030
37,31,288,25,8.68,24,8.33,63,21.88,125,43.4,51,17.71,37031
37,32,219,21,9.59,24,10.96,47,21.46,84,38.36,43,19.63,37032
37,33,264,30,11.36,24,9.09,48,18.18,101,38.26,61,23.11,37033
37,34,246,34,13.82,20,8.13,56,22.76,82,33.33,54,21.95,37034
37,35,244,26,10.66,24,9.84,46,18.85,100,40.98,48,19.67,37035
37,36,236,26,11.02,26,11.02,53,22.46,90,38.14,41,17.37,37036
37,37,282,33,11.7,26,9.22,52,18.44,110,39.01,61,21.63,37037
37,38,297,41,13.8,39,13.13,64,21.55,105,35.35,48,16.16,37038
37,39,238,17,7.14,19,7.98,43,18.07,96,40.34,63,26.47,37039
37,40,284,25,8.8,21,7.39,70,24.65,107,37.68,61,21.48,37040
37,41,239,23,9.62,22,9.21,45,18.83,88,36.82,61,25.52,37041
38,1,183,14,7.65,16,8.74,52,28.42,68,37.16,33,18.03,38001
38,2,157,29,18.47,15,9.55,22,14.01,67,42.68,24,15.29,38002
38,3,202,43,21.29,17,8.42,24,11.88,78,38.61,40,19.8,38003
38,4,189,35,18.52,14,7.41,22,11.64,81,42.86,37,19.58,38004
38,5,160,35,21.88,17,10.63,28,17.5,54,33.75,26,16.25,38005
38,6,183,35,19.13,14,7.65,13,7.1,83,45.36,38,20.77,38006
38,7,179,29,16.2,19,10.61,22,12.29,77,43.02,32,17.88,38007
38,8,183,33,18.03,16,8.74,26,14.21,80,43.72,28,15.3,38008
38,9,211,39,18.48,21,9.95,24,11.37,88,41.71,39,18.48,38009
38,10,184,32,17.39,16,8.7,22,11.96,68,36.96,46,25.0,38010
38,11,202,18,8.91,19,9.41,46,22.77,79,39.11,40,19.8,38011
38,12,139,48,34.53,7,5.04,20,14.39,40,28.78,24,17.27,38012
38,13,196,34,17.35,18,9.18,31,15.82,82,41.84,31,15.82,38013
38,14,222,25,11.26,17,7.66,40,18.02,102,45.95,38,17.12,38014
38,15,194,31,15.98,22,11.34,31,15.98,75,38.66,35,18.04,38015
38,16,198,40,20.2,12,6.06,47,23.74,74,37.37,25,12.63,38016
38,17,212,30,14.15,14,6.6,41,19.34,86,40.57,41,19.34,38017
38,18,181,22,12.15,14,7.73,39,21.55,75,41.44,31,17.13,38018
38,19,201,27,13.43,12,5.97,38,18.91,86,42.79,38,18.91,38019
38,20,179,34,18.99,16,8.94,21,11.73,69,38.55,39,21.79,38020
38,21,182,27,14.84,14,7.69,45,24.73,65,35.71,31,17.03,38021
38,22,203,30,14.78,15,7.39,51,25.12,70,34.48,37,18.23,38022
38,23,226,32,14.16,16,7.08,48,21.24,85,37.61,45,19.91,38023
38,24,191,30,15.71,11,5.76,29,15.18,89,46.6,32,16.75,38024
38,25,154,26,16.88,14,9.09,29,18.83,61,39.61,24,15.58,38025
38,26,194,29,14.95,27,13.92,31,15.98,65,33.51,42,21.65,38026
38,27,191,27,14.14,15,7.85,31,16.23,84,43.98,34,17.8,38027
38,28,209,32,15.31,12,5.74,26,12.44,85,40.67,54,25.84,38028
38,29,226,33,14.6,21,9.29,42,18.58,84,37.17,46,20.35,38029
38,30,171,33,19.3,17,9.94,20,11.7,66,38.6,35,20.47,38030
38,31,212,18,8.49,19,8.96,57,26.89,89,41.98,29,13.68,38031
38,32,188,20,10.64,32,17.02,26,13.83,76,40.43,34,18.09,38032
38,33,195,40,20.51,28,14.36,30,15.38,61,31.28,36,18.46,38033
38,34,189,27,14.29,18,9.52,37,19.58,71,37.57,36,19.05,38034
38,35,232,37,15.95,26,11.21,50,21.55,86,37.07,33,14.22,38035
38,36,196,23,11.73,25,12.76,57,29.08,65,33.16,26,13.27,38036
38,37,220,46,20.91,18,8.18,45,20.45,87,39.55,24,10.91,38037
38,38,171,29,16.96,13,7.6,23,13.45,75,43.86,31,18.13,38038
38,39,240,27,11.25,18,7.5,58,24.17,91,37.92,46,19.17,38039
38,40,209,23,11.0,23,11.0,48,22.97,84,40.19,31,14.83,38040
38,41,211,21,9.95,31,14.69,51,24.17,67,31.75,41,19.43,38041
39,1,208,15,7.21,19,9.13,60,28.85,84,40.38,30,14.42,39001
39,2,145,22,15.17,20,13.79,40,27.59,37,25.52,26,17.93,39002
39,3,257,17,6.61,29,11.28,56,21.79,115,44.75,40,15.56,39003
39,4,190,23,12.11,10,5.26,38,20.0,82,43.16,37,19.47,39004
39,5,252,32,12.7,33,13.1,47,18.65,91,36.11,49,19.44,39005
39,6,252,31,12.3,25,9.92,51,20.24,91,36.11,54,21.43,39006
39,7,212,15,7.08,31,14.62,60,28.3,69,32.55,37,17.45,39007
39,8,260,32,12.31,25,9.62,56,21.54,110,42.31,37,14.23,39008
39,9,227,33,14.54,27,11.89,44,19.38,83,36.56,40,17.62,39009
39,10,136,18,13.24,11,8.09,26,19.12,58,42.65,23,16.91,39010
39,11,242,31,12.81,35,14.46,49,20.25,80,33.06,47,19.42,39011
39,12,313,56,17.89,36,11.5,59,18.85,108,34.5,54,17.25,39012
39,13,187,23,12.3,30,16.04,49,26.2,59,31.55,26,13.9,39013
39,14,199,25,12.56,30,15.08,33,16.58,78,39.2,33,16.58,39014
39,15,245,30,12.24,25,10.2,60,24.49,85,34.69,45,18.37,39015
39,16,184,24,13.04,43,23.37,32,17.39,66,35.87,19,10.33,39016
39,17,245,29,11.84,20,8.16,42,17.14,116,47.35,38,15.51,39017
39,18,234,18,7.69,46,19.66,54,23.08,75,32.05,41,17.52,39018
39,19,225,19,8.44,29,12.89,58,25.78,93,41.33,26,11.56,39019
39,20,227,28,12.33,18,7.93,47,20.7,98,43.17,36,15.86,39020
39,21,175,17,9.71,16,9.14,37,21.14,74,42.29,31,17.71,39021
39,22,171,26,15.2,29,16.96,35,20.47,51,29.82,30,17.54,39022
39,23,220,15,6.82,20,9.09,76,34.55,83,37.73,26,11.82,39023
39,24,244,22,9.02,23,9.43,65,26.64,90,36.89,44,18.03,39024
39,25,205,21,10.24,32,15.61,51,24.88,71,34.63,30,14.63,39025
39,26,186,20,10.75,26,13.98,39,20.97,72,38.71,29,15.59,39026
39,27,47,5,10.64,7,14.89,12,25.53,15,31.91,8,17.02,39027
39,28,316,39,12.34,28,8.86,74,23.42,129,40.82,46,14.56,39028
39,29,119,18,15.13,15,12.61,25,21.01,38,31.93,23,19.33,39029
39,30,284,21,7.39,44,15.49,84,29.58,95,33.45,40,14.08,39030
39,31,237,33,13.92,24,10.13,54,22.78,83,35.02,43,18.14,39031
39,32,175,23,13.14,41,23.43,32,18.29,55,31.43,24,13.71,39032
39,33,241,22,9.13,30,12.45,46,19.09,99,41.08,44,18.26,39033
39,34,242,29,11.98,23,9.5,52,21.49,100,41.32,38,15.7,39034
39,35,223,12,5.38,38,17.04,67,30.04,78,34.98,28,12.56,39035
39,36,76,13,17.11,11,14.47,13,17.11,26,34.21,13,17.11,39036
39,37,226,15,6.64,24,10.62,69,30.53,77,34.07,41,18.14,39037
39,38,139,10,7.19,18,12.95,28,20.14,55,39.57,28,20.14,39038
39,39,145,10,6.9,21,14.48,33,22.76,56,38.62,25,17.24,39039
39,40,178,21,11.8,22,12.36,30,16.85,74,41.57,31,17.42,39040
39,41,234,21,8.97,18,7.69,61,26.07,95,40.6,39,16.67,39041
39,42,247,23,9.31,31,12.55,66,26.72,98,39.68,29,11.74,39042
39,43,212,17,8.02,22,10.38,72,33.96,75,35.38,26,12.26,39043
39,44,178,16,8.99,18,10.11,55,30.9,56,31.46,33,18.54,39044
39,45,226,24,10.62,25,11.06,59,26.11,91,40.27,27,11.95,39045
40,1,195,24,12.31,26,13.33,38,19.49,68,34.87,39,20.0,40001
40,2,220,15,6.82,40,18.18,48,21.82,79,35.91,38,17.27,40002
40,3,319,27,8.46,42,13.17,73,22.88,126,39.5,51,15.99,40003
40,4,139,10,7.19,28,20.14,26,18.71,49,35.25,26,18.71,40004
40,5,272,19,6.99,44,16.18,65,23.9,116,42.65,28,10.29,40005
40,6,308,21,6.82,31,10.06,71,23.05,135,43.83,50,16.23,40006
40,7,294,14,4.76,37,12.59,71,24.15,121,41.16,51,17.35,40007
40,8,358,25,6.98,33,9.22,79,22.07,165,46.09,56,15.64,40008
40,9,194,27,13.92,27,13.92,40,20.62,62,31.96,38,19.59,40009
40,10,245,26,10.61,64,26.12,50,20.41,67,27.35,38,15.51,40010
40,11,256,20,7.81,72,28.13,45,17.58,92,35.94,27,10.55,40011
40,12,197,6,3.05,32,16.24,49,24.87,78,39.59,32,16.24,40012
40,13,404,37,9.16,71,17.57,87,21.53,149,36.88,60,14.85,40013
40,14,214,29,13.55,35,16.36,46,21.5,70,32.71,34,15.89,40014
40,15,215,26,12.09,29,13.49,44,20.47,84,39.07,32,14.88,40015
40,16,323,21,6.5,54,16.72,71,21.98,134,41.49,43,13.31,40016
40,17,224,16,7.14,53,23.66,51,22.77,77,34.38,27,12.05,40017
40,18,204,38,18.63,24,11.76,40,19.61,69,33.82,33,16.18,40018
40,19,317,34,10.73,57,17.98,64,20.19,121,38.17,41,12.93,40019
40,20,239,35,14.64,37,15.48,45,18.83,87,36.4,35,14.64,40020
40,21,296,33,11.15,26,8.78,65,21.96,113,38.18,59,19.93,40021
40,22,265,18,6.79,44,16.6,65,24.53,98,36.98,40,15.09,40022
40,23,326,33,10.12,42,12.88,71,21.78,131,40.18,49,15.03,40023
40,24,195,19,9.74,44,22.56,28,14.36,69,35.38,35,17.95,40024
40,25,332,26,7.83,39,11.75,87,26.2,137,41.27,43,12.95,40025
40,26,283,28,9.89,32,11.31,70,24.73,108,38.16,45,15.9,40026
40,27,371,35,9.43,59,15.9,81,21.83,137,36.93,59,15.9,40027
40,28,355,32,9.01,77,21.69,79,22.25,114,32.11,53,14.93,40028
40,29,217,19,8.76,43,19.82,43,19.82,75,34.56,37,17.05,40029
40,30,230,19,8.26,61,26.52,57,24.78,67,29.13,26,11.3,40030
40,31,299,32,10.7,46,15.38,62,20.74,122,40.8,37,12.37,40031
40,32,290,30,10.34,32,11.03,65,22.41,129,44.48,34,11.72,40032
40,33,288,19,6.6,42,14.58,55,19.1,135,46.88,37,12.85,40033
40,34,209,20,9.57,48,22.97,47,22.49,63,30.14,31,14.83,40034
40,35,179,26,14.53,31,17.32,49,27.37,38,21.23,35,19.55,40035
40,36,224,28,12.5,39,17.41,47,20.98,84,37.5,26,11.61,40036
40,37,268,33,12.31,41,15.3,47,17.54,98,36.57,49,18.28,40037
40,38,330,17,5.15,47,14.24,87,26.36,124,37.58,55,16.67,40038
40,39,74,11,14.86,10,13.51,13,17.57,26,35.14,14,18.92,40039
41,1,189,17,8.99,10,5.29,30,15.87,85,44.97,47,24.87,41001
41,2,228,21,9.21,19,8.33,37,16.23,110,48.25,41,17.98,41002
41,3,195,31,15.9,22,11.28,34,17.44,82,42.05,26,13.33,41003
41,4,231,19,8.23,10,4.33,40,17.32,110,47.62,52,22.51,41004
41,5,246,28,11.38,20,8.13,34,13.82,120,48.78,44,17.89,41005
41,6,286,25,8.74,22,7.69,78,27.27,124,43.36,37,12.94,41006
41,7,208,12,5.77,28,13.46,43,20.67,86,41.35,39,18.75,41007
41,8,178,18,10.11,19,10.67,28,15.73,81,45.51,32,17.98,41008
41,9,219,22,10.05,30,13.7,43,19.63,94,42.92,30,13.7,41009
41,10,231,12,5.19,18,7.79,50,21.65,116,50.22,35,15.15,41010
41,11,221,24,10.86,16,7.24,36,16.29,104,47.06,41,18.55,41011
41,12,199,37,18.59,13,6.53,34,17.09,83,41.71,32,16.08,41012
41,13,202,24,11.88,21,10.4,26,12.87,84,41.58,47,23.27,41013
41,14,271,14,5.17,21,7.75,73,26.94,112,41.33,51,18.82,41014
41,15,247,18,7.29,21,8.5,44,17.81,122,49.39,42,17.0,41015
41,16,174,14,8.05,9,5.17,39,22.41,73,41.95,39,22.41,41016
41,17,192,15,7.81,19,9.9,38,19.79,77,40.1,43,22.4,41017
41,18,184,21,11.41,17,9.24,27,14.67,83,45.11,36,19.57,41018
41,19,252,15,5.95,27,10.71,74,29.37,91,36.11,45,17.86,41019
41,20,154,17,11.04,10,6.49,28,18.18,75,48.7,24,15.58,41020
41,21,191,16,8.38,17,8.9,38,19.9,85,44.5,35,18.32,41021
41,22,206,16,7.77,9,4.37,55,26.7,97,47.09,29,14.08,41022
41,23,172,46,26.74,11,6.4,21,12.21,68,39.53,26,15.12,41023
41,24,177,33,18.64,19,10.73,26,14.69,71,40.11,28,15.82,41024
41,25,138,21,15.22,19,13.77,22,15.94,54,39.13,22,15.94,41025
41,26,216,23,10.65,21,9.72,46,21.3,90,41.67,36,16.67,41026
41,27,143,27,18.88,16,11.19,13,9.09,47,32.87,40,27.97,41027
41,28,178,28,15.73,21,11.8,30,16.85,77,43.26,22,12.36,41028
41,29,129,21,16.28,15,11.63,18,13.95,55,42.64,20,15.5,41029
41,30,214,25,11.68,14,6.54,34,15.89,91,42.52,50,23.36,41030
41,31,217,19,8.76,22,10.14,27,12.44,104,47.93,45,20.74,41031
41,32,179,20,11.17,12,6.7,37,20.67,74,41.34,36,20.11,41032
41,33,177,28,15.82,16,9.04,43,24.29,67,37.85,23,12.99,41033
41,34,161,20,12.42,9,5.59,35,21.74,65,40.37,32,19.88,41034
41,35,234,16,6.84,25,10.68,41,17.52,106,45.3,46,19.66,41035
41,36,197,20,10.15,12,6.09,55,27.92,87,44.16,23,11.68,41036
41,37,227,19,8.37,23,10.13,26,11.45,122,53.74,37,16.3,41037
41,38,188,39,20.74,12,6.38,28,14.89,83,44.15,26,13.83,41038
41,39,223,28,12.56,22,9.87,42,18.83,106,47.53,25,11.21,41039
41,40,203,14,6.9,11,5.42,32,15.76,101,49.75,45,22.17,41040
41,41,190,27,14.21,9,4.74,25,13.16,94,49.47,35,18.42,41041
41,42,184,11,5.98,14,7.61,31,16.85,91,49.46,37,20.11,41042
41,43,204,23,11.27,20,9.8,40,19.61,89,43.63,32,15.69,41043
41,44,214,14,6.54,15,7.01,33,15.42,111,51.87,41,19.16,41044
41,45,188,21,11.17,20,10.64,25,13.3,93,49.47,29,15.43,41045
41,46,231,28,12.12,10,4.33,45,19.48,93,40.26,55,23.81,41046
41,47,226,12,5.31,20,8.85,60,26.55,102,45.13,32,14.16,41047
42,1,186,9,4.84,48,25.81,50,26.88,53,28.49,26,13.98,42001
42,2,168,16,9.52,30,17.86,31,18.45,74,44.05,17,10.12,42002
42,3,234,18,7.69,38,16.24,51,21.79,83,35.47,44,18.8,42003
42,4,265,19,7.17,29,10.94,60,22.64,117,44.15,40,15.09,42004
42,5,133,4,3.01,21,15.79,34,25.56,49,36.84,25,18.8,42005
42,6,269,15,5.58,42,15.61,77,28.62,96,35.69,39,14.5,42006
42,7,201,6,2.99,29,14.43,66,32.84,68,33.83,32,15.92,42007
42,8,178,12,6.74,37,20.79,53,29.78,51,28.65,25,14.04,42008
42,9,205,18,8.78,36,17.56,49,23.9,76,37.07,26,12.68,42009
42,10,227,20,8.81,31,13.66,65,28.63,65,28.63,46,20.26,42010
42,11,114,4,3.51,29,25.44,27,23.68,34,29.82,20,17.54,42011
42,12,129,7,5.43,24,18.6,37,28.68,42,32.56,19,14.73,42012
42,13,206,11,5.34,35,16.99,57,27.67,69,33.5,34,16.5,42013
42,14,154,9,5.84,33,21.43,44,28.57,46,29.87,22,14.29,42014
42,15,109,7,6.42,15,13.76,28,25.69,46,42.2,13,11.93,42015
42,16,192,16,8.33,36,18.75,43,22.4,73,38.02,24,12.5,42016
42,17,186,11,5.91,44,23.66,52,27.96,53,28.49,26,13.98,42017
42,18,167,11,6.59,21,12.57,52,31.14,66,39.52,17,10.18,42018
42,19,183,7,3.83,24,13.11,57,31.15,63,34.43,32,17.49,42019
42,20,135,11,8.15,21,15.56,35,25.93,52,38.52,16,11.85,42020
42,21,150,11,7.33,25,16.67,44,29.33,50,33.33,20,13.33,42021
42,22,98,5,5.1,9,9.18,42,42.86,23,23.47,19,19.39,42022
42,23,132,7,5.3,14,10.61,48,36.36,45,34.09,18,13.64,42023
42,24,162,8,4.94,25,15.43,41,25.31,54,33.33,34,20.99,42024
42,25,166,7,4.22,30,18.07,31,18.67,75,45.18,23,13.86,42025
42,26,200,21,10.5,48,24.0,53,26.5,58,29.0,20,10.0,42026
42,27,175,12,6.86,30,17.14,38,21.71,64,36.57,31,17.71,42027
42,28,268,21,7.84,43,16.04,66,24.63,100,37.31,38,14.18,42028
42,29,175,8,4.57,37,21.14,48,27.43,59,33.71,23,13.14,42029
42,30,163,4,2.45,36,22.09,58,35.58,45,27.61,20,12.27,42030
42,31,199,16,8.04,25,12.56,53,26.63,68,34.17,37,18.59,42031
42,32,143,10,6.99,25,17.48,37,25.87,46,32.17,25,17.48,42032
42,33,237,17,7.17,29,12.24,56,23.63,92,38.82,43,18.14,42033
42,34,140,14,10.0,13,9.29,47,33.57,45,32.14,21,15.0,42034
42,35,298,18,6.04,53,17.79,68,22.82,112,37.58,47,15.77,42035
42,36,233,16,6.87,50,21.46,61,26.18,80,34.33,26,11.16,42036
42,37,116,7,6.03,17,14.66,39,33.62,37,31.9,16,13.79,42037
42,38,148,12,8.11,31,20.95,39,26.35,46,31.08,20,13.51,42038
42,39,155,9,5.81,28,18.06,47,30.32,55,35.48,16,10.32,42039
42,40,203,11,5.42,42,20.69,44,21.67,72,35.47,34,16.75,42040
42,41,176,9,5.11,27,15.34,40,22.73,80,45.45,20,11.36,42041
42,42,241,12,4.98,34,14.11,73,30.29,86,35.68,36,14.94,42042
43,1,118,2,1.69,13,11.02,38,32.2,46,38.98,19,16.1,43001
43,2,165,10,6.06,28,16.97,50,30.3,56,33.94,21,12.73,43002
43,3,197,11,5.58,20,10.15,75,38.07,65,32.99,26,13.2,43003
43,4,177,7,3.95,19,10.73,57,32.2,71,40.11,23,12.99,43004
43,5,156,6,3.85,23,14.74,62,39.74,43,27.56,22,14.1,43005
43,6,115,9,7.83,14,12.17,34,29.57,42,36.52,16,13.91,43006
43,7,136,8,5.88,23,16.91,42,30.88,45,33.09,18,13.24,43007
43,8,158,12,7.59,23,14.56,38,24.05,60,37.97,25,15.82,43008
43,9,227,13,5.73,31,13.66,62,27.31,78,34.36,43,18.94,43009
43,10,204,7,3.43,19,9.31,75,36.76,74,36.27,29,14.22,43010
43,11,137,3,2.19,12,8.76,50,36.5,53,38.69,19,13.87,43011
43,12,115,7,6.09,15,13.04,28,24.35,43,37.39,22,19.13,43012
43,13,200,21,10.5,30,15.0,38,19.0,78,39.0,33,16.5,43013
43,14,186,7,3.76,19,10.22,61,32.8,72,38.71,27,14.52,43014
43,15,162,11,6.79,14,8.64,40,24.69,62,38.27,35,21.6,43015
43,16,182,13,7.14,18,9.89,42,23.08,88,48.35,21,11.54,43016
43,17,139,8,5.76,18,12.95,43,30.94,52,37.41,18,12.95,43017
43,18,188,14,7.45,14,7.45,66,35.11,66,35.11,28,14.89,43018
43,19,215,13,6.05,31,14.42,71,33.02,68,31.63,32,14.88,43019
43,20,227,16,7.05,29,12.78,52,22.91,91,40.09,39,17.18,43020
43,21,203,11,5.42,22,10.84,67,33.0,81,39.9,22,10.84,43021
43,22,117,10,8.55,15,12.82,25,21.37,43,36.75,24,20.51,43022
43,23,131,4,3.05,12,9.16,36,27.48,57,43.51,22,16.79,43023
43,24,120,8,6.67,16,13.33,29,24.17,50,41.67,17,14.17,43024
43,25,176,7,3.98,25,14.2,62,35.23,58,32.95,24,13.64,43025
43,26,134,5,3.73,24,17.91,36,26.87,57,42.54,12,8.96,43026
43,27,162,11,6.79,30,18.52,52,32.1,44,27.16,25,15.43,43027
43,28,216,21,9.72,35,16.2,55,25.46,79,36.57,26,12.04,43028
43,29,164,13,7.93,27,16.46,44,26.83,62,37.8,18,10.98,43029
43,30,259,15,5.79,27,10.42,70,27.03,109,42.08,38,14.67,43030
43,31,202,14,6.93,30,14.85,53,26.24,80,39.6,25,12.38,43031
43,32,220,10,4.55,41,18.64,58,26.36,78,35.45,33,15.0,43032
43,33,200,8,4.0,38,19.0,52,26.0,71,35.5,31,15.5,43033
43,34,143,4,2.8,24,16.78,48,33.57,43,30.07,24,16.78,43034
43,35,205,12,5.85,39,19.02,74,36.1,52,25.37,28,13.66,43035
43,36,99,6,6.06,13,13.13,13,13.13,48,48.48,19,19.19,43036
43,37,255,17,6.67,35,13.73,58,22.75,103,40.39,42,16.47,43037
43,38,130,3,2.31,19,14.62,42,32.31,33,25.38,33,25.38,43038
43,39,237,24,10.13,26,10.97,57,24.05,91,38.4,39,16.46,43039
