ward,precinct,total,Freddrenna M. Lyle,Freddrenna M. Lyle Percent,precinct_id
5,13,262,262,100.0,05013
5,14,284,284,100.0,05014
5,15,278,278,100.0,05015
5,16,282,282,100.0,05016
5,17,254,254,100.0,05017
5,18,270,270,100.0,05018
5,19,263,263,100.0,05019
5,20,318,318,100.0,05020
5,21,277,277,100.0,05021
5,22,309,309,100.0,05022
5,23,414,414,100.0,05023
5,24,309,309,100.0,05024
5,25,280,280,100.0,05025
5,26,294,294,100.0,05026
5,27,209,209,100.0,05027
5,28,317,317,100.0,05028
5,29,344,344,100.0,05029
5,30,225,225,100.0,05030
5,31,238,238,100.0,05031
5,32,339,339,100.0,05032
5,33,304,304,100.0,05033
5,34,269,269,100.0,05034
5,35,291,291,100.0,05035
5,36,204,204,100.0,05036
5,37,264,264,100.0,05037
5,38,294,294,100.0,05038
5,39,205,205,100.0,05039
5,40,231,231,100.0,05040
5,41,151,151,100.0,05041
6,7,275,275,100.0,06007
6,9,257,257,100.0,06009
6,11,264,264,100.0,06011
6,15,161,161,100.0,06015
6,18,21,21,100.0,06018
6,21,96,96,100.0,06021
6,23,138,138,100.0,06023
6,24,152,152,100.0,06024
6,26,155,155,100.0,06026
6,28,117,117,100.0,06028
6,30,221,221,100.0,06030
6,32,250,250,100.0,06032
6,40,25,25,100.0,06040
6,48,296,296,100.0,06048
7,1,235,235,100.0,07001
7,2,240,240,100.0,07002
7,3,266,266,100.0,07003
7,4,282,282,100.0,07004
7,5,189,189,100.0,07005
7,6,303,303,100.0,07006
7,8,192,192,100.0,07008
7,9,375,375,100.0,07009
7,13,13,13,100.0,07013
8,1,213,213,100.0,08001
8,2,175,175,100.0,08002
8,26,113,113,100.0,08026
8,42,348,348,100.0,08042
11,12,261,261,100.0,11012
11,13,233,233,100.0,11013
11,14,90,90,100.0,11014
11,15,73,73,100.0,11015
11,16,128,128,100.0,11016
11,18,186,186,100.0,11018
11,20,142,142,100.0,11020
11,23,137,137,100.0,11023
11,27,76,76,100.0,11027
11,28,105,105,100.0,11028
11,32,91,91,100.0,11032
11,34,55,55,100.0,11034
11,35,44,44,100.0,11035
15,2,156,156,100.0,15002
15,3,150,150,100.0,15003
15,7,178,178,100.0,15007
15,17,133,133,100.0,15017
15,18,167,167,100.0,15018
15,20,128,128,100.0,15020
15,21,175,175,100.0,15021
15,22,68,68,100.0,15022
15,23,192,192,100.0,15023
15,24,149,149,100.0,15024
16,2,169,169,100.0,16002
16,3,185,185,100.0,16003
16,5,202,202,100.0,16005
16,6,205,205,100.0,16006
16,8,142,142,100.0,16008
16,9,271,271,100.0,16009
16,10,183,183,100.0,16010
16,11,19,19,100.0,16011
16,12,177,177,100.0,16012
16,14,159,159,100.0,16014
16,15,214,214,100.0,16015
16,16,195,195,100.0,16016
16,20,169,169,100.0,16020
16,21,155,155,100.0,16021
16,24,125,125,100.0,16024
16,25,211,211,100.0,16025
16,26,156,156,100.0,16026
16,27,158,158,100.0,16027
16,28,186,186,100.0,16028
16,29,129,129,100.0,16029
16,30,169,169,100.0,16030
16,31,210,210,100.0,16031
16,33,168,168,100.0,16033
16,34,193,193,100.0,16034
16,36,143,143,100.0,16036
17,8,4,4,100.0,17008
17,13,181,181,100.0,17013
17,19,60,60,100.0,17019
17,35,17,17,100.0,17035
17,36,102,102,100.0,17036
20,1,226,226,100.0,20001
20,2,101,101,100.0,20002
20,3,187,187,100.0,20003
20,4,68,68,100.0,20004
20,5,230,230,100.0,20005
20,6,114,114,100.0,20006
20,7,255,255,100.0,20007
20,8,225,225,100.0,20008
20,9,279,279,100.0,20009
20,10,199,199,100.0,20010
20,11,298,298,100.0,20011
20,12,161,161,100.0,20012
20,13,234,234,100.0,20013
20,14,133,133,100.0,20014
20,16,291,291,100.0,20016
20,17,7,7,100.0,20017
20,18,183,183,100.0,20018
20,19,245,245,100.0,20019
20,21,187,187,100.0,20021
20,22,314,314,100.0,20022
20,23,228,228,100.0,20023
20,24,228,228,100.0,20024
20,25,159,159,100.0,20025
20,26,250,250,100.0,20026
20,27,148,148,100.0,20027
20,28,163,163,100.0,20028
20,29,266,266,100.0,20029
20,30,126,126,100.0,20030
20,31,273,273,100.0,20031
20,32,231,231,100.0,20032
20,33,140,140,100.0,20033
20,34,343,343,100.0,20034
20,35,186,186,100.0,20035
20,36,91,91,100.0,20036
20,37,87,87,100.0,20037
20,38,102,102,100.0,20038
20,39,38,38,100.0,20039
