ward,precinct,total,Daniel William Lipinski,Daniel William Lipinski Percent,precinct_id
13,45,366,366,100.0,13045
13,46,343,343,100.0,13046
13,47,317,317,100.0,13047
13,48,264,264,100.0,13048
14,1,289,289,100.0,14001
14,4,222,222,100.0,14004
14,5,83,83,100.0,14005
14,7,305,305,100.0,14007
14,8,287,287,100.0,14008
14,9,313,313,100.0,14009
14,12,261,261,100.0,14012
14,18,118,118,100.0,14018
14,21,254,254,100.0,14021
14,22,333,333,100.0,14022
14,23,218,218,100.0,14023
14,24,289,289,100.0,14024
14,25,3,3,100.0,14025
14,26,201,201,100.0,14026
14,29,244,244,100.0,14029
15,1,226,226,100.0,15001
15,5,61,61,100.0,15005
15,8,93,93,100.0,15008
15,13,129,129,100.0,15013
15,14,200,200,100.0,15014
15,15,202,202,100.0,15015
15,16,243,243,100.0,15016
15,19,199,199,100.0,15019
16,1,258,258,100.0,16001
16,7,9,9,100.0,16007
16,23,204,204,100.0,16023
16,32,249,249,100.0,16032
16,35,81,81,100.0,16035
18,15,291,291,100.0,18015
18,24,257,257,100.0,18024
18,25,246,246,100.0,18025
18,30,296,296,100.0,18030
18,40,327,327,100.0,18040
18,43,221,221,100.0,18043
18,46,306,306,100.0,18046
19,1,233,233,100.0,19001
19,2,13,13,100.0,19002
19,3,164,164,100.0,19003
19,4,253,253,100.0,19004
19,5,95,95,100.0,19005
19,6,232,232,100.0,19006
19,7,253,253,100.0,19007
19,8,245,245,100.0,19008
19,9,187,187,100.0,19009
19,10,279,279,100.0,19010
19,11,167,167,100.0,19011
19,12,185,185,100.0,19012
19,15,266,266,100.0,19015
19,16,250,250,100.0,19016
19,17,222,222,100.0,19017
19,18,252,252,100.0,19018
19,19,340,340,100.0,19019
19,21,191,191,100.0,19021
19,22,243,243,100.0,19022
19,23,264,264,100.0,19023
19,24,175,175,100.0,19024
19,25,188,188,100.0,19025
19,26,237,237,100.0,19026
19,29,215,215,100.0,19029
19,30,219,219,100.0,19030
19,32,222,222,100.0,19032
19,33,234,234,100.0,19033
19,34,242,242,100.0,19034
19,35,251,251,100.0,19035
19,41,205,205,100.0,19041
19,44,269,269,100.0,19044
19,45,250,250,100.0,19045
19,46,259,259,100.0,19046
19,50,224,224,100.0,19050
19,51,341,341,100.0,19051
19,52,250,250,100.0,19052
19,53,228,228,100.0,19053
19,54,157,157,100.0,19054
19,55,177,177,100.0,19055
19,56,294,294,100.0,19056
19,57,162,162,100.0,19057
20,4,50,50,100.0,20004
20,15,123,123,100.0,20015
20,20,2,2,100.0,20020
22,1,176,176,100.0,22001
22,2,291,291,100.0,22002
22,8,315,315,100.0,22008
22,12,230,230,100.0,22012
22,23,316,316,100.0,22023
23,1,274,274,100.0,23001
23,2,229,229,100.0,23002
23,3,218,218,100.0,23003
23,4,308,308,100.0,23004
23,5,287,287,100.0,23005
23,6,322,322,100.0,23006
23,7,255,255,100.0,23007
23,8,304,304,100.0,23008
23,9,109,109,100.0,23009
23,10,343,343,100.0,23010
23,11,335,335,100.0,23011
23,12,221,221,100.0,23012
23,14,210,210,100.0,23014
23,15,224,224,100.0,23015
23,16,238,238,100.0,23016
23,17,115,115,100.0,23017
23,18,223,223,100.0,23018
23,19,73,73,100.0,23019
23,20,178,178,100.0,23020
23,21,243,243,100.0,23021
23,22,259,259,100.0,23022
23,23,260,260,100.0,23023
23,25,244,244,100.0,23025
23,26,244,244,100.0,23026
23,27,228,228,100.0,23027
23,28,250,250,100.0,23028
23,29,212,212,100.0,23029
23,30,328,328,100.0,23030
23,31,168,168,100.0,23031
23,32,291,291,100.0,23032
23,33,304,304,100.0,23033
23,34,154,154,100.0,23034
23,35,167,167,100.0,23035
23,36,225,225,100.0,23036
23,37,205,205,100.0,23037
23,38,222,222,100.0,23038
23,39,99,99,100.0,23039
