ward,precinct,total,Pat Heneghan,Pat Heneghan Percent,Susana L. Ortiz,Susana L. Ortiz Percent,precinct_id
48,37,316,119,37.66,142,44.94,48037
48,38,298,164,55.03,104,34.9,48038
48,39,200,86,43.0,81,40.5,48039
48,40,277,108,38.99,110,39.71,48040
48,41,347,110,31.7,187,53.89,48041
48,42,363,158,43.53,139,38.29,48042
48,43,309,107,34.63,140,45.31,48043
48,44,362,133,36.74,172,47.51,48044
48,45,251,104,41.43,102,40.64,48045
48,46,189,73,38.62,81,42.86,48046
49,1,222,85,38.29,87,39.19,49001
49,2,219,104,47.49,82,37.44,49002
49,3,337,156,46.29,143,42.43,49003
49,4,395,158,40.0,176,44.56,49004
49,5,288,121,42.01,127,44.1,49005
49,6,296,130,43.92,131,44.26,49006
49,7,302,126,41.72,127,42.05,49007
49,8,253,120,47.43,93,36.76,49008
49,9,316,143,45.25,131,41.46,49009
49,10,309,128,41.42,132,42.72,49010
49,11,380,159,41.84,171,45.0,49011
49,12,442,210,47.51,160,36.2,49012
49,13,365,157,43.01,148,40.55,49013
49,14,253,92,36.36,106,41.9,49014
49,15,238,93,39.08,108,45.38,49015
49,16,320,138,43.13,119,37.19,49016
49,17,204,74,36.27,87,42.65,49017
49,18,403,176,43.67,177,43.92,49018
49,19,276,127,46.01,115,41.67,49019
49,20,461,232,50.33,172,37.31,49020
49,21,197,74,37.56,96,48.73,49021
49,22,315,138,43.81,133,42.22,49022
49,23,413,157,38.01,171,41.4,49023
49,24,245,97,39.59,100,40.82,49024
49,25,443,197,44.47,185,41.76,49025
49,26,343,123,35.86,148,43.15,49026
49,27,364,138,37.91,159,43.68,49027
49,28,421,171,40.62,192,45.61,49028
49,29,385,160,41.56,152,39.48,49029
49,30,313,126,40.26,121,38.66,49030
49,31,255,114,44.71,95,37.25,49031
49,32,344,126,36.63,163,47.38,49032
49,33,291,104,35.74,147,50.52,49033
50,1,138,57,41.3,54,39.13,50001
50,2,105,40,38.1,53,50.48,50002
50,3,171,69,40.35,72,42.11,50003
50,4,215,85,39.53,98,45.58,50004
50,5,82,35,42.68,29,35.37,50005
50,6,218,80,36.7,96,44.04,50006
50,7,281,146,51.96,90,32.03,50007
50,8,204,63,30.88,105,51.47,50008
50,9,171,76,44.44,70,40.94,50009
50,10,153,54,35.29,69,45.1,50010
50,11,65,27,41.54,24,36.92,50011
50,12,82,25,30.49,38,46.34,50012
50,13,258,66,25.58,145,56.2,50013
50,14,49,24,48.98,13,26.53,50014
50,15,277,129,46.57,99,35.74,50015
50,16,51,22,43.14,15,29.41,50016
50,17,145,51,35.17,70,48.28,50017
50,18,23,11,47.83,5,21.74,50018
50,19,148,51,34.46,66,44.59,50019
50,20,227,93,40.97,109,48.02,50020
50,21,176,82,46.59,67,38.07,50021
50,22,130,49,37.69,53,40.77,50022
50,23,116,31,26.72,73,62.93,50023
50,24,103,42,40.78,39,37.86,50024
50,25,115,37,32.17,52,45.22,50025
50,26,189,52,27.51,100,52.91,50026
50,27,56,17,30.36,27,48.21,50027
50,28,211,56,26.54,109,51.66,50028
50,29,172,47,27.33,101,58.72,50029
50,30,156,58,37.18,75,48.08,50030
50,31,251,60,23.9,155,61.75,50031
50,32,231,48,20.78,138,59.74,50032
50,33,102,51,50.0,31,30.39,50033
50,34,256,118,46.09,97,37.89,50034
50,35,281,109,38.79,124,44.13,50035
50,36,212,87,41.04,92,43.4,50036
50,37,240,91,37.92,112,46.67,50037
50,38,105,40,38.1,36,34.29,50038
50,39,110,35,31.82,56,50.91,50039
50,40,104,33,31.73,47,45.19,50040
