ward,precinct,total,Andrew Seo,Andrew Seo Percent,Tom Greenhaw,Tom Greenhaw Percent,Martin J. Durkan,Martin J. Durkan Percent,precinct_id
50,29,192,61,31.77,69,35.94,62,32.29,50029
50,30,170,53,31.18,63,37.06,54,31.76,50030
50,31,276,87,31.52,102,36.96,87,31.52,50031
50,32,249,74,29.72,95,38.15,80,32.13,50032
50,33,105,23,21.9,54,51.43,28,26.67,50033
50,34,262,84,32.06,98,37.4,80,30.53,50034
50,35,298,107,35.91,102,34.23,89,29.87,50035
50,36,212,55,25.94,96,45.28,61,28.77,50036
50,37,229,68,29.69,97,42.36,64,27.95,50037
50,38,113,32,28.32,47,41.59,34,30.09,50038
50,39,132,41,31.06,54,40.91,37,28.03,50039
50,40,117,36,30.77,39,33.33,42,35.9,50040
