ward,precinct,total,Jacob Meister,Jacob Meister Percent,Dorothy A. Brown,Dorothy A. Brown Percent,Michelle A. Harris,Michelle A. Harris Percent,precinct_id
50,29,217,71,32.72,102,47.0,44,20.28,50029
50,30,196,57,29.08,78,39.8,61,31.12,50030
50,31,312,74,23.72,149,47.76,89,28.53,50031
50,32,281,54,19.22,151,53.74,76,27.05,50032
50,33,113,52,46.02,37,32.74,24,21.24,50033
50,34,304,133,43.75,91,29.93,80,26.32,50034
50,35,330,108,32.73,132,40.0,90,27.27,50035
50,36,250,102,40.8,90,36.0,58,23.2,50036
50,37,274,87,31.75,101,36.86,86,31.39,50037
50,38,122,57,46.72,38,31.15,27,22.13,50038
50,39,149,51,34.23,62,41.61,36,24.16,50039
50,40,139,68,48.92,40,28.78,31,22.3,50040
