ward,precinct,total,Richard W. Porter (Romney),Richard W. Porter (Romney) Percent,Daniel B. Peterson (Romney),Daniel B. Peterson (Romney) Percent,Katherine Dold White (Romney),Katherine Dold White (Romney) Percent,Judy Koehler (Perry),Judy Koehler (Perry) Percent,Justin Kuehlthau (Paul),Justin Kuehlthau (Paul) Percent,Tony Cimbalo (Paul),Tony Cimbalo (Paul) Percent,Mike Rothman (Paul),Mike Rothman (Paul) Percent,Robert Provenzano (Gingrich),Robert Provenzano (Gingrich) Percent,Carol A. Teschky (Gingrich),Carol A. Teschky (Gingrich) Percent,Gary K. Warner (Gingrich),Gary K. Warner (Gingrich) Percent,Kyle Frank (Roemer),Kyle Frank (Roemer) Percent,Stephanie Weiland (Roemer),Stephanie Weiland (Roemer) Percent,Phil Collins (Roemer),Phil Collins (Roemer) Percent,Penny Pullen (Santorum),Penny Pullen (Santorum) Percent,Charlene Foss-Eggemann (Santorum),Charlene Foss-Eggemann (Santorum) Percent,Joseph R. Hedrick (Santorum),Joseph R. Hedrick (Santorum) Percent,precinct_id
48,33,93,16,17.2,14,15.05,13,13.98,0,0.0,2,2.15,1,1.08,3,3.23,6,6.45,7,7.53,6,6.45,0,0.0,2,2.15,1,1.08,9,9.68,5,5.38,8,8.6,48033
48,34,48,6,12.5,6,12.5,2,4.17,1,2.08,5,10.42,4,8.33,4,8.33,0,0.0,1,2.08,1,2.08,0,0.0,0,0.0,0,0.0,7,14.58,5,10.42,6,12.5,48034
48,35,48,8,16.67,6,12.5,6,12.5,1,2.08,3,6.25,2,4.17,2,4.17,2,4.17,2,4.17,2,4.17,1,2.08,0,0.0,1,2.08,4,8.33,4,8.33,4,8.33,48035
48,36,84,23,27.38,21,25.0,17,20.24,0,0.0,3,3.57,4,4.76,2,2.38,2,2.38,2,2.38,1,1.19,0,0.0,1,1.19,0,0.0,3,3.57,2,2.38,3,3.57,48036
48,37,42,7,16.67,7,16.67,5,11.9,0,0.0,4,9.52,2,4.76,2,4.76,3,7.14,2,4.76,2,4.76,0,0.0,0,0.0,0,0.0,3,7.14,2,4.76,3,7.14,48037
48,38,53,9,16.98,8,15.09,9,16.98,0,0.0,1,1.89,2,3.77,1,1.89,0,0.0,1,1.89,0,0.0,0,0.0,1,1.89,0,0.0,8,15.09,5,9.43,8,15.09,48038
48,39,100,19,19.0,20,20.0,16,16.0,2,2.0,2,2.0,2,2.0,2,2.0,9,9.0,9,9.0,7,7.0,0,0.0,0,0.0,0,0.0,5,5.0,3,3.0,4,4.0,48039
48,40,38,6,15.79,5,13.16,4,10.53,0,0.0,4,10.53,3,7.89,3,7.89,1,2.63,3,7.89,1,2.63,0,0.0,0,0.0,0,0.0,3,7.89,2,5.26,3,7.89,48040
48,41,38,8,21.05,8,21.05,7,18.42,1,2.63,1,2.63,1,2.63,2,5.26,1,2.63,1,2.63,2,5.26,0,0.0,0,0.0,0,0.0,2,5.26,2,5.26,2,5.26,48041
48,42,26,3,11.54,3,11.54,3,11.54,2,7.69,1,3.85,1,3.85,0,0.0,1,3.85,0,0.0,0,0.0,0,0.0,0,0.0,1,3.85,4,15.38,3,11.54,4,15.38,48042
48,43,21,4,19.05,6,28.57,4,19.05,1,4.76,0,0.0,0,0.0,0,0.0,1,4.76,1,4.76,1,4.76,0,0.0,0,0.0,0,0.0,1,4.76,1,4.76,1,4.76,48043
48,44,47,8,17.02,7,14.89,8,17.02,1,2.13,2,4.26,3,6.38,2,4.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,10.64,6,12.77,5,10.64,48044
48,45,54,7,12.96,9,16.67,6,11.11,0,0.0,1,1.85,1,1.85,1,1.85,1,1.85,1,1.85,1,1.85,0,0.0,0,0.0,1,1.85,9,16.67,8,14.81,8,14.81,48045
48,46,72,13,18.06,13,18.06,10,13.89,0,0.0,5,6.94,6,8.33,4,5.56,1,1.39,2,2.78,1,1.39,0,0.0,1,1.39,1,1.39,5,6.94,5,6.94,5,6.94,48046
48,47,26,5,19.23,5,19.23,4,15.38,0,0.0,1,3.85,1,3.85,1,3.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,11.54,3,11.54,3,11.54,48047
48,48,71,17,23.94,15,21.13,13,18.31,1,1.41,0,0.0,0,0.0,2,2.82,2,2.82,2,2.82,2,2.82,1,1.41,1,1.41,3,4.23,4,5.63,5,7.04,3,4.23,48048
48,49,19,7,36.84,7,36.84,5,26.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48049
48,50,72,8,11.11,8,11.11,7,9.72,0,0.0,5,6.94,5,6.94,5,6.94,3,4.17,3,4.17,4,5.56,0,0.0,0,0.0,0,0.0,8,11.11,8,11.11,8,11.11,48050
48,51,67,7,10.45,7,10.45,8,11.94,0,0.0,6,8.96,6,8.96,6,8.96,1,1.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,13.43,8,11.94,9,13.43,48051
48,52,31,5,16.13,5,16.13,3,9.68,0,0.0,3,9.68,3,9.68,3,9.68,2,6.45,1,3.23,1,3.23,0,0.0,0,0.0,0,0.0,2,6.45,1,3.23,2,6.45,48052
49,1,15,4,26.67,4,26.67,3,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,0,0.0,1,6.67,1,6.67,1,6.67,49001
49,2,93,20,21.51,19,20.43,15,16.13,1,1.08,1,1.08,3,3.23,2,2.15,3,3.23,2,2.15,0,0.0,2,2.15,0,0.0,0,0.0,10,10.75,5,5.38,10,10.75,49002
49,3,20,2,10.0,2,10.0,2,10.0,0,0.0,3,15.0,3,15.0,4,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,1,5.0,2,10.0,49003
49,4,20,5,25.0,5,25.0,3,15.0,0,0.0,1,5.0,1,5.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,1,5.0,1,5.0,1,5.0,49004
49,5,36,5,13.89,5,13.89,4,11.11,0,0.0,0,0.0,0,0.0,0,0.0,1,2.78,1,2.78,1,2.78,1,2.78,0,0.0,0,0.0,6,16.67,6,16.67,6,16.67,49005
49,6,40,6,15.0,6,15.0,4,10.0,0,0.0,4,10.0,5,12.5,4,10.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.0,0,0.0,3,7.5,3,7.5,3,7.5,49006
49,7,99,11,11.11,9,9.09,9,9.09,2,2.02,9,9.09,8,8.08,7,7.07,2,2.02,2,2.02,3,3.03,1,1.01,1,1.01,1,1.01,12,12.12,10,10.1,12,12.12,49007
49,8,67,3,4.48,4,5.97,3,4.48,1,1.49,3,4.48,4,5.97,3,4.48,2,2.99,3,4.48,1,1.49,0,0.0,2,2.99,1,1.49,13,19.4,10,14.93,14,20.9,49008
49,9,45,7,15.56,7,15.56,6,13.33,0,0.0,5,11.11,5,11.11,5,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,8.89,3,6.67,3,6.67,49009
49,10,71,10,14.08,11,15.49,8,11.27,0,0.0,1,1.41,1,1.41,1,1.41,3,4.23,2,2.82,2,2.82,0,0.0,0,0.0,0,0.0,11,15.49,11,15.49,10,14.08,49010
49,11,42,5,11.9,5,11.9,5,11.9,1,2.38,5,11.9,5,11.9,4,9.52,1,2.38,3,7.14,2,4.76,1,2.38,1,2.38,0,0.0,2,4.76,1,2.38,1,2.38,49011
49,12,60,6,10.0,7,11.67,6,10.0,0,0.0,6,10.0,5,8.33,7,11.67,4,6.67,2,3.33,2,3.33,0,0.0,0,0.0,0,0.0,6,10.0,3,5.0,6,10.0,49012
49,13,68,4,5.88,4,5.88,2,2.94,1,1.47,2,2.94,2,2.94,2,2.94,4,5.88,4,5.88,4,5.88,0,0.0,0,0.0,0,0.0,14,20.59,11,16.18,14,20.59,49013
49,14,89,9,10.11,7,7.87,8,8.99,2,2.25,4,4.49,2,2.25,2,2.25,11,12.36,9,10.11,10,11.24,0,0.0,1,1.12,1,1.12,10,11.24,6,6.74,7,7.87,49014
49,15,36,3,8.33,3,8.33,3,8.33,1,2.78,6,16.67,5,13.89,5,13.89,3,8.33,2,5.56,2,5.56,0,0.0,0,0.0,0,0.0,1,2.78,1,2.78,1,2.78,49015
49,16,71,13,18.31,11,15.49,9,12.68,2,2.82,3,4.23,3,4.23,6,8.45,3,4.23,5,7.04,3,4.23,0,0.0,2,2.82,1,1.41,5,7.04,2,2.82,3,4.23,49016
49,17,24,4,16.67,4,16.67,4,16.67,0,0.0,4,16.67,4,16.67,4,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49017
49,18,48,7,14.58,7,14.58,8,16.67,0,0.0,3,6.25,4,8.33,4,8.33,1,2.08,0,0.0,1,2.08,0,0.0,0,0.0,0,0.0,4,8.33,4,8.33,5,10.42,49018
49,19,37,6,16.22,5,13.51,4,10.81,0,0.0,3,8.11,3,8.11,2,5.41,0,0.0,0,0.0,0,0.0,0,0.0,1,2.7,1,2.7,5,13.51,3,8.11,4,10.81,49019
49,20,76,16,21.05,14,18.42,12,15.79,2,2.63,2,2.63,2,2.63,5,6.58,6,7.89,6,7.89,4,5.26,0,0.0,1,1.32,0,0.0,3,3.95,1,1.32,2,2.63,49020
49,21,41,4,9.76,6,14.63,4,9.76,0,0.0,3,7.32,3,7.32,3,7.32,1,2.44,1,2.44,1,2.44,0,0.0,0,0.0,0,0.0,5,12.2,5,12.2,5,12.2,49021
49,22,30,7,23.33,4,13.33,5,16.67,0,0.0,2,6.67,2,6.67,1,3.33,0,0.0,1,3.33,0,0.0,1,3.33,1,3.33,0,0.0,3,10.0,2,6.67,1,3.33,49022
49,23,15,2,13.33,2,13.33,2,13.33,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,20.0,2,13.33,3,20.0,49023
49,24,70,13,18.57,10,14.29,10,14.29,0,0.0,2,2.86,2,2.86,5,7.14,0,0.0,0,0.0,1,1.43,0,0.0,0,0.0,1,1.43,11,15.71,6,8.57,9,12.86,49024
49,25,50,3,6.0,3,6.0,2,4.0,0,0.0,3,6.0,3,6.0,3,6.0,2,4.0,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,9,18.0,8,16.0,9,18.0,49025
49,26,124,21,16.94,23,18.55,15,12.1,2,1.61,5,4.03,3,2.42,4,3.23,10,8.06,5,4.03,6,4.84,4,3.23,2,1.61,2,1.61,9,7.26,5,4.03,8,6.45,49026
49,27,36,5,13.89,8,22.22,5,13.89,1,2.78,2,5.56,2,5.56,2,5.56,3,8.33,0,0.0,2,5.56,0,0.0,0,0.0,0,0.0,2,5.56,2,5.56,2,5.56,49027
49,28,64,16,25.0,16,25.0,10,15.63,1,1.56,2,3.13,2,3.13,2,3.13,1,1.56,1,1.56,1,1.56,0,0.0,1,1.56,0,0.0,3,4.69,3,4.69,5,7.81,49028
49,29,76,10,13.16,9,11.84,10,13.16,2,2.63,2,2.63,4,5.26,5,6.58,3,3.95,4,5.26,3,3.95,1,1.32,1,1.32,0,0.0,8,10.53,6,7.89,8,10.53,49029
49,30,48,7,14.58,9,18.75,7,14.58,0,0.0,4,8.33,4,8.33,4,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,8.33,4,8.33,5,10.42,49030
49,31,50,9,18.0,9,18.0,5,10.0,2,4.0,7,14.0,6,12.0,5,10.0,0,0.0,1,2.0,0,0.0,0,0.0,3,6.0,1,2.0,1,2.0,0,0.0,1,2.0,49031
49,32,26,3,11.54,3,11.54,2,7.69,0,0.0,3,11.54,3,11.54,3,11.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,15.38,2,7.69,3,11.54,49032
49,33,61,8,13.11,6,9.84,5,8.2,1,1.64,2,3.28,3,4.92,2,3.28,2,3.28,1,1.64,2,3.28,0,0.0,0,0.0,0,0.0,11,18.03,8,13.11,10,16.39,49033
49,34,26,3,11.54,3,11.54,2,7.69,0,0.0,2,7.69,3,11.54,3,11.54,0,0.0,1,3.85,0,0.0,0,0.0,0,0.0,0,0.0,3,11.54,3,11.54,3,11.54,49034
49,35,75,6,8.0,8,10.67,4,5.33,3,4.0,6,8.0,6,8.0,7,9.33,2,2.67,4,5.33,3,4.0,1,1.33,0,0.0,0,0.0,10,13.33,7,9.33,8,10.67,49035
49,36,63,12,19.05,12,19.05,11,17.46,1,1.59,6,9.52,6,9.52,6,9.52,1,1.59,1,1.59,1,1.59,0,0.0,0,0.0,0,0.0,3,4.76,2,3.17,1,1.59,49036
49,37,79,14,17.72,14,17.72,8,10.13,1,1.27,6,7.59,6,7.59,6,7.59,2,2.53,2,2.53,2,2.53,0,0.0,0,0.0,0,0.0,6,7.59,5,6.33,7,8.86,49037
49,38,32,2,6.25,3,9.38,2,6.25,0,0.0,2,6.25,2,6.25,2,6.25,5,15.63,3,9.38,5,15.63,0,0.0,0,0.0,0,0.0,2,6.25,2,6.25,2,6.25,49038
50,1,159,35,22.01,35,22.01,28,17.61,0,0.0,3,1.89,2,1.26,4,2.52,5,3.14,6,3.77,4,2.52,0,0.0,0,0.0,0,0.0,14,8.81,11,6.92,12,7.55,50001
50,2,115,26,22.61,23,20.0,23,20.0,1,0.87,0,0.0,1,0.87,0,0.0,5,4.35,5,4.35,6,5.22,0,0.0,0,0.0,0,0.0,8,6.96,8,6.96,9,7.83,50002
50,3,82,15,18.29,12,14.63,13,15.85,0,0.0,0,0.0,0,0.0,1,1.22,6,7.32,6,7.32,5,6.1,0,0.0,0,0.0,0,0.0,8,9.76,7,8.54,9,10.98,50003
50,4,62,11,17.74,10,16.13,10,16.13,1,1.61,2,3.23,2,3.23,3,4.84,1,1.61,0,0.0,2,3.23,0,0.0,0,0.0,1,1.61,8,12.9,6,9.68,5,8.06,50004
50,5,154,32,20.78,30,19.48,22,14.29,4,2.6,2,1.3,2,1.3,7,4.55,4,2.6,7,4.55,2,1.3,1,0.65,2,1.3,1,0.65,12,7.79,12,7.79,14,9.09,50005
50,6,49,7,14.29,6,12.24,6,12.24,1,2.04,2,4.08,1,2.04,2,4.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,16.33,8,16.33,8,16.33,50006
50,7,75,5,6.67,5,6.67,5,6.67,1,1.33,7,9.33,6,8.0,7,9.33,3,4.0,3,4.0,4,5.33,0,0.0,0,0.0,0,0.0,10,13.33,9,12.0,10,13.33,50007
50,8,30,5,16.67,5,16.67,3,10.0,0,0.0,4,13.33,2,6.67,2,6.67,1,3.33,1,3.33,2,6.67,2,6.67,0,0.0,0,0.0,1,3.33,1,3.33,1,3.33,50008
50,9,54,17,31.48,14,25.93,8,14.81,0,0.0,1,1.85,2,3.7,1,1.85,2,3.7,1,1.85,1,1.85,2,3.7,0,0.0,0,0.0,2,3.7,2,3.7,1,1.85,50009
50,10,87,17,19.54,18,20.69,14,16.09,0,0.0,3,3.45,3,3.45,3,3.45,1,1.15,0,0.0,2,2.3,0,0.0,0,0.0,0,0.0,9,10.34,8,9.2,9,10.34,50010
50,11,258,62,24.03,62,24.03,52,20.16,0,0.0,3,1.16,3,1.16,7,2.71,10,3.88,9,3.49,9,3.49,1,0.39,0,0.0,0,0.0,17,6.59,11,4.26,12,4.65,50011
50,12,96,30,31.25,27,28.13,18,18.75,1,1.04,1,1.04,2,2.08,3,3.13,3,3.13,2,2.08,2,2.08,0,0.0,0,0.0,0,0.0,3,3.13,1,1.04,3,3.13,50012
50,13,69,11,15.94,11,15.94,12,17.39,3,4.35,2,2.9,3,4.35,3,4.35,1,1.45,0,0.0,0,0.0,0,0.0,0,0.0,1,1.45,8,11.59,8,11.59,6,8.7,50013
50,14,87,23,26.44,22,25.29,19,21.84,0,0.0,1,1.15,1,1.15,2,2.3,3,3.45,2,2.3,2,2.3,0,0.0,0,0.0,0,0.0,4,4.6,4,4.6,4,4.6,50014
50,15,77,12,15.58,11,14.29,11,14.29,0,0.0,1,1.3,0,0.0,0,0.0,1,1.3,1,1.3,1,1.3,0,0.0,1,1.3,0,0.0,13,16.88,11,14.29,14,18.18,50015
50,16,76,26,34.21,26,34.21,19,25.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.32,3,3.95,1,1.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50016
50,17,62,11,17.74,8,12.9,8,12.9,0,0.0,1,1.61,1,1.61,1,1.61,5,8.06,4,6.45,4,6.45,0,0.0,0,0.0,0,0.0,6,9.68,6,9.68,7,11.29,50017
50,18,95,28,29.47,26,27.37,25,26.32,0,0.0,3,3.16,1,1.05,1,1.05,2,2.11,2,2.11,2,2.11,0,0.0,0,0.0,1,1.05,1,1.05,1,1.05,2,2.11,50018
50,19,81,20,24.69,17,20.99,13,16.05,0,0.0,3,3.7,3,3.7,4,4.94,2,2.47,3,3.7,3,3.7,0,0.0,1,1.23,0,0.0,4,4.94,4,4.94,4,4.94,50019
50,20,115,12,10.43,9,7.83,8,6.96,1,0.87,6,5.22,7,6.09,6,5.22,4,3.48,4,3.48,3,2.61,1,0.87,0,0.0,0,0.0,17,14.78,18,15.65,19,16.52,50020
50,21,101,17,16.83,17,16.83,14,13.86,2,1.98,3,2.97,3,2.97,4,3.96,7,6.93,8,7.92,9,8.91,0,0.0,0,0.0,1,0.99,6,5.94,4,3.96,6,5.94,50021
50,22,32,7,21.88,6,18.75,6,18.75,0,0.0,3,9.38,3,9.38,2,6.25,1,3.13,0,0.0,0,0.0,0,0.0,1,3.13,0,0.0,1,3.13,1,3.13,1,3.13,50022
50,23,69,11,15.94,12,17.39,12,17.39,1,1.45,1,1.45,0,0.0,1,1.45,2,2.9,2,2.9,4,5.8,1,1.45,1,1.45,1,1.45,9,13.04,5,7.25,6,8.7,50023
50,24,82,11,13.41,11,13.41,10,12.2,1,1.22,5,6.1,5,6.1,8,9.76,3,3.66,2,2.44,2,2.44,0,0.0,0,0.0,1,1.22,9,10.98,7,8.54,7,8.54,50024
50,25,94,23,24.47,22,23.4,18,19.15,1,1.06,2,2.13,2,2.13,2,2.13,1,1.06,2,2.13,2,2.13,0,0.0,0,0.0,0,0.0,7,7.45,5,5.32,7,7.45,50025
50,26,30,3,10.0,4,13.33,2,6.67,0,0.0,1,3.33,1,3.33,0,0.0,0,0.0,1,3.33,0,0.0,1,3.33,0,0.0,1,3.33,6,20.0,5,16.67,5,16.67,50026
50,27,70,19,27.14,17,24.29,13,18.57,1,1.43,0,0.0,0,0.0,0,0.0,2,2.86,4,5.71,2,2.86,1,1.43,0,0.0,0,0.0,5,7.14,3,4.29,3,4.29,50027
50,28,74,14,18.92,17,22.97,14,18.92,2,2.7,2,2.7,2,2.7,2,2.7,4,5.41,3,4.05,3,4.05,0,0.0,0,0.0,1,1.35,4,5.41,3,4.05,3,4.05,50028
50,29,60,7,11.67,8,13.33,6,10.0,2,3.33,2,3.33,1,1.67,0,0.0,3,5.0,1,1.67,0,0.0,2,3.33,3,5.0,2,3.33,10,16.67,6,10.0,7,11.67,50029
50,30,118,30,25.42,25,21.19,19,16.1,0,0.0,5,4.24,5,4.24,5,4.24,2,1.69,2,1.69,3,2.54,0,0.0,0,0.0,0,0.0,9,7.63,5,4.24,8,6.78,50030
50,31,69,13,18.84,14,20.29,14,20.29,0,0.0,0,0.0,0,0.0,0,0.0,5,7.25,4,5.8,3,4.35,1,1.45,0,0.0,0,0.0,6,8.7,5,7.25,4,5.8,50031
50,32,28,4,14.29,3,10.71,5,17.86,0,0.0,1,3.57,3,10.71,1,3.57,1,3.57,1,3.57,1,3.57,0,0.0,0,0.0,0,0.0,2,7.14,3,10.71,3,10.71,50032
50,33,73,15,20.55,14,19.18,12,16.44,0,0.0,0,0.0,0,0.0,0,0.0,7,9.59,6,8.22,6,8.22,0,0.0,0,0.0,0,0.0,5,6.85,3,4.11,5,6.85,50033
50,34,53,10,18.87,8,15.09,4,7.55,1,1.89,0,0.0,0,0.0,1,1.89,1,1.89,2,3.77,4,7.55,0,0.0,1,1.89,3,5.66,7,13.21,4,7.55,7,13.21,50034
50,35,100,16,16.0,17,17.0,16,16.0,1,1.0,8,8.0,8,8.0,7,7.0,2,2.0,2,2.0,2,2.0,0,0.0,0,0.0,0,0.0,9,9.0,6,6.0,6,6.0,50035
50,36,69,9,13.04,8,11.59,7,10.14,0,0.0,4,5.8,3,4.35,2,2.9,5,7.25,4,5.8,5,7.25,0,0.0,0,0.0,0,0.0,7,10.14,6,8.7,9,13.04,50036
50,37,112,20,17.86,19,16.96,17,15.18,2,1.79,6,5.36,7,6.25,8,7.14,4,3.57,3,2.68,4,3.57,0,0.0,1,0.89,0,0.0,10,8.93,5,4.46,6,5.36,50037
50,38,64,13,20.31,13,20.31,11,17.19,0,0.0,0,0.0,0,0.0,0,0.0,4,6.25,4,6.25,4,6.25,0,0.0,0,0.0,0,0.0,6,9.38,4,6.25,5,7.81,50038
50,39,115,22,19.13,25,21.74,20,17.39,1,0.87,0,0.0,1,0.87,3,2.61,5,4.35,5,4.35,6,5.22,1,0.87,2,1.74,0,0.0,9,7.83,7,6.09,8,6.96,50039
50,40,170,35,20.59,35,20.59,29,17.06,0,0.0,1,0.59,1,0.59,2,1.18,8,4.71,8,4.71,8,4.71,0,0.0,0,0.0,0,0.0,17,10.0,13,7.65,13,7.65,50040
50,41,198,47,23.74,46,23.23,40,20.2,1,0.51,1,0.51,1,0.51,1,0.51,3,1.52,3,1.52,2,1.01,1,0.51,1,0.51,1,0.51,19,9.6,13,6.57,18,9.09,50041
50,42,91,16,17.58,14,15.38,11,12.09,2,2.2,3,3.3,4,4.4,4,4.4,2,2.2,3,3.3,3,3.3,0,0.0,0,0.0,1,1.1,10,10.99,9,9.89,9,9.89,50042
50,43,50,4,8.0,5,10.0,5,10.0,1,2.0,5,10.0,6,12.0,4,8.0,2,4.0,2,4.0,4,8.0,0,0.0,0,0.0,0,0.0,5,10.0,3,6.0,4,8.0,50043
