ward,precinct,total,Kurt D. Diekelman (Romney),Kurt D. Diekelman (Romney) Percent,Marjorie Milone (Romney),Marjorie Milone (Romney) Percent,Suzy J. Newberg (Romney),Suzy J. Newberg (Romney) Percent,Anthony Raczek (Paul),Anthony Raczek (Paul) Percent,James P. Wogan (Paul),James P. Wogan (Paul) Percent,Lisa Wogan (Paul),Lisa Wogan (Paul) Percent,Barbara (''Bobbie'') Peterson (Gingric,Barbara (''Bobbie'') Peterson (Gingric Percent,Judy A. Diekelman (Gingrich),Judy A. Diekelman (Gingrich) Percent,Darrel Smith (Gingrich),Darrel Smith (Gingrich) Percent,Ceasar I. LeFlore (Santorum),Ceasar I. LeFlore (Santorum) Percent,Jay Farquhar (Santorum),Jay Farquhar (Santorum) Percent,precinct_id
5,37,56,9,16.07,10,17.86,8,14.29,6,10.71,4,7.14,4,7.14,0,0.0,1,1.79,1,1.79,5,8.93,3,5.36,05037
5,40,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,05040
5,43,6,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05043
5,44,9,1,11.11,1,11.11,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,05044
5,46,42,7,16.67,6,14.29,6,14.29,3,7.14,3,7.14,3,7.14,0,0.0,1,2.38,1,2.38,4,9.52,4,9.52,05046
5,47,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05047
7,1,11,2,18.18,0,0.0,0,0.0,1,9.09,2,18.18,3,27.27,1,9.09,1,9.09,1,9.09,0,0.0,0,0.0,07001
7,2,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,07002
7,3,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07003
7,4,12,2,16.67,2,16.67,3,25.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,1,8.33,1,8.33,07004
7,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07005
7,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07006
7,7,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07007
7,8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07008
7,9,13,3,23.08,3,23.08,4,30.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,07009
7,10,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,07010
7,11,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,07011
7,12,4,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,07012
7,13,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07013
7,14,12,3,25.0,2,16.67,2,16.67,0,0.0,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,07014
7,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07015
7,16,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,07016
7,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07017
7,18,11,1,9.09,1,9.09,3,27.27,0,0.0,0,0.0,0,0.0,2,18.18,1,9.09,1,9.09,2,18.18,0,0.0,07018
7,19,7,2,28.57,1,14.29,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07019
7,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07020
7,21,4,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07021
7,22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07022
7,23,5,1,20.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,07023
7,24,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,07024
7,25,10,0,0.0,1,10.0,0,0.0,1,10.0,2,20.0,1,10.0,2,20.0,0,0.0,0,0.0,1,10.0,1,10.0,07025
7,26,3,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,07026
7,27,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,07027
7,28,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07028
7,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07029
7,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07030
7,31,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07031
7,32,11,3,27.27,3,27.27,3,27.27,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,07032
7,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07033
7,34,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,07034
7,35,8,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,1,12.5,1,12.5,1,12.5,1,12.5,07035
7,36,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07036
7,37,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,1,20.0,1,20.0,07037
7,38,3,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,07038
7,39,7,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,07039
7,40,9,2,22.22,2,22.22,2,22.22,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07040
7,41,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,07041
7,42,9,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,07042
7,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07043
7,44,13,4,30.77,4,30.77,4,30.77,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07044
7,45,24,2,8.33,2,8.33,2,8.33,2,8.33,2,8.33,2,8.33,0,0.0,0,0.0,0,0.0,4,16.67,4,16.67,07045
7,46,4,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,07046
7,47,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07047
7,48,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,07048
7,49,8,1,12.5,0,0.0,0,0.0,1,12.5,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,1,12.5,1,12.5,07049
8,4,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,08004
8,7,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,08007
8,15,3,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08015
8,21,6,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,08021
8,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08025
8,27,3,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,08027
8,28,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,08028
8,32,10,1,10.0,1,10.0,2,20.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,2,20.0,2,20.0,08032
8,36,3,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,08036
8,39,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,08039
8,42,6,1,16.67,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,1,16.67,0,0.0,0,0.0,08042
8,44,7,1,14.29,2,28.57,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,08044
8,46,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08046
8,57,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08057
8,60,11,1,9.09,0,0.0,0,0.0,1,9.09,2,18.18,2,18.18,1,9.09,0,0.0,0,0.0,2,18.18,1,9.09,08060
8,63,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,08063
9,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09001
9,2,12,1,8.33,0,0.0,3,25.0,0,0.0,2,16.67,3,25.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,09002
9,3,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,09003
9,4,3,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,09004
9,5,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,1,25.0,09005
9,6,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09006
9,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,09007
9,8,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,09008
9,9,3,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,09009
9,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09010
9,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09011
9,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09012
9,13,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,09013
9,14,4,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,09014
9,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09015
9,16,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,09016
9,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09017
9,18,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09018
9,19,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,09019
9,20,5,0,0.0,0,0.0,0,0.0,2,40.0,1,20.0,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09020
9,21,6,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09021
9,22,6,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,09022
9,23,4,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,1,25.0,0,0.0,0,0.0,09023
9,24,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,09024
9,25,38,4,10.53,4,10.53,4,10.53,3,7.89,2,5.26,3,7.89,0,0.0,1,2.63,0,0.0,5,13.16,5,13.16,09025
9,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09026
9,27,8,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,3,37.5,2,25.0,0,0.0,0,0.0,09027
9,28,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09028
9,29,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09029
9,30,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,09030
9,31,17,5,29.41,0,0.0,0,0.0,1,5.88,1,5.88,1,5.88,0,0.0,5,29.41,0,0.0,1,5.88,1,5.88,09031
9,32,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,09032
9,33,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,09033
9,34,2,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09034
9,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09035
9,37,46,7,15.22,7,15.22,8,17.39,2,4.35,2,4.35,3,6.52,0,0.0,1,2.17,0,0.0,6,13.04,5,10.87,09037
9,38,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09038
9,39,8,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,2,25.0,2,25.0,09039
9,40,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,33.33,4,33.33,09040
9,41,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09041
9,42,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09042
9,43,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09043
9,44,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09044
9,45,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09045
9,46,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09046
10,1,10,0,0.0,0,0.0,2,20.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,2,20.0,2,20.0,10001
10,2,43,7,16.28,9,20.93,9,20.93,1,2.33,0,0.0,1,2.33,1,2.33,2,4.65,1,2.33,4,9.3,4,9.3,10002
10,3,65,17,26.15,17,26.15,15,23.08,2,3.08,0,0.0,0,0.0,1,1.54,1,1.54,1,1.54,2,3.08,3,4.62,10003
10,4,13,3,23.08,4,30.77,3,23.08,1,7.69,0,0.0,0,0.0,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,10004
10,5,40,9,22.5,4,10.0,5,12.5,1,2.5,1,2.5,1,2.5,0,0.0,0,0.0,0,0.0,6,15.0,6,15.0,10005
10,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10006
10,7,19,1,5.26,1,5.26,1,5.26,2,10.53,2,10.53,2,10.53,1,5.26,0,0.0,0,0.0,3,15.79,3,15.79,10007
10,8,68,12,17.65,10,14.71,9,13.24,4,5.88,2,2.94,1,1.47,2,2.94,3,4.41,4,5.88,6,8.82,7,10.29,10008
10,9,84,12,14.29,15,17.86,11,13.1,5,5.95,1,1.19,0,0.0,3,3.57,4,4.76,4,4.76,12,14.29,8,9.52,10009
10,10,99,17,17.17,18,18.18,16,16.16,4,4.04,2,2.02,3,3.03,3,3.03,6,6.06,3,3.03,10,10.1,9,9.09,10010
10,11,51,10,19.61,10,19.61,10,19.61,0,0.0,2,3.92,1,1.96,2,3.92,1,1.96,1,1.96,4,7.84,5,9.8,10011
10,12,37,6,16.22,5,13.51,4,10.81,0,0.0,2,5.41,0,0.0,2,5.41,3,8.11,2,5.41,4,10.81,4,10.81,10012
10,13,82,12,14.63,9,10.98,10,12.2,4,4.88,4,4.88,7,8.54,1,1.22,4,4.88,3,3.66,9,10.98,9,10.98,10013
10,14,87,15,17.24,15,17.24,15,17.24,3,3.45,1,1.15,2,2.3,1,1.15,3,3.45,0,0.0,10,11.49,11,12.64,10014
10,15,22,2,9.09,1,4.55,1,4.55,0,0.0,0,0.0,1,4.55,1,4.55,1,4.55,0,0.0,5,22.73,4,18.18,10015
10,16,75,14,18.67,14,18.67,13,17.33,6,8.0,2,2.67,3,4.0,0,0.0,0,0.0,1,1.33,7,9.33,9,12.0,10016
10,17,66,11,16.67,13,19.7,13,19.7,2,3.03,1,1.52,2,3.03,1,1.52,3,4.55,3,4.55,6,9.09,6,9.09,10017
10,18,7,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,1,14.29,1,14.29,10018
10,19,73,12,16.44,10,13.7,10,13.7,4,5.48,4,5.48,3,4.11,2,2.74,2,2.74,2,2.74,7,9.59,7,9.59,10019
10,20,54,6,11.11,6,11.11,5,9.26,5,9.26,3,5.56,3,5.56,1,1.85,3,5.56,3,5.56,6,11.11,6,11.11,10020
10,21,85,8,9.41,9,10.59,9,10.59,7,8.24,6,7.06,4,4.71,2,2.35,5,5.88,4,4.71,9,10.59,9,10.59,10021
10,22,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,10022
10,23,17,4,23.53,1,5.88,2,11.76,3,17.65,3,17.65,3,17.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10023
10,24,87,15,17.24,16,18.39,17,19.54,1,1.15,0,0.0,1,1.15,3,3.45,6,6.9,6,6.9,8,9.2,7,8.05,10024
10,25,13,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,2,15.38,2,15.38,2,15.38,2,15.38,10025
10,26,46,7,15.22,7,15.22,5,10.87,0,0.0,1,2.17,1,2.17,2,4.35,4,8.7,4,8.7,6,13.04,3,6.52,10026
10,27,72,12,16.67,12,16.67,12,16.67,7,9.72,6,8.33,6,8.33,1,1.39,0,0.0,1,1.39,5,6.94,5,6.94,10027
10,28,6,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10028
10,29,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10029
10,30,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,10030
10,31,55,7,12.73,7,12.73,7,12.73,2,3.64,2,3.64,2,3.64,1,1.82,0,0.0,0,0.0,8,14.55,9,16.36,10031
10,32,44,6,13.64,7,15.91,6,13.64,4,9.09,3,6.82,4,9.09,1,2.27,1,2.27,1,2.27,3,6.82,4,9.09,10032
10,33,25,5,20.0,5,20.0,5,20.0,0,0.0,0,0.0,0,0.0,1,4.0,1,4.0,1,4.0,3,12.0,3,12.0,10033
10,34,26,4,15.38,5,19.23,4,15.38,0,0.0,1,3.85,2,7.69,2,7.69,2,7.69,2,7.69,2,7.69,1,3.85,10034
10,35,31,7,22.58,7,22.58,7,22.58,2,6.45,2,6.45,2,6.45,1,3.23,1,3.23,1,3.23,0,0.0,0,0.0,10035
10,36,34,3,8.82,6,17.65,4,11.76,1,2.94,1,2.94,2,5.88,0,0.0,3,8.82,1,2.94,5,14.71,3,8.82,10036
10,37,7,1,14.29,1,14.29,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,10037
10,38,59,11,18.64,9,15.25,12,20.34,4,6.78,0,0.0,1,1.69,4,6.78,0,0.0,2,3.39,7,11.86,4,6.78,10038
10,39,29,5,17.24,6,20.69,5,17.24,0,0.0,1,3.45,0,0.0,2,6.9,0,0.0,0,0.0,3,10.34,3,10.34,10039
10,40,22,4,18.18,0,0.0,0,0.0,1,4.55,1,4.55,2,9.09,1,4.55,1,4.55,2,9.09,3,13.64,3,13.64,10040
10,41,86,17,19.77,16,18.6,16,18.6,0,0.0,0,0.0,1,1.16,3,3.49,4,4.65,3,3.49,9,10.47,8,9.3,10041
10,42,85,13,15.29,11,12.94,12,14.12,1,1.18,1,1.18,1,1.18,3,3.53,6,7.06,4,4.71,10,11.76,9,10.59,10042
10,43,9,0,0.0,2,22.22,2,22.22,0,0.0,0,0.0,1,11.11,1,11.11,0,0.0,0,0.0,1,11.11,1,11.11,10043
10,44,18,3,16.67,3,16.67,1,5.56,1,5.56,1,5.56,1,5.56,0,0.0,0,0.0,1,5.56,3,16.67,2,11.11,10044
10,45,25,4,16.0,4,16.0,4,16.0,0,0.0,0,0.0,0,0.0,1,4.0,1,4.0,1,4.0,4,16.0,3,12.0,10045
