ward,precinct,total,THOMAS J. LIPSCOMB,THOMAS J. LIPSCOMB Percent,precinct_id
40,3,161,161,100.0,40003
40,4,167,167,100.0,40004
40,7,158,158,100.0,40007
40,11,148,148,100.0,40011
40,16,166,166,100.0,40016
40,22,66,66,100.0,40022
40,23,204,204,100.0,40023
40,33,180,180,100.0,40033
40,40,101,101,100.0,40040
40,41,203,203,100.0,40041
40,42,229,229,100.0,40042
40,43,195,195,100.0,40043
40,45,256,256,100.0,40045
40,46,198,198,100.0,40046
42,1,233,233,100.0,42001
42,2,152,152,100.0,42002
42,3,149,149,100.0,42003
42,4,181,181,100.0,42004
42,5,160,160,100.0,42005
42,6,329,329,100.0,42006
42,7,178,178,100.0,42007
42,8,251,251,100.0,42008
42,9,176,176,100.0,42009
42,10,170,170,100.0,42010
42,11,197,197,100.0,42011
42,12,128,128,100.0,42012
42,13,322,322,100.0,42013
42,14,213,213,100.0,42014
42,15,231,231,100.0,42015
42,16,125,125,100.0,42016
42,17,153,153,100.0,42017
42,19,100,100,100.0,42019
42,20,121,121,100.0,42020
42,22,129,129,100.0,42022
42,23,213,213,100.0,42023
42,24,200,200,100.0,42024
42,25,180,180,100.0,42025
42,26,172,172,100.0,42026
42,27,227,227,100.0,42027
42,28,203,203,100.0,42028
42,29,182,182,100.0,42029
42,30,123,123,100.0,42030
42,31,106,106,100.0,42031
42,32,223,223,100.0,42032
42,33,247,247,100.0,42033
42,34,190,190,100.0,42034
42,35,159,159,100.0,42035
42,36,166,166,100.0,42036
42,37,175,175,100.0,42037
42,38,204,204,100.0,42038
42,39,180,180,100.0,42039
42,40,113,113,100.0,42040
42,41,190,190,100.0,42041
42,42,139,139,100.0,42042
42,43,192,192,100.0,42043
42,44,148,148,100.0,42044
42,45,164,164,100.0,42045
42,46,100,100,100.0,42046
42,47,113,113,100.0,42047
42,48,112,112,100.0,42048
42,49,75,75,100.0,42049
42,50,121,121,100.0,42050
42,51,177,177,100.0,42051
42,52,116,116,100.0,42052
42,53,119,119,100.0,42053
42,54,154,154,100.0,42054
42,55,191,191,100.0,42055
42,56,143,143,100.0,42056
42,57,153,153,100.0,42057
42,58,70,70,100.0,42058
42,59,62,62,100.0,42059
42,60,108,108,100.0,42060
42,61,129,129,100.0,42061
42,62,118,118,100.0,42062
42,63,165,165,100.0,42063
42,64,83,83,100.0,42064
42,65,190,190,100.0,42065
42,66,139,139,100.0,42066
42,67,106,106,100.0,42067
42,68,227,227,100.0,42068
43,1,134,134,100.0,43001
43,2,193,193,100.0,43002
43,3,180,180,100.0,43003
43,4,225,225,100.0,43004
43,5,200,200,100.0,43005
43,6,175,175,100.0,43006
43,7,116,116,100.0,43007
43,8,189,189,100.0,43008
43,9,150,150,100.0,43009
43,10,108,108,100.0,43010
43,11,132,132,100.0,43011
43,12,236,236,100.0,43012
43,13,103,103,100.0,43013
43,14,166,166,100.0,43014
43,15,160,160,100.0,43015
43,16,188,188,100.0,43016
43,17,120,120,100.0,43017
43,18,245,245,100.0,43018
43,19,141,141,100.0,43019
43,20,201,201,100.0,43020
43,21,121,121,100.0,43021
43,22,131,131,100.0,43022
43,23,164,164,100.0,43023
43,24,162,162,100.0,43024
43,25,181,181,100.0,43025
43,26,139,139,100.0,43026
43,27,156,156,100.0,43027
43,28,153,153,100.0,43028
43,29,186,186,100.0,43029
43,30,90,90,100.0,43030
43,31,155,155,100.0,43031
43,32,142,142,100.0,43032
43,33,118,118,100.0,43033
43,34,119,119,100.0,43034
43,35,205,205,100.0,43035
43,36,167,167,100.0,43036
43,37,165,165,100.0,43037
43,38,180,180,100.0,43038
43,39,151,151,100.0,43039
43,40,111,111,100.0,43040
43,41,133,133,100.0,43041
43,42,177,177,100.0,43042
43,43,173,173,100.0,43043
43,44,235,235,100.0,43044
43,45,36,36,100.0,43045
43,46,241,241,100.0,43046
43,47,195,195,100.0,43047
43,48,213,213,100.0,43048
43,49,136,136,100.0,43049
43,50,149,149,100.0,43050
43,51,226,226,100.0,43051
43,52,210,210,100.0,43052
43,53,216,216,100.0,43053
43,54,143,143,100.0,43054
43,55,139,139,100.0,43055
43,56,131,131,100.0,43056
43,57,157,157,100.0,43057
43,58,185,185,100.0,43058
43,59,186,186,100.0,43059
43,60,126,126,100.0,43060
43,61,124,124,100.0,43061
43,62,188,188,100.0,43062
43,63,116,116,100.0,43063
43,64,117,117,100.0,43064
43,65,111,111,100.0,43065
43,66,65,65,100.0,43066
43,67,119,119,100.0,43067
44,1,209,209,100.0,44001
44,2,173,173,100.0,44002
44,3,229,229,100.0,44003
44,4,256,256,100.0,44004
44,5,256,256,100.0,44005
44,6,211,211,100.0,44006
44,7,249,249,100.0,44007
44,8,144,144,100.0,44008
44,9,348,348,100.0,44009
44,10,174,174,100.0,44010
44,11,264,264,100.0,44011
44,12,155,155,100.0,44012
44,13,153,153,100.0,44013
44,14,232,232,100.0,44014
44,15,265,265,100.0,44015
44,16,241,241,100.0,44016
44,17,250,250,100.0,44017
44,18,150,150,100.0,44018
44,19,137,137,100.0,44019
44,20,212,212,100.0,44020
44,21,278,278,100.0,44021
44,22,264,264,100.0,44022
44,23,252,252,100.0,44023
44,24,174,174,100.0,44024
44,25,215,215,100.0,44025
44,26,188,188,100.0,44026
44,27,244,244,100.0,44027
44,28,160,160,100.0,44028
44,29,246,246,100.0,44029
44,30,214,214,100.0,44030
44,31,248,248,100.0,44031
44,32,143,143,100.0,44032
44,33,305,305,100.0,44033
44,34,145,145,100.0,44034
44,35,188,188,100.0,44035
44,36,232,232,100.0,44036
44,37,275,275,100.0,44037
44,38,224,224,100.0,44038
44,39,257,257,100.0,44039
44,40,220,220,100.0,44040
44,41,243,243,100.0,44041
44,42,249,249,100.0,44042
44,43,235,235,100.0,44043
44,44,266,266,100.0,44044
44,45,246,246,100.0,44045
44,46,161,161,100.0,44046
44,47,292,292,100.0,44047
44,48,179,179,100.0,44048
44,49,326,326,100.0,44049
44,50,246,246,100.0,44050
46,1,347,347,100.0,46001
46,2,187,187,100.0,46002
46,3,280,280,100.0,46003
46,4,182,182,100.0,46004
46,5,208,208,100.0,46005
46,6,190,190,100.0,46006
46,7,298,298,100.0,46007
46,8,212,212,100.0,46008
46,9,253,253,100.0,46009
46,10,120,120,100.0,46010
46,11,219,219,100.0,46011
46,12,182,182,100.0,46012
46,13,314,314,100.0,46013
46,14,189,189,100.0,46014
46,15,235,235,100.0,46015
46,16,213,213,100.0,46016
46,17,345,345,100.0,46017
46,18,235,235,100.0,46018
46,19,248,248,100.0,46019
46,20,182,182,100.0,46020
46,22,137,137,100.0,46022
46,23,161,161,100.0,46023
46,24,209,209,100.0,46024
46,25,155,155,100.0,46025
46,26,176,176,100.0,46026
46,27,220,220,100.0,46027
46,28,226,226,100.0,46028
46,29,193,193,100.0,46029
46,30,234,234,100.0,46030
46,31,267,267,100.0,46031
46,32,185,185,100.0,46032
46,33,216,216,100.0,46033
46,34,312,312,100.0,46034
46,35,136,136,100.0,46035
46,36,247,247,100.0,46036
46,37,161,161,100.0,46037
46,38,109,109,100.0,46038
46,39,243,243,100.0,46039
46,40,146,146,100.0,46040
46,41,170,170,100.0,46041
46,42,229,229,100.0,46042
46,43,147,147,100.0,46043
47,18,257,257,100.0,47018
47,23,108,108,100.0,47023
47,24,236,236,100.0,47024
47,41,324,324,100.0,47041
47,44,252,252,100.0,47044
48,1,240,240,100.0,48001
48,3,264,264,100.0,48003
48,4,255,255,100.0,48004
48,5,173,173,100.0,48005
48,6,272,272,100.0,48006
48,7,183,183,100.0,48007
48,8,168,168,100.0,48008
48,9,194,194,100.0,48009
48,10,137,137,100.0,48010
48,11,263,263,100.0,48011
48,12,195,195,100.0,48012
48,14,264,264,100.0,48014
48,15,169,169,100.0,48015
48,16,144,144,100.0,48016
48,17,173,173,100.0,48017
48,18,165,165,100.0,48018
48,19,179,179,100.0,48019
48,20,90,90,100.0,48020
48,21,90,90,100.0,48021
48,23,183,183,100.0,48023
48,24,198,198,100.0,48024
48,25,193,193,100.0,48025
48,26,236,236,100.0,48026
48,27,118,118,100.0,48027
48,28,183,183,100.0,48028
48,29,183,183,100.0,48029
48,30,223,223,100.0,48030
48,31,175,175,100.0,48031
48,32,73,73,100.0,48032
48,34,91,91,100.0,48034
48,35,159,159,100.0,48035
48,36,181,181,100.0,48036
48,37,189,189,100.0,48037
48,38,248,248,100.0,48038
48,39,137,137,100.0,48039
48,40,95,95,100.0,48040
48,42,163,163,100.0,48042
48,43,256,256,100.0,48043
48,44,211,211,100.0,48044
48,45,192,192,100.0,48045
48,46,147,147,100.0,48046
48,47,130,130,100.0,48047
48,48,177,177,100.0,48048
48,49,60,60,100.0,48049
48,50,205,205,100.0,48050
48,51,253,253,100.0,48051
48,52,128,128,100.0,48052
48,53,0,0,0.0,48053
48,55,55,55,100.0,48055
48,56,120,120,100.0,48056
49,17,25,25,100.0,49017
