ward,precinct,total,RICHARD J. DANIELS,RICHARD J. DANIELS Percent,MARIA PAPPAS,MARIA PAPPAS Percent,precinct_id
2,22,452,94,20.8,358,79.2,02022
2,23,140,3,2.14,137,97.86,02023
2,24,129,7,5.43,122,94.57,02024
2,25,196,23,11.73,173,88.27,02025
2,26,245,35,14.29,210,85.71,02026
2,27,148,10,6.76,138,93.24,02027
2,28,143,40,27.97,103,72.03,02028
2,29,102,19,18.63,83,81.37,02029
2,30,144,6,4.17,138,95.83,02030
2,31,272,13,4.78,259,95.22,02031
2,32,113,4,3.54,109,96.46,02032
2,33,175,8,4.57,167,95.43,02033
2,34,244,13,5.33,231,94.67,02034
2,35,94,32,34.04,62,65.96,02035
2,36,111,6,5.41,105,94.59,02036
2,37,280,61,21.79,219,78.21,02037
2,38,244,13,5.33,231,94.67,02038
2,39,216,23,10.65,193,89.35,02039
2,40,305,33,10.82,272,89.18,02040
2,41,160,13,8.13,147,91.88,02041
2,42,90,10,11.11,80,88.89,02042
2,43,424,78,18.4,346,81.6,02043
2,44,147,5,3.4,142,96.6,02044
2,45,190,6,3.16,184,96.84,02045
2,46,345,20,5.8,325,94.2,02046
2,47,199,11,5.53,188,94.47,02047
2,48,171,9,5.26,162,94.74,02048
2,49,244,49,20.08,195,79.92,02049
2,50,183,32,17.49,151,82.51,02050
2,51,195,6,3.08,189,96.92,02051
2,52,236,8,3.39,228,96.61,02052
2,53,112,3,2.68,109,97.32,02053
2,54,374,91,24.33,283,75.67,02054
2,55,76,11,14.47,65,85.53,02055
2,56,202,11,5.45,191,94.55,02056
2,57,123,4,3.25,119,96.75,02057
2,58,129,17,13.18,112,86.82,02058
2,59,314,45,14.33,269,85.67,02059
3,1,184,7,3.8,177,96.2,03001
3,2,359,19,5.29,340,94.71,03002
3,3,222,38,17.12,184,82.88,03003
3,4,125,1,0.8,124,99.2,03004
3,5,115,9,7.83,106,92.17,03005
3,6,183,8,4.37,175,95.63,03006
3,7,219,19,8.68,200,91.32,03007
3,8,79,5,6.33,74,93.67,03008
3,9,111,5,4.5,106,95.5,03009
3,10,118,3,2.54,115,97.46,03010
3,11,131,9,6.87,122,93.13,03011
3,12,228,15,6.58,213,93.42,03012
3,13,165,24,14.55,141,85.45,03013
3,14,99,6,6.06,93,93.94,03014
3,15,234,10,4.27,224,95.73,03015
3,16,402,18,4.48,384,95.52,03016
3,17,142,3,2.11,139,97.89,03017
3,18,137,10,7.3,127,92.7,03018
3,19,79,2,2.53,77,97.47,03019
3,20,53,3,5.66,50,94.34,03020
3,21,140,1,0.71,139,99.29,03021
3,22,138,7,5.07,131,94.93,03022
3,23,65,4,6.15,61,93.85,03023
3,24,169,2,1.18,167,98.82,03024
3,25,59,4,6.78,55,93.22,03025
3,26,143,0,0.0,143,100.0,03026
3,27,25,0,0.0,25,100.0,03027
3,28,145,10,6.9,135,93.1,03028
3,29,269,11,4.09,258,95.91,03029
3,30,147,4,2.72,143,97.28,03030
3,31,306,9,2.94,297,97.06,03031
3,32,175,3,1.71,172,98.29,03032
3,33,239,9,3.77,230,96.23,03033
3,34,143,7,4.9,136,95.1,03034
3,35,200,9,4.5,191,95.5,03035
3,36,130,9,6.92,121,93.08,03036
3,37,122,7,5.74,115,94.26,03037
3,38,47,0,0.0,47,100.0,03038
3,39,247,15,6.07,232,93.93,03039
3,40,212,5,2.36,207,97.64,03040
3,41,215,9,4.19,206,95.81,03041
3,42,174,3,1.72,171,98.28,03042
3,43,87,7,8.05,80,91.95,03043
3,44,106,4,3.77,102,96.23,03044
3,45,140,9,6.43,131,93.57,03045
3,46,196,5,2.55,191,97.45,03046
3,47,143,4,2.8,139,97.2,03047
3,48,189,6,3.17,183,96.83,03048
3,49,67,2,2.99,65,97.01,03049
3,50,103,4,3.88,99,96.12,03050
3,51,68,7,10.29,61,89.71,03051
3,52,103,4,3.88,99,96.12,03052
3,53,184,20,10.87,164,89.13,03053
3,54,221,52,23.53,169,76.47,03054
3,55,168,5,2.98,163,97.02,03055
3,56,176,8,4.55,168,95.45,03056
3,57,252,9,3.57,243,96.43,03057
3,58,80,1,1.25,79,98.75,03058
3,59,126,4,3.17,122,96.83,03059
3,60,210,7,3.33,203,96.67,03060
3,61,180,22,12.22,158,87.78,03061
3,62,179,6,3.35,173,96.65,03062
3,63,162,35,21.6,127,78.4,03063
4,1,264,26,9.85,238,90.15,04001
4,2,309,19,6.15,290,93.85,04002
4,3,415,13,3.13,402,96.87,04003
4,4,368,14,3.8,354,96.2,04004
4,5,303,17,5.61,286,94.39,04005
4,6,118,0,0.0,118,100.0,04006
4,7,208,13,6.25,195,93.75,04007
4,8,269,9,3.35,260,96.65,04008
4,9,534,22,4.12,512,95.88,04009
4,10,369,16,4.34,353,95.66,04010
4,11,312,5,1.6,307,98.4,04011
4,12,149,3,2.01,146,97.99,04012
4,13,232,17,7.33,215,92.67,04013
4,14,181,5,2.76,176,97.24,04014
4,15,157,11,7.01,146,92.99,04015
4,16,325,12,3.69,313,96.31,04016
4,17,327,40,12.23,287,87.77,04017
4,18,273,10,3.66,263,96.34,04018
4,19,314,13,4.14,301,95.86,04019
4,20,122,4,3.28,118,96.72,04020
4,21,372,25,6.72,347,93.28,04021
4,22,377,19,5.04,358,94.96,04022
4,23,248,18,7.26,230,92.74,04023
4,24,352,21,5.97,331,94.03,04024
4,25,301,13,4.32,288,95.68,04025
4,26,300,16,5.33,284,94.67,04026
4,27,298,12,4.03,286,95.97,04027
4,28,245,28,11.43,217,88.57,04028
4,29,232,24,10.34,208,89.66,04029
4,30,162,5,3.09,157,96.91,04030
4,31,90,4,4.44,86,95.56,04031
4,32,375,45,12.0,330,88.0,04032
4,33,110,10,9.09,100,90.91,04033
4,34,221,27,12.22,194,87.78,04034
4,35,185,5,2.7,180,97.3,04035
4,36,128,8,6.25,120,93.75,04036
4,37,161,5,3.11,156,96.89,04037
4,38,403,29,7.2,374,92.8,04038
4,39,127,4,3.15,123,96.85,04039
4,40,268,19,7.09,249,92.91,04040
4,41,146,14,9.59,132,90.41,04041
4,42,323,22,6.81,301,93.19,04042
4,43,224,22,9.82,202,90.18,04043
4,44,216,17,7.87,199,92.13,04044
4,45,466,31,6.65,435,93.35,04045
4,46,260,14,5.38,246,94.62,04046
4,47,421,30,7.13,391,92.87,04047
4,48,447,44,9.84,403,90.16,04048
4,49,94,4,4.26,90,95.74,04049
4,50,235,13,5.53,222,94.47,04050
4,51,344,12,3.49,332,96.51,04051
4,52,81,3,3.7,78,96.3,04052
4,53,12,0,0.0,12,100.0,04053
4,54,167,13,7.78,154,92.22,04054
4,55,225,14,6.22,211,93.78,04055
4,56,317,14,4.42,303,95.58,04056
4,57,153,9,5.88,144,94.12,04057
4,58,305,20,6.56,285,93.44,04058
5,1,319,11,3.45,308,96.55,05001
5,2,228,6,2.63,222,97.37,05002
5,3,156,17,10.9,139,89.1,05003
5,4,214,8,3.74,206,96.26,05004
5,5,224,10,4.46,214,95.54,05005
5,6,356,19,5.34,337,94.66,05006
5,7,325,13,4.0,312,96.0,05007
5,8,409,49,11.98,360,88.02,05008
5,9,274,9,3.28,265,96.72,05009
5,10,287,15,5.23,272,94.77,05010
5,11,321,31,9.66,290,90.34,05011
5,12,204,6,2.94,198,97.06,05012
5,13,250,17,6.8,233,93.2,05013
5,14,382,28,7.33,354,92.67,05014
5,15,274,25,9.12,249,90.88,05015
5,16,239,14,5.86,225,94.14,05016
5,17,293,14,4.78,279,95.22,05017
5,18,288,21,7.29,267,92.71,05018
5,19,146,9,6.16,137,93.84,05019
5,20,159,8,5.03,151,94.97,05020
5,21,314,12,3.82,302,96.18,05021
5,22,290,8,2.76,282,97.24,05022
5,23,213,11,5.16,202,94.84,05023
5,24,251,16,6.37,235,93.63,05024
5,25,286,15,5.24,271,94.76,05025
5,26,289,19,6.57,270,93.43,05026
5,27,362,55,15.19,307,84.81,05027
5,28,255,12,4.71,243,95.29,05028
5,29,295,8,2.71,287,97.29,05029
5,30,307,38,12.38,269,87.62,05030
5,31,261,12,4.6,249,95.4,05031
5,32,380,12,3.16,368,96.84,05032
5,33,255,11,4.31,244,95.69,05033
5,34,277,7,2.53,270,97.47,05034
5,35,201,24,11.94,177,88.06,05035
5,36,168,8,4.76,160,95.24,05036
5,37,219,22,10.05,197,89.95,05037
5,38,344,34,9.88,310,90.12,05038
5,39,312,29,9.29,283,90.71,05039
5,40,362,12,3.31,350,96.69,05040
5,41,281,38,13.52,243,86.48,05041
5,42,303,11,3.63,292,96.37,05042
5,43,304,18,5.92,286,94.08,05043
5,44,293,18,6.14,275,93.86,05044
5,45,167,5,2.99,162,97.01,05045
5,46,308,30,9.74,278,90.26,05046
5,47,241,8,3.32,233,96.68,05047
5,48,213,14,6.57,199,93.43,05048
5,49,63,1,1.59,62,98.41,05049
5,50,242,10,4.13,232,95.87,05050
5,51,243,15,6.17,228,93.83,05051
5,52,96,10,10.42,86,89.58,05052
5,53,377,25,6.63,352,93.37,05053
5,54,388,23,5.93,365,94.07,05054
6,1,340,23,6.76,317,93.24,06001
6,2,340,11,3.24,329,96.76,06002
6,3,313,17,5.43,296,94.57,06003
6,4,234,16,6.84,218,93.16,06004
6,5,182,1,0.55,181,99.45,06005
6,6,252,12,4.76,240,95.24,06006
6,7,337,16,4.75,321,95.25,06007
6,8,290,8,2.76,282,97.24,06008
6,9,231,5,2.16,226,97.84,06009
6,10,374,22,5.88,352,94.12,06010
6,11,281,16,5.69,265,94.31,06011
6,12,272,4,1.47,268,98.53,06012
6,13,279,9,3.23,270,96.77,06013
6,14,315,8,2.54,307,97.46,06014
6,15,279,9,3.23,270,96.77,06015
6,16,318,14,4.4,304,95.6,06016
6,17,363,7,1.93,356,98.07,06017
6,18,76,4,5.26,72,94.74,06018
6,19,372,16,4.3,356,95.7,06019
6,20,299,9,3.01,290,96.99,06020
6,21,276,14,5.07,262,94.93,06021
6,22,294,7,2.38,287,97.62,06022
6,23,257,10,3.89,247,96.11,06023
6,24,289,11,3.81,278,96.19,06024
6,25,188,6,3.19,182,96.81,06025
6,26,310,15,4.84,295,95.16,06026
6,27,383,11,2.87,372,97.13,06027
6,28,467,18,3.85,449,96.15,06028
6,29,350,16,4.57,334,95.43,06029
6,30,277,10,3.61,267,96.39,06030
6,31,353,16,4.53,337,95.47,06031
6,32,350,8,2.29,342,97.71,06032
6,33,362,21,5.8,341,94.2,06033
6,34,247,14,5.67,233,94.33,06034
6,35,368,21,5.71,347,94.29,06035
6,36,168,2,1.19,166,98.81,06036
6,37,337,14,4.15,323,95.85,06037
6,38,323,18,5.57,305,94.43,06038
6,39,269,12,4.46,257,95.54,06039
6,40,183,8,4.37,175,95.63,06040
6,41,304,14,4.61,290,95.39,06041
6,42,183,4,2.19,179,97.81,06042
6,43,345,11,3.19,334,96.81,06043
6,44,312,18,5.77,294,94.23,06044
6,45,190,9,4.74,181,95.26,06045
6,46,279,17,6.09,262,93.91,06046
6,47,313,16,5.11,297,94.89,06047
6,48,326,10,3.07,316,96.93,06048
6,49,298,11,3.69,287,96.31,06049
6,50,285,15,5.26,270,94.74,06050
6,51,250,9,3.6,241,96.4,06051
6,52,242,12,4.96,230,95.04,06052
6,53,264,11,4.17,253,95.83,06053
6,54,267,10,3.75,257,96.25,06054
6,55,265,13,4.91,252,95.09,06055
6,56,227,10,4.41,217,95.59,06056
6,57,151,4,2.65,147,97.35,06057
6,58,313,18,5.75,295,94.25,06058
6,59,251,7,2.79,244,97.21,06059
6,60,212,12,5.66,200,94.34,06060
6,61,207,11,5.31,196,94.69,06061
6,62,107,9,8.41,98,91.59,06062
6,63,243,7,2.88,236,97.12,06063
6,64,349,20,5.73,329,94.27,06064
6,65,102,3,2.94,99,97.06,06065
6,66,296,16,5.41,280,94.59,06066
7,1,312,10,3.21,302,96.79,07001
7,2,342,20,5.85,322,94.15,07002
7,3,190,10,5.26,180,94.74,07003
7,4,246,15,6.1,231,93.9,07004
7,5,237,14,5.91,223,94.09,07005
7,6,223,11,4.93,212,95.07,07006
7,7,182,5,2.75,177,97.25,07007
7,8,100,7,7.0,93,93.0,07008
7,9,251,13,5.18,238,94.82,07009
7,10,200,11,5.5,189,94.5,07010
7,11,264,14,5.3,250,94.7,07011
7,12,221,8,3.62,213,96.38,07012
7,13,210,7,3.33,203,96.67,07013
7,14,316,24,7.59,292,92.41,07014
7,15,177,6,3.39,171,96.61,07015
7,16,205,13,6.34,192,93.66,07016
7,17,177,4,2.26,173,97.74,07017
7,18,186,12,6.45,174,93.55,07018
7,19,386,20,5.18,366,94.82,07019
7,20,125,4,3.2,121,96.8,07020
7,21,252,6,2.38,246,97.62,07021
7,22,190,8,4.21,182,95.79,07022
7,23,182,6,3.3,176,96.7,07023
7,24,200,1,0.5,199,99.5,07024
7,25,302,11,3.64,291,96.36,07025
7,26,329,15,4.56,314,95.44,07026
7,27,340,15,4.41,325,95.59,07027
7,28,290,14,4.83,276,95.17,07028
7,29,148,10,6.76,138,93.24,07029
7,30,281,14,4.98,267,95.02,07030
7,31,234,12,5.13,222,94.87,07031
7,32,219,11,5.02,208,94.98,07032
7,33,203,11,5.42,192,94.58,07033
7,34,235,10,4.26,225,95.74,07034
7,35,156,18,11.54,138,88.46,07035
7,36,282,12,4.26,270,95.74,07036
7,37,111,6,5.41,105,94.59,07037
7,38,195,5,2.56,190,97.44,07038
7,39,261,6,2.3,255,97.7,07039
7,40,227,8,3.52,219,96.48,07040
7,41,205,8,3.9,197,96.1,07041
7,42,400,12,3.0,388,97.0,07042
7,43,260,12,4.62,248,95.38,07043
7,44,392,22,5.61,370,94.39,07044
7,45,368,13,3.53,355,96.47,07045
7,46,104,6,5.77,98,94.23,07046
7,47,225,9,4.0,216,96.0,07047
7,48,120,2,1.67,118,98.33,07048
7,49,156,4,2.56,152,97.44,07049
7,50,168,10,5.95,158,94.05,07050
7,51,210,4,1.9,206,98.1,07051
7,52,221,5,2.26,216,97.74,07052
7,53,209,9,4.31,200,95.69,07053
7,54,136,7,5.15,129,94.85,07054
7,55,217,16,7.37,201,92.63,07055
7,56,228,10,4.39,218,95.61,07056
7,57,232,6,2.59,226,97.41,07057
7,58,303,15,4.95,288,95.05,07058
7,59,147,13,8.84,134,91.16,07059
7,60,178,7,3.93,171,96.07,07060
7,61,233,11,4.72,222,95.28,07061
7,62,248,6,2.42,242,97.58,07062
7,63,195,13,6.67,182,93.33,07063
7,64,217,12,5.53,205,94.47,07064
7,65,206,10,4.85,196,95.15,07065
8,1,331,14,4.23,317,95.77,08001
8,2,170,6,3.53,164,96.47,08002
8,3,397,18,4.53,379,95.47,08003
8,4,291,13,4.47,278,95.53,08004
8,5,339,16,4.72,323,95.28,08005
8,6,331,14,4.23,317,95.77,08006
8,7,230,4,1.74,226,98.26,08007
8,8,344,13,3.78,331,96.22,08008
8,9,354,15,4.24,339,95.76,08009
8,10,368,12,3.26,356,96.74,08010
8,11,282,17,6.03,265,93.97,08011
8,12,276,11,3.99,265,96.01,08012
8,13,251,6,2.39,245,97.61,08013
8,14,271,5,1.85,266,98.15,08014
8,15,275,5,1.82,270,98.18,08015
8,16,311,7,2.25,304,97.75,08016
8,17,251,10,3.98,241,96.02,08017
8,18,205,8,3.9,197,96.1,08018
8,19,343,11,3.21,332,96.79,08019
8,20,214,11,5.14,203,94.86,08020
8,21,245,9,3.67,236,96.33,08021
8,22,259,13,5.02,246,94.98,08022
8,23,288,10,3.47,278,96.53,08023
8,24,306,18,5.88,288,94.12,08024
8,25,309,11,3.56,298,96.44,08025
8,26,215,7,3.26,208,96.74,08026
8,27,309,12,3.88,297,96.12,08027
8,28,231,6,2.6,225,97.4,08028
8,29,303,14,4.62,289,95.38,08029
8,30,235,11,4.68,224,95.32,08030
8,31,212,10,4.72,202,95.28,08031
8,32,477,21,4.4,456,95.6,08032
8,33,256,12,4.69,244,95.31,08033
8,34,348,17,4.89,331,95.11,08034
8,35,364,13,3.57,351,96.43,08035
8,36,277,12,4.33,265,95.67,08036
8,37,334,10,2.99,324,97.01,08037
8,38,258,10,3.88,248,96.12,08038
8,39,338,13,3.85,325,96.15,08039
8,40,296,10,3.38,286,96.62,08040
8,41,272,16,5.88,256,94.12,08041
8,42,282,12,4.26,270,95.74,08042
8,43,286,17,5.94,269,94.06,08043
8,44,216,7,3.24,209,96.76,08044
8,45,226,6,2.65,220,97.35,08045
8,46,229,11,4.8,218,95.2,08046
8,47,317,12,3.79,305,96.21,08047
8,48,224,8,3.57,216,96.43,08048
8,49,315,13,4.13,302,95.87,08049
8,50,293,11,3.75,282,96.25,08050
8,51,364,19,5.22,345,94.78,08051
8,52,301,12,3.99,289,96.01,08052
8,53,344,16,4.65,328,95.35,08053
8,54,298,17,5.7,281,94.3,08054
8,55,300,10,3.33,290,96.67,08055
8,56,373,13,3.49,360,96.51,08056
8,57,245,11,4.49,234,95.51,08057
8,58,311,23,7.4,288,92.6,08058
8,59,197,12,6.09,185,93.91,08059
8,60,238,10,4.2,228,95.8,08060
8,61,250,7,2.8,243,97.2,08061
8,62,266,8,3.01,258,96.99,08062
8,63,308,7,2.27,301,97.73,08063
8,64,262,12,4.58,250,95.42,08064
8,65,192,5,2.6,187,97.4,08065
8,66,409,13,3.18,396,96.82,08066
8,67,143,8,5.59,135,94.41,08067
8,68,182,9,4.95,173,95.05,08068
8,69,179,5,2.79,174,97.21,08069
8,70,339,13,3.83,326,96.17,08070
9,1,344,23,6.69,321,93.31,09001
9,2,354,15,4.24,339,95.76,09002
9,3,217,3,1.38,214,98.62,09003
9,4,368,19,5.16,349,94.84,09004
9,5,323,13,4.02,310,95.98,09005
9,6,306,11,3.59,295,96.41,09006
9,7,320,10,3.13,310,96.88,09007
9,8,229,7,3.06,222,96.94,09008
9,9,333,9,2.7,324,97.3,09009
9,10,290,15,5.17,275,94.83,09010
9,11,206,9,4.37,197,95.63,09011
9,12,324,11,3.4,313,96.6,09012
9,13,389,25,6.43,364,93.57,09013
9,14,407,19,4.67,388,95.33,09014
9,15,144,2,1.39,142,98.61,09015
9,16,330,10,3.03,320,96.97,09016
9,17,286,12,4.2,274,95.8,09017
9,18,327,12,3.67,315,96.33,09018
9,19,357,21,5.88,336,94.12,09019
9,20,336,13,3.87,323,96.13,09020
9,21,225,11,4.89,214,95.11,09021
9,22,365,14,3.84,351,96.16,09022
9,23,233,11,4.72,222,95.28,09023
9,24,157,6,3.82,151,96.18,09024
9,25,139,6,4.32,133,95.68,09025
9,26,203,10,4.93,193,95.07,09026
9,27,178,6,3.37,172,96.63,09027
9,28,241,14,5.81,227,94.19,09028
9,29,274,9,3.28,265,96.72,09029
9,30,246,5,2.03,241,97.97,09030
9,31,262,13,4.96,249,95.04,09031
9,32,324,11,3.4,313,96.6,09032
9,33,192,6,3.13,186,96.88,09033
9,34,302,11,3.64,291,96.36,09034
9,35,302,14,4.64,288,95.36,09035
9,36,168,4,2.38,164,97.62,09036
9,37,274,58,21.17,216,78.83,09037
9,38,321,10,3.12,311,96.88,09038
9,39,303,8,2.64,295,97.36,09039
9,40,333,13,3.9,320,96.1,09040
9,41,375,13,3.47,362,96.53,09041
9,42,252,8,3.17,244,96.83,09042
9,43,232,13,5.6,219,94.4,09043
9,44,254,9,3.54,245,96.46,09044
9,45,318,15,4.72,303,95.28,09045
9,46,282,16,5.67,266,94.33,09046
9,47,196,9,4.59,187,95.41,09047
9,48,315,22,6.98,293,93.02,09048
9,49,127,9,7.09,118,92.91,09049
9,50,123,6,4.88,117,95.12,09050
9,51,219,6,2.74,213,97.26,09051
9,52,295,11,3.73,284,96.27,09052
9,53,239,9,3.77,230,96.23,09053
9,54,248,16,6.45,232,93.55,09054
9,55,167,6,3.59,161,96.41,09055
9,56,167,1,0.6,166,99.4,09056
9,57,182,30,16.48,152,83.52,09057
9,58,222,6,2.7,216,97.3,09058
10,1,182,11,6.04,171,93.96,10001
10,2,212,36,16.98,176,83.02,10002
10,3,295,60,20.34,235,79.66,10003
10,4,209,12,5.74,197,94.26,10004
10,5,242,37,15.29,205,84.71,10005
10,6,236,6,2.54,230,97.46,10006
10,7,64,6,9.38,58,90.63,10007
10,8,255,50,19.61,205,80.39,10008
10,9,272,65,23.9,207,76.1,10009
10,10,268,66,24.63,202,75.37,10010
10,11,271,52,19.19,219,80.81,10011
10,12,213,37,17.37,176,82.63,10012
10,13,213,31,14.55,182,85.45,10013
10,14,279,61,21.86,218,78.14,10014
10,15,126,26,20.63,100,79.37,10015
10,16,268,51,19.03,217,80.97,10016
10,17,254,54,21.26,200,78.74,10017
10,18,168,15,8.93,153,91.07,10018
10,19,291,67,23.02,224,76.98,10019
10,20,216,41,18.98,175,81.02,10020
10,21,223,55,24.66,168,75.34,10021
10,22,86,14,16.28,72,83.72,10022
10,23,199,22,11.06,177,88.94,10023
10,24,243,62,25.51,181,74.49,10024
10,25,282,18,6.38,264,93.62,10025
10,26,197,35,17.77,162,82.23,10026
10,27,314,52,16.56,262,83.44,10027
10,28,262,12,4.58,250,95.42,10028
10,29,218,5,2.29,213,97.71,10029
10,30,295,27,9.15,268,90.85,10030
10,31,272,45,16.54,227,83.46,10031
10,32,266,51,19.17,215,80.83,10032
10,33,231,39,16.88,192,83.12,10033
10,34,222,23,10.36,199,89.64,10034
10,35,224,28,12.5,196,87.5,10035
10,36,266,12,4.51,254,95.49,10036
10,37,186,4,2.15,182,97.85,10037
10,38,288,60,20.83,228,79.17,10038
10,39,229,27,11.79,202,88.21,10039
10,40,224,7,3.13,217,96.88,10040
10,41,312,75,24.04,237,75.96,10041
10,42,268,60,22.39,208,77.61,10042
10,43,105,4,3.81,101,96.19,10043
10,44,220,25,11.36,195,88.64,10044
10,45,166,22,13.25,144,86.75,10045
10,46,231,18,7.79,213,92.21,10046
10,47,221,30,13.57,191,86.43,10047
10,48,186,7,3.76,179,96.24,10048
10,49,168,4,2.38,164,97.62,10049
11,1,287,38,13.24,249,86.76,11001
11,2,248,35,14.11,213,85.89,11002
11,3,217,30,13.82,187,86.18,11003
11,4,331,33,9.97,298,90.03,11004
11,5,192,20,10.42,172,89.58,11005
11,6,384,60,15.63,324,84.38,11006
11,7,292,39,13.36,253,86.64,11007
11,8,286,38,13.29,248,86.71,11008
11,9,267,29,10.86,238,89.14,11009
11,10,166,24,14.46,142,85.54,11010
11,11,312,39,12.5,273,87.5,11011
11,12,320,34,10.63,286,89.38,11012
11,13,292,38,13.01,254,86.99,11013
11,14,240,32,13.33,208,86.67,11014
11,15,232,27,11.64,205,88.36,11015
11,16,287,42,14.63,245,85.37,11016
11,17,355,47,13.24,308,86.76,11017
11,18,207,26,12.56,181,87.44,11018
11,19,239,39,16.32,200,83.68,11019
11,20,221,19,8.6,202,91.4,11020
11,21,367,30,8.17,337,91.83,11021
11,22,238,23,9.66,215,90.34,11022
11,23,236,25,10.59,211,89.41,11023
11,24,406,38,9.36,368,90.64,11024
11,25,197,18,9.14,179,90.86,11025
11,26,395,49,12.41,346,87.59,11026
11,27,284,41,14.44,243,85.56,11027
11,28,225,22,9.78,203,90.22,11028
11,29,342,39,11.4,303,88.6,11029
11,30,282,32,11.35,250,88.65,11030
11,31,245,16,6.53,229,93.47,11031
11,32,232,21,9.05,211,90.95,11032
11,33,210,14,6.67,196,93.33,11033
11,34,152,11,7.24,141,92.76,11034
11,35,345,30,8.7,315,91.3,11035
11,36,84,6,7.14,78,92.86,11036
11,37,268,23,8.58,245,91.42,11037
11,38,387,40,10.34,347,89.66,11038
11,39,394,25,6.35,369,93.65,11039
11,40,165,18,10.91,147,89.09,11040
11,41,163,12,7.36,151,92.64,11041
11,42,232,16,6.9,216,93.1,11042
11,43,382,50,13.09,332,86.91,11043
11,44,271,55,20.3,216,79.7,11044
11,45,177,28,15.82,149,84.18,11045
11,46,177,10,5.65,167,94.35,11046
11,47,257,32,12.45,225,87.55,11047
11,48,152,18,11.84,134,88.16,11048
11,49,232,31,13.36,201,86.64,11049
11,50,201,21,10.45,180,89.55,11050
12,1,100,15,15.0,85,85.0,12001
12,2,157,21,13.38,136,86.62,12002
12,3,147,13,8.84,134,91.16,12003
12,4,136,17,12.5,119,87.5,12004
12,5,180,23,12.78,157,87.22,12005
12,6,110,10,9.09,100,90.91,12006
12,7,63,7,11.11,56,88.89,12007
12,8,289,46,15.92,243,84.08,12008
12,9,114,10,8.77,104,91.23,12009
12,10,90,12,13.33,78,86.67,12010
12,11,134,17,12.69,117,87.31,12011
12,12,116,21,18.1,95,81.9,12012
12,13,135,23,17.04,112,82.96,12013
12,14,114,11,9.65,103,90.35,12014
12,15,154,9,5.84,145,94.16,12015
12,16,154,15,9.74,139,90.26,12016
12,17,112,12,10.71,100,89.29,12017
12,18,153,12,7.84,141,92.16,12018
12,19,151,16,10.6,135,89.4,12019
12,20,177,20,11.3,157,88.7,12020
12,21,196,35,17.86,161,82.14,12021
12,22,122,11,9.02,111,90.98,12022
12,23,123,22,17.89,101,82.11,12023
12,24,213,29,13.62,184,86.38,12024
12,25,150,16,10.67,134,89.33,12025
12,26,153,14,9.15,139,90.85,12026
12,27,101,25,24.75,76,75.25,12027
12,28,176,28,15.91,148,84.09,12028
12,29,184,17,9.24,167,90.76,12029
