ward,precinct,total,RICHARD J. DANIELS,RICHARD J. DANIELS Percent,MARIA PAPPAS,MARIA PAPPAS Percent,precinct_id
37,38,235,6,2.55,229,97.45,37038
37,39,111,17,15.32,94,84.68,37039
37,40,265,12,4.53,253,95.47,37040
37,41,225,10,4.44,215,95.56,37041
37,42,52,6,11.54,46,88.46,37042
37,43,151,5,3.31,146,96.69,37043
37,44,223,9,4.04,214,95.96,37044
37,45,138,7,5.07,131,94.93,37045
37,46,222,10,4.5,212,95.5,37046
37,47,45,4,8.89,41,91.11,37047
37,48,262,44,16.79,218,83.21,37048
37,49,207,12,5.8,195,94.2,37049
37,50,243,31,12.76,212,87.24,37050
37,51,174,10,5.75,164,94.25,37051
37,52,152,23,15.13,129,84.87,37052
37,53,191,4,2.09,187,97.91,37053
37,54,238,9,3.78,229,96.22,37054
37,55,226,9,3.98,217,96.02,37055
37,56,160,11,6.88,149,93.13,37056
37,57,132,9,6.82,123,93.18,37057
37,58,201,6,2.99,195,97.01,37058
38,1,308,81,26.3,227,73.7,38001
38,2,230,63,27.39,167,72.61,38002
38,3,268,75,27.99,193,72.01,38003
38,4,134,37,27.61,97,72.39,38004
38,5,390,68,17.44,322,82.56,38005
38,6,259,54,20.85,205,79.15,38006
38,7,322,77,23.91,245,76.09,38007
38,8,196,58,29.59,138,70.41,38008
38,9,239,59,24.69,180,75.31,38009
38,10,349,78,22.35,271,77.65,38010
38,11,212,54,25.47,158,74.53,38011
38,12,329,81,24.62,248,75.38,38012
38,13,258,49,18.99,209,81.01,38013
38,14,239,45,18.83,194,81.17,38014
38,15,202,46,22.77,156,77.23,38015
38,16,314,60,19.11,254,80.89,38016
38,17,204,30,14.71,174,85.29,38017
38,18,268,76,28.36,192,71.64,38018
38,19,311,74,23.79,237,76.21,38019
38,20,305,76,24.92,229,75.08,38020
38,21,274,82,29.93,192,70.07,38021
38,22,262,67,25.57,195,74.43,38022
38,23,216,52,24.07,164,75.93,38023
38,24,183,31,16.94,152,83.06,38024
38,25,226,34,15.04,192,84.96,38025
38,26,227,50,22.03,177,77.97,38026
38,27,183,50,27.32,133,72.68,38027
38,28,224,58,25.89,166,74.11,38028
38,29,235,49,20.85,186,79.15,38029
38,30,243,44,18.11,199,81.89,38030
38,31,314,76,24.2,238,75.8,38031
38,32,340,90,26.47,250,73.53,38032
38,33,236,57,24.15,179,75.85,38033
38,34,157,33,21.02,124,78.98,38034
38,35,91,28,30.77,63,69.23,38035
38,36,254,41,16.14,213,83.86,38036
38,37,289,59,20.42,230,79.58,38037
38,38,335,87,25.97,248,74.03,38038
38,39,269,59,21.93,210,78.07,38039
38,40,189,48,25.4,141,74.6,38040
38,41,318,80,25.16,238,74.84,38041
38,42,282,49,17.38,233,82.62,38042
38,43,279,60,21.51,219,78.49,38043
38,44,255,76,29.8,179,70.2,38044
38,45,294,63,21.43,231,78.57,38045
38,46,247,55,22.27,192,77.73,38046
38,47,263,68,25.86,195,74.14,38047
38,48,267,56,20.97,211,79.03,38048
38,49,252,65,25.79,187,74.21,38049
38,50,303,81,26.73,222,73.27,38050
38,51,233,58,24.89,175,75.11,38051
38,52,265,64,24.15,201,75.85,38052
38,53,51,14,27.45,37,72.55,38053
39,1,263,94,35.74,169,64.26,39001
39,2,398,85,21.36,313,78.64,39002
39,3,291,87,29.9,204,70.1,39003
39,4,204,53,25.98,151,74.02,39004
39,5,209,45,21.53,164,78.47,39005
39,6,303,88,29.04,215,70.96,39006
39,7,189,33,17.46,156,82.54,39007
39,8,341,56,16.42,285,83.58,39008
39,9,340,69,20.29,271,79.71,39009
39,10,252,40,15.87,212,84.13,39010
39,11,342,73,21.35,269,78.65,39011
39,12,218,31,14.22,187,85.78,39012
39,13,163,33,20.25,130,79.75,39013
39,14,252,38,15.08,214,84.92,39014
39,15,255,79,30.98,176,69.02,39015
39,16,203,37,18.23,166,81.77,39016
39,17,226,42,18.58,184,81.42,39017
39,18,318,75,23.58,243,76.42,39018
39,19,221,45,20.36,176,79.64,39019
39,20,254,79,31.1,175,68.9,39020
39,21,179,33,18.44,146,81.56,39021
39,22,203,26,12.81,177,87.19,39022
39,23,158,26,16.46,132,83.54,39023
39,24,151,17,11.26,134,88.74,39024
39,25,300,78,26.0,222,74.0,39025
39,26,290,83,28.62,207,71.38,39026
39,27,276,72,26.09,204,73.91,39027
39,28,290,63,21.72,227,78.28,39028
39,29,276,50,18.12,226,81.88,39029
39,30,195,38,19.49,157,80.51,39030
39,31,173,33,19.08,140,80.92,39031
39,32,288,30,10.42,258,89.58,39032
39,33,312,63,20.19,249,79.81,39033
39,34,339,80,23.6,259,76.4,39034
39,35,309,64,20.71,245,79.29,39035
39,36,349,48,13.75,301,86.25,39036
39,37,383,114,29.77,269,70.23,39037
39,38,303,88,29.04,215,70.96,39038
39,39,141,29,20.57,112,79.43,39039
39,40,193,47,24.35,146,75.65,39040
39,41,128,26,20.31,102,79.69,39041
39,42,261,71,27.2,190,72.8,39042
39,43,290,71,24.48,219,75.52,39043
39,44,301,65,21.59,236,78.41,39044
39,45,154,28,18.18,126,81.82,39045
39,46,225,35,15.56,190,84.44,39046
39,47,198,61,30.81,137,69.19,39047
40,1,197,40,20.3,157,79.7,40001
40,2,203,36,17.73,167,82.27,40002
40,3,212,38,17.92,174,82.08,40003
40,4,227,30,13.22,197,86.78,40004
40,5,127,20,15.75,107,84.25,40005
40,6,232,29,12.5,203,87.5,40006
40,7,223,39,17.49,184,82.51,40007
40,8,84,24,28.57,60,71.43,40008
40,9,142,17,11.97,125,88.03,40009
40,10,293,54,18.43,239,81.57,40010
40,11,204,30,14.71,174,85.29,40011
40,12,189,27,14.29,162,85.71,40012
40,13,264,47,17.8,217,82.2,40013
40,14,244,44,18.03,200,81.97,40014
40,15,278,41,14.75,237,85.25,40015
40,16,251,38,15.14,213,84.86,40016
40,17,155,33,21.29,122,78.71,40017
40,18,242,45,18.6,197,81.4,40018
40,19,235,57,24.26,178,75.74,40019
40,20,210,49,23.33,161,76.67,40020
40,21,252,38,15.08,214,84.92,40021
40,22,89,14,15.73,75,84.27,40022
40,23,284,47,16.55,237,83.45,40023
40,24,167,30,17.96,137,82.04,40024
40,25,193,39,20.21,154,79.79,40025
40,26,245,30,12.24,215,87.76,40026
40,27,213,38,17.84,175,82.16,40027
40,28,243,34,13.99,209,86.01,40028
40,29,305,61,20.0,244,80.0,40029
40,30,294,54,18.37,240,81.63,40030
40,31,249,52,20.88,197,79.12,40031
40,32,169,45,26.63,124,73.37,40032
40,33,248,46,18.55,202,81.45,40033
40,34,184,32,17.39,152,82.61,40034
40,35,255,46,18.04,209,81.96,40035
40,36,280,43,15.36,237,84.64,40036
40,37,204,31,15.2,173,84.8,40037
40,38,157,25,15.92,132,84.08,40038
40,39,204,50,24.51,154,75.49,40039
40,40,148,34,22.97,114,77.03,40040
40,41,296,44,14.86,252,85.14,40041
40,42,309,46,14.89,263,85.11,40042
40,43,265,48,18.11,217,81.89,40043
40,44,202,39,19.31,163,80.69,40044
40,45,355,72,20.28,283,79.72,40045
40,46,292,34,11.64,258,88.36,40046
40,47,244,38,15.57,206,84.43,40047
40,48,196,45,22.96,151,77.04,40048
40,49,167,38,22.75,129,77.25,40049
41,1,277,90,32.49,187,67.51,41001
41,2,412,140,33.98,272,66.02,41002
41,3,231,65,28.14,166,71.86,41003
41,4,313,99,31.63,214,68.37,41004
41,5,442,146,33.03,296,66.97,41005
41,6,301,90,29.9,211,70.1,41006
41,7,463,141,30.45,322,69.55,41007
41,8,303,86,28.38,217,71.62,41008
41,9,293,82,27.99,211,72.01,41009
41,10,323,111,34.37,212,65.63,41010
41,11,269,98,36.43,171,63.57,41011
41,12,422,100,23.7,322,76.3,41012
41,13,278,64,23.02,214,76.98,41013
41,14,384,112,29.17,272,70.83,41014
41,15,239,66,27.62,173,72.38,41015
41,16,345,102,29.57,243,70.43,41016
41,17,342,106,30.99,236,69.01,41017
41,18,250,77,30.8,173,69.2,41018
41,19,299,83,27.76,216,72.24,41019
41,20,371,119,32.08,252,67.92,41020
41,21,378,119,31.48,259,68.52,41021
41,22,269,88,32.71,181,67.29,41022
41,23,312,92,29.49,220,70.51,41023
41,24,250,91,36.4,159,63.6,41024
41,25,175,44,25.14,131,74.86,41025
41,26,219,66,30.14,153,69.86,41026
41,27,163,45,27.61,118,72.39,41027
41,28,193,53,27.46,140,72.54,41028
41,29,147,39,26.53,108,73.47,41029
41,30,288,82,28.47,206,71.53,41030
41,31,360,99,27.5,261,72.5,41031
41,32,284,99,34.86,185,65.14,41032
41,33,323,95,29.41,228,70.59,41033
41,34,317,103,32.49,214,67.51,41034
41,35,310,112,36.13,198,63.87,41035
41,36,349,111,31.81,238,68.19,41036
41,37,382,120,31.41,262,68.59,41037
41,38,273,70,25.64,203,74.36,41038
41,39,257,79,30.74,178,69.26,41039
41,40,272,85,31.25,187,68.75,41040
41,41,321,103,32.09,218,67.91,41041
41,42,309,97,31.39,212,68.61,41042
41,43,274,80,29.2,194,70.8,41043
41,44,282,75,26.6,207,73.4,41044
41,45,269,59,21.93,210,78.07,41045
41,46,276,75,27.17,201,72.83,41046
41,47,314,105,33.44,209,66.56,41047
41,48,234,71,30.34,163,69.66,41048
41,49,252,79,31.35,173,68.65,41049
41,50,317,83,26.18,234,73.82,41050
41,51,266,91,34.21,175,65.79,41051
41,52,333,125,37.54,208,62.46,41052
41,53,383,132,34.46,251,65.54,41053
41,54,268,71,26.49,197,73.51,41054
41,55,315,103,32.7,212,67.3,41055
41,56,375,121,32.27,254,67.73,41056
41,57,322,100,31.06,222,68.94,41057
41,58,253,90,35.57,163,64.43,41058
41,59,280,72,25.71,208,74.29,41059
41,60,266,84,31.58,182,68.42,41060
41,61,402,116,28.86,286,71.14,41061
41,62,302,82,27.15,220,72.85,41062
41,63,288,88,30.56,200,69.44,41063
41,64,326,117,35.89,209,64.11,41064
41,65,404,88,21.78,316,78.22,41065
41,66,333,111,33.33,222,66.67,41066
41,67,261,62,23.75,199,76.25,41067
41,68,206,52,25.24,154,74.76,41068
41,69,380,110,28.95,270,71.05,41069
41,70,240,72,30.0,168,70.0,41070
41,71,193,55,28.5,138,71.5,41071
42,1,387,112,28.94,275,71.06,42001
42,2,230,79,34.35,151,65.65,42002
42,3,230,71,30.87,159,69.13,42003
42,4,306,114,37.25,192,62.75,42004
42,5,282,80,28.37,202,71.63,42005
42,6,524,138,26.34,386,73.66,42006
42,7,320,113,35.31,207,64.69,42007
42,8,405,115,28.4,290,71.6,42008
42,9,251,76,30.28,175,69.72,42009
42,10,271,74,27.31,197,72.69,42010
42,11,357,122,34.17,235,65.83,42011
42,12,201,56,27.86,145,72.14,42012
42,13,509,157,30.84,352,69.16,42013
42,14,327,112,34.25,215,65.75,42014
42,15,351,108,30.77,243,69.23,42015
42,16,222,68,30.63,154,69.37,42016
42,17,256,79,30.86,177,69.14,42017
42,18,295,98,33.22,197,66.78,42018
42,19,146,48,32.88,98,67.12,42019
42,20,181,67,37.02,114,62.98,42020
42,21,184,65,35.33,119,64.67,42021
42,22,206,63,30.58,143,69.42,42022
42,23,387,135,34.88,252,65.12,42023
42,24,359,110,30.64,249,69.36,42024
42,25,307,90,29.32,217,70.68,42025
42,26,270,56,20.74,214,79.26,42026
42,27,345,91,26.38,254,73.62,42027
42,28,337,88,26.11,249,73.89,42028
42,29,355,119,33.52,236,66.48,42029
42,30,213,72,33.8,141,66.2,42030
42,31,181,74,40.88,107,59.12,42031
42,32,330,80,24.24,250,75.76,42032
42,33,380,112,29.47,268,70.53,42033
42,34,279,86,30.82,193,69.18,42034
42,35,225,62,27.56,163,72.44,42035
42,36,262,92,35.11,170,64.89,42036
42,37,302,82,27.15,220,72.85,42037
42,38,358,125,34.92,233,65.08,42038
42,39,246,33,13.41,213,86.59,42039
42,40,180,43,23.89,137,76.11,42040
42,41,302,117,38.74,185,61.26,42041
42,42,225,64,28.44,161,71.56,42042
42,43,359,124,34.54,235,65.46,42043
42,44,238,80,33.61,158,66.39,42044
42,45,257,66,25.68,191,74.32,42045
42,46,154,27,17.53,127,82.47,42046
42,47,183,62,33.88,121,66.12,42047
42,48,235,101,42.98,134,57.02,42048
42,49,145,40,27.59,105,72.41,42049
42,50,192,57,29.69,135,70.31,42050
42,51,261,93,35.63,168,64.37,42051
42,52,176,51,28.98,125,71.02,42052
42,53,201,66,32.84,135,67.16,42053
42,54,233,80,34.33,153,65.67,42054
42,55,312,105,33.65,207,66.35,42055
42,56,212,79,37.26,133,62.74,42056
42,57,215,59,27.44,156,72.56,42057
42,58,103,23,22.33,80,77.67,42058
42,59,101,31,30.69,70,69.31,42059
42,60,166,45,27.11,121,72.89,42060
42,61,219,66,30.14,153,69.86,42061
42,62,205,73,35.61,132,64.39,42062
42,63,302,96,31.79,206,68.21,42063
42,64,139,41,29.5,98,70.5,42064
42,65,280,106,37.86,174,62.14,42065
42,66,202,53,26.24,149,73.76,42066
42,67,176,58,32.95,118,67.05,42067
42,68,336,140,41.67,196,58.33,42068
42,69,355,99,27.89,256,72.11,42069
43,1,191,45,23.56,146,76.44,43001
43,2,299,98,32.78,201,67.22,43002
43,3,278,85,30.58,193,69.42,43003
43,4,332,107,32.23,225,67.77,43004
43,5,332,116,34.94,216,65.06,43005
43,6,250,84,33.6,166,66.4,43006
43,7,180,52,28.89,128,71.11,43007
43,8,297,72,24.24,225,75.76,43008
43,9,244,90,36.89,154,63.11,43009
43,10,145,39,26.9,106,73.1,43010
43,11,228,95,41.67,133,58.33,43011
43,12,349,99,28.37,250,71.63,43012
43,13,157,58,36.94,99,63.06,43013
43,14,270,70,25.93,200,74.07,43014
43,15,269,83,30.86,186,69.14,43015
43,16,303,108,35.64,195,64.36,43016
43,17,198,75,37.88,123,62.12,43017
43,18,413,152,36.8,261,63.2,43018
43,19,225,54,24.0,171,76.0,43019
43,20,309,80,25.89,229,74.11,43020
43,21,191,71,37.17,120,62.83,43021
43,22,192,72,37.5,120,62.5,43022
43,23,242,62,25.62,180,74.38,43023
43,24,253,95,37.55,158,62.45,43024
43,25,270,58,21.48,212,78.52,43025
43,26,210,58,27.62,152,72.38,43026
43,27,267,89,33.33,178,66.67,43027
43,28,248,103,41.53,145,58.47,43028
43,29,273,81,29.67,192,70.33,43029
43,30,151,60,39.74,91,60.26,43030
43,31,252,83,32.94,169,67.06,43031
43,32,232,64,27.59,168,72.41,43032
43,33,186,75,40.32,111,59.68,43033
43,34,175,61,34.86,114,65.14,43034
43,35,306,107,34.97,199,65.03,43035
43,36,278,114,41.01,164,58.99,43036
43,37,239,80,33.47,159,66.53,43037
43,38,263,78,29.66,185,70.34,43038
43,39,217,80,36.87,137,63.13,43039
43,40,168,44,26.19,124,73.81,43040
43,41,196,66,33.67,130,66.33,43041
43,42,301,94,31.23,207,68.77,43042
43,43,263,92,34.98,171,65.02,43043
43,44,337,103,30.56,234,69.44,43044
43,45,55,13,23.64,42,76.36,43045
43,46,420,157,37.38,263,62.62,43046
43,47,284,88,30.99,196,69.01,43047
43,48,314,103,32.8,211,67.2,43048
43,49,214,82,38.32,132,61.68,43049
43,50,225,70,31.11,155,68.89,43050
43,51,322,79,24.53,243,75.47,43051
43,52,348,117,33.62,231,66.38,43052
43,53,315,87,27.62,228,72.38,43053
43,54,224,71,31.7,153,68.3,43054
43,55,204,25,12.25,179,87.75,43055
43,56,183,49,26.78,134,73.22,43056
43,57,257,101,39.3,156,60.7,43057
43,58,292,81,27.74,211,72.26,43058
43,59,294,83,28.23,211,71.77,43059
43,60,202,72,35.64,130,64.36,43060
43,61,164,44,26.83,120,73.17,43061
43,62,350,134,38.29,216,61.71,43062
43,63,172,57,33.14,115,66.86,43063
43,64,192,60,31.25,132,68.75,43064
43,65,184,77,41.85,107,58.15,43065
43,66,104,34,32.69,70,67.31,43066
43,67,210,79,37.62,131,62.38,43067
44,1,310,69,22.26,241,77.74,44001
44,2,245,60,24.49,185,75.51,44002
44,3,346,48,13.87,298,86.13,44003
44,4,350,69,19.71,281,80.29,44004
44,5,354,88,24.86,266,75.14,44005
44,6,286,74,25.87,212,74.13,44006
44,7,378,107,28.31,271,71.69,44007
44,8,186,59,31.72,127,68.28,44008
44,9,508,159,31.3,349,68.7,44009
44,10,241,77,31.95,164,68.05,44010
44,11,384,103,26.82,281,73.18,44011
44,12,220,57,25.91,163,74.09,44012
44,13,221,61,27.6,160,72.4,44013
44,14,310,95,30.65,215,69.35,44014
44,15,377,61,16.18,316,83.82,44015
44,16,328,92,28.05,236,71.95,44016
44,17,360,73,20.28,287,79.72,44017
44,18,240,70,29.17,170,70.83,44018
44,19,194,43,22.16,151,77.84,44019
44,20,279,76,27.24,203,72.76,44020
44,21,361,98,27.15,263,72.85,44021
44,22,388,87,22.42,301,77.58,44022
44,23,311,58,18.65,253,81.35,44023
44,24,248,67,27.02,181,72.98,44024
44,25,321,78,24.3,243,75.7,44025
44,26,251,52,20.72,199,79.28,44026
44,27,381,124,32.55,257,67.45,44027
44,28,245,93,37.96,152,62.04,44028
44,29,344,131,38.08,213,61.92,44029
44,30,277,64,23.1,213,76.9,44030
44,31,370,112,30.27,258,69.73,44031
44,32,204,49,24.02,155,75.98,44032
44,33,401,64,15.96,337,84.04,44033
44,34,222,55,24.77,167,75.23,44034
44,35,281,69,24.56,212,75.44,44035
44,36,312,64,20.51,248,79.49,44036
44,37,376,69,18.35,307,81.65,44037
44,38,321,107,33.33,214,66.67,44038
44,39,377,145,38.46,232,61.54,44039
44,40,326,108,33.13,218,66.87,44040
44,41,340,85,25.0,255,75.0,44041
44,42,328,69,21.04,259,78.96,44042
44,43,328,95,28.96,233,71.04,44043
44,44,380,69,18.16,311,81.84,44044
44,45,333,85,25.53,248,74.47,44045
44,46,237,48,20.25,189,79.75,44046
44,47,438,158,36.07,280,63.93,44047
44,48,260,64,24.62,196,75.38,44048
44,49,513,127,24.76,386,75.24,44049
44,50,344,115,33.43,229,66.57,44050
45,1,247,44,17.81,203,82.19,45001
45,2,352,90,25.57,262,74.43,45002
45,3,405,85,20.99,320,79.01,45003
45,4,354,116,32.77,238,67.23,45004
45,5,400,128,32.0,272,68.0,45005
45,6,315,82,26.03,233,73.97,45006
45,7,281,74,26.33,207,73.67,45007
45,8,281,83,29.54,198,70.46,45008
45,9,359,93,25.91,266,74.09,45009
45,10,379,101,26.65,278,73.35,45010
45,11,283,78,27.56,205,72.44,45011
45,12,323,96,29.72,227,70.28,45012
45,13,350,75,21.43,275,78.57,45013
45,14,363,90,24.79,273,75.21,45014
45,15,369,85,23.04,284,76.96,45015
45,16,313,49,15.65,264,84.35,45016
45,17,295,78,26.44,217,73.56,45017
45,18,305,55,18.03,250,81.97,45018
45,19,341,75,21.99,266,78.01,45019
45,20,297,67,22.56,230,77.44,45020
45,21,318,82,25.79,236,74.21,45021
45,22,290,96,33.1,194,66.9,45022
45,23,339,106,31.27,233,68.73,45023
45,24,380,122,32.11,258,67.89,45024
45,25,341,81,23.75,260,76.25,45025
45,26,337,85,25.22,252,74.78,45026
45,27,299,48,16.05,251,83.95,45027
45,28,296,54,18.24,242,81.76,45028
45,29,305,67,21.97,238,78.03,45029
45,30,322,100,31.06,222,68.94,45030
45,31,293,71,24.23,222,75.77,45031
45,32,234,69,29.49,165,70.51,45032
45,33,297,92,30.98,205,69.02,45033
45,34,263,60,22.81,203,77.19,45034
45,35,311,105,33.76,206,66.24,45035
45,36,294,80,27.21,214,72.79,45036
45,37,265,53,20.0,212,80.0,45037
45,38,357,67,18.77,290,81.23,45038
45,39,349,79,22.64,270,77.36,45039
45,40,358,87,24.3,271,75.7,45040
45,41,231,62,26.84,169,73.16,45041
45,42,275,58,21.09,217,78.91,45042
45,43,286,57,19.93,229,80.07,45043
45,44,346,84,24.28,262,75.72,45044
45,45,280,73,26.07,207,73.93,45045
45,46,341,78,22.87,263,77.13,45046
45,47,329,84,25.53,245,74.47,45047
45,48,251,56,22.31,195,77.69,45048
45,49,307,91,29.64,216,70.36,45049
45,50,298,72,24.16,226,75.84,45050
45,51,317,87,27.44,230,72.56,45051
45,52,304,86,28.29,218,71.71,45052
45,53,302,79,26.16,223,73.84,45053
46,1,521,95,18.23,426,81.77,46001
46,2,263,34,12.93,229,87.07,46002
46,3,393,45,11.45,348,88.55,46003
46,4,259,39,15.06,220,84.94,46004
46,5,275,48,17.45,227,82.55,46005
46,6,271,36,13.28,235,86.72,46006
46,7,422,77,18.25,345,81.75,46007
46,8,323,45,13.93,278,86.07,46008
46,9,353,72,20.4,281,79.6,46009
46,10,167,35,20.96,132,79.04,46010
46,11,330,63,19.09,267,80.91,46011
46,12,277,57,20.58,220,79.42,46012
46,13,442,105,23.76,337,76.24,46013
46,14,255,23,9.02,232,90.98,46014
46,15,309,56,18.12,253,81.88,46015
46,16,307,43,14.01,264,85.99,46016
46,17,503,107,21.27,396,78.73,46017
46,18,356,80,22.47,276,77.53,46018
46,19,345,47,13.62,298,86.38,46019
46,20,271,33,12.18,238,87.82,46020
46,21,69,14,20.29,55,79.71,46021
46,22,227,53,23.35,174,76.65,46022
46,23,225,27,12.0,198,88.0,46023
46,24,303,58,19.14,245,80.86,46024
46,25,275,46,16.73,229,83.27,46025
46,26,261,33,12.64,228,87.36,46026
46,27,314,71,22.61,243,77.39,46027
46,28,334,83,24.85,251,75.15,46028
46,29,286,55,19.23,231,80.77,46029
46,30,346,64,18.5,282,81.5,46030
46,31,363,74,20.39,289,79.61,46031
46,32,293,55,18.77,238,81.23,46032
46,33,326,61,18.71,265,81.29,46033
46,34,387,51,13.18,336,86.82,46034
46,35,206,47,22.82,159,77.18,46035
46,36,356,77,21.63,279,78.37,46036
46,37,213,47,22.07,166,77.93,46037
46,38,159,24,15.09,135,84.91,46038
46,39,337,71,21.07,266,78.93,46039
46,40,202,27,13.37,175,86.63,46040
46,41,240,32,13.33,208,86.67,46041
46,42,344,62,18.02,282,81.98,46042
46,43,211,38,18.01,173,81.99,46043
47,1,346,54,15.61,292,84.39,47001
47,2,302,60,19.87,242,80.13,47002
47,3,279,48,17.2,231,82.8,47003
47,4,368,78,21.2,290,78.8,47004
47,5,285,59,20.7,226,79.3,47005
47,6,387,79,20.41,308,79.59,47006
47,7,317,59,18.61,258,81.39,47007
47,8,436,67,15.37,369,84.63,47008
47,9,214,30,14.02,184,85.98,47009
47,10,261,36,13.79,225,86.21,47010
47,11,528,73,13.83,455,86.17,47011
47,12,314,62,19.75,252,80.25,47012
47,13,484,73,15.08,411,84.92,47013
47,14,224,39,17.41,185,82.59,47014
47,15,362,49,13.54,313,86.46,47015
47,16,311,52,16.72,259,83.28,47016
47,17,291,41,14.09,250,85.91,47017
47,18,373,69,18.5,304,81.5,47018
47,19,358,51,14.25,307,85.75,47019
47,20,340,65,19.12,275,80.88,47020
47,21,358,75,20.95,283,79.05,47021
47,22,325,46,14.15,279,85.85,47022
47,23,151,18,11.92,133,88.08,47023
47,24,329,88,26.75,241,73.25,47024
47,25,383,86,22.45,297,77.55,47025
47,26,450,73,16.22,377,83.78,47026
47,27,301,65,21.59,236,78.41,47027
47,28,430,73,16.98,357,83.02,47028
47,29,342,71,20.76,271,79.24,47029
47,30,359,60,16.71,299,83.29,47030
47,31,328,52,15.85,276,84.15,47031
47,32,360,56,15.56,304,84.44,47032
47,33,308,50,16.23,258,83.77,47033
47,34,390,69,17.69,321,82.31,47034
47,35,464,99,21.34,365,78.66,47035
47,36,443,67,15.12,376,84.88,47036
47,37,424,76,17.92,348,82.08,47037
47,38,336,56,16.67,280,83.33,47038
47,39,352,67,19.03,285,80.97,47039
47,40,274,58,21.17,216,78.83,47040
47,41,465,79,16.99,386,83.01,47041
47,42,250,34,13.6,216,86.4,47042
47,43,236,54,22.88,182,77.12,47043
47,44,380,109,28.68,271,71.32,47044
47,45,327,59,18.04,268,81.96,47045
47,46,248,70,28.23,178,71.77,47046
47,47,325,75,23.08,250,76.92,47047
47,48,60,4,6.67,56,93.33,47048
47,49,269,46,17.1,223,82.9,47049
47,50,226,49,21.68,177,78.32,47050
47,51,229,52,22.71,177,77.29,47051
48,1,327,42,12.84,285,87.16,48001
48,2,266,60,22.56,206,77.44,48002
48,3,362,70,19.34,292,80.66,48003
48,4,394,91,23.1,303,76.9,48004
48,5,264,64,24.24,200,75.76,48005
48,6,356,49,13.76,307,86.24,48006
48,7,270,36,13.33,234,86.67,48007
48,8,249,53,21.29,196,78.71,48008
48,9,290,60,20.69,230,79.31,48009
48,10,196,26,13.27,170,86.73,48010
48,11,394,59,14.97,335,85.03,48011
48,12,261,34,13.03,227,86.97,48012
48,13,257,44,17.12,213,82.88,48013
48,14,355,67,18.87,288,81.13,48014
48,15,237,24,10.13,213,89.87,48015
48,16,207,28,13.53,179,86.47,48016
48,17,212,27,12.74,185,87.26,48017
48,18,228,35,15.35,193,84.65,48018
48,19,256,41,16.02,215,83.98,48019
48,20,145,32,22.07,113,77.93,48020
48,21,132,18,13.64,114,86.36,48021
48,22,391,83,21.23,308,78.77,48022
48,23,274,53,19.34,221,80.66,48023
48,24,264,37,14.02,227,85.98,48024
48,25,271,37,13.65,234,86.35,48025
48,26,351,78,22.22,273,77.78,48026
48,27,190,34,17.89,156,82.11,48027
48,28,272,45,16.54,227,83.46,48028
48,29,251,37,14.74,214,85.26,48029
48,30,295,52,17.63,243,82.37,48030
48,31,228,21,9.21,207,90.79,48031
48,32,238,38,15.97,200,84.03,48032
48,33,238,45,18.91,193,81.09,48033
48,34,161,21,13.04,140,86.96,48034
48,35,214,36,16.82,178,83.18,48035
48,36,260,41,15.77,219,84.23,48036
48,37,262,44,16.79,218,83.21,48037
48,38,347,47,13.54,300,86.46,48038
48,39,228,48,21.05,180,78.95,48039
48,40,160,24,15.0,136,85.0,48040
48,41,175,23,13.14,152,86.86,48041
48,42,243,39,16.05,204,83.95,48042
48,43,361,50,13.85,311,86.15,48043
48,44,289,39,13.49,250,86.51,48044
48,45,251,33,13.15,218,86.85,48045
48,46,225,31,13.78,194,86.22,48046
48,47,203,20,9.85,183,90.15,48047
48,48,241,45,18.67,196,81.33,48048
48,49,113,20,17.7,93,82.3,48049
48,50,299,40,13.38,259,86.62,48050
48,51,356,55,15.45,301,84.55,48051
48,52,174,21,12.07,153,87.93,48052
48,53,227,45,19.82,182,80.18,48053
48,54,216,35,16.2,181,83.8,48054
48,55,80,15,18.75,65,81.25,48055
48,56,181,16,8.84,165,91.16,48056
49,1,246,12,4.88,234,95.12,49001
49,2,286,50,17.48,236,82.52,49002
49,3,195,20,10.26,175,89.74,49003
49,4,130,9,6.92,121,93.08,49004
49,5,191,22,11.52,169,88.48,49005
49,6,266,48,18.05,218,81.95,49006
49,7,220,33,15.0,187,85.0,49007
49,8,253,31,12.25,222,87.75,49008
49,9,216,23,10.65,193,89.35,49009
49,10,236,39,16.53,197,83.47,49010
49,11,151,19,12.58,132,87.42,49011
49,12,255,30,11.76,225,88.24,49012
49,13,281,52,18.51,229,81.49,49013
49,14,292,54,18.49,238,81.51,49014
49,15,232,31,13.36,201,86.64,49015
49,16,216,28,12.96,188,87.04,49016
49,17,35,7,20.0,28,80.0,49017
49,18,177,26,14.69,151,85.31,49018
49,19,180,17,9.44,163,90.56,49019
49,20,278,34,12.23,244,87.77,49020
49,21,210,42,20.0,168,80.0,49021
49,22,201,26,12.94,175,87.06,49022
49,23,187,21,11.23,166,88.77,49023
49,24,100,9,9.0,91,91.0,49024
49,25,287,28,9.76,259,90.24,49025
49,26,281,36,12.81,245,87.19,49026
49,27,321,25,7.79,296,92.21,49027
49,28,214,23,10.75,191,89.25,49028
49,29,262,29,11.07,233,88.93,49029
49,30,223,21,9.42,202,90.58,49030
49,31,86,15,17.44,71,82.56,49031
49,32,225,32,14.22,193,85.78,49032
49,33,203,37,18.23,166,81.77,49033
