ward,precinct,total,MIKE QUIGLEY,MIKE QUIGLEY Percent,precinct_id
46,37,187,187,100.0,46037
46,38,134,134,100.0,46038
46,39,290,290,100.0,46039
46,40,177,177,100.0,46040
46,41,204,204,100.0,46041
46,42,277,277,100.0,46042
46,43,180,180,100.0,46043
48,1,288,288,100.0,48001
48,2,217,217,100.0,48002
48,3,303,303,100.0,48003
48,4,299,299,100.0,48004
48,5,216,216,100.0,48005
48,6,315,315,100.0,48006
48,7,230,230,100.0,48007
48,8,204,204,100.0,48008
48,9,232,232,100.0,48009
48,11,333,333,100.0,48011
48,12,231,231,100.0,48012
48,13,211,211,100.0,48013
48,14,297,297,100.0,48014
48,15,202,202,100.0,48015
48,16,175,175,100.0,48016
48,17,193,193,100.0,48017
48,18,186,186,100.0,48018
48,19,219,219,100.0,48019
48,20,111,111,100.0,48020
48,21,108,108,100.0,48021
48,22,332,332,100.0,48022
48,23,220,220,100.0,48023
48,24,231,231,100.0,48024
48,25,225,225,100.0,48025
48,26,283,283,100.0,48026
48,27,148,148,100.0,48027
48,28,222,222,100.0,48028
48,29,209,209,100.0,48029
48,30,267,267,100.0,48030
48,31,199,199,100.0,48031
48,32,208,208,100.0,48032
48,33,184,184,100.0,48033
48,34,119,119,100.0,48034
48,35,181,181,100.0,48035
48,36,217,217,100.0,48036
48,37,220,220,100.0,48037
48,38,289,289,100.0,48038
48,39,179,179,100.0,48039
48,40,131,131,100.0,48040
48,41,150,150,100.0,48041
48,42,205,205,100.0,48042
48,43,318,318,100.0,48043
48,44,250,250,100.0,48044
48,45,217,217,100.0,48045
48,46,193,193,100.0,48046
48,47,175,175,100.0,48047
48,48,206,206,100.0,48048
48,49,73,73,100.0,48049
48,50,264,264,100.0,48050
48,51,293,293,100.0,48051
48,52,147,147,100.0,48052
48,53,181,181,100.0,48053
48,54,195,195,100.0,48054
48,55,62,62,100.0,48055
48,56,155,155,100.0,48056
49,2,229,229,100.0,49002
49,4,110,110,100.0,49004
49,7,185,185,100.0,49007
49,9,182,182,100.0,49009
49,17,29,29,100.0,49017
49,21,187,187,100.0,49021
49,32,182,182,100.0,49032
49,37,104,104,100.0,49037
49,43,218,218,100.0,49043
50,8,193,193,100.0,50008
50,17,182,182,100.0,50017
50,23,128,128,100.0,50023
50,24,197,197,100.0,50024
50,25,239,239,100.0,50025
50,26,135,135,100.0,50026
50,29,209,209,100.0,50029
50,32,178,178,100.0,50032
50,34,116,116,100.0,50034
50,39,193,193,100.0,50039
50,43,178,178,100.0,50043
50,44,182,182,100.0,50044
50,45,112,112,100.0,50045
