ward,precinct,total,JUDY BAAR TOPINKA,JUDY BAAR TOPINKA Percent,THOMAS J. DART,THOMAS J. DART Percent,RHYS READ,RHYS READ Percent,precinct_id
38,51,235,118,50.21,114,48.51,3,1.28,38051
38,52,268,122,45.52,140,52.24,6,2.24,38052
38,53,52,23,44.23,29,55.77,0,0.0,38053
39,1,269,162,60.22,101,37.55,6,2.23,39001
39,2,408,165,40.44,238,58.33,5,1.23,39002
39,3,295,176,59.66,115,38.98,4,1.36,39003
39,4,206,116,56.31,88,42.72,2,0.97,39004
39,5,212,108,50.94,96,45.28,8,3.77,39005
39,6,304,161,52.96,137,45.07,6,1.97,39006
39,7,191,84,43.98,105,54.97,2,1.05,39007
39,8,351,131,37.32,211,60.11,9,2.56,39008
39,9,339,131,38.64,199,58.7,9,2.65,39009
39,10,252,77,30.56,168,66.67,7,2.78,39010
39,11,343,139,40.52,203,59.18,1,0.29,39011
39,12,218,52,23.85,158,72.48,8,3.67,39012
39,13,164,71,43.29,90,54.88,3,1.83,39013
39,14,262,99,37.79,151,57.63,12,4.58,39014
39,15,253,147,58.1,104,41.11,2,0.79,39015
39,16,204,80,39.22,121,59.31,3,1.47,39016
39,17,229,83,36.24,139,60.7,7,3.06,39017
39,18,327,142,43.43,172,52.6,13,3.98,39018
39,19,220,84,38.18,130,59.09,6,2.73,39019
39,20,256,162,63.28,90,35.16,4,1.56,39020
39,21,184,64,34.78,118,64.13,2,1.09,39021
39,22,269,55,20.45,207,76.95,7,2.6,39022
39,23,156,78,50.0,74,47.44,4,2.56,39023
39,24,154,32,20.78,120,77.92,2,1.3,39024
39,25,302,156,51.66,140,46.36,6,1.99,39025
39,26,297,178,59.93,112,37.71,7,2.36,39026
39,27,284,143,50.35,131,46.13,10,3.52,39027
39,28,294,101,34.35,176,59.86,17,5.78,39028
39,29,278,114,41.01,159,57.19,5,1.8,39029
39,30,189,67,35.45,116,61.38,6,3.17,39030
39,31,212,67,31.6,140,66.04,5,2.36,39031
39,32,286,64,22.38,220,76.92,2,0.7,39032
39,33,313,124,39.62,183,58.47,6,1.92,39033
39,34,347,157,45.24,183,52.74,7,2.02,39034
39,35,324,146,45.06,166,51.23,12,3.7,39035
39,36,341,105,30.79,232,68.04,4,1.17,39036
39,37,390,229,58.72,153,39.23,8,2.05,39037
39,38,306,164,53.59,138,45.1,4,1.31,39038
39,39,141,53,37.59,84,59.57,4,2.84,39039
39,40,191,107,56.02,77,40.31,7,3.66,39040
39,41,128,65,50.78,61,47.66,2,1.56,39041
39,42,266,162,60.9,99,37.22,5,1.88,39042
39,43,301,147,48.84,147,48.84,7,2.33,39043
39,44,312,106,33.97,190,60.9,16,5.13,39044
39,45,162,52,32.1,104,64.2,6,3.7,39045
39,46,218,77,35.32,138,63.3,3,1.38,39046
39,47,193,107,55.44,81,41.97,5,2.59,39047
40,1,198,77,38.89,116,58.59,5,2.53,40001
40,2,204,87,42.65,109,53.43,8,3.92,40002
40,3,217,73,33.64,139,64.06,5,2.3,40003
40,4,231,70,30.3,153,66.23,8,3.46,40004
40,5,128,37,28.91,84,65.63,7,5.47,40005
40,6,232,70,30.17,155,66.81,7,3.02,40006
40,7,226,92,40.71,130,57.52,4,1.77,40007
40,8,86,41,47.67,41,47.67,4,4.65,40008
40,9,145,42,28.97,96,66.21,7,4.83,40009
40,10,297,114,38.38,176,59.26,7,2.36,40010
40,11,208,55,26.44,143,68.75,10,4.81,40011
40,12,197,58,29.44,137,69.54,2,1.02,40012
40,13,269,88,32.71,174,64.68,7,2.6,40013
40,14,240,85,35.42,145,60.42,10,4.17,40014
40,15,271,99,36.53,171,63.1,1,0.37,40015
40,16,316,73,23.1,235,74.37,8,2.53,40016
40,17,147,61,41.5,85,57.82,1,0.68,40017
40,18,246,77,31.3,165,67.07,4,1.63,40018
40,19,231,93,40.26,136,58.87,2,0.87,40019
40,20,216,95,43.98,117,54.17,4,1.85,40020
40,21,252,86,34.13,163,64.68,3,1.19,40021
40,22,85,24,28.24,56,65.88,5,5.88,40022
40,23,282,105,37.23,171,60.64,6,2.13,40023
40,24,160,70,43.75,86,53.75,4,2.5,40024
40,25,191,76,39.79,111,58.12,4,2.09,40025
40,26,248,76,30.65,164,66.13,8,3.23,40026
40,27,216,72,33.33,135,62.5,9,4.17,40027
40,28,246,64,26.02,174,70.73,8,3.25,40028
40,29,310,135,43.55,167,53.87,8,2.58,40029
40,30,299,127,42.47,170,56.86,2,0.67,40030
40,31,251,104,41.43,141,56.18,6,2.39,40031
40,32,167,73,43.71,89,53.29,5,2.99,40032
40,33,258,109,42.25,140,54.26,9,3.49,40033
40,34,184,64,34.78,118,64.13,2,1.09,40034
40,35,263,80,30.42,174,66.16,9,3.42,40035
40,36,263,81,30.8,177,67.3,5,1.9,40036
40,37,205,59,28.78,129,62.93,17,8.29,40037
40,38,147,46,31.29,98,66.67,3,2.04,40038
40,39,210,72,34.29,131,62.38,7,3.33,40039
40,40,148,61,41.22,86,58.11,1,0.68,40040
40,41,302,105,34.77,192,63.58,5,1.66,40041
40,42,317,127,40.06,185,58.36,5,1.58,40042
40,43,260,96,36.92,157,60.38,7,2.69,40043
40,44,204,74,36.27,127,62.25,3,1.47,40044
40,45,362,139,38.4,213,58.84,10,2.76,40045
40,46,298,87,29.19,200,67.11,11,3.69,40046
40,47,248,76,30.65,161,64.92,11,4.44,40047
40,48,198,89,44.95,103,52.02,6,3.03,40048
40,49,162,72,44.44,86,53.09,4,2.47,40049
41,1,284,164,57.75,117,41.2,3,1.06,41001
41,2,422,257,60.9,161,38.15,4,0.95,41002
41,3,232,121,52.16,109,46.98,2,0.86,41003
41,4,325,195,60.0,127,39.08,3,0.92,41004
41,5,459,287,62.53,166,36.17,6,1.31,41005
41,6,315,198,62.86,109,34.6,8,2.54,41006
41,7,480,268,55.83,204,42.5,8,1.67,41007
41,8,308,178,57.79,124,40.26,6,1.95,41008
41,9,290,171,58.97,112,38.62,7,2.41,41009
41,10,331,198,59.82,127,38.37,6,1.81,41010
41,11,268,158,58.96,102,38.06,8,2.99,41011
41,12,420,226,53.81,189,45.0,5,1.19,41012
41,13,287,162,56.45,125,43.55,0,0.0,41013
41,14,393,233,59.29,152,38.68,8,2.04,41014
41,15,247,152,61.54,91,36.84,4,1.62,41015
41,16,352,211,59.94,131,37.22,10,2.84,41016
41,17,343,206,60.06,129,37.61,8,2.33,41017
41,18,266,157,59.02,103,38.72,6,2.26,41018
41,19,305,186,60.98,116,38.03,3,0.98,41019
41,20,393,236,60.05,150,38.17,7,1.78,41020
41,21,386,250,64.77,127,32.9,9,2.33,41021
41,22,272,152,55.88,113,41.54,7,2.57,41022
41,23,313,183,58.47,122,38.98,8,2.56,41023
41,24,254,161,63.39,91,35.83,2,0.79,41024
41,25,181,98,54.14,79,43.65,4,2.21,41025
41,26,225,127,56.44,96,42.67,2,0.89,41026
41,27,157,74,47.13,77,49.04,6,3.82,41027
41,28,196,101,51.53,92,46.94,3,1.53,41028
41,29,150,75,50.0,70,46.67,5,3.33,41029
41,30,293,174,59.39,116,39.59,3,1.02,41030
41,31,366,225,61.48,139,37.98,2,0.55,41031
41,32,297,165,55.56,127,42.76,5,1.68,41032
41,33,319,205,64.26,112,35.11,2,0.63,41033
41,34,318,184,57.86,131,41.19,3,0.94,41034
41,35,309,184,59.55,119,38.51,6,1.94,41035
41,36,350,209,59.71,134,38.29,7,2.0,41036
41,37,387,260,67.18,123,31.78,4,1.03,41037
41,38,270,146,54.07,116,42.96,8,2.96,41038
41,39,259,159,61.39,96,37.07,4,1.54,41039
41,40,278,174,62.59,102,36.69,2,0.72,41040
41,41,330,196,59.39,128,38.79,6,1.82,41041
41,42,315,191,60.63,118,37.46,6,1.9,41042
41,43,270,169,62.59,96,35.56,5,1.85,41043
41,44,286,179,62.59,104,36.36,3,1.05,41044
41,45,275,132,48.0,141,51.27,2,0.73,41045
41,46,277,147,53.07,123,44.4,7,2.53,41046
41,47,321,214,66.67,105,32.71,2,0.62,41047
41,48,242,119,49.17,114,47.11,9,3.72,41048
41,49,264,166,62.88,97,36.74,1,0.38,41049
41,50,316,172,54.43,138,43.67,6,1.9,41050
41,51,272,176,64.71,93,34.19,3,1.1,41051
41,52,346,228,65.9,106,30.64,12,3.47,41052
41,53,399,251,62.91,142,35.59,6,1.5,41053
41,54,274,171,62.41,100,36.5,3,1.09,41054
41,55,332,219,65.96,112,33.73,1,0.3,41055
41,56,384,248,64.58,129,33.59,7,1.82,41056
41,57,328,199,60.67,125,38.11,4,1.22,41057
41,58,254,167,65.75,83,32.68,4,1.57,41058
41,59,286,177,61.89,103,36.01,6,2.1,41059
41,60,273,162,59.34,109,39.93,2,0.73,41060
41,61,404,243,60.15,152,37.62,9,2.23,41061
41,62,307,147,47.88,158,51.47,2,0.65,41062
41,63,288,183,63.54,103,35.76,2,0.69,41063
41,64,332,214,64.46,111,33.43,7,2.11,41064
41,65,405,239,59.01,163,40.25,3,0.74,41065
41,66,342,212,61.99,123,35.96,7,2.05,41066
41,67,248,144,58.06,101,40.73,3,1.21,41067
41,68,212,116,54.72,95,44.81,1,0.47,41068
41,69,378,215,56.88,163,43.12,0,0.0,41069
41,70,246,159,64.63,81,32.93,6,2.44,41070
41,71,188,121,64.36,64,34.04,3,1.6,41071
42,1,390,219,56.15,167,42.82,4,1.03,42001
42,2,243,123,50.62,112,46.09,8,3.29,42002
42,3,238,112,47.06,121,50.84,5,2.1,42003
42,4,312,189,60.58,118,37.82,5,1.6,42004
42,5,295,163,55.25,128,43.39,4,1.36,42005
42,6,546,284,52.01,253,46.34,9,1.65,42006
42,7,326,184,56.44,139,42.64,3,0.92,42007
42,8,416,225,54.09,184,44.23,7,1.68,42008
42,9,256,126,49.22,122,47.66,8,3.13,42009
42,10,282,153,54.26,118,41.84,11,3.9,42010
42,11,369,213,57.72,153,41.46,3,0.81,42011
42,12,207,129,62.32,77,37.2,1,0.48,42012
42,13,514,293,57.0,212,41.25,9,1.75,42013
42,14,342,192,56.14,146,42.69,4,1.17,42014
42,15,358,193,53.91,157,43.85,8,2.23,42015
42,16,234,147,62.82,81,34.62,6,2.56,42016
42,17,260,132,50.77,122,46.92,6,2.31,42017
42,18,299,168,56.19,126,42.14,5,1.67,42018
42,19,150,91,60.67,56,37.33,3,2.0,42019
42,20,182,87,47.8,84,46.15,11,6.04,42020
42,21,185,115,62.16,67,36.22,3,1.62,42021
42,22,216,98,45.37,110,50.93,8,3.7,42022
42,23,396,252,63.64,139,35.1,5,1.26,42023
42,24,368,218,59.24,142,38.59,8,2.17,42024
42,25,312,185,59.29,118,37.82,9,2.88,42025
42,26,275,98,35.64,171,62.18,6,2.18,42026
42,27,364,150,41.21,204,56.04,10,2.75,42027
42,28,346,185,53.47,150,43.35,11,3.18,42028
42,29,360,232,64.44,124,34.44,4,1.11,42029
42,30,218,117,53.67,93,42.66,8,3.67,42030
42,31,190,115,60.53,71,37.37,4,2.11,42031
42,32,338,147,43.49,184,54.44,7,2.07,42032
42,33,390,206,52.82,180,46.15,4,1.03,42033
42,34,282,152,53.9,128,45.39,2,0.71,42034
42,35,234,131,55.98,101,43.16,2,0.85,42035
42,36,266,146,54.89,112,42.11,8,3.01,42036
42,37,304,181,59.54,121,39.8,2,0.66,42037
42,38,363,222,61.16,137,37.74,4,1.1,42038
42,39,241,44,18.26,193,80.08,4,1.66,42039
42,40,181,84,46.41,93,51.38,4,2.21,42040
42,41,301,177,58.8,118,39.2,6,1.99,42041
42,42,228,128,56.14,97,42.54,3,1.32,42042
42,43,361,217,60.11,136,37.67,8,2.22,42043
42,44,237,129,54.43,107,45.15,1,0.42,42044
42,45,264,147,55.68,114,43.18,3,1.14,42045
42,46,156,44,28.21,104,66.67,8,5.13,42046
42,47,185,114,61.62,68,36.76,3,1.62,42047
42,48,237,154,64.98,77,32.49,6,2.53,42048
42,49,151,52,34.44,97,64.24,2,1.32,42049
42,50,197,119,60.41,73,37.06,5,2.54,42050
42,51,265,158,59.62,104,39.25,3,1.13,42051
42,52,177,86,48.59,89,50.28,2,1.13,42052
42,53,201,109,54.23,86,42.79,6,2.99,42053
42,54,239,117,48.95,117,48.95,5,2.09,42054
42,55,315,178,56.51,131,41.59,6,1.9,42055
42,56,222,119,53.6,95,42.79,8,3.6,42056
42,57,223,92,41.26,126,56.5,5,2.24,42057
42,58,103,46,44.66,53,51.46,4,3.88,42058
42,59,100,58,58.0,40,40.0,2,2.0,42059
42,60,172,80,46.51,91,52.91,1,0.58,42060
42,61,218,126,57.8,92,42.2,0,0.0,42061
42,62,206,119,57.77,86,41.75,1,0.49,42062
42,63,311,175,56.27,129,41.48,7,2.25,42063
42,64,141,52,36.88,83,58.87,6,4.26,42064
42,65,283,164,57.95,115,40.64,4,1.41,42065
42,66,210,86,40.95,122,58.1,2,0.95,42066
42,67,181,106,58.56,72,39.78,3,1.66,42067
42,68,343,192,55.98,142,41.4,9,2.62,42068
42,69,362,153,42.27,194,53.59,15,4.14,42069
43,1,196,97,49.49,92,46.94,7,3.57,43001
43,2,313,173,55.27,132,42.17,8,2.56,43002
43,3,284,153,53.87,127,44.72,4,1.41,43003
43,4,343,180,52.48,159,46.36,4,1.17,43004
43,5,337,193,57.27,138,40.95,6,1.78,43005
43,6,256,118,46.09,126,49.22,12,4.69,43006
43,7,186,87,46.77,96,51.61,3,1.61,43007
43,8,302,158,52.32,141,46.69,3,0.99,43008
43,9,247,148,59.92,94,38.06,5,2.02,43009
43,10,152,76,50.0,74,48.68,2,1.32,43010
43,11,237,137,57.81,95,40.08,5,2.11,43011
43,12,360,197,54.72,153,42.5,10,2.78,43012
43,13,163,97,59.51,62,38.04,4,2.45,43013
43,14,277,141,50.9,133,48.01,3,1.08,43014
43,15,274,170,62.04,101,36.86,3,1.09,43015
43,16,313,179,57.19,128,40.89,6,1.92,43016
43,17,199,112,56.28,79,39.7,8,4.02,43017
43,18,431,251,58.24,172,39.91,8,1.86,43018
43,19,228,105,46.05,118,51.75,5,2.19,43019
43,20,318,150,47.17,162,50.94,6,1.89,43020
43,21,194,103,53.09,84,43.3,7,3.61,43021
43,22,195,95,48.72,96,49.23,4,2.05,43022
43,23,251,126,50.2,123,49.0,2,0.8,43023
43,24,266,150,56.39,109,40.98,7,2.63,43024
43,25,276,133,48.19,138,50.0,5,1.81,43025
43,26,221,127,57.47,88,39.82,6,2.71,43026
43,27,275,164,59.64,105,38.18,6,2.18,43027
43,28,257,157,61.09,92,35.8,8,3.11,43028
43,29,283,155,54.77,116,40.99,12,4.24,43029
43,30,154,92,59.74,59,38.31,3,1.95,43030
43,31,253,137,54.15,111,43.87,5,1.98,43031
43,32,234,127,54.27,103,44.02,4,1.71,43032
43,33,190,113,59.47,76,40.0,1,0.53,43033
43,34,183,94,51.37,80,43.72,9,4.92,43034
43,35,319,178,55.8,131,41.07,10,3.13,43035
43,36,284,170,59.86,104,36.62,10,3.52,43036
43,37,249,140,56.22,106,42.57,3,1.2,43037
43,38,269,124,46.1,132,49.07,13,4.83,43038
43,39,221,122,55.2,95,42.99,4,1.81,43039
43,40,167,77,46.11,86,51.5,4,2.4,43040
43,41,200,122,61.0,77,38.5,1,0.5,43041
43,42,302,185,61.26,115,38.08,2,0.66,43042
43,43,271,152,56.09,115,42.44,4,1.48,43043
43,44,351,190,54.13,151,43.02,10,2.85,43044
43,45,54,22,40.74,31,57.41,1,1.85,43045
43,46,433,268,61.89,162,37.41,3,0.69,43046
43,47,300,148,49.33,146,48.67,6,2.0,43047
43,48,326,144,44.17,173,53.07,9,2.76,43048
43,49,217,112,51.61,95,43.78,10,4.61,43049
43,50,231,140,60.61,87,37.66,4,1.73,43050
43,51,328,136,41.46,181,55.18,11,3.35,43051
43,52,362,206,56.91,148,40.88,8,2.21,43052
43,53,332,155,46.69,167,50.3,10,3.01,43053
43,54,218,122,55.96,93,42.66,3,1.38,43054
43,55,210,41,19.52,165,78.57,4,1.9,43055
43,56,191,80,41.88,105,54.97,6,3.14,43056
43,57,267,134,50.19,122,45.69,11,4.12,43057
43,58,300,150,50.0,142,47.33,8,2.67,43058
43,59,295,151,51.19,143,48.47,1,0.34,43059
43,60,204,108,52.94,89,43.63,7,3.43,43060
43,61,164,77,46.95,85,51.83,2,1.22,43061
43,62,352,210,59.66,139,39.49,3,0.85,43062
43,63,172,84,48.84,84,48.84,4,2.33,43063
43,64,198,123,62.12,73,36.87,2,1.01,43064
43,65,195,127,65.13,63,32.31,5,2.56,43065
43,66,112,64,57.14,47,41.96,1,0.89,43066
43,67,212,135,63.68,73,34.43,4,1.89,43067
44,1,313,151,48.24,156,49.84,6,1.92,44001
44,2,250,112,44.8,131,52.4,7,2.8,44002
44,3,351,167,47.58,183,52.14,1,0.28,44003
44,4,356,145,40.73,205,57.58,6,1.69,44004
44,5,365,162,44.38,194,53.15,9,2.47,44005
44,6,292,141,48.29,145,49.66,6,2.05,44006
44,7,384,203,52.86,178,46.35,3,0.78,44007
44,8,190,80,42.11,104,54.74,6,3.16,44008
44,9,528,274,51.89,237,44.89,17,3.22,44009
44,10,252,123,48.81,122,48.41,7,2.78,44010
44,11,393,197,50.13,186,47.33,10,2.54,44011
44,12,220,121,55.0,95,43.18,4,1.82,44012
44,13,228,100,43.86,123,53.95,5,2.19,44013
44,14,315,144,45.71,163,51.75,8,2.54,44014
44,15,386,175,45.34,202,52.33,9,2.33,44015
44,16,332,152,45.78,174,52.41,6,1.81,44016
44,17,367,166,45.23,192,52.32,9,2.45,44017
44,18,247,116,46.96,123,49.8,8,3.24,44018
44,19,204,91,44.61,103,50.49,10,4.9,44019
44,20,285,131,45.96,139,48.77,15,5.26,44020
44,21,375,168,44.8,200,53.33,7,1.87,44021
44,22,394,185,46.95,202,51.27,7,1.78,44022
44,23,325,143,44.0,175,53.85,7,2.15,44023
44,24,254,120,47.24,127,50.0,7,2.76,44024
44,25,339,165,48.67,162,47.79,12,3.54,44025
44,26,257,102,39.69,146,56.81,9,3.5,44026
44,27,393,208,52.93,180,45.8,5,1.27,44027
44,28,259,143,55.21,104,40.15,12,4.63,44028
44,29,356,178,50.0,171,48.03,7,1.97,44029
44,30,289,113,39.1,159,55.02,17,5.88,44030
44,31,390,182,46.67,196,50.26,12,3.08,44031
44,32,201,89,44.28,105,52.24,7,3.48,44032
44,33,404,156,38.61,233,57.67,15,3.71,44033
44,34,231,97,41.99,127,54.98,7,3.03,44034
44,35,285,129,45.26,151,52.98,5,1.75,44035
44,36,320,127,39.69,184,57.5,9,2.81,44036
44,37,385,168,43.64,206,53.51,11,2.86,44037
44,38,339,149,43.95,181,53.39,9,2.65,44038
44,39,380,204,53.68,166,43.68,10,2.63,44039
44,40,336,178,52.98,149,44.35,9,2.68,44040
44,41,343,131,38.19,200,58.31,12,3.5,44041
44,42,358,146,40.78,198,55.31,14,3.91,44042
44,43,338,168,49.7,158,46.75,12,3.55,44043
44,44,386,123,31.87,250,64.77,13,3.37,44044
44,45,350,139,39.71,193,55.14,18,5.14,44045
44,46,245,109,44.49,131,53.47,5,2.04,44046
44,47,451,226,50.11,212,47.01,13,2.88,44047
44,48,267,127,47.57,125,46.82,15,5.62,44048
44,49,536,277,51.68,253,47.2,6,1.12,44049
44,50,351,167,47.58,173,49.29,11,3.13,44050
45,1,247,106,42.91,137,55.47,4,1.62,45001
45,2,354,169,47.74,180,50.85,5,1.41,45002
45,3,416,160,38.46,246,59.13,10,2.4,45003
45,4,366,214,58.47,140,38.25,12,3.28,45004
45,5,399,251,62.91,144,36.09,4,1.0,45005
45,6,316,154,48.73,159,50.32,3,0.95,45006
45,7,285,148,51.93,124,43.51,13,4.56,45007
45,8,285,131,45.96,142,49.82,12,4.21,45008
45,9,359,183,50.97,170,47.35,6,1.67,45009
45,10,382,183,47.91,181,47.38,18,4.71,45010
45,11,287,149,51.92,134,46.69,4,1.39,45011
45,12,322,172,53.42,142,44.1,8,2.48,45012
45,13,368,167,45.38,200,54.35,1,0.27,45013
45,14,367,166,45.23,187,50.95,14,3.81,45014
45,15,366,189,51.64,176,48.09,1,0.27,45015
45,16,311,122,39.23,180,57.88,9,2.89,45016
45,17,306,161,52.61,141,46.08,4,1.31,45017
45,18,306,124,40.52,175,57.19,7,2.29,45018
45,19,351,171,48.72,174,49.57,6,1.71,45019
45,20,303,163,53.8,136,44.88,4,1.32,45020
45,21,320,174,54.38,141,44.06,5,1.56,45021
45,22,298,166,55.7,125,41.95,7,2.35,45022
45,23,346,187,54.05,154,44.51,5,1.45,45023
45,24,388,232,59.79,145,37.37,11,2.84,45024
45,25,333,147,44.14,183,54.95,3,0.9,45025
45,26,343,157,45.77,173,50.44,13,3.79,45026
45,27,312,138,44.23,170,54.49,4,1.28,45027
45,28,301,119,39.53,175,58.14,7,2.33,45028
45,29,310,142,45.81,156,50.32,12,3.87,45029
45,30,324,182,56.17,137,42.28,5,1.54,45030
45,31,297,121,40.74,167,56.23,9,3.03,45031
45,32,233,125,53.65,106,45.49,2,0.86,45032
45,33,297,154,51.85,138,46.46,5,1.68,45033
45,34,275,138,50.18,128,46.55,9,3.27,45034
45,35,326,182,55.83,141,43.25,3,0.92,45035
45,36,294,164,55.78,125,42.52,5,1.7,45036
45,37,269,118,43.87,140,52.04,11,4.09,45037
45,38,363,144,39.67,213,58.68,6,1.65,45038
45,39,342,148,43.27,181,52.92,13,3.8,45039
45,40,353,151,42.78,195,55.24,7,1.98,45040
45,41,228,99,43.42,120,52.63,9,3.95,45041
45,42,274,108,39.42,159,58.03,7,2.55,45042
45,43,301,133,44.19,163,54.15,5,1.66,45043
45,44,356,168,47.19,180,50.56,8,2.25,45044
45,45,282,136,48.23,138,48.94,8,2.84,45045
45,46,341,165,48.39,168,49.27,8,2.35,45046
45,47,332,179,53.92,147,44.28,6,1.81,45047
45,48,264,129,48.86,129,48.86,6,2.27,45048
45,49,313,161,51.44,147,46.96,5,1.6,45049
45,50,314,154,49.04,155,49.36,5,1.59,45050
45,51,327,167,51.07,150,45.87,10,3.06,45051
45,52,308,167,54.22,135,43.83,6,1.95,45052
45,53,304,158,51.97,142,46.71,4,1.32,45053
46,1,517,222,42.94,289,55.9,6,1.16,46001
46,2,267,84,31.46,176,65.92,7,2.62,46002
46,3,400,130,32.5,250,62.5,20,5.0,46003
46,4,265,91,34.34,166,62.64,8,3.02,46004
46,5,293,88,30.03,193,65.87,12,4.1,46005
46,6,272,58,21.32,204,75.0,10,3.68,46006
46,7,424,174,41.04,238,56.13,12,2.83,46007
46,8,348,74,21.26,270,77.59,4,1.15,46008
46,9,365,134,36.71,216,59.18,15,4.11,46009
46,10,164,60,36.59,98,59.76,6,3.66,46010
46,11,337,135,40.06,199,59.05,3,0.89,46011
46,12,293,99,33.79,183,62.46,11,3.75,46012
46,13,454,201,44.27,243,53.52,10,2.2,46013
46,14,272,61,22.43,206,75.74,5,1.84,46014
46,15,325,131,40.31,183,56.31,11,3.38,46015
46,16,310,91,29.35,206,66.45,13,4.19,46016
46,17,515,235,45.63,272,52.82,8,1.55,46017
46,18,358,177,49.44,177,49.44,4,1.12,46018
46,19,352,121,34.38,227,64.49,4,1.14,46019
46,20,296,66,22.3,221,74.66,9,3.04,46020
46,21,74,24,32.43,46,62.16,4,5.41,46021
46,22,254,86,33.86,155,61.02,13,5.12,46022
46,23,229,45,19.65,181,79.04,3,1.31,46023
46,24,304,132,43.42,163,53.62,9,2.96,46024
46,25,278,82,29.5,190,68.35,6,2.16,46025
46,26,265,69,26.04,185,69.81,11,4.15,46026
46,27,329,111,33.74,205,62.31,13,3.95,46027
46,28,345,149,43.19,182,52.75,14,4.06,46028
46,29,288,135,46.88,147,51.04,6,2.08,46029
46,30,350,148,42.29,197,56.29,5,1.43,46030
46,31,369,156,42.28,200,54.2,13,3.52,46031
46,32,306,86,28.1,211,68.95,9,2.94,46032
46,33,326,138,42.33,181,55.52,7,2.15,46033
46,34,405,127,31.36,268,66.17,10,2.47,46034
46,35,209,80,38.28,119,56.94,10,4.78,46035
46,36,358,183,51.12,166,46.37,9,2.51,46036
46,37,225,94,41.78,127,56.44,4,1.78,46037
46,38,164,50,30.49,111,67.68,3,1.83,46038
46,39,338,164,48.52,169,50.0,5,1.48,46039
46,40,209,43,20.57,160,76.56,6,2.87,46040
46,41,245,58,23.67,179,73.06,8,3.27,46041
46,42,352,123,34.94,218,61.93,11,3.13,46042
46,43,217,107,49.31,106,48.85,4,1.84,46043
47,1,329,99,30.09,216,65.65,14,4.26,47001
47,2,299,134,44.82,158,52.84,7,2.34,47002
47,3,287,91,31.71,186,64.81,10,3.48,47003
47,4,375,160,42.67,209,55.73,6,1.6,47004
47,5,297,118,39.73,174,58.59,5,1.68,47005
47,6,397,152,38.29,240,60.45,5,1.26,47006
47,7,326,138,42.33,177,54.29,11,3.37,47007
47,8,446,162,36.32,275,61.66,9,2.02,47008
47,9,216,68,31.48,147,68.06,1,0.46,47009
47,10,268,88,32.84,167,62.31,13,4.85,47010
47,11,529,127,24.01,388,73.35,14,2.65,47011
47,12,318,113,35.53,193,60.69,12,3.77,47012
47,13,489,191,39.06,283,57.87,15,3.07,47013
47,14,226,68,30.09,148,65.49,10,4.42,47014
47,15,369,96,26.02,260,70.46,13,3.52,47015
47,16,316,127,40.19,181,57.28,8,2.53,47016
47,17,298,112,37.58,178,59.73,8,2.68,47017
47,18,388,154,39.69,227,58.51,7,1.8,47018
47,19,365,109,29.86,247,67.67,9,2.47,47019
47,20,342,118,34.5,211,61.7,13,3.8,47020
47,21,363,146,40.22,210,57.85,7,1.93,47021
47,22,327,115,35.17,201,61.47,11,3.36,47022
47,23,153,48,31.37,99,64.71,6,3.92,47023
47,24,338,131,38.76,195,57.69,12,3.55,47024
47,25,393,163,41.48,218,55.47,12,3.05,47025
47,26,459,147,32.03,293,63.83,19,4.14,47026
47,27,320,109,34.06,191,59.69,20,6.25,47027
47,28,441,165,37.41,256,58.05,20,4.54,47028
47,29,350,150,42.86,185,52.86,15,4.29,47029
47,30,354,116,32.77,229,64.69,9,2.54,47030
47,31,337,114,33.83,209,62.02,14,4.15,47031
47,32,365,127,34.79,235,64.38,3,0.82,47032
47,33,319,116,36.36,193,60.5,10,3.13,47033
47,34,400,149,37.25,238,59.5,13,3.25,47034
47,35,463,178,38.44,271,58.53,14,3.02,47035
47,36,451,138,30.6,295,65.41,18,3.99,47036
47,37,430,155,36.05,259,60.23,16,3.72,47037
47,38,346,122,35.26,216,62.43,8,2.31,47038
47,39,360,132,36.67,214,59.44,14,3.89,47039
47,40,279,83,29.75,178,63.8,18,6.45,47040
47,41,473,184,38.9,278,58.77,11,2.33,47041
47,42,263,104,39.54,148,56.27,11,4.18,47042
47,43,243,110,45.27,129,53.09,4,1.65,47043
47,44,402,164,40.8,225,55.97,13,3.23,47044
47,45,330,130,39.39,189,57.27,11,3.33,47045
47,46,262,124,47.33,133,50.76,5,1.91,47046
47,47,340,145,42.65,191,56.18,4,1.18,47047
47,48,64,11,17.19,51,79.69,2,3.13,47048
47,49,276,110,39.86,159,57.61,7,2.54,47049
47,50,235,93,39.57,136,57.87,6,2.55,47050
47,51,237,95,40.08,135,56.96,7,2.95,47051
48,1,339,108,31.86,226,66.67,5,1.47,48001
48,2,270,116,42.96,147,54.44,7,2.59,48002
48,3,382,121,31.68,247,64.66,14,3.66,48003
48,4,408,167,40.93,236,57.84,5,1.23,48004
48,5,272,127,46.69,139,51.1,6,2.21,48005
48,6,379,82,21.64,286,75.46,11,2.9,48006
48,7,284,73,25.7,200,70.42,11,3.87,48007
48,8,248,119,47.98,124,50.0,5,2.02,48008
48,9,296,122,41.22,167,56.42,7,2.36,48009
48,10,198,77,38.89,116,58.59,5,2.53,48010
48,11,404,133,32.92,260,64.36,11,2.72,48011
48,12,265,93,35.09,168,63.4,4,1.51,48012
