ward,precinct,total,KRIS O'ROURKE COHN,KRIS O'ROURKE COHN Percent,JESSE WHITE,JESSE WHITE Percent,MATT BEAUCHAMP,MATT BEAUCHAMP Percent,precinct_id
9,38,340,2,0.59,337,99.12,1,0.29,09038
9,39,333,2,0.6,329,98.8,2,0.6,09039
9,40,341,5,1.47,335,98.24,1,0.29,09040
9,41,414,4,0.97,407,98.31,3,0.72,09041
9,42,288,3,1.04,282,97.92,3,1.04,09042
9,43,247,1,0.4,244,98.79,2,0.81,09043
9,44,273,2,0.73,269,98.53,2,0.73,09044
9,45,337,2,0.59,332,98.52,3,0.89,09045
9,46,287,2,0.7,285,99.3,0,0.0,09046
9,47,211,5,2.37,204,96.68,2,0.95,09047
9,48,330,5,1.52,325,98.48,0,0.0,09048
9,49,139,3,2.16,136,97.84,0,0.0,09049
9,50,126,3,2.38,122,96.83,1,0.79,09050
9,51,231,1,0.43,229,99.13,1,0.43,09051
9,52,316,7,2.22,307,97.15,2,0.63,09052
9,53,259,3,1.16,255,98.46,1,0.39,09053
9,54,265,3,1.13,262,98.87,0,0.0,09054
9,55,176,4,2.27,172,97.73,0,0.0,09055
9,56,176,0,0.0,176,100.0,0,0.0,09056
9,57,190,27,14.21,154,81.05,9,4.74,09057
9,58,233,1,0.43,231,99.14,1,0.43,09058
10,1,221,4,1.81,215,97.29,2,0.9,10001
10,2,215,46,21.4,167,77.67,2,0.93,10002
10,3,299,93,31.1,195,65.22,11,3.68,10003
10,4,209,12,5.74,188,89.95,9,4.31,10004
10,5,250,46,18.4,192,76.8,12,4.8,10005
10,6,241,1,0.41,238,98.76,2,0.83,10006
10,7,62,3,4.84,57,91.94,2,3.23,10007
10,8,264,71,26.89,192,72.73,1,0.38,10008
10,9,276,81,29.35,186,67.39,9,3.26,10009
10,10,277,78,28.16,190,68.59,9,3.25,10010
10,11,275,61,22.18,207,75.27,7,2.55,10011
10,12,217,50,23.04,162,74.65,5,2.3,10012
10,13,221,44,19.91,174,78.73,3,1.36,10013
10,14,285,82,28.77,201,70.53,2,0.7,10014
10,15,132,33,25.0,95,71.97,4,3.03,10015
10,16,269,79,29.37,184,68.4,6,2.23,10016
10,17,256,62,24.22,184,71.88,10,3.91,10017
10,18,169,7,4.14,157,92.9,5,2.96,10018
10,19,296,81,27.36,212,71.62,3,1.01,10019
10,20,215,53,24.65,155,72.09,7,3.26,10020
10,21,228,73,32.02,147,64.47,8,3.51,10021
10,22,88,15,17.05,70,79.55,3,3.41,10022
10,23,200,22,11.0,174,87.0,4,2.0,10023
10,24,244,80,32.79,156,63.93,8,3.28,10024
10,25,287,16,5.57,267,93.03,4,1.39,10025
10,26,205,45,21.95,159,77.56,1,0.49,10026
10,27,327,79,24.16,236,72.17,12,3.67,10027
10,28,269,12,4.46,257,95.54,0,0.0,10028
10,29,228,5,2.19,221,96.93,2,0.88,10029
10,30,300,42,14.0,249,83.0,9,3.0,10030
10,31,278,42,15.11,232,83.45,4,1.44,10031
10,32,270,50,18.52,213,78.89,7,2.59,10032
10,33,238,41,17.23,194,81.51,3,1.26,10033
10,34,222,24,10.81,190,85.59,8,3.6,10034
10,35,228,23,10.09,200,87.72,5,2.19,10035
10,36,274,10,3.65,261,95.26,3,1.09,10036
10,37,197,5,2.54,191,96.95,1,0.51,10037
10,38,295,77,26.1,210,71.19,8,2.71,10038
10,39,236,51,21.61,178,75.42,7,2.97,10039
10,40,226,10,4.42,210,92.92,6,2.65,10040
10,41,314,90,28.66,214,68.15,10,3.18,10041
10,42,268,85,31.72,177,66.04,6,2.24,10042
10,43,106,5,4.72,100,94.34,1,0.94,10043
10,44,217,23,10.6,186,85.71,8,3.69,10044
10,45,173,30,17.34,131,75.72,12,6.94,10045
10,46,233,37,15.88,192,82.4,4,1.72,10046
10,47,232,41,17.67,184,79.31,7,3.02,10047
10,48,187,11,5.88,174,93.05,2,1.07,10048
10,49,177,6,3.39,164,92.66,7,3.95,10049
11,1,296,43,14.53,247,83.45,6,2.03,11001
11,2,245,31,12.65,206,84.08,8,3.27,11002
11,3,225,30,13.33,189,84.0,6,2.67,11003
11,4,342,37,10.82,299,87.43,6,1.75,11004
11,5,207,21,10.14,181,87.44,5,2.42,11005
11,6,387,62,16.02,304,78.55,21,5.43,11006
11,7,297,46,15.49,248,83.5,3,1.01,11007
11,8,290,50,17.24,231,79.66,9,3.1,11008
11,9,271,26,9.59,242,89.3,3,1.11,11009
11,10,168,18,10.71,143,85.12,7,4.17,11010
11,11,326,40,12.27,284,87.12,2,0.61,11011
11,12,326,40,12.27,283,86.81,3,0.92,11012
11,13,307,42,13.68,259,84.36,6,1.95,11013
11,14,240,34,14.17,202,84.17,4,1.67,11014
11,15,236,37,15.68,197,83.47,2,0.85,11015
11,16,291,39,13.4,243,83.51,9,3.09,11016
11,17,366,59,16.12,299,81.69,8,2.19,11017
11,18,211,26,12.32,178,84.36,7,3.32,11018
11,19,245,35,14.29,204,83.27,6,2.45,11019
11,20,225,12,5.33,209,92.89,4,1.78,11020
11,21,375,32,8.53,337,89.87,6,1.6,11021
11,22,243,18,7.41,221,90.95,4,1.65,11022
11,23,238,24,10.08,211,88.66,3,1.26,11023
11,24,415,32,7.71,379,91.33,4,0.96,11024
11,25,198,19,9.6,177,89.39,2,1.01,11025
11,26,400,41,10.25,347,86.75,12,3.0,11026
11,27,324,33,10.19,288,88.89,3,0.93,11027
11,28,253,21,8.3,230,90.91,2,0.79,11028
11,29,358,32,8.94,320,89.39,6,1.68,11029
11,30,280,38,13.57,236,84.29,6,2.14,11030
11,31,251,26,10.36,223,88.84,2,0.8,11031
11,32,232,30,12.93,196,84.48,6,2.59,11032
11,33,217,16,7.37,199,91.71,2,0.92,11033
11,34,164,18,10.98,144,87.8,2,1.22,11034
11,35,356,31,8.71,320,89.89,5,1.4,11035
11,36,92,14,15.22,77,83.7,1,1.09,11036
11,37,276,29,10.51,243,88.04,4,1.45,11037
11,38,406,40,9.85,357,87.93,9,2.22,11038
11,39,407,33,8.11,370,90.91,4,0.98,11039
11,40,165,17,10.3,145,87.88,3,1.82,11040
11,41,175,15,8.57,157,89.71,3,1.71,11041
11,42,229,17,7.42,207,90.39,5,2.18,11042
11,43,384,53,13.8,324,84.38,7,1.82,11043
11,44,274,51,18.61,214,78.1,9,3.28,11044
11,45,188,22,11.7,161,85.64,5,2.66,11045
11,46,189,7,3.7,180,95.24,2,1.06,11046
11,47,272,32,11.76,232,85.29,8,2.94,11047
11,48,153,23,15.03,127,83.01,3,1.96,11048
11,49,239,35,14.64,202,84.52,2,0.84,11049
11,50,203,19,9.36,180,88.67,4,1.97,11050
12,1,100,9,9.0,91,91.0,0,0.0,12001
12,2,159,27,16.98,126,79.25,6,3.77,12002
12,3,147,16,10.88,127,86.39,4,2.72,12003
12,4,134,17,12.69,115,85.82,2,1.49,12004
12,5,182,36,19.78,143,78.57,3,1.65,12005
12,6,113,5,4.42,104,92.04,4,3.54,12006
12,7,67,1,1.49,63,94.03,3,4.48,12007
12,8,298,43,14.43,249,83.56,6,2.01,12008
12,9,115,14,12.17,100,86.96,1,0.87,12009
12,10,90,19,21.11,68,75.56,3,3.33,12010
12,11,139,11,7.91,123,88.49,5,3.6,12011
12,12,121,21,17.36,97,80.17,3,2.48,12012
12,13,136,29,21.32,105,77.21,2,1.47,12013
12,14,122,11,9.02,107,87.7,4,3.28,12014
12,15,146,10,6.85,133,91.1,3,2.05,12015
12,16,154,20,12.99,130,84.42,4,2.6,12016
12,17,113,18,15.93,94,83.19,1,0.88,12017
12,18,158,8,5.06,148,93.67,2,1.27,12018
12,19,156,27,17.31,126,80.77,3,1.92,12019
12,20,177,21,11.86,149,84.18,7,3.95,12020
12,21,201,29,14.43,170,84.58,2,1.0,12021
12,22,119,10,8.4,106,89.08,3,2.52,12022
12,23,120,23,19.17,96,80.0,1,0.83,12023
12,24,217,32,14.75,181,83.41,4,1.84,12024
12,25,145,20,13.79,123,84.83,2,1.38,12025
12,26,157,20,12.74,134,85.35,3,1.91,12026
12,27,103,23,22.33,79,76.7,1,0.97,12027
12,28,173,21,12.14,145,83.82,7,4.05,12028
12,29,181,28,15.47,150,82.87,3,1.66,12029
13,1,321,65,20.25,250,77.88,6,1.87,13001
13,2,260,54,20.77,203,78.08,3,1.15,13002
13,3,339,56,16.52,281,82.89,2,0.59,13003
13,4,464,94,20.26,358,77.16,12,2.59,13004
13,5,268,38,14.18,224,83.58,6,2.24,13005
13,6,287,55,19.16,226,78.75,6,2.09,13006
13,7,318,45,14.15,267,83.96,6,1.89,13007
13,8,355,77,21.69,271,76.34,7,1.97,13008
13,9,312,52,16.67,256,82.05,4,1.28,13009
13,10,293,62,21.16,225,76.79,6,2.05,13010
13,11,278,31,11.15,245,88.13,2,0.72,13011
13,12,327,51,15.6,267,81.65,9,2.75,13012
13,13,357,40,11.2,313,87.68,4,1.12,13013
13,14,270,54,20.0,211,78.15,5,1.85,13014
13,15,316,51,16.14,259,81.96,6,1.9,13015
13,16,259,46,17.76,207,79.92,6,2.32,13016
13,17,334,56,16.77,270,80.84,8,2.4,13017
13,18,282,36,12.77,241,85.46,5,1.77,13018
13,19,246,29,11.79,214,86.99,3,1.22,13019
13,20,288,37,12.85,248,86.11,3,1.04,13020
13,21,211,37,17.54,170,80.57,4,1.9,13021
13,22,334,48,14.37,285,85.33,1,0.3,13022
13,23,247,40,16.19,202,81.78,5,2.02,13023
13,24,343,47,13.7,293,85.42,3,0.87,13024
13,25,262,55,20.99,203,77.48,4,1.53,13025
13,26,217,28,12.9,186,85.71,3,1.38,13026
13,27,371,70,18.87,292,78.71,9,2.43,13027
13,28,242,39,16.12,202,83.47,1,0.41,13028
13,29,313,61,19.49,246,78.59,6,1.92,13029
13,30,283,48,16.96,228,80.57,7,2.47,13030
13,31,293,30,10.24,258,88.05,5,1.71,13031
13,32,295,29,9.83,258,87.46,8,2.71,13032
13,33,289,44,15.22,237,82.01,8,2.77,13033
13,34,292,54,18.49,233,79.79,5,1.71,13034
13,35,354,48,13.56,298,84.18,8,2.26,13035
13,36,199,34,17.09,165,82.91,0,0.0,13036
13,37,237,41,17.3,191,80.59,5,2.11,13037
13,38,343,70,20.41,266,77.55,7,2.04,13038
13,39,303,52,17.16,245,80.86,6,1.98,13039
13,40,277,37,13.36,235,84.84,5,1.81,13040
13,41,249,35,14.06,211,84.74,3,1.2,13041
13,42,375,67,17.87,300,80.0,8,2.13,13042
13,43,251,25,9.96,224,89.24,2,0.8,13043
13,44,373,21,5.63,349,93.57,3,0.8,13044
13,45,435,80,18.39,350,80.46,5,1.15,13045
13,46,285,31,10.88,248,87.02,6,2.11,13046
13,47,334,48,14.37,278,83.23,8,2.4,13047
13,48,297,52,17.51,234,78.79,11,3.7,13048
13,49,360,54,15.0,300,83.33,6,1.67,13049
13,50,368,34,9.24,327,88.86,7,1.9,13050
13,51,260,40,15.38,213,81.92,7,2.69,13051
13,52,370,62,16.76,302,81.62,6,1.62,13052
13,53,384,58,15.1,318,82.81,8,2.08,13053
13,54,320,38,11.88,278,86.88,4,1.25,13054
14,1,180,28,15.56,149,82.78,3,1.67,14001
14,2,197,39,19.8,155,78.68,3,1.52,14002
14,3,271,28,10.33,242,89.3,1,0.37,14003
14,4,191,23,12.04,165,86.39,3,1.57,14004
14,5,272,9,3.31,259,95.22,4,1.47,14005
14,6,177,26,14.69,149,84.18,2,1.13,14006
14,7,218,30,13.76,181,83.03,7,3.21,14007
14,8,132,18,13.64,111,84.09,3,2.27,14008
14,9,233,28,12.02,199,85.41,6,2.58,14009
14,10,209,36,17.22,171,81.82,2,0.96,14010
14,11,192,18,9.38,172,89.58,2,1.04,14011
14,12,164,17,10.37,145,88.41,2,1.22,14012
14,13,267,52,19.48,209,78.28,6,2.25,14013
14,14,161,11,6.83,146,90.68,4,2.48,14014
14,15,265,21,7.92,236,89.06,8,3.02,14015
14,16,252,37,14.68,212,84.13,3,1.19,14016
14,17,267,21,7.87,242,90.64,4,1.5,14017
14,18,202,25,12.38,174,86.14,3,1.49,14018
14,19,298,34,11.41,258,86.58,6,2.01,14019
14,20,195,28,14.36,164,84.1,3,1.54,14020
14,21,231,24,10.39,201,87.01,6,2.6,14021
14,22,243,28,11.52,214,88.07,1,0.41,14022
14,23,168,27,16.07,139,82.74,2,1.19,14023
14,24,147,9,6.12,134,91.16,4,2.72,14024
14,25,237,42,17.72,191,80.59,4,1.69,14025
14,26,155,21,13.55,132,85.16,2,1.29,14026
14,27,152,22,14.47,126,82.89,4,2.63,14027
14,28,237,37,15.61,197,83.12,3,1.27,14028
14,29,249,23,9.24,221,88.76,5,2.01,14029
14,30,192,28,14.58,162,84.38,2,1.04,14030
14,31,211,17,8.06,191,90.52,3,1.42,14031
14,32,171,19,11.11,149,87.13,3,1.75,14032
14,33,168,11,6.55,153,91.07,4,2.38,14033
14,34,180,16,8.89,159,88.33,5,2.78,14034
14,35,112,24,21.43,85,75.89,3,2.68,14035
14,36,257,36,14.01,216,84.05,5,1.95,14036
14,37,203,20,9.85,182,89.66,1,0.49,14037
15,1,150,14,9.33,132,88.0,4,2.67,15001
15,2,202,3,1.49,198,98.02,1,0.5,15002
15,3,234,2,0.85,232,99.15,0,0.0,15003
15,4,213,2,0.94,207,97.18,4,1.88,15004
15,5,219,5,2.28,210,95.89,4,1.83,15005
15,6,196,17,8.67,173,88.27,6,3.06,15006
15,7,185,0,0.0,185,100.0,0,0.0,15007
15,8,275,7,2.55,264,96.0,4,1.45,15008
15,9,228,9,3.95,218,95.61,1,0.44,15009
15,10,199,39,19.6,156,78.39,4,2.01,15010
15,11,206,4,1.94,201,97.57,1,0.49,15011
15,12,136,2,1.47,133,97.79,1,0.74,15012
15,13,147,8,5.44,139,94.56,0,0.0,15013
15,14,244,26,10.66,207,84.84,11,4.51,15014
15,15,269,12,4.46,254,94.42,3,1.12,15015
15,16,170,33,19.41,134,78.82,3,1.76,15016
15,17,224,1,0.45,223,99.55,0,0.0,15017
15,18,187,6,3.21,181,96.79,0,0.0,15018
15,19,210,1,0.48,204,97.14,5,2.38,15019
15,20,208,0,0.0,207,99.52,1,0.48,15020
15,21,219,1,0.46,217,99.09,1,0.46,15021
15,22,229,4,1.75,223,97.38,2,0.87,15022
15,23,188,1,0.53,186,98.94,1,0.53,15023
15,24,193,4,2.07,189,97.93,0,0.0,15024
15,25,223,14,6.28,205,91.93,4,1.79,15025
15,26,185,2,1.08,178,96.22,5,2.7,15026
15,27,155,6,3.87,147,94.84,2,1.29,15027
15,28,249,32,12.85,213,85.54,4,1.61,15028
15,29,111,4,3.6,107,96.4,0,0.0,15029
15,30,242,3,1.24,239,98.76,0,0.0,15030
15,31,177,1,0.56,175,98.87,1,0.56,15031
15,32,244,12,4.92,225,92.21,7,2.87,15032
15,33,185,4,2.16,178,96.22,3,1.62,15033
15,34,178,3,1.69,175,98.31,0,0.0,15034
15,35,216,1,0.46,215,99.54,0,0.0,15035
15,36,179,0,0.0,177,98.88,2,1.12,15036
15,37,193,3,1.55,190,98.45,0,0.0,15037
15,38,180,6,3.33,172,95.56,2,1.11,15038
15,39,230,1,0.43,229,99.57,0,0.0,15039
15,40,207,2,0.97,203,98.07,2,0.97,15040
15,41,290,17,5.86,270,93.1,3,1.03,15041
15,42,140,1,0.71,136,97.14,3,2.14,15042
15,43,202,2,0.99,200,99.01,0,0.0,15043
15,44,206,13,6.31,188,91.26,5,2.43,15044
15,45,89,2,2.25,83,93.26,4,4.49,15045
15,46,207,3,1.45,201,97.1,3,1.45,15046
15,47,231,2,0.87,229,99.13,0,0.0,15047
15,48,167,3,1.8,163,97.6,1,0.6,15048
15,49,159,10,6.29,147,92.45,2,1.26,15049
15,50,200,1,0.5,196,98.0,3,1.5,15050
15,51,168,1,0.6,165,98.21,2,1.19,15051
15,52,137,3,2.19,133,97.08,1,0.73,15052
16,1,123,6,4.88,113,91.87,4,3.25,16001
16,2,166,1,0.6,165,99.4,0,0.0,16002
16,3,232,2,0.86,225,96.98,5,2.16,16003
16,4,182,6,3.3,173,95.05,3,1.65,16004
16,5,236,3,1.27,233,98.73,0,0.0,16005
16,6,86,2,2.33,83,96.51,1,1.16,16006
16,7,201,6,2.99,195,97.01,0,0.0,16007
16,8,174,2,1.15,171,98.28,1,0.57,16008
16,9,287,0,0.0,286,99.65,1,0.35,16009
16,10,156,1,0.64,153,98.08,2,1.28,16010
16,11,258,2,0.78,254,98.45,2,0.78,16011
16,12,161,3,1.86,156,96.89,2,1.24,16012
16,13,171,17,9.94,150,87.72,4,2.34,16013
16,14,234,4,1.71,230,98.29,0,0.0,16014
16,15,261,6,2.3,249,95.4,6,2.3,16015
16,16,203,4,1.97,198,97.54,1,0.49,16016
16,17,295,36,12.2,250,84.75,9,3.05,16017
16,18,201,1,0.5,198,98.51,2,1.0,16018
16,19,157,2,1.27,152,96.82,3,1.91,16019
16,20,220,3,1.36,216,98.18,1,0.45,16020
16,21,201,22,10.95,174,86.57,5,2.49,16021
16,22,163,1,0.61,162,99.39,0,0.0,16022
16,23,204,19,9.31,183,89.71,2,0.98,16023
16,24,129,1,0.78,125,96.9,3,2.33,16024
16,25,174,2,1.15,172,98.85,0,0.0,16025
16,26,242,0,0.0,241,99.59,1,0.41,16026
16,27,246,4,1.63,241,97.97,1,0.41,16027
16,28,278,0,0.0,274,98.56,4,1.44,16028
16,29,106,4,3.77,102,96.23,0,0.0,16029
16,30,159,1,0.63,154,96.86,4,2.52,16030
16,31,249,2,0.8,246,98.8,1,0.4,16031
16,32,177,23,12.99,151,85.31,3,1.69,16032
16,33,210,1,0.48,208,99.05,1,0.48,16033
16,34,184,2,1.09,181,98.37,1,0.54,16034
16,35,185,16,8.65,166,89.73,3,1.62,16035
16,36,224,3,1.34,217,96.88,4,1.79,16036
16,37,186,3,1.61,183,98.39,0,0.0,16037
16,38,201,5,2.49,192,95.52,4,1.99,16038
16,39,107,20,18.69,87,81.31,0,0.0,16039
16,40,267,2,0.75,264,98.88,1,0.37,16040
16,41,100,1,1.0,99,99.0,0,0.0,16041
16,42,144,14,9.72,126,87.5,4,2.78,16042
16,43,252,1,0.4,250,99.21,1,0.4,16043
16,44,212,9,4.25,201,94.81,2,0.94,16044
16,45,137,5,3.65,131,95.62,1,0.73,16045
16,46,90,2,2.22,87,96.67,1,1.11,16046
16,47,90,2,2.22,87,96.67,1,1.11,16047
17,1,173,1,0.58,172,99.42,0,0.0,17001
17,2,245,5,2.04,235,95.92,5,2.04,17002
17,3,224,4,1.79,220,98.21,0,0.0,17003
17,4,371,5,1.35,365,98.38,1,0.27,17004
17,5,256,6,2.34,248,96.88,2,0.78,17005
17,6,185,3,1.62,181,97.84,1,0.54,17006
17,7,301,4,1.33,297,98.67,0,0.0,17007
17,8,169,1,0.59,167,98.82,1,0.59,17008
17,9,186,2,1.08,184,98.92,0,0.0,17009
17,10,282,1,0.35,278,98.58,3,1.06,17010
17,11,266,2,0.75,264,99.25,0,0.0,17011
17,12,285,3,1.05,282,98.95,0,0.0,17012
17,13,191,3,1.57,186,97.38,2,1.05,17013
17,14,251,3,1.2,244,97.21,4,1.59,17014
17,15,220,1,0.45,219,99.55,0,0.0,17015
17,16,247,0,0.0,246,99.6,1,0.4,17016
17,17,201,1,0.5,200,99.5,0,0.0,17017
17,18,280,1,0.36,278,99.29,1,0.36,17018
17,19,109,1,0.92,108,99.08,0,0.0,17019
17,20,236,2,0.85,234,99.15,0,0.0,17020
17,21,335,4,1.19,328,97.91,3,0.9,17021
17,22,279,1,0.36,277,99.28,1,0.36,17022
17,23,195,0,0.0,195,100.0,0,0.0,17023
17,24,267,3,1.12,264,98.88,0,0.0,17024
17,25,171,1,0.58,170,99.42,0,0.0,17025
17,26,312,1,0.32,311,99.68,0,0.0,17026
17,27,319,1,0.31,316,99.06,2,0.63,17027
17,28,245,3,1.22,236,96.33,6,2.45,17028
17,29,295,1,0.34,294,99.66,0,0.0,17029
17,30,306,1,0.33,303,99.02,2,0.65,17030
17,31,273,0,0.0,271,99.27,2,0.73,17031
17,32,289,2,0.69,286,98.96,1,0.35,17032
17,33,206,2,0.97,203,98.54,1,0.49,17033
17,34,227,3,1.32,222,97.8,2,0.88,17034
17,35,166,1,0.6,163,98.19,2,1.2,17035
17,36,164,2,1.22,161,98.17,1,0.61,17036
17,37,243,2,0.82,240,98.77,1,0.41,17037
17,38,245,4,1.63,239,97.55,2,0.82,17038
17,39,193,1,0.52,191,98.96,1,0.52,17039
17,40,191,2,1.05,188,98.43,1,0.52,17040
17,41,216,1,0.46,213,98.61,2,0.93,17041
17,42,224,2,0.89,221,98.66,1,0.45,17042
17,43,234,4,1.71,226,96.58,4,1.71,17043
17,44,230,3,1.3,227,98.7,0,0.0,17044
17,45,169,3,1.78,166,98.22,0,0.0,17045
17,46,251,4,1.59,246,98.01,1,0.4,17046
17,47,147,0,0.0,146,99.32,1,0.68,17047
17,48,244,1,0.41,240,98.36,3,1.23,17048
17,49,214,2,0.93,211,98.6,1,0.47,17049
17,50,214,3,1.4,211,98.6,0,0.0,17050
17,51,286,4,1.4,282,98.6,0,0.0,17051
17,52,350,1,0.29,345,98.57,4,1.14,17052
17,53,247,3,1.21,244,98.79,0,0.0,17053
17,54,283,3,1.06,279,98.59,1,0.35,17054
17,55,217,3,1.38,214,98.62,0,0.0,17055
17,56,256,2,0.78,251,98.05,3,1.17,17056
17,57,285,2,0.7,279,97.89,4,1.4,17057
17,58,241,3,1.24,234,97.1,4,1.66,17058
17,59,162,0,0.0,156,96.3,6,3.7,17059
17,60,336,4,1.19,330,98.21,2,0.6,17060
17,61,228,1,0.44,227,99.56,0,0.0,17061
17,62,219,2,0.91,213,97.26,4,1.83,17062
17,63,208,4,1.92,202,97.12,2,0.96,17063
17,64,178,1,0.56,176,98.88,1,0.56,17064
18,1,178,11,6.18,166,93.26,1,0.56,18001
18,2,306,23,7.52,280,91.5,3,0.98,18002
18,3,301,105,34.88,188,62.46,8,2.66,18003
18,4,322,8,2.48,311,96.58,3,0.93,18004
18,5,314,3,0.96,307,97.77,4,1.27,18005
18,6,299,87,29.1,208,69.57,4,1.34,18006
18,7,268,32,11.94,234,87.31,2,0.75,18007
18,8,126,10,7.94,116,92.06,0,0.0,18008
18,9,329,26,7.9,301,91.49,2,0.61,18009
18,10,418,24,5.74,392,93.78,2,0.48,18010
18,11,312,45,14.42,261,83.65,6,1.92,18011
18,12,380,26,6.84,353,92.89,1,0.26,18012
18,13,324,23,7.1,301,92.9,0,0.0,18013
18,14,355,14,3.94,338,95.21,3,0.85,18014
18,15,201,35,17.41,163,81.09,3,1.49,18015
18,16,304,8,2.63,293,96.38,3,0.99,18016
18,17,278,29,10.43,249,89.57,0,0.0,18017
18,18,326,6,1.84,319,97.85,1,0.31,18018
18,19,236,1,0.42,234,99.15,1,0.42,18019
18,20,299,5,1.67,291,97.32,3,1.0,18020
18,21,400,28,7.0,368,92.0,4,1.0,18021
18,22,346,8,2.31,337,97.4,1,0.29,18022
18,23,280,16,5.71,260,92.86,4,1.43,18023
18,24,345,1,0.29,343,99.42,1,0.29,18024
18,25,323,6,1.86,317,98.14,0,0.0,18025
18,26,253,8,3.16,244,96.44,1,0.4,18026
18,27,302,25,8.28,276,91.39,1,0.33,18027
18,28,359,93,25.91,254,70.75,12,3.34,18028
18,29,337,49,14.54,281,83.38,7,2.08,18029
18,30,276,0,0.0,275,99.64,1,0.36,18030
18,31,287,12,4.18,274,95.47,1,0.35,18031
18,32,356,1,0.28,352,98.88,3,0.84,18032
18,33,245,2,0.82,242,98.78,1,0.41,18033
18,34,381,25,6.56,353,92.65,3,0.79,18034
18,35,375,20,5.33,352,93.87,3,0.8,18035
18,36,239,25,10.46,207,86.61,7,2.93,18036
18,37,228,14,6.14,212,92.98,2,0.88,18037
18,38,366,4,1.09,358,97.81,4,1.09,18038
18,39,239,10,4.18,228,95.4,1,0.42,18039
18,40,364,13,3.57,349,95.88,2,0.55,18040
18,41,356,90,25.28,258,72.47,8,2.25,18041
18,42,247,24,9.72,221,89.47,2,0.81,18042
18,43,269,31,11.52,234,86.99,4,1.49,18043
18,44,206,18,8.74,186,90.29,2,0.97,18044
18,45,322,4,1.24,317,98.45,1,0.31,18045
18,46,266,3,1.13,260,97.74,3,1.13,18046
18,47,290,19,6.55,266,91.72,5,1.72,18047
18,48,238,61,25.63,175,73.53,2,0.84,18048
18,49,225,8,3.56,213,94.67,4,1.78,18049
18,50,299,10,3.34,287,95.99,2,0.67,18050
18,51,182,1,0.55,180,98.9,1,0.55,18051
18,52,266,1,0.38,264,99.25,1,0.38,18052
18,53,260,3,1.15,256,98.46,1,0.38,18053
18,54,315,5,1.59,307,97.46,3,0.95,18054
18,55,378,107,28.31,266,70.37,5,1.32,18055
18,56,294,39,13.27,252,85.71,3,1.02,18056
18,57,261,13,4.98,247,94.64,1,0.38,18057
18,58,287,5,1.74,281,97.91,1,0.35,18058
18,59,205,3,1.46,200,97.56,2,0.98,18059
18,60,358,3,0.84,354,98.88,1,0.28,18060
18,61,307,4,1.3,302,98.37,1,0.33,18061
18,62,227,1,0.44,223,98.24,3,1.32,18062
18,63,282,1,0.35,281,99.65,0,0.0,18063
18,64,257,25,9.73,226,87.94,6,2.33,18064
19,1,412,111,26.94,294,71.36,7,1.7,19001
19,2,337,44,13.06,291,86.35,2,0.59,19002
19,3,376,138,36.7,232,61.7,6,1.6,19003
19,4,360,99,27.5,257,71.39,4,1.11,19004
19,5,361,47,13.02,307,85.04,7,1.94,19005
19,6,379,102,26.91,272,71.77,5,1.32,19006
19,7,352,60,17.05,285,80.97,7,1.99,19007
19,8,323,92,28.48,219,67.8,12,3.72,19008
19,9,292,93,31.85,193,66.1,6,2.05,19009
19,10,470,85,18.09,374,79.57,11,2.34,19010
19,11,415,155,37.35,251,60.48,9,2.17,19011
19,12,366,131,35.79,227,62.02,8,2.19,19012
19,13,302,15,4.97,284,94.04,3,0.99,19013
19,14,267,73,27.34,188,70.41,6,2.25,19014
19,15,224,69,30.8,147,65.63,8,3.57,19015
19,16,460,130,28.26,325,70.65,5,1.09,19016
19,17,379,69,18.21,300,79.16,10,2.64,19017
19,18,466,87,18.67,371,79.61,8,1.72,19018
19,19,403,80,19.85,314,77.92,9,2.23,19019
19,20,314,38,12.1,273,86.94,3,0.96,19020
19,21,322,68,21.12,249,77.33,5,1.55,19021
19,22,436,88,20.18,341,78.21,7,1.61,19022
19,23,444,122,27.48,316,71.17,6,1.35,19023
19,24,305,82,26.89,217,71.15,6,1.97,19024
19,25,432,101,23.38,317,73.38,14,3.24,19025
19,26,434,100,23.04,329,75.81,5,1.15,19026
19,27,247,27,10.93,215,87.04,5,2.02,19027
19,28,440,21,4.77,413,93.86,6,1.36,19028
19,29,336,106,31.55,221,65.77,9,2.68,19029
19,30,380,107,28.16,264,69.47,9,2.37,19030
19,31,359,88,24.51,263,73.26,8,2.23,19031
19,32,454,106,23.35,330,72.69,18,3.96,19032
19,33,438,150,34.25,279,63.7,9,2.05,19033
19,34,397,90,22.67,298,75.06,9,2.27,19034
19,35,347,55,15.85,288,83.0,4,1.15,19035
19,36,421,43,10.21,368,87.41,10,2.38,19036
19,37,341,50,14.66,283,82.99,8,2.35,19037
19,38,457,53,11.6,399,87.31,5,1.09,19038
19,39,239,9,3.77,229,95.82,1,0.42,19039
19,40,349,61,17.48,275,78.8,13,3.72,19040
19,41,417,137,32.85,267,64.03,13,3.12,19041
19,42,297,37,12.46,257,86.53,3,1.01,19042
19,43,384,12,3.13,366,95.31,6,1.56,19043
19,44,346,91,26.3,249,71.97,6,1.73,19044
19,45,439,112,25.51,322,73.35,5,1.14,19045
19,46,499,119,23.85,371,74.35,9,1.8,19046
19,47,266,44,16.54,218,81.95,4,1.5,19047
