ward,precinct,total,RONALD SWICK,RONALD SWICK Percent,MICHAEL F. SHEAHAN,MICHAEL F. SHEAHAN Percent,precinct_id
2,16,216,42,19.44,174,80.56,02016
2,17,201,9,4.48,192,95.52,02017
2,18,492,106,21.54,386,78.46,02018
2,19,164,2,1.22,162,98.78,02019
2,20,214,9,4.21,205,95.79,02020
2,21,305,24,7.87,281,92.13,02021
2,22,441,97,22.0,344,78.0,02022
2,23,139,6,4.32,133,95.68,02023
2,24,127,6,4.72,121,95.28,02024
2,25,187,17,9.09,170,90.91,02025
2,26,242,25,10.33,217,89.67,02026
2,27,143,4,2.8,139,97.2,02027
2,28,140,35,25.0,105,75.0,02028
2,29,103,21,20.39,82,79.61,02029
2,30,145,7,4.83,138,95.17,02030
2,31,270,10,3.7,260,96.3,02031
2,32,116,4,3.45,112,96.55,02032
2,33,174,11,6.32,163,93.68,02033
2,34,237,10,4.22,227,95.78,02034
2,35,93,32,34.41,61,65.59,02035
2,36,107,4,3.74,103,96.26,02036
2,37,266,69,25.94,197,74.06,02037
2,38,235,13,5.53,222,94.47,02038
2,39,213,32,15.02,181,84.98,02039
2,40,301,37,12.29,264,87.71,02040
2,41,153,5,3.27,148,96.73,02041
2,42,85,7,8.24,78,91.76,02042
2,43,409,82,20.05,327,79.95,02043
2,44,145,9,6.21,136,93.79,02044
2,45,182,7,3.85,175,96.15,02045
2,46,337,23,6.82,314,93.18,02046
2,47,197,14,7.11,183,92.89,02047
2,48,159,6,3.77,153,96.23,02048
2,49,238,53,22.27,185,77.73,02049
2,50,173,32,18.5,141,81.5,02050
2,51,193,7,3.63,186,96.37,02051
2,52,230,12,5.22,218,94.78,02052
2,53,112,2,1.79,110,98.21,02053
2,54,358,88,24.58,270,75.42,02054
2,55,72,12,16.67,60,83.33,02055
2,56,199,9,4.52,190,95.48,02056
2,57,116,5,4.31,111,95.69,02057
2,58,129,27,20.93,102,79.07,02058
2,59,297,68,22.9,229,77.1,02059
3,1,178,3,1.69,175,98.31,03001
3,2,359,19,5.29,340,94.71,03002
3,3,217,36,16.59,181,83.41,03003
3,4,122,3,2.46,119,97.54,03004
3,5,109,6,5.5,103,94.5,03005
3,6,177,11,6.21,166,93.79,03006
3,7,209,11,5.26,198,94.74,03007
3,8,75,3,4.0,72,96.0,03008
3,9,108,6,5.56,102,94.44,03009
3,10,115,1,0.87,114,99.13,03010
3,11,125,1,0.8,124,99.2,03011
3,12,225,14,6.22,211,93.78,03012
3,13,156,26,16.67,130,83.33,03013
3,14,96,4,4.17,92,95.83,03014
3,15,230,11,4.78,219,95.22,03015
3,16,390,18,4.62,372,95.38,03016
3,17,134,1,0.75,133,99.25,03017
3,18,141,6,4.26,135,95.74,03018
3,19,74,1,1.35,73,98.65,03019
3,20,52,2,3.85,50,96.15,03020
3,21,138,4,2.9,134,97.1,03021
3,22,133,4,3.01,129,96.99,03022
3,23,65,4,6.15,61,93.85,03023
3,24,158,2,1.27,156,98.73,03024
3,25,52,0,0.0,52,100.0,03025
3,26,141,5,3.55,136,96.45,03026
3,27,26,0,0.0,26,100.0,03027
3,28,148,12,8.11,136,91.89,03028
3,29,267,10,3.75,257,96.25,03029
3,30,145,5,3.45,140,96.55,03030
3,31,303,7,2.31,296,97.69,03031
3,32,171,8,4.68,163,95.32,03032
3,33,223,7,3.14,216,96.86,03033
3,34,139,9,6.47,130,93.53,03034
3,35,190,5,2.63,185,97.37,03035
3,36,126,4,3.17,122,96.83,03036
3,37,124,4,3.23,120,96.77,03037
3,38,48,1,2.08,47,97.92,03038
3,39,243,12,4.94,231,95.06,03039
3,40,213,10,4.69,203,95.31,03040
3,41,211,11,5.21,200,94.79,03041
3,42,173,3,1.73,170,98.27,03042
3,43,87,3,3.45,84,96.55,03043
3,44,107,5,4.67,102,95.33,03044
3,45,139,9,6.47,130,93.53,03045
3,46,193,8,4.15,185,95.85,03046
3,47,139,5,3.6,134,96.4,03047
3,48,186,7,3.76,179,96.24,03048
3,49,68,4,5.88,64,94.12,03049
3,50,102,1,0.98,101,99.02,03050
3,51,66,11,16.67,55,83.33,03051
3,52,102,1,0.98,101,99.02,03052
3,53,182,17,9.34,165,90.66,03053
3,54,216,52,24.07,164,75.93,03054
3,55,164,9,5.49,155,94.51,03055
3,56,165,8,4.85,157,95.15,03056
3,57,245,10,4.08,235,95.92,03057
3,58,81,4,4.94,77,95.06,03058
3,59,124,5,4.03,119,95.97,03059
3,60,200,3,1.5,197,98.5,03060
3,61,179,11,6.15,168,93.85,03061
3,62,177,4,2.26,173,97.74,03062
3,63,160,32,20.0,128,80.0,03063
4,1,253,31,12.25,222,87.75,04001
4,2,295,17,5.76,278,94.24,04002
4,3,418,23,5.5,395,94.5,04003
4,4,366,14,3.83,352,96.17,04004
4,5,298,14,4.7,284,95.3,04005
4,6,109,7,6.42,102,93.58,04006
4,7,208,11,5.29,197,94.71,04007
4,8,270,14,5.19,256,94.81,04008
4,9,515,21,4.08,494,95.92,04009
4,10,357,19,5.32,338,94.68,04010
4,11,306,8,2.61,298,97.39,04011
4,12,141,7,4.96,134,95.04,04012
4,13,228,20,8.77,208,91.23,04013
4,14,180,3,1.67,177,98.33,04014
4,15,148,5,3.38,143,96.62,04015
4,16,327,17,5.2,310,94.8,04016
4,17,324,35,10.8,289,89.2,04017
4,18,263,9,3.42,254,96.58,04018
4,19,299,10,3.34,289,96.66,04019
4,20,120,5,4.17,115,95.83,04020
4,21,360,31,8.61,329,91.39,04021
4,22,364,24,6.59,340,93.41,04022
4,23,237,24,10.13,213,89.87,04023
4,24,342,22,6.43,320,93.57,04024
4,25,292,20,6.85,272,93.15,04025
4,26,289,11,3.81,278,96.19,04026
4,27,294,15,5.1,279,94.9,04027
4,28,232,34,14.66,198,85.34,04028
4,29,217,24,11.06,193,88.94,04029
4,30,163,5,3.07,158,96.93,04030
4,31,93,2,2.15,91,97.85,04031
4,32,355,39,10.99,316,89.01,04032
4,33,109,9,8.26,100,91.74,04033
4,34,212,32,15.09,180,84.91,04034
4,35,182,9,4.95,173,95.05,04035
4,36,125,13,10.4,112,89.6,04036
4,37,159,0,0.0,159,100.0,04037
4,38,387,42,10.85,345,89.15,04038
4,39,126,3,2.38,123,97.62,04039
4,40,266,15,5.64,251,94.36,04040
4,41,138,14,10.14,124,89.86,04041
4,42,319,14,4.39,305,95.61,04042
4,43,215,25,11.63,190,88.37,04043
4,44,208,17,8.17,191,91.83,04044
4,45,450,29,6.44,421,93.56,04045
4,46,254,20,7.87,234,92.13,04046
4,47,403,34,8.44,369,91.56,04047
4,48,426,41,9.62,385,90.38,04048
4,49,87,2,2.3,85,97.7,04049
4,50,229,10,4.37,219,95.63,04050
4,51,333,16,4.8,317,95.2,04051
4,52,85,2,2.35,83,97.65,04052
4,53,12,0,0.0,12,100.0,04053
4,54,161,16,9.94,145,90.06,04054
4,55,206,20,9.71,186,90.29,04055
4,56,305,8,2.62,297,97.38,04056
4,57,154,11,7.14,143,92.86,04057
4,58,297,17,5.72,280,94.28,04058
5,1,315,14,4.44,301,95.56,05001
5,2,215,5,2.33,210,97.67,05002
5,3,149,12,8.05,137,91.95,05003
5,4,207,13,6.28,194,93.72,05004
5,5,216,9,4.17,207,95.83,05005
5,6,349,18,5.16,331,94.84,05006
5,7,301,19,6.31,282,93.69,05007
5,8,361,47,13.02,314,86.98,05008
5,9,270,8,2.96,262,97.04,05009
5,10,274,13,4.74,261,95.26,05010
5,11,301,38,12.62,263,87.38,05011
5,12,201,7,3.48,194,96.52,05012
5,13,247,11,4.45,236,95.55,05013
5,14,364,29,7.97,335,92.03,05014
5,15,264,21,7.95,243,92.05,05015
5,16,233,8,3.43,225,96.57,05016
5,17,278,7,2.52,271,97.48,05017
5,18,279,11,3.94,268,96.06,05018
5,19,142,7,4.93,135,95.07,05019
5,20,147,5,3.4,142,96.6,05020
5,21,305,12,3.93,293,96.07,05021
5,22,277,9,3.25,268,96.75,05022
5,23,203,12,5.91,191,94.09,05023
5,24,236,21,8.9,215,91.1,05024
5,25,283,13,4.59,270,95.41,05025
5,26,273,17,6.23,256,93.77,05026
5,27,322,58,18.01,264,81.99,05027
5,28,245,19,7.76,226,92.24,05028
5,29,290,16,5.52,274,94.48,05029
5,30,277,51,18.41,226,81.59,05030
5,31,251,10,3.98,241,96.02,05031
5,32,354,13,3.67,341,96.33,05032
5,33,249,11,4.42,238,95.58,05033
5,34,271,6,2.21,265,97.79,05034
5,35,191,27,14.14,164,85.86,05035
5,36,164,9,5.49,155,94.51,05036
5,37,205,26,12.68,179,87.32,05037
5,38,316,46,14.56,270,85.44,05038
5,39,283,37,13.07,246,86.93,05039
5,40,358,10,2.79,348,97.21,05040
5,41,256,33,12.89,223,87.11,05041
5,42,303,12,3.96,291,96.04,05042
5,43,292,23,7.88,269,92.12,05043
5,44,287,17,5.92,270,94.08,05044
5,45,153,5,3.27,148,96.73,05045
5,46,294,39,13.27,255,86.73,05046
5,47,240,7,2.92,233,97.08,05047
5,48,204,10,4.9,194,95.1,05048
5,49,65,2,3.08,63,96.92,05049
5,50,228,9,3.95,219,96.05,05050
5,51,231,7,3.03,224,96.97,05051
5,52,91,9,9.89,82,90.11,05052
5,53,364,35,9.62,329,90.38,05053
5,54,371,15,4.04,356,95.96,05054
6,1,331,10,3.02,321,96.98,06001
6,2,328,12,3.66,316,96.34,06002
6,3,302,11,3.64,291,96.36,06003
6,4,236,13,5.51,223,94.49,06004
6,5,177,2,1.13,175,98.87,06005
6,6,251,10,3.98,241,96.02,06006
6,7,328,16,4.88,312,95.12,06007
6,8,280,8,2.86,272,97.14,06008
6,9,218,12,5.5,206,94.5,06009
6,10,366,20,5.46,346,94.54,06010
6,11,274,14,5.11,260,94.89,06011
6,12,268,11,4.1,257,95.9,06012
6,13,266,14,5.26,252,94.74,06013
6,14,306,13,4.25,293,95.75,06014
6,15,270,7,2.59,263,97.41,06015
6,16,305,16,5.25,289,94.75,06016
6,17,347,14,4.03,333,95.97,06017
6,18,78,4,5.13,74,94.87,06018
6,19,358,13,3.63,345,96.37,06019
6,20,290,6,2.07,284,97.93,06020
6,21,269,6,2.23,263,97.77,06021
6,22,286,7,2.45,279,97.55,06022
6,23,238,6,2.52,232,97.48,06023
6,24,279,12,4.3,267,95.7,06024
6,25,181,5,2.76,176,97.24,06025
6,26,294,12,4.08,282,95.92,06026
6,27,371,13,3.5,358,96.5,06027
6,28,447,25,5.59,422,94.41,06028
6,29,345,18,5.22,327,94.78,06029
6,30,269,15,5.58,254,94.42,06030
6,31,340,18,5.29,322,94.71,06031
6,32,343,15,4.37,328,95.63,06032
6,33,350,21,6.0,329,94.0,06033
6,34,248,13,5.24,235,94.76,06034
6,35,358,17,4.75,341,95.25,06035
6,36,166,5,3.01,161,96.99,06036
6,37,313,11,3.51,302,96.49,06037
6,38,318,13,4.09,305,95.91,06038
6,39,263,20,7.6,243,92.4,06039
6,40,179,6,3.35,173,96.65,06040
6,41,292,15,5.14,277,94.86,06041
6,42,178,4,2.25,174,97.75,06042
6,43,335,18,5.37,317,94.63,06043
6,44,303,13,4.29,290,95.71,06044
6,45,187,7,3.74,180,96.26,06045
6,46,269,15,5.58,254,94.42,06046
6,47,306,10,3.27,296,96.73,06047
6,48,322,14,4.35,308,95.65,06048
6,49,296,4,1.35,292,98.65,06049
6,50,280,12,4.29,268,95.71,06050
6,51,238,8,3.36,230,96.64,06051
6,52,241,10,4.15,231,95.85,06052
6,53,262,11,4.2,251,95.8,06053
6,54,261,8,3.07,253,96.93,06054
6,55,254,10,3.94,244,96.06,06055
6,56,224,4,1.79,220,98.21,06056
6,57,151,3,1.99,148,98.01,06057
6,58,300,12,4.0,288,96.0,06058
6,59,248,6,2.42,242,97.58,06059
6,60,198,3,1.52,195,98.48,06060
6,61,199,12,6.03,187,93.97,06061
6,62,107,5,4.67,102,95.33,06062
6,63,241,8,3.32,233,96.68,06063
6,64,340,22,6.47,318,93.53,06064
6,65,98,2,2.04,96,97.96,06065
6,66,283,8,2.83,275,97.17,06066
7,1,308,13,4.22,295,95.78,07001
7,2,342,12,3.51,330,96.49,07002
7,3,189,8,4.23,181,95.77,07003
7,4,239,10,4.18,229,95.82,07004
7,5,229,18,7.86,211,92.14,07005
7,6,213,7,3.29,206,96.71,07006
7,7,179,8,4.47,171,95.53,07007
7,8,102,6,5.88,96,94.12,07008
7,9,239,9,3.77,230,96.23,07009
7,10,195,8,4.1,187,95.9,07010
7,11,257,15,5.84,242,94.16,07011
7,12,216,8,3.7,208,96.3,07012
7,13,198,6,3.03,192,96.97,07013
7,14,314,22,7.01,292,92.99,07014
7,15,177,4,2.26,173,97.74,07015
7,16,201,10,4.98,191,95.02,07016
7,17,172,6,3.49,166,96.51,07017
7,18,186,9,4.84,177,95.16,07018
7,19,386,17,4.4,369,95.6,07019
7,20,124,1,0.81,123,99.19,07020
7,21,252,11,4.37,241,95.63,07021
7,22,198,12,6.06,186,93.94,07022
7,23,177,4,2.26,173,97.74,07023
7,24,195,6,3.08,189,96.92,07024
7,25,293,13,4.44,280,95.56,07025
7,26,325,16,4.92,309,95.08,07026
7,27,334,17,5.09,317,94.91,07027
7,28,284,13,4.58,271,95.42,07028
7,29,145,4,2.76,141,97.24,07029
7,30,283,13,4.59,270,95.41,07030
7,31,232,9,3.88,223,96.12,07031
7,32,209,10,4.78,199,95.22,07032
7,33,194,13,6.7,181,93.3,07033
7,34,234,9,3.85,225,96.15,07034
7,35,154,9,5.84,145,94.16,07035
7,36,283,11,3.89,272,96.11,07036
7,37,109,5,4.59,104,95.41,07037
7,38,192,9,4.69,183,95.31,07038
7,39,257,1,0.39,256,99.61,07039
7,40,220,11,5.0,209,95.0,07040
7,41,202,7,3.47,195,96.53,07041
7,42,399,15,3.76,384,96.24,07042
7,43,259,7,2.7,252,97.3,07043
7,44,380,25,6.58,355,93.42,07044
7,45,362,16,4.42,346,95.58,07045
7,46,101,4,3.96,97,96.04,07046
7,47,216,14,6.48,202,93.52,07047
7,48,115,6,5.22,109,94.78,07048
7,49,145,9,6.21,136,93.79,07049
7,50,163,5,3.07,158,96.93,07050
7,51,206,5,2.43,201,97.57,07051
7,52,212,7,3.3,205,96.7,07052
7,53,205,3,1.46,202,98.54,07053
7,54,133,6,4.51,127,95.49,07054
7,55,208,7,3.37,201,96.63,07055
7,56,220,10,4.55,210,95.45,07056
7,57,226,11,4.87,215,95.13,07057
7,58,296,14,4.73,282,95.27,07058
7,59,137,3,2.19,134,97.81,07059
7,60,172,4,2.33,168,97.67,07060
7,61,230,8,3.48,222,96.52,07061
7,62,250,6,2.4,244,97.6,07062
7,63,198,10,5.05,188,94.95,07063
7,64,212,12,5.66,200,94.34,07064
7,65,203,14,6.9,189,93.1,07065
8,1,319,14,4.39,305,95.61,08001
8,2,166,11,6.63,155,93.37,08002
8,3,393,15,3.82,378,96.18,08003
8,4,285,6,2.11,279,97.89,08004
8,5,336,20,5.95,316,94.05,08005
8,6,325,17,5.23,308,94.77,08006
8,7,217,3,1.38,214,98.62,08007
8,8,337,21,6.23,316,93.77,08008
8,9,345,13,3.77,332,96.23,08009
8,10,356,15,4.21,341,95.79,08010
8,11,273,11,4.03,262,95.97,08011
8,12,272,10,3.68,262,96.32,08012
8,13,245,5,2.04,240,97.96,08013
8,14,256,8,3.13,248,96.88,08014
8,15,272,5,1.84,267,98.16,08015
8,16,308,12,3.9,296,96.1,08016
8,17,249,8,3.21,241,96.79,08017
8,18,198,5,2.53,193,97.47,08018
8,19,345,13,3.77,332,96.23,08019
8,20,212,7,3.3,205,96.7,08020
8,21,237,13,5.49,224,94.51,08021
8,22,261,9,3.45,252,96.55,08022
8,23,273,9,3.3,264,96.7,08023
8,24,303,9,2.97,294,97.03,08024
8,25,300,14,4.67,286,95.33,08025
8,26,212,6,2.83,206,97.17,08026
8,27,309,13,4.21,296,95.79,08027
8,28,224,10,4.46,214,95.54,08028
8,29,298,14,4.7,284,95.3,08029
8,30,226,9,3.98,217,96.02,08030
8,31,204,6,2.94,198,97.06,08031
8,32,467,14,3.0,453,97.0,08032
8,33,250,9,3.6,241,96.4,08033
8,34,345,12,3.48,333,96.52,08034
8,35,357,13,3.64,344,96.36,08035
8,36,270,5,1.85,265,98.15,08036
8,37,325,9,2.77,316,97.23,08037
8,38,255,7,2.75,248,97.25,08038
8,39,331,8,2.42,323,97.58,08039
8,40,290,9,3.1,281,96.9,08040
8,41,262,6,2.29,256,97.71,08041
8,42,282,12,4.26,270,95.74,08042
8,43,277,13,4.69,264,95.31,08043
8,44,211,4,1.9,207,98.1,08044
8,45,222,10,4.5,212,95.5,08045
8,46,218,10,4.59,208,95.41,08046
8,47,310,5,1.61,305,98.39,08047
8,48,219,6,2.74,213,97.26,08048
8,49,306,7,2.29,299,97.71,08049
8,50,291,11,3.78,280,96.22,08050
8,51,361,13,3.6,348,96.4,08051
8,52,295,10,3.39,285,96.61,08052
8,53,336,16,4.76,320,95.24,08053
8,54,290,18,6.21,272,93.79,08054
8,55,292,6,2.05,286,97.95,08055
8,56,366,12,3.28,354,96.72,08056
8,57,236,9,3.81,227,96.19,08057
8,58,305,11,3.61,294,96.39,08058
8,59,189,10,5.29,179,94.71,08059
8,60,237,7,2.95,230,97.05,08060
8,61,244,5,2.05,239,97.95,08061
8,62,261,14,5.36,247,94.64,08062
8,63,305,8,2.62,297,97.38,08063
8,64,252,7,2.78,245,97.22,08064
8,65,188,8,4.26,180,95.74,08065
8,66,393,12,3.05,381,96.95,08066
8,67,141,5,3.55,136,96.45,08067
8,68,183,10,5.46,173,94.54,08068
8,69,174,5,2.87,169,97.13,08069
8,70,327,11,3.36,316,96.64,08070
9,1,337,15,4.45,322,95.55,09001
9,2,344,12,3.49,332,96.51,09002
9,3,223,2,0.9,221,99.1,09003
9,4,356,23,6.46,333,93.54,09004
9,5,323,12,3.72,311,96.28,09005
9,6,303,9,2.97,294,97.03,09006
9,7,318,14,4.4,304,95.6,09007
9,8,219,4,1.83,215,98.17,09008
9,9,329,5,1.52,324,98.48,09009
9,10,284,7,2.46,277,97.54,09010
9,11,209,11,5.26,198,94.74,09011
9,12,312,14,4.49,298,95.51,09012
9,13,385,14,3.64,371,96.36,09013
9,14,396,11,2.78,385,97.22,09014
9,15,140,4,2.86,136,97.14,09015
9,16,325,9,2.77,316,97.23,09016
9,17,281,5,1.78,276,98.22,09017
9,18,317,15,4.73,302,95.27,09018
9,19,339,11,3.24,328,96.76,09019
9,20,325,12,3.69,313,96.31,09020
9,21,219,8,3.65,211,96.35,09021
9,22,356,13,3.65,343,96.35,09022
9,23,229,4,1.75,225,98.25,09023
9,24,156,5,3.21,151,96.79,09024
9,25,139,4,2.88,135,97.12,09025
9,26,204,7,3.43,197,96.57,09026
9,27,170,7,4.12,163,95.88,09027
9,28,232,8,3.45,224,96.55,09028
9,29,268,9,3.36,259,96.64,09029
9,30,235,8,3.4,227,96.6,09030
9,31,261,12,4.6,249,95.4,09031
9,32,315,6,1.9,309,98.1,09032
9,33,191,2,1.05,189,98.95,09033
9,34,296,18,6.08,278,93.92,09034
9,35,294,12,4.08,282,95.92,09035
9,36,165,6,3.64,159,96.36,09036
9,37,270,52,19.26,218,80.74,09037
9,38,312,10,3.21,302,96.79,09038
9,39,297,9,3.03,288,96.97,09039
9,40,321,16,4.98,305,95.02,09040
9,41,371,9,2.43,362,97.57,09041
9,42,254,8,3.15,246,96.85,09042
9,43,227,9,3.96,218,96.04,09043
9,44,252,8,3.17,244,96.83,09044
9,45,313,5,1.6,308,98.4,09045
9,46,278,8,2.88,270,97.12,09046
9,47,188,6,3.19,182,96.81,09047
9,48,305,17,5.57,288,94.43,09048
9,49,125,4,3.2,121,96.8,09049
9,50,120,3,2.5,117,97.5,09050
9,51,216,6,2.78,210,97.22,09051
9,52,289,16,5.54,273,94.46,09052
9,53,228,8,3.51,220,96.49,09053
9,54,246,15,6.1,231,93.9,09054
9,55,159,4,2.52,155,97.48,09055
9,56,164,2,1.22,162,98.78,09056
9,57,175,24,13.71,151,86.29,09057
9,58,218,6,2.75,212,97.25,09058
10,1,186,7,3.76,179,96.24,10001
10,2,206,31,15.05,175,84.95,10002
10,3,291,70,24.05,221,75.95,10003
10,4,197,14,7.11,183,92.89,10004
10,5,235,34,14.47,201,85.53,10005
10,6,230,10,4.35,220,95.65,10006
10,7,61,4,6.56,57,93.44,10007
10,8,257,57,22.18,200,77.82,10008
10,9,266,56,21.05,210,78.95,10009
10,10,256,57,22.27,199,77.73,10010
10,11,265,54,20.38,211,79.62,10011
10,12,206,43,20.87,163,79.13,10012
10,13,203,27,13.3,176,86.7,10013
10,14,278,60,21.58,218,78.42,10014
10,15,119,31,26.05,88,73.95,10015
10,16,263,49,18.63,214,81.37,10016
10,17,239,44,18.41,195,81.59,10017
10,18,153,11,7.19,142,92.81,10018
10,19,289,54,18.69,235,81.31,10019
10,20,213,33,15.49,180,84.51,10020
10,21,211,52,24.64,159,75.36,10021
10,22,87,12,13.79,75,86.21,10022
10,23,192,25,13.02,167,86.98,10023
10,24,234,58,24.79,176,75.21,10024
10,25,275,21,7.64,254,92.36,10025
10,26,191,35,18.32,156,81.68,10026
10,27,304,56,18.42,248,81.58,10027
10,28,259,10,3.86,249,96.14,10028
10,29,214,10,4.67,204,95.33,10029
10,30,278,33,11.87,245,88.13,10030
10,31,253,41,16.21,212,83.79,10031
10,32,249,49,19.68,200,80.32,10032
10,33,221,33,14.93,188,85.07,10033
10,34,211,17,8.06,194,91.94,10034
10,35,204,24,11.76,180,88.24,10035
10,36,257,17,6.61,240,93.39,10036
10,37,182,5,2.75,177,97.25,10037
10,38,272,55,20.22,217,79.78,10038
10,39,225,26,11.56,199,88.44,10039
10,40,215,15,6.98,200,93.02,10040
10,41,299,61,20.4,238,79.6,10041
10,42,264,66,25.0,198,75.0,10042
10,43,98,7,7.14,91,92.86,10043
10,44,201,25,12.44,176,87.56,10044
10,45,161,26,16.15,135,83.85,10045
10,46,223,23,10.31,200,89.69,10046
10,47,207,29,14.01,178,85.99,10047
10,48,183,10,5.46,173,94.54,10048
10,49,162,9,5.56,153,94.44,10049
11,1,285,37,12.98,248,87.02,11001
11,2,239,33,13.81,206,86.19,11002
11,3,218,27,12.39,191,87.61,11003
11,4,325,27,8.31,298,91.69,11004
11,5,187,18,9.63,169,90.37,11005
11,6,375,50,13.33,325,86.67,11006
11,7,286,33,11.54,253,88.46,11007
11,8,281,29,10.32,252,89.68,11008
11,9,269,20,7.43,249,92.57,11009
11,10,155,15,9.68,140,90.32,11010
11,11,315,35,11.11,280,88.89,11011
11,12,312,21,6.73,291,93.27,11012
11,13,294,27,9.18,267,90.82,11013
11,14,232,22,9.48,210,90.52,11014
11,15,228,16,7.02,212,92.98,11015
11,16,279,28,10.04,251,89.96,11016
11,17,347,48,13.83,299,86.17,11017
11,18,203,24,11.82,179,88.18,11018
11,19,238,23,9.66,215,90.34,11019
11,20,224,12,5.36,212,94.64,11020
11,21,370,26,7.03,344,92.97,11021
11,22,241,15,6.22,226,93.78,11022
11,23,235,16,6.81,219,93.19,11023
11,24,409,35,8.56,374,91.44,11024
11,25,193,16,8.29,177,91.71,11025
11,26,383,32,8.36,351,91.64,11026
11,27,283,33,11.66,250,88.34,11027
11,28,219,14,6.39,205,93.61,11028
11,29,338,32,9.47,306,90.53,11029
11,30,263,29,11.03,234,88.97,11030
11,31,241,23,9.54,218,90.46,11031
11,32,229,11,4.8,218,95.2,11032
11,33,208,8,3.85,200,96.15,11033
11,34,154,8,5.19,146,94.81,11034
11,35,345,22,6.38,323,93.62,11035
11,36,87,10,11.49,77,88.51,11036
11,37,270,24,8.89,246,91.11,11037
11,38,385,33,8.57,352,91.43,11038
11,39,390,23,5.9,367,94.1,11039
11,40,166,8,4.82,158,95.18,11040
11,41,162,13,8.02,149,91.98,11041
11,42,228,9,3.95,219,96.05,11042
11,43,370,39,10.54,331,89.46,11043
11,44,267,39,14.61,228,85.39,11044
11,45,175,26,14.86,149,85.14,11045
11,46,171,6,3.51,165,96.49,11046
11,47,254,15,5.91,239,94.09,11047
11,48,150,12,8.0,138,92.0,11048
11,49,238,22,9.24,216,90.76,11049
11,50,198,16,8.08,182,91.92,11050
12,1,95,10,10.53,85,89.47,12001
12,2,149,19,12.75,130,87.25,12002
12,3,138,10,7.25,128,92.75,12003
12,4,128,14,10.94,114,89.06,12004
12,5,172,22,12.79,150,87.21,12005
12,6,101,8,7.92,93,92.08,12006
12,7,58,4,6.9,54,93.1,12007
12,8,281,42,14.95,239,85.05,12008
12,9,107,12,11.21,95,88.79,12009
12,10,88,22,25.0,66,75.0,12010
12,11,130,19,14.62,111,85.38,12011
12,12,107,19,17.76,88,82.24,12012
12,13,132,22,16.67,110,83.33,12013
12,14,110,16,14.55,94,85.45,12014
12,15,143,9,6.29,134,93.71,12015
12,16,149,21,14.09,128,85.91,12016
12,17,107,15,14.02,92,85.98,12017
12,18,150,17,11.33,133,88.67,12018
12,19,138,20,14.49,118,85.51,12019
12,20,167,22,13.17,145,86.83,12020
12,21,191,27,14.14,164,85.86,12021
12,22,105,14,13.33,91,86.67,12022
12,23,113,24,21.24,89,78.76,12023
12,24,207,21,10.14,186,89.86,12024
12,25,145,14,9.66,131,90.34,12025
12,26,155,19,12.26,136,87.74,12026
12,27,88,26,29.55,62,70.45,12027
12,28,160,20,12.5,140,87.5,12028
