ward,precinct,total,RONALD SWICK,RONALD SWICK Percent,MICHAEL F. SHEAHAN,MICHAEL F. SHEAHAN Percent,precinct_id
37,37,196,7,3.57,189,96.43,37037
37,38,234,6,2.56,228,97.44,37038
37,39,108,17,15.74,91,84.26,37039
37,40,262,11,4.2,251,95.8,37040
37,41,221,11,4.98,210,95.02,37041
37,42,51,2,3.92,49,96.08,37042
37,43,152,3,1.97,149,98.03,37043
37,44,221,9,4.07,212,95.93,37044
37,45,138,5,3.62,133,96.38,37045
37,46,225,6,2.67,219,97.33,37046
37,47,44,8,18.18,36,81.82,37047
37,48,256,42,16.41,214,83.59,37048
37,49,207,8,3.86,199,96.14,37049
37,50,232,31,13.36,201,86.64,37050
37,51,173,6,3.47,167,96.53,37051
37,52,135,18,13.33,117,86.67,37052
37,53,188,8,4.26,180,95.74,37053
37,54,238,9,3.78,229,96.22,37054
37,55,225,6,2.67,219,97.33,37055
37,56,151,9,5.96,142,94.04,37056
37,57,132,5,3.79,127,96.21,37057
37,58,198,2,1.01,196,98.99,37058
38,1,297,77,25.93,220,74.07,38001
38,2,224,69,30.8,155,69.2,38002
38,3,250,67,26.8,183,73.2,38003
38,4,128,30,23.44,98,76.56,38004
38,5,381,75,19.69,306,80.31,38005
38,6,248,57,22.98,191,77.02,38006
38,7,314,72,22.93,242,77.07,38007
38,8,189,58,30.69,131,69.31,38008
38,9,232,57,24.57,175,75.43,38009
38,10,344,76,22.09,268,77.91,38010
38,11,203,55,27.09,148,72.91,38011
38,12,318,78,24.53,240,75.47,38012
38,13,248,54,21.77,194,78.23,38013
38,14,233,47,20.17,186,79.83,38014
38,15,198,37,18.69,161,81.31,38015
38,16,304,54,17.76,250,82.24,38016
38,17,198,32,16.16,166,83.84,38017
38,18,257,65,25.29,192,74.71,38018
38,19,302,79,26.16,223,73.84,38019
38,20,301,86,28.57,215,71.43,38020
38,21,269,72,26.77,197,73.23,38021
38,22,256,75,29.3,181,70.7,38022
38,23,210,48,22.86,162,77.14,38023
38,24,177,28,15.82,149,84.18,38024
38,25,218,27,12.39,191,87.61,38025
38,26,215,46,21.4,169,78.6,38026
38,27,175,51,29.14,124,70.86,38027
38,28,217,55,25.35,162,74.65,38028
38,29,222,33,14.86,189,85.14,38029
38,30,230,47,20.43,183,79.57,38030
38,31,308,70,22.73,238,77.27,38031
38,32,335,79,23.58,256,76.42,38032
38,33,212,44,20.75,168,79.25,38033
38,34,152,33,21.71,119,78.29,38034
38,35,88,28,31.82,60,68.18,38035
38,36,251,43,17.13,208,82.87,38036
38,37,277,67,24.19,210,75.81,38037
38,38,329,86,26.14,243,73.86,38038
38,39,264,58,21.97,206,78.03,38039
38,40,183,37,20.22,146,79.78,38040
38,41,311,64,20.58,247,79.42,38041
38,42,270,66,24.44,204,75.56,38042
38,43,274,51,18.61,223,81.39,38043
38,44,250,75,30.0,175,70.0,38044
38,45,285,63,22.11,222,77.89,38045
38,46,241,55,22.82,186,77.18,38046
38,47,260,66,25.38,194,74.62,38047
38,48,262,50,19.08,212,80.92,38048
38,49,241,60,24.9,181,75.1,38049
38,50,300,77,25.67,223,74.33,38050
38,51,227,52,22.91,175,77.09,38051
38,52,258,60,23.26,198,76.74,38052
38,53,45,17,37.78,28,62.22,38053
39,1,256,83,32.42,173,67.58,39001
39,2,381,80,21.0,301,79.0,39002
39,3,280,75,26.79,205,73.21,39003
39,4,201,61,30.35,140,69.65,39004
39,5,203,44,21.67,159,78.33,39005
39,6,294,81,27.55,213,72.45,39006
39,7,186,28,15.05,158,84.95,39007
39,8,334,51,15.27,283,84.73,39008
39,9,318,70,22.01,248,77.99,39009
39,10,247,31,12.55,216,87.45,39010
39,11,341,75,21.99,266,78.01,39011
39,12,198,29,14.65,169,85.35,39012
39,13,156,24,15.38,132,84.62,39013
39,14,241,44,18.26,197,81.74,39014
39,15,251,80,31.87,171,68.13,39015
39,16,192,36,18.75,156,81.25,39016
39,17,212,44,20.75,168,79.25,39017
39,18,307,77,25.08,230,74.92,39018
39,19,210,48,22.86,162,77.14,39019
39,20,249,82,32.93,167,67.07,39020
39,21,179,28,15.64,151,84.36,39021
39,22,195,27,13.85,168,86.15,39022
39,23,150,28,18.67,122,81.33,39023
39,24,146,18,12.33,128,87.67,39024
39,25,294,87,29.59,207,70.41,39025
39,26,279,81,29.03,198,70.97,39026
39,27,269,76,28.25,193,71.75,39027
39,28,276,55,19.93,221,80.07,39028
39,29,266,60,22.56,206,77.44,39029
39,30,179,36,20.11,143,79.89,39030
39,31,170,30,17.65,140,82.35,39031
39,32,278,36,12.95,242,87.05,39032
39,33,300,68,22.67,232,77.33,39033
39,34,334,79,23.65,255,76.35,39034
39,35,296,79,26.69,217,73.31,39035
39,36,335,43,12.84,292,87.16,39036
39,37,374,103,27.54,271,72.46,39037
39,38,293,89,30.38,204,69.62,39038
39,39,139,24,17.27,115,82.73,39039
39,40,187,61,32.62,126,67.38,39040
39,41,121,28,23.14,93,76.86,39041
39,42,255,76,29.8,179,70.2,39042
39,43,282,76,26.95,206,73.05,39043
39,44,281,59,21.0,222,79.0,39044
39,45,149,29,19.46,120,80.54,39045
39,46,212,36,16.98,176,83.02,39046
39,47,190,57,30.0,133,70.0,39047
40,1,187,40,21.39,147,78.61,40001
40,2,187,38,20.32,149,79.68,40002
40,3,210,38,18.1,172,81.9,40003
40,4,225,27,12.0,198,88.0,40004
40,5,123,22,17.89,101,82.11,40005
40,6,223,30,13.45,193,86.55,40006
40,7,214,43,20.09,171,79.91,40007
40,8,81,20,24.69,61,75.31,40008
40,9,140,20,14.29,120,85.71,40009
40,10,283,61,21.55,222,78.45,40010
40,11,198,16,8.08,182,91.92,40011
40,12,184,25,13.59,159,86.41,40012
40,13,251,33,13.15,218,86.85,40013
40,14,232,42,18.1,190,81.9,40014
40,15,262,37,14.12,225,85.88,40015
40,16,226,37,16.37,189,83.63,40016
40,17,144,32,22.22,112,77.78,40017
40,18,229,39,17.03,190,82.97,40018
40,19,227,55,24.23,172,75.77,40019
40,20,202,45,22.28,157,77.72,40020
40,21,245,39,15.92,206,84.08,40021
40,22,80,14,17.5,66,82.5,40022
40,23,272,44,16.18,228,83.82,40023
40,24,153,38,24.84,115,75.16,40024
40,25,183,46,25.14,137,74.86,40025
40,26,238,33,13.87,205,86.13,40026
40,27,207,36,17.39,171,82.61,40027
40,28,237,39,16.46,198,83.54,40028
40,29,290,73,25.17,217,74.83,40029
40,30,287,50,17.42,237,82.58,40030
40,31,239,57,23.85,182,76.15,40031
40,32,161,44,27.33,117,72.67,40032
40,33,250,51,20.4,199,79.6,40033
40,34,170,29,17.06,141,82.94,40034
40,35,254,47,18.5,207,81.5,40035
40,36,255,45,17.65,210,82.35,40036
40,37,193,29,15.03,164,84.97,40037
40,38,137,26,18.98,111,81.02,40038
40,39,194,41,21.13,153,78.87,40039
40,40,144,32,22.22,112,77.78,40040
40,41,285,40,14.04,245,85.96,40041
40,42,295,44,14.92,251,85.08,40042
40,43,243,43,17.7,200,82.3,40043
40,44,191,38,19.9,153,80.1,40044
40,45,343,69,20.12,274,79.88,40045
40,46,279,39,13.98,240,86.02,40046
40,47,244,28,11.48,216,88.52,40047
40,48,180,44,24.44,136,75.56,40048
40,49,157,39,24.84,118,75.16,40049
41,1,278,93,33.45,185,66.55,41001
41,2,410,116,28.29,294,71.71,41002
41,3,224,54,24.11,170,75.89,41003
41,4,318,86,27.04,232,72.96,41004
41,5,450,139,30.89,311,69.11,41005
41,6,293,82,27.99,211,72.01,41006
41,7,458,121,26.42,337,73.58,41007
41,8,297,86,28.96,211,71.04,41008
41,9,289,79,27.34,210,72.66,41009
41,10,318,100,31.45,218,68.55,41010
41,11,258,89,34.5,169,65.5,41011
41,12,400,103,25.75,297,74.25,41012
41,13,269,56,20.82,213,79.18,41013
41,14,373,125,33.51,248,66.49,41014
41,15,232,51,21.98,181,78.02,41015
41,16,344,96,27.91,248,72.09,41016
41,17,326,106,32.52,220,67.48,41017
41,18,248,66,26.61,182,73.39,41018
41,19,291,88,30.24,203,69.76,41019
41,20,362,97,26.8,265,73.2,41020
41,21,373,110,29.49,263,70.51,41021
41,22,266,86,32.33,180,67.67,41022
41,23,298,86,28.86,212,71.14,41023
41,24,243,85,34.98,158,65.02,41024
41,25,168,44,26.19,124,73.81,41025
41,26,206,61,29.61,145,70.39,41026
41,27,152,46,30.26,106,69.74,41027
41,28,191,58,30.37,133,69.63,41028
41,29,142,40,28.17,102,71.83,41029
41,30,277,83,29.96,194,70.04,41030
41,31,355,103,29.01,252,70.99,41031
41,32,273,85,31.14,188,68.86,41032
41,33,314,103,32.8,211,67.2,41033
41,34,304,97,31.91,207,68.09,41034
41,35,308,99,32.14,209,67.86,41035
41,36,337,100,29.67,237,70.33,41036
41,37,374,123,32.89,251,67.11,41037
41,38,265,65,24.53,200,75.47,41038
41,39,254,73,28.74,181,71.26,41039
41,40,264,85,32.2,179,67.8,41040
41,41,309,92,29.77,217,70.23,41041
41,42,305,105,34.43,200,65.57,41042
41,43,267,83,31.09,184,68.91,41043
41,44,275,76,27.64,199,72.36,41044
41,45,259,57,22.01,202,77.99,41045
41,46,262,81,30.92,181,69.08,41046
41,47,311,108,34.73,203,65.27,41047
41,48,230,65,28.26,165,71.74,41048
41,49,248,79,31.85,169,68.15,41049
41,50,314,82,26.11,232,73.89,41050
41,51,263,81,30.8,182,69.2,41051
41,52,326,116,35.58,210,64.42,41052
41,53,386,126,32.64,260,67.36,41053
41,54,266,88,33.08,178,66.92,41054
41,55,308,94,30.52,214,69.48,41055
41,56,374,109,29.14,265,70.86,41056
41,57,311,100,32.15,211,67.85,41057
41,58,243,77,31.69,166,68.31,41058
41,59,274,75,27.37,199,72.63,41059
41,60,250,73,29.2,177,70.8,41060
41,61,397,99,24.94,298,75.06,41061
41,62,299,83,27.76,216,72.24,41062
41,63,288,86,29.86,202,70.14,41063
41,64,316,117,37.03,199,62.97,41064
41,65,401,106,26.43,295,73.57,41065
41,66,325,104,32.0,221,68.0,41066
41,67,242,63,26.03,179,73.97,41067
41,68,206,44,21.36,162,78.64,41068
41,69,366,107,29.23,259,70.77,41069
41,70,237,80,33.76,157,66.24,41070
41,71,187,64,34.22,123,65.78,41071
42,1,369,114,30.89,255,69.11,42001
42,2,221,73,33.03,148,66.97,42002
42,3,222,70,31.53,152,68.47,42003
42,4,291,109,37.46,182,62.54,42004
42,5,273,91,33.33,182,66.67,42005
42,6,510,155,30.39,355,69.61,42006
42,7,306,110,35.95,196,64.05,42007
42,8,385,119,30.91,266,69.09,42008
42,9,247,77,31.17,170,68.83,42009
42,10,261,80,30.65,181,69.35,42010
42,11,348,130,37.36,218,62.64,42011
42,12,190,61,32.11,129,67.89,42012
42,13,494,155,31.38,339,68.62,42013
42,14,320,113,35.31,207,64.69,42014
42,15,340,126,37.06,214,62.94,42015
42,16,211,87,41.23,124,58.77,42016
42,17,253,85,33.6,168,66.4,42017
42,18,287,94,32.75,193,67.25,42018
42,19,142,48,33.8,94,66.2,42019
42,20,179,64,35.75,115,64.25,42020
42,21,180,70,38.89,110,61.11,42021
42,22,205,64,31.22,141,68.78,42022
42,23,366,133,36.34,233,63.66,42023
42,24,337,125,37.09,212,62.91,42024
42,25,297,104,35.02,193,64.98,42025
42,26,256,53,20.7,203,79.3,42026
42,27,341,103,30.21,238,69.79,42027
42,28,326,90,27.61,236,72.39,42028
42,29,328,136,41.46,192,58.54,42029
42,30,210,78,37.14,132,62.86,42030
42,31,175,70,40.0,105,60.0,42031
42,32,327,88,26.91,239,73.09,42032
42,33,357,97,27.17,260,72.83,42033
42,34,274,89,32.48,185,67.52,42034
42,35,218,69,31.65,149,68.35,42035
42,36,251,92,36.65,159,63.35,42036
42,37,282,100,35.46,182,64.54,42037
42,38,341,136,39.88,205,60.12,42038
42,39,246,29,11.79,217,88.21,42039
42,40,172,54,31.4,118,68.6,42040
42,41,288,119,41.32,169,58.68,42041
42,42,214,69,32.24,145,67.76,42042
42,43,336,135,40.18,201,59.82,42043
42,44,232,83,35.78,149,64.22,42044
42,45,249,75,30.12,174,69.88,42045
42,46,153,27,17.65,126,82.35,42046
42,47,170,62,36.47,108,63.53,42047
42,48,226,109,48.23,117,51.77,42048
42,49,141,36,25.53,105,74.47,42049
42,50,184,72,39.13,112,60.87,42050
42,51,255,91,35.69,164,64.31,42051
42,52,175,56,32.0,119,68.0,42052
42,53,193,61,31.61,132,68.39,42053
42,54,229,85,37.12,144,62.88,42054
42,55,298,99,33.22,199,66.78,42055
42,56,210,80,38.1,130,61.9,42056
42,57,210,59,28.1,151,71.9,42057
42,58,96,23,23.96,73,76.04,42058
42,59,99,37,37.37,62,62.63,42059
42,60,159,45,28.3,114,71.7,42060
42,61,205,81,39.51,124,60.49,42061
42,62,195,65,33.33,130,66.67,42062
42,63,284,108,38.03,176,61.97,42063
42,64,137,36,26.28,101,73.72,42064
42,65,266,102,38.35,164,61.65,42065
42,66,203,49,24.14,154,75.86,42066
42,67,160,57,35.63,103,64.38,42067
42,68,325,132,40.62,193,59.38,42068
42,69,351,95,27.07,256,72.93,42069
43,1,184,59,32.07,125,67.93,43001
43,2,290,89,30.69,201,69.31,43002
43,3,268,90,33.58,178,66.42,43003
43,4,315,88,27.94,227,72.06,43004
43,5,314,112,35.67,202,64.33,43005
43,6,236,67,28.39,169,71.61,43006
43,7,172,52,30.23,120,69.77,43007
43,8,287,73,25.44,214,74.56,43008
43,9,231,80,34.63,151,65.37,43009
43,10,143,43,30.07,100,69.93,43010
43,11,224,87,38.84,137,61.16,43011
43,12,332,95,28.61,237,71.39,43012
43,13,154,52,33.77,102,66.23,43013
43,14,253,84,33.2,169,66.8,43014
43,15,257,85,33.07,172,66.93,43015
43,16,295,99,33.56,196,66.44,43016
43,17,190,71,37.37,119,62.63,43017
43,18,388,140,36.08,248,63.92,43018
43,19,220,56,25.45,164,74.55,43019
43,20,295,92,31.19,203,68.81,43020
43,21,183,59,32.24,124,67.76,43021
43,22,184,57,30.98,127,69.02,43022
43,23,234,69,29.49,165,70.51,43023
43,24,245,94,38.37,151,61.63,43024
43,25,261,60,22.99,201,77.01,43025
43,26,209,66,31.58,143,68.42,43026
43,27,261,109,41.76,152,58.24,43027
43,28,238,102,42.86,136,57.14,43028
43,29,259,85,32.82,174,67.18,43029
43,30,150,60,40.0,90,60.0,43030
43,31,244,81,33.2,163,66.8,43031
43,32,217,64,29.49,153,70.51,43032
43,33,177,78,44.07,99,55.93,43033
43,34,171,60,35.09,111,64.91,43034
43,35,293,106,36.18,187,63.82,43035
43,36,266,105,39.47,161,60.53,43036
43,37,236,86,36.44,150,63.56,43037
43,38,256,74,28.91,182,71.09,43038
43,39,212,69,32.55,143,67.45,43039
43,40,164,45,27.44,119,72.56,43040
43,41,186,68,36.56,118,63.44,43041
43,42,285,99,34.74,186,65.26,43042
43,43,252,94,37.3,158,62.7,43043
43,44,334,101,30.24,233,69.76,43044
43,45,53,11,20.75,42,79.25,43045
43,46,403,173,42.93,230,57.07,43046
43,47,280,86,30.71,194,69.29,43047
43,48,301,92,30.56,209,69.44,43048
43,49,203,69,33.99,134,66.01,43049
43,50,216,60,27.78,156,72.22,43050
43,51,312,76,24.36,236,75.64,43051
43,52,333,126,37.84,207,62.16,43052
43,53,310,92,29.68,218,70.32,43053
43,54,207,60,28.99,147,71.01,43054
43,55,200,29,14.5,171,85.5,43055
43,56,181,56,30.94,125,69.06,43056
43,57,243,94,38.68,149,61.32,43057
43,58,278,77,27.7,201,72.3,43058
43,59,282,91,32.27,191,67.73,43059
43,60,198,65,32.83,133,67.17,43060
43,61,158,39,24.68,119,75.32,43061
43,62,330,133,40.3,197,59.7,43062
43,63,168,56,33.33,112,66.67,43063
43,64,188,64,34.04,124,65.96,43064
43,65,179,81,45.25,98,54.75,43065
43,66,100,34,34.0,66,66.0,43066
43,67,201,83,41.29,118,58.71,43067
44,1,296,78,26.35,218,73.65,44001
44,2,235,66,28.09,169,71.91,44002
44,3,326,67,20.55,259,79.45,44003
44,4,343,74,21.57,269,78.43,44004
44,5,339,84,24.78,255,75.22,44005
44,6,283,70,24.73,213,75.27,44006
44,7,362,99,27.35,263,72.65,44007
44,8,185,55,29.73,130,70.27,44008
44,9,498,144,28.92,354,71.08,44009
44,10,232,64,27.59,168,72.41,44010
44,11,364,102,28.02,262,71.98,44011
44,12,213,67,31.46,146,68.54,44012
44,13,217,50,23.04,167,76.96,44013
44,14,295,90,30.51,205,69.49,44014
44,15,362,78,21.55,284,78.45,44015
44,16,321,77,23.99,244,76.01,44016
44,17,345,81,23.48,264,76.52,44017
44,18,225,58,25.78,167,74.22,44018
44,19,183,39,21.31,144,78.69,44019
44,20,270,74,27.41,196,72.59,44020
44,21,353,81,22.95,272,77.05,44021
44,22,375,89,23.73,286,76.27,44022
44,23,305,68,22.3,237,77.7,44023
44,24,236,63,26.69,173,73.31,44024
44,25,312,74,23.72,238,76.28,44025
44,26,242,47,19.42,195,80.58,44026
44,27,368,112,30.43,256,69.57,44027
44,28,231,77,33.33,154,66.67,44028
44,29,335,107,31.94,228,68.06,44029
44,30,274,65,23.72,209,76.28,44030
44,31,363,115,31.68,248,68.32,44031
44,32,198,40,20.2,158,79.8,44032
44,33,388,68,17.53,320,82.47,44033
44,34,217,56,25.81,161,74.19,44034
44,35,255,57,22.35,198,77.65,44035
44,36,304,66,21.71,238,78.29,44036
44,37,369,81,21.95,288,78.05,44037
44,38,307,96,31.27,211,68.73,44038
44,39,362,130,35.91,232,64.09,44039
44,40,311,97,31.19,214,68.81,44040
44,41,331,74,22.36,257,77.64,44041
44,42,315,74,23.49,241,76.51,44042
44,43,323,90,27.86,233,72.14,44043
44,44,365,67,18.36,298,81.64,44044
44,45,330,88,26.67,242,73.33,44045
44,46,216,38,17.59,178,82.41,44046
44,47,429,154,35.9,275,64.1,44047
44,48,249,73,29.32,176,70.68,44048
44,49,494,143,28.95,351,71.05,44049
44,50,335,102,30.45,233,69.55,44050
45,1,237,49,20.68,188,79.32,45001
45,2,339,80,23.6,259,76.4,45002
45,3,404,64,15.84,340,84.16,45003
45,4,352,108,30.68,244,69.32,45004
45,5,387,131,33.85,256,66.15,45005
45,6,305,66,21.64,239,78.36,45006
45,7,277,77,27.8,200,72.2,45007
45,8,279,74,26.52,205,73.48,45008
45,9,348,80,22.99,268,77.01,45009
45,10,376,84,22.34,292,77.66,45010
45,11,276,82,29.71,194,70.29,45011
45,12,310,73,23.55,237,76.45,45012
45,13,349,78,22.35,271,77.65,45013
45,14,356,78,21.91,278,78.09,45014
45,15,358,87,24.3,271,75.7,45015
45,16,307,45,14.66,262,85.34,45016
45,17,296,84,28.38,212,71.62,45017
45,18,297,55,18.52,242,81.48,45018
45,19,338,89,26.33,249,73.67,45019
45,20,295,67,22.71,228,77.29,45020
45,21,313,83,26.52,230,73.48,45021
45,22,275,86,31.27,189,68.73,45022
45,23,336,96,28.57,240,71.43,45023
45,24,373,127,34.05,246,65.95,45024
45,25,326,66,20.25,260,79.75,45025
45,26,327,71,21.71,256,78.29,45026
45,27,294,44,14.97,250,85.03,45027
45,28,294,56,19.05,238,80.95,45028
45,29,287,77,26.83,210,73.17,45029
45,30,315,94,29.84,221,70.16,45030
45,31,284,60,21.13,224,78.87,45031
45,32,227,57,25.11,170,74.89,45032
45,33,289,74,25.61,215,74.39,45033
45,34,258,54,20.93,204,79.07,45034
45,35,312,96,30.77,216,69.23,45035
45,36,280,83,29.64,197,70.36,45036
45,37,255,55,21.57,200,78.43,45037
45,38,352,69,19.6,283,80.4,45038
45,39,338,86,25.44,252,74.56,45039
45,40,350,77,22.0,273,78.0,45040
45,41,222,54,24.32,168,75.68,45041
45,42,265,40,15.09,225,84.91,45042
45,43,275,46,16.73,229,83.27,45043
45,44,337,80,23.74,257,76.26,45044
45,45,271,61,22.51,210,77.49,45045
45,46,327,79,24.16,248,75.84,45046
45,47,318,82,25.79,236,74.21,45047
45,48,253,69,27.27,184,72.73,45048
45,49,298,89,29.87,209,70.13,45049
45,50,289,76,26.3,213,73.7,45050
45,51,312,92,29.49,220,70.51,45051
45,52,285,77,27.02,208,72.98,45052
45,53,292,74,25.34,218,74.66,45053
46,1,500,90,18.0,410,82.0,46001
46,2,254,38,14.96,216,85.04,46002
46,3,377,60,15.92,317,84.08,46003
46,4,246,39,15.85,207,84.15,46004
46,5,273,44,16.12,229,83.88,46005
46,6,263,42,15.97,221,84.03,46006
46,7,396,86,21.72,310,78.28,46007
46,8,309,40,12.94,269,87.06,46008
46,9,336,69,20.54,267,79.46,46009
46,10,161,30,18.63,131,81.37,46010
46,11,317,56,17.67,261,82.33,46011
46,12,264,54,20.45,210,79.55,46012
46,13,422,102,24.17,320,75.83,46013
46,14,247,27,10.93,220,89.07,46014
46,15,311,59,18.97,252,81.03,46015
46,16,297,47,15.82,250,84.18,46016
46,17,473,100,21.14,373,78.86,46017
46,18,343,85,24.78,258,75.22,46018
46,19,324,42,12.96,282,87.04,46019
46,20,265,29,10.94,236,89.06,46020
46,21,71,14,19.72,57,80.28,46021
46,22,213,48,22.54,165,77.46,46022
46,23,223,20,8.97,203,91.03,46023
46,24,284,60,21.13,224,78.87,46024
46,25,264,42,15.91,222,84.09,46025
46,26,261,38,14.56,223,85.44,46026
46,27,305,61,20.0,244,80.0,46027
46,28,325,71,21.85,254,78.15,46028
46,29,280,53,18.93,227,81.07,46029
46,30,330,69,20.91,261,79.09,46030
46,31,353,75,21.25,278,78.75,46031
46,32,273,48,17.58,225,82.42,46032
46,33,310,60,19.35,250,80.65,46033
46,34,382,45,11.78,337,88.22,46034
46,35,197,41,20.81,156,79.19,46035
46,36,347,72,20.75,275,79.25,46036
46,37,212,46,21.7,166,78.3,46037
46,38,153,26,16.99,127,83.01,46038
46,39,332,81,24.4,251,75.6,46039
46,40,198,23,11.62,175,88.38,46040
46,41,235,32,13.62,203,86.38,46041
46,42,330,57,17.27,273,82.73,46042
46,43,199,43,21.61,156,78.39,46043
47,1,324,57,17.59,267,82.41,47001
47,2,290,52,17.93,238,82.07,47002
47,3,277,53,19.13,224,80.87,47003
47,4,360,90,25.0,270,75.0,47004
47,5,273,64,23.44,209,76.56,47005
47,6,376,70,18.62,306,81.38,47006
47,7,305,61,20.0,244,80.0,47007
47,8,419,65,15.51,354,84.49,47008
47,9,205,29,14.15,176,85.85,47009
47,10,248,30,12.1,218,87.9,47010
47,11,517,63,12.19,454,87.81,47011
47,12,306,52,16.99,254,83.01,47012
47,13,466,72,15.45,394,84.55,47013
47,14,224,38,16.96,186,83.04,47014
47,15,349,48,13.75,301,86.25,47015
47,16,301,54,17.94,247,82.06,47016
47,17,287,44,15.33,243,84.67,47017
47,18,355,65,18.31,290,81.69,47018
47,19,354,51,14.41,303,85.59,47019
47,20,325,59,18.15,266,81.85,47020
47,21,347,71,20.46,276,79.54,47021
47,22,310,52,16.77,258,83.23,47022
47,23,145,20,13.79,125,86.21,47023
47,24,326,75,23.01,251,76.99,47024
47,25,364,91,25.0,273,75.0,47025
47,26,440,70,15.91,370,84.09,47026
47,27,293,66,22.53,227,77.47,47027
47,28,426,69,16.2,357,83.8,47028
47,29,333,62,18.62,271,81.38,47029
47,30,342,62,18.13,280,81.87,47030
47,31,315,50,15.87,265,84.13,47031
47,32,349,58,16.62,291,83.38,47032
47,33,295,43,14.58,252,85.42,47033
47,34,374,61,16.31,313,83.69,47034
47,35,446,74,16.59,372,83.41,47035
47,36,433,74,17.09,359,82.91,47036
47,37,412,70,16.99,342,83.01,47037
47,38,325,56,17.23,269,82.77,47038
47,39,343,76,22.16,267,77.84,47039
47,40,257,48,18.68,209,81.32,47040
47,41,446,80,17.94,366,82.06,47041
47,42,249,34,13.65,215,86.35,47042
47,43,223,44,19.73,179,80.27,47043
47,44,368,93,25.27,275,74.73,47044
47,45,319,65,20.38,254,79.62,47045
47,46,247,64,25.91,183,74.09,47046
47,47,310,70,22.58,240,77.42,47047
47,48,60,4,6.67,56,93.33,47048
47,49,265,51,19.25,214,80.75,47049
47,50,224,45,20.09,179,79.91,47050
47,51,223,55,24.66,168,75.34,47051
48,1,327,38,11.62,289,88.38,48001
48,2,255,46,18.04,209,81.96,48002
48,3,351,64,18.23,287,81.77,48003
48,4,380,96,25.26,284,74.74,48004
48,5,261,68,26.05,193,73.95,48005
48,6,351,48,13.68,303,86.32,48006
48,7,259,29,11.2,230,88.8,48007
48,8,237,59,24.89,178,75.11,48008
48,9,280,69,24.64,211,75.36,48009
48,10,178,23,12.92,155,87.08,48010
48,11,383,74,19.32,309,80.68,48011
48,12,253,35,13.83,218,86.17,48012
48,13,247,43,17.41,204,82.59,48013
48,14,353,56,15.86,297,84.14,48014
48,15,228,22,9.65,206,90.35,48015
48,16,203,36,17.73,167,82.27,48016
48,17,204,28,13.73,176,86.27,48017
48,18,223,37,16.59,186,83.41,48018
48,19,242,44,18.18,198,81.82,48019
48,20,139,35,25.18,104,74.82,48020
48,21,131,15,11.45,116,88.55,48021
48,22,384,87,22.66,297,77.34,48022
48,23,266,58,21.8,208,78.2,48023
48,24,261,32,12.26,229,87.74,48024
48,25,259,42,16.22,217,83.78,48025
48,26,337,79,23.44,258,76.56,48026
48,27,177,40,22.6,137,77.4,48027
48,28,258,46,17.83,212,82.17,48028
48,29,247,33,13.36,214,86.64,48029
48,30,294,52,17.69,242,82.31,48030
48,31,218,25,11.47,193,88.53,48031
48,32,238,33,13.87,205,86.13,48032
48,33,232,49,21.12,183,78.88,48033
48,34,151,18,11.92,133,88.08,48034
48,35,202,47,23.27,155,76.73,48035
48,36,248,36,14.52,212,85.48,48036
48,37,256,42,16.41,214,83.59,48037
48,38,338,57,16.86,281,83.14,48038
48,39,225,46,20.44,179,79.56,48039
48,40,150,22,14.67,128,85.33,48040
48,41,173,23,13.29,150,86.71,48041
48,42,235,40,17.02,195,82.98,48042
48,43,348,46,13.22,302,86.78,48043
48,44,282,37,13.12,245,86.88,48044
48,45,251,33,13.15,218,86.85,48045
48,46,213,38,17.84,175,82.16,48046
48,47,199,23,11.56,176,88.44,48047
48,48,235,37,15.74,198,84.26,48048
48,49,110,19,17.27,91,82.73,48049
48,50,283,44,15.55,239,84.45,48050
48,51,342,70,20.47,272,79.53,48051
48,52,165,21,12.73,144,87.27,48052
48,53,216,49,22.69,167,77.31,48053
48,54,208,30,14.42,178,85.58,48054
48,55,78,13,16.67,65,83.33,48055
48,56,178,20,11.24,158,88.76,48056
49,1,242,6,2.48,236,97.52,49001
49,2,279,48,17.2,231,82.8,49002
49,3,195,21,10.77,174,89.23,49003
49,4,127,12,9.45,115,90.55,49004
49,5,189,28,14.81,161,85.19,49005
49,6,254,48,18.9,206,81.1,49006
49,7,211,28,13.27,183,86.73,49007
49,8,233,38,16.31,195,83.69,49008
49,9,209,28,13.4,181,86.6,49009
49,10,226,31,13.72,195,86.28,49010
49,11,151,22,14.57,129,85.43,49011
49,12,246,31,12.6,215,87.4,49012
49,13,267,37,13.86,230,86.14,49013
49,14,282,54,19.15,228,80.85,49014
49,15,227,31,13.66,196,86.34,49015
49,16,212,37,17.45,175,82.55,49016
49,17,31,5,16.13,26,83.87,49017
49,18,170,29,17.06,141,82.94,49018
49,19,172,16,9.3,156,90.7,49019
49,20,274,44,16.06,230,83.94,49020
49,21,212,44,20.75,168,79.25,49021
49,22,190,30,15.79,160,84.21,49022
49,23,180,22,12.22,158,87.78,49023
49,24,99,14,14.14,85,85.86,49024
49,25,285,31,10.88,254,89.12,49025
49,26,269,42,15.61,227,84.39,49026
49,27,312,29,9.29,283,90.71,49027
49,28,204,24,11.76,180,88.24,49028
49,29,249,27,10.84,222,89.16,49029
49,30,220,31,14.09,189,85.91,49030
49,31,85,14,16.47,71,83.53,49031
49,32,217,44,20.28,173,79.72,49032
