ward,precinct,total,CHRISTOPHER A. BULLOCK,CHRISTOPHER A. BULLOCK Percent,"JOHN H. STROGER, JR.","JOHN H. STROGER, JR. Percent",precinct_id
49,20,283,49,17.31,234,82.69,49020
49,21,216,55,25.46,161,74.54,49021
49,22,201,46,22.89,155,77.11,49022
49,23,180,25,13.89,155,86.11,49023
49,24,100,16,16.0,84,84.0,49024
49,25,283,46,16.25,237,83.75,49025
49,26,274,48,17.52,226,82.48,49026
49,27,319,34,10.66,285,89.34,49027
49,28,211,27,12.8,184,87.2,49028
49,29,263,43,16.35,220,83.65,49029
49,30,229,20,8.73,209,91.27,49030
49,31,86,16,18.6,70,81.4,49031
49,32,221,55,24.89,166,75.11,49032
49,33,203,38,18.72,165,81.28,49033
49,34,229,39,17.03,190,82.97,49034
49,35,341,81,23.75,260,76.25,49035
49,36,320,53,16.56,267,83.44,49036
49,37,127,32,25.2,95,74.8,49037
49,38,200,26,13.0,174,87.0,49038
49,39,226,34,15.04,192,84.96,49039
49,40,228,60,26.32,168,73.68,49040
49,41,247,61,24.7,186,75.3,49041
49,42,251,42,16.73,209,83.27,49042
49,43,253,25,9.88,228,90.12,49043
49,44,287,66,23.0,221,77.0,49044
50,1,343,98,28.57,245,71.43,50001
50,2,315,86,27.3,229,72.7,50002
50,3,279,62,22.22,217,77.78,50003
50,4,285,73,25.61,212,74.39,50004
50,5,303,71,23.43,232,76.57,50005
50,6,241,52,21.58,189,78.42,50006
50,7,322,107,33.23,215,66.77,50007
50,8,243,65,26.75,178,73.25,50008
50,9,230,61,26.52,169,73.48,50009
50,10,227,63,27.75,164,72.25,50010
50,11,236,70,29.66,166,70.34,50011
50,12,168,31,18.45,137,81.55,50012
50,13,313,71,22.68,242,77.32,50013
50,14,170,32,18.82,138,81.18,50014
50,15,319,89,27.9,230,72.1,50015
50,16,197,38,19.29,159,80.71,50016
50,17,228,56,24.56,172,75.44,50017
50,18,209,52,24.88,157,75.12,50018
50,19,219,64,29.22,155,70.78,50019
50,20,262,79,30.15,183,69.85,50020
50,21,311,95,30.55,216,69.45,50021
50,22,270,62,22.96,208,77.04,50022
50,23,186,59,31.72,127,68.28,50023
50,24,237,55,23.21,182,76.79,50024
50,25,312,113,36.22,199,63.78,50025
50,26,174,34,19.54,140,80.46,50026
50,27,119,22,18.49,97,81.51,50027
50,28,288,59,20.49,229,79.51,50028
50,29,267,73,27.34,194,72.66,50029
50,30,250,65,26.0,185,74.0,50030
50,31,121,20,16.53,101,83.47,50031
50,32,208,46,22.12,162,77.88,50032
50,33,165,40,24.24,125,75.76,50033
50,34,138,22,15.94,116,84.06,50034
50,35,317,89,28.08,228,71.92,50035
50,36,270,78,28.89,192,71.11,50036
50,37,314,86,27.39,228,72.61,50037
50,38,182,32,17.58,150,82.42,50038
50,39,245,47,19.18,198,80.82,50039
50,40,271,76,28.04,195,71.96,50040
50,41,321,99,30.84,222,69.16,50041
50,42,315,79,25.08,236,74.92,50042
50,43,222,51,22.97,171,77.03,50043
50,44,246,66,26.83,180,73.17,50044
50,45,152,55,36.18,97,63.82,50045
