ward,precinct,total,RAUL VEGA,RAUL VEGA Percent,precinct_id
30,35,72,72,100.0,30035
30,40,83,83,100.0,30040
30,41,87,87,100.0,30041
31,1,57,57,100.0,31001
31,2,76,76,100.0,31002
31,4,85,85,100.0,31004
31,5,91,91,100.0,31005
31,6,94,94,100.0,31006
31,7,71,71,100.0,31007
31,9,19,19,100.0,31009
31,10,46,46,100.0,31010
31,11,43,43,100.0,31011
31,12,70,70,100.0,31012
31,13,78,78,100.0,31013
31,14,69,69,100.0,31014
31,17,53,53,100.0,31017
31,18,70,70,100.0,31018
31,19,74,74,100.0,31019
31,20,63,63,100.0,31020
31,21,76,76,100.0,31021
31,22,39,39,100.0,31022
31,23,54,54,100.0,31023
31,24,63,63,100.0,31024
31,25,68,68,100.0,31025
31,27,53,53,100.0,31027
31,28,70,70,100.0,31028
31,30,75,75,100.0,31030
31,31,125,125,100.0,31031
31,32,58,58,100.0,31032
31,33,78,78,100.0,31033
31,34,43,43,100.0,31034
31,35,57,57,100.0,31035
31,36,108,108,100.0,31036
31,37,79,79,100.0,31037
31,38,6,6,100.0,31038
31,39,68,68,100.0,31039
31,40,55,55,100.0,31040
31,41,69,69,100.0,31041
31,42,81,81,100.0,31042
31,44,70,70,100.0,31044
31,46,56,56,100.0,31046
31,47,98,98,100.0,31047
31,48,77,77,100.0,31048
31,49,38,38,100.0,31049
31,50,99,99,100.0,31050
31,51,49,49,100.0,31051
32,1,150,150,100.0,32001
32,2,141,141,100.0,32002
32,3,103,103,100.0,32003
32,4,156,156,100.0,32004
32,5,89,89,100.0,32005
32,6,102,102,100.0,32006
32,9,87,87,100.0,32009
32,11,78,78,100.0,32011
32,12,73,73,100.0,32012
32,14,100,100,100.0,32014
32,15,75,75,100.0,32015
32,16,136,136,100.0,32016
32,17,108,108,100.0,32017
32,19,65,65,100.0,32019
32,20,106,106,100.0,32020
32,24,111,111,100.0,32024
32,26,98,98,100.0,32026
32,27,48,48,100.0,32027
32,28,99,99,100.0,32028
32,29,121,121,100.0,32029
32,30,106,106,100.0,32030
32,31,158,158,100.0,32031
32,33,113,113,100.0,32033
32,34,127,127,100.0,32034
32,35,145,145,100.0,32035
32,36,151,151,100.0,32036
32,40,163,163,100.0,32040
32,41,154,154,100.0,32041
32,42,152,152,100.0,32042
32,45,113,113,100.0,32045
32,46,55,55,100.0,32046
32,52,77,77,100.0,32052
33,1,141,141,100.0,33001
33,2,183,183,100.0,33002
33,3,117,117,100.0,33003
33,4,130,130,100.0,33004
33,6,141,141,100.0,33006
33,7,155,155,100.0,33007
33,8,148,148,100.0,33008
33,9,79,79,100.0,33009
33,10,224,224,100.0,33010
33,11,171,171,100.0,33011
33,12,168,168,100.0,33012
33,13,155,155,100.0,33013
33,15,121,121,100.0,33015
33,16,42,42,100.0,33016
33,17,160,160,100.0,33017
33,19,118,118,100.0,33019
33,20,103,103,100.0,33020
33,21,143,143,100.0,33021
33,22,168,168,100.0,33022
33,23,180,180,100.0,33023
33,24,128,128,100.0,33024
33,25,193,193,100.0,33025
33,26,126,126,100.0,33026
33,27,88,88,100.0,33027
33,28,138,138,100.0,33028
33,30,112,112,100.0,33030
33,31,130,130,100.0,33031
33,32,110,110,100.0,33032
33,33,97,97,100.0,33033
35,1,131,131,100.0,35001
35,2,102,102,100.0,35002
35,3,72,72,100.0,35003
35,4,143,143,100.0,35004
35,5,86,86,100.0,35005
35,6,98,98,100.0,35006
35,7,135,135,100.0,35007
35,8,120,120,100.0,35008
35,9,110,110,100.0,35009
35,10,91,91,100.0,35010
35,11,93,93,100.0,35011
35,12,131,131,100.0,35012
35,14,120,120,100.0,35014
35,15,98,98,100.0,35015
35,16,101,101,100.0,35016
35,17,89,89,100.0,35017
35,18,121,121,100.0,35018
35,19,86,86,100.0,35019
35,20,96,96,100.0,35020
35,21,120,120,100.0,35021
35,23,79,79,100.0,35023
35,24,80,80,100.0,35024
35,25,139,139,100.0,35025
35,26,146,146,100.0,35026
35,27,130,130,100.0,35027
35,28,126,126,100.0,35028
35,29,141,141,100.0,35029
35,30,127,127,100.0,35030
35,31,150,150,100.0,35031
35,32,75,75,100.0,35032
35,34,96,96,100.0,35034
35,35,111,111,100.0,35035
37,1,43,43,100.0,37001
37,2,88,88,100.0,37002
37,3,68,68,100.0,37003
37,10,102,102,100.0,37010
37,12,63,63,100.0,37012
37,19,44,44,100.0,37019
37,22,80,80,100.0,37022
37,39,51,51,100.0,37039
37,42,21,21,100.0,37042
37,44,99,99,100.0,37044
37,47,23,23,100.0,37047
37,50,94,94,100.0,37050
37,52,1,1,100.0,37052
47,15,150,150,100.0,47015
47,21,146,146,100.0,47021
47,40,126,126,100.0,47040
