ward,precinct,total,JIM DURKIN,JIM DURKIN Percent,RICHARD J. DURBIN,RICHARD J. DURBIN Percent,STEVEN BURGAUER,STEVEN BURGAUER Percent,precinct_id
48,12,265,36,13.58,224,84.53,5,1.89,48012
48,13,259,46,17.76,210,81.08,3,1.16,48013
48,14,359,58,16.16,294,81.89,7,1.95,48014
48,15,237,14,5.91,218,91.98,5,2.11,48015
48,16,214,26,12.15,183,85.51,5,2.34,48016
48,17,217,26,11.98,184,84.79,7,3.23,48017
48,18,236,38,16.1,190,80.51,8,3.39,48018
48,19,266,58,21.8,204,76.69,4,1.5,48019
48,20,151,28,18.54,122,80.79,1,0.66,48020
48,21,152,17,11.18,130,85.53,5,3.29,48021
48,22,400,91,22.75,303,75.75,6,1.5,48022
48,23,298,76,25.5,219,73.49,3,1.01,48023
48,24,286,46,16.08,234,81.82,6,2.1,48024
48,25,309,37,11.97,266,86.08,6,1.94,48025
48,26,366,77,21.04,281,76.78,8,2.19,48026
48,27,192,42,21.88,145,75.52,5,2.6,48027
48,28,282,59,20.92,220,78.01,3,1.06,48028
48,29,251,42,16.73,205,81.67,4,1.59,48029
48,30,315,60,19.05,247,78.41,8,2.54,48030
48,31,233,20,8.58,206,88.41,7,3.0,48031
48,32,253,30,11.86,212,83.79,11,4.35,48032
48,33,243,56,23.05,186,76.54,1,0.41,48033
48,34,191,22,11.52,167,87.43,2,1.05,48034
48,35,216,37,17.13,178,82.41,1,0.46,48035
48,36,261,44,16.86,211,80.84,6,2.3,48036
48,37,266,49,18.42,213,80.08,4,1.5,48037
48,38,356,70,19.66,280,78.65,6,1.69,48038
48,39,226,43,19.03,179,79.2,4,1.77,48039
48,40,186,28,15.05,153,82.26,5,2.69,48040
48,41,183,22,12.02,158,86.34,3,1.64,48041
48,42,251,29,11.55,219,87.25,3,1.2,48042
48,43,370,48,12.97,315,85.14,7,1.89,48043
48,44,299,41,13.71,253,84.62,5,1.67,48044
48,45,265,25,9.43,234,88.3,6,2.26,48045
48,46,221,33,14.93,173,78.28,15,6.79,48046
48,47,207,19,9.18,184,88.89,4,1.93,48047
48,48,243,42,17.28,199,81.89,2,0.82,48048
48,49,124,20,16.13,101,81.45,3,2.42,48049
48,50,307,47,15.31,257,83.71,3,0.98,48050
48,51,378,63,16.67,309,81.75,6,1.59,48051
48,52,180,20,11.11,157,87.22,3,1.67,48052
48,53,243,49,20.16,191,78.6,3,1.23,48053
48,54,220,35,15.91,183,83.18,2,0.91,48054
48,55,97,30,30.93,63,64.95,4,4.12,48055
48,56,183,21,11.48,160,87.43,2,1.09,48056
49,1,245,10,4.08,234,95.51,1,0.41,49001
49,2,294,43,14.63,243,82.65,8,2.72,49002
49,3,196,23,11.73,170,86.73,3,1.53,49003
49,4,138,14,10.14,121,87.68,3,2.17,49004
49,5,198,23,11.62,173,87.37,2,1.01,49005
49,6,268,43,16.04,223,83.21,2,0.75,49006
49,7,222,36,16.22,175,78.83,11,4.95,49007
49,8,250,32,12.8,211,84.4,7,2.8,49008
49,9,221,25,11.31,190,85.97,6,2.71,49009
49,10,236,34,14.41,200,84.75,2,0.85,49010
49,11,164,30,18.29,128,78.05,6,3.66,49011
49,12,264,31,11.74,228,86.36,5,1.89,49012
49,13,283,45,15.9,237,83.75,1,0.35,49013
49,14,301,57,18.94,238,79.07,6,1.99,49014
49,15,230,28,12.17,196,85.22,6,2.61,49015
49,16,221,34,15.38,180,81.45,7,3.17,49016
49,17,38,6,15.79,32,84.21,0,0.0,49017
49,18,185,35,18.92,146,78.92,4,2.16,49018
49,19,187,18,9.63,166,88.77,3,1.6,49019
49,20,295,40,13.56,246,83.39,9,3.05,49020
49,21,224,53,23.66,161,71.88,10,4.46,49021
49,22,213,25,11.74,180,84.51,8,3.76,49022
49,23,186,16,8.6,166,89.25,4,2.15,49023
49,24,105,12,11.43,90,85.71,3,2.86,49024
49,25,300,25,8.33,269,89.67,6,2.0,49025
49,26,286,43,15.03,237,82.87,6,2.1,49026
49,27,335,35,10.45,292,87.16,8,2.39,49027
49,28,213,20,9.39,190,89.2,3,1.41,49028
49,29,293,42,14.33,242,82.59,9,3.07,49029
49,30,241,30,12.45,208,86.31,3,1.24,49030
49,31,90,11,12.22,74,82.22,5,5.56,49031
49,32,237,33,13.92,195,82.28,9,3.8,49032
49,33,212,32,15.09,177,83.49,3,1.42,49033
49,34,238,24,10.08,212,89.08,2,0.84,49034
49,35,351,60,17.09,280,79.77,11,3.13,49035
49,36,329,38,11.55,285,86.63,6,1.82,49036
49,37,124,22,17.74,102,82.26,0,0.0,49037
49,38,204,16,7.84,185,90.69,3,1.47,49038
49,39,229,26,11.35,200,87.34,3,1.31,49039
49,40,232,39,16.81,188,81.03,5,2.16,49040
49,41,252,44,17.46,206,81.75,2,0.79,49041
49,42,258,28,10.85,228,88.37,2,0.78,49042
49,43,252,21,8.33,228,90.48,3,1.19,49043
49,44,297,48,16.16,243,81.82,6,2.02,49044
50,1,360,68,18.89,290,80.56,2,0.56,50001
50,2,335,70,20.9,258,77.01,7,2.09,50002
50,3,297,45,15.15,244,82.15,8,2.69,50003
50,4,300,58,19.33,237,79.0,5,1.67,50004
50,5,337,54,16.02,281,83.38,2,0.59,50005
50,6,242,37,15.29,202,83.47,3,1.24,50006
50,7,335,73,21.79,258,77.01,4,1.19,50007
50,8,243,54,22.22,178,73.25,11,4.53,50008
50,9,249,46,18.47,198,79.52,5,2.01,50009
50,10,246,43,17.48,198,80.49,5,2.03,50010
50,11,266,46,17.29,217,81.58,3,1.13,50011
50,12,226,31,13.72,194,85.84,1,0.44,50012
50,13,321,60,18.69,256,79.75,5,1.56,50013
50,14,178,25,14.04,152,85.39,1,0.56,50014
50,15,325,69,21.23,252,77.54,4,1.23,50015
50,16,198,27,13.64,169,85.35,2,1.01,50016
50,17,237,48,20.25,181,76.37,8,3.38,50017
50,18,242,43,17.77,196,80.99,3,1.24,50018
50,19,218,50,22.94,162,74.31,6,2.75,50019
50,20,271,73,26.94,197,72.69,1,0.37,50020
50,21,326,58,17.79,263,80.67,5,1.53,50021
50,22,283,49,17.31,229,80.92,5,1.77,50022
50,23,187,54,28.88,133,71.12,0,0.0,50023
50,24,246,43,17.48,191,77.64,12,4.88,50024
50,25,318,86,27.04,228,71.7,4,1.26,50025
50,26,210,34,16.19,170,80.95,6,2.86,50026
50,27,133,19,14.29,114,85.71,0,0.0,50027
50,28,298,44,14.77,249,83.56,5,1.68,50028
50,29,279,54,19.35,219,78.49,6,2.15,50029
50,30,271,52,19.19,218,80.44,1,0.37,50030
50,31,132,16,12.12,116,87.88,0,0.0,50031
50,32,206,34,16.5,168,81.55,4,1.94,50032
50,33,176,44,25.0,130,73.86,2,1.14,50033
50,34,231,29,12.55,198,85.71,4,1.73,50034
50,35,342,67,19.59,270,78.95,5,1.46,50035
50,36,292,57,19.52,234,80.14,1,0.34,50036
50,37,333,63,18.92,266,79.88,4,1.2,50037
50,38,195,22,11.28,172,88.21,1,0.51,50038
50,39,273,45,16.48,222,81.32,6,2.2,50039
50,40,300,50,16.67,247,82.33,3,1.0,50040
50,41,356,75,21.07,277,77.81,4,1.12,50041
50,42,331,66,19.94,261,78.85,4,1.21,50042
50,43,238,38,15.97,194,81.51,6,2.52,50043
50,44,265,58,21.89,204,76.98,3,1.13,50044
50,45,157,44,28.03,111,70.7,2,1.27,50045
