ward,precinct,total,RAYMOND G. WARDINGLEY,RAYMOND G. WARDINGLEY Percent,BOBBY L. RUSH,BOBBY L. RUSH Percent,DOROTHY G. TSATSOS,DOROTHY G. TSATSOS Percent,precinct_id
17,13,178,3,1.69,172,96.63,3,1.69,17013
17,14,246,4,1.63,236,95.93,6,2.44,17014
17,15,211,4,1.9,206,97.63,1,0.47,17015
17,16,238,2,0.84,235,98.74,1,0.42,17016
17,17,195,0,0.0,194,99.49,1,0.51,17017
17,18,268,2,0.75,263,98.13,3,1.12,17018
17,19,110,1,0.91,108,98.18,1,0.91,17019
17,20,227,1,0.44,222,97.8,4,1.76,17020
17,21,332,4,1.2,326,98.19,2,0.6,17021
17,22,272,1,0.37,270,99.26,1,0.37,17022
17,23,185,1,0.54,183,98.92,1,0.54,17023
17,24,265,6,2.26,258,97.36,1,0.38,17024
17,25,169,0,0.0,168,99.41,1,0.59,17025
17,26,306,0,0.0,302,98.69,4,1.31,17026
17,27,322,0,0.0,320,99.38,2,0.62,17027
17,28,235,2,0.85,225,95.74,8,3.4,17028
17,29,292,4,1.37,288,98.63,0,0.0,17029
17,30,303,0,0.0,301,99.34,2,0.66,17030
17,31,272,1,0.37,268,98.53,3,1.1,17031
17,32,283,4,1.41,277,97.88,2,0.71,17032
17,33,198,3,1.52,194,97.98,1,0.51,17033
17,34,224,3,1.34,220,98.21,1,0.45,17034
17,35,163,1,0.61,159,97.55,3,1.84,17035
17,36,158,2,1.27,155,98.1,1,0.63,17036
17,37,235,1,0.43,233,99.15,1,0.43,17037
17,38,241,3,1.24,237,98.34,1,0.41,17038
17,39,198,3,1.52,195,98.48,0,0.0,17039
17,40,183,2,1.09,180,98.36,1,0.55,17040
17,41,212,1,0.47,211,99.53,0,0.0,17041
17,42,222,1,0.45,219,98.65,2,0.9,17042
17,43,225,5,2.22,217,96.44,3,1.33,17043
17,44,227,2,0.88,223,98.24,2,0.88,17044
17,45,165,3,1.82,161,97.58,1,0.61,17045
17,46,254,2,0.79,251,98.82,1,0.39,17046
17,47,137,1,0.73,133,97.08,3,2.19,17047
17,48,231,1,0.43,230,99.57,0,0.0,17048
17,49,205,3,1.46,202,98.54,0,0.0,17049
17,50,209,4,1.91,204,97.61,1,0.48,17050
17,51,275,2,0.73,270,98.18,3,1.09,17051
17,52,347,1,0.29,342,98.56,4,1.15,17052
17,53,247,3,1.21,243,98.38,1,0.4,17053
17,54,281,2,0.71,277,98.58,2,0.71,17054
17,55,215,2,0.93,211,98.14,2,0.93,17055
17,56,251,1,0.4,246,98.01,4,1.59,17056
17,57,286,2,0.7,283,98.95,1,0.35,17057
17,58,235,1,0.43,232,98.72,2,0.85,17058
17,59,162,1,0.62,157,96.91,4,2.47,17059
17,60,331,1,0.3,325,98.19,5,1.51,17060
17,61,223,0,0.0,220,98.65,3,1.35,17061
17,62,216,3,1.39,211,97.69,2,0.93,17062
17,63,215,3,1.4,208,96.74,4,1.86,17063
17,64,175,0,0.0,173,98.86,2,1.14,17064
18,1,176,14,7.95,158,89.77,4,2.27,18001
18,2,302,37,12.25,262,86.75,3,0.99,18002
18,4,316,14,4.43,292,92.41,10,3.16,18004
18,5,300,1,0.33,298,99.33,1,0.33,18005
18,7,249,40,16.06,201,80.72,8,3.21,18007
18,8,124,9,7.26,113,91.13,2,1.61,18008
18,9,318,33,10.38,279,87.74,6,1.89,18009
18,10,409,38,9.29,365,89.24,6,1.47,18010
18,11,282,70,24.82,193,68.44,19,6.74,18011
18,12,372,36,9.68,329,88.44,7,1.88,18012
18,13,309,34,11.0,266,86.08,9,2.91,18013
18,14,351,17,4.84,328,93.45,6,1.71,18014
18,16,299,12,4.01,282,94.31,5,1.67,18016
18,17,252,40,15.87,202,80.16,10,3.97,18017
18,18,321,7,2.18,307,95.64,7,2.18,18018
18,19,223,2,0.9,219,98.21,2,0.9,18019
18,20,282,3,1.06,275,97.52,4,1.42,18020
18,21,388,43,11.08,332,85.57,13,3.35,18021
18,22,337,14,4.15,320,94.96,3,0.89,18022
18,23,270,20,7.41,239,88.52,11,4.07,18023
18,24,336,5,1.49,329,97.92,2,0.6,18024
18,25,312,3,0.96,306,98.08,3,0.96,18025
18,26,248,9,3.63,235,94.76,4,1.61,18026
18,27,288,26,9.03,255,88.54,7,2.43,18027
18,29,325,81,24.92,231,71.08,13,4.0,18029
18,30,266,0,0.0,266,100.0,0,0.0,18030
18,31,275,23,8.36,250,90.91,2,0.73,18031
18,32,341,3,0.88,333,97.65,5,1.47,18032
18,33,235,2,0.85,226,96.17,7,2.98,18033
18,34,373,36,9.65,329,88.2,8,2.14,18034
18,35,361,23,6.37,329,91.14,9,2.49,18035
18,36,221,38,17.19,174,78.73,9,4.07,18036
18,37,220,21,9.55,195,88.64,4,1.82,18037
18,38,353,0,0.0,351,99.43,2,0.57,18038
18,39,234,14,5.98,218,93.16,2,0.85,18039
18,40,353,18,5.1,326,92.35,9,2.55,18040
18,42,235,28,11.91,200,85.11,7,2.98,18042
18,44,204,24,11.76,172,84.31,8,3.92,18044
18,45,307,3,0.98,300,97.72,4,1.3,18045
18,46,253,3,1.19,249,98.42,1,0.4,18046
18,47,282,21,7.45,258,91.49,3,1.06,18047
18,49,219,9,4.11,207,94.52,3,1.37,18049
18,50,291,13,4.47,274,94.16,4,1.37,18050
18,51,174,5,2.87,168,96.55,1,0.57,18051
18,52,263,1,0.38,260,98.86,2,0.76,18052
18,53,252,2,0.79,248,98.41,2,0.79,18053
18,54,297,9,3.03,285,95.96,3,1.01,18054
18,58,276,7,2.54,265,96.01,4,1.45,18058
18,59,193,3,1.55,186,96.37,4,2.07,18059
18,60,335,1,0.3,331,98.81,3,0.9,18060
18,61,296,3,1.01,291,98.31,2,0.68,18061
18,62,221,1,0.45,215,97.29,5,2.26,18062
18,63,282,2,0.71,277,98.23,3,1.06,18063
19,28,435,35,8.05,390,89.66,10,2.3,19028
19,43,373,16,4.29,351,94.1,6,1.61,19043
19,48,287,5,1.74,280,97.56,2,0.7,19048
19,50,370,5,1.35,357,96.49,8,2.16,19050
19,60,331,10,3.02,318,96.07,3,0.91,19060
19,66,340,4,1.18,333,97.94,3,0.88,19066
20,1,257,1,0.39,255,99.22,1,0.39,20001
20,2,194,2,1.03,191,98.45,1,0.52,20002
20,3,289,3,1.04,284,98.27,2,0.69,20003
20,5,179,2,1.12,175,97.77,2,1.12,20005
20,6,250,1,0.4,247,98.8,2,0.8,20006
20,7,166,2,1.2,163,98.19,1,0.6,20007
20,9,233,2,0.86,229,98.28,2,0.86,20009
20,10,230,1,0.43,229,99.57,0,0.0,20010
20,11,170,0,0.0,170,100.0,0,0.0,20011
20,12,99,0,0.0,99,100.0,0,0.0,20012
20,13,69,1,1.45,67,97.1,1,1.45,20013
20,14,344,1,0.29,341,99.13,2,0.58,20014
20,16,122,3,2.46,115,94.26,4,3.28,20016
20,17,208,1,0.48,205,98.56,2,0.96,20017
20,18,297,2,0.67,293,98.65,2,0.67,20018
20,19,114,0,0.0,114,100.0,0,0.0,20019
20,20,143,3,2.1,140,97.9,0,0.0,20020
20,22,232,3,1.29,226,97.41,3,1.29,20022
20,23,298,6,2.01,288,96.64,4,1.34,20023
20,24,338,7,2.07,328,97.04,3,0.89,20024
20,25,112,1,0.89,111,99.11,0,0.0,20025
20,26,237,5,2.11,226,95.36,6,2.53,20026
20,28,262,6,2.29,251,95.8,5,1.91,20028
20,29,233,3,1.29,225,96.57,5,2.15,20029
20,30,217,0,0.0,215,99.08,2,0.92,20030
20,32,388,4,1.03,377,97.16,7,1.8,20032
20,33,322,8,2.48,308,95.65,6,1.86,20033
20,34,301,13,4.32,282,93.69,6,1.99,20034
20,35,130,0,0.0,129,99.23,1,0.77,20035
20,36,231,2,0.87,227,98.27,2,0.87,20036
20,37,165,3,1.82,160,96.97,2,1.21,20037
20,38,38,2,5.26,36,94.74,0,0.0,20038
20,39,218,3,1.38,213,97.71,2,0.92,20039
20,42,190,1,0.53,185,97.37,4,2.11,20042
20,44,252,3,1.19,247,98.02,2,0.79,20044
20,46,177,1,0.56,174,98.31,2,1.13,20046
20,47,150,0,0.0,148,98.67,2,1.33,20047
20,49,190,1,0.53,189,99.47,0,0.0,20049
20,50,210,1,0.48,208,99.05,1,0.48,20050
20,53,47,0,0.0,47,100.0,0,0.0,20053
20,54,154,4,2.6,150,97.4,0,0.0,20054
20,55,116,0,0.0,113,97.41,3,2.59,20055
21,1,423,4,0.95,413,97.64,6,1.42,21001
21,2,117,0,0.0,113,96.58,4,3.42,21002
21,3,451,4,0.89,445,98.67,2,0.44,21003
21,4,392,2,0.51,385,98.21,5,1.28,21004
21,5,311,3,0.96,307,98.71,1,0.32,21005
21,6,298,1,0.34,296,99.33,1,0.34,21006
21,7,324,2,0.62,320,98.77,2,0.62,21007
21,8,324,3,0.93,317,97.84,4,1.23,21008
21,9,302,1,0.33,300,99.34,1,0.33,21009
21,10,208,2,0.96,205,98.56,1,0.48,21010
21,11,326,3,0.92,321,98.47,2,0.61,21011
21,12,332,7,2.11,321,96.69,4,1.2,21012
21,13,151,3,1.99,148,98.01,0,0.0,21013
21,14,288,1,0.35,280,97.22,7,2.43,21014
21,15,269,1,0.37,266,98.88,2,0.74,21015
21,16,274,3,1.09,268,97.81,3,1.09,21016
21,17,143,1,0.7,142,99.3,0,0.0,21017
21,18,296,3,1.01,292,98.65,1,0.34,21018
21,19,258,1,0.39,252,97.67,5,1.94,21019
21,20,153,2,1.31,151,98.69,0,0.0,21020
21,21,327,2,0.61,321,98.17,4,1.22,21021
21,22,345,7,2.03,334,96.81,4,1.16,21022
21,23,221,3,1.36,215,97.29,3,1.36,21023
21,24,316,0,0.0,311,98.42,5,1.58,21024
21,25,240,1,0.42,237,98.75,2,0.83,21025
21,26,236,0,0.0,235,99.58,1,0.42,21026
21,27,342,2,0.58,336,98.25,4,1.17,21027
21,28,225,0,0.0,224,99.56,1,0.44,21028
21,29,152,0,0.0,152,100.0,0,0.0,21029
21,30,222,1,0.45,218,98.2,3,1.35,21030
21,31,412,4,0.97,405,98.3,3,0.73,21031
21,32,200,1,0.5,197,98.5,2,1.0,21032
21,33,320,4,1.25,314,98.13,2,0.63,21033
21,34,348,1,0.29,343,98.56,4,1.15,21034
21,35,209,2,0.96,207,99.04,0,0.0,21035
21,36,275,0,0.0,270,98.18,5,1.82,21036
21,37,215,4,1.86,210,97.67,1,0.47,21037
21,38,297,3,1.01,293,98.65,1,0.34,21038
21,39,237,3,1.27,231,97.47,3,1.27,21039
21,40,290,5,1.72,283,97.59,2,0.69,21040
21,41,256,4,1.56,251,98.05,1,0.39,21041
21,42,299,2,0.67,296,99.0,1,0.33,21042
21,43,284,6,2.11,276,97.18,2,0.7,21043
21,44,290,0,0.0,289,99.66,1,0.34,21044
21,45,252,3,1.19,247,98.02,2,0.79,21045
21,46,243,1,0.41,240,98.77,2,0.82,21046
21,47,380,3,0.79,375,98.68,2,0.53,21047
21,48,366,2,0.55,363,99.18,1,0.27,21048
21,49,381,3,0.79,372,97.64,6,1.57,21049
21,50,305,3,0.98,298,97.7,4,1.31,21050
21,51,326,6,1.84,318,97.55,2,0.61,21051
21,52,333,1,0.3,327,98.2,5,1.5,21052
21,53,267,1,0.37,266,99.63,0,0.0,21053
21,54,265,1,0.38,260,98.11,4,1.51,21054
21,55,328,3,0.91,322,98.17,3,0.91,21055
21,56,216,2,0.93,210,97.22,4,1.85,21056
21,57,305,5,1.64,297,97.38,3,0.98,21057
21,58,223,1,0.45,219,98.21,3,1.35,21058
21,59,371,3,0.81,364,98.11,4,1.08,21059
21,60,295,6,2.03,286,96.95,3,1.02,21060
21,61,339,3,0.88,334,98.53,2,0.59,21061
21,62,291,5,1.72,279,95.88,7,2.41,21062
21,63,288,3,1.04,285,98.96,0,0.0,21063
21,64,157,3,1.91,152,96.82,2,1.27,21064
21,65,267,6,2.25,258,96.63,3,1.12,21065
21,66,246,3,1.22,239,97.15,4,1.63,21066
21,67,247,0,0.0,243,98.38,4,1.62,21067
21,68,309,3,0.97,304,98.38,2,0.65,21068
21,69,233,0,0.0,233,100.0,0,0.0,21069
21,70,206,3,1.46,201,97.57,2,0.97,21070
21,71,219,1,0.46,216,98.63,2,0.91,21071
21,72,249,1,0.4,246,98.8,2,0.8,21072
21,73,380,2,0.53,375,98.68,3,0.79,21073
21,74,114,2,1.75,111,97.37,1,0.88,21074
21,75,215,1,0.47,213,99.07,1,0.47,21075
21,76,314,4,1.27,305,97.13,5,1.59,21076
34,13,266,3,1.13,260,97.74,3,1.13,34013
34,33,160,1,0.63,159,99.38,0,0.0,34033
34,44,61,0,0.0,61,100.0,0,0.0,34044
34,47,160,1,0.63,157,98.13,2,1.25,34047
34,51,443,6,1.35,432,97.52,5,1.13,34051
34,62,358,3,0.84,350,97.77,5,1.4,34062
34,64,78,2,2.56,76,97.44,0,0.0,34064
