ward,precinct,total,J. RYAN AND C. HAWKINSON,J. RYAN AND C. HAWKINSON Percent,R. BLAGOJEVICH AND P. QUINN,R. BLAGOJEVICH AND P. QUINN Percent,C. SKINNER AND J. TOBIN,C. SKINNER AND J. TOBIN Percent,M. BROWN,M. BROWN Percent,precinct_id
3,11,128,5,3.91,121,94.53,0,0.0,2,1.56,03011
3,12,239,9,3.77,226,94.56,0,0.0,4,1.67,03012
3,13,176,26,14.77,147,83.52,0,0.0,3,1.7,03013
3,14,118,9,7.63,104,88.14,1,0.85,4,3.39,03014
3,15,244,13,5.33,226,92.62,2,0.82,3,1.23,03015
3,16,417,16,3.84,397,95.2,1,0.24,3,0.72,03016
3,17,148,1,0.68,146,98.65,0,0.0,1,0.68,03017
3,18,149,4,2.68,142,95.3,0,0.0,3,2.01,03018
3,19,89,2,2.25,87,97.75,0,0.0,0,0.0,03019
3,20,52,2,3.85,50,96.15,0,0.0,0,0.0,03020
3,21,153,2,1.31,148,96.73,0,0.0,3,1.96,03021
3,22,139,7,5.04,130,93.53,0,0.0,2,1.44,03022
3,23,65,0,0.0,64,98.46,0,0.0,1,1.54,03023
3,24,180,4,2.22,175,97.22,0,0.0,1,0.56,03024
3,25,60,5,8.33,54,90.0,0,0.0,1,1.67,03025
3,26,150,6,4.0,144,96.0,0,0.0,0,0.0,03026
3,27,29,0,0.0,28,96.55,1,3.45,0,0.0,03027
3,28,156,6,3.85,147,94.23,0,0.0,3,1.92,03028
3,29,275,10,3.64,259,94.18,1,0.36,5,1.82,03029
3,30,153,5,3.27,146,95.42,1,0.65,1,0.65,03030
3,31,332,14,4.22,314,94.58,1,0.3,3,0.9,03031
3,32,178,4,2.25,174,97.75,0,0.0,0,0.0,03032
3,33,250,7,2.8,240,96.0,0,0.0,3,1.2,03033
3,34,153,3,1.96,149,97.39,0,0.0,1,0.65,03034
3,35,209,5,2.39,202,96.65,1,0.48,1,0.48,03035
3,36,132,9,6.82,120,90.91,1,0.76,2,1.52,03036
3,37,126,4,3.17,119,94.44,2,1.59,1,0.79,03037
3,38,51,1,1.96,49,96.08,1,1.96,0,0.0,03038
3,39,275,12,4.36,254,92.36,6,2.18,3,1.09,03039
3,40,228,11,4.82,215,94.3,0,0.0,2,0.88,03040
3,41,234,7,2.99,221,94.44,2,0.85,4,1.71,03041
3,42,185,6,3.24,175,94.59,4,2.16,0,0.0,03042
3,43,87,6,6.9,81,93.1,0,0.0,0,0.0,03043
3,44,113,4,3.54,108,95.58,0,0.0,1,0.88,03044
3,45,142,6,4.23,134,94.37,0,0.0,2,1.41,03045
3,46,216,7,3.24,204,94.44,2,0.93,3,1.39,03046
3,47,144,3,2.08,140,97.22,0,0.0,1,0.69,03047
3,48,201,7,3.48,194,96.52,0,0.0,0,0.0,03048
3,49,68,3,4.41,64,94.12,0,0.0,1,1.47,03049
3,50,108,4,3.7,104,96.3,0,0.0,0,0.0,03050
3,51,72,14,19.44,56,77.78,0,0.0,2,2.78,03051
3,52,109,4,3.67,105,96.33,0,0.0,0,0.0,03052
3,53,197,24,12.18,171,86.8,0,0.0,2,1.02,03053
3,54,230,68,29.57,155,67.39,4,1.74,3,1.3,03054
3,55,175,6,3.43,166,94.86,3,1.71,0,0.0,03055
3,56,186,6,3.23,175,94.09,1,0.54,4,2.15,03056
3,57,261,5,1.92,253,96.93,1,0.38,2,0.77,03057
3,58,82,5,6.1,77,93.9,0,0.0,0,0.0,03058
3,59,130,6,4.62,122,93.85,0,0.0,2,1.54,03059
3,60,213,2,0.94,208,97.65,0,0.0,3,1.41,03060
3,61,193,21,10.88,166,86.01,2,1.04,4,2.07,03061
3,62,188,6,3.19,178,94.68,0,0.0,4,2.13,03062
3,63,170,46,27.06,115,67.65,5,2.94,4,2.35,03063
4,1,277,29,10.47,237,85.56,6,2.17,5,1.81,04001
4,2,324,20,6.17,294,90.74,4,1.23,6,1.85,04002
4,3,445,10,2.25,429,96.4,6,1.35,0,0.0,04003
4,4,391,13,3.32,372,95.14,2,0.51,4,1.02,04004
4,5,313,14,4.47,290,92.65,2,0.64,7,2.24,04005
4,6,123,3,2.44,115,93.5,0,0.0,5,4.07,04006
4,7,220,9,4.09,206,93.64,0,0.0,5,2.27,04007
4,8,276,9,3.26,260,94.2,3,1.09,4,1.45,04008
4,9,536,29,5.41,499,93.1,0,0.0,8,1.49,04009
4,10,379,15,3.96,354,93.4,3,0.79,7,1.85,04010
4,11,318,14,4.4,302,94.97,0,0.0,2,0.63,04011
4,12,155,5,3.23,146,94.19,2,1.29,2,1.29,04012
4,13,245,14,5.71,224,91.43,2,0.82,5,2.04,04013
4,14,195,5,2.56,189,96.92,1,0.51,0,0.0,04014
4,15,163,7,4.29,152,93.25,2,1.23,2,1.23,04015
4,16,362,13,3.59,342,94.48,1,0.28,6,1.66,04016
4,17,338,36,10.65,294,86.98,3,0.89,5,1.48,04017
4,18,288,9,3.13,273,94.79,3,1.04,3,1.04,04018
4,19,325,13,4.0,306,94.15,3,0.92,3,0.92,04019
4,20,130,3,2.31,125,96.15,0,0.0,2,1.54,04020
4,21,379,30,7.92,342,90.24,6,1.58,1,0.26,04021
4,22,391,27,6.91,358,91.56,4,1.02,2,0.51,04022
4,23,253,34,13.44,216,85.38,2,0.79,1,0.4,04023
4,24,364,30,8.24,329,90.38,4,1.1,1,0.27,04024
4,25,313,17,5.43,293,93.61,0,0.0,3,0.96,04025
4,26,307,8,2.61,289,94.14,2,0.65,8,2.61,04026
4,27,317,15,4.73,295,93.06,2,0.63,5,1.58,04027
4,28,257,37,14.4,210,81.71,5,1.95,5,1.95,04028
4,29,240,32,13.33,203,84.58,5,2.08,0,0.0,04029
4,30,171,5,2.92,164,95.91,0,0.0,2,1.17,04030
4,31,100,1,1.0,97,97.0,0,0.0,2,2.0,04031
4,32,393,44,11.2,343,87.28,3,0.76,3,0.76,04032
4,33,117,7,5.98,104,88.89,1,0.85,5,4.27,04033
4,34,237,40,16.88,192,81.01,3,1.27,2,0.84,04034
4,35,193,4,2.07,183,94.82,1,0.52,5,2.59,04035
4,36,132,10,7.58,120,90.91,2,1.52,0,0.0,04036
4,37,177,5,2.82,170,96.05,0,0.0,2,1.13,04037
4,38,420,39,9.29,367,87.38,9,2.14,5,1.19,04038
4,39,138,6,4.35,129,93.48,1,0.72,2,1.45,04039
4,40,287,24,8.36,258,89.9,3,1.05,2,0.7,04040
4,41,157,15,9.55,134,85.35,5,3.18,3,1.91,04041
4,42,345,24,6.96,315,91.3,1,0.29,5,1.45,04042
4,43,236,33,13.98,197,83.47,4,1.69,2,0.85,04043
4,44,220,19,8.64,194,88.18,3,1.36,4,1.82,04044
4,45,477,39,8.18,427,89.52,4,0.84,7,1.47,04045
4,46,267,15,5.62,248,92.88,0,0.0,4,1.5,04046
4,47,442,32,7.24,394,89.14,5,1.13,11,2.49,04047
4,48,461,58,12.58,387,83.95,3,0.65,13,2.82,04048
4,49,106,3,2.83,103,97.17,0,0.0,0,0.0,04049
4,50,249,12,4.82,232,93.17,2,0.8,3,1.2,04050
4,51,350,10,2.86,335,95.71,3,0.86,2,0.57,04051
4,52,91,1,1.1,87,95.6,0,0.0,3,3.3,04052
4,53,12,0,0.0,12,100.0,0,0.0,0,0.0,04053
4,54,178,16,8.99,155,87.08,3,1.69,4,2.25,04054
4,55,230,18,7.83,206,89.57,5,2.17,1,0.43,04055
4,56,345,6,1.74,329,95.36,2,0.58,8,2.32,04056
4,57,157,12,7.64,140,89.17,3,1.91,2,1.27,04057
4,58,315,26,8.25,284,90.16,1,0.32,4,1.27,04058
5,1,338,13,3.85,319,94.38,1,0.3,5,1.48,05001
5,2,240,10,4.17,227,94.58,1,0.42,2,0.83,05002
5,3,166,24,14.46,138,83.13,1,0.6,3,1.81,05003
5,4,226,6,2.65,217,96.02,0,0.0,3,1.33,05004
5,5,234,13,5.56,220,94.02,0,0.0,1,0.43,05005
5,6,365,19,5.21,341,93.42,0,0.0,5,1.37,05006
5,7,333,9,2.7,314,94.29,1,0.3,9,2.7,05007
5,8,426,62,14.55,353,82.86,7,1.64,4,0.94,05008
5,9,284,10,3.52,269,94.72,1,0.35,4,1.41,05009
5,10,308,11,3.57,294,95.45,1,0.32,2,0.65,05010
5,11,333,45,13.51,284,85.29,2,0.6,2,0.6,05011
5,12,215,10,4.65,198,92.09,2,0.93,5,2.33,05012
5,13,265,10,3.77,250,94.34,1,0.38,4,1.51,05013
5,14,407,44,10.81,350,86.0,7,1.72,6,1.47,05014
5,15,284,26,9.15,248,87.32,5,1.76,5,1.76,05015
5,16,248,12,4.84,232,93.55,1,0.4,3,1.21,05016
5,17,325,11,3.38,309,95.08,2,0.62,3,0.92,05017
5,18,301,8,2.66,291,96.68,1,0.33,1,0.33,05018
5,19,152,5,3.29,144,94.74,1,0.66,2,1.32,05019
5,20,166,3,1.81,162,97.59,0,0.0,1,0.6,05020
5,21,319,11,3.45,302,94.67,1,0.31,5,1.57,05021
5,22,302,11,3.64,288,95.36,2,0.66,1,0.33,05022
5,23,231,13,5.63,214,92.64,0,0.0,4,1.73,05023
5,24,257,20,7.78,233,90.66,1,0.39,3,1.17,05024
5,25,298,8,2.68,282,94.63,3,1.01,5,1.68,05025
5,26,307,10,3.26,290,94.46,2,0.65,5,1.63,05026
5,27,389,67,17.22,306,78.66,8,2.06,8,2.06,05027
5,28,265,19,7.17,242,91.32,2,0.75,2,0.75,05028
5,29,300,14,4.67,285,95.0,0,0.0,1,0.33,05029
5,30,327,55,16.82,261,79.82,9,2.75,2,0.61,05030
5,31,268,9,3.36,256,95.52,2,0.75,1,0.37,05031
5,32,405,19,4.69,372,91.85,7,1.73,7,1.73,05032
5,33,264,6,2.27,254,96.21,1,0.38,3,1.14,05033
5,34,280,13,4.64,263,93.93,0,0.0,4,1.43,05034
5,35,216,35,16.2,176,81.48,2,0.93,3,1.39,05035
5,36,178,5,2.81,171,96.07,1,0.56,1,0.56,05036
5,37,229,24,10.48,194,84.72,5,2.18,6,2.62,05037
5,38,362,55,15.19,295,81.49,4,1.1,8,2.21,05038
5,39,329,53,16.11,266,80.85,8,2.43,2,0.61,05039
5,40,379,10,2.64,365,96.31,1,0.26,3,0.79,05040
5,41,300,44,14.67,252,84.0,4,1.33,0,0.0,05041
5,42,324,4,1.23,313,96.6,0,0.0,7,2.16,05042
5,43,312,17,5.45,287,91.99,5,1.6,3,0.96,05043
5,44,303,12,3.96,282,93.07,4,1.32,5,1.65,05044
5,45,177,2,1.13,175,98.87,0,0.0,0,0.0,05045
5,46,323,39,12.07,272,84.21,7,2.17,5,1.55,05046
5,47,251,9,3.59,234,93.23,3,1.2,5,1.99,05047
5,48,224,18,8.04,202,90.18,1,0.45,3,1.34,05048
5,49,69,3,4.35,66,95.65,0,0.0,0,0.0,05049
5,50,249,3,1.2,237,95.18,4,1.61,5,2.01,05050
5,51,243,7,2.88,231,95.06,2,0.82,3,1.23,05051
5,52,101,11,10.89,85,84.16,1,0.99,4,3.96,05052
5,53,393,42,10.69,340,86.51,4,1.02,7,1.78,05053
5,54,400,17,4.25,379,94.75,1,0.25,3,0.75,05054
6,1,353,18,5.1,328,92.92,1,0.28,6,1.7,06001
6,2,354,17,4.8,333,94.07,2,0.56,2,0.56,06002
6,3,335,11,3.28,316,94.33,0,0.0,8,2.39,06003
6,4,253,22,8.7,225,88.93,1,0.4,5,1.98,06004
6,5,191,4,2.09,184,96.34,0,0.0,3,1.57,06005
6,6,265,16,6.04,245,92.45,1,0.38,3,1.13,06006
6,7,344,14,4.07,322,93.6,1,0.29,7,2.03,06007
6,8,294,9,3.06,282,95.92,1,0.34,2,0.68,06008
6,9,236,11,4.66,221,93.64,0,0.0,4,1.69,06009
6,10,387,15,3.88,364,94.06,3,0.78,5,1.29,06010
6,11,289,21,7.27,265,91.7,0,0.0,3,1.04,06011
6,12,282,5,1.77,275,97.52,0,0.0,2,0.71,06012
6,13,284,12,4.23,263,92.61,2,0.7,7,2.46,06013
6,14,319,14,4.39,299,93.73,1,0.31,5,1.57,06014
6,15,297,11,3.7,283,95.29,0,0.0,3,1.01,06015
6,16,326,9,2.76,310,95.09,3,0.92,4,1.23,06016
6,17,370,10,2.7,356,96.22,0,0.0,4,1.08,06017
6,18,83,4,4.82,79,95.18,0,0.0,0,0.0,06018
6,19,381,16,4.2,355,93.18,3,0.79,7,1.84,06019
6,20,306,13,4.25,290,94.77,1,0.33,2,0.65,06020
6,21,288,10,3.47,276,95.83,0,0.0,2,0.69,06021
6,22,303,8,2.64,291,96.04,1,0.33,3,0.99,06022
6,23,257,8,3.11,246,95.72,0,0.0,3,1.17,06023
6,24,299,6,2.01,291,97.32,1,0.33,1,0.33,06024
6,25,194,6,3.09,183,94.33,0,0.0,5,2.58,06025
6,26,317,10,3.15,301,94.95,2,0.63,4,1.26,06026
6,27,392,15,3.83,368,93.88,4,1.02,5,1.28,06027
6,28,473,18,3.81,447,94.5,3,0.63,5,1.06,06028
6,29,365,18,4.93,341,93.42,1,0.27,5,1.37,06029
6,30,288,14,4.86,268,93.06,0,0.0,6,2.08,06030
6,31,357,14,3.92,338,94.68,2,0.56,3,0.84,06031
6,32,360,10,2.78,347,96.39,2,0.56,1,0.28,06032
6,33,368,8,2.17,347,94.29,4,1.09,9,2.45,06033
6,34,262,10,3.82,250,95.42,0,0.0,2,0.76,06034
6,35,375,20,5.33,348,92.8,1,0.27,6,1.6,06035
6,36,177,6,3.39,168,94.92,0,0.0,3,1.69,06036
6,37,340,7,2.06,330,97.06,1,0.29,2,0.59,06037
6,38,330,13,3.94,314,95.15,0,0.0,3,0.91,06038
6,39,276,5,1.81,265,96.01,1,0.36,5,1.81,06039
6,40,185,8,4.32,175,94.59,0,0.0,2,1.08,06040
6,41,316,16,5.06,294,93.04,1,0.32,5,1.58,06041
6,42,193,8,4.15,184,95.34,1,0.52,0,0.0,06042
6,43,366,10,2.73,347,94.81,2,0.55,7,1.91,06043
6,44,317,11,3.47,300,94.64,3,0.95,3,0.95,06044
6,45,196,6,3.06,184,93.88,2,1.02,4,2.04,06045
6,46,286,9,3.15,270,94.41,1,0.35,6,2.1,06046
6,47,318,10,3.14,304,95.6,1,0.31,3,0.94,06047
6,48,342,12,3.51,324,94.74,2,0.58,4,1.17,06048
6,49,322,5,1.55,312,96.89,1,0.31,4,1.24,06049
6,50,290,10,3.45,274,94.48,2,0.69,4,1.38,06050
6,51,252,7,2.78,241,95.63,2,0.79,2,0.79,06051
6,52,253,12,4.74,236,93.28,0,0.0,5,1.98,06052
6,53,273,14,5.13,255,93.41,1,0.37,3,1.1,06053
6,54,283,9,3.18,270,95.41,0,0.0,4,1.41,06054
6,55,273,11,4.03,258,94.51,0,0.0,4,1.47,06055
6,56,245,5,2.04,236,96.33,1,0.41,3,1.22,06056
6,57,164,5,3.05,158,96.34,1,0.61,0,0.0,06057
6,58,321,11,3.43,301,93.77,3,0.93,6,1.87,06058
6,59,262,12,4.58,245,93.51,0,0.0,5,1.91,06059
6,60,204,6,2.94,192,94.12,0,0.0,6,2.94,06060
6,61,215,9,4.19,203,94.42,1,0.47,2,0.93,06061
6,62,114,4,3.51,107,93.86,0,0.0,3,2.63,06062
6,63,257,10,3.89,245,95.33,0,0.0,2,0.78,06063
6,64,354,14,3.95,334,94.35,1,0.28,5,1.41,06064
6,65,106,2,1.89,102,96.23,0,0.0,2,1.89,06065
6,66,318,16,5.03,299,94.03,1,0.31,2,0.63,06066
7,1,319,16,5.02,296,92.79,0,0.0,7,2.19,07001
7,2,346,14,4.05,328,94.8,1,0.29,3,0.87,07002
7,3,196,6,3.06,188,95.92,1,0.51,1,0.51,07003
7,4,251,14,5.58,232,92.43,2,0.8,3,1.2,07004
7,5,240,14,5.83,223,92.92,1,0.42,2,0.83,07005
7,6,234,7,2.99,222,94.87,1,0.43,4,1.71,07006
7,7,189,7,3.7,178,94.18,1,0.53,3,1.59,07007
7,8,102,11,10.78,89,87.25,1,0.98,1,0.98,07008
7,9,262,9,3.44,251,95.8,1,0.38,1,0.38,07009
7,10,210,13,6.19,195,92.86,1,0.48,1,0.48,07010
7,11,273,14,5.13,252,92.31,1,0.37,6,2.2,07011
7,12,232,8,3.45,220,94.83,1,0.43,3,1.29,07012
7,13,218,9,4.13,206,94.5,2,0.92,1,0.46,07013
7,14,321,24,7.48,289,90.03,2,0.62,6,1.87,07014
7,15,183,11,6.01,171,93.44,1,0.55,0,0.0,07015
7,16,208,2,0.96,205,98.56,0,0.0,1,0.48,07016
7,17,185,4,2.16,178,96.22,0,0.0,3,1.62,07017
7,18,186,11,5.91,170,91.4,1,0.54,4,2.15,07018
7,19,397,18,4.53,374,94.21,2,0.5,3,0.76,07019
7,20,132,3,2.27,129,97.73,0,0.0,0,0.0,07020
7,21,272,14,5.15,253,93.01,1,0.37,4,1.47,07021
7,22,200,10,5.0,189,94.5,1,0.5,0,0.0,07022
7,23,188,4,2.13,177,94.15,4,2.13,3,1.6,07023
7,24,210,3,1.43,200,95.24,1,0.48,6,2.86,07024
7,25,305,14,4.59,285,93.44,2,0.66,4,1.31,07025
7,26,336,14,4.17,316,94.05,4,1.19,2,0.6,07026
7,27,346,14,4.05,326,94.22,3,0.87,3,0.87,07027
7,28,295,9,3.05,278,94.24,4,1.36,4,1.36,07028
7,29,148,3,2.03,142,95.95,1,0.68,2,1.35,07029
7,30,290,13,4.48,276,95.17,1,0.34,0,0.0,07030
7,31,242,4,1.65,234,96.69,0,0.0,4,1.65,07031
7,32,229,12,5.24,208,90.83,3,1.31,6,2.62,07032
7,33,214,10,4.67,198,92.52,1,0.47,5,2.34,07033
7,34,248,9,3.63,231,93.15,2,0.81,6,2.42,07034
7,35,161,13,8.07,143,88.82,3,1.86,2,1.24,07035
7,36,302,13,4.3,281,93.05,2,0.66,6,1.99,07036
7,37,123,9,7.32,113,91.87,1,0.81,0,0.0,07037
7,38,204,8,3.92,192,94.12,1,0.49,3,1.47,07038
7,39,269,3,1.12,261,97.03,1,0.37,4,1.49,07039
7,40,247,15,6.07,224,90.69,0,0.0,8,3.24,07040
7,41,211,6,2.84,202,95.73,0,0.0,3,1.42,07041
7,42,402,14,3.48,382,95.02,4,1.0,2,0.5,07042
7,43,278,5,1.8,270,97.12,1,0.36,2,0.72,07043
7,44,400,23,5.75,369,92.25,4,1.0,4,1.0,07044
7,45,379,13,3.43,361,95.25,1,0.26,4,1.06,07045
7,46,108,5,4.63,103,95.37,0,0.0,0,0.0,07046
7,47,229,8,3.49,217,94.76,1,0.44,3,1.31,07047
7,48,119,4,3.36,113,94.96,1,0.84,1,0.84,07048
7,49,154,0,0.0,151,98.05,0,0.0,3,1.95,07049
7,50,167,8,4.79,155,92.81,0,0.0,4,2.4,07050
7,51,214,3,1.4,210,98.13,1,0.47,0,0.0,07051
7,52,223,6,2.69,214,95.96,1,0.45,2,0.9,07052
7,53,218,2,0.92,212,97.25,1,0.46,3,1.38,07053
7,54,138,8,5.8,128,92.75,1,0.72,1,0.72,07054
7,55,218,11,5.05,205,94.04,0,0.0,2,0.92,07055
7,56,223,11,4.93,205,91.93,3,1.35,4,1.79,07056
7,57,244,8,3.28,234,95.9,1,0.41,1,0.41,07057
7,58,307,19,6.19,285,92.83,0,0.0,3,0.98,07058
7,59,148,7,4.73,139,93.92,0,0.0,2,1.35,07059
7,60,180,6,3.33,171,95.0,0,0.0,3,1.67,07060
7,61,233,11,4.72,220,94.42,0,0.0,2,0.86,07061
7,62,256,4,1.56,249,97.27,1,0.39,2,0.78,07062
7,63,223,12,5.38,201,90.13,1,0.45,9,4.04,07063
7,64,230,13,5.65,211,91.74,3,1.3,3,1.3,07064
7,65,217,9,4.15,204,94.01,0,0.0,4,1.84,07065
8,1,335,13,3.88,314,93.73,4,1.19,4,1.19,08001
8,2,171,1,0.58,168,98.25,1,0.58,1,0.58,08002
8,3,412,19,4.61,384,93.2,3,0.73,6,1.46,08003
8,4,300,11,3.67,288,96.0,0,0.0,1,0.33,08004
8,5,347,17,4.9,327,94.24,1,0.29,2,0.58,08005
8,6,340,17,5.0,315,92.65,3,0.88,5,1.47,08006
8,7,235,10,4.26,222,94.47,0,0.0,3,1.28,08007
8,8,359,10,2.79,345,96.1,2,0.56,2,0.56,08008
8,9,361,11,3.05,342,94.74,2,0.55,6,1.66,08009
8,10,381,13,3.41,364,95.54,3,0.79,1,0.26,08010
