ward,precinct,total,Jeremy Rose (Romney),Jeremy Rose (Romney) Percent,Branden J Ozga (Romney),Branden J Ozga (Romney) Percent,Joann Finger (McCain),Joann Finger (McCain) Percent,Will Callard (McCain),Will Callard (McCain) Percent,Nickolas John Herringshaw (Paul),Nickolas John Herringshaw (Paul) Percent,Susan Radzinowicz (Thompson),Susan Radzinowicz (Thompson) Percent,Robert Sargus (Thompson),Robert Sargus (Thompson) Percent,Kevin Hacker (Giuliani),Kevin Hacker (Giuliani) Percent,Robert R. Rodman IV (Giuliani),Robert R. Rodman IV (Giuliani) Percent,precinct_id
1,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,01007
1,28,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,01028
1,42,19,1,5.26,1,5.26,5,26.32,5,26.32,3,15.79,0,0.0,0,0.0,0,0.0,0,0.0,01042
29,2,17,5,29.41,4,23.53,2,11.76,2,11.76,1,5.88,0,0.0,1,5.88,0,0.0,1,5.88,29002
29,9,29,5,17.24,6,20.69,6,20.69,7,24.14,1,3.45,2,6.9,0,0.0,0,0.0,0,0.0,29009
29,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29024
29,30,21,5,23.81,4,19.05,4,19.05,4,19.05,1,4.76,0,0.0,0,0.0,0,0.0,0,0.0,29030
29,32,17,4,23.53,4,23.53,3,17.65,3,17.65,0,0.0,1,5.88,0,0.0,0,0.0,1,5.88,29032
30,1,30,5,16.67,4,13.33,8,26.67,6,20.0,1,3.33,0,0.0,1,3.33,0,0.0,1,3.33,30001
30,2,19,2,10.53,2,10.53,5,26.32,5,26.32,1,5.26,2,10.53,0,0.0,0,0.0,0,0.0,30002
30,3,24,3,12.5,3,12.5,5,20.83,5,20.83,3,12.5,0,0.0,0,0.0,1,4.17,2,8.33,30003
30,6,9,0,0.0,0,0.0,3,33.33,1,11.11,1,11.11,3,33.33,0,0.0,0,0.0,0,0.0,30006
30,7,21,3,14.29,3,14.29,5,23.81,6,28.57,1,4.76,0,0.0,0,0.0,2,9.52,1,4.76,30007
30,8,35,8,22.86,7,20.0,4,11.43,7,20.0,3,8.57,2,5.71,0,0.0,0,0.0,0,0.0,30008
30,9,19,3,15.79,3,15.79,4,21.05,2,10.53,3,15.79,2,10.53,0,0.0,0,0.0,0,0.0,30009
30,10,24,5,20.83,5,20.83,4,16.67,1,4.17,2,8.33,3,12.5,0,0.0,0,0.0,1,4.17,30010
30,11,18,5,27.78,6,33.33,2,11.11,2,11.11,0,0.0,1,5.56,0,0.0,0,0.0,1,5.56,30011
30,12,3,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,30012
30,13,31,3,9.68,1,3.23,9,29.03,10,32.26,2,6.45,1,3.23,2,6.45,1,3.23,0,0.0,30013
30,14,9,0,0.0,1,11.11,3,33.33,1,11.11,0,0.0,0,0.0,0,0.0,3,33.33,1,11.11,30014
30,15,29,8,27.59,7,24.14,6,20.69,8,27.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30015
30,16,29,4,13.79,5,17.24,6,20.69,2,6.9,2,6.9,3,10.34,1,3.45,0,0.0,2,6.9,30016
30,17,16,3,18.75,2,12.5,2,12.5,2,12.5,3,18.75,1,6.25,0,0.0,0,0.0,1,6.25,30017
30,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30025
30,28,11,0,0.0,0,0.0,0,0.0,0,0.0,3,27.27,2,18.18,0,0.0,1,9.09,2,18.18,30028
30,30,51,7,13.73,6,11.76,11,21.57,9,17.65,4,7.84,2,3.92,1,1.96,2,3.92,5,9.8,30030
30,34,10,1,10.0,1,10.0,3,30.0,1,10.0,0,0.0,0,0.0,0,0.0,1,10.0,2,20.0,30034
30,37,39,10,25.64,10,25.64,5,12.82,4,10.26,2,5.13,4,10.26,1,2.56,1,2.56,1,2.56,30037
30,38,39,9,23.08,6,15.38,12,30.77,7,17.95,2,5.13,0,0.0,1,2.56,1,2.56,0,0.0,30038
30,39,23,3,13.04,4,17.39,6,26.09,5,21.74,0,0.0,0,0.0,0,0.0,2,8.7,2,8.7,30039
30,40,8,2,25.0,0,0.0,1,12.5,2,25.0,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,30040
31,3,9,2,22.22,3,33.33,1,11.11,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,31003
31,8,12,1,8.33,2,16.67,3,25.0,2,16.67,0,0.0,3,25.0,1,8.33,0,0.0,0,0.0,31008
31,9,16,1,6.25,0,0.0,5,31.25,4,25.0,2,12.5,0,0.0,1,6.25,0,0.0,0,0.0,31009
31,15,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31015
31,16,10,0,0.0,0,0.0,3,30.0,3,30.0,3,30.0,1,10.0,0,0.0,0,0.0,0,0.0,31016
31,19,12,1,8.33,0,0.0,5,41.67,6,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31019
31,26,14,1,7.14,0,0.0,6,42.86,6,42.86,0,0.0,1,7.14,0,0.0,0,0.0,0,0.0,31026
31,28,6,1,16.67,0,0.0,2,33.33,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,31028
31,29,19,2,10.53,2,10.53,7,36.84,5,26.32,0,0.0,1,5.26,1,5.26,1,5.26,0,0.0,31029
31,32,13,2,15.38,2,15.38,3,23.08,3,23.08,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,31032
31,33,20,5,25.0,4,20.0,4,20.0,3,15.0,0,0.0,0,0.0,0,0.0,2,10.0,2,10.0,31033
31,35,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,31035
31,38,8,0,0.0,1,12.5,3,37.5,3,37.5,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,31038
31,41,18,4,22.22,3,16.67,2,11.11,3,16.67,0,0.0,1,5.56,2,11.11,1,5.56,1,5.56,31041
31,43,26,2,7.69,3,11.54,10,38.46,7,26.92,1,3.85,1,3.85,1,3.85,0,0.0,0,0.0,31043
31,45,16,7,43.75,4,25.0,2,12.5,1,6.25,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,31045
31,46,13,2,15.38,2,15.38,2,15.38,2,15.38,1,7.69,2,15.38,0,0.0,0,0.0,1,7.69,31046
31,47,12,2,16.67,1,8.33,2,16.67,3,25.0,3,25.0,0,0.0,0,0.0,0,0.0,0,0.0,31047
31,48,12,0,0.0,0,0.0,5,41.67,4,33.33,0,0.0,1,8.33,0,0.0,0,0.0,1,8.33,31048
31,50,31,6,19.35,6,19.35,9,29.03,6,19.35,0,0.0,2,6.45,0,0.0,1,3.23,1,3.23,31050
32,7,65,15,23.08,13,20.0,16,24.62,14,21.54,2,3.08,0,0.0,1,1.54,1,1.54,0,0.0,32007
32,8,143,26,18.18,19,13.29,44,30.77,36,25.17,3,2.1,3,2.1,2,1.4,3,2.1,1,0.7,32008
32,9,78,9,11.54,7,8.97,27,34.62,25,32.05,4,5.13,2,2.56,1,1.28,0,0.0,1,1.28,32009
32,10,82,10,12.2,8,9.76,26,31.71,19,23.17,6,7.32,1,1.22,0,0.0,2,2.44,2,2.44,32010
32,13,39,3,7.69,3,7.69,10,25.64,13,33.33,5,12.82,1,2.56,1,2.56,0,0.0,0,0.0,32013
32,15,59,10,16.95,10,16.95,20,33.9,13,22.03,2,3.39,0,0.0,0,0.0,1,1.69,1,1.69,32015
32,18,57,6,10.53,6,10.53,21,36.84,19,33.33,2,3.51,0,0.0,0,0.0,1,1.75,1,1.75,32018
32,19,45,4,8.89,3,6.67,16,35.56,14,31.11,3,6.67,0,0.0,0,0.0,0,0.0,1,2.22,32019
32,20,70,8,11.43,8,11.43,28,40.0,21,30.0,0,0.0,0,0.0,0,0.0,2,2.86,1,1.43,32020
32,21,60,8,13.33,7,11.67,20,33.33,22,36.67,1,1.67,0,0.0,0,0.0,0,0.0,1,1.67,32021
32,22,76,8,10.53,5,6.58,27,35.53,23,30.26,1,1.32,3,3.95,1,1.32,5,6.58,2,2.63,32022
32,23,86,9,10.47,8,9.3,30,34.88,27,31.4,2,2.33,1,1.16,0,0.0,3,3.49,3,3.49,32023
32,24,89,14,15.73,7,7.87,32,35.96,26,29.21,2,2.25,4,4.49,1,1.12,1,1.12,0,0.0,32024
32,25,62,7,11.29,5,8.06,19,30.65,16,25.81,3,4.84,3,4.84,2,3.23,2,3.23,0,0.0,32025
32,27,42,7,16.67,6,14.29,10,23.81,11,26.19,3,7.14,0,0.0,0,0.0,0,0.0,1,2.38,32027
32,30,136,17,12.5,15,11.03,51,37.5,43,31.62,2,1.47,3,2.21,1,0.74,2,1.47,2,1.47,32030
32,32,126,13,10.32,12,9.52,42,33.33,43,34.13,8,6.35,0,0.0,0,0.0,1,0.79,0,0.0,32032
32,37,33,4,12.12,3,9.09,10,30.3,10,30.3,0,0.0,1,3.03,0,0.0,2,6.06,3,9.09,32037
32,38,60,11,18.33,8,13.33,16,26.67,12,20.0,6,10.0,0,0.0,0,0.0,0,0.0,1,1.67,32038
32,39,119,19,15.97,20,16.81,37,31.09,34,28.57,2,1.68,1,0.84,1,0.84,1,0.84,2,1.68,32039
32,40,73,18,24.66,14,19.18,15,20.55,14,19.18,3,4.11,3,4.11,1,1.37,1,1.37,0,0.0,32040
32,41,117,16,13.68,12,10.26,40,34.19,37,31.62,6,5.13,0,0.0,0,0.0,0,0.0,0,0.0,32041
32,42,97,14,14.43,15,15.46,26,26.8,25,25.77,5,5.15,3,3.09,3,3.09,0,0.0,1,1.03,32042
32,43,110,12,10.91,11,10.0,38,34.55,37,33.64,3,2.73,2,1.82,1,0.91,2,1.82,1,0.91,32043
32,44,24,1,4.17,1,4.17,9,37.5,8,33.33,0,0.0,1,4.17,1,4.17,2,8.33,1,4.17,32044
32,45,69,12,17.39,12,17.39,20,28.99,17,24.64,2,2.9,1,1.45,1,1.45,1,1.45,1,1.45,32045
32,47,142,20,14.08,16,11.27,49,34.51,44,30.99,2,1.41,4,2.82,2,1.41,1,0.7,1,0.7,32047
32,48,111,13,11.71,11,9.91,41,36.94,36,32.43,1,0.9,0,0.0,0,0.0,4,3.6,3,2.7,32048
32,49,56,6,10.71,5,8.93,18,32.14,16,28.57,2,3.57,1,1.79,1,1.79,2,3.57,2,3.57,32049
32,50,27,3,11.11,2,7.41,10,37.04,10,37.04,0,0.0,0,0.0,0,0.0,1,3.7,1,3.7,32050
33,5,20,2,10.0,2,10.0,7,35.0,5,25.0,1,5.0,0,0.0,1,5.0,0,0.0,1,5.0,33005
33,7,48,4,8.33,3,6.25,14,29.17,14,29.17,3,6.25,3,6.25,2,4.17,1,2.08,1,2.08,33007
33,9,61,12,19.67,9,14.75,16,26.23,14,22.95,3,4.92,1,1.64,2,3.28,0,0.0,1,1.64,33009
33,10,47,6,12.77,3,6.38,13,27.66,10,21.28,4,8.51,1,2.13,0,0.0,3,6.38,1,2.13,33010
33,14,27,4,14.81,5,18.52,6,22.22,4,14.81,3,11.11,0,0.0,0,0.0,0,0.0,0,0.0,33014
33,18,23,5,21.74,6,26.09,5,21.74,2,8.7,1,4.35,1,4.35,1,4.35,0,0.0,1,4.35,33018
33,22,8,0,0.0,0,0.0,1,12.5,1,12.5,3,37.5,0,0.0,0,0.0,0,0.0,0,0.0,33022
33,23,43,7,16.28,7,16.28,8,18.6,10,23.26,3,6.98,0,0.0,1,2.33,2,4.65,1,2.33,33023
33,24,36,7,19.44,6,16.67,11,30.56,10,27.78,0,0.0,1,2.78,0,0.0,0,0.0,0,0.0,33024
33,25,42,7,16.67,4,9.52,9,21.43,5,11.9,4,9.52,3,7.14,1,2.38,4,9.52,2,4.76,33025
35,22,11,2,18.18,0,0.0,4,36.36,4,36.36,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,35022
35,33,38,4,10.53,4,10.53,9,23.68,10,26.32,1,2.63,4,10.53,2,5.26,2,5.26,1,2.63,35033
36,1,45,5,11.11,6,13.33,13,28.89,12,26.67,3,6.67,0,0.0,0,0.0,1,2.22,2,4.44,36001
36,2,41,4,9.76,4,9.76,7,17.07,6,14.63,4,9.76,7,17.07,3,7.32,1,2.44,1,2.44,36002
36,3,35,8,22.86,9,25.71,5,14.29,4,11.43,3,8.57,0,0.0,0,0.0,3,8.57,1,2.86,36003
36,5,45,6,13.33,4,8.89,15,33.33,13,28.89,1,2.22,3,6.67,0,0.0,2,4.44,1,2.22,36005
36,6,44,6,13.64,7,15.91,13,29.55,13,29.55,0,0.0,3,6.82,1,2.27,1,2.27,0,0.0,36006
36,7,38,1,2.63,4,10.53,12,31.58,11,28.95,2,5.26,2,5.26,0,0.0,1,2.63,1,2.63,36007
36,8,56,15,26.79,13,23.21,9,16.07,8,14.29,3,5.36,2,3.57,0,0.0,2,3.57,1,1.79,36008
36,9,57,8,14.04,8,14.04,14,24.56,13,22.81,4,7.02,2,3.51,1,1.75,0,0.0,0,0.0,36009
36,10,24,4,16.67,4,16.67,5,20.83,4,16.67,2,8.33,0,0.0,0,0.0,1,4.17,0,0.0,36010
36,11,52,2,3.85,2,3.85,15,28.85,16,30.77,4,7.69,0,0.0,0,0.0,5,9.62,3,5.77,36011
36,12,29,3,10.34,3,10.34,8,27.59,9,31.03,0,0.0,3,10.34,1,3.45,2,6.9,0,0.0,36012
36,13,54,5,9.26,4,7.41,9,16.67,9,16.67,8,14.81,6,11.11,0,0.0,1,1.85,1,1.85,36013
36,14,24,3,12.5,4,16.67,9,37.5,7,29.17,0,0.0,1,4.17,0,0.0,0,0.0,0,0.0,36014
36,15,47,8,17.02,6,12.77,15,31.91,14,29.79,2,4.26,1,2.13,0,0.0,0,0.0,0,0.0,36015
36,16,35,6,17.14,7,20.0,8,22.86,6,17.14,3,8.57,0,0.0,0,0.0,1,2.86,2,5.71,36016
36,17,44,7,15.91,8,18.18,11,25.0,9,20.45,3,6.82,3,6.82,1,2.27,0,0.0,0,0.0,36017
36,18,50,10,20.0,9,18.0,11,22.0,10,20.0,0,0.0,6,12.0,1,2.0,1,2.0,2,4.0,36018
36,19,35,11,31.43,7,20.0,3,8.57,6,17.14,3,8.57,0,0.0,0,0.0,1,2.86,0,0.0,36019
36,20,78,19,24.36,18,23.08,15,19.23,17,21.79,0,0.0,5,6.41,0,0.0,1,1.28,1,1.28,36020
36,21,87,12,13.79,9,10.34,24,27.59,19,21.84,5,5.75,5,5.75,2,2.3,1,1.15,2,2.3,36021
36,22,76,9,11.84,10,13.16,20,26.32,17,22.37,4,5.26,4,5.26,2,2.63,2,2.63,4,5.26,36022
36,25,42,5,11.9,5,11.9,14,33.33,13,30.95,1,2.38,1,2.38,0,0.0,0,0.0,0,0.0,36025
36,26,55,11,20.0,4,7.27,16,29.09,13,23.64,0,0.0,4,7.27,0,0.0,4,7.27,2,3.64,36026
36,27,20,4,20.0,4,20.0,5,25.0,5,25.0,0,0.0,2,10.0,0,0.0,0,0.0,0,0.0,36027
36,28,50,4,8.0,5,10.0,15,30.0,12,24.0,3,6.0,5,10.0,1,2.0,1,2.0,3,6.0,36028
36,29,39,4,10.26,5,12.82,10,25.64,11,28.21,2,5.13,4,10.26,0,0.0,0,0.0,1,2.56,36029
36,30,88,16,18.18,16,18.18,28,31.82,19,21.59,0,0.0,2,2.27,0,0.0,4,4.55,2,2.27,36030
36,31,48,6,12.5,5,10.42,16,33.33,14,29.17,2,4.17,3,6.25,0,0.0,0,0.0,0,0.0,36031
36,32,33,2,6.06,3,9.09,11,33.33,10,30.3,1,3.03,4,12.12,1,3.03,0,0.0,0,0.0,36032
36,33,7,3,42.86,1,14.29,0,0.0,1,14.29,0,0.0,1,14.29,1,14.29,0,0.0,0,0.0,36033
36,34,53,8,15.09,9,16.98,16,30.19,15,28.3,0,0.0,3,5.66,0,0.0,2,3.77,0,0.0,36034
36,35,41,9,21.95,9,21.95,7,17.07,8,19.51,1,2.44,3,7.32,1,2.44,0,0.0,1,2.44,36035
36,36,19,3,15.79,3,15.79,5,26.32,5,26.32,1,5.26,1,5.26,0,0.0,0,0.0,0,0.0,36036
36,37,43,4,9.3,2,4.65,12,27.91,12,27.91,2,4.65,2,4.65,1,2.33,1,2.33,2,4.65,36037
36,38,13,0,0.0,0,0.0,6,46.15,6,46.15,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,36038
36,39,52,9,17.31,9,17.31,11,21.15,12,23.08,0,0.0,3,5.77,0,0.0,3,5.77,2,3.85,36039
36,40,35,7,20.0,6,17.14,10,28.57,10,28.57,0,0.0,0,0.0,0,0.0,1,2.86,0,0.0,36040
36,41,39,6,15.38,5,12.82,10,25.64,12,30.77,1,2.56,1,2.56,1,2.56,2,5.13,0,0.0,36041
36,42,44,6,13.64,6,13.64,11,25.0,10,22.73,3,6.82,4,9.09,1,2.27,0,0.0,0,0.0,36042
36,43,29,2,6.9,2,6.9,7,24.14,8,27.59,3,10.34,1,3.45,1,3.45,1,3.45,0,0.0,36043
36,45,15,1,6.67,0,0.0,8,53.33,6,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36045
36,46,53,10,18.87,11,20.75,13,24.53,12,22.64,2,3.77,1,1.89,0,0.0,1,1.89,0,0.0,36046
36,47,20,3,15.0,3,15.0,4,20.0,4,20.0,1,5.0,1,5.0,0,0.0,1,5.0,0,0.0,36047
36,48,42,4,9.52,4,9.52,10,23.81,7,16.67,3,7.14,5,11.9,1,2.38,2,4.76,2,4.76,36048
36,49,71,8,11.27,8,11.27,25,35.21,21,29.58,3,4.23,0,0.0,0,0.0,0,0.0,2,2.82,36049
36,50,37,7,18.92,6,16.22,10,27.03,10,27.03,1,2.7,0,0.0,0,0.0,0,0.0,1,2.7,36050
36,51,30,8,26.67,3,10.0,9,30.0,6,20.0,0,0.0,2,6.67,1,3.33,0,0.0,1,3.33,36051
36,52,51,10,19.61,5,9.8,14,27.45,14,27.45,2,3.92,3,5.88,0,0.0,0,0.0,0,0.0,36052
36,53,27,3,11.11,3,11.11,5,18.52,5,18.52,3,11.11,4,14.81,0,0.0,1,3.7,0,0.0,36053
36,55,33,5,15.15,5,15.15,9,27.27,8,24.24,2,6.06,1,3.03,1,3.03,0,0.0,0,0.0,36055
37,39,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37039
38,1,59,7,11.86,5,8.47,16,27.12,15,25.42,8,13.56,0,0.0,0,0.0,0,0.0,0,0.0,38001
38,2,30,7,23.33,8,26.67,5,16.67,4,13.33,1,3.33,4,13.33,0,0.0,0,0.0,0,0.0,38002
38,3,46,7,15.22,8,17.39,13,28.26,9,19.57,0,0.0,4,8.7,0,0.0,2,4.35,1,2.17,38003
38,4,24,3,12.5,2,8.33,9,37.5,7,29.17,1,4.17,0,0.0,0,0.0,1,4.17,1,4.17,38004
38,5,77,10,12.99,10,12.99,15,19.48,14,18.18,12,15.58,1,1.3,0,0.0,1,1.3,1,1.3,38005
38,6,37,4,10.81,2,5.41,13,35.14,10,27.03,0,0.0,4,10.81,1,2.7,1,2.7,1,2.7,38006
38,7,67,12,17.91,9,13.43,16,23.88,14,20.9,6,8.96,2,2.99,1,1.49,0,0.0,0,0.0,38007
38,8,49,3,6.12,4,8.16,12,24.49,11,22.45,6,12.24,4,8.16,1,2.04,0,0.0,0,0.0,38008
38,9,48,8,16.67,5,10.42,14,29.17,14,29.17,2,4.17,2,4.17,0,0.0,0,0.0,0,0.0,38009
38,10,61,8,13.11,8,13.11,13,21.31,12,19.67,5,8.2,2,3.28,1,1.64,3,4.92,2,3.28,38010
38,11,28,8,28.57,5,17.86,6,21.43,4,14.29,1,3.57,1,3.57,0,0.0,0,0.0,1,3.57,38011
38,12,53,6,11.32,5,9.43,20,37.74,15,28.3,1,1.89,4,7.55,1,1.89,0,0.0,0,0.0,38012
38,13,54,9,16.67,10,18.52,13,24.07,11,20.37,3,5.56,2,3.7,0,0.0,2,3.7,1,1.85,38013
38,14,37,5,13.51,3,8.11,9,24.32,10,27.03,3,8.11,1,2.7,1,2.7,1,2.7,1,2.7,38014
38,15,31,3,9.68,5,16.13,11,35.48,10,32.26,1,3.23,0,0.0,0,0.0,0,0.0,0,0.0,38015
38,16,34,6,17.65,6,17.65,7,20.59,6,17.65,0,0.0,3,8.82,0,0.0,2,5.88,3,8.82,38016
