ward,precinct,total,Henry Vicenik (McCain),Henry Vicenik (McCain) Percent,Sean Healy (McCain),Sean Healy (McCain) Percent,Ethan A. Hastert (Romney),Ethan A. Hastert (Romney) Percent,R. Stratford Shields (Romney),R. Stratford Shields (Romney) Percent,Jeffrey E. Mandalis (Paul),Jeffrey E. Mandalis (Paul) Percent,Maureen E. Hendron (Paul),Maureen E. Hendron (Paul) Percent,Keely M. Drukala (Thompson),Keely M. Drukala (Thompson) Percent,William Thomas Lundeen (Thompson),William Thomas Lundeen (Thompson) Percent,Kathleen A. Thomas (Giuliani),Kathleen A. Thomas (Giuliani) Percent,Jeffrey R. Jurgens (Giuliani),Jeffrey R. Jurgens (Giuliani) Percent,Ji Chung (Huckabee),Ji Chung (Huckabee) Percent,Elizabeth Manning (Huckabee),Elizabeth Manning (Huckabee) Percent,precinct_id
29,13,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29013
29,14,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,2,50.0,29014
29,15,3,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,29015
29,16,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,29016
29,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29017
29,18,5,2,40.0,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,29018
29,19,8,0,0.0,0,0.0,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0,2,25.0,29019
29,20,7,0,0.0,1,14.29,2,28.57,2,28.57,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,29020
29,21,4,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,29021
29,22,29,5,17.24,4,13.79,10,34.48,7,24.14,1,3.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.45,1,3.45,29022
29,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29023
29,25,4,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,29025
29,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29026
29,27,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29027
29,28,5,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,1,20.0,29028
29,29,7,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,42.86,2,28.57,29029
29,31,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,29031
29,33,4,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,29033
29,34,9,3,33.33,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29034
29,35,6,1,16.67,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,29035
29,36,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,29036
29,37,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,2,50.0,29037
29,38,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,29038
29,40,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,2,66.67,29040
29,41,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29041
29,42,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29042
29,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29043
29,44,6,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,3,50.0,29044
29,45,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29045
29,46,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29046
29,47,16,3,18.75,3,18.75,1,6.25,1,6.25,2,12.5,2,12.5,1,6.25,1,6.25,0,0.0,0,0.0,1,6.25,1,6.25,29047
29,48,5,0,0.0,0,0.0,2,40.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,1,20.0,29048
29,49,4,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,29049
32,1,33,6,18.18,6,18.18,5,15.15,5,15.15,3,9.09,1,3.03,0,0.0,0,0.0,2,6.06,0,0.0,3,9.09,2,6.06,32001
32,6,42,17,40.48,10,23.81,5,11.9,3,7.14,1,2.38,2,4.76,0,0.0,1,2.38,0,0.0,0,0.0,1,2.38,2,4.76,32006
32,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32012
32,17,14,5,35.71,5,35.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.29,2,14.29,32017
32,26,29,9,31.03,9,31.03,4,13.79,4,13.79,1,3.45,1,3.45,1,3.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32026
32,46,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32046
32,50,113,29,25.66,32,28.32,18,15.93,16,14.16,3,2.65,4,3.54,0,0.0,2,1.77,5,4.42,2,1.77,1,0.88,1,0.88,32050
32,51,102,31,30.39,37,36.27,14,13.73,12,11.76,1,0.98,3,2.94,0,0.0,0,0.0,1,0.98,0,0.0,2,1.96,1,0.98,32051
36,23,8,1,12.5,1,12.5,1,12.5,0,0.0,2,25.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0,36023
36,24,17,6,35.29,6,35.29,2,11.76,1,5.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.88,1,5.88,36024
36,44,31,1,3.23,1,3.23,11,35.48,11,35.48,3,9.68,2,6.45,0,0.0,0,0.0,0,0.0,0,0.0,1,3.23,1,3.23,36044
36,54,23,6,26.09,6,26.09,4,17.39,3,13.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.7,2,8.7,36054
37,2,4,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,37002
37,3,9,2,22.22,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,33.33,3,33.33,37003
37,4,7,1,14.29,1,14.29,3,42.86,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37004
37,5,4,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,37005
37,6,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37006
37,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37007
37,8,6,1,16.67,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,37008
37,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37009
37,10,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,37010
37,12,4,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,37012
37,13,4,1,25.0,1,25.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,37013
37,14,4,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,1,25.0,37014
37,15,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,37015
37,16,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37016
37,17,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37017
37,18,3,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37018
37,20,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,37020
37,21,2,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37021
37,22,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,37022
37,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37023
37,24,6,0,0.0,1,16.67,1,16.67,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,37024
37,25,7,1,14.29,3,42.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,2,28.57,37025
37,26,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,37026
37,27,7,0,0.0,1,14.29,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,2,28.57,2,28.57,37027
37,28,4,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,37028
37,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37029
37,30,2,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37030
37,31,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37031
37,32,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,37032
37,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37033
37,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37034
37,35,6,0,0.0,0,0.0,3,50.0,3,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37035
37,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37036
37,37,2,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37037
37,38,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37038
37,40,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,37040
37,41,5,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,1,20.0,37041
37,42,22,4,18.18,2,9.09,2,9.09,3,13.64,0,0.0,1,4.55,1,4.55,1,4.55,0,0.0,1,4.55,3,13.64,4,18.18,37042
37,43,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,50.0,4,50.0,37043
42,1,123,44,35.77,41,33.33,15,12.2,16,13.01,1,0.81,1,0.81,0,0.0,0,0.0,2,1.63,1,0.81,1,0.81,1,0.81,42001
42,2,68,21,30.88,21,30.88,6,8.82,6,8.82,2,2.94,3,4.41,0,0.0,0,0.0,2,2.94,1,1.47,3,4.41,3,4.41,42002
42,3,103,38,36.89,38,36.89,8,7.77,6,5.83,3,2.91,3,2.91,0,0.0,0,0.0,5,4.85,2,1.94,0,0.0,0,0.0,42003
42,4,104,35,33.65,35,33.65,9,8.65,6,5.77,4,3.85,3,2.88,0,0.0,0,0.0,4,3.85,3,2.88,1,0.96,4,3.85,42004
42,5,96,25,26.04,27,28.13,12,12.5,10,10.42,4,4.17,5,5.21,0,0.0,1,1.04,5,5.21,0,0.0,4,4.17,3,3.13,42005
42,6,156,50,32.05,52,33.33,22,14.1,23,14.74,2,1.28,4,2.56,0,0.0,0,0.0,0,0.0,0,0.0,1,0.64,2,1.28,42006
42,7,85,25,29.41,28,32.94,12,14.12,9,10.59,1,1.18,1,1.18,1,1.18,1,1.18,2,2.35,2,2.35,2,2.35,1,1.18,42007
42,8,130,42,32.31,44,33.85,19,14.62,15,11.54,1,0.77,2,1.54,0,0.0,0,0.0,2,1.54,0,0.0,2,1.54,3,2.31,42008
42,9,181,40,22.1,42,23.2,27,14.92,21,11.6,18,9.94,14,7.73,1,0.55,1,0.55,5,2.76,5,2.76,3,1.66,4,2.21,42009
42,10,68,22,32.35,23,33.82,7,10.29,7,10.29,2,2.94,2,2.94,0,0.0,0,0.0,0,0.0,0,0.0,2,2.94,3,4.41,42010
42,11,142,44,30.99,44,30.99,21,14.79,23,16.2,1,0.7,1,0.7,0,0.0,0,0.0,0,0.0,2,1.41,2,1.41,4,2.82,42011
42,12,86,21,24.42,25,29.07,14,16.28,14,16.28,4,4.65,4,4.65,0,0.0,0,0.0,0,0.0,0,0.0,2,2.33,2,2.33,42012
42,13,151,49,32.45,50,33.11,21,13.91,14,9.27,2,1.32,1,0.66,0,0.0,0,0.0,2,1.32,3,1.99,4,2.65,5,3.31,42013
42,14,105,28,26.67,32,30.48,15,14.29,15,14.29,5,4.76,5,4.76,0,0.0,0,0.0,0,0.0,0,0.0,3,2.86,2,1.9,42014
42,15,117,37,31.62,41,35.04,17,14.53,16,13.68,1,0.85,0,0.0,0,0.0,0,0.0,2,1.71,1,0.85,1,0.85,1,0.85,42015
42,16,60,22,36.67,22,36.67,5,8.33,5,8.33,2,3.33,2,3.33,0,0.0,0,0.0,1,1.67,1,1.67,0,0.0,0,0.0,42016
42,17,137,35,25.55,33,24.09,18,13.14,16,11.68,5,3.65,6,4.38,1,0.73,0,0.0,4,2.92,2,1.46,8,5.84,9,6.57,42017
42,18,118,34,28.81,32,27.12,14,11.86,14,11.86,6,5.08,5,4.24,1,0.85,0,0.0,2,1.69,1,0.85,3,2.54,6,5.08,42018
42,19,63,11,17.46,18,28.57,10,15.87,8,12.7,5,7.94,4,6.35,1,1.59,0,0.0,2,3.17,2,3.17,1,1.59,1,1.59,42019
42,20,70,12,17.14,15,21.43,13,18.57,10,14.29,5,7.14,5,7.14,2,2.86,2,2.86,0,0.0,0,0.0,3,4.29,3,4.29,42020
42,21,77,14,18.18,16,20.78,10,12.99,9,11.69,9,11.69,10,12.99,0,0.0,0,0.0,1,1.3,2,2.6,3,3.9,3,3.9,42021
42,22,86,17,19.77,21,24.42,15,17.44,14,16.28,4,4.65,3,3.49,0,0.0,1,1.16,2,2.33,2,2.33,3,3.49,4,4.65,42022
42,23,136,46,33.82,48,35.29,17,12.5,13,9.56,2,1.47,3,2.21,0,0.0,0,0.0,2,1.47,2,1.47,1,0.74,2,1.47,42023
42,24,109,33,30.28,39,35.78,13,11.93,14,12.84,3,2.75,2,1.83,0,0.0,0,0.0,1,0.92,1,0.92,1,0.92,2,1.83,42024
42,25,99,19,19.19,20,20.2,23,23.23,22,22.22,3,3.03,2,2.02,0,0.0,0,0.0,4,4.04,3,3.03,1,1.01,2,2.02,42025
42,26,51,10,19.61,12,23.53,9,17.65,10,19.61,0,0.0,0,0.0,1,1.96,1,1.96,3,5.88,2,3.92,2,3.92,1,1.96,42026
42,27,136,41,30.15,41,30.15,13,9.56,12,8.82,11,8.09,10,7.35,1,0.74,0,0.0,0,0.0,1,0.74,3,2.21,3,2.21,42027
42,28,101,23,22.77,31,30.69,17,16.83,18,17.82,2,1.98,1,0.99,0,0.0,1,0.99,1,0.99,1,0.99,2,1.98,4,3.96,42028
42,29,145,51,35.17,51,35.17,21,14.48,20,13.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.69,1,0.69,42029
42,30,67,16,23.88,19,28.36,10,14.93,8,11.94,3,4.48,3,4.48,1,1.49,0,0.0,2,2.99,1,1.49,2,2.99,2,2.99,42030
42,31,90,19,21.11,21,23.33,21,23.33,17,18.89,0,0.0,1,1.11,1,1.11,0,0.0,5,5.56,4,4.44,0,0.0,1,1.11,42031
42,32,82,15,18.29,16,19.51,16,19.51,15,18.29,6,7.32,4,4.88,1,1.22,0,0.0,1,1.22,2,2.44,3,3.66,3,3.66,42032
42,33,112,36,32.14,35,31.25,15,13.39,17,15.18,1,0.89,1,0.89,1,0.89,0,0.0,3,2.68,0,0.0,1,0.89,2,1.79,42033
42,34,82,22,26.83,25,30.49,11,13.41,11,13.41,4,4.88,3,3.66,0,0.0,0,0.0,2,2.44,2,2.44,1,1.22,1,1.22,42034
42,35,86,21,24.42,21,24.42,18,20.93,16,18.6,3,3.49,3,3.49,2,2.33,2,2.33,0,0.0,0,0.0,0,0.0,0,0.0,42035
42,36,87,29,33.33,31,35.63,8,9.2,9,10.34,2,2.3,3,3.45,0,0.0,0,0.0,2,2.3,2,2.3,0,0.0,1,1.15,42036
42,37,86,29,33.72,32,37.21,11,12.79,9,10.47,0,0.0,1,1.16,0,0.0,0,0.0,2,2.33,2,2.33,0,0.0,0,0.0,42037
42,38,85,22,25.88,27,31.76,15,17.65,13,15.29,1,1.18,1,1.18,0,0.0,0,0.0,1,1.18,0,0.0,3,3.53,2,2.35,42038
42,39,30,5,16.67,4,13.33,6,20.0,8,26.67,1,3.33,0,0.0,0,0.0,1,3.33,1,3.33,2,6.67,0,0.0,2,6.67,42039
42,40,95,31,32.63,30,31.58,16,16.84,11,11.58,3,3.16,2,2.11,0,0.0,0,0.0,1,1.05,1,1.05,0,0.0,0,0.0,42040
42,41,114,34,29.82,35,30.7,13,11.4,13,11.4,2,1.75,2,1.75,0,0.0,0,0.0,5,4.39,3,2.63,4,3.51,3,2.63,42041
42,42,64,17,26.56,22,34.38,8,12.5,9,14.06,2,3.13,1,1.56,1,1.56,1,1.56,1,1.56,2,3.13,0,0.0,0,0.0,42042
42,43,103,33,32.04,36,34.95,11,10.68,10,9.71,1,0.97,1,0.97,0,0.0,0,0.0,2,1.94,3,2.91,3,2.91,3,2.91,42043
42,44,141,35,24.82,37,26.24,20,14.18,17,12.06,4,2.84,5,3.55,0,0.0,0,0.0,5,3.55,3,2.13,6,4.26,9,6.38,42044
42,45,70,17,24.29,19,27.14,14,20.0,11,15.71,1,1.43,1,1.43,0,0.0,1,1.43,2,2.86,1,1.43,1,1.43,2,2.86,42045
42,46,80,22,27.5,20,25.0,7,8.75,7,8.75,6,7.5,7,8.75,1,1.25,1,1.25,1,1.25,2,2.5,3,3.75,3,3.75,42046
42,47,62,17,27.42,18,29.03,5,8.06,5,8.06,4,6.45,4,6.45,0,0.0,0,0.0,0,0.0,0,0.0,4,6.45,5,8.06,42047
42,48,100,29,29.0,29,29.0,15,15.0,13,13.0,4,4.0,4,4.0,1,1.0,1,1.0,2,2.0,1,1.0,0,0.0,1,1.0,42048
42,49,71,14,19.72,13,18.31,1,1.41,1,1.41,2,2.82,2,2.82,0,0.0,0,0.0,1,1.41,0,0.0,19,26.76,18,25.35,42049
42,50,100,38,38.0,34,34.0,12,12.0,11,11.0,1,1.0,0,0.0,0,0.0,0,0.0,2,2.0,2,2.0,0,0.0,0,0.0,42050
42,51,144,42,29.17,45,31.25,22,15.28,16,11.11,2,1.39,2,1.39,1,0.69,1,0.69,3,2.08,4,2.78,2,1.39,4,2.78,42051
42,52,59,17,28.81,18,30.51,7,11.86,5,8.47,2,3.39,2,3.39,0,0.0,0,0.0,1,1.69,1,1.69,1,1.69,5,8.47,42052
42,53,109,33,30.28,32,29.36,14,12.84,13,11.93,0,0.0,0,0.0,1,0.92,1,0.92,3,2.75,2,1.83,5,4.59,5,4.59,42053
42,54,95,32,33.68,33,34.74,9,9.47,8,8.42,4,4.21,4,4.21,0,0.0,0,0.0,0,0.0,0,0.0,2,2.11,3,3.16,42054
42,55,135,35,25.93,41,30.37,21,15.56,20,14.81,2,1.48,2,1.48,0,0.0,0,0.0,3,2.22,2,1.48,5,3.7,4,2.96,42055
42,56,147,41,27.89,42,28.57,27,18.37,21,14.29,3,2.04,2,1.36,0,0.0,0,0.0,4,2.72,3,2.04,2,1.36,2,1.36,42056
42,57,59,18,30.51,17,28.81,8,13.56,8,13.56,2,3.39,3,5.08,0,0.0,0,0.0,0,0.0,0,0.0,1,1.69,2,3.39,42057
42,58,113,20,17.7,21,18.58,24,21.24,18,15.93,6,5.31,6,5.31,2,1.77,1,0.88,1,0.88,1,0.88,6,5.31,7,6.19,42058
42,59,120,41,34.17,43,35.83,11,9.17,8,6.67,5,4.17,4,3.33,2,1.67,1,0.83,1,0.83,2,1.67,0,0.0,2,1.67,42059
42,60,42,10,23.81,10,23.81,4,9.52,3,7.14,1,2.38,3,7.14,1,2.38,0,0.0,3,7.14,2,4.76,1,2.38,4,9.52,42060
42,61,84,27,32.14,25,29.76,14,16.67,15,17.86,0,0.0,0,0.0,0,0.0,1,1.19,0,0.0,0,0.0,1,1.19,1,1.19,42061
42,62,64,21,32.81,21,32.81,8,12.5,7,10.94,0,0.0,0,0.0,3,4.69,1,1.56,1,1.56,0,0.0,1,1.56,1,1.56,42062
42,63,90,30,33.33,28,31.11,13,14.44,11,12.22,3,3.33,3,3.33,1,1.11,0,0.0,0,0.0,0,0.0,0,0.0,1,1.11,42063
42,64,22,7,31.82,6,27.27,2,9.09,3,13.64,2,9.09,1,4.55,0,0.0,0,0.0,1,4.55,0,0.0,0,0.0,0,0.0,42064
42,65,96,22,22.92,23,23.96,15,15.63,13,13.54,4,4.17,5,5.21,2,2.08,2,2.08,4,4.17,2,2.08,2,2.08,2,2.08,42065
42,66,102,29,28.43,29,28.43,11,10.78,12,11.76,8,7.84,7,6.86,0,0.0,0,0.0,1,0.98,3,2.94,1,0.98,1,0.98,42066
42,67,159,38,23.9,42,26.42,28,17.61,21,13.21,3,1.89,3,1.89,1,0.63,2,1.26,6,3.77,5,3.14,4,2.52,6,3.77,42067
42,68,127,39,30.71,44,34.65,11,8.66,11,8.66,7,5.51,5,3.94,0,0.0,0,0.0,2,1.57,1,0.79,3,2.36,4,3.15,42068
42,69,60,10,16.67,10,16.67,11,18.33,12,20.0,5,8.33,4,6.67,0,0.0,0,0.0,0,0.0,0,0.0,3,5.0,5,8.33,42069
43,1,91,28,30.77,38,41.76,6,6.59,5,5.49,1,1.1,1,1.1,0,0.0,0,0.0,0,0.0,0,0.0,6,6.59,6,6.59,43001
43,3,103,36,34.95,37,35.92,13,12.62,9,8.74,2,1.94,2,1.94,1,0.97,0,0.0,2,1.94,1,0.97,0,0.0,0,0.0,43003
43,4,117,38,32.48,39,33.33,15,12.82,12,10.26,3,2.56,4,3.42,0,0.0,0,0.0,1,0.85,1,0.85,2,1.71,2,1.71,43004
43,5,68,16,23.53,17,25.0,17,25.0,12,17.65,2,2.94,3,4.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.47,43005
43,9,98,23,23.47,30,30.61,15,15.31,10,10.2,5,5.1,5,5.1,0,0.0,0,0.0,2,2.04,0,0.0,4,4.08,4,4.08,43009
43,10,99,32,32.32,32,32.32,13,13.13,13,13.13,2,2.02,2,2.02,0,0.0,0,0.0,2,2.02,2,2.02,0,0.0,1,1.01,43010
43,11,71,18,25.35,20,28.17,12,16.9,12,16.9,3,4.23,3,4.23,0,0.0,0,0.0,0,0.0,0,0.0,2,2.82,1,1.41,43011
43,13,53,15,28.3,18,33.96,5,9.43,7,13.21,2,3.77,2,3.77,1,1.89,0,0.0,0,0.0,0,0.0,1,1.89,2,3.77,43013
43,15,66,18,27.27,20,30.3,11,16.67,9,13.64,2,3.03,2,3.03,0,0.0,0,0.0,1,1.52,0,0.0,1,1.52,2,3.03,43015
43,16,78,26,33.33,26,33.33,6,7.69,8,10.26,5,6.41,3,3.85,0,0.0,0,0.0,2,2.56,2,2.56,0,0.0,0,0.0,43016
43,18,132,31,23.48,30,22.73,30,22.73,27,20.45,3,2.27,3,2.27,0,0.0,0,0.0,4,3.03,4,3.03,0,0.0,0,0.0,43018
43,19,86,24,27.91,31,36.05,14,16.28,11,12.79,1,1.16,0,0.0,0,0.0,0,0.0,1,1.16,0,0.0,2,2.33,2,2.33,43019
43,23,43,11,25.58,15,34.88,4,9.3,4,9.3,3,6.98,4,9.3,0,0.0,0,0.0,1,2.33,1,2.33,0,0.0,0,0.0,43023
43,24,117,29,24.79,34,29.06,16,13.68,17,14.53,4,3.42,3,2.56,0,0.0,0,0.0,6,5.13,6,5.13,1,0.85,1,0.85,43024
