ward,precinct,total,Stephanie Hitt (McCain),Stephanie Hitt (McCain) Percent,Jim Fuchs (McCain),Jim Fuchs (McCain) Percent,Walter W. Dudycz (Romney),Walter W. Dudycz (Romney) Percent,Mary C. Childers (Romney),Mary C. Childers (Romney) Percent,Jason E. Acebal (Paul),Jason E. Acebal (Paul) Percent,Dayna L. Euhus (Paul),Dayna L. Euhus (Paul) Percent,Dave Sullivan (Thompson),Dave Sullivan (Thompson) Percent,Herbert Sohn (Thompson),Herbert Sohn (Thompson) Percent,Howard P. Frimark (Giuliani),Howard P. Frimark (Giuliani) Percent,John M. ''Jack'' Dorgan (Giuliani),John M. ''Jack'' Dorgan (Giuliani) Percent,Joseph Thomas Witek (Huckabee),Joseph Thomas Witek (Huckabee) Percent,Dean P. Schiff (Huckabee),Dean P. Schiff (Huckabee) Percent,precinct_id
40,22,20,4,20.0,3,15.0,6,30.0,4,20.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,1,5.0,0,0.0,1,5.0,40022
40,26,28,11,39.29,10,35.71,1,3.57,1,3.57,1,3.57,1,3.57,1,3.57,1,3.57,0,0.0,0,0.0,0,0.0,1,3.57,40026
40,27,23,7,30.43,6,26.09,2,8.7,2,8.7,2,8.7,1,4.35,1,4.35,0,0.0,0,0.0,0,0.0,1,4.35,1,4.35,40027
40,28,32,4,12.5,3,9.38,2,6.25,2,6.25,2,6.25,1,3.13,2,6.25,2,6.25,1,3.13,0,0.0,7,21.88,6,18.75,40028
40,33,19,6,31.58,6,31.58,1,5.26,3,15.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.26,1,5.26,1,5.26,40033
40,35,31,4,12.9,5,16.13,7,22.58,4,12.9,3,9.68,2,6.45,0,0.0,0,0.0,0,0.0,0,0.0,4,12.9,2,6.45,40035
40,37,25,8,32.0,8,32.0,2,8.0,2,8.0,1,4.0,1,4.0,0,0.0,0,0.0,1,4.0,1,4.0,1,4.0,0,0.0,40037
40,39,46,11,23.91,8,17.39,5,10.87,5,10.87,1,2.17,1,2.17,1,2.17,1,2.17,0,0.0,0,0.0,6,13.04,7,15.22,40039
40,41,43,18,41.86,15,34.88,2,4.65,2,4.65,3,6.98,3,6.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40041
40,42,51,8,15.69,8,15.69,6,11.76,5,9.8,4,7.84,4,7.84,1,1.96,0,0.0,5,9.8,3,5.88,4,7.84,3,5.88,40042
40,43,27,6,22.22,6,22.22,4,14.81,4,14.81,2,7.41,2,7.41,0,0.0,0,0.0,1,3.7,1,3.7,1,3.7,0,0.0,40043
40,46,38,13,34.21,10,26.32,4,10.53,6,15.79,1,2.63,0,0.0,0,0.0,0,0.0,1,2.63,0,0.0,2,5.26,1,2.63,40046
40,47,29,6,20.69,6,20.69,6,20.69,6,20.69,3,10.34,2,6.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40047
41,1,143,38,26.57,39,27.27,23,16.08,20,13.99,3,2.1,3,2.1,3,2.1,2,1.4,2,1.4,2,1.4,4,2.8,4,2.8,41001
41,2,125,25,20.0,25,20.0,31,24.8,22,17.6,5,4.0,5,4.0,1,0.8,1,0.8,0,0.0,1,0.8,6,4.8,3,2.4,41002
41,4,112,31,27.68,33,29.46,12,10.71,9,8.04,7,6.25,5,4.46,3,2.68,1,0.89,1,0.89,4,3.57,2,1.79,4,3.57,41004
41,5,129,43,33.33,39,30.23,8,6.2,7,5.43,8,6.2,6,4.65,1,0.78,0,0.0,4,3.1,4,3.1,7,5.43,2,1.55,41005
41,7,150,43,28.67,43,28.67,15,10.0,15,10.0,7,4.67,6,4.0,2,1.33,0,0.0,3,2.0,3,2.0,6,4.0,7,4.67,41007
41,8,147,34,23.13,31,21.09,25,17.01,17,11.56,9,6.12,8,5.44,3,2.04,2,1.36,0,0.0,5,3.4,7,4.76,6,4.08,41008
41,11,127,31,24.41,30,23.62,21,16.54,16,12.6,3,2.36,4,3.15,2,1.57,0,0.0,5,3.94,5,3.94,6,4.72,4,3.15,41011
41,13,37,6,16.22,6,16.22,10,27.03,7,18.92,1,2.7,2,5.41,1,2.7,0,0.0,2,5.41,1,2.7,0,0.0,1,2.7,41013
41,15,129,36,27.91,35,27.13,11,8.53,6,4.65,5,3.88,2,1.55,1,0.78,1,0.78,3,2.33,7,5.43,12,9.3,10,7.75,41015
41,17,113,33,29.2,36,31.86,15,13.27,14,12.39,1,0.88,1,0.88,0,0.0,0,0.0,3,2.65,4,3.54,2,1.77,4,3.54,41017
41,18,107,29,27.1,27,25.23,16,14.95,12,11.21,5,4.67,6,5.61,1,0.93,1,0.93,0,0.0,1,0.93,4,3.74,5,4.67,41018
41,20,180,49,27.22,44,24.44,38,21.11,24,13.33,3,1.67,2,1.11,4,2.22,3,1.67,2,1.11,1,0.56,6,3.33,4,2.22,41020
41,25,51,9,17.65,9,17.65,10,19.61,8,15.69,3,5.88,3,5.88,0,0.0,0,0.0,1,1.96,1,1.96,4,7.84,3,5.88,41025
41,26,49,3,6.12,6,12.24,18,36.73,13,26.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,8.16,5,10.2,41026
41,27,28,5,17.86,2,7.14,7,25.0,6,21.43,0,0.0,0,0.0,1,3.57,0,0.0,0,0.0,0,0.0,3,10.71,4,14.29,41027
41,28,138,25,18.12,24,17.39,28,20.29,26,18.84,2,1.45,1,0.72,1,0.72,1,0.72,5,3.62,4,2.9,12,8.7,9,6.52,41028
41,29,40,13,32.5,11,27.5,5,12.5,2,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,12.5,4,10.0,41029
41,31,107,23,21.5,21,19.63,24,22.43,17,15.89,7,6.54,4,3.74,2,1.87,0,0.0,2,1.87,1,0.93,4,3.74,2,1.87,41031
41,32,85,17,20.0,16,18.82,17,20.0,17,20.0,2,2.35,1,1.18,1,1.18,0,0.0,4,4.71,3,3.53,4,4.71,3,3.53,41032
41,33,107,31,28.97,35,32.71,13,12.15,8,7.48,2,1.87,4,3.74,0,0.0,0,0.0,2,1.87,0,0.0,6,5.61,6,5.61,41033
41,34,129,39,30.23,40,31.01,19,14.73,17,13.18,1,0.78,1,0.78,1,0.78,0,0.0,1,0.78,1,0.78,6,4.65,3,2.33,41034
41,36,119,34,28.57,33,27.73,16,13.45,10,8.4,7,5.88,7,5.88,2,1.68,0,0.0,1,0.84,1,0.84,4,3.36,4,3.36,41036
41,37,177,52,29.38,55,31.07,25,14.12,21,11.86,6,3.39,5,2.82,3,1.69,2,1.13,0,0.0,3,1.69,2,1.13,3,1.69,41037
41,40,138,25,18.12,29,21.01,32,23.19,28,20.29,2,1.45,2,1.45,0,0.0,0,0.0,3,2.17,3,2.17,7,5.07,7,5.07,41040
41,41,112,28,25.0,30,26.79,19,16.96,12,10.71,6,5.36,6,5.36,3,2.68,0,0.0,0,0.0,1,0.89,4,3.57,3,2.68,41041
41,42,101,23,22.77,24,23.76,16,15.84,15,14.85,1,0.99,1,0.99,5,4.95,2,1.98,3,2.97,4,3.96,3,2.97,4,3.96,41042
41,43,122,24,19.67,25,20.49,28,22.95,23,18.85,5,4.1,5,4.1,2,1.64,1,0.82,0,0.0,1,0.82,5,4.1,3,2.46,41043
41,45,98,26,26.53,24,24.49,16,16.33,8,8.16,7,7.14,5,5.1,0,0.0,0,0.0,0,0.0,2,2.04,6,6.12,4,4.08,41045
41,48,53,10,18.87,11,20.75,7,13.21,6,11.32,3,5.66,3,5.66,3,5.66,0,0.0,2,3.77,3,5.66,2,3.77,3,5.66,41048
41,49,139,30,21.58,36,25.9,31,22.3,23,16.55,3,2.16,3,2.16,1,0.72,1,0.72,1,0.72,0,0.0,6,4.32,4,2.88,41049
41,52,173,43,24.86,41,23.7,33,19.08,22,12.72,6,3.47,7,4.05,2,1.16,1,0.58,1,0.58,4,2.31,9,5.2,4,2.31,41052
41,55,126,29,23.02,26,20.63,20,15.87,14,11.11,8,6.35,6,4.76,1,0.79,0,0.0,1,0.79,4,3.17,9,7.14,8,6.35,41055
41,56,154,48,31.17,45,29.22,20,12.99,17,11.04,4,2.6,3,1.95,3,1.95,0,0.0,1,0.65,1,0.65,6,3.9,6,3.9,41056
44,3,72,26,36.11,25,34.72,7,9.72,8,11.11,2,2.78,1,1.39,1,1.39,0,0.0,0,0.0,0,0.0,1,1.39,1,1.39,44003
44,4,75,26,34.67,25,33.33,9,12.0,10,13.33,2,2.67,2,2.67,0,0.0,0,0.0,0,0.0,0,0.0,1,1.33,0,0.0,44004
44,7,106,25,23.58,27,25.47,15,14.15,16,15.09,3,2.83,3,2.83,0,0.0,1,0.94,2,1.89,4,3.77,5,4.72,5,4.72,44007
44,18,6,1,16.67,4,66.67,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44018
44,35,63,13,20.63,12,19.05,11,17.46,11,17.46,5,7.94,4,6.35,2,3.17,2,3.17,1,1.59,1,1.59,1,1.59,0,0.0,44035
44,48,54,14,25.93,12,22.22,8,14.81,8,14.81,4,7.41,4,7.41,0,0.0,0,0.0,1,1.85,1,1.85,1,1.85,1,1.85,44048
44,49,93,29,31.18,32,34.41,11,11.83,11,11.83,1,1.08,1,1.08,1,1.08,1,1.08,0,0.0,0,0.0,2,2.15,4,4.3,44049
46,1,104,23,22.12,23,22.12,18,17.31,21,20.19,2,1.92,2,1.92,0,0.0,0,0.0,4,3.85,3,2.88,5,4.81,3,2.88,46001
46,2,35,10,28.57,9,25.71,2,5.71,2,5.71,2,5.71,3,8.57,0,0.0,0,0.0,1,2.86,2,5.71,2,5.71,2,5.71,46002
46,4,37,9,24.32,8,21.62,5,13.51,3,8.11,2,5.41,2,5.41,2,5.41,0,0.0,1,2.7,0,0.0,2,5.41,3,8.11,46004
46,6,27,6,22.22,6,22.22,2,7.41,2,7.41,3,11.11,2,7.41,1,3.7,1,3.7,1,3.7,1,3.7,1,3.7,1,3.7,46006
46,7,36,10,27.78,9,25.0,3,8.33,3,8.33,5,13.89,5,13.89,0,0.0,0,0.0,0,0.0,0,0.0,1,2.78,0,0.0,46007
46,8,34,9,26.47,7,20.59,6,17.65,3,8.82,2,5.88,2,5.88,1,2.94,0,0.0,0,0.0,2,5.88,1,2.94,1,2.94,46008
46,9,51,15,29.41,13,25.49,5,9.8,6,11.76,1,1.96,1,1.96,0,0.0,1,1.96,3,5.88,5,9.8,1,1.96,0,0.0,46009
46,10,48,13,27.08,13,27.08,5,10.42,6,12.5,3,6.25,3,6.25,0,0.0,0,0.0,0,0.0,0,0.0,2,4.17,3,6.25,46010
46,11,58,10,17.24,9,15.52,11,18.97,12,20.69,5,8.62,4,6.9,0,0.0,1,1.72,1,1.72,1,1.72,3,5.17,1,1.72,46011
46,12,48,12,25.0,15,31.25,4,8.33,1,2.08,3,6.25,3,6.25,3,6.25,0,0.0,1,2.08,1,2.08,2,4.17,3,6.25,46012
46,14,20,6,30.0,9,45.0,0,0.0,0,0.0,2,10.0,3,15.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46014
46,15,84,27,32.14,25,29.76,9,10.71,9,10.71,1,1.19,1,1.19,1,1.19,0,0.0,2,2.38,2,2.38,2,2.38,5,5.95,46015
46,16,36,8,22.22,9,25.0,3,8.33,4,11.11,0,0.0,0,0.0,1,2.78,0,0.0,2,5.56,3,8.33,3,8.33,3,8.33,46016
46,19,27,6,22.22,6,22.22,2,7.41,2,7.41,3,11.11,2,7.41,0,0.0,0,0.0,0,0.0,0,0.0,3,11.11,3,11.11,46019
46,20,23,7,30.43,6,26.09,2,8.7,2,8.7,1,4.35,1,4.35,0,0.0,0,0.0,2,8.7,2,8.7,0,0.0,0,0.0,46020
46,21,18,4,22.22,4,22.22,4,22.22,4,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.56,1,5.56,46021
46,22,70,21,30.0,13,18.57,7,10.0,6,8.57,2,2.86,2,2.86,1,1.43,1,1.43,2,2.86,3,4.29,8,11.43,4,5.71,46022
46,23,14,5,35.71,5,35.71,2,14.29,2,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46023
46,25,70,18,25.71,16,22.86,11,15.71,11,15.71,2,2.86,1,1.43,1,1.43,0,0.0,5,7.14,1,1.43,2,2.86,2,2.86,46025
46,26,34,11,32.35,8,23.53,1,2.94,2,5.88,0,0.0,0,0.0,0,0.0,1,2.94,1,2.94,0,0.0,6,17.65,4,11.76,46026
46,27,94,28,29.79,25,26.6,10,10.64,10,10.64,7,7.45,6,6.38,0,0.0,0,0.0,0,0.0,1,1.06,4,4.26,3,3.19,46027
46,28,105,32,30.48,32,30.48,12,11.43,12,11.43,6,5.71,3,2.86,1,0.95,0,0.0,1,0.95,2,1.9,2,1.9,2,1.9,46028
46,30,79,21,26.58,18,22.78,12,15.19,11,13.92,5,6.33,3,3.8,1,1.27,0,0.0,1,1.27,2,2.53,2,2.53,3,3.8,46030
46,32,40,10,25.0,12,30.0,6,15.0,5,12.5,0,0.0,1,2.5,1,2.5,0,0.0,0,0.0,3,7.5,1,2.5,1,2.5,46032
46,33,67,18,26.87,15,22.39,10,14.93,11,16.42,1,1.49,2,2.99,2,2.99,1,1.49,2,2.99,1,1.49,0,0.0,4,5.97,46033
46,34,34,9,26.47,9,26.47,1,2.94,1,2.94,3,8.82,2,5.88,0,0.0,0,0.0,2,5.88,2,5.88,3,8.82,2,5.88,46034
46,35,61,9,14.75,13,21.31,10,16.39,9,14.75,5,8.2,4,6.56,0,0.0,0,0.0,1,1.64,3,4.92,4,6.56,3,4.92,46035
46,38,19,6,31.58,5,26.32,2,10.53,5,26.32,0,0.0,1,5.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46038
46,39,91,28,30.77,30,32.97,11,12.09,11,12.09,3,3.3,2,2.2,0,0.0,0,0.0,0,0.0,0,0.0,3,3.3,3,3.3,46039
46,40,25,5,20.0,6,24.0,0,0.0,2,8.0,3,12.0,1,4.0,1,4.0,1,4.0,1,4.0,2,8.0,1,4.0,2,8.0,46040
46,41,24,3,12.5,3,12.5,4,16.67,3,12.5,2,8.33,2,8.33,0,0.0,0,0.0,1,4.17,1,4.17,3,12.5,2,8.33,46041
46,42,32,10,31.25,9,28.13,3,9.38,0,0.0,2,6.25,2,6.25,1,3.13,0,0.0,1,3.13,2,6.25,1,3.13,1,3.13,46042
46,45,49,12,24.49,11,22.45,5,10.2,6,12.24,3,6.12,3,6.12,1,2.04,1,2.04,1,2.04,0,0.0,3,6.12,3,6.12,46045
46,46,30,9,30.0,7,23.33,5,16.67,3,10.0,0,0.0,0,0.0,1,3.33,1,3.33,1,3.33,1,3.33,2,6.67,0,0.0,46046
46,47,20,4,20.0,3,15.0,5,25.0,5,25.0,1,5.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,46047
48,1,62,14,22.58,13,20.97,6,9.68,6,9.68,6,9.68,7,11.29,1,1.61,1,1.61,0,0.0,0,0.0,5,8.06,3,4.84,48001
48,2,41,8,19.51,7,17.07,5,12.2,6,14.63,0,0.0,0,0.0,1,2.44,1,2.44,0,0.0,0,0.0,7,17.07,6,14.63,48002
48,3,34,7,20.59,7,20.59,7,20.59,7,20.59,1,2.94,1,2.94,0,0.0,2,5.88,1,2.94,1,2.94,0,0.0,0,0.0,48003
48,4,84,14,16.67,9,10.71,18,21.43,13,15.48,7,8.33,7,8.33,1,1.19,0,0.0,1,1.19,1,1.19,8,9.52,5,5.95,48004
48,5,77,22,28.57,22,28.57,10,12.99,11,14.29,2,2.6,3,3.9,0,0.0,0,0.0,2,2.6,0,0.0,2,2.6,3,3.9,48005
48,6,50,13,26.0,12,24.0,7,14.0,11,22.0,1,2.0,1,2.0,0,0.0,1,2.0,0,0.0,2,4.0,1,2.0,1,2.0,48006
48,7,30,8,26.67,8,26.67,3,10.0,2,6.67,1,3.33,2,6.67,0,0.0,0,0.0,0,0.0,0,0.0,3,10.0,3,10.0,48007
48,8,43,14,32.56,13,30.23,3,6.98,2,4.65,3,6.98,3,6.98,0,0.0,1,2.33,0,0.0,0,0.0,2,4.65,2,4.65,48008
48,9,68,15,22.06,14,20.59,8,11.76,9,13.24,2,2.94,1,1.47,1,1.47,1,1.47,2,2.94,2,2.94,7,10.29,6,8.82,48009
48,10,37,6,16.22,7,18.92,9,24.32,9,24.32,0,0.0,0,0.0,0,0.0,0,0.0,1,2.7,0,0.0,2,5.41,3,8.11,48010
48,11,45,18,40.0,13,28.89,5,11.11,4,8.89,2,4.44,1,2.22,1,2.22,0,0.0,0,0.0,0,0.0,0,0.0,1,2.22,48011
48,12,29,9,31.03,7,24.14,4,13.79,1,3.45,2,6.9,2,6.9,0,0.0,0,0.0,1,3.45,0,0.0,1,3.45,2,6.9,48012
48,13,35,5,14.29,7,20.0,9,25.71,7,20.0,2,5.71,2,5.71,0,0.0,0,0.0,0,0.0,1,2.86,1,2.86,1,2.86,48013
48,14,79,23,29.11,25,31.65,9,11.39,10,12.66,1,1.27,1,1.27,3,3.8,0,0.0,2,2.53,1,1.27,3,3.8,1,1.27,48014
48,15,36,7,19.44,8,22.22,7,19.44,5,13.89,3,8.33,3,8.33,0,0.0,0,0.0,0,0.0,0,0.0,1,2.78,2,5.56,48015
48,16,32,7,21.88,8,25.0,2,6.25,1,3.13,4,12.5,4,12.5,1,3.13,1,3.13,1,3.13,0,0.0,2,6.25,1,3.13,48016
48,17,57,15,26.32,15,26.32,4,7.02,4,7.02,5,8.77,4,7.02,2,3.51,1,1.75,2,3.51,2,3.51,1,1.75,2,3.51,48017
48,18,30,6,20.0,7,23.33,3,10.0,4,13.33,2,6.67,3,10.0,1,3.33,1,3.33,1,3.33,1,3.33,0,0.0,1,3.33,48018
48,19,36,8,22.22,9,25.0,7,19.44,6,16.67,0,0.0,0,0.0,0,0.0,0,0.0,1,2.78,1,2.78,2,5.56,2,5.56,48019
48,20,35,15,42.86,13,37.14,3,8.57,3,8.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.86,48020
48,21,35,9,25.71,6,17.14,5,14.29,5,14.29,2,5.71,2,5.71,1,2.86,1,2.86,0,0.0,0,0.0,2,5.71,2,5.71,48021
48,22,70,11,15.71,12,17.14,16,22.86,15,21.43,4,5.71,4,5.71,0,0.0,0,0.0,0,0.0,1,1.43,4,5.71,3,4.29,48022
48,23,34,12,35.29,12,35.29,3,8.82,3,8.82,1,2.94,1,2.94,1,2.94,0,0.0,0,0.0,0,0.0,1,2.94,0,0.0,48023
48,24,28,6,21.43,5,17.86,3,10.71,4,14.29,1,3.57,1,3.57,1,3.57,2,7.14,0,0.0,1,3.57,2,7.14,2,7.14,48024
48,25,36,6,16.67,6,16.67,3,8.33,3,8.33,4,11.11,4,11.11,1,2.78,1,2.78,0,0.0,0,0.0,4,11.11,4,11.11,48025
48,26,62,16,25.81,14,22.58,6,9.68,6,9.68,3,4.84,3,4.84,1,1.61,0,0.0,2,3.23,2,3.23,4,6.45,5,8.06,48026
48,27,41,11,26.83,12,29.27,4,9.76,5,12.2,1,2.44,2,4.88,1,2.44,2,4.88,0,0.0,0,0.0,1,2.44,2,4.88,48027
48,28,50,16,32.0,17,34.0,9,18.0,5,10.0,0,0.0,0,0.0,1,2.0,0,0.0,1,2.0,0,0.0,0,0.0,1,2.0,48028
48,29,55,15,27.27,17,30.91,7,12.73,9,16.36,0,0.0,1,1.82,2,3.64,1,1.82,0,0.0,1,1.82,1,1.82,1,1.82,48029
48,30,26,5,19.23,5,19.23,5,19.23,5,19.23,1,3.85,0,0.0,0,0.0,0,0.0,2,7.69,2,7.69,0,0.0,1,3.85,48030
48,31,14,2,14.29,4,28.57,1,7.14,1,7.14,1,7.14,1,7.14,1,7.14,0,0.0,0,0.0,0,0.0,2,14.29,1,7.14,48031
48,32,25,7,28.0,4,16.0,2,8.0,2,8.0,3,12.0,3,12.0,1,4.0,0,0.0,1,4.0,1,4.0,1,4.0,0,0.0,48032
48,33,46,11,23.91,15,32.61,6,13.04,6,13.04,2,4.35,1,2.17,0,0.0,0,0.0,0,0.0,2,4.35,2,4.35,1,2.17,48033
48,34,35,8,22.86,8,22.86,5,14.29,5,14.29,3,8.57,1,2.86,0,0.0,0,0.0,0,0.0,1,2.86,3,8.57,1,2.86,48034
48,35,23,6,26.09,5,21.74,3,13.04,2,8.7,2,8.7,2,8.7,1,4.35,1,4.35,0,0.0,1,4.35,0,0.0,0,0.0,48035
48,36,37,7,18.92,10,27.03,3,8.11,4,10.81,5,13.51,4,10.81,0,0.0,0,0.0,0,0.0,0,0.0,1,2.7,3,8.11,48036
48,37,34,6,17.65,6,17.65,3,8.82,3,8.82,3,8.82,1,2.94,0,0.0,1,2.94,1,2.94,3,8.82,4,11.76,3,8.82,48037
48,38,40,9,22.5,9,22.5,5,12.5,4,10.0,4,10.0,4,10.0,1,2.5,0,0.0,0,0.0,0,0.0,2,5.0,2,5.0,48038
48,39,51,14,27.45,12,23.53,7,13.73,6,11.76,3,5.88,1,1.96,0,0.0,0,0.0,0,0.0,0,0.0,4,7.84,4,7.84,48039
48,40,20,7,35.0,7,35.0,2,10.0,2,10.0,0,0.0,0,0.0,1,5.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,48040
48,41,28,11,39.29,8,28.57,2,7.14,2,7.14,0,0.0,0,0.0,0,0.0,0,0.0,1,3.57,2,7.14,1,3.57,1,3.57,48041
48,42,21,4,19.05,3,14.29,4,19.05,4,19.05,3,14.29,2,9.52,0,0.0,0,0.0,1,4.76,0,0.0,0,0.0,0,0.0,48042
48,43,32,8,25.0,7,21.88,6,18.75,4,12.5,1,3.13,1,3.13,0,0.0,0,0.0,1,3.13,1,3.13,2,6.25,1,3.13,48043
48,44,31,8,25.81,9,29.03,2,6.45,5,16.13,1,3.23,1,3.23,0,0.0,0,0.0,0,0.0,1,3.23,1,3.23,3,9.68,48044
48,45,27,7,25.93,7,25.93,3,11.11,3,11.11,0,0.0,0,0.0,1,3.7,2,7.41,0,0.0,0,0.0,2,7.41,2,7.41,48045
48,46,39,11,28.21,10,25.64,3,7.69,3,7.69,2,5.13,2,5.13,0,0.0,0,0.0,0,0.0,0,0.0,4,10.26,4,10.26,48046
48,47,26,7,26.92,7,26.92,2,7.69,4,15.38,3,11.54,2,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.85,48047
48,48,49,8,16.33,8,16.33,13,26.53,11,22.45,1,2.04,2,4.08,1,2.04,0,0.0,0,0.0,0,0.0,3,6.12,2,4.08,48048
48,49,7,1,14.29,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,48049
48,50,51,11,21.57,11,21.57,6,11.76,5,9.8,3,5.88,3,5.88,2,3.92,0,0.0,1,1.96,2,3.92,4,7.84,3,5.88,48050
48,51,54,14,25.93,14,25.93,7,12.96,6,11.11,3,5.56,3,5.56,0,0.0,0,0.0,0,0.0,2,3.7,2,3.7,3,5.56,48051
48,52,21,5,23.81,8,38.1,3,14.29,4,19.05,1,4.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48052
48,53,23,9,39.13,7,30.43,4,17.39,3,13.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48053
48,54,25,7,28.0,7,28.0,1,4.0,3,12.0,1,4.0,3,12.0,0,0.0,0,0.0,1,4.0,1,4.0,0,0.0,1,4.0,48054
49,1,13,5,38.46,4,30.77,0,0.0,0,0.0,1,7.69,1,7.69,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,1,7.69,49001
49,2,64,17,26.56,19,29.69,8,12.5,7,10.94,3,4.69,2,3.13,1,1.56,0,0.0,0,0.0,1,1.56,2,3.13,4,6.25,49002
49,3,12,3,25.0,3,25.0,0,0.0,1,8.33,2,16.67,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,0,0.0,49003
49,4,17,3,17.65,2,11.76,3,17.65,4,23.53,0,0.0,1,5.88,1,5.88,1,5.88,0,0.0,0,0.0,1,5.88,1,5.88,49004
49,5,21,3,14.29,3,14.29,5,23.81,5,23.81,1,4.76,1,4.76,1,4.76,0,0.0,0,0.0,1,4.76,1,4.76,0,0.0,49005
49,6,34,11,32.35,10,29.41,4,11.76,4,11.76,1,2.94,1,2.94,0,0.0,0,0.0,1,2.94,0,0.0,1,2.94,1,2.94,49006
49,7,34,12,35.29,12,35.29,1,2.94,1,2.94,1,2.94,1,2.94,0,0.0,1,2.94,1,2.94,1,2.94,1,2.94,2,5.88,49007
49,8,23,4,17.39,5,21.74,4,17.39,3,13.04,0,0.0,0,0.0,0,0.0,1,4.35,2,8.7,2,8.7,1,4.35,1,4.35,49008
49,9,24,9,37.5,7,29.17,1,4.17,1,4.17,2,8.33,1,4.17,0,0.0,0,0.0,0,0.0,1,4.17,1,4.17,1,4.17,49009
49,10,36,8,22.22,9,25.0,5,13.89,5,13.89,0,0.0,0,0.0,0,0.0,1,2.78,3,8.33,4,11.11,0,0.0,1,2.78,49010
