ward,precinct,total,Lauren Baker (Christie),Lauren Baker (Christie) Percent,Christopher M. Adams (Christie),Christopher M. Adams (Christie) Percent,Robert O'Malley (Christie),Robert O'Malley (Christie) Percent,Chris Cleveland (Cruz),Chris Cleveland (Cruz) Percent,Sean O'Leary (Cruz),Sean O'Leary (Cruz) Percent,James Strzalka (Cruz),James Strzalka (Cruz) Percent,John M. Dorgan (Bush),John M. Dorgan (Bush) Percent,Chris Nybo (Bush),Chris Nybo (Bush) Percent,R. Stratford Shields (Bush),R. Stratford Shields (Bush) Percent,Kathleen Goro (Trump),Kathleen Goro (Trump) Percent,Lori Gayne (Trump),Lori Gayne (Trump) Percent,Mark Fratella (Trump),Mark Fratella (Trump) Percent,Allen Carter (Fiorina),Allen Carter (Fiorina) Percent,Mary Carter (Fiorina),Mary Carter (Fiorina) Percent,Michael Golde (Fiorina),Michael Golde (Fiorina) Percent,Daniel J. Cronin (Kasich),Daniel J. Cronin (Kasich) Percent,Dale E. Kleber (Kasich),Dale E. Kleber (Kasich) Percent,Kayleen M. Carlson (Kasich),Kayleen M. Carlson (Kasich) Percent,Christopher Grozev (Rubio),Christopher Grozev (Rubio) Percent,A. Christine Svenson (Rubio),A. Christine Svenson (Rubio) Percent,Mark Cavers (Rubio),Mark Cavers (Rubio) Percent,Scott Davis (Paul),Scott Davis (Paul) Percent,James Babiarz (Paul),James Babiarz (Paul) Percent,Ruben Chaljub (Paul),Ruben Chaljub (Paul) Percent,Christian C. Schultz (Carson),Christian C. Schultz (Carson) Percent,Walter L. Crowley (Carson),Walter L. Crowley (Carson) Percent,Robert J. Mowry (Carson),Robert J. Mowry (Carson) Percent,precinct_id
44,5,206,3,1.46,0,0.0,0,0.0,10,4.85,12,5.83,8,3.88,2,0.97,0,0.0,1,0.49,15,7.28,15,7.28,12,5.83,0,0.0,1,0.49,0,0.0,28,13.59,27,13.11,31,15.05,11,5.34,12,5.83,15,7.28,1,0.49,0,0.0,1,0.49,1,0.49,0,0.0,0,0.0,44005
44,6,257,0,0.0,0,0.0,1,0.39,7,2.72,8,3.11,7,2.72,1,0.39,0,0.0,0,0.0,20,7.78,22,8.56,23,8.95,0,0.0,1,0.39,1,0.39,45,17.51,39,15.18,41,15.95,13,5.06,9,3.5,11,4.28,4,1.56,2,0.78,2,0.78,0,0.0,0,0.0,0,0.0,44006
44,8,303,6,1.98,4,1.32,4,1.32,23,7.59,25,8.25,21,6.93,1,0.33,0,0.0,2,0.66,20,6.6,21,6.93,22,7.26,1,0.33,0,0.0,1,0.33,33,10.89,33,10.89,34,11.22,16,5.28,11,3.63,16,5.28,2,0.66,3,0.99,1,0.33,0,0.0,2,0.66,1,0.33,44008
44,9,292,1,0.34,0,0.0,4,1.37,15,5.14,15,5.14,15,5.14,2,0.68,3,1.03,3,1.03,10,3.42,9,3.08,11,3.77,0,0.0,2,0.68,1,0.34,47,16.1,44,15.07,42,14.38,20,6.85,19,6.51,22,7.53,2,0.68,1,0.34,1,0.34,1,0.34,2,0.68,0,0.0,44009
44,10,308,3,0.97,1,0.32,3,0.97,13,4.22,15,4.87,11,3.57,5,1.62,2,0.65,2,0.65,19,6.17,17,5.52,18,5.84,0,0.0,0,0.0,1,0.32,52,16.88,52,16.88,57,18.51,12,3.9,8,2.6,10,3.25,3,0.97,2,0.65,2,0.65,0,0.0,0,0.0,0,0.0,44010
44,11,305,0,0.0,0,0.0,0,0.0,20,6.56,17,5.57,18,5.9,2,0.66,3,0.98,2,0.66,15,4.92,15,4.92,16,5.25,0,0.0,3,0.98,1,0.33,57,18.69,51,16.72,47,15.41,12,3.93,9,2.95,13,4.26,4,1.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44011
44,12,220,0,0.0,0,0.0,2,0.91,9,4.09,9,4.09,7,3.18,2,0.91,2,0.91,1,0.45,22,10.0,19,8.64,23,10.45,0,0.0,0,0.0,0,0.0,31,14.09,29,13.18,26,11.82,10,4.55,8,3.64,9,4.09,3,1.36,2,0.91,2,0.91,2,0.91,1,0.45,1,0.45,44012
44,13,342,0,0.0,1,0.29,3,0.88,11,3.22,13,3.8,11,3.22,0,0.0,2,0.58,3,0.88,15,4.39,15,4.39,12,3.51,0,0.0,2,0.58,1,0.29,70,20.47,63,18.42,68,19.88,17,4.97,15,4.39,17,4.97,1,0.29,0,0.0,0,0.0,0,0.0,2,0.58,0,0.0,44013
44,14,247,2,0.81,1,0.4,3,1.21,7,2.83,9,3.64,6,2.43,4,1.62,3,1.21,3,1.21,7,2.83,6,2.43,9,3.64,0,0.0,2,0.81,0,0.0,48,19.43,45,18.22,50,20.24,12,4.86,8,3.24,11,4.45,4,1.62,1,0.4,2,0.81,0,0.0,2,0.81,2,0.81,44014
44,15,208,1,0.48,0,0.0,1,0.48,16,7.69,20,9.62,15,7.21,0,0.0,0,0.0,2,0.96,17,8.17,16,7.69,16,7.69,0,0.0,1,0.48,0,0.0,23,11.06,25,12.02,24,11.54,9,4.33,9,4.33,12,5.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.48,44015
44,16,300,2,0.67,0,0.0,2,0.67,21,7.0,21,7.0,19,6.33,2,0.67,1,0.33,0,0.0,15,5.0,16,5.33,14,4.67,0,0.0,0,0.0,0,0.0,51,17.0,51,17.0,49,16.33,11,3.67,9,3.0,13,4.33,1,0.33,1,0.33,1,0.33,0,0.0,0,0.0,0,0.0,44016
44,17,233,0,0.0,0,0.0,1,0.43,7,3.0,6,2.58,5,2.15,2,0.86,1,0.43,1,0.43,18,7.73,15,6.44,18,7.73,2,0.86,2,0.86,0,0.0,40,17.17,34,14.59,37,15.88,15,6.44,15,6.44,14,6.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44017
44,18,234,1,0.43,1,0.43,1,0.43,10,4.27,10,4.27,10,4.27,1,0.43,0,0.0,1,0.43,12,5.13,11,4.7,10,4.27,0,0.0,1,0.43,0,0.0,39,16.67,41,17.52,39,16.67,15,6.41,8,3.42,15,6.41,1,0.43,1,0.43,0,0.0,2,0.85,2,0.85,2,0.85,44018
44,19,295,2,0.68,1,0.34,3,1.02,15,5.08,14,4.75,11,3.73,2,0.68,2,0.68,0,0.0,25,8.47,25,8.47,24,8.14,0,0.0,0,0.0,0,0.0,43,14.58,40,13.56,40,13.56,14,4.75,13,4.41,14,4.75,0,0.0,0,0.0,0,0.0,2,0.68,3,1.02,2,0.68,44019
44,20,206,1,0.49,1,0.49,2,0.97,9,4.37,10,4.85,6,2.91,2,0.97,2,0.97,2,0.97,14,6.8,16,7.77,14,6.8,1,0.49,1,0.49,0,0.0,27,13.11,26,12.62,25,12.14,16,7.77,12,5.83,15,7.28,2,0.97,1,0.49,1,0.49,0,0.0,0,0.0,0,0.0,44020
44,21,223,0,0.0,0,0.0,1,0.45,12,5.38,13,5.83,11,4.93,1,0.45,0,0.0,0,0.0,12,5.38,11,4.93,11,4.93,1,0.45,2,0.9,1,0.45,36,16.14,32,14.35,34,15.25,12,5.38,10,4.48,14,6.28,4,1.79,2,0.9,2,0.9,0,0.0,1,0.45,0,0.0,44021
44,22,229,0,0.0,0,0.0,4,1.75,10,4.37,11,4.8,10,4.37,3,1.31,3,1.31,1,0.44,18,7.86,16,6.99,20,8.73,0,0.0,2,0.87,1,0.44,31,13.54,30,13.1,29,12.66,15,6.55,9,3.93,12,5.24,1,0.44,0,0.0,0,0.0,2,0.87,1,0.44,0,0.0,44022
44,23,264,2,0.76,1,0.38,3,1.14,11,4.17,10,3.79,11,4.17,2,0.76,1,0.38,2,0.76,19,7.2,19,7.2,16,6.06,1,0.38,0,0.0,0,0.0,43,16.29,42,15.91,43,16.29,10,3.79,8,3.03,13,4.92,2,0.76,3,1.14,2,0.76,0,0.0,0,0.0,0,0.0,44023
44,25,273,2,0.73,0,0.0,0,0.0,14,5.13,14,5.13,13,4.76,6,2.2,3,1.1,3,1.1,13,4.76,11,4.03,11,4.03,0,0.0,0,0.0,4,1.47,47,17.22,40,14.65,44,16.12,14,5.13,13,4.76,16,5.86,2,0.73,1,0.37,0,0.0,1,0.37,0,0.0,1,0.37,44025
44,26,251,2,0.8,0,0.0,0,0.0,9,3.59,12,4.78,11,4.38,2,0.8,1,0.4,0,0.0,10,3.98,12,4.78,12,4.78,0,0.0,1,0.4,0,0.0,44,17.53,41,16.33,41,16.33,14,5.58,17,6.77,15,5.98,3,1.2,1,0.4,0,0.0,1,0.4,1,0.4,1,0.4,44026
44,27,341,2,0.59,1,0.29,0,0.0,13,3.81,12,3.52,11,3.23,3,0.88,3,0.88,1,0.29,12,3.52,15,4.4,17,4.99,0,0.0,0,0.0,1,0.29,71,20.82,63,18.48,66,19.35,17,4.99,13,3.81,17,4.99,1,0.29,1,0.29,1,0.29,0,0.0,0,0.0,0,0.0,44027
44,28,205,1,0.49,0,0.0,3,1.46,10,4.88,13,6.34,9,4.39,4,1.95,2,0.98,4,1.95,18,8.78,20,9.76,21,10.24,0,0.0,2,0.98,0,0.0,24,11.71,23,11.22,24,11.71,7,3.41,7,3.41,10,4.88,1,0.49,1,0.49,1,0.49,0,0.0,0,0.0,0,0.0,44028
44,29,352,1,0.28,0,0.0,2,0.57,22,6.25,18,5.11,18,5.11,1,0.28,1,0.28,1,0.28,20,5.68,21,5.97,22,6.25,0,0.0,1,0.28,0,0.0,49,13.92,49,13.92,47,13.35,22,6.25,21,5.97,22,6.25,5,1.42,4,1.14,3,0.85,0,0.0,1,0.28,1,0.28,44029
44,30,310,3,0.97,0,0.0,1,0.32,18,5.81,21,6.77,15,4.84,2,0.65,1,0.32,1,0.32,12,3.87,13,4.19,14,4.52,1,0.32,2,0.65,1,0.32,51,16.45,47,15.16,43,13.87,16,5.16,13,4.19,23,7.42,8,2.58,1,0.32,1,0.32,1,0.32,1,0.32,0,0.0,44030
44,31,215,0,0.0,2,0.93,2,0.93,10,4.65,14,6.51,10,4.65,3,1.4,2,0.93,2,0.93,15,6.98,15,6.98,15,6.98,1,0.47,1,0.47,1,0.47,31,14.42,31,14.42,30,13.95,11,5.12,6,2.79,9,4.19,1,0.47,0,0.0,0,0.0,1,0.47,1,0.47,1,0.47,44031
44,32,313,1,0.32,0,0.0,4,1.28,18,5.75,19,6.07,14,4.47,5,1.6,2,0.64,3,0.96,23,7.35,21,6.71,20,6.39,0,0.0,0,0.0,2,0.64,47,15.02,47,15.02,48,15.34,14,4.47,8,2.56,11,3.51,2,0.64,1,0.32,0,0.0,1,0.32,2,0.64,0,0.0,44032
44,33,108,0,0.0,0,0.0,1,0.93,10,9.26,11,10.19,10,9.26,0,0.0,0,0.0,0,0.0,6,5.56,6,5.56,5,4.63,0,0.0,0,0.0,0,0.0,15,13.89,15,13.89,14,12.96,6,5.56,4,3.7,5,4.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44033
44,34,224,1,0.45,0,0.0,2,0.89,12,5.36,13,5.8,11,4.91,2,0.89,1,0.45,0,0.0,12,5.36,15,6.7,17,7.59,0,0.0,1,0.45,0,0.0,36,16.07,33,14.73,33,14.73,10,4.46,8,3.57,8,3.57,1,0.45,1,0.45,2,0.89,1,0.45,3,1.34,1,0.45,44034
44,36,227,2,0.88,2,0.88,3,1.32,8,3.52,8,3.52,6,2.64,1,0.44,2,0.88,1,0.44,15,6.61,13,5.73,17,7.49,1,0.44,1,0.44,0,0.0,43,18.94,41,18.06,41,18.06,8,3.52,7,3.08,6,2.64,1,0.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44036
44,37,200,1,0.5,0,0.0,0,0.0,11,5.5,13,6.5,10,5.0,1,0.5,0,0.0,3,1.5,14,7.0,13,6.5,14,7.0,0,0.0,0,0.0,0,0.0,22,11.0,23,11.5,22,11.0,18,9.0,14,7.0,14,7.0,2,1.0,2,1.0,1,0.5,1,0.5,0,0.0,1,0.5,44037
44,38,329,5,1.52,4,1.22,7,2.13,13,3.95,17,5.17,12,3.65,3,0.91,1,0.3,1,0.3,16,4.86,19,5.78,14,4.26,0,0.0,2,0.61,0,0.0,53,16.11,43,13.07,46,13.98,23,6.99,15,4.56,25,7.6,3,0.91,3,0.91,1,0.3,1,0.3,2,0.61,0,0.0,44038
44,39,358,1,0.28,0,0.0,2,0.56,17,4.75,16,4.47,15,4.19,3,0.84,1,0.28,0,0.0,17,4.75,16,4.47,18,5.03,0,0.0,0,0.0,1,0.28,65,18.16,56,15.64,63,17.6,17,4.75,19,5.31,20,5.59,6,1.68,2,0.56,2,0.56,0,0.0,1,0.28,0,0.0,44039
44,40,308,0,0.0,0,0.0,2,0.65,10,3.25,9,2.92,9,2.92,1,0.32,3,0.97,1,0.32,27,8.77,28,9.09,29,9.42,0,0.0,0,0.0,0,0.0,53,17.21,49,15.91,48,15.58,11,3.57,7,2.27,13,4.22,2,0.65,3,0.97,2,0.65,1,0.32,0,0.0,0,0.0,44040
44,41,258,1,0.39,0,0.0,0,0.0,20,7.75,23,8.91,19,7.36,0,0.0,0,0.0,0,0.0,17,6.59,16,6.2,15,5.81,0,0.0,1,0.39,0,0.0,32,12.4,31,12.02,35,13.57,14,5.43,15,5.81,15,5.81,1,0.39,0,0.0,0,0.0,0,0.0,2,0.78,1,0.39,44041
45,3,159,1,0.63,0,0.0,3,1.89,12,7.55,12,7.55,13,8.18,2,1.26,1,0.63,0,0.0,17,10.69,17,10.69,21,13.21,0,0.0,0,0.0,0,0.0,17,10.69,15,9.43,15,9.43,4,2.52,3,1.89,3,1.89,0,0.0,0,0.0,1,0.63,1,0.63,0,0.0,1,0.63,45003
45,4,186,2,1.08,1,0.54,1,0.54,11,5.91,18,9.68,11,5.91,2,1.08,2,1.08,2,1.08,16,8.6,13,6.99,17,9.14,0,0.0,0,0.0,0,0.0,20,10.75,19,10.22,22,11.83,9,4.84,7,3.76,8,4.3,1,0.54,0,0.0,1,0.54,1,0.54,1,0.54,1,0.54,45004
45,5,156,1,0.64,1,0.64,3,1.92,12,7.69,11,7.05,9,5.77,3,1.92,1,0.64,0,0.0,19,12.18,23,14.74,20,12.82,1,0.64,4,2.56,1,0.64,9,5.77,8,5.13,10,6.41,4,2.56,3,1.92,5,3.21,1,0.64,1,0.64,1,0.64,1,0.64,1,0.64,3,1.92,45005
45,6,245,2,0.82,1,0.41,1,0.41,23,9.39,26,10.61,21,8.57,1,0.41,1,0.41,1,0.41,28,11.43,26,10.61,28,11.43,0,0.0,0,0.0,0,0.0,21,8.57,19,7.76,23,9.39,6,2.45,5,2.04,8,3.27,1,0.41,1,0.41,1,0.41,1,0.41,0,0.0,0,0.0,45006
45,7,289,1,0.35,1,0.35,4,1.38,15,5.19,18,6.23,14,4.84,3,1.04,4,1.38,1,0.35,44,15.22,35,12.11,41,14.19,0,0.0,1,0.35,0,0.0,26,9.0,23,7.96,22,7.61,11,3.81,10,3.46,12,4.15,1,0.35,0,0.0,0,0.0,0,0.0,1,0.35,1,0.35,45007
45,8,17,0,0.0,0,0.0,0,0.0,1,5.88,2,11.76,1,5.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.88,0,0.0,0,0.0,3,17.65,3,17.65,3,17.65,0,0.0,0,0.0,0,0.0,1,5.88,1,5.88,1,5.88,0,0.0,0,0.0,0,0.0,45008
45,11,96,0,0.0,0,0.0,2,2.08,7,7.29,8,8.33,7,7.29,4,4.17,0,0.0,2,2.08,6,6.25,6,6.25,7,7.29,1,1.04,2,2.08,0,0.0,7,7.29,8,8.33,7,7.29,5,5.21,5,5.21,5,5.21,0,0.0,2,2.08,1,1.04,0,0.0,1,1.04,3,3.13,45011
45,12,177,2,1.13,0,0.0,1,0.56,17,9.6,18,10.17,21,11.86,0,0.0,0,0.0,1,0.56,25,14.12,25,14.12,24,13.56,1,0.56,3,1.69,2,1.13,4,2.26,4,2.26,6,3.39,7,3.95,5,2.82,9,5.08,1,0.56,0,0.0,0,0.0,0,0.0,1,0.56,0,0.0,45012
45,13,157,2,1.27,0,0.0,3,1.91,15,9.55,19,12.1,17,10.83,0,0.0,0,0.0,1,0.64,18,11.46,16,10.19,15,9.55,0,0.0,0,0.0,0,0.0,12,7.64,12,7.64,14,8.92,4,2.55,3,1.91,6,3.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45013
45,14,209,1,0.48,1,0.48,1,0.48,14,6.7,16,7.66,16,7.66,0,0.0,0,0.0,0,0.0,40,19.14,36,17.22,32,15.31,0,0.0,1,0.48,0,0.0,7,3.35,9,4.31,8,3.83,9,4.31,5,2.39,9,4.31,1,0.48,0,0.0,0,0.0,0,0.0,2,0.96,1,0.48,45014
45,15,164,2,1.22,3,1.83,4,2.44,15,9.15,14,8.54,13,7.93,3,1.83,0,0.0,1,0.61,23,14.02,25,15.24,22,13.41,0,0.0,1,0.61,2,1.22,10,6.1,8,4.88,7,4.27,3,1.83,1,0.61,4,2.44,0,0.0,0,0.0,0,0.0,0,0.0,2,1.22,1,0.61,45015
45,16,143,0,0.0,0,0.0,2,1.4,18,12.59,19,13.29,17,11.89,1,0.7,0,0.0,1,0.7,13,9.09,15,10.49,14,9.79,1,0.7,2,1.4,0,0.0,7,4.9,8,5.59,7,4.9,5,3.5,4,2.8,4,2.8,1,0.7,1,0.7,0,0.0,1,0.7,1,0.7,1,0.7,45016
45,17,248,1,0.4,2,0.81,2,0.81,18,7.26,20,8.06,21,8.47,3,1.21,1,0.4,2,0.81,26,10.48,26,10.48,30,12.1,4,1.61,2,0.81,1,0.4,18,7.26,18,7.26,19,7.66,7,2.82,8,3.23,10,4.03,1,0.4,4,1.61,2,0.81,1,0.4,1,0.4,0,0.0,45017
45,18,245,4,1.63,0,0.0,4,1.63,16,6.53,16,6.53,16,6.53,4,1.63,3,1.22,4,1.63,43,17.55,35,14.29,39,15.92,0,0.0,0,0.0,0,0.0,14,5.71,13,5.31,14,5.71,6,2.45,2,0.82,9,3.67,0,0.0,1,0.41,0,0.0,0,0.0,1,0.41,1,0.41,45018
45,19,110,0,0.0,0,0.0,1,0.91,6,5.45,8,7.27,8,7.27,0,0.0,2,1.82,0,0.0,17,15.45,15,13.64,16,14.55,1,0.91,0,0.0,0,0.0,6,5.45,5,4.55,4,3.64,6,5.45,6,5.45,6,5.45,0,0.0,1,0.91,1,0.91,0,0.0,1,0.91,0,0.0,45019
45,20,176,2,1.14,0,0.0,3,1.7,12,6.82,16,9.09,14,7.95,0,0.0,3,1.7,1,0.57,27,15.34,22,12.5,23,13.07,0,0.0,2,1.14,1,0.57,8,4.55,7,3.98,6,3.41,6,3.41,6,3.41,7,3.98,3,1.7,3,1.7,3,1.7,0,0.0,0,0.0,1,0.57,45020
45,21,228,1,0.44,0,0.0,1,0.44,21,9.21,19,8.33,17,7.46,2,0.88,1,0.44,2,0.88,37,16.23,37,16.23,39,17.11,0,0.0,1,0.44,1,0.44,10,4.39,8,3.51,8,3.51,7,3.07,5,2.19,8,3.51,1,0.44,1,0.44,1,0.44,0,0.0,0,0.0,0,0.0,45021
45,22,216,3,1.39,1,0.46,5,2.31,9,4.17,12,5.56,19,8.8,5,2.31,2,0.93,2,0.93,33,15.28,30,13.89,36,16.67,0,0.0,2,0.93,0,0.0,8,3.7,8,3.7,9,4.17,5,2.31,4,1.85,8,3.7,3,1.39,7,3.24,2,0.93,2,0.93,1,0.46,0,0.0,45022
45,23,245,2,0.82,1,0.41,3,1.22,17,6.94,20,8.16,21,8.57,3,1.22,1,0.41,2,0.82,37,15.1,37,15.1,38,15.51,1,0.41,2,0.82,1,0.41,13,5.31,13,5.31,11,4.49,6,2.45,3,1.22,5,2.04,1,0.41,4,1.63,0,0.0,1,0.41,2,0.82,0,0.0,45023
45,24,244,3,1.23,4,1.64,3,1.23,17,6.97,21,8.61,20,8.2,1,0.41,1,0.41,0,0.0,31,12.7,32,13.11,35,14.34,0,0.0,0,0.0,2,0.82,16,6.56,19,7.79,16,6.56,7,2.87,7,2.87,5,2.05,2,0.82,1,0.41,1,0.41,0,0.0,0,0.0,0,0.0,45024
45,25,188,1,0.53,0,0.0,4,2.13,9,4.79,11,5.85,13,6.91,1,0.53,1,0.53,1,0.53,30,15.96,32,17.02,30,15.96,0,0.0,1,0.53,2,1.06,9,4.79,10,5.32,10,5.32,4,2.13,2,1.06,9,4.79,2,1.06,2,1.06,0,0.0,1,0.53,2,1.06,1,0.53,45025
45,26,151,2,1.32,0,0.0,0,0.0,16,10.6,17,11.26,16,10.6,0,0.0,1,0.66,0,0.0,23,15.23,23,15.23,23,15.23,1,0.66,0,0.0,0,0.0,5,3.31,4,2.65,4,2.65,4,2.65,3,1.99,2,1.32,2,1.32,1,0.66,1,0.66,0,0.0,2,1.32,1,0.66,45026
45,27,216,1,0.46,0,0.0,5,2.31,11,5.09,16,7.41,14,6.48,0,0.0,2,0.93,0,0.0,36,16.67,33,15.28,36,16.67,0,0.0,0,0.0,0,0.0,13,6.02,12,5.56,11,5.09,8,3.7,7,3.24,6,2.78,2,0.93,2,0.93,0,0.0,1,0.46,0,0.0,0,0.0,45027
45,28,218,0,0.0,1,0.46,1,0.46,16,7.34,22,10.09,22,10.09,1,0.46,1,0.46,1,0.46,29,13.3,35,16.06,29,13.3,3,1.38,2,0.92,1,0.46,9,4.13,8,3.67,9,4.13,5,2.29,4,1.83,2,0.92,5,2.29,10,4.59,1,0.46,0,0.0,1,0.46,0,0.0,45028
45,29,192,1,0.52,2,1.04,4,2.08,11,5.73,11,5.73,11,5.73,1,0.52,1,0.52,1,0.52,33,17.19,34,17.71,36,18.75,1,0.52,2,1.04,0,0.0,8,4.17,7,3.65,9,4.69,5,2.6,1,0.52,3,1.56,4,2.08,0,0.0,0,0.0,1,0.52,2,1.04,3,1.56,45029
45,30,113,0,0.0,0,0.0,1,0.88,11,9.73,12,10.62,11,9.73,0,0.0,0,0.0,0,0.0,16,14.16,15,13.27,18,15.93,0,0.0,0,0.0,0,0.0,4,3.54,5,4.42,4,3.54,5,4.42,3,2.65,4,3.54,1,0.88,1,0.88,0,0.0,2,1.77,0,0.0,0,0.0,45030
45,31,160,2,1.25,2,1.25,7,4.38,15,9.38,14,8.75,17,10.63,1,0.63,0,0.0,1,0.63,16,10.0,20,12.5,22,13.75,0,0.0,1,0.63,1,0.63,7,4.38,7,4.38,8,5.0,3,1.88,4,2.5,5,3.13,0,0.0,4,2.5,0,0.0,1,0.63,2,1.25,0,0.0,45031
45,32,164,2,1.22,1,0.61,3,1.83,10,6.1,14,8.54,11,6.71,3,1.83,0,0.0,1,0.61,24,14.63,22,13.41,20,12.2,0,0.0,2,1.22,0,0.0,7,4.27,6,3.66,8,4.88,9,5.49,8,4.88,11,6.71,1,0.61,0,0.0,0,0.0,0,0.0,1,0.61,0,0.0,45032
45,33,120,0,0.0,0,0.0,4,3.33,9,7.5,9,7.5,9,7.5,3,2.5,0,0.0,1,0.83,17,14.17,15,12.5,21,17.5,1,0.83,2,1.67,0,0.0,7,5.83,7,5.83,6,5.0,3,2.5,3,2.5,2,1.67,0,0.0,0,0.0,1,0.83,0,0.0,0,0.0,0,0.0,45033
45,34,159,0,0.0,1,0.63,2,1.26,10,6.29,11,6.92,14,8.81,2,1.26,0,0.0,0,0.0,27,16.98,27,16.98,27,16.98,0,0.0,0,0.0,0,0.0,5,3.14,3,1.89,4,2.52,4,2.52,2,1.26,5,3.14,3,1.89,6,3.77,2,1.26,1,0.63,2,1.26,1,0.63,45034
45,35,230,1,0.43,1,0.43,2,0.87,23,10.0,27,11.74,21,9.13,1,0.43,1,0.43,2,0.87,25,10.87,22,9.57,20,8.7,1,0.43,1,0.43,1,0.43,20,8.7,18,7.83,22,9.57,6,2.61,5,2.17,6,2.61,1,0.43,1,0.43,1,0.43,1,0.43,0,0.0,0,0.0,45035
45,36,215,2,0.93,1,0.47,5,2.33,12,5.58,13,6.05,14,6.51,2,0.93,1,0.47,2,0.93,35,16.28,30,13.95,34,15.81,3,1.4,2,0.93,0,0.0,12,5.58,9,4.19,10,4.65,7,3.26,7,3.26,5,2.33,2,0.93,3,1.4,0,0.0,2,0.93,1,0.47,1,0.47,45036
45,37,206,3,1.46,1,0.49,3,1.46,14,6.8,14,6.8,19,9.22,1,0.49,2,0.97,2,0.97,28,13.59,34,16.5,36,17.48,0,0.0,1,0.49,0,0.0,12,5.83,10,4.85,9,4.37,5,2.43,2,0.97,4,1.94,1,0.49,3,1.46,2,0.97,0,0.0,0,0.0,0,0.0,45037
45,38,166,4,2.41,1,0.6,0,0.0,13,7.83,16,9.64,12,7.23,1,0.6,0,0.0,1,0.6,23,13.86,25,15.06,27,16.27,0,0.0,0,0.0,0,0.0,7,4.22,5,3.01,7,4.22,6,3.61,5,3.01,8,4.82,1,0.6,1,0.6,0,0.0,1,0.6,1,0.6,1,0.6,45038
45,39,219,4,1.83,2,0.91,6,2.74,15,6.85,17,7.76,16,7.31,3,1.37,0,0.0,2,0.91,30,13.7,30,13.7,27,12.33,0,0.0,1,0.46,0,0.0,16,7.31,14,6.39,16,7.31,6,2.74,3,1.37,5,2.28,0,0.0,3,1.37,1,0.46,0,0.0,2,0.91,0,0.0,45039
45,40,290,1,0.34,1,0.34,3,1.03,22,7.59,24,8.28,21,7.24,3,1.03,4,1.38,3,1.03,42,14.48,40,13.79,43,14.83,2,0.69,0,0.0,2,0.69,14,4.83,14,4.83,12,4.14,13,4.48,8,2.76,10,3.45,1,0.34,3,1.03,0,0.0,0,0.0,2,0.69,2,0.69,45040
45,41,233,0,0.0,0,0.0,3,1.29,13,5.58,17,7.3,17,7.3,0,0.0,0,0.0,0,0.0,44,18.88,43,18.45,43,18.45,1,0.43,1,0.43,0,0.0,10,4.29,8,3.43,9,3.86,4,1.72,6,2.58,6,2.58,2,0.86,3,1.29,1,0.43,0,0.0,2,0.86,0,0.0,45041
45,42,218,0,0.0,0,0.0,2,0.92,5,2.29,7,3.21,5,2.29,2,0.92,1,0.46,2,0.92,47,21.56,46,21.1,48,22.02,2,0.92,0,0.0,0,0.0,7,3.21,3,1.38,8,3.67,7,3.21,7,3.21,7,3.21,3,1.38,4,1.83,1,0.46,0,0.0,3,1.38,1,0.46,45042
45,43,339,1,0.29,1,0.29,2,0.59,27,7.96,36,10.62,26,7.67,5,1.47,2,0.59,1,0.29,55,16.22,56,16.52,55,16.22,0,0.0,0,0.0,0,0.0,19,5.6,13,3.83,14,4.13,9,2.65,4,1.18,8,2.36,1,0.29,1,0.29,0,0.0,1,0.29,1,0.29,1,0.29,45043
45,44,319,0,0.0,0,0.0,7,2.19,27,8.46,29,9.09,30,9.4,1,0.31,1,0.31,1,0.31,45,14.11,43,13.48,43,13.48,1,0.31,2,0.63,1,0.31,17,5.33,17,5.33,15,4.7,11,3.45,7,2.19,10,3.13,3,0.94,2,0.63,1,0.31,4,1.25,1,0.31,0,0.0,45044
45,45,199,2,1.01,0,0.0,3,1.51,6,3.02,8,4.02,6,3.02,0,0.0,0,0.0,0,0.0,41,20.6,43,21.61,46,23.12,0,0.0,1,0.5,0,0.0,9,4.52,8,4.02,9,4.52,6,3.02,4,2.01,6,3.02,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,45045
45,46,231,2,0.87,2,0.87,2,0.87,18,7.79,20,8.66,18,7.79,3,1.3,0,0.0,0,0.0,38,16.45,37,16.02,38,16.45,0,0.0,0,0.0,0,0.0,9,3.9,7,3.03,8,3.46,10,4.33,6,2.6,9,3.9,2,0.87,1,0.43,0,0.0,0,0.0,1,0.43,0,0.0,45046
