ward,precinct,total,Aaron Brager (Trump),Aaron Brager (Trump) Percent,Janet Tavakoli (Trump),Janet Tavakoli (Trump) Percent,Evan Andrew Feigenbaum (Bush),Evan Andrew Feigenbaum (Bush) Percent,Gregory J. Hart (Bush),Gregory J. Hart (Bush) Percent,Mark S. Hosty (Bush),Mark S. Hosty (Bush) Percent,Suneet Lad (Christie),Suneet Lad (Christie) Percent,William S. Zeiler (Christie),William S. Zeiler (Christie) Percent,William J. Zeiler (Christie),William J. Zeiler (Christie) Percent,Michael Provenzano (Cruz),Michael Provenzano (Cruz) Percent,Matthew Limbert (Cruz),Matthew Limbert (Cruz) Percent,Wayne Heusel (Cruz),Wayne Heusel (Cruz) Percent,Jeffrey ''Jeff'' Durkes (Fiorina),Jeffrey ''Jeff'' Durkes (Fiorina) Percent,Jennifer Koerner (Fiorina),Jennifer Koerner (Fiorina) Percent,Joseph ''Joe'' Dusek (Fiorina),Joseph ''Joe'' Dusek (Fiorina) Percent,Darlene Brown (Carson),Darlene Brown (Carson) Percent,Adrian J. Wright (Carson),Adrian J. Wright (Carson) Percent,Yvonne Franklin (Carson),Yvonne Franklin (Carson) Percent,Erin Broderick (Rubio),Erin Broderick (Rubio) Percent,Thomas C. Cronin (Rubio),Thomas C. Cronin (Rubio) Percent,Eric Pulia (Rubio),Eric Pulia (Rubio) Percent,Helene Marie Cissell (Kasich),Helene Marie Cissell (Kasich) Percent,Bruno H. Behrend (Kasich),Bruno H. Behrend (Kasich) Percent,Ellen Wesley (Kasich),Ellen Wesley (Kasich) Percent,precinct_id
29,1,123,22,17.89,20,16.26,1,0.81,1,0.81,1,0.81,0,0.0,0,0.0,0,0.0,8,6.5,9,7.32,7,5.69,0,0.0,0,0.0,1,0.81,2,1.63,2,1.63,1,0.81,3,2.44,2,1.63,1,0.81,7,5.69,6,4.88,7,5.69,29001
29,2,4,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,29002
29,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29003
29,4,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29004
29,5,16,2,12.5,3,18.75,0,0.0,1,6.25,1,6.25,0,0.0,0,0.0,0,0.0,1,6.25,1,6.25,1,6.25,0,0.0,0,0.0,0,0.0,1,6.25,1,6.25,1,6.25,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,0,0.0,29005
29,6,9,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,29006
29,7,66,6,9.09,6,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,12.12,9,13.64,10,15.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.03,2,3.03,2,3.03,5,7.58,6,9.09,6,9.09,29007
29,8,9,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,2,22.22,0,0.0,0,0.0,1,11.11,1,11.11,2,22.22,1,11.11,0,0.0,0,0.0,29008
29,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29009
29,10,179,24,13.41,21,11.73,2,1.12,1,0.56,2,1.12,0,0.0,2,1.12,1,0.56,14,7.82,14,7.82,11,6.15,0,0.0,1,0.56,1,0.56,3,1.68,1,0.56,0,0.0,8,4.47,9,5.03,11,6.15,10,5.59,10,5.59,12,6.7,29010
29,11,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29011
29,12,28,3,10.71,2,7.14,0,0.0,1,3.57,0,0.0,0,0.0,0,0.0,1,3.57,2,7.14,2,7.14,2,7.14,0,0.0,0,0.0,0,0.0,1,3.57,2,7.14,1,3.57,1,3.57,2,7.14,1,3.57,1,3.57,2,7.14,2,7.14,29012
29,13,16,4,25.0,4,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,1,6.25,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,29013
29,14,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29014
29,15,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,1,10.0,1,10.0,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,0,0.0,1,10.0,1,10.0,29015
29,16,4,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,29016
29,17,9,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,2,22.22,2,22.22,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,29017
29,18,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29018
29,19,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,29019
29,20,11,1,9.09,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,18.18,1,9.09,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,1,9.09,1,9.09,1,9.09,0,0.0,0,0.0,0,0.0,29020
29,21,21,2,9.52,2,9.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,14.29,3,14.29,3,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,9.52,2,9.52,2,9.52,0,0.0,0,0.0,0,0.0,29021
29,22,23,5,21.74,5,21.74,0,0.0,1,4.35,0,0.0,0,0.0,2,8.7,0,0.0,1,4.35,2,8.7,1,4.35,0,0.0,0,0.0,0,0.0,0,0.0,1,4.35,0,0.0,0,0.0,1,4.35,0,0.0,0,0.0,0,0.0,0,0.0,29022
29,24,8,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29024
29,25,7,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29025
29,26,33,1,3.03,1,3.03,0,0.0,1,3.03,1,3.03,0,0.0,0,0.0,0,0.0,3,9.09,2,6.06,2,6.06,0,0.0,0,0.0,0,0.0,1,3.03,1,3.03,1,3.03,2,6.06,2,6.06,1,3.03,5,15.15,4,12.12,4,12.12,29026
29,27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29027
29,28,5,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,29028
29,33,6,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,29033
29,34,41,5,12.2,6,14.63,0,0.0,0,0.0,1,2.44,0,0.0,0,0.0,0,0.0,7,17.07,7,17.07,7,17.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.44,1,2.44,0,0.0,0,0.0,0,0.0,29034
29,35,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,1,14.29,29035
29,36,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,29036
29,37,25,2,8.0,3,12.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,20.0,4,16.0,4,16.0,0,0.0,0,0.0,0,0.0,1,4.0,2,8.0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29037
29,40,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,29040
29,41,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,29041
29,42,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29042
29,43,28,2,7.14,2,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.57,0,0.0,0,0.0,0,0.0,1,3.57,0,0.0,0,0.0,0,0.0,0,0.0,2,7.14,3,10.71,2,7.14,4,14.29,5,17.86,4,14.29,29043
29,44,28,1,3.57,2,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,21.43,6,21.43,4,14.29,0,0.0,1,3.57,0,0.0,2,7.14,0,0.0,2,7.14,1,3.57,1,3.57,1,3.57,0,0.0,0,0.0,0,0.0,29044
36,5,63,6,9.52,8,12.7,0,0.0,0,0.0,1,1.59,0,0.0,0,0.0,1,1.59,7,11.11,6,9.52,6,9.52,1,1.59,0,0.0,0,0.0,1,1.59,0,0.0,1,1.59,1,1.59,2,3.17,5,7.94,3,4.76,3,4.76,3,4.76,36005
36,21,16,2,12.5,2,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,3,18.75,1,6.25,1,6.25,0,0.0,1,6.25,0,0.0,36021
37,1,26,5,19.23,5,19.23,1,3.85,1,3.85,0,0.0,0,0.0,0,0.0,1,3.85,1,3.85,1,3.85,1,3.85,0,0.0,0,0.0,0,0.0,2,7.69,1,3.85,1,3.85,0,0.0,0,0.0,0,0.0,0,0.0,1,3.85,1,3.85,37001
37,2,8,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,1,12.5,1,12.5,2,25.0,37002
37,3,14,1,7.14,1,7.14,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.29,2,14.29,2,14.29,0,0.0,0,0.0,0,0.0,1,7.14,0,0.0,0,0.0,1,7.14,1,7.14,1,7.14,0,0.0,0,0.0,0,0.0,37003
37,4,27,4,14.81,4,14.81,0,0.0,2,7.41,0,0.0,0,0.0,0,0.0,0,0.0,1,3.7,1,3.7,1,3.7,1,3.7,1,3.7,0,0.0,1,3.7,0,0.0,2,7.41,1,3.7,2,7.41,1,3.7,0,0.0,1,3.7,0,0.0,37004
37,5,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,16.67,2,16.67,2,16.67,2,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,1,8.33,37005
37,6,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37006
37,7,12,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,16.67,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,2,16.67,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,37007
37,8,9,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37008
37,9,15,2,13.33,2,13.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.33,2,13.33,1,6.67,0,0.0,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,1,6.67,1,6.67,0,0.0,0,0.0,0,0.0,37009
37,10,29,4,13.79,2,6.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.45,4,13.79,4,13.79,4,13.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.9,3,10.34,1,3.45,37010
37,11,12,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,3,25.0,2,16.67,2,16.67,0,0.0,0,0.0,0,0.0,37011
37,12,19,2,10.53,2,10.53,0,0.0,0,0.0,0,0.0,0,0.0,1,5.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.26,2,10.53,2,10.53,4,21.05,1,5.26,1,5.26,1,5.26,37012
37,13,16,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,1,6.25,1,6.25,2,12.5,0,0.0,0,0.0,0,0.0,2,12.5,2,12.5,2,12.5,0,0.0,0,0.0,1,6.25,1,6.25,1,6.25,1,6.25,37013
37,14,12,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,3,25.0,2,16.67,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,1,8.33,2,16.67,1,8.33,0,0.0,0,0.0,0,0.0,37014
37,15,8,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,37015
37,16,13,2,15.38,2,15.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,2,15.38,2,15.38,37016
37,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37017
37,18,15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,20.0,3,20.0,3,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.33,2,13.33,2,13.33,0,0.0,0,0.0,0,0.0,37018
37,19,13,3,23.08,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,0,0.0,2,15.38,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,37019
37,20,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37020
37,21,24,2,8.33,1,4.17,0,0.0,0,0.0,1,4.17,0,0.0,0,0.0,0,0.0,5,20.83,4,16.67,5,20.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.33,1,4.17,2,8.33,0,0.0,0,0.0,0,0.0,37021
37,22,28,3,10.71,4,14.29,0,0.0,1,3.57,0,0.0,0,0.0,0,0.0,1,3.57,2,7.14,2,7.14,3,10.71,1,3.57,0,0.0,1,3.57,0,0.0,0,0.0,0,0.0,2,7.14,2,7.14,4,14.29,0,0.0,0,0.0,0,0.0,37022
37,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37023
37,24,4,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37024
37,25,6,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,2,33.33,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,37025
37,26,14,2,14.29,3,21.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.14,2,14.29,1,7.14,1,7.14,0,0.0,1,7.14,0,0.0,37026
37,27,27,3,11.11,2,7.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.7,2,7.41,1,3.7,0,0.0,1,3.7,0,0.0,2,7.41,4,14.81,1,3.7,2,7.41,3,11.11,2,7.41,0,0.0,0,0.0,0,0.0,37027
37,28,13,4,30.77,4,30.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37028
37,29,14,1,7.14,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,1,7.14,0,0.0,1,7.14,2,14.29,1,7.14,0,0.0,0,0.0,0,0.0,2,14.29,1,7.14,1,7.14,0,0.0,1,7.14,0,0.0,0,0.0,0,0.0,1,7.14,37029
37,30,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37030
37,31,11,3,27.27,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37031
37,32,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37032
37,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37033
37,34,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,2,22.22,0,0.0,0,0.0,0,0.0,1,11.11,2,22.22,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,37034
37,35,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,33.33,3,33.33,3,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37035
37,36,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37036
37,37,13,2,15.38,2,15.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,15.38,2,15.38,37037
37,38,12,3,25.0,3,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,37038
37,39,3,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,37039
37,40,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37040
37,41,19,4,21.05,4,21.05,0,0.0,2,10.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,10.53,2,10.53,1,5.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37041
42,1,332,35,10.54,39,11.75,1,0.3,4,1.2,3,0.9,2,0.6,2,0.6,1,0.3,13,3.92,12,3.61,10,3.01,2,0.6,2,0.6,1,0.3,0,0.0,0,0.0,0,0.0,14,4.22,12,3.61,11,3.31,38,11.45,50,15.06,48,14.46,42001
42,2,345,35,10.14,37,10.72,1,0.29,3,0.87,1,0.29,0,0.0,1,0.29,0,0.0,17,4.93,16,4.64,13,3.77,1,0.29,2,0.58,0,0.0,1,0.29,1,0.29,0,0.0,21,6.09,21,6.09,18,5.22,35,10.14,43,12.46,42,12.17,42002
42,3,199,21,10.55,21,10.55,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,12,6.03,12,6.03,10,5.03,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,7,3.52,5,2.51,6,3.02,26,13.07,28,14.07,26,13.07,42003
42,4,496,49,9.88,48,9.68,1,0.2,5,1.01,4,0.81,2,0.4,0,0.0,1,0.2,27,5.44,28,5.65,26,5.24,3,0.6,2,0.4,0,0.0,2,0.4,3,0.6,1,0.2,25,5.04,21,4.23,21,4.23,55,11.09,57,11.49,66,13.31,42004
42,5,239,16,6.69,15,6.28,0,0.0,1,0.42,1,0.42,0,0.0,2,0.84,0,0.0,8,3.35,8,3.35,6,2.51,0,0.0,1,0.42,0,0.0,2,0.84,1,0.42,0,0.0,16,6.69,15,6.28,16,6.69,38,15.9,38,15.9,39,16.32,42005
42,6,316,46,14.56,48,15.19,1,0.32,1,0.32,1,0.32,2,0.63,1,0.32,1,0.32,13,4.11,12,3.8,11,3.48,1,0.32,1,0.32,0,0.0,1,0.32,0,0.0,1,0.32,9,2.85,9,2.85,9,2.85,30,9.49,34,10.76,38,12.03,42006
42,7,420,46,10.95,47,11.19,2,0.48,3,0.71,1,0.24,0,0.0,0,0.0,0,0.0,23,5.48,21,5.0,18,4.29,0,0.0,1,0.24,1,0.24,0,0.0,0,0.0,0,0.0,28,6.67,24,5.71,23,5.48,43,10.24,49,11.67,46,10.95,42007
42,8,261,35,13.41,37,14.18,1,0.38,1,0.38,1,0.38,0,0.0,0,0.0,0,0.0,13,4.98,13,4.98,12,4.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,4.98,16,6.13,10,3.83,23,8.81,26,9.96,26,9.96,42008
42,9,264,27,10.23,28,10.61,0,0.0,4,1.52,1,0.38,0,0.0,0,0.0,0,0.0,13,4.92,14,5.3,16,6.06,0,0.0,1,0.38,0,0.0,1,0.38,1,0.38,1,0.38,20,7.58,19,7.2,19,7.2,21,7.95,23,8.71,26,9.85,42009
