ward,precinct,total,Robert V. Boharic (Cruz),Robert V. Boharic (Cruz) Percent,Ebelio Paul Fuentes (Cruz),Ebelio Paul Fuentes (Cruz) Percent,Allison Ashby (Cruz),Allison Ashby (Cruz) Percent,Amy Hopcian (Christie),Amy Hopcian (Christie) Percent,Matthew Hickey (Christie),Matthew Hickey (Christie) Percent,Randy Kantner (Christie),Randy Kantner (Christie) Percent,Kevin Jayne (Trump),Kevin Jayne (Trump) Percent,Eric Sawchuk (Trump),Eric Sawchuk (Trump) Percent,Rolando Arellano (Trump),Rolando Arellano (Trump) Percent,Maureen Lydon (Bush),Maureen Lydon (Bush) Percent,Walter Zarnecki (Bush),Walter Zarnecki (Bush) Percent,Ramiro Gonzalez (Bush),Ramiro Gonzalez (Bush) Percent,Anna Igoe (Fiorina),Anna Igoe (Fiorina) Percent,Michael Houlihan (Fiorina),Michael Houlihan (Fiorina) Percent,James Kales (Fiorina),James Kales (Fiorina) Percent,Michael C. Dropka (Kasich),Michael C. Dropka (Kasich) Percent,Jesus Reyes Jr. (Kasich),Jesus Reyes Jr. (Kasich) Percent,Thomas A. Volini (Kasich),Thomas A. Volini (Kasich) Percent,Maria C. Moreno (Rubio),Maria C. Moreno (Rubio) Percent,Lionel Garcia (Rubio),Lionel Garcia (Rubio) Percent,Danielle Vlcek (Rubio),Danielle Vlcek (Rubio) Percent,Jennifer E. Bardy (Carson),Jennifer E. Bardy (Carson) Percent,Dieter O. Bardy (Carson),Dieter O. Bardy (Carson) Percent,Citlally Mancilla (Carson),Citlally Mancilla (Carson) Percent,Todd Peterson (Paul),Todd Peterson (Paul) Percent,Carlos Estrada (Paul),Carlos Estrada (Paul) Percent,precinct_id
12,2,58,4,6.9,4,6.9,3,5.17,1,1.72,0,0.0,0,0.0,7,12.07,7,12.07,6,10.34,1,1.72,1,1.72,2,3.45,0,0.0,0,0.0,0,0.0,5,8.62,3,5.17,3,5.17,5,8.62,3,5.17,2,3.45,0,0.0,0,0.0,0,0.0,0,0.0,1,1.72,12002
12,3,16,1,6.25,1,6.25,1,6.25,0,0.0,0,0.0,0,0.0,4,25.0,3,18.75,3,18.75,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12003
12,5,37,0,0.0,1,2.7,1,2.7,0,0.0,0,0.0,0,0.0,8,21.62,7,18.92,7,18.92,0,0.0,0,0.0,1,2.7,0,0.0,0,0.0,0,0.0,2,5.41,2,5.41,3,8.11,2,5.41,1,2.7,2,5.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12005
12,6,62,4,6.45,2,3.23,2,3.23,0,0.0,1,1.61,0,0.0,9,14.52,9,14.52,9,14.52,1,1.61,2,3.23,1,1.61,1,1.61,0,0.0,0,0.0,3,4.84,4,6.45,2,3.23,5,8.06,3,4.84,3,4.84,0,0.0,0,0.0,0,0.0,1,1.61,0,0.0,12006
12,7,20,1,5.0,1,5.0,1,5.0,1,5.0,0,0.0,0,0.0,1,5.0,1,5.0,2,10.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,5,25.0,2,10.0,2,10.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,12007
12,8,81,3,3.7,4,4.94,2,2.47,1,1.23,3,3.7,0,0.0,9,11.11,9,11.11,11,13.58,1,1.23,2,2.47,1,1.23,0,0.0,1,1.23,0,0.0,7,8.64,6,7.41,6,7.41,6,7.41,4,4.94,3,3.7,1,1.23,1,1.23,0,0.0,0,0.0,0,0.0,12008
12,10,19,1,5.26,4,21.05,2,10.53,1,5.26,0,0.0,0,0.0,3,15.79,2,10.53,2,10.53,0,0.0,0,0.0,1,5.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.26,1,5.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.26,12010
12,11,53,3,5.66,6,11.32,5,9.43,0,0.0,0,0.0,0,0.0,7,13.21,6,11.32,8,15.09,1,1.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.89,1,1.89,1,1.89,4,7.55,3,5.66,5,9.43,0,0.0,0,0.0,0,0.0,1,1.89,1,1.89,12011
12,12,78,7,8.97,8,10.26,8,10.26,1,1.28,0,0.0,1,1.28,10,12.82,10,12.82,11,14.1,1,1.28,2,2.56,3,3.85,0,0.0,0,0.0,0,0.0,2,2.56,2,2.56,2,2.56,3,3.85,3,3.85,3,3.85,0,0.0,0,0.0,0,0.0,0,0.0,1,1.28,12012
12,13,35,4,11.43,5,14.29,4,11.43,0,0.0,0,0.0,0,0.0,5,14.29,5,14.29,5,14.29,0,0.0,0,0.0,1,2.86,1,2.86,1,2.86,0,0.0,0,0.0,0,0.0,0,0.0,1,2.86,2,5.71,1,2.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12013
12,14,14,1,7.14,0,0.0,1,7.14,1,7.14,0,0.0,0,0.0,1,7.14,1,7.14,1,7.14,0,0.0,0,0.0,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,21.43,2,14.29,1,7.14,0,0.0,0,0.0,0,0.0,1,7.14,0,0.0,12014
12,15,8,0,0.0,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,12015
12,16,28,2,7.14,2,7.14,2,7.14,0,0.0,0,0.0,0,0.0,4,14.29,4,14.29,5,17.86,0,0.0,0,0.0,1,3.57,1,3.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.57,1,3.57,2,7.14,0,0.0,0,0.0,0,0.0,1,3.57,2,7.14,12016
12,17,72,5,6.94,5,6.94,5,6.94,0,0.0,0,0.0,0,0.0,13,18.06,13,18.06,14,19.44,0,0.0,0,0.0,2,2.78,0,0.0,0,0.0,0,0.0,2,2.78,3,4.17,2,2.78,2,2.78,3,4.17,1,1.39,1,1.39,1,1.39,0,0.0,0,0.0,0,0.0,12017
12,18,40,4,10.0,4,10.0,4,10.0,0,0.0,0,0.0,0,0.0,4,10.0,4,10.0,4,10.0,2,5.0,2,5.0,4,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.5,0,0.0,3,7.5,1,2.5,1,2.5,0,0.0,0,0.0,1,2.5,0,0.0,1,2.5,12018
12,19,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,1,16.67,2,33.33,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12019
12,20,66,2,3.03,3,4.55,3,4.55,1,1.52,0,0.0,0,0.0,8,12.12,7,10.61,10,15.15,1,1.52,0,0.0,3,4.55,0,0.0,0,0.0,1,1.52,3,4.55,6,9.09,4,6.06,2,3.03,3,4.55,3,4.55,1,1.52,0,0.0,1,1.52,1,1.52,3,4.55,12020
12,21,71,6,8.45,4,5.63,6,8.45,0,0.0,2,2.82,0,0.0,14,19.72,12,16.9,9,12.68,0,0.0,1,1.41,0,0.0,0,0.0,1,1.41,0,0.0,0,0.0,1,1.41,1,1.41,2,2.82,3,4.23,1,1.41,2,2.82,1,1.41,0,0.0,3,4.23,2,2.82,12021
12,22,15,0,0.0,0,0.0,0,0.0,1,6.67,1,6.67,1,6.67,2,13.33,3,20.0,1,6.67,0,0.0,0,0.0,1,6.67,0,0.0,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,2,13.33,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12022
14,2,103,8,7.77,7,6.8,7,6.8,0,0.0,1,0.97,0,0.0,19,18.45,21,20.39,18,17.48,0,0.0,4,3.88,0,0.0,0,0.0,2,1.94,0,0.0,1,0.97,1,0.97,0,0.0,3,2.91,3,2.91,1,0.97,3,2.91,1,0.97,0,0.0,2,1.94,1,0.97,14002
14,3,40,4,10.0,7,17.5,4,10.0,0,0.0,0,0.0,0,0.0,5,12.5,4,10.0,6,15.0,1,2.5,1,2.5,1,2.5,0,0.0,0,0.0,0,0.0,1,2.5,1,2.5,2,5.0,1,2.5,1,2.5,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14003
14,5,35,4,11.43,4,11.43,3,8.57,3,8.57,0,0.0,0,0.0,3,8.57,4,11.43,3,8.57,0,0.0,0,0.0,4,11.43,0,0.0,0,0.0,1,2.86,0,0.0,1,2.86,0,0.0,0,0.0,1,2.86,0,0.0,2,5.71,0,0.0,0,0.0,1,2.86,1,2.86,14005
14,6,22,1,4.55,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,4,18.18,5,22.73,4,18.18,0,0.0,0,0.0,1,4.55,0,0.0,0,0.0,0,0.0,1,4.55,1,4.55,1,4.55,1,4.55,1,4.55,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14006
14,10,55,5,9.09,5,9.09,4,7.27,0,0.0,0,0.0,0,0.0,10,18.18,9,16.36,8,14.55,0,0.0,1,1.82,0,0.0,0,0.0,0,0.0,0,0.0,2,3.64,2,3.64,2,3.64,3,5.45,2,3.64,2,3.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14010
14,11,17,0,0.0,1,5.88,0,0.0,1,5.88,0,0.0,0,0.0,0,0.0,1,5.88,0,0.0,0,0.0,0,0.0,4,23.53,0,0.0,0,0.0,0,0.0,1,5.88,0,0.0,1,5.88,4,23.53,1,5.88,1,5.88,0,0.0,0,0.0,1,5.88,0,0.0,1,5.88,14011
14,13,67,5,7.46,4,5.97,6,8.96,0,0.0,1,1.49,0,0.0,11,16.42,11,16.42,11,16.42,3,4.48,5,7.46,2,2.99,0,0.0,0,0.0,0,0.0,0,0.0,1,1.49,0,0.0,0,0.0,1,1.49,2,2.99,1,1.49,1,1.49,1,1.49,1,1.49,0,0.0,14013
14,14,39,1,2.56,1,2.56,2,5.13,0,0.0,0,0.0,0,0.0,10,25.64,8,20.51,8,20.51,0,0.0,0,0.0,1,2.56,1,2.56,1,2.56,0,0.0,1,2.56,1,2.56,1,2.56,0,0.0,1,2.56,0,0.0,1,2.56,0,0.0,1,2.56,0,0.0,0,0.0,14014
14,15,20,0,0.0,2,10.0,0,0.0,0,0.0,0,0.0,0,0.0,2,10.0,2,10.0,2,10.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,1,5.0,2,10.0,1,5.0,3,15.0,1,5.0,1,5.0,0,0.0,0,0.0,0,0.0,1,5.0,1,5.0,14015
14,16,62,6,9.68,7,11.29,6,9.68,0,0.0,0,0.0,0,0.0,10,16.13,10,16.13,10,16.13,0,0.0,1,1.61,1,1.61,0,0.0,0,0.0,0,0.0,3,4.84,3,4.84,2,3.23,1,1.61,1,1.61,1,1.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14016
14,17,45,2,4.44,3,6.67,1,2.22,1,2.22,0,0.0,0,0.0,5,11.11,5,11.11,8,17.78,1,2.22,1,2.22,4,8.89,0,0.0,0,0.0,0,0.0,0,0.0,1,2.22,0,0.0,5,11.11,3,6.67,2,4.44,1,2.22,1,2.22,1,2.22,0,0.0,0,0.0,14017
14,19,39,3,7.69,4,10.26,2,5.13,0,0.0,0,0.0,0,0.0,4,10.26,5,12.82,6,15.38,1,2.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.13,2,5.13,2,5.13,4,10.26,2,5.13,2,5.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14019
14,20,37,3,8.11,6,16.22,5,13.51,0,0.0,0,0.0,0,0.0,4,10.81,4,10.81,4,10.81,0,0.0,0,0.0,1,2.7,0,0.0,1,2.7,0,0.0,1,2.7,3,8.11,2,5.41,3,8.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14020
14,25,31,1,3.23,2,6.45,1,3.23,0,0.0,0,0.0,0,0.0,6,19.35,7,22.58,6,19.35,0,0.0,0,0.0,1,3.23,0,0.0,0,0.0,0,0.0,1,3.23,0,0.0,0,0.0,2,6.45,2,6.45,2,6.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14025
14,27,92,7,7.61,6,6.52,7,7.61,1,1.09,1,1.09,0,0.0,16,17.39,14,15.22,12,13.04,0,0.0,4,4.35,1,1.09,0,0.0,0,0.0,0,0.0,3,3.26,3,3.26,5,5.43,4,4.35,3,3.26,5,5.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14027
14,28,64,2,3.13,6,9.38,5,7.81,0,0.0,1,1.56,1,1.56,8,12.5,10,15.63,8,12.5,2,3.13,3,4.69,0,0.0,1,1.56,0,0.0,0,0.0,3,4.69,0,0.0,1,1.56,4,6.25,5,7.81,3,4.69,0,0.0,0,0.0,0,0.0,1,1.56,0,0.0,14028
14,30,19,0,0.0,0,0.0,1,5.26,3,15.79,2,10.53,1,5.26,3,15.79,3,15.79,2,10.53,0,0.0,0,0.0,0,0.0,2,10.53,0,0.0,0,0.0,1,5.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.26,0,0.0,14030
14,31,24,2,8.33,6,25.0,3,12.5,1,4.17,1,4.17,1,4.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.17,1,4.17,1,4.17,1,4.17,0,0.0,0,0.0,0,0.0,2,8.33,2,8.33,2,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14031
15,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15001
15,4,57,4,7.02,4,7.02,4,7.02,0,0.0,0,0.0,1,1.75,10,17.54,9,15.79,9,15.79,0,0.0,0,0.0,1,1.75,0,0.0,0,0.0,0,0.0,0,0.0,1,1.75,0,0.0,5,8.77,3,5.26,4,7.02,1,1.75,0,0.0,1,1.75,0,0.0,0,0.0,15004
15,5,35,2,5.71,5,14.29,3,8.57,0,0.0,1,2.86,0,0.0,4,11.43,6,17.14,4,11.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.86,0,0.0,0,0.0,0,0.0,2,5.71,3,8.57,2,5.71,0,0.0,0,0.0,1,2.86,0,0.0,1,2.86,15005
15,6,70,5,7.14,3,4.29,4,5.71,0,0.0,0,0.0,0,0.0,16,22.86,15,21.43,16,22.86,0,0.0,2,2.86,0,0.0,0,0.0,1,1.43,1,1.43,0,0.0,1,1.43,0,0.0,2,2.86,1,1.43,2,2.86,0,0.0,0,0.0,0,0.0,0,0.0,1,1.43,15006
15,8,35,3,8.57,4,11.43,4,11.43,0,0.0,0,0.0,0,0.0,2,5.71,2,5.71,2,5.71,3,8.57,2,5.71,1,2.86,0,0.0,0,0.0,1,2.86,0,0.0,0,0.0,0,0.0,3,8.57,3,8.57,4,11.43,0,0.0,0,0.0,1,2.86,0,0.0,0,0.0,15008
15,9,55,9,16.36,10,18.18,9,16.36,0,0.0,0,0.0,0,0.0,4,7.27,5,9.09,5,9.09,1,1.82,0,0.0,1,1.82,0,0.0,0,0.0,2,3.64,0,0.0,0,0.0,0,0.0,3,5.45,3,5.45,2,3.64,0,0.0,0,0.0,0,0.0,0,0.0,1,1.82,15009
15,10,53,2,3.77,3,5.66,3,5.66,0,0.0,2,3.77,0,0.0,9,16.98,9,16.98,9,16.98,0,0.0,0,0.0,1,1.89,0,0.0,1,1.89,0,0.0,0,0.0,1,1.89,0,0.0,4,7.55,4,7.55,4,7.55,1,1.89,0,0.0,0,0.0,0,0.0,0,0.0,15010
15,11,73,6,8.22,7,9.59,7,9.59,1,1.37,2,2.74,1,1.37,5,6.85,5,6.85,8,10.96,2,2.74,5,6.85,1,1.37,1,1.37,0,0.0,0,0.0,3,4.11,4,5.48,2,2.74,5,6.85,3,4.11,4,5.48,0,0.0,0,0.0,1,1.37,0,0.0,0,0.0,15011
