ward,precinct,total,Robert V. Boharic (Cruz),Robert V. Boharic (Cruz) Percent,Ebelio Paul Fuentes (Cruz),Ebelio Paul Fuentes (Cruz) Percent,Allison Ashby (Cruz),Allison Ashby (Cruz) Percent,Amy Hopcian (Christie),Amy Hopcian (Christie) Percent,Matthew Hickey (Christie),Matthew Hickey (Christie) Percent,Randy Kantner (Christie),Randy Kantner (Christie) Percent,Kevin Jayne (Trump),Kevin Jayne (Trump) Percent,Eric Sawchuk (Trump),Eric Sawchuk (Trump) Percent,Rolando Arellano (Trump),Rolando Arellano (Trump) Percent,Maureen Lydon (Bush),Maureen Lydon (Bush) Percent,Walter Zarnecki (Bush),Walter Zarnecki (Bush) Percent,Ramiro Gonzalez (Bush),Ramiro Gonzalez (Bush) Percent,Anna Igoe (Fiorina),Anna Igoe (Fiorina) Percent,Michael Houlihan (Fiorina),Michael Houlihan (Fiorina) Percent,James Kales (Fiorina),James Kales (Fiorina) Percent,Michael C. Dropka (Kasich),Michael C. Dropka (Kasich) Percent,Jesus Reyes Jr. (Kasich),Jesus Reyes Jr. (Kasich) Percent,Thomas A. Volini (Kasich),Thomas A. Volini (Kasich) Percent,Maria C. Moreno (Rubio),Maria C. Moreno (Rubio) Percent,Lionel Garcia (Rubio),Lionel Garcia (Rubio) Percent,Danielle Vlcek (Rubio),Danielle Vlcek (Rubio) Percent,Jennifer E. Bardy (Carson),Jennifer E. Bardy (Carson) Percent,Dieter O. Bardy (Carson),Dieter O. Bardy (Carson) Percent,Citlally Mancilla (Carson),Citlally Mancilla (Carson) Percent,Todd Peterson (Paul),Todd Peterson (Paul) Percent,Carlos Estrada (Paul),Carlos Estrada (Paul) Percent,precinct_id
31,28,79,10,12.66,10,12.66,10,12.66,0,0.0,0,0.0,0,0.0,7,8.86,8,10.13,9,11.39,1,1.27,2,2.53,0,0.0,0,0.0,0,0.0,0,0.0,2,2.53,2,2.53,3,3.8,5,6.33,5,6.33,2,2.53,0,0.0,0,0.0,1,1.27,0,0.0,2,2.53,31028
31,29,40,4,10.0,4,10.0,5,12.5,0,0.0,0,0.0,0,0.0,4,10.0,5,12.5,5,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,10.0,4,10.0,4,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.5,31029
31,30,33,2,6.06,2,6.06,0,0.0,0,0.0,0,0.0,0,0.0,4,12.12,6,18.18,5,15.15,0,0.0,0,0.0,0,0.0,1,3.03,0,0.0,0,0.0,1,3.03,1,3.03,0,0.0,4,12.12,2,6.06,4,12.12,0,0.0,0,0.0,0,0.0,0,0.0,1,3.03,31030
31,31,75,4,5.33,6,8.0,4,5.33,1,1.33,0,0.0,0,0.0,7,9.33,10,13.33,7,9.33,1,1.33,4,5.33,0,0.0,0,0.0,2,2.67,0,0.0,3,4.0,3,4.0,3,4.0,7,9.33,5,6.67,4,5.33,1,1.33,0,0.0,0,0.0,2,2.67,1,1.33,31031
31,32,69,6,8.7,10,14.49,6,8.7,0,0.0,0,0.0,0,0.0,14,20.29,11,15.94,9,13.04,0,0.0,0,0.0,1,1.45,0,0.0,0,0.0,0,0.0,2,2.9,1,1.45,0,0.0,3,4.35,1,1.45,2,2.9,0,0.0,0,0.0,2,2.9,0,0.0,1,1.45,31032
31,33,86,14,16.28,12,13.95,14,16.28,1,1.16,0,0.0,0,0.0,11,12.79,13,15.12,12,13.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.16,2,2.33,0,0.0,1,1.16,2,2.33,2,2.33,1,1.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31033
31,34,87,9,10.34,10,11.49,8,9.2,1,1.15,0,0.0,0,0.0,10,11.49,10,11.49,8,9.2,4,4.6,3,3.45,2,2.3,0,0.0,0,0.0,1,1.15,4,4.6,4,4.6,4,4.6,2,2.3,1,1.15,2,2.3,0,0.0,0,0.0,1,1.15,2,2.3,1,1.15,31034
31,35,132,17,12.88,14,10.61,17,12.88,2,1.52,0,0.0,0,0.0,14,10.61,14,10.61,11,8.33,0,0.0,1,0.76,2,1.52,1,0.76,0,0.0,1,0.76,5,3.79,3,2.27,3,2.27,11,8.33,9,6.82,7,5.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31035
31,36,53,7,13.21,6,11.32,6,11.32,0,0.0,0,0.0,1,1.89,7,13.21,6,11.32,7,13.21,0,0.0,0,0.0,1,1.89,0,0.0,0,0.0,0,0.0,1,1.89,2,3.77,1,1.89,2,3.77,2,3.77,3,5.66,0,0.0,0,0.0,0,0.0,0,0.0,1,1.89,31036
31,37,63,3,4.76,4,6.35,4,6.35,0,0.0,1,1.59,0,0.0,9,14.29,6,9.52,5,7.94,1,1.59,2,3.17,1,1.59,0,0.0,1,1.59,0,0.0,3,4.76,3,4.76,3,4.76,5,7.94,5,7.94,6,9.52,1,1.59,0,0.0,0,0.0,0,0.0,0,0.0,31037
31,38,42,4,9.52,5,11.9,5,11.9,0,0.0,1,2.38,0,0.0,6,14.29,4,9.52,4,9.52,1,2.38,0,0.0,2,4.76,0,0.0,0,0.0,1,2.38,0,0.0,0,0.0,0,0.0,3,7.14,3,7.14,2,4.76,1,2.38,0,0.0,0,0.0,0,0.0,0,0.0,31038
31,39,40,3,7.5,3,7.5,4,10.0,0,0.0,0,0.0,0,0.0,6,15.0,3,7.5,3,7.5,1,2.5,1,2.5,2,5.0,0,0.0,1,2.5,0,0.0,2,5.0,2,5.0,2,5.0,2,5.0,3,7.5,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,1,2.5,31039
31,40,65,7,10.77,9,13.85,10,15.38,0,0.0,0,0.0,0,0.0,5,7.69,5,7.69,5,7.69,1,1.54,0,0.0,2,3.08,1,1.54,1,1.54,0,0.0,3,4.62,4,6.15,4,6.15,3,4.62,1,1.54,0,0.0,0,0.0,0,0.0,0,0.0,1,1.54,3,4.62,31040
31,41,46,6,13.04,6,13.04,5,10.87,0,0.0,1,2.17,1,2.17,1,2.17,1,2.17,3,6.52,1,2.17,1,2.17,2,4.35,0,0.0,1,2.17,0,0.0,3,6.52,2,4.35,2,4.35,4,8.7,3,6.52,2,4.35,0,0.0,0,0.0,0,0.0,0,0.0,1,2.17,31041
32,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32001
32,3,121,13,10.74,10,8.26,8,6.61,1,0.83,0,0.0,2,1.65,10,8.26,9,7.44,10,8.26,0,0.0,1,0.83,1,0.83,1,0.83,0,0.0,1,0.83,14,11.57,11,9.09,11,9.09,7,5.79,3,2.48,3,2.48,0,0.0,0,0.0,1,0.83,2,1.65,2,1.65,32003
32,11,65,3,4.62,3,4.62,2,3.08,1,1.54,0,0.0,0,0.0,10,15.38,9,13.85,8,12.31,0,0.0,0,0.0,1,1.54,0,0.0,1,1.54,0,0.0,7,10.77,8,12.31,6,9.23,1,1.54,2,3.08,2,3.08,0,0.0,0,0.0,0,0.0,0,0.0,1,1.54,32011
32,12,38,3,7.89,3,7.89,4,10.53,0,0.0,0,0.0,0,0.0,3,7.89,3,7.89,3,7.89,0,0.0,1,2.63,0,0.0,0,0.0,0,0.0,0,0.0,3,7.89,3,7.89,3,7.89,3,7.89,3,7.89,3,7.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32012
32,14,90,8,8.89,7,7.78,8,8.89,0,0.0,0,0.0,0,0.0,8,8.89,4,4.44,5,5.56,0,0.0,1,1.11,1,1.11,0,0.0,1,1.11,0,0.0,11,12.22,13,14.44,12,13.33,2,2.22,4,4.44,2,2.22,1,1.11,1,1.11,1,1.11,0,0.0,0,0.0,32014
32,16,15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,1,6.67,1,6.67,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.33,2,13.33,2,13.33,2,13.33,1,6.67,2,13.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32016
32,17,81,8,9.88,8,9.88,9,11.11,0,0.0,0,0.0,0,0.0,10,12.35,11,13.58,8,9.88,0,0.0,1,1.23,0,0.0,0,0.0,0,0.0,0,0.0,7,8.64,6,7.41,5,6.17,3,3.7,2,2.47,2,2.47,0,0.0,0,0.0,0,0.0,1,1.23,0,0.0,32017
32,20,48,2,4.17,3,6.25,4,8.33,1,2.08,1,2.08,1,2.08,5,10.42,4,8.33,5,10.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,6.25,4,8.33,4,8.33,5,10.42,2,4.17,2,4.17,1,2.08,0,0.0,0,0.0,0,0.0,1,2.08,32020
32,22,120,9,7.5,9,7.5,8,6.67,0,0.0,0,0.0,0,0.0,13,10.83,9,7.5,8,6.67,0,0.0,1,0.83,1,0.83,1,0.83,1,0.83,1,0.83,16,13.33,17,14.17,17,14.17,4,3.33,3,2.5,2,1.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32022
32,26,127,8,6.3,8,6.3,8,6.3,0,0.0,0,0.0,0,0.0,12,9.45,11,8.66,10,7.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,14.17,16,12.6,17,13.39,6,4.72,6,4.72,7,5.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32026
32,28,84,3,3.57,4,4.76,3,3.57,1,1.19,0,0.0,0,0.0,9,10.71,7,8.33,8,9.52,1,1.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,11.9,12,14.29,12,14.29,4,4.76,4,4.76,3,3.57,1,1.19,0,0.0,0,0.0,1,1.19,1,1.19,32028
32,43,56,6,10.71,4,7.14,4,7.14,0,0.0,0,0.0,0,0.0,5,8.93,3,5.36,3,5.36,1,1.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,12.5,6,10.71,6,10.71,4,7.14,2,3.57,3,5.36,0,0.0,0,0.0,0,0.0,1,1.79,1,1.79,32043
33,1,83,10,12.05,12,14.46,9,10.84,0,0.0,0,0.0,0,0.0,6,7.23,5,6.02,5,6.02,0,0.0,0,0.0,0,0.0,1,1.2,0,0.0,0,0.0,8,9.64,8,9.64,9,10.84,3,3.61,3,3.61,2,2.41,1,1.2,1,1.2,0,0.0,0,0.0,0,0.0,33001
33,3,87,6,6.9,6,6.9,5,5.75,1,1.15,1,1.15,1,1.15,8,9.2,7,8.05,6,6.9,1,1.15,1,1.15,2,2.3,0,0.0,0,0.0,0,0.0,10,11.49,12,13.79,10,11.49,2,2.3,4,4.6,2,2.3,0,0.0,0,0.0,0,0.0,1,1.15,1,1.15,33003
33,4,167,11,6.59,10,5.99,11,6.59,0,0.0,1,0.6,0,0.0,27,16.17,22,13.17,23,13.77,1,0.6,0,0.0,2,1.2,2,1.2,0,0.0,0,0.0,9,5.39,9,5.39,9,5.39,9,5.39,6,3.59,7,4.19,4,2.4,0,0.0,1,0.6,2,1.2,1,0.6,33004
33,6,72,9,12.5,9,12.5,10,13.89,0,0.0,0,0.0,0,0.0,8,11.11,7,9.72,7,9.72,0,0.0,0,0.0,1,1.39,0,0.0,0,0.0,0,0.0,3,4.17,3,4.17,3,4.17,3,4.17,2,2.78,2,2.78,3,4.17,1,1.39,0,0.0,0,0.0,1,1.39,33006
33,7,33,3,9.09,3,9.09,3,9.09,0,0.0,0,0.0,0,0.0,5,15.15,5,15.15,4,12.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.06,2,6.06,2,6.06,1,3.03,0,0.0,0,0.0,1,3.03,0,0.0,0,0.0,1,3.03,1,3.03,33007
33,8,58,4,6.9,5,8.62,6,10.34,2,3.45,0,0.0,2,3.45,2,3.45,2,3.45,1,1.72,1,1.72,2,3.45,1,1.72,0,0.0,0,0.0,0,0.0,9,15.52,9,15.52,9,15.52,1,1.72,0,0.0,2,3.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33008
33,9,166,6,3.61,6,3.61,11,6.63,2,1.2,0,0.0,0,0.0,30,18.07,26,15.66,27,16.27,0,0.0,1,0.6,1,0.6,0,0.0,1,0.6,1,0.6,16,9.64,14,8.43,13,7.83,3,1.81,3,1.81,3,1.81,1,0.6,0,0.0,0,0.0,0,0.0,1,0.6,33009
33,10,118,5,4.24,9,7.63,3,2.54,1,0.85,1,0.85,0,0.0,19,16.1,19,16.1,16,13.56,1,0.85,1,0.85,4,3.39,0,0.0,0,0.0,0,0.0,10,8.47,10,8.47,8,6.78,5,4.24,2,1.69,2,1.69,1,0.85,0,0.0,0,0.0,1,0.85,0,0.0,33010
33,11,119,12,10.08,12,10.08,12,10.08,2,1.68,3,2.52,2,1.68,12,10.08,11,9.24,10,8.4,0,0.0,0,0.0,0,0.0,1,0.84,0,0.0,0,0.0,10,8.4,10,8.4,10,8.4,5,4.2,2,1.68,4,3.36,0,0.0,0,0.0,0,0.0,1,0.84,0,0.0,33011
33,12,114,10,8.77,8,7.02,9,7.89,0,0.0,0,0.0,0,0.0,14,12.28,15,13.16,11,9.65,1,0.88,1,0.88,1,0.88,1,0.88,0,0.0,0,0.0,7,6.14,9,7.89,8,7.02,5,4.39,5,4.39,5,4.39,1,0.88,0,0.0,0,0.0,1,0.88,2,1.75,33012
33,13,69,1,1.45,2,2.9,1,1.45,0,0.0,0,0.0,1,1.45,13,18.84,12,17.39,12,17.39,2,2.9,1,1.45,2,2.9,2,2.9,0,0.0,0,0.0,4,5.8,6,8.7,4,5.8,2,2.9,0,0.0,1,1.45,1,1.45,0,0.0,0,0.0,1,1.45,1,1.45,33013
33,14,45,5,11.11,6,13.33,5,11.11,0,0.0,0,0.0,0,0.0,5,11.11,6,13.33,6,13.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,8.89,4,8.89,4,8.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33014
33,15,116,7,6.03,11,9.48,10,8.62,0,0.0,1,0.86,0,0.0,11,9.48,12,10.34,12,10.34,2,1.72,1,0.86,3,2.59,0,0.0,0,0.0,0,0.0,9,7.76,8,6.9,8,6.9,7,6.03,6,5.17,4,3.45,2,1.72,1,0.86,1,0.86,0,0.0,0,0.0,33015
33,16,186,15,8.06,16,8.6,19,10.22,0,0.0,1,0.54,1,0.54,26,13.98,22,11.83,24,12.9,2,1.08,0,0.0,0,0.0,0,0.0,1,0.54,0,0.0,11,5.91,11,5.91,12,6.45,5,2.69,7,3.76,4,2.15,1,0.54,2,1.08,4,2.15,1,0.54,1,0.54,33016
33,17,149,11,7.38,9,6.04,10,6.71,2,1.34,1,0.67,0,0.0,18,12.08,15,10.07,17,11.41,2,1.34,1,0.67,1,0.67,1,0.67,1,0.67,0,0.0,10,6.71,11,7.38,11,7.38,9,6.04,8,5.37,6,4.03,0,0.0,1,0.67,0,0.0,2,1.34,2,1.34,33017
33,19,105,9,8.57,9,8.57,9,8.57,0,0.0,0,0.0,0,0.0,11,10.48,10,9.52,12,11.43,1,0.95,1,0.95,5,4.76,1,0.95,1,0.95,0,0.0,8,7.62,10,9.52,9,8.57,3,2.86,2,1.9,2,1.9,2,1.9,0,0.0,0,0.0,0,0.0,0,0.0,33019
33,20,114,5,4.39,6,5.26,8,7.02,2,1.75,1,0.88,2,1.75,12,10.53,13,11.4,10,8.77,1,0.88,1,0.88,1,0.88,0,0.0,0,0.0,1,0.88,11,9.65,11,9.65,10,8.77,5,4.39,6,5.26,7,6.14,0,0.0,0,0.0,0,0.0,0,0.0,1,0.88,33020
33,21,98,10,10.2,6,6.12,7,7.14,1,1.02,1,1.02,0,0.0,6,6.12,5,5.1,8,8.16,1,1.02,1,1.02,1,1.02,0,0.0,0,0.0,1,1.02,8,8.16,8,8.16,6,6.12,7,7.14,5,5.1,7,7.14,2,2.04,1,1.02,2,2.04,2,2.04,2,2.04,33021
33,22,95,4,4.21,3,3.16,3,3.16,1,1.05,0,0.0,0,0.0,18,18.95,15,15.79,15,15.79,2,2.11,1,1.05,1,1.05,1,1.05,1,1.05,1,1.05,3,3.16,4,4.21,3,3.16,7,7.37,5,5.26,4,4.21,1,1.05,1,1.05,1,1.05,0,0.0,0,0.0,33022
33,23,159,18,11.32,16,10.06,16,10.06,0,0.0,0,0.0,2,1.26,17,10.69,15,9.43,18,11.32,0,0.0,1,0.63,2,1.26,0,0.0,0,0.0,0,0.0,13,8.18,10,6.29,11,6.92,7,4.4,3,1.89,4,2.52,0,0.0,3,1.89,0,0.0,2,1.26,1,0.63,33023
33,25,122,11,9.02,11,9.02,13,10.66,0,0.0,0,0.0,0,0.0,11,9.02,13,10.66,10,8.2,2,1.64,2,1.64,0,0.0,0,0.0,0,0.0,0,0.0,12,9.84,9,7.38,11,9.02,2,1.64,4,3.28,4,3.28,1,0.82,2,1.64,1,0.82,2,1.64,1,0.82,33025
33,26,93,8,8.6,8,8.6,9,9.68,2,2.15,1,1.08,0,0.0,11,11.83,10,10.75,9,9.68,1,1.08,1,1.08,0,0.0,1,1.08,0,0.0,0,0.0,6,6.45,7,7.53,6,6.45,2,2.15,4,4.3,3,3.23,2,2.15,1,1.08,0,0.0,0,0.0,1,1.08,33026
33,27,149,6,4.03,9,6.04,9,6.04,0,0.0,1,0.67,0,0.0,14,9.4,14,9.4,13,8.72,5,3.36,3,2.01,6,4.03,0,0.0,1,0.67,1,0.67,4,2.68,4,2.68,4,2.68,18,12.08,19,12.75,13,8.72,2,1.34,1,0.67,1,0.67,0,0.0,1,0.67,33027
33,28,80,6,7.5,5,6.25,5,6.25,0,0.0,0,0.0,0,0.0,6,7.5,6,7.5,5,6.25,2,2.5,2,2.5,0,0.0,0,0.0,1,1.25,0,0.0,8,10.0,7,8.75,5,6.25,8,10.0,7,8.75,6,7.5,1,1.25,0,0.0,0,0.0,0,0.0,0,0.0,33028
35,1,105,6,5.71,7,6.67,6,5.71,1,0.95,0,0.0,0,0.0,13,12.38,12,11.43,11,10.48,2,1.9,4,3.81,2,1.9,2,1.9,1,0.95,0,0.0,4,3.81,6,5.71,5,4.76,8,7.62,6,5.71,6,5.71,1,0.95,0,0.0,0,0.0,1,0.95,1,0.95,35001
35,2,124,10,8.06,10,8.06,12,9.68,0,0.0,0,0.0,0,0.0,15,12.1,15,12.1,17,13.71,0,0.0,1,0.81,0,0.0,0,0.0,0,0.0,0,0.0,12,9.68,12,9.68,10,8.06,1,0.81,3,2.42,2,1.61,1,0.81,0,0.0,1,0.81,1,0.81,1,0.81,35002
35,3,45,0,0.0,1,2.22,0,0.0,0,0.0,1,2.22,1,2.22,9,20.0,7,15.56,7,15.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.22,2,4.44,3,6.67,4,8.89,3,6.67,3,6.67,1,2.22,0,0.0,0,0.0,1,2.22,1,2.22,35003
35,4,109,8,7.34,8,7.34,8,7.34,0,0.0,0,0.0,1,0.92,11,10.09,12,11.01,13,11.93,1,0.92,1,0.92,1,0.92,0,0.0,0,0.0,0,0.0,10,9.17,10,9.17,9,8.26,5,4.59,3,2.75,3,2.75,1,0.92,1,0.92,1,0.92,1,0.92,1,0.92,35004
35,5,55,3,5.45,4,7.27,2,3.64,0,0.0,0,0.0,0,0.0,6,10.91,5,9.09,6,10.91,0,0.0,0,0.0,0,0.0,1,1.82,0,0.0,0,0.0,4,7.27,4,7.27,5,9.09,6,10.91,5,9.09,4,7.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35005
35,6,71,6,8.45,6,8.45,6,8.45,1,1.41,0,0.0,0,0.0,13,18.31,13,18.31,14,19.72,0,0.0,3,4.23,0,0.0,0,0.0,1,1.41,0,0.0,2,2.82,2,2.82,1,1.41,1,1.41,2,2.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35006
35,7,40,3,7.5,4,10.0,4,10.0,0,0.0,0,0.0,0,0.0,5,12.5,4,10.0,6,15.0,0,0.0,0,0.0,1,2.5,0,0.0,0,0.0,0,0.0,2,5.0,3,7.5,2,5.0,2,5.0,2,5.0,2,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35007
35,8,48,5,10.42,6,12.5,6,12.5,0,0.0,2,4.17,1,2.08,5,10.42,3,6.25,3,6.25,0,0.0,0,0.0,2,4.17,1,2.08,1,2.08,1,2.08,1,2.08,2,4.17,1,2.08,2,4.17,2,4.17,2,4.17,0,0.0,0,0.0,0,0.0,1,2.08,1,2.08,35008
35,9,80,4,5.0,7,8.75,5,6.25,0,0.0,0,0.0,0,0.0,12,15.0,11,13.75,10,12.5,0,0.0,1,1.25,0,0.0,0,0.0,0,0.0,0,0.0,4,5.0,2,2.5,5,6.25,7,8.75,6,7.5,5,6.25,0,0.0,0,0.0,1,1.25,0,0.0,0,0.0,35009
35,10,64,2,3.13,5,7.81,6,9.38,0,0.0,0,0.0,0,0.0,5,7.81,5,7.81,6,9.38,1,1.56,1,1.56,0,0.0,1,1.56,0,0.0,0,0.0,7,10.94,7,10.94,7,10.94,5,7.81,3,4.69,1,1.56,2,3.13,0,0.0,0,0.0,0,0.0,0,0.0,35010
35,11,89,7,7.87,5,5.62,5,5.62,0,0.0,2,2.25,0,0.0,10,11.24,9,10.11,8,8.99,0,0.0,3,3.37,0,0.0,0,0.0,0,0.0,0,0.0,8,8.99,8,8.99,7,7.87,5,5.62,4,4.49,4,4.49,2,2.25,0,0.0,0,0.0,0,0.0,2,2.25,35011
35,12,34,4,11.76,4,11.76,5,14.71,2,5.88,1,2.94,1,2.94,4,11.76,3,8.82,1,2.94,1,2.94,2,5.88,2,5.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.88,1,2.94,1,2.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35012
35,13,48,1,2.08,3,6.25,3,6.25,0,0.0,1,2.08,0,0.0,4,8.33,3,6.25,4,8.33,1,2.08,1,2.08,2,4.17,0,0.0,0,0.0,0,0.0,4,8.33,3,6.25,3,6.25,6,12.5,2,4.17,3,6.25,1,2.08,1,2.08,1,2.08,0,0.0,1,2.08,35013
35,14,44,1,2.27,1,2.27,2,4.55,0,0.0,0,0.0,0,0.0,5,11.36,5,11.36,6,13.64,0,0.0,0,0.0,0,0.0,0,0.0,1,2.27,0,0.0,2,4.55,2,4.55,2,4.55,5,11.36,4,9.09,5,11.36,0,0.0,1,2.27,2,4.55,0,0.0,0,0.0,35014
35,15,61,5,8.2,5,8.2,6,9.84,0,0.0,0,0.0,0,0.0,6,9.84,6,9.84,6,9.84,0,0.0,0,0.0,2,3.28,0,0.0,0,0.0,0,0.0,2,3.28,3,4.92,3,4.92,3,4.92,4,6.56,4,6.56,1,1.64,1,1.64,1,1.64,2,3.28,1,1.64,35015
35,16,27,6,22.22,6,22.22,5,18.52,0,0.0,0,0.0,0,0.0,1,3.7,1,3.7,1,3.7,0,0.0,0,0.0,1,3.7,0,0.0,0,0.0,0,0.0,0,0.0,1,3.7,0,0.0,3,11.11,1,3.7,1,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35016
35,17,76,4,5.26,2,2.63,1,1.32,0,0.0,0,0.0,0,0.0,4,5.26,4,5.26,5,6.58,1,1.32,0,0.0,1,1.32,2,2.63,1,1.32,1,1.32,7,9.21,8,10.53,6,7.89,8,10.53,8,10.53,8,10.53,0,0.0,0,0.0,0,0.0,3,3.95,2,2.63,35017
35,18,25,3,12.0,4,16.0,3,12.0,0,0.0,0,0.0,0,0.0,3,12.0,3,12.0,3,12.0,0,0.0,0,0.0,1,4.0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,2,8.0,0,0.0,0,0.0,0,0.0,1,4.0,35018
35,19,35,6,17.14,5,14.29,5,14.29,0,0.0,0,0.0,0,0.0,3,8.57,1,2.86,2,5.71,1,2.86,1,2.86,0,0.0,0,0.0,0,0.0,0,0.0,1,2.86,2,5.71,1,2.86,3,8.57,1,2.86,2,5.71,0,0.0,0,0.0,1,2.86,0,0.0,0,0.0,35019
35,20,54,5,9.26,6,11.11,5,9.26,0,0.0,1,1.85,0,0.0,7,12.96,7,12.96,8,14.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,5.56,4,7.41,3,5.56,1,1.85,3,5.56,1,1.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35020
35,21,83,11,13.25,11,13.25,10,12.05,0,0.0,1,1.2,0,0.0,7,8.43,6,7.23,4,4.82,1,1.2,1,1.2,1,1.2,1,1.2,0,0.0,0,0.0,7,8.43,6,7.23,5,6.02,4,4.82,1,1.2,1,1.2,2,2.41,2,2.41,1,1.2,0,0.0,0,0.0,35021
35,22,123,3,2.44,3,2.44,5,4.07,0,0.0,1,0.81,0,0.0,15,12.2,14,11.38,16,13.01,1,0.81,3,2.44,3,2.44,0,0.0,1,0.81,0,0.0,9,7.32,9,7.32,9,7.32,10,8.13,6,4.88,7,5.69,1,0.81,1,0.81,1,0.81,3,2.44,2,1.63,35022
35,23,88,4,4.55,5,5.68,4,4.55,1,1.14,1,1.14,0,0.0,16,18.18,15,17.05,17,19.32,2,2.27,2,2.27,1,1.14,0,0.0,0,0.0,0,0.0,3,3.41,3,3.41,5,5.68,4,4.55,0,0.0,3,3.41,1,1.14,0,0.0,0,0.0,1,1.14,0,0.0,35023
35,24,83,7,8.43,10,12.05,8,9.64,1,1.2,0,0.0,1,1.2,8,9.64,8,9.64,8,9.64,1,1.2,2,2.41,3,3.61,0,0.0,0,0.0,0,0.0,3,3.61,4,4.82,2,2.41,4,4.82,5,6.02,3,3.61,2,2.41,1,1.2,0,0.0,1,1.2,1,1.2,35024
35,25,72,11,15.28,10,13.89,8,11.11,1,1.39,0,0.0,0,0.0,5,6.94,3,4.17,3,4.17,0,0.0,1,1.39,1,1.39,0,0.0,0,0.0,0,0.0,4,5.56,5,6.94,6,8.33,5,6.94,4,5.56,2,2.78,1,1.39,0,0.0,0,0.0,1,1.39,1,1.39,35025
35,26,105,9,8.57,11,10.48,9,8.57,1,0.95,0,0.0,0,0.0,13,12.38,14,13.33,13,12.38,3,2.86,1,0.95,2,1.9,0,0.0,1,0.95,0,0.0,3,2.86,5,4.76,3,2.86,6,5.71,4,3.81,3,2.86,1,0.95,2,1.9,0,0.0,0,0.0,1,0.95,35026
35,27,90,7,7.78,6,6.67,7,7.78,0,0.0,0,0.0,0,0.0,15,16.67,14,15.56,12,13.33,0,0.0,0,0.0,4,4.44,0,0.0,0,0.0,0,0.0,6,6.67,5,5.56,4,4.44,6,6.67,1,1.11,1,1.11,0,0.0,0,0.0,0,0.0,0,0.0,2,2.22,35027
35,28,99,7,7.07,5,5.05,6,6.06,0,0.0,0,0.0,0,0.0,11,11.11,12,12.12,13,13.13,4,4.04,7,7.07,4,4.04,0,0.0,0,0.0,0,0.0,6,6.06,7,7.07,6,6.06,3,3.03,5,5.05,2,2.02,0,0.0,0,0.0,0,0.0,0,0.0,1,1.01,35028
35,29,71,6,8.45,6,8.45,6,8.45,0,0.0,1,1.41,0,0.0,10,14.08,8,11.27,7,9.86,1,1.41,2,2.82,0,0.0,1,1.41,0,0.0,1,1.41,2,2.82,1,1.41,1,1.41,5,7.04,4,5.63,5,7.04,0,0.0,1,1.41,0,0.0,2,2.82,1,1.41,35029
