ward,precinct,total,Dale Charletta (Trump),Dale Charletta (Trump) Percent,Gregg Fletcher (Trump),Gregg Fletcher (Trump) Percent,Renard Harvey (Trump),Renard Harvey (Trump) Percent,Alexandra Dumezich (Bush),Alexandra Dumezich (Bush) Percent,Kathleen R. Rudis (Bush),Kathleen R. Rudis (Bush) Percent,Timothy J. Rudis (Bush),Timothy J. Rudis (Bush) Percent,Laura Elsner (Cruz),Laura Elsner (Cruz) Percent,Megan T. Jurewicz (Cruz),Megan T. Jurewicz (Cruz) Percent,Cynthia L. Gilles (Cruz),Cynthia L. Gilles (Cruz) Percent,Kristen McChesney (Christie),Kristen McChesney (Christie) Percent,William S. Senf (Christie),William S. Senf (Christie) Percent,Kelly A. Senf (Christie),Kelly A. Senf (Christie) Percent,Daniel Marzano (Fiorina),Daniel Marzano (Fiorina) Percent,Danielle Marzano (Fiorina),Danielle Marzano (Fiorina) Percent,James ''Jim'' Talbot (Fiorina),James ''Jim'' Talbot (Fiorina) Percent,Dean A. Casper Jr. (Kasich),Dean A. Casper Jr. (Kasich) Percent,Jeannie Young Evans (Kasich),Jeannie Young Evans (Kasich) Percent,Kevin Truitt (Carson),Kevin Truitt (Carson) Percent,Katherine L. Mays (Carson),Katherine L. Mays (Carson) Percent,Diane E. Wilczak (Carson),Diane E. Wilczak (Carson) Percent,Matthew Foldi (Rubio),Matthew Foldi (Rubio) Percent,Kathy Hilton (Rubio),Kathy Hilton (Rubio) Percent,precinct_id
17,4,7,1,14.29,3,42.86,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17004
17,5,17,2,11.76,3,17.65,2,11.76,1,5.88,2,11.76,0,0.0,0,0.0,0,0.0,0,0.0,1,5.88,0,0.0,0,0.0,0,0.0,1,5.88,1,5.88,0,0.0,0,0.0,2,11.76,1,5.88,1,5.88,0,0.0,0,0.0,17005
17,6,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17006
17,8,10,2,20.0,2,20.0,2,20.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17008
17,9,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,17009
17,10,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17010
17,11,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17011
17,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17012
17,13,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,17013
17,15,17,3,17.65,2,11.76,3,17.65,1,5.88,1,5.88,1,5.88,0,0.0,0,0.0,0,0.0,1,5.88,1,5.88,1,5.88,0,0.0,0,0.0,0,0.0,1,5.88,1,5.88,1,5.88,0,0.0,0,0.0,0,0.0,0,0.0,17015
17,16,22,1,4.55,3,13.64,2,9.09,1,4.55,2,9.09,2,9.09,4,18.18,2,9.09,2,9.09,0,0.0,1,4.55,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,0,0.0,0,0.0,17016
17,17,24,5,20.83,5,20.83,5,20.83,1,4.17,0,0.0,1,4.17,1,4.17,2,8.33,2,8.33,0,0.0,1,4.17,0,0.0,0,0.0,1,4.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17017
17,18,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,2,33.33,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,17018
17,20,8,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,17020
17,21,10,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,17021
17,22,5,1,20.0,2,40.0,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17022
17,23,8,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,17023
17,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17024
17,25,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17025
17,26,12,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,3,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,1,8.33,0,0.0,0,0.0,17026
17,27,16,3,18.75,3,18.75,3,18.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,1,6.25,1,6.25,2,12.5,1,6.25,17027
17,28,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,17028
17,29,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17029
17,30,69,11,15.94,12,17.39,12,17.39,2,2.9,2,2.9,1,1.45,5,7.25,4,5.8,6,8.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.45,0,0.0,1,1.45,2,2.9,1,1.45,3,4.35,3,4.35,17030
17,32,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17032
17,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17033
17,34,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17034
17,35,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,17035
17,36,4,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17036
17,37,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17037
17,38,8,1,12.5,1,12.5,1,12.5,1,12.5,1,12.5,1,12.5,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17038
17,39,12,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,2,16.67,0,0.0,1,8.33,0,0.0,0,0.0,1,8.33,17039
17,40,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17040
17,41,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,17041
18,1,18,1,5.56,1,5.56,1,5.56,0,0.0,0,0.0,0,0.0,2,11.11,2,11.11,3,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.11,3,16.67,18001
18,2,78,13,16.67,14,17.95,11,14.1,1,1.28,1,1.28,0,0.0,5,6.41,5,6.41,7,8.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.28,4,5.13,4,5.13,2,2.56,0,0.0,1,1.28,3,3.85,4,5.13,18002
18,3,120,21,17.5,24,20.0,21,17.5,0,0.0,0,0.0,0,0.0,12,10.0,10,8.33,11,9.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,2.5,3,2.5,0,0.0,0,0.0,0,0.0,5,4.17,5,4.17,18003
18,4,13,2,15.38,2,15.38,2,15.38,0,0.0,0,0.0,0,0.0,3,23.08,2,15.38,2,15.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18004
18,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18005
18,6,162,27,16.67,26,16.05,26,16.05,0,0.0,2,1.23,1,0.62,20,12.35,20,12.35,18,11.11,0,0.0,0,0.0,0,0.0,0,0.0,1,0.62,0,0.0,5,3.09,3,1.85,0,0.0,1,0.62,1,0.62,4,2.47,4,2.47,18006
18,7,33,4,12.12,3,9.09,3,9.09,0,0.0,0,0.0,0,0.0,7,21.21,7,21.21,6,18.18,0,0.0,0,0.0,0,0.0,0,0.0,1,3.03,0,0.0,0,0.0,1,3.03,0,0.0,0,0.0,0,0.0,1,3.03,0,0.0,18007
18,8,25,9,36.0,8,32.0,8,32.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18008
18,9,29,2,6.9,2,6.9,1,3.45,0,0.0,0,0.0,0,0.0,4,13.79,3,10.34,4,13.79,0,0.0,1,3.45,0,0.0,0,0.0,0,0.0,1,3.45,3,10.34,3,10.34,1,3.45,1,3.45,1,3.45,1,3.45,0,0.0,18009
18,10,16,3,18.75,2,12.5,2,12.5,0,0.0,0,0.0,0,0.0,1,6.25,1,6.25,2,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,12.5,2,12.5,0,0.0,0,0.0,1,6.25,0,0.0,0,0.0,18010
18,11,60,15,25.0,15,25.0,15,25.0,0,0.0,0,0.0,1,1.67,3,5.0,1,1.67,2,3.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.67,1,1.67,0,0.0,2,3.33,2,3.33,18011
18,12,31,4,12.9,3,9.68,2,6.45,1,3.23,0,0.0,0,0.0,2,6.45,2,6.45,2,6.45,0,0.0,1,3.23,0,0.0,0,0.0,0,0.0,0,0.0,3,9.68,2,6.45,0,0.0,1,3.23,0,0.0,3,9.68,2,6.45,18012
18,13,15,2,13.33,2,13.33,2,13.33,0,0.0,0,0.0,0,0.0,2,13.33,1,6.67,2,13.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,1,6.67,18013
18,14,12,2,16.67,2,16.67,2,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,18014
18,15,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18015
18,16,22,4,18.18,5,22.73,4,18.18,1,4.55,0,0.0,1,4.55,1,4.55,1,4.55,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,1,4.55,0,0.0,0,0.0,1,4.55,1,4.55,0,0.0,0,0.0,18016
18,17,33,7,21.21,5,15.15,5,15.15,0,0.0,0,0.0,0,0.0,1,3.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,12.12,5,15.15,1,3.03,0,0.0,0,0.0,2,6.06,1,3.03,18017
18,18,10,1,10.0,2,20.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,2,20.0,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,18018
18,19,9,2,22.22,1,11.11,2,22.22,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,1,11.11,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,18019
18,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18020
18,21,31,4,12.9,4,12.9,2,6.45,3,9.68,2,6.45,2,6.45,1,3.23,1,3.23,2,6.45,0,0.0,0,0.0,1,3.23,0,0.0,0,0.0,0,0.0,1,3.23,0,0.0,0,0.0,0,0.0,0,0.0,2,6.45,2,6.45,18021
18,22,22,3,13.64,3,13.64,3,13.64,0,0.0,0,0.0,1,4.55,1,4.55,1,4.55,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,0,0.0,2,9.09,2,9.09,1,4.55,0,0.0,0,0.0,1,4.55,1,4.55,18022
18,23,30,8,26.67,8,26.67,8,26.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.33,0,0.0,0,0.0,1,3.33,0,0.0,0,0.0,0,0.0,0,0.0,1,3.33,0,0.0,0,0.0,0,0.0,1,3.33,1,3.33,18023
18,26,26,2,7.69,2,7.69,2,7.69,1,3.85,0,0.0,0,0.0,3,11.54,3,11.54,3,11.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.85,0,0.0,0,0.0,3,11.54,3,11.54,3,11.54,0,0.0,0,0.0,18026
18,27,24,3,12.5,4,16.67,3,12.5,0,0.0,3,12.5,2,8.33,2,8.33,1,4.17,0,0.0,0,0.0,0,0.0,0,0.0,1,4.17,0,0.0,0,0.0,1,4.17,0,0.0,1,4.17,0,0.0,0,0.0,2,8.33,0,0.0,18027
18,28,149,28,18.79,31,20.81,29,19.46,2,1.34,2,1.34,1,0.67,9,6.04,9,6.04,8,5.37,1,0.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,5.37,5,3.36,2,1.34,2,1.34,1,0.67,3,2.01,3,2.01,18028
18,29,92,14,15.22,13,14.13,14,15.22,1,1.09,3,3.26,1,1.09,8,8.7,9,9.78,9,9.78,1,1.09,0,0.0,1,1.09,0,0.0,1,1.09,0,0.0,3,3.26,1,1.09,0,0.0,2,2.17,1,1.09,3,3.26,3,3.26,18029
18,31,14,1,7.14,2,14.29,1,7.14,0,0.0,1,7.14,0,0.0,2,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.29,0,0.0,0,0.0,0,0.0,0,0.0,2,14.29,2,14.29,18031
18,32,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,18032
18,33,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18033
18,34,35,4,11.43,6,17.14,4,11.43,0,0.0,0,0.0,0,0.0,5,14.29,5,14.29,5,14.29,0,0.0,1,2.86,0,0.0,1,2.86,0,0.0,0,0.0,1,2.86,1,2.86,0,0.0,1,2.86,1,2.86,0,0.0,0,0.0,18034
18,35,13,2,15.38,2,15.38,2,15.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,2,15.38,1,7.69,0,0.0,0,0.0,18035
18,36,70,11,15.71,11,15.71,11,15.71,0,0.0,1,1.43,0,0.0,4,5.71,4,5.71,4,5.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,4.29,3,4.29,0,0.0,0,0.0,0,0.0,6,8.57,6,8.57,18036
18,37,16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,18.75,2,12.5,3,18.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,1,6.25,1,6.25,2,12.5,1,6.25,1,6.25,18037
18,38,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,18038
18,39,12,2,16.67,3,25.0,2,16.67,0,0.0,0,0.0,1,8.33,1,8.33,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,18039
18,41,21,5,23.81,5,23.81,5,23.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.76,0,0.0,0,0.0,0,0.0,0,0.0,1,4.76,1,4.76,0,0.0,0,0.0,0,0.0,1,4.76,1,4.76,18041
18,42,21,0,0.0,0,0.0,1,4.76,0,0.0,1,4.76,0,0.0,3,14.29,4,19.05,3,14.29,2,9.52,0,0.0,2,9.52,1,4.76,0,0.0,0,0.0,2,9.52,1,4.76,1,4.76,0,0.0,0,0.0,0,0.0,0,0.0,18042
18,44,172,32,18.6,34,19.77,32,18.6,4,2.33,1,0.58,1,0.58,20,11.63,19,11.05,15,8.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.58,5,2.91,3,1.74,0,0.0,0,0.0,2,1.16,2,1.16,1,0.58,18044
18,45,39,7,17.95,8,20.51,6,15.38,2,5.13,0,0.0,2,5.13,2,5.13,1,2.56,1,2.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.56,0,0.0,0,0.0,0,0.0,0,0.0,3,7.69,3,7.69,18045
18,47,11,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,2,18.18,1,9.09,2,18.18,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,1,9.09,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,18047
18,48,9,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18048
18,49,25,3,12.0,3,12.0,3,12.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,20.0,6,24.0,18049
18,50,11,1,9.09,2,18.18,1,9.09,0,0.0,0,0.0,0,0.0,2,18.18,2,18.18,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18050
19,2,105,16,15.24,16,15.24,16,15.24,0,0.0,1,0.95,0,0.0,8,7.62,8,7.62,8,7.62,0,0.0,0,0.0,1,0.95,0,0.0,0,0.0,0,0.0,8,7.62,6,5.71,2,1.9,2,1.9,2,1.9,4,3.81,4,3.81,19002
19,5,97,16,16.49,15,15.46,16,16.49,1,1.03,2,2.06,2,2.06,6,6.19,3,3.09,2,2.06,0,0.0,0,0.0,1,1.03,0,0.0,0,0.0,0,0.0,12,12.37,10,10.31,2,2.06,1,1.03,1,1.03,3,3.09,3,3.09,19005
19,10,15,2,13.33,3,20.0,2,13.33,2,13.33,1,6.67,2,13.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,1,6.67,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,19010
19,11,15,2,13.33,2,13.33,2,13.33,0,0.0,0,0.0,0,0.0,2,13.33,2,13.33,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.33,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19011
19,13,30,4,13.33,4,13.33,4,13.33,0,0.0,0,0.0,0,0.0,4,13.33,4,13.33,3,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.67,1,3.33,0,0.0,0,0.0,0,0.0,1,3.33,2,6.67,19013
19,14,177,14,7.91,16,9.04,17,9.6,3,1.69,2,1.13,4,2.26,8,4.52,7,3.95,9,5.08,0,0.0,0,0.0,1,0.56,2,1.13,3,1.69,0,0.0,25,14.12,21,11.86,2,1.13,1,0.56,1,0.56,14,7.91,14,7.91,19014
19,20,35,6,17.14,7,20.0,6,17.14,0,0.0,0,0.0,0,0.0,2,5.71,2,5.71,2,5.71,2,5.71,0,0.0,0,0.0,0,0.0,1,2.86,0,0.0,1,2.86,2,5.71,0,0.0,0,0.0,0,0.0,1,2.86,1,2.86,19020
19,25,26,2,7.69,4,15.38,2,7.69,0,0.0,0,0.0,0,0.0,2,7.69,1,3.85,2,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,11.54,3,11.54,0,0.0,1,3.85,0,0.0,2,7.69,1,3.85,19025
19,27,80,7,8.75,8,10.0,7,8.75,1,1.25,0,0.0,1,1.25,11,13.75,12,15.0,14,17.5,0,0.0,0,0.0,0,0.0,0,0.0,2,2.5,1,1.25,4,5.0,3,3.75,0,0.0,1,1.25,2,2.5,3,3.75,2,2.5,19027
19,28,35,4,11.43,4,11.43,4,11.43,1,2.86,0,0.0,0,0.0,2,5.71,3,8.57,2,5.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.71,2,5.71,4,11.43,3,8.57,1,2.86,1,2.86,1,2.86,19028
19,31,165,27,16.36,27,16.36,24,14.55,1,0.61,0,0.0,0,0.0,11,6.67,14,8.48,12,7.27,1,0.61,0,0.0,0,0.0,1,0.61,0,0.0,0,0.0,14,8.48,14,8.48,0,0.0,0,0.0,0,0.0,7,4.24,6,3.64,19031
19,36,91,18,19.78,17,18.68,15,16.48,1,1.1,0,0.0,0,0.0,3,3.3,2,2.2,4,4.4,1,1.1,0,0.0,0,0.0,0,0.0,2,2.2,0,0.0,10,10.99,9,9.89,1,1.1,1,1.1,0,0.0,3,3.3,2,2.2,19036
19,37,68,13,19.12,10,14.71,9,13.24,0,0.0,0,0.0,0,0.0,6,8.82,6,8.82,6,8.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,8.82,7,10.29,1,1.47,0,0.0,0,0.0,2,2.94,1,1.47,19037
19,38,84,13,15.48,11,13.1,11,13.1,1,1.19,1,1.19,1,1.19,7,8.33,6,7.14,6,7.14,0,0.0,0,0.0,1,1.19,0,0.0,0,0.0,0,0.0,4,4.76,4,4.76,2,2.38,2,2.38,1,1.19,6,7.14,3,3.57,19038
19,39,13,3,23.08,3,23.08,3,23.08,0,0.0,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,19039
