ward,precinct,total,Phyllis Demarco (Cruz),Phyllis Demarco (Cruz) Percent,Sara Marie Lamantia (Cruz),Sara Marie Lamantia (Cruz) Percent,Brad Messervey (Cruz),Brad Messervey (Cruz) Percent,James Ignatowski (Trump),James Ignatowski (Trump) Percent,Steve Bayne (Trump),Steve Bayne (Trump) Percent,Cathryn Biga (Trump),Cathryn Biga (Trump) Percent,Angelo ''Skip'' Saviano (Bush),Angelo ''Skip'' Saviano (Bush) Percent,Amy S. Findlay (Bush),Amy S. Findlay (Bush) Percent,Heather E. Way Kitzes (Christie),Heather E. Way Kitzes (Christie) Percent,Ashvin Lad (Christie),Ashvin Lad (Christie) Percent,Alexander Doberstein (Christie),Alexander Doberstein (Christie) Percent,Scott Newhall (Fiorina),Scott Newhall (Fiorina) Percent,Lucinda ''Cindy'' Burke (Fiorina),Lucinda ''Cindy'' Burke (Fiorina) Percent,Robert Bedell (Fiorina),Robert Bedell (Fiorina) Percent,Ryan P. McNicholas (Kasich),Ryan P. McNicholas (Kasich) Percent,Paul A. Laliberte (Kasich),Paul A. Laliberte (Kasich) Percent,Richard J. Veenstra (Kasich),Richard J. Veenstra (Kasich) Percent,Jonathon H. Luers (Carson),Jonathon H. Luers (Carson) Percent,Evan Jane Ellman (Carson),Evan Jane Ellman (Carson) Percent,Laura M. Urbik Kern (Carson),Laura M. Urbik Kern (Carson) Percent,Sophia Babiarz (Paul),Sophia Babiarz (Paul) Percent,Earon Shaw Rein (Paul),Earon Shaw Rein (Paul) Percent,Sean T. Noonan (Rubio),Sean T. Noonan (Rubio) Percent,Laura Mary Kotelman (Rubio),Laura Mary Kotelman (Rubio) Percent,William C. Beck (Rubio),William C. Beck (Rubio) Percent,precinct_id
44,31,211,14,6.64,13,6.16,13,6.16,15,7.11,15,7.11,16,7.58,1,0.47,3,1.42,1,0.47,0,0.0,0,0.0,1,0.47,1,0.47,1,0.47,24,11.37,31,14.69,28,13.27,4,1.9,0,0.0,0,0.0,1,0.47,1,0.47,10,4.74,6,2.84,9,4.27,44031
44,32,295,19,6.44,21,7.12,16,5.42,19,6.44,15,5.08,21,7.12,3,1.02,1,0.34,2,0.68,1,0.34,0,0.0,0,0.0,0,0.0,0,0.0,39,13.22,47,15.93,46,15.59,3,1.02,1,0.34,2,0.68,3,1.02,1,0.34,11,3.73,9,3.05,12,4.07,44032
44,33,100,9,9.0,10,10.0,9,9.0,5,5.0,6,6.0,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,12.0,15,15.0,12,12.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,7,7.0,4,4.0,5,5.0,44033
44,34,206,11,5.34,14,6.8,13,6.31,15,7.28,16,7.77,14,6.8,0,0.0,2,0.97,1,0.49,0,0.0,1,0.49,0,0.0,0,0.0,1,0.49,24,11.65,30,14.56,30,14.56,0,0.0,0,0.0,0,0.0,2,0.97,1,0.49,10,4.85,10,4.85,10,4.85,44034
44,36,211,7,3.32,7,3.32,9,4.27,12,5.69,15,7.11,16,7.58,2,0.95,2,0.95,0,0.0,2,0.95,0,0.0,0,0.0,2,0.95,1,0.47,28,13.27,44,20.85,43,20.38,1,0.47,1,0.47,0,0.0,1,0.47,1,0.47,9,4.27,4,1.9,3,1.42,44036
44,37,185,11,5.95,11,5.95,10,5.41,14,7.57,13,7.03,13,7.03,0,0.0,2,1.08,0,0.0,1,0.54,1,0.54,0,0.0,0,0.0,0,0.0,15,8.11,23,12.43,23,12.43,0,0.0,0,0.0,0,0.0,3,1.62,3,1.62,14,7.57,14,7.57,13,7.03,44037
44,38,301,12,3.99,13,4.32,12,3.99,14,4.65,16,5.32,12,3.99,2,0.66,4,1.33,3,1.0,1,0.33,1,0.33,2,0.66,2,0.66,0,0.0,36,11.96,48,15.95,47,15.61,4,1.33,2,0.66,1,0.33,2,0.66,2,0.66,23,7.64,18,5.98,22,7.31,44038
44,39,340,15,4.41,16,4.71,15,4.41,16,4.71,16,4.71,14,4.12,1,0.29,4,1.18,0,0.0,0,0.0,1,0.29,1,0.29,3,0.88,1,0.29,43,12.65,54,15.88,52,15.29,2,0.59,0,0.0,1,0.29,5,1.47,4,1.18,27,7.94,25,7.35,24,7.06,44039
44,40,289,12,4.15,11,3.81,11,3.81,25,8.65,26,9.0,26,9.0,1,0.35,1,0.35,0,0.0,0,0.0,1,0.35,1,0.35,0,0.0,0,0.0,35,12.11,46,15.92,46,15.92,2,0.69,0,0.0,0,0.0,3,1.04,3,1.04,15,5.19,9,3.11,12,4.15,44040
44,41,246,19,7.72,20,8.13,17,6.91,14,5.69,16,6.5,13,5.28,1,0.41,1,0.41,0,0.0,0,0.0,0,0.0,1,0.41,1,0.41,0,0.0,27,10.98,35,14.23,31,12.6,2,0.81,1,0.41,1,0.41,0,0.0,0,0.0,16,6.5,16,6.5,14,5.69,44041
45,3,153,10,6.54,12,7.84,12,7.84,21,13.73,18,11.76,17,11.11,1,0.65,1,0.65,1,0.65,0,0.0,0,0.0,1,0.65,1,0.65,1,0.65,12,7.84,17,11.11,14,9.15,1,0.65,2,1.31,0,0.0,0,0.0,0,0.0,5,3.27,3,1.96,3,1.96,45003
45,4,181,11,6.08,11,6.08,12,6.63,19,10.5,17,9.39,16,8.84,0,0.0,1,0.55,0,0.0,0,0.0,1,0.55,1,0.55,1,0.55,0,0.0,17,9.39,22,12.15,21,11.6,2,1.1,1,0.55,0,0.0,0,0.0,0,0.0,10,5.52,8,4.42,10,5.52,45004
45,5,144,10,6.94,11,7.64,10,6.94,19,13.19,18,12.5,22,15.28,1,0.69,2,1.39,1,0.69,1,0.69,1,0.69,2,1.39,3,2.08,3,2.08,7,4.86,7,4.86,10,6.94,1,0.69,2,1.39,1,0.69,1,0.69,1,0.69,4,2.78,3,2.08,3,2.08,45005
45,6,241,25,10.37,25,10.37,25,10.37,27,11.2,28,11.62,27,11.2,0,0.0,3,1.24,0,0.0,0,0.0,0,0.0,0,0.0,1,0.41,0,0.0,15,6.22,20,8.3,21,8.71,0,0.0,0,0.0,0,0.0,2,0.83,2,0.83,6,2.49,7,2.9,7,2.9,45006
45,7,280,13,4.64,19,6.79,15,5.36,39,13.93,34,12.14,36,12.86,3,1.07,3,1.07,1,0.36,0,0.0,1,0.36,1,0.36,0,0.0,1,0.36,18,6.43,23,8.21,22,7.86,3,1.07,0,0.0,0,0.0,5,1.79,6,2.14,16,5.71,10,3.57,10,3.57,45007
45,8,14,1,7.14,1,7.14,3,21.43,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.14,2,14.29,0,0.0,0,0.0,0,0.0,2,14.29,1,7.14,0,0.0,0,0.0,1,7.14,45008
45,11,85,6,7.06,5,5.88,5,5.88,9,10.59,11,12.94,7,8.24,1,1.18,0,0.0,1,1.18,1,1.18,0,0.0,0,0.0,1,1.18,0,0.0,4,4.71,6,7.06,7,8.24,1,1.18,1,1.18,0,0.0,2,2.35,1,1.18,5,5.88,5,5.88,5,5.88,45011
45,12,187,16,8.56,17,9.09,15,8.02,25,13.37,26,13.9,25,13.37,1,0.53,1,0.53,1,0.53,1,0.53,0,0.0,1,0.53,3,1.6,1,0.53,7,3.74,7,3.74,8,4.28,1,0.53,1,0.53,1,0.53,2,1.07,1,0.53,9,4.81,8,4.28,9,4.81,45012
45,13,153,17,11.11,19,12.42,18,11.76,15,9.8,16,10.46,19,12.42,0,0.0,0,0.0,1,0.65,0,0.0,0,0.0,0,0.0,0,0.0,1,0.65,12,7.84,12,7.84,11,7.19,0,0.0,0,0.0,0,0.0,1,0.65,0,0.0,4,2.61,3,1.96,4,2.61,45013
45,14,202,18,8.91,13,6.44,12,5.94,35,17.33,35,17.33,37,18.32,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,2,0.99,0,0.0,5,2.48,7,3.47,7,3.47,1,0.5,0,0.0,0,0.0,3,1.49,0,0.0,8,3.96,7,3.47,10,4.95,45014
45,15,152,13,8.55,11,7.24,13,8.55,23,15.13,22,14.47,23,15.13,0,0.0,3,1.97,0,0.0,1,0.66,0,0.0,0,0.0,3,1.97,0,0.0,5,3.29,9,5.92,9,5.92,2,1.32,2,1.32,1,0.66,0,0.0,0,0.0,3,1.97,4,2.63,4,2.63,45015
45,16,128,17,13.28,15,11.72,16,12.5,16,12.5,15,11.72,12,9.38,0,0.0,1,0.78,0,0.0,0,0.0,0,0.0,2,1.56,1,0.78,0,0.0,4,3.13,7,5.47,6,4.69,1,0.78,2,1.56,0,0.0,1,0.78,0,0.0,4,3.13,4,3.13,4,3.13,45016
45,17,230,20,8.7,18,7.83,18,7.83,27,11.74,28,12.17,24,10.43,3,1.3,2,0.87,0,0.0,2,0.87,0,0.0,1,0.43,3,1.3,1,0.43,13,5.65,14,6.09,15,6.52,2,0.87,0,0.0,0,0.0,5,2.17,2,0.87,12,5.22,9,3.91,9,3.91,45017
45,18,224,14,6.25,15,6.7,15,6.7,41,18.3,39,17.41,36,16.07,3,1.34,7,3.13,0,0.0,0,0.0,0,0.0,0,0.0,2,0.89,0,0.0,8,3.57,12,5.36,12,5.36,0,0.0,1,0.45,1,0.45,3,1.34,0,0.0,6,2.68,3,1.34,3,1.34,45018
45,19,108,7,6.48,8,7.41,8,7.41,16,14.81,17,15.74,17,15.74,1,0.93,1,0.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,4.63,4,3.7,5,4.63,0,0.0,1,0.93,0,0.0,1,0.93,0,0.0,6,5.56,5,4.63,6,5.56,45019
45,20,166,12,7.23,15,9.04,11,6.63,26,15.66,25,15.06,24,14.46,3,1.81,1,0.6,1,0.6,0,0.0,1,0.6,0,0.0,0,0.0,0,0.0,3,1.81,8,4.82,6,3.61,1,0.6,0,0.0,1,0.6,3,1.81,2,1.2,8,4.82,7,4.22,6,3.61,45020
45,21,217,15,6.91,18,8.29,19,8.76,39,17.97,38,17.51,38,17.51,1,0.46,3,1.38,0,0.0,0,0.0,1,0.46,1,0.46,3,1.38,2,0.92,4,1.84,6,2.76,7,3.23,1,0.46,0,0.0,0,0.0,0,0.0,1,0.46,6,2.76,4,1.84,8,3.69,45021
45,22,207,10,4.83,11,5.31,11,5.31,41,19.81,36,17.39,35,16.91,2,0.97,5,2.42,1,0.48,0,0.0,1,0.48,0,0.0,1,0.48,1,0.48,7,3.38,10,4.83,8,3.86,0,0.0,0,0.0,0,0.0,3,1.45,2,0.97,9,4.35,4,1.93,7,3.38,45022
45,23,240,17,7.08,18,7.5,17,7.08,42,17.5,41,17.08,42,17.5,1,0.42,1,0.42,0,0.0,2,0.83,1,0.42,1,0.42,1,0.42,1,0.42,12,5.0,11,4.58,12,5.0,0,0.0,0,0.0,1,0.42,2,0.83,0,0.0,6,2.5,3,1.25,7,2.92,45023
45,24,243,20,8.23,19,7.82,18,7.41,38,15.64,37,15.23,37,15.23,1,0.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,5.76,18,7.41,15,6.17,0,0.0,0,0.0,1,0.41,2,0.82,0,0.0,8,3.29,8,3.29,7,2.88,45024
45,25,182,9,4.95,11,6.04,11,6.04,34,18.68,30,16.48,28,15.38,3,1.65,1,0.55,1,0.55,2,1.1,0,0.0,1,0.55,1,0.55,1,0.55,7,3.85,10,5.49,10,5.49,2,1.1,1,0.55,1,0.55,4,2.2,1,0.55,6,3.3,2,1.1,4,2.2,45025
45,26,147,16,10.88,16,10.88,16,10.88,22,14.97,25,17.01,22,14.97,1,0.68,0,0.0,0,0.0,1,0.68,0,0.0,0,0.0,1,0.68,0,0.0,2,1.36,5,3.4,4,2.72,1,0.68,1,0.68,1,0.68,3,2.04,1,0.68,3,2.04,3,2.04,3,2.04,45026
45,27,206,11,5.34,11,5.34,13,6.31,36,17.48,36,17.48,34,16.5,1,0.49,1,0.49,1,0.49,0,0.0,1,0.49,0,0.0,1,0.49,0,0.0,11,5.34,12,5.83,12,5.83,0,0.0,0,0.0,1,0.49,3,1.46,0,0.0,8,3.88,6,2.91,6,2.91,45027
45,28,208,17,8.17,16,7.69,14,6.73,39,18.75,35,16.83,31,14.9,0,0.0,0,0.0,1,0.48,0,0.0,0,0.0,2,0.96,0,0.0,3,1.44,6,2.88,9,4.33,8,3.85,0,0.0,2,0.96,0,0.0,8,3.85,2,0.96,7,3.37,3,1.44,3,1.44,45028
45,29,174,12,6.9,14,8.05,13,7.47,31,17.82,27,15.52,27,15.52,1,0.57,1,0.57,1,0.57,1,0.57,2,1.15,0,0.0,1,0.57,1,0.57,7,4.02,7,4.02,7,4.02,1,0.57,3,1.72,2,1.15,3,1.72,1,0.57,2,1.15,5,2.87,4,2.3,45029
45,30,106,10,9.43,11,10.38,10,9.43,14,13.21,16,15.09,14,13.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,2.83,4,3.77,5,4.72,2,1.89,1,0.94,1,0.94,1,0.94,1,0.94,5,4.72,4,3.77,4,3.77,45030
45,31,161,18,11.18,19,11.8,20,12.42,24,14.91,15,9.32,17,10.56,0,0.0,0,0.0,3,1.86,2,1.24,1,0.62,1,0.62,0,0.0,0,0.0,7,4.35,7,4.35,7,4.35,2,1.24,0,0.0,0,0.0,1,0.62,4,2.48,4,2.48,4,2.48,5,3.11,45031
45,32,163,17,10.43,17,10.43,16,9.82,17,10.43,21,12.88,18,11.04,0,0.0,1,0.61,0,0.0,1,0.61,3,1.84,0,0.0,0,0.0,0,0.0,6,3.68,9,5.52,8,4.91,2,1.23,0,0.0,1,0.61,0,0.0,0,0.0,9,5.52,8,4.91,8,4.91,45032
45,33,116,10,8.62,9,7.76,9,7.76,15,12.93,19,16.38,18,15.52,2,1.72,3,2.59,0,0.0,1,0.86,1,0.86,0,0.0,1,0.86,0,0.0,6,5.17,5,4.31,5,4.31,1,0.86,0,0.0,0,0.0,0,0.0,0,0.0,3,2.59,4,3.45,3,2.59,45033
45,34,157,9,5.73,10,6.37,10,6.37,30,19.11,27,17.2,30,19.11,2,1.27,0,0.0,0,0.0,1,0.64,0,0.0,0,0.0,0,0.0,0,0.0,2,1.27,5,3.18,4,2.55,1,0.64,1,0.64,2,1.27,4,2.55,3,1.91,5,3.18,5,3.18,5,3.18,45034
45,35,211,17,8.06,21,9.95,21,9.95,24,11.37,27,12.8,22,10.43,0,0.0,4,1.9,1,0.47,1,0.47,0,0.0,0,0.0,0,0.0,0,0.0,14,6.64,21,9.95,18,8.53,0,0.0,0,0.0,0,0.0,3,1.42,2,0.95,5,2.37,3,1.42,5,2.37,45035
45,36,208,12,5.77,13,6.25,9,4.33,34,16.35,34,16.35,31,14.9,1,0.48,2,0.96,0,0.0,3,1.44,3,1.44,0,0.0,3,1.44,0,0.0,8,3.85,10,4.81,9,4.33,3,1.44,3,1.44,2,0.96,2,0.96,1,0.48,8,3.85,8,3.85,8,3.85,45036
45,37,195,15,7.69,16,8.21,14,7.18,34,17.44,33,16.92,31,15.9,1,0.51,2,1.03,0,0.0,0,0.0,1,0.51,0,0.0,0,0.0,0,0.0,7,3.59,10,5.13,9,4.62,1,0.51,1,0.51,0,0.0,4,2.05,2,1.03,4,2.05,4,2.05,4,2.05,45037
45,38,158,11,6.96,12,7.59,13,8.23,27,17.09,27,17.09,26,16.46,1,0.63,0,0.0,0,0.0,1,0.63,1,0.63,0,0.0,0,0.0,1,0.63,7,4.43,6,3.8,6,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,3.8,7,4.43,6,3.8,45038
45,39,194,18,9.28,16,8.25,16,8.25,28,14.43,28,14.43,30,15.46,2,1.03,0,0.0,2,1.03,0,0.0,1,0.52,0,0.0,0,0.0,0,0.0,10,5.15,12,6.19,12,6.19,1,0.52,0,0.0,0,0.0,4,2.06,0,0.0,5,2.58,4,2.06,5,2.58,45039
45,40,274,24,8.76,20,7.3,20,7.3,44,16.06,42,15.33,42,15.33,5,1.82,3,1.09,0,0.0,0,0.0,0,0.0,0,0.0,1,0.36,0,0.0,9,3.28,14,5.11,12,4.38,1,0.36,1,0.36,1,0.36,1,0.36,0,0.0,11,4.01,9,3.28,11,4.01,45040
45,41,214,16,7.48,14,6.54,14,6.54,41,19.16,39,18.22,36,16.82,2,0.93,1,0.47,2,0.93,0,0.0,1,0.47,3,1.4,1,0.47,2,0.93,6,2.8,9,4.21,8,3.74,1,0.47,0,0.0,1,0.47,3,1.4,1,0.47,5,2.34,5,2.34,3,1.4,45041
45,42,214,3,1.4,3,1.4,5,2.34,48,22.43,44,20.56,43,20.09,2,0.93,2,0.93,0,0.0,0,0.0,0,0.0,2,0.93,1,0.47,1,0.47,6,2.8,6,2.8,6,2.8,2,0.93,0,0.0,0,0.0,4,1.87,2,0.93,12,5.61,8,3.74,12,5.61,45042
45,43,333,30,9.01,30,9.01,29,8.71,57,17.12,56,16.82,49,14.71,4,1.2,2,0.6,0,0.0,1,0.3,2,0.6,1,0.3,0,0.0,0,0.0,15,4.5,13,3.9,12,3.6,2,0.6,3,0.9,1,0.3,1,0.3,0,0.0,7,2.1,6,1.8,8,2.4,45043
45,44,308,27,8.77,25,8.12,25,8.12,50,16.23,50,16.23,43,13.96,1,0.32,3,0.97,1,0.32,1,0.32,1,0.32,0,0.0,1,0.32,0,0.0,13,4.22,17,5.52,15,4.87,3,0.97,0,0.0,1,0.32,1,0.32,1,0.32,11,3.57,7,2.27,8,2.6,45044
45,45,191,5,2.62,5,2.62,6,3.14,43,22.51,43,22.51,41,21.47,1,0.52,1,0.52,0,0.0,0,0.0,0,0.0,1,0.52,1,0.52,1,0.52,6,3.14,7,3.66,5,2.62,1,0.52,0,0.0,0,0.0,0,0.0,0,0.0,10,5.24,5,2.62,8,4.19,45045
45,46,216,18,8.33,17,7.87,17,7.87,36,16.67,35,16.2,36,16.67,3,1.39,2,0.93,0,0.0,1,0.46,1,0.46,1,0.46,0,0.0,0,0.0,8,3.7,8,3.7,7,3.24,0,0.0,0,0.0,0,0.0,2,0.93,1,0.46,9,4.17,5,2.31,8,3.7,45046
45,47,161,14,8.7,12,7.45,10,6.21,26,16.15,25,15.53,22,13.66,1,0.62,0,0.0,1,0.62,0,0.0,1,0.62,0,0.0,2,1.24,0,0.0,7,4.35,10,6.21,9,5.59,1,0.62,1,0.62,1,0.62,2,1.24,1,0.62,6,3.73,5,3.11,4,2.48,45047
45,48,288,21,7.29,24,8.33,21,7.29,49,17.01,51,17.71,46,15.97,6,2.08,1,0.35,0,0.0,1,0.35,0,0.0,0,0.0,0,0.0,0,0.0,10,3.47,19,6.6,15,5.21,1,0.35,1,0.35,1,0.35,0,0.0,0,0.0,8,2.78,5,1.74,7,2.43,45048
46,3,231,14,6.06,16,6.93,13,5.63,20,8.66,20,8.66,17,7.36,2,0.87,1,0.43,0,0.0,0,0.0,0,0.0,0,0.0,1,0.43,0,0.0,34,14.72,38,16.45,32,13.85,2,0.87,3,1.3,1,0.43,1,0.43,0,0.0,4,1.73,7,3.03,4,1.73,46003
46,5,220,6,2.73,6,2.73,7,3.18,9,4.09,9,4.09,8,3.64,0,0.0,0,0.0,0,0.0,2,0.91,0,0.0,0,0.0,0,0.0,1,0.45,35,15.91,42,19.09,42,19.09,4,1.82,2,0.91,0,0.0,2,0.91,1,0.45,18,8.18,11,5.0,15,6.82,46005
46,10,260,17,6.54,17,6.54,17,6.54,16,6.15,17,6.54,14,5.38,1,0.38,3,1.15,2,0.77,3,1.15,2,0.77,0,0.0,0,0.0,0,0.0,32,12.31,38,14.62,34,13.08,2,0.77,0,0.0,0,0.0,1,0.38,2,0.77,18,6.92,11,4.23,12,4.62,46010
46,12,30,1,3.33,2,6.67,2,6.67,2,6.67,1,3.33,1,3.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.67,2,6.67,3,10.0,1,3.33,2,6.67,1,3.33,1,3.33,1,3.33,3,10.0,2,6.67,3,10.0,46012
46,16,61,3,4.92,3,4.92,2,3.28,5,8.2,5,8.2,5,8.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,19.67,11,18.03,11,18.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.28,1,1.64,1,1.64,46016
46,19,122,8,6.56,8,6.56,8,6.56,11,9.02,13,10.66,11,9.02,0,0.0,4,3.28,0,0.0,0,0.0,0,0.0,0,0.0,1,0.82,1,0.82,11,9.02,15,12.3,15,12.3,1,0.82,3,2.46,2,1.64,0,0.0,1,0.82,2,1.64,3,2.46,2,1.64,46019
46,24,50,2,4.0,3,6.0,2,4.0,4,8.0,4,8.0,4,8.0,0,0.0,1,2.0,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,8.0,5,10.0,4,8.0,0,0.0,1,2.0,1,2.0,0,0.0,0,0.0,6,12.0,4,8.0,4,8.0,46024
46,28,172,9,5.23,10,5.81,11,6.4,17,9.88,18,10.47,16,9.3,0,0.0,0,0.0,1,0.58,2,1.16,1,0.58,0,0.0,0,0.0,0,0.0,20,11.63,23,13.37,22,12.79,0,0.0,1,0.58,1,0.58,1,0.58,0,0.0,7,4.07,5,2.91,6,3.49,46028
46,30,113,6,5.31,6,5.31,5,4.42,11,9.73,11,9.73,11,9.73,1,0.88,0,0.0,1,0.88,1,0.88,0,0.0,0,0.0,2,1.77,0,0.0,10,8.85,13,11.5,13,11.5,1,0.88,0,0.0,0,0.0,1,0.88,1,0.88,6,5.31,6,5.31,6,5.31,46030
46,31,170,10,5.88,9,5.29,9,5.29,11,6.47,10,5.88,11,6.47,0,0.0,1,0.59,0,0.0,1,0.59,0,0.0,1,0.59,1,0.59,1,0.59,22,12.94,26,15.29,24,14.12,0,0.0,0,0.0,0,0.0,1,0.59,1,0.59,12,7.06,10,5.88,9,5.29,46031
46,33,209,19,9.09,16,7.66,17,8.13,22,10.53,23,11.0,23,11.0,0,0.0,2,0.96,0,0.0,1,0.48,0,0.0,0,0.0,0,0.0,0,0.0,15,7.18,22,10.53,20,9.57,1,0.48,1,0.48,1,0.48,0,0.0,0,0.0,8,3.83,7,3.35,9,4.31,46033
46,36,234,14,5.98,12,5.13,11,4.7,25,10.68,27,11.54,27,11.54,1,0.43,3,1.28,1,0.43,1,0.43,2,0.85,1,0.43,1,0.43,1,0.43,20,8.55,24,10.26,25,10.68,2,0.85,2,0.85,1,0.43,1,0.43,1,0.43,11,4.7,8,3.42,11,4.7,46036
46,38,103,3,2.91,2,1.94,2,1.94,14,13.59,13,12.62,15,14.56,1,0.97,1,0.97,0,0.0,0,0.0,1,0.97,0,0.0,0,0.0,0,0.0,11,10.68,15,14.56,15,14.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,3.88,2,1.94,3,2.91,46038
46,39,218,9,4.13,9,4.13,10,4.59,31,14.22,35,16.06,32,14.68,2,0.92,1,0.46,0,0.0,0,0.0,1,0.46,0,0.0,0,0.0,1,0.46,16,7.34,24,11.01,22,10.09,0,0.0,0,0.0,0,0.0,2,0.92,2,0.92,7,3.21,5,2.29,5,2.29,46039
47,1,128,5,3.91,5,3.91,5,3.91,7,5.47,8,6.25,7,5.47,1,0.78,0,0.0,0,0.0,2,1.56,0,0.0,0,0.0,1,0.78,0,0.0,17,13.28,21,16.41,19,14.84,1,0.78,0,0.0,0,0.0,1,0.78,1,0.78,11,8.59,7,5.47,9,7.03,47001
47,2,170,7,4.12,9,5.29,7,4.12,10,5.88,11,6.47,11,6.47,2,1.18,3,1.76,0,0.0,0,0.0,1,0.59,1,0.59,3,1.76,1,0.59,24,14.12,27,15.88,28,16.47,0,0.0,0,0.0,1,0.59,2,1.18,1,0.59,8,4.71,4,2.35,6,3.53,47002
47,3,184,15,8.15,13,7.07,12,6.52,21,11.41,20,10.87,19,10.33,1,0.54,3,1.63,1,0.54,1,0.54,1,0.54,0,0.0,0,0.0,0,0.0,13,7.07,19,10.33,17,9.24,0,0.0,0,0.0,1,0.54,0,0.0,0,0.0,10,5.43,7,3.8,7,3.8,47003
47,4,214,11,5.14,12,5.61,10,4.67,14,6.54,12,5.61,15,7.01,2,0.93,4,1.87,0,0.0,0,0.0,0,0.0,0,0.0,1,0.47,1,0.47,22,10.28,28,13.08,31,14.49,0,0.0,0,0.0,1,0.47,2,0.93,1,0.47,17,7.94,15,7.01,14,6.54,47004
47,5,156,9,5.77,9,5.77,9,5.77,17,10.9,18,11.54,17,10.9,2,1.28,2,1.28,0,0.0,1,0.64,0,0.0,0,0.0,1,0.64,0,0.0,16,10.26,15,9.62,15,9.62,1,0.64,0,0.0,0,0.0,0,0.0,1,0.64,8,5.13,6,3.85,9,5.77,47005
47,6,204,16,7.84,15,7.35,15,7.35,10,4.9,11,5.39,11,5.39,2,0.98,3,1.47,1,0.49,1,0.49,0,0.0,2,0.98,2,0.98,1,0.49,24,11.76,37,18.14,33,16.18,1,0.49,0,0.0,0,0.0,2,0.98,2,0.98,6,2.94,3,1.47,6,2.94,47006
47,7,160,9,5.63,10,6.25,10,6.25,13,8.13,12,7.5,12,7.5,1,0.63,2,1.25,2,1.25,0,0.0,1,0.63,0,0.0,1,0.63,0,0.0,16,10.0,20,12.5,20,12.5,1,0.63,2,1.25,1,0.63,0,0.0,0,0.0,11,6.88,7,4.38,8,5.0,47007
47,8,214,12,5.61,10,4.67,9,4.21,7,3.27,8,3.74,9,4.21,0,0.0,0,0.0,1,0.47,1,0.47,1,0.47,1,0.47,0,0.0,0,0.0,34,15.89,42,19.63,40,18.69,0,0.0,0,0.0,0,0.0,0,0.0,1,0.47,15,7.01,12,5.61,11,5.14,47008
47,9,200,10,5.0,9,4.5,10,5.0,17,8.5,20,10.0,17,8.5,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,25,12.5,34,17.0,34,17.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,4.5,5,2.5,5,2.5,47009
47,10,152,7,4.61,7,4.61,9,5.92,5,3.29,11,7.24,8,5.26,2,1.32,5,3.29,1,0.66,0,0.0,0,0.0,1,0.66,2,1.32,0,0.0,20,13.16,22,14.47,21,13.82,0,0.0,2,1.32,2,1.32,2,1.32,2,1.32,7,4.61,7,4.61,7,4.61,47010
47,11,243,11,4.53,11,4.53,10,4.12,16,6.58,17,7.0,16,6.58,2,0.82,8,3.29,2,0.82,1,0.41,1,0.41,0,0.0,2,0.82,1,0.41,29,11.93,32,13.17,32,13.17,4,1.65,4,1.65,2,0.82,2,0.82,1,0.41,14,5.76,13,5.35,11,4.53,47011
47,12,191,5,2.62,5,2.62,6,3.14,12,6.28,13,6.81,13,6.81,1,0.52,1,0.52,0,0.0,1,0.52,0,0.0,0,0.0,0,0.0,1,0.52,25,13.09,31,16.23,30,15.71,1,0.52,1,0.52,2,1.05,1,0.52,2,1.05,17,8.9,10,5.24,12,6.28,47012
47,13,111,11,9.91,9,8.11,8,7.21,10,9.01,11,9.91,12,10.81,1,0.9,0,0.0,1,0.9,0,0.0,0,0.0,0,0.0,1,0.9,0,0.0,11,9.91,12,10.81,11,9.91,1,0.9,0,0.0,0,0.0,1,0.9,1,0.9,5,4.5,3,2.7,2,1.8,47013
47,14,196,13,6.63,14,7.14,13,6.63,7,3.57,10,5.1,7,3.57,1,0.51,4,2.04,1,0.51,1,0.51,0,0.0,0,0.0,1,0.51,0,0.0,24,12.24,31,15.82,26,13.27,1,0.51,0,0.0,1,0.51,2,1.02,2,1.02,13,6.63,10,5.1,11,5.61,47014
