ward,precinct,total,Jamie Boyd (Bush),Jamie Boyd (Bush) Percent,Michael Bossert (Bush),Michael Bossert (Bush) Percent,Jeff Keast (Bush),Jeff Keast (Bush) Percent,Pleas Honeywood (Christie),Pleas Honeywood (Christie) Percent,Jeffrey Schimke (Christie),Jeffrey Schimke (Christie) Percent,Karen W. Sommerfield (Christie),Karen W. Sommerfield (Christie) Percent,Michael P. Hildebrand (Cruz),Michael P. Hildebrand (Cruz) Percent,Lance L. Davis (Cruz),Lance L. Davis (Cruz) Percent,Taneequa Tolbert (Trump),Taneequa Tolbert (Trump) Percent,Rita Gaus (Trump),Rita Gaus (Trump) Percent,James Devors (Trump),James Devors (Trump) Percent,Douglas Hoekstra (Fiorina),Douglas Hoekstra (Fiorina) Percent,Charon Bryson (Fiorina),Charon Bryson (Fiorina) Percent,Quintin Barton (Fiorina),Quintin Barton (Fiorina) Percent,Judy A. Diekelman (Kasich),Judy A. Diekelman (Kasich) Percent,Jayne L. Raef (Kasich),Jayne L. Raef (Kasich) Percent,Joseph W. Burgess (Kasich),Joseph W. Burgess (Kasich) Percent,George L. Pearson (Carson),George L. Pearson (Carson) Percent,Dezaree Oliver-Pearson (Carson),Dezaree Oliver-Pearson (Carson) Percent,Ceasar I. Leflore (Carson),Ceasar I. Leflore (Carson) Percent,Jay Farquhar (Rubio),Jay Farquhar (Rubio) Percent,Judy Ogalla (Rubio),Judy Ogalla (Rubio) Percent,Kurt Diekelman (Rubio),Kurt Diekelman (Rubio) Percent,Anthony Raczek (Paul),Anthony Raczek (Paul) Percent,Pedro Solis (Paul),Pedro Solis (Paul) Percent,precinct_id
34,22,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34022
34,23,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34023
34,24,13,1,7.69,2,15.38,1,7.69,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,1,7.69,2,15.38,0,0.0,0,0.0,0,0.0,34024
34,27,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34027
34,28,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34028
34,30,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34030
34,36,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,1,11.11,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,2,22.22,2,22.22,1,11.11,0,0.0,0,0.0,34036
34,37,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34037
34,38,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34038
34,39,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34039
34,41,6,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34041
34,42,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34042
34,53,10,2,20.0,0,0.0,1,10.0,1,10.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34053
