ward,precinct,total,Mary Katherine Rochford,Mary Katherine Rochford Percent,Sebastian T. Patti,Sebastian T. Patti Percent,Kevin Rogers,Kevin Rogers Percent,William D. O'Neal,William D. O'Neal Percent,Anthony Lynn Burrell,Anthony Lynn Burrell Percent,precinct_id
27,57,56,27,48.21,13,23.21,5,8.93,9,16.07,2,3.57,27057
27,58,23,12,52.17,3,13.04,4,17.39,2,8.7,2,8.7,27058
27,59,102,25,24.51,48,47.06,6,5.88,16,15.69,7,6.86,27059
28,1,80,13,16.25,6,7.5,22,27.5,12,15.0,27,33.75,28001
28,2,102,18,17.65,8,7.84,13,12.75,18,17.65,45,44.12,28002
28,3,63,11,17.46,7,11.11,10,15.87,14,22.22,21,33.33,28003
28,4,98,12,12.24,6,6.12,20,20.41,15,15.31,45,45.92,28004
28,5,61,19,31.15,6,9.84,11,18.03,9,14.75,16,26.23,28005
28,6,60,12,20.0,2,3.33,9,15.0,13,21.67,24,40.0,28006
28,7,71,15,21.13,5,7.04,13,18.31,15,21.13,23,32.39,28007
28,8,75,18,24.0,5,6.67,14,18.67,10,13.33,28,37.33,28008
28,9,72,11,15.28,5,6.94,10,13.89,12,16.67,34,47.22,28009
28,10,27,6,22.22,1,3.7,3,11.11,7,25.93,10,37.04,28010
28,11,64,4,6.25,4,6.25,10,15.63,20,31.25,26,40.63,28011
28,12,49,7,14.29,4,8.16,8,16.33,9,18.37,21,42.86,28012
28,13,29,6,20.69,1,3.45,5,17.24,2,6.9,15,51.72,28013
28,14,50,11,22.0,2,4.0,7,14.0,13,26.0,17,34.0,28014
28,15,74,23,31.08,6,8.11,12,16.22,8,10.81,25,33.78,28015
28,16,72,15,20.83,7,9.72,11,15.28,11,15.28,28,38.89,28016
28,17,79,18,22.78,1,1.27,12,15.19,11,13.92,37,46.84,28017
28,18,104,27,25.96,5,4.81,17,16.35,15,14.42,40,38.46,28018
28,19,96,16,16.67,5,5.21,15,15.63,20,20.83,40,41.67,28019
28,20,89,14,15.73,6,6.74,14,15.73,23,25.84,32,35.96,28020
28,21,106,28,26.42,4,3.77,25,23.58,10,9.43,39,36.79,28021
28,22,74,13,17.57,3,4.05,10,13.51,16,21.62,32,43.24,28022
28,23,71,11,15.49,6,8.45,16,22.54,18,25.35,20,28.17,28023
28,24,46,8,17.39,6,13.04,5,10.87,10,21.74,17,36.96,28024
28,25,64,12,18.75,7,10.94,12,18.75,15,23.44,18,28.13,28025
28,26,79,14,17.72,7,8.86,12,15.19,12,15.19,34,43.04,28026
28,27,96,25,26.04,6,6.25,24,25.0,16,16.67,25,26.04,28027
28,28,40,9,22.5,1,2.5,8,20.0,8,20.0,14,35.0,28028
28,29,84,26,30.95,13,15.48,14,16.67,25,29.76,6,7.14,28029
28,30,57,17,29.82,3,5.26,15,26.32,8,14.04,14,24.56,28030
28,31,56,13,23.21,2,3.57,10,17.86,11,19.64,20,35.71,28031
28,32,79,22,27.85,4,5.06,19,24.05,17,21.52,17,21.52,28032
28,33,110,22,20.0,7,6.36,19,17.27,14,12.73,48,43.64,28033
28,34,19,5,26.32,4,21.05,5,26.32,4,21.05,1,5.26,28034
28,35,63,11,17.46,9,14.29,11,17.46,8,12.7,24,38.1,28035
28,36,52,12,23.08,1,1.92,8,15.38,9,17.31,22,42.31,28036
28,37,125,35,28.0,7,5.6,17,13.6,23,18.4,43,34.4,28037
28,38,36,9,25.0,6,16.67,9,25.0,8,22.22,4,11.11,28038
28,39,78,19,24.36,6,7.69,12,15.38,19,24.36,22,28.21,28039
28,40,119,21,17.65,3,2.52,20,16.81,24,20.17,51,42.86,28040
28,41,70,17,24.29,7,10.0,9,12.86,17,24.29,20,28.57,28041
28,42,61,15,24.59,1,1.64,9,14.75,13,21.31,23,37.7,28042
28,43,125,21,16.8,6,4.8,24,19.2,16,12.8,58,46.4,28043
28,44,115,15,13.04,4,3.48,19,16.52,24,20.87,53,46.09,28044
28,45,79,11,13.92,8,10.13,12,15.19,16,20.25,32,40.51,28045
28,46,82,19,23.17,9,10.98,18,21.95,14,17.07,22,26.83,28046
28,47,81,18,22.22,8,9.88,19,23.46,20,24.69,16,19.75,28047
28,48,40,9,22.5,2,5.0,7,17.5,7,17.5,15,37.5,28048
28,49,39,7,17.95,2,5.13,8,20.51,7,17.95,15,38.46,28049
28,50,53,14,26.42,4,7.55,8,15.09,8,15.09,19,35.85,28050
28,51,83,15,18.07,6,7.23,15,18.07,15,18.07,32,38.55,28051
28,52,66,24,36.36,10,15.15,10,15.15,12,18.18,10,15.15,28052
28,53,53,24,45.28,6,11.32,2,3.77,9,16.98,12,22.64,28053
28,54,62,13,20.97,5,8.06,8,12.9,10,16.13,26,41.94,28054
28,55,78,16,20.51,7,8.97,14,17.95,15,19.23,26,33.33,28055
28,56,70,14,20.0,5,7.14,8,11.43,21,30.0,22,31.43,28056
28,57,93,25,26.88,10,10.75,16,17.2,16,17.2,26,27.96,28057
28,58,72,14,19.44,2,2.78,16,22.22,13,18.06,27,37.5,28058
28,59,69,10,14.49,5,7.25,11,15.94,9,13.04,34,49.28,28059
28,60,40,13,32.5,1,2.5,5,12.5,10,25.0,11,27.5,28060
28,61,44,12,27.27,5,11.36,9,20.45,9,20.45,9,20.45,28061
29,1,197,33,16.75,47,23.86,31,15.74,27,13.71,59,29.95,29001
29,2,61,23,37.7,11,18.03,7,11.48,14,22.95,6,9.84,29002
29,3,175,38,21.71,8,4.57,35,20.0,37,21.14,57,32.57,29003
29,4,137,29,21.17,22,16.06,23,16.79,22,16.06,41,29.93,29004
29,5,108,18,16.67,25,23.15,18,16.67,19,17.59,28,25.93,29005
29,6,47,15,31.91,8,17.02,4,8.51,13,27.66,7,14.89,29006
29,7,65,18,27.69,6,9.23,10,15.38,19,29.23,12,18.46,29007
29,8,77,12,15.58,16,20.78,21,27.27,13,16.88,15,19.48,29008
29,9,51,16,31.37,10,19.61,9,17.65,13,25.49,3,5.88,29009
29,10,55,16,29.09,13,23.64,5,9.09,14,25.45,7,12.73,29010
29,11,123,22,17.89,11,8.94,20,16.26,25,20.33,45,36.59,29011
29,12,160,40,25.0,24,15.0,32,20.0,29,18.13,35,21.88,29012
29,13,106,20,18.87,19,17.92,19,17.92,14,13.21,34,32.08,29013
29,14,137,27,19.71,7,5.11,21,15.33,18,13.14,64,46.72,29014
29,15,160,34,21.25,25,15.63,30,18.75,27,16.88,44,27.5,29015
29,16,197,25,12.69,98,49.75,24,12.18,18,9.14,32,16.24,29016
29,17,94,22,23.4,19,20.21,19,20.21,22,23.4,12,12.77,29017
29,18,138,27,19.57,19,13.77,34,24.64,21,15.22,37,26.81,29018
29,19,166,31,18.67,34,20.48,31,18.67,20,12.05,50,30.12,29019
29,20,131,23,17.56,44,33.59,20,15.27,18,13.74,26,19.85,29020
29,21,86,25,29.07,12,13.95,16,18.6,16,18.6,17,19.77,29021
29,22,93,37,39.78,10,10.75,10,10.75,21,22.58,15,16.13,29022
29,23,102,14,13.73,39,38.24,16,15.69,12,11.76,21,20.59,29023
29,24,63,23,36.51,8,12.7,9,14.29,18,28.57,5,7.94,29024
29,25,113,21,18.58,57,50.44,13,11.5,12,10.62,10,8.85,29025
29,26,94,16,17.02,14,14.89,17,18.09,14,14.89,33,35.11,29026
29,27,67,16,23.88,6,8.96,11,16.42,10,14.93,24,35.82,29027
29,28,141,39,27.66,20,14.18,21,14.89,23,16.31,38,26.95,29028
29,29,142,21,14.79,69,48.59,19,13.38,17,11.97,16,11.27,29029
29,30,49,19,38.78,3,6.12,9,18.37,15,30.61,3,6.12,29030
29,31,123,31,25.2,7,5.69,23,18.7,22,17.89,40,32.52,29031
29,32,56,18,32.14,7,12.5,11,19.64,12,21.43,8,14.29,29032
29,33,116,45,38.79,11,9.48,12,10.34,17,14.66,31,26.72,29033
29,34,80,21,26.25,10,12.5,14,17.5,14,17.5,21,26.25,29034
29,35,83,19,22.89,8,9.64,15,18.07,11,13.25,30,36.14,29035
29,36,140,31,22.14,26,18.57,22,15.71,18,12.86,43,30.71,29036
29,37,99,23,23.23,9,9.09,25,25.25,17,17.17,25,25.25,29037
29,38,117,31,26.5,10,8.55,23,19.66,24,20.51,29,24.79,29038
29,39,76,28,36.84,10,13.16,11,14.47,19,25.0,8,10.53,29039
29,40,170,26,15.29,45,26.47,21,12.35,28,16.47,50,29.41,29040
29,41,151,24,15.89,39,25.83,21,13.91,33,21.85,34,22.52,29041
29,42,130,31,23.85,14,10.77,22,16.92,23,17.69,40,30.77,29042
29,43,146,22,15.07,41,28.08,22,15.07,17,11.64,44,30.14,29043
29,44,106,20,18.87,7,6.6,20,18.87,16,15.09,43,40.57,29044
29,45,86,17,19.77,10,11.63,14,16.28,23,26.74,22,25.58,29045
29,46,108,23,21.3,8,7.41,22,20.37,25,23.15,30,27.78,29046
29,47,167,39,23.35,27,16.17,30,17.96,24,14.37,47,28.14,29047
29,48,100,19,19.0,14,14.0,17,17.0,28,28.0,22,22.0,29048
29,49,152,46,30.26,9,5.92,28,18.42,30,19.74,39,25.66,29049
30,1,95,45,47.37,22,23.16,8,8.42,15,15.79,5,5.26,30001
30,2,56,17,30.36,12,21.43,7,12.5,17,30.36,3,5.36,30002
30,3,109,53,48.62,27,24.77,9,8.26,18,16.51,2,1.83,30003
30,4,59,27,45.76,13,22.03,1,1.69,14,23.73,4,6.78,30004
30,5,33,8,24.24,9,27.27,5,15.15,9,27.27,2,6.06,30005
30,6,54,13,24.07,10,18.52,14,25.93,10,18.52,7,12.96,30006
30,7,56,26,46.43,13,23.21,5,8.93,9,16.07,3,5.36,30007
30,8,82,39,47.56,13,15.85,5,6.1,14,17.07,11,13.41,30008
30,9,87,21,24.14,23,26.44,16,18.39,17,19.54,10,11.49,30009
30,10,47,17,36.17,6,12.77,9,19.15,11,23.4,4,8.51,30010
30,11,38,14,36.84,4,10.53,8,21.05,10,26.32,2,5.26,30011
30,12,35,13,37.14,8,22.86,5,14.29,5,14.29,4,11.43,30012
30,13,61,26,42.62,10,16.39,9,14.75,11,18.03,5,8.2,30013
30,14,27,9,33.33,7,25.93,2,7.41,7,25.93,2,7.41,30014
30,15,123,69,56.1,20,16.26,16,13.01,13,10.57,5,4.07,30015
30,16,74,34,45.95,16,21.62,7,9.46,12,16.22,5,6.76,30016
30,17,46,16,34.78,4,8.7,4,8.7,17,36.96,5,10.87,30017
30,18,47,13,27.66,10,21.28,10,21.28,9,19.15,5,10.64,30018
30,19,41,23,56.1,3,7.32,6,14.63,4,9.76,5,12.2,30019
30,20,59,19,32.2,13,22.03,14,23.73,10,16.95,3,5.08,30020
30,21,54,20,37.04,7,12.96,7,12.96,16,29.63,4,7.41,30021
30,22,53,18,33.96,6,11.32,12,22.64,15,28.3,2,3.77,30022
30,23,65,13,20.0,10,15.38,12,18.46,20,30.77,10,15.38,30023
30,24,59,21,35.59,10,16.95,9,15.25,10,16.95,9,15.25,30024
30,25,35,13,37.14,8,22.86,0,0.0,10,28.57,4,11.43,30025
30,26,49,8,16.33,11,22.45,12,24.49,15,30.61,3,6.12,30026
30,27,83,23,27.71,8,9.64,13,15.66,28,33.73,11,13.25,30027
30,28,64,19,29.69,10,15.63,11,17.19,16,25.0,8,12.5,30028
30,29,39,9,23.08,9,23.08,6,15.38,9,23.08,6,15.38,30029
30,30,83,39,46.99,9,10.84,5,6.02,25,30.12,5,6.02,30030
30,31,43,14,32.56,10,23.26,7,16.28,7,16.28,5,11.63,30031
30,32,29,11,37.93,4,13.79,4,13.79,4,13.79,6,20.69,30032
30,33,51,11,21.57,5,9.8,9,17.65,19,37.25,7,13.73,30033
30,34,77,34,44.16,17,22.08,7,9.09,15,19.48,4,5.19,30034
30,35,67,23,34.33,13,19.4,11,16.42,16,23.88,4,5.97,30035
30,36,73,18,24.66,22,30.14,15,20.55,10,13.7,8,10.96,30036
30,37,58,24,41.38,12,20.69,3,5.17,15,25.86,4,6.9,30037
30,38,120,47,39.17,19,15.83,16,13.33,29,24.17,9,7.5,30038
30,39,71,22,30.99,13,18.31,11,15.49,22,30.99,3,4.23,30039
30,40,61,18,29.51,7,11.48,13,21.31,19,31.15,4,6.56,30040
30,41,56,15,26.79,10,17.86,11,19.64,13,23.21,7,12.5,30041
31,1,28,5,17.86,11,39.29,6,21.43,4,14.29,2,7.14,31001
31,2,44,18,40.91,11,25.0,4,9.09,9,20.45,2,4.55,31002
31,3,64,19,29.69,16,25.0,7,10.94,17,26.56,5,7.81,31003
31,4,61,14,22.95,15,24.59,7,11.48,21,34.43,4,6.56,31004
31,5,76,23,30.26,32,42.11,6,7.89,11,14.47,4,5.26,31005
31,6,44,17,38.64,5,11.36,8,18.18,11,25.0,3,6.82,31006
31,7,53,11,20.75,19,35.85,12,22.64,9,16.98,2,3.77,31007
31,8,39,17,43.59,4,10.26,6,15.38,4,10.26,8,20.51,31008
31,9,53,20,37.74,14,26.42,4,7.55,11,20.75,4,7.55,31009
31,10,15,3,20.0,3,20.0,2,13.33,4,26.67,3,20.0,31010
31,11,64,21,32.81,18,28.13,5,7.81,16,25.0,4,6.25,31011
31,12,64,14,21.88,17,26.56,15,23.44,11,17.19,7,10.94,31012
31,13,46,12,26.09,12,26.09,5,10.87,10,21.74,7,15.22,31013
31,14,55,14,25.45,19,34.55,4,7.27,15,27.27,3,5.45,31014
31,15,26,8,30.77,7,26.92,5,19.23,4,15.38,2,7.69,31015
31,16,37,13,35.14,7,18.92,5,13.51,10,27.03,2,5.41,31016
31,17,47,7,14.89,15,31.91,6,12.77,16,34.04,3,6.38,31017
31,18,50,11,22.0,14,28.0,10,20.0,9,18.0,6,12.0,31018
31,19,58,16,27.59,17,29.31,6,10.34,15,25.86,4,6.9,31019
31,20,45,8,17.78,9,20.0,9,20.0,14,31.11,5,11.11,31020
31,21,63,18,28.57,13,20.63,12,19.05,13,20.63,7,11.11,31021
31,22,56,28,50.0,8,14.29,10,17.86,8,14.29,2,3.57,31022
31,23,44,13,29.55,12,27.27,6,13.64,11,25.0,2,4.55,31023
31,24,58,21,36.21,10,17.24,10,17.24,14,24.14,3,5.17,31024
31,25,66,20,30.3,24,36.36,3,4.55,16,24.24,3,4.55,31025
31,26,45,20,44.44,9,20.0,4,8.89,8,17.78,4,8.89,31026
31,27,40,6,15.0,11,27.5,6,15.0,16,40.0,1,2.5,31027
31,28,62,29,46.77,10,16.13,10,16.13,11,17.74,2,3.23,31028
31,29,51,17,33.33,13,25.49,6,11.76,9,17.65,6,11.76,31029
31,30,101,21,20.79,42,41.58,11,10.89,20,19.8,7,6.93,31030
31,31,88,36,40.91,18,20.45,16,18.18,13,14.77,5,5.68,31031
31,32,89,25,28.09,20,22.47,14,15.73,22,24.72,8,8.99,31032
31,33,60,23,38.33,10,16.67,11,18.33,11,18.33,5,8.33,31033
31,34,31,10,32.26,6,19.35,5,16.13,8,25.81,2,6.45,31034
31,35,43,15,34.88,9,20.93,4,9.3,13,30.23,2,4.65,31035
31,36,68,19,27.94,28,41.18,9,13.24,8,11.76,4,5.88,31036
31,37,54,11,20.37,15,27.78,10,18.52,12,22.22,6,11.11,31037
31,38,35,14,40.0,5,14.29,5,14.29,6,17.14,5,14.29,31038
31,39,26,4,15.38,12,46.15,3,11.54,6,23.08,1,3.85,31039
31,40,32,3,9.38,15,46.88,5,15.63,5,15.63,4,12.5,31040
31,41,57,21,36.84,15,26.32,12,21.05,5,8.77,4,7.02,31041
31,42,84,28,33.33,19,22.62,10,11.9,24,28.57,3,3.57,31042
31,43,64,24,37.5,9,14.06,12,18.75,14,21.88,5,7.81,31043
31,44,35,9,25.71,7,20.0,5,14.29,6,17.14,8,22.86,31044
31,45,51,17,33.33,14,27.45,7,13.73,12,23.53,1,1.96,31045
31,46,65,14,21.54,30,46.15,8,12.31,11,16.92,2,3.08,31046
31,47,54,21,38.89,11,20.37,5,9.26,13,24.07,4,7.41,31047
31,48,46,12,26.09,14,30.43,8,17.39,8,17.39,4,8.7,31048
31,49,27,12,44.44,7,25.93,1,3.7,5,18.52,2,7.41,31049
31,50,55,24,43.64,10,18.18,7,12.73,12,21.82,2,3.64,31050
31,51,44,12,27.27,10,22.73,6,13.64,10,22.73,6,13.64,31051
32,1,102,45,44.12,31,30.39,11,10.78,8,7.84,7,6.86,32001
32,2,119,56,47.06,22,18.49,10,8.4,21,17.65,10,8.4,32002
32,3,69,36,52.17,10,14.49,7,10.14,10,14.49,6,8.7,32003
32,4,101,53,52.48,32,31.68,8,7.92,5,4.95,3,2.97,32004
32,5,66,27,40.91,23,34.85,6,9.09,7,10.61,3,4.55,32005
32,6,89,47,52.81,18,20.22,7,7.87,15,16.85,2,2.25,32006
32,7,53,26,49.06,11,20.75,5,9.43,9,16.98,2,3.77,32007
32,8,125,82,65.6,17,13.6,13,10.4,11,8.8,2,1.6,32008
32,9,149,94,63.09,33,22.15,6,4.03,12,8.05,4,2.68,32009
32,10,93,52,55.91,18,19.35,5,5.38,10,10.75,8,8.6,32010
32,11,91,48,52.75,19,20.88,5,5.49,15,16.48,4,4.4,32011
32,12,67,37,55.22,15,22.39,4,5.97,9,13.43,2,2.99,32012
32,13,40,20,50.0,6,15.0,4,10.0,7,17.5,3,7.5,32013
32,14,81,40,49.38,14,17.28,5,6.17,17,20.99,5,6.17,32014
32,15,65,31,47.69,19,29.23,4,6.15,8,12.31,3,4.62,32015
32,16,95,46,48.42,23,24.21,9,9.47,14,14.74,3,3.16,32016
32,17,94,47,50.0,22,23.4,6,6.38,13,13.83,6,6.38,32017
32,18,70,42,60.0,12,17.14,4,5.71,11,15.71,1,1.43,32018
32,19,105,51,48.57,24,22.86,10,9.52,14,13.33,6,5.71,32019
32,20,88,46,52.27,17,19.32,9,10.23,10,11.36,6,6.82,32020
32,21,77,37,48.05,12,15.58,7,9.09,14,18.18,7,9.09,32021
32,22,120,72,60.0,20,16.67,8,6.67,12,10.0,8,6.67,32022
32,23,107,54,50.47,22,20.56,13,12.15,13,12.15,5,4.67,32023
32,24,85,41,48.24,13,15.29,9,10.59,14,16.47,8,9.41,32024
32,25,80,45,56.25,14,17.5,13,16.25,8,10.0,0,0.0,32025
32,26,83,45,54.22,15,18.07,9,10.84,9,10.84,5,6.02,32026
32,27,89,56,62.92,12,13.48,6,6.74,10,11.24,5,5.62,32027
32,28,60,35,58.33,12,20.0,5,8.33,5,8.33,3,5.0,32028
32,29,94,53,56.38,18,19.15,7,7.45,8,8.51,8,8.51,32029
32,30,71,46,64.79,12,16.9,5,7.04,5,7.04,3,4.23,32030
32,31,123,75,60.98,29,23.58,6,4.88,8,6.5,5,4.07,32031
32,32,96,52,54.17,32,33.33,5,5.21,6,6.25,1,1.04,32032
32,33,70,33,47.14,12,17.14,6,8.57,11,15.71,8,11.43,32033
32,34,100,55,55.0,21,21.0,6,6.0,11,11.0,7,7.0,32034
32,35,118,66,55.93,21,17.8,7,5.93,13,11.02,11,9.32,32035
32,36,77,36,46.75,20,25.97,8,10.39,9,11.69,4,5.19,32036
32,37,90,45,50.0,11,12.22,9,10.0,19,21.11,6,6.67,32037
32,38,92,59,64.13,21,22.83,4,4.35,8,8.7,0,0.0,32038
32,39,84,52,61.9,19,22.62,3,3.57,8,9.52,2,2.38,32039
32,40,101,59,58.42,15,14.85,6,5.94,14,13.86,7,6.93,32040
32,41,103,54,52.43,19,18.45,9,8.74,16,15.53,5,4.85,32041
32,42,114,54,47.37,20,17.54,13,11.4,21,18.42,6,5.26,32042
32,43,104,71,68.27,16,15.38,4,3.85,9,8.65,4,3.85,32043
32,44,99,42,42.42,13,13.13,14,14.14,21,21.21,9,9.09,32044
32,45,91,44,48.35,11,12.09,13,14.29,19,20.88,4,4.4,32045
32,46,27,10,37.04,5,18.52,5,18.52,5,18.52,2,7.41,32046
32,47,101,62,61.39,13,12.87,7,6.93,15,14.85,4,3.96,32047
32,48,146,71,48.63,18,12.33,17,11.64,28,19.18,12,8.22,32048
32,49,55,40,72.73,6,10.91,1,1.82,6,10.91,2,3.64,32049
32,50,138,92,66.67,28,20.29,7,5.07,10,7.25,1,0.72,32050
32,51,106,65,61.32,23,21.7,0,0.0,13,12.26,5,4.72,32051
32,52,40,18,45.0,15,37.5,3,7.5,4,10.0,0,0.0,32052
33,1,129,54,41.86,25,19.38,17,13.18,18,13.95,15,11.63,33001
33,2,135,60,44.44,21,15.56,20,14.81,18,13.33,16,11.85,33002
33,3,129,59,45.74,27,20.93,13,10.08,23,17.83,7,5.43,33003
33,4,144,66,45.83,16,11.11,15,10.42,34,23.61,13,9.03,33004
33,5,106,38,35.85,25,23.58,16,15.09,18,16.98,9,8.49,33005
33,6,149,57,38.26,15,10.07,25,16.78,43,28.86,9,6.04,33006
33,7,210,116,55.24,55,26.19,11,5.24,20,9.52,8,3.81,33007
33,8,129,69,53.49,24,18.6,11,8.53,17,13.18,8,6.2,33008
33,9,127,65,51.18,20,15.75,16,12.6,22,17.32,4,3.15,33009
33,10,143,63,44.06,22,15.38,11,7.69,34,23.78,13,9.09,33010
33,11,115,43,37.39,16,13.91,13,11.3,29,25.22,14,12.17,33011
33,12,125,51,40.8,17,13.6,11,8.8,31,24.8,15,12.0,33012
33,13,139,40,28.78,22,15.83,29,20.86,40,28.78,8,5.76,33013
33,14,103,56,54.37,12,11.65,11,10.68,17,16.5,7,6.8,33014
33,15,127,56,44.09,10,7.87,19,14.96,34,26.77,8,6.3,33015
33,16,90,31,34.44,13,14.44,16,17.78,23,25.56,7,7.78,33016
33,17,160,80,50.0,24,15.0,15,9.38,33,20.63,8,5.0,33017
33,18,38,17,44.74,6,15.79,4,10.53,3,7.89,8,21.05,33018
33,19,116,47,40.52,13,11.21,14,12.07,34,29.31,8,6.9,33019
33,20,128,56,43.75,32,25.0,12,9.38,25,19.53,3,2.34,33020
33,21,142,57,40.14,29,20.42,21,14.79,26,18.31,9,6.34,33021
33,22,177,69,38.98,27,15.25,24,13.56,41,23.16,16,9.04,33022
33,23,120,56,46.67,32,26.67,11,9.17,16,13.33,5,4.17,33023
33,24,184,116,63.04,33,17.93,15,8.15,12,6.52,8,4.35,33024
33,25,166,70,42.17,20,12.05,16,9.64,35,21.08,25,15.06,33025
33,26,132,68,51.52,26,19.7,11,8.33,21,15.91,6,4.55,33026
33,27,94,41,43.62,19,20.21,12,12.77,18,19.15,4,4.26,33027
34,1,219,42,19.18,35,15.98,35,15.98,59,26.94,48,21.92,34001
34,2,160,26,16.25,22,13.75,26,16.25,44,27.5,42,26.25,34002
34,3,157,28,17.83,22,14.01,36,22.93,44,28.03,27,17.2,34003
34,4,155,28,18.06,45,29.03,20,12.9,43,27.74,19,12.26,34004
34,5,118,18,15.25,19,16.1,24,20.34,40,33.9,17,14.41,34005
34,6,110,22,20.0,28,25.45,17,15.45,33,30.0,10,9.09,34006
34,7,211,41,19.43,31,14.69,47,22.27,59,27.96,33,15.64,34007
34,8,147,26,17.69,17,11.56,24,16.33,49,33.33,31,21.09,34008
34,9,98,16,16.33,20,20.41,12,12.24,29,29.59,21,21.43,34009
34,10,155,33,21.29,26,16.77,38,24.52,32,20.65,26,16.77,34010
34,11,86,18,20.93,9,10.47,13,15.12,23,26.74,23,26.74,34011
34,12,178,43,24.16,38,21.35,37,20.79,40,22.47,20,11.24,34012
34,13,181,34,18.78,19,10.5,47,25.97,41,22.65,40,22.1,34013
34,14,115,22,19.13,19,16.52,27,23.48,25,21.74,22,19.13,34014
34,15,113,23,20.35,38,33.63,18,15.93,13,11.5,21,18.58,34015
34,16,79,18,22.78,10,12.66,18,22.78,17,21.52,16,20.25,34016
34,17,105,20,19.05,17,16.19,21,20.0,27,25.71,20,19.05,34017
34,18,88,20,22.73,27,30.68,11,12.5,16,18.18,14,15.91,34018
34,19,23,3,13.04,4,17.39,4,17.39,7,30.43,5,21.74,34019
34,20,262,40,15.27,78,29.77,46,17.56,48,18.32,50,19.08,34020
34,21,155,28,18.06,37,23.87,34,21.94,31,20.0,25,16.13,34021
34,22,197,40,20.3,43,21.83,28,14.21,49,24.87,37,18.78,34022
34,23,143,28,19.58,21,14.69,20,13.99,44,30.77,30,20.98,34023
34,24,133,15,11.28,35,26.32,38,28.57,27,20.3,18,13.53,34024
34,25,171,35,20.47,29,16.96,32,18.71,43,25.15,32,18.71,34025
34,26,80,13,16.25,22,27.5,7,8.75,25,31.25,13,16.25,34026
34,27,119,19,15.97,27,22.69,24,20.17,26,21.85,23,19.33,34027
34,28,92,12,13.04,42,45.65,10,10.87,15,16.3,13,14.13,34028
34,29,154,21,13.64,27,17.53,36,23.38,49,31.82,21,13.64,34029
34,30,202,31,15.35,28,13.86,40,19.8,60,29.7,43,21.29,34030
34,31,77,15,19.48,16,20.78,12,15.58,22,28.57,12,15.58,34031
34,32,116,13,11.21,23,19.83,20,17.24,33,28.45,27,23.28,34032
34,33,72,6,8.33,19,26.39,7,9.72,30,41.67,10,13.89,34033
34,34,201,31,15.42,43,21.39,40,19.9,45,22.39,42,20.9,34034
34,35,205,33,16.1,59,28.78,30,14.63,57,27.8,26,12.68,34035
34,36,184,29,15.76,49,26.63,37,20.11,37,20.11,32,17.39,34036
34,37,134,24,17.91,44,32.84,16,11.94,30,22.39,20,14.93,34037
34,38,108,17,15.74,24,22.22,19,17.59,28,25.93,20,18.52,34038
34,39,87,12,13.79,28,32.18,13,14.94,23,26.44,11,12.64,34039
34,40,172,22,12.79,30,17.44,30,17.44,58,33.72,32,18.6,34040
34,41,83,13,15.66,15,18.07,16,19.28,21,25.3,18,21.69,34041
34,42,205,32,15.61,29,14.15,40,19.51,70,34.15,34,16.59,34042
34,43,224,29,12.95,25,11.16,57,25.45,74,33.04,39,17.41,34043
34,44,203,33,16.26,49,24.14,44,21.67,40,19.7,37,18.23,34044
34,45,137,28,20.44,23,16.79,26,18.98,31,22.63,29,21.17,34045
34,46,131,17,12.98,39,29.77,27,20.61,28,21.37,20,15.27,34046
34,47,76,11,14.47,21,27.63,18,23.68,14,18.42,12,15.79,34047
34,48,215,31,14.42,51,23.72,47,21.86,46,21.4,40,18.6,34048
34,49,241,38,15.77,46,19.09,59,24.48,49,20.33,49,20.33,34049
34,50,157,24,15.29,36,22.93,38,24.2,23,14.65,36,22.93,34050
34,51,236,34,14.41,45,19.07,48,20.34,66,27.97,43,18.22,34051
34,52,102,10,9.8,35,34.31,19,18.63,20,19.61,18,17.65,34052
34,53,85,18,21.18,16,18.82,14,16.47,17,20.0,20,23.53,34053
34,54,110,18,16.36,31,28.18,19,17.27,24,21.82,18,16.36,34054
34,55,162,27,16.67,23,14.2,36,22.22,49,30.25,27,16.67,34055
34,56,68,14,20.59,7,10.29,19,27.94,20,29.41,8,11.76,34056
34,57,94,16,17.02,18,19.15,23,24.47,27,28.72,10,10.64,34057
34,58,184,29,15.76,38,20.65,34,18.48,40,21.74,43,23.37,34058
34,59,134,25,18.66,32,23.88,24,17.91,34,25.37,19,14.18,34059
34,60,177,30,16.95,42,23.73,35,19.77,39,22.03,31,17.51,34060
34,61,119,23,19.33,17,14.29,18,15.13,40,33.61,21,17.65,34061
35,1,109,46,42.2,24,22.02,11,10.09,21,19.27,7,6.42,35001
35,2,74,25,33.78,14,18.92,9,12.16,22,29.73,4,5.41,35002
35,3,60,19,31.67,9,15.0,6,10.0,17,28.33,9,15.0,35003
35,4,120,66,55.0,14,11.67,12,10.0,22,18.33,6,5.0,35004
35,5,91,38,41.76,22,24.18,3,3.3,21,23.08,7,7.69,35005
35,6,88,28,31.82,19,21.59,14,15.91,20,22.73,7,7.95,35006
35,7,94,50,53.19,20,21.28,5,5.32,11,11.7,8,8.51,35007
35,8,80,48,60.0,17,21.25,3,3.75,10,12.5,2,2.5,35008
35,9,79,38,48.1,12,15.19,13,16.46,12,15.19,4,5.06,35009
35,10,99,48,48.48,11,11.11,19,19.19,18,18.18,3,3.03,35010
