ward,precinct,total,Stella B. Black,Stella B. Black Percent,Barbara McGowan,Barbara McGowan Percent,Michael A. Alvarez,Michael A. Alvarez Percent,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Kathleen Mary O'Reilley,Kathleen Mary O'Reilley Percent,"Wallace Davis, III","Wallace Davis, III Percent",Maureen Kelly,Maureen Kelly Percent,Todd Connor,Todd Connor Percent,Kari K. Steele,Kari K. Steele Percent,precinct_id
1,16,105,13,12.38,11,10.48,27,25.71,3,2.86,10,9.52,17,16.19,5,4.76,13,12.38,6,5.71,01016
1,17,134,3,2.24,11,8.21,9,6.72,38,28.36,11,8.21,5,3.73,8,5.97,29,21.64,20,14.93,01017
1,18,170,11,6.47,21,12.35,40,23.53,36,21.18,8,4.71,9,5.29,8,4.71,21,12.35,16,9.41,01018
1,19,147,5,3.4,12,8.16,23,15.65,33,22.45,21,14.29,3,2.04,17,11.56,21,14.29,12,8.16,01019
1,20,291,25,8.59,28,9.62,71,24.4,37,12.71,20,6.87,17,5.84,23,7.9,52,17.87,18,6.19,01020
1,21,143,5,3.5,12,8.39,27,18.88,27,18.88,11,7.69,1,0.7,12,8.39,31,21.68,17,11.89,01021
1,22,154,6,3.9,17,11.04,37,24.03,28,18.18,11,7.14,8,5.19,15,9.74,20,12.99,12,7.79,01022
1,23,149,3,2.01,17,11.41,34,22.82,28,18.79,13,8.72,9,6.04,13,8.72,20,13.42,12,8.05,01023
1,24,368,21,5.71,43,11.68,62,16.85,80,21.74,38,10.33,13,3.53,25,6.79,52,14.13,34,9.24,01024
1,25,131,2,1.53,12,9.16,18,13.74,24,18.32,11,8.4,9,6.87,13,9.92,22,16.79,20,15.27,01025
1,26,113,6,5.31,15,13.27,13,11.5,26,23.01,9,7.96,2,1.77,9,7.96,18,15.93,15,13.27,01026
1,27,137,8,5.84,15,10.95,27,19.71,26,18.98,15,10.95,9,6.57,11,8.03,15,10.95,11,8.03,01027
1,28,119,9,7.56,10,8.4,19,15.97,21,17.65,10,8.4,8,6.72,12,10.08,21,17.65,9,7.56,01028
1,29,194,6,3.09,23,11.86,18,9.28,49,25.26,23,11.86,4,2.06,18,9.28,31,15.98,22,11.34,01029
1,30,314,24,7.64,36,11.46,60,19.11,66,21.02,23,7.32,13,4.14,23,7.32,42,13.38,27,8.6,01030
1,31,152,8,5.26,14,9.21,11,7.24,40,26.32,9,5.92,5,3.29,10,6.58,33,21.71,22,14.47,01031
1,32,227,20,8.81,24,10.57,61,26.87,26,11.45,15,6.61,17,7.49,21,9.25,24,10.57,19,8.37,01032
1,33,211,13,6.16,24,11.37,41,19.43,42,19.91,19,9.0,8,3.79,16,7.58,30,14.22,18,8.53,01033
1,34,136,8,5.88,11,8.09,15,11.03,34,25.0,13,9.56,4,2.94,12,8.82,22,16.18,17,12.5,01034
1,35,122,8,6.56,9,7.38,9,7.38,25,20.49,12,9.84,5,4.1,10,8.2,30,24.59,14,11.48,01035
1,36,211,9,4.27,27,12.8,21,9.95,49,23.22,17,8.06,5,2.37,15,7.11,44,20.85,24,11.37,01036
1,37,150,9,6.0,16,10.67,21,14.0,28,18.67,13,8.67,8,5.33,8,5.33,23,15.33,24,16.0,01037
1,38,100,4,4.0,11,11.0,17,17.0,19,19.0,12,12.0,2,2.0,8,8.0,16,16.0,11,11.0,01038
1,39,171,11,6.43,19,11.11,40,23.39,29,16.96,12,7.02,9,5.26,23,13.45,19,11.11,9,5.26,01039
1,40,62,3,4.84,8,12.9,10,16.13,15,24.19,2,3.23,2,3.23,4,6.45,10,16.13,8,12.9,01040
1,41,167,11,6.59,14,8.38,35,20.96,39,23.35,12,7.19,8,4.79,15,8.98,14,8.38,19,11.38,01041
1,42,136,8,5.88,11,8.09,10,7.35,28,20.59,16,11.76,8,5.88,16,11.76,22,16.18,17,12.5,01042
1,43,174,12,6.9,12,6.9,46,26.44,27,15.52,20,11.49,9,5.17,13,7.47,19,10.92,16,9.2,01043
1,44,141,11,7.8,18,12.77,12,8.51,30,21.28,11,7.8,4,2.84,14,9.93,27,19.15,14,9.93,01044
1,45,179,10,5.59,21,11.73,35,19.55,37,20.67,13,7.26,3,1.68,12,6.7,26,14.53,22,12.29,01045
1,46,202,12,5.94,23,11.39,24,11.88,48,23.76,18,8.91,9,4.46,18,8.91,31,15.35,19,9.41,01046
1,47,181,12,6.63,19,10.5,17,9.39,46,25.41,12,6.63,8,4.42,10,5.52,31,17.13,26,14.36,01047
1,48,157,15,9.55,19,12.1,23,14.65,25,15.92,16,10.19,11,7.01,8,5.1,24,15.29,16,10.19,01048
1,49,96,6,6.25,8,8.33,10,10.42,19,19.79,9,9.38,3,3.13,5,5.21,22,22.92,14,14.58,01049
1,50,125,6,4.8,11,8.8,11,8.8,25,20.0,11,8.8,2,1.6,11,8.8,29,23.2,19,15.2,01050
2,1,472,22,4.66,47,9.96,46,9.75,98,20.76,26,5.51,25,5.3,48,10.17,85,18.01,75,15.89,02001
2,2,60,4,6.67,13,21.67,12,20.0,6,10.0,6,10.0,4,6.67,3,5.0,5,8.33,7,11.67,02002
2,3,310,32,10.32,33,10.65,38,12.26,55,17.74,19,6.13,43,13.87,20,6.45,45,14.52,25,8.06,02003
2,4,178,30,16.85,31,17.42,17,9.55,19,10.67,4,2.25,35,19.66,8,4.49,11,6.18,23,12.92,02004
2,5,293,31,10.58,47,16.04,36,12.29,31,10.58,6,2.05,98,33.45,6,2.05,8,2.73,30,10.24,02005
2,6,313,12,3.83,39,12.46,30,9.58,75,23.96,20,6.39,14,4.47,22,7.03,55,17.57,46,14.7,02006
2,7,442,73,16.52,79,17.87,59,13.35,31,7.01,23,5.2,76,17.19,25,5.66,16,3.62,60,13.57,02007
2,8,479,34,7.1,76,15.87,51,10.65,82,17.12,33,6.89,32,6.68,40,8.35,64,13.36,67,13.99,02008
2,9,217,26,11.98,40,18.43,33,15.21,22,10.14,14,6.45,38,17.51,15,6.91,9,4.15,20,9.22,02009
2,10,197,20,10.15,40,20.3,15,7.61,16,8.12,13,6.6,39,19.8,13,6.6,8,4.06,33,16.75,02010
2,11,678,26,3.83,93,13.72,40,5.9,155,22.86,49,7.23,26,3.83,52,7.67,125,18.44,112,16.52,02011
2,12,315,17,5.4,26,8.25,21,6.67,80,25.4,32,10.16,9,2.86,29,9.21,56,17.78,45,14.29,02012
2,13,321,33,10.28,46,14.33,36,11.21,46,14.33,19,5.92,55,17.13,14,4.36,35,10.9,37,11.53,02013
2,14,582,75,12.89,111,19.07,43,7.39,47,8.08,27,4.64,104,17.87,37,6.36,31,5.33,107,18.38,02014
2,15,115,13,11.3,20,17.39,6,5.22,9,7.83,7,6.09,36,31.3,7,6.09,6,5.22,11,9.57,02015
2,16,329,12,3.65,21,6.38,26,7.9,81,24.62,23,6.99,11,3.34,31,9.42,66,20.06,58,17.63,02016
2,17,184,30,16.3,20,10.87,17,9.24,16,8.7,4,2.17,55,29.89,10,5.43,7,3.8,25,13.59,02017
2,18,401,22,5.49,45,11.22,34,8.48,79,19.7,39,9.73,28,6.98,47,11.72,54,13.47,53,13.22,02018
2,19,429,28,6.53,58,13.52,38,8.86,60,13.99,44,10.26,35,8.16,50,11.66,58,13.52,58,13.52,02019
2,20,540,92,17.04,89,16.48,67,12.41,40,7.41,26,4.81,96,17.78,24,4.44,24,4.44,82,15.19,02020
2,21,410,54,13.17,78,19.02,45,10.98,33,8.05,16,3.9,83,20.24,28,6.83,19,4.63,54,13.17,02021
2,22,601,42,6.99,83,13.81,59,9.82,105,17.47,31,5.16,51,8.49,49,8.15,84,13.98,97,16.14,02022
2,23,209,19,9.09,38,18.18,17,8.13,23,11.0,14,6.7,49,23.44,13,6.22,12,5.74,24,11.48,02023
2,24,165,11,6.67,19,11.52,12,7.27,27,16.36,13,7.88,19,11.52,14,8.48,26,15.76,24,14.55,02024
2,25,359,48,13.37,51,14.21,39,10.86,49,13.65,33,9.19,53,14.76,21,5.85,24,6.69,41,11.42,02025
2,26,284,31,10.92,32,11.27,28,9.86,42,14.79,18,6.34,43,15.14,19,6.69,26,9.15,45,15.85,02026
2,27,239,29,12.13,43,17.99,25,10.46,19,7.95,16,6.69,67,28.03,7,2.93,4,1.67,29,12.13,02027
2,28,201,13,6.47,21,10.45,17,8.46,48,23.88,18,8.96,5,2.49,16,7.96,27,13.43,36,17.91,02028
2,29,170,21,12.35,30,17.65,18,10.59,17,10.0,10,5.88,31,18.24,8,4.71,12,7.06,23,13.53,02029
2,30,343,16,4.66,48,13.99,35,10.2,70,20.41,25,7.29,22,6.41,32,9.33,42,12.24,53,15.45,02030
2,31,336,48,14.29,53,15.77,37,11.01,25,7.44,16,4.76,61,18.15,16,4.76,18,5.36,62,18.45,02031
2,32,112,10,8.93,13,11.61,14,12.5,14,12.5,9,8.04,23,20.54,9,8.04,11,9.82,9,8.04,02032
2,33,134,12,8.96,23,17.16,12,8.96,10,7.46,8,5.97,34,25.37,5,3.73,9,6.72,21,15.67,02033
2,34,244,35,14.34,39,15.98,21,8.61,19,7.79,12,4.92,68,27.87,10,4.1,10,4.1,30,12.3,02034
2,35,66,5,7.58,2,3.03,8,12.12,18,27.27,1,1.52,3,4.55,4,6.06,12,18.18,13,19.7,02035
2,36,522,35,6.7,65,12.45,52,9.96,73,13.98,40,7.66,50,9.58,57,10.92,67,12.84,83,15.9,02036
2,37,309,23,7.44,37,11.97,31,10.03,70,22.65,22,7.12,10,3.24,28,9.06,51,16.5,37,11.97,02037
2,38,476,49,10.29,53,11.13,42,8.82,85,17.86,31,6.51,28,5.88,44,9.24,71,14.92,73,15.34,02038
2,39,229,25,10.92,30,13.1,32,13.97,32,13.97,18,7.86,31,13.54,14,6.11,15,6.55,32,13.97,02039
2,40,498,43,8.63,62,12.45,54,10.84,63,12.65,46,9.24,54,10.84,54,10.84,66,13.25,56,11.24,02040
2,41,135,18,13.33,16,11.85,12,8.89,5,3.7,5,3.7,43,31.85,7,5.19,12,8.89,17,12.59,02041
2,42,187,21,11.23,26,13.9,21,11.23,18,9.63,6,3.21,62,33.16,8,4.28,13,6.95,12,6.42,02042
2,43,583,40,6.86,86,14.75,52,8.92,107,18.35,43,7.38,48,8.23,47,8.06,76,13.04,84,14.41,02043
2,44,269,50,18.59,43,15.99,29,10.78,20,7.43,20,7.43,49,18.22,9,3.35,8,2.97,41,15.24,02044
2,45,232,29,12.5,38,16.38,23,9.91,10,4.31,6,2.59,80,34.48,15,6.47,4,1.72,27,11.64,02045
2,46,577,77,13.34,85,14.73,58,10.05,51,8.84,19,3.29,111,19.24,31,5.37,32,5.55,113,19.58,02046
2,47,181,22,12.15,30,16.57,12,6.63,12,6.63,4,2.21,68,37.57,6,3.31,7,3.87,20,11.05,02047
2,48,176,16,9.09,31,17.61,10,5.68,11,6.25,6,3.41,61,34.66,7,3.98,8,4.55,26,14.77,02048
2,49,261,25,9.58,28,10.73,17,6.51,63,24.14,15,5.75,14,5.36,24,9.2,41,15.71,34,13.03,02049
2,50,199,19,9.55,22,11.06,38,19.1,28,14.07,15,7.54,26,13.07,12,6.03,17,8.54,22,11.06,02050
2,51,200,23,11.5,30,15.0,24,12.0,17,8.5,9,4.5,52,26.0,8,4.0,12,6.0,25,12.5,02051
2,52,341,38,11.14,41,12.02,30,8.8,23,6.74,14,4.11,120,35.19,17,4.99,24,7.04,34,9.97,02052
2,53,244,18,7.38,35,14.34,30,12.3,38,15.57,20,8.2,18,7.38,23,9.43,27,11.07,35,14.34,02053
2,54,387,18,4.65,45,11.63,33,8.53,93,24.03,17,4.39,9,2.33,36,9.3,79,20.41,57,14.73,02054
2,55,142,14,9.86,14,9.86,15,10.56,25,17.61,15,10.56,7,4.93,13,9.15,16,11.27,23,16.2,02055
2,56,268,16,5.97,43,16.04,29,10.82,19,7.09,7,2.61,93,34.7,18,6.72,4,1.49,39,14.55,02056
3,1,258,31,12.02,56,21.71,34,13.18,28,10.85,15,5.81,43,16.67,5,1.94,6,2.33,40,15.5,03001
3,2,475,69,14.53,106,22.32,64,13.47,47,9.89,25,5.26,77,16.21,21,4.42,10,2.11,56,11.79,03002
3,3,321,31,9.66,47,14.64,41,12.77,49,15.26,19,5.92,44,13.71,22,6.85,21,6.54,47,14.64,03003
3,4,215,36,16.74,45,20.93,32,14.88,23,10.7,1,0.47,37,17.21,9,4.19,4,1.86,28,13.02,03004
3,5,293,45,15.36,53,18.09,35,11.95,17,5.8,13,4.44,60,20.48,17,5.8,8,2.73,45,15.36,03005
3,6,73,11,15.07,12,16.44,13,17.81,7,9.59,7,9.59,9,12.33,3,4.11,5,6.85,6,8.22,03006
3,7,377,64,16.98,59,15.65,37,9.81,31,8.22,19,5.04,82,21.75,18,4.77,16,4.24,51,13.53,03007
3,8,289,43,14.88,43,14.88,38,13.15,21,7.27,17,5.88,41,14.19,21,7.27,16,5.54,49,16.96,03008
3,9,308,62,20.13,51,16.56,38,12.34,19,6.17,11,3.57,61,19.81,10,3.25,16,5.19,40,12.99,03009
3,10,90,13,14.44,17,18.89,21,23.33,11,12.22,3,3.33,17,18.89,2,2.22,0,0.0,6,6.67,03010
3,11,283,40,14.13,61,21.55,41,14.49,27,9.54,10,3.53,45,15.9,11,3.89,8,2.83,40,14.13,03011
3,12,222,37,16.67,44,19.82,23,10.36,11,4.95,6,2.7,37,16.67,10,4.5,10,4.5,44,19.82,03012
3,13,154,9,5.84,16,10.39,59,38.31,17,11.04,18,11.69,4,2.6,12,7.79,6,3.9,13,8.44,03013
3,14,292,49,16.78,56,19.18,33,11.3,21,7.19,20,6.85,55,18.84,16,5.48,12,4.11,30,10.27,03014
3,15,315,48,15.24,61,19.37,43,13.65,20,6.35,15,4.76,53,16.83,20,6.35,14,4.44,41,13.02,03015
3,16,260,38,14.62,60,23.08,32,12.31,24,9.23,12,4.62,34,13.08,19,7.31,10,3.85,31,11.92,03016
3,17,144,24,16.67,34,23.61,18,12.5,12,8.33,6,4.17,16,11.11,9,6.25,6,4.17,19,13.19,03017
3,18,128,27,21.09,19,14.84,14,10.94,5,3.91,11,8.59,18,14.06,6,4.69,8,6.25,20,15.63,03018
3,19,79,3,3.8,13,16.46,25,31.65,8,10.13,8,10.13,4,5.06,8,10.13,7,8.86,3,3.8,03019
3,20,251,29,11.55,50,19.92,28,11.16,18,7.17,8,3.19,52,20.72,12,4.78,9,3.59,45,17.93,03020
3,21,98,19,19.39,16,16.33,7,7.14,4,4.08,8,8.16,16,16.33,7,7.14,6,6.12,15,15.31,03021
3,22,162,23,14.2,39,24.07,13,8.02,12,7.41,9,5.56,20,12.35,13,8.02,6,3.7,27,16.67,03022
3,23,228,32,14.04,44,19.3,38,16.67,15,6.58,10,4.39,45,19.74,10,4.39,10,4.39,24,10.53,03023
3,24,328,57,17.38,55,16.77,34,10.37,19,5.79,16,4.88,57,17.38,20,6.1,14,4.27,56,17.07,03024
3,25,159,26,16.35,31,19.5,25,15.72,12,7.55,10,6.29,20,12.58,7,4.4,5,3.14,23,14.47,03025
3,26,88,11,12.5,18,20.45,21,23.86,10,11.36,1,1.14,12,13.64,5,5.68,2,2.27,8,9.09,03026
3,27,263,48,18.25,42,15.97,31,11.79,15,5.7,14,5.32,57,21.67,14,5.32,4,1.52,38,14.45,03027
3,28,520,33,6.35,66,12.69,44,8.46,100,19.23,39,7.5,26,5.0,37,7.12,76,14.62,99,19.04,03028
3,29,303,42,13.86,66,21.78,45,14.85,36,11.88,22,7.26,29,9.57,16,5.28,8,2.64,39,12.87,03029
3,30,227,33,14.54,45,19.82,20,8.81,16,7.05,7,3.08,51,22.47,4,1.76,8,3.52,43,18.94,03030
3,31,451,68,15.08,99,21.95,56,12.42,33,7.32,21,4.66,84,18.63,18,3.99,15,3.33,57,12.64,03031
3,32,211,21,9.95,45,21.33,29,13.74,20,9.48,1,0.47,36,17.06,8,3.79,8,3.79,43,20.38,03032
3,33,375,59,15.73,72,19.2,58,15.47,30,8.0,13,3.47,70,18.67,17,4.53,14,3.73,42,11.2,03033
3,34,309,37,11.97,67,21.68,34,11.0,24,7.77,5,1.62,50,16.18,14,4.53,14,4.53,64,20.71,03034
3,35,299,35,11.71,70,23.41,49,16.39,32,10.7,9,3.01,43,14.38,11,3.68,11,3.68,39,13.04,03035
3,36,81,10,12.35,16,19.75,10,12.35,6,7.41,3,3.7,19,23.46,5,6.17,4,4.94,8,9.88,03036
3,37,129,20,15.5,23,17.83,20,15.5,9,6.98,5,3.88,20,15.5,11,8.53,6,4.65,15,11.63,03037
3,38,496,88,17.74,84,16.94,42,8.47,27,5.44,22,4.44,97,19.56,26,5.24,23,4.64,87,17.54,03038
3,39,541,84,15.53,123,22.74,53,9.8,42,7.76,18,3.33,111,20.52,22,4.07,25,4.62,63,11.65,03039
3,40,279,45,16.13,54,19.35,45,16.13,29,10.39,6,2.15,44,15.77,13,4.66,6,2.15,37,13.26,03040
3,41,336,42,12.5,55,16.37,33,9.82,26,7.74,16,4.76,57,16.96,18,5.36,30,8.93,59,17.56,03041
3,42,182,29,15.93,32,17.58,15,8.24,12,6.59,15,8.24,29,15.93,15,8.24,5,2.75,30,16.48,03042
3,43,36,8,22.22,8,22.22,4,11.11,1,2.78,0,0.0,8,22.22,3,8.33,0,0.0,4,11.11,03043
3,44,48,9,18.75,6,12.5,5,10.42,4,8.33,6,12.5,7,14.58,5,10.42,2,4.17,4,8.33,03044
3,45,347,41,11.82,56,16.14,29,8.36,36,10.37,23,6.63,69,19.88,29,8.36,23,6.63,41,11.82,03045
3,46,25,4,16.0,4,16.0,4,16.0,2,8.0,1,4.0,3,12.0,1,4.0,0,0.0,6,24.0,03046
3,47,178,32,17.98,36,20.22,24,13.48,15,8.43,10,5.62,28,15.73,6,3.37,5,2.81,22,12.36,03047
3,48,161,21,13.04,38,23.6,25,15.53,16,9.94,13,8.07,19,11.8,9,5.59,3,1.86,17,10.56,03048
3,49,60,8,13.33,13,21.67,6,10.0,5,8.33,6,10.0,10,16.67,1,1.67,1,1.67,10,16.67,03049
3,50,142,18,12.68,25,17.61,23,16.2,13,9.15,10,7.04,19,13.38,11,7.75,8,5.63,15,10.56,03050
4,1,521,49,9.4,75,14.4,37,7.1,86,16.51,20,3.84,70,13.44,23,4.41,76,14.59,85,16.31,04001
4,2,547,88,16.09,95,17.37,67,12.25,54,9.87,18,3.29,92,16.82,29,5.3,32,5.85,72,13.16,04002
4,3,474,72,15.19,84,17.72,47,9.92,41,8.65,13,2.74,81,17.09,22,4.64,37,7.81,77,16.24,04003
4,4,329,61,18.54,46,13.98,29,8.81,26,7.9,22,6.69,58,17.63,18,5.47,27,8.21,42,12.77,04004
4,5,552,74,13.41,89,16.12,55,9.96,50,9.06,19,3.44,87,15.76,23,4.17,61,11.05,94,17.03,04005
4,6,184,34,18.48,34,18.48,14,7.61,8,4.35,1,0.54,42,22.83,3,1.63,9,4.89,39,21.2,04006
4,7,448,63,14.06,70,15.63,47,10.49,38,8.48,15,3.35,72,16.07,23,5.13,41,9.15,79,17.63,04007
4,8,441,65,14.74,73,16.55,53,12.02,42,9.52,14,3.17,76,17.23,17,3.85,39,8.84,62,14.06,04008
4,9,973,141,14.49,172,17.68,79,8.12,68,6.99,26,2.67,182,18.71,58,5.96,66,6.78,181,18.6,04009
4,10,420,56,13.33,71,16.9,31,7.38,45,10.71,10,2.38,81,19.29,14,3.33,41,9.76,71,16.9,04010
4,11,239,42,17.57,38,15.9,20,8.37,24,10.04,10,4.18,47,19.67,15,6.28,17,7.11,26,10.88,04011
4,12,234,43,18.38,30,12.82,16,6.84,26,11.11,5,2.14,46,19.66,9,3.85,19,8.12,40,17.09,04012
4,13,326,29,8.9,57,17.48,41,12.58,48,14.72,11,3.37,38,11.66,12,3.68,45,13.8,45,13.8,04013
4,14,211,29,13.74,36,17.06,23,10.9,11,5.21,14,6.64,41,19.43,10,4.74,18,8.53,29,13.74,04014
4,15,271,35,12.92,40,14.76,29,10.7,31,11.44,15,5.54,43,15.87,11,4.06,26,9.59,41,15.13,04015
4,16,414,70,16.91,66,15.94,35,8.45,30,7.25,15,3.62,73,17.63,13,3.14,30,7.25,82,19.81,04016
4,17,455,60,13.19,73,16.04,39,8.57,46,10.11,21,4.62,65,14.29,24,5.27,39,8.57,88,19.34,04017
4,18,348,58,16.67,60,17.24,32,9.2,24,6.9,20,5.75,58,16.67,23,6.61,20,5.75,53,15.23,04018
4,19,315,49,15.56,46,14.6,29,9.21,27,8.57,16,5.08,56,17.78,12,3.81,26,8.25,54,17.14,04019
4,20,184,33,17.93,25,13.59,14,7.61,13,7.07,13,7.07,38,20.65,14,7.61,8,4.35,26,14.13,04020
4,21,529,54,10.21,82,15.5,48,9.07,90,17.01,22,4.16,61,11.53,23,4.35,75,14.18,74,13.99,04021
4,22,533,58,10.88,82,15.38,46,8.63,91,17.07,26,4.88,60,11.26,19,3.56,66,12.38,85,15.95,04022
4,23,346,29,8.38,56,16.18,29,8.38,51,14.74,9,2.6,52,15.03,15,4.34,38,10.98,67,19.36,04023
4,24,376,46,12.23,57,15.16,37,9.84,56,14.89,17,4.52,38,10.11,14,3.72,51,13.56,60,15.96,04024
4,25,494,68,13.77,91,18.42,53,10.73,42,8.5,9,1.82,100,20.24,19,3.85,16,3.24,96,19.43,04025
4,26,383,46,12.01,59,15.4,30,7.83,27,7.05,16,4.18,85,22.19,20,5.22,30,7.83,70,18.28,04026
4,27,343,48,13.99,57,16.62,38,11.08,34,9.91,12,3.5,57,16.62,18,5.25,23,6.71,56,16.33,04027
4,28,264,26,9.85,32,12.12,20,7.58,55,20.83,9,3.41,22,8.33,7,2.65,48,18.18,45,17.05,04028
4,29,398,48,12.06,51,12.81,37,9.3,71,17.84,12,3.02,32,8.04,21,5.28,68,17.09,58,14.57,04029
4,30,359,67,18.66,46,12.81,34,9.47,33,9.19,14,3.9,67,18.66,21,5.85,31,8.64,46,12.81,04030
4,31,244,11,4.51,28,11.48,16,6.56,60,24.59,12,4.92,9,3.69,16,6.56,52,21.31,40,16.39,04031
4,32,452,27,5.97,68,15.04,25,5.53,105,23.23,10,2.21,34,7.52,20,4.42,89,19.69,74,16.37,04032
4,33,312,43,13.78,44,14.1,38,12.18,31,9.94,12,3.85,55,17.63,18,5.77,20,6.41,51,16.35,04033
4,34,335,32,9.55,36,10.75,16,4.78,77,22.99,12,3.58,21,6.27,18,5.37,66,19.7,57,17.01,04034
4,35,206,30,14.56,31,15.05,18,8.74,20,9.71,15,7.28,38,18.45,14,6.8,10,4.85,30,14.56,04035
4,36,286,34,11.89,40,13.99,24,8.39,41,14.34,6,2.1,39,13.64,13,4.55,27,9.44,62,21.68,04036
4,37,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04037
4,38,697,80,11.48,102,14.63,73,10.47,94,13.49,21,3.01,97,13.92,33,4.73,88,12.63,109,15.64,04038
4,39,237,45,18.99,33,13.92,22,9.28,23,9.7,7,2.95,46,19.41,8,3.38,21,8.86,32,13.5,04039
4,40,296,47,15.88,36,12.16,17,5.74,30,10.14,20,6.76,62,20.95,12,4.05,26,8.78,46,15.54,04040
4,41,184,14,7.61,33,17.93,16,8.7,37,20.11,5,2.72,8,4.35,14,7.61,33,17.93,24,13.04,04041
4,42,491,76,15.48,82,16.7,37,7.54,46,9.37,17,3.46,90,18.33,24,4.89,31,6.31,88,17.92,04042
4,43,301,30,9.97,33,10.96,25,8.31,57,18.94,14,4.65,28,9.3,16,5.32,51,16.94,47,15.61,04043
4,44,209,33,15.79,20,9.57,21,10.05,30,14.35,12,5.74,30,14.35,9,4.31,20,9.57,34,16.27,04044
4,45,814,88,10.81,136,16.71,66,8.11,95,11.67,16,1.97,162,19.9,24,2.95,85,10.44,142,17.44,04045
4,46,278,38,13.67,34,12.23,25,8.99,41,14.75,7,2.52,47,16.91,12,4.32,30,10.79,44,15.83,04046
4,47,468,58,12.39,59,12.61,48,10.26,85,18.16,20,4.27,49,10.47,19,4.06,66,14.1,64,13.68,04047
4,48,581,52,8.95,97,16.7,53,9.12,91,15.66,18,3.1,67,11.53,27,4.65,80,13.77,96,16.52,04048
4,49,262,43,16.41,41,15.65,25,9.54,15,5.73,14,5.34,48,18.32,17,6.49,26,9.92,33,12.6,04049
4,50,351,55,15.67,51,14.53,25,7.12,32,9.12,15,4.27,64,18.23,16,4.56,39,11.11,54,15.38,04050
4,51,378,49,12.96,69,18.25,32,8.47,45,11.9,11,2.91,69,18.25,18,4.76,25,6.61,60,15.87,04051
4,52,390,69,17.69,70,17.95,39,10.0,25,6.41,35,8.97,55,14.1,17,4.36,26,6.67,54,13.85,04052
5,1,430,69,16.05,83,19.3,52,12.09,20,4.65,8,1.86,83,19.3,19,4.42,20,4.65,76,17.67,05001
5,2,298,47,15.77,55,18.46,46,15.44,13,4.36,17,5.7,48,16.11,9,3.02,11,3.69,52,17.45,05002
5,3,174,14,8.05,23,13.22,18,10.34,31,17.82,4,2.3,17,9.77,8,4.6,29,16.67,30,17.24,05003
5,4,296,44,14.86,52,17.57,33,11.15,11,3.72,9,3.04,61,20.61,15,5.07,7,2.36,64,21.62,05004
5,5,292,47,16.1,56,19.18,34,11.64,24,8.22,16,5.48,43,14.73,10,3.42,15,5.14,47,16.1,05005
5,6,392,65,16.58,65,16.58,39,9.95,19,4.85,13,3.32,71,18.11,20,5.1,18,4.59,82,20.92,05006
