ward,precinct,total,Kwame Raoul,Kwame Raoul Percent,precinct_id
42,47,71,71,100.0,42047
42,48,81,81,100.0,42048
42,50,120,120,100.0,42050
42,51,177,177,100.0,42051
42,52,47,47,100.0,42052
42,53,141,141,100.0,42053
42,54,76,76,100.0,42054
42,61,28,28,100.0,42061
42,62,61,61,100.0,42062
42,63,114,114,100.0,42063
42,64,41,41,100.0,42064
42,65,102,102,100.0,42065
42,66,77,77,100.0,42066
43,35,119,119,100.0,43035
43,40,45,45,100.0,43040
