ward,precinct,total,Thomas L. Hogan,Thomas L. Hogan Percent,Pamela E. Hill-Veal,Pamela E. Hill-Veal Percent,Frank Edward Gardner,Frank Edward Gardner Percent,Aurelia Marie Pucinski,Aurelia Marie Pucinski Percent,Don R. Sampen,Don R. Sampen Percent,precinct_id
21,9,155,29,18.71,48,30.97,22,14.19,51,32.9,5,3.23,21009
21,10,102,19,18.63,38,37.25,16,15.69,28,27.45,1,0.98,21010
21,11,135,21,15.56,52,38.52,21,15.56,38,28.15,3,2.22,21011
21,12,151,23,15.23,57,37.75,25,16.56,42,27.81,4,2.65,21012
21,13,65,11,16.92,18,27.69,12,18.46,22,33.85,2,3.08,21013
21,14,133,21,15.79,48,36.09,20,15.04,41,30.83,3,2.26,21014
21,15,111,17,15.32,37,33.33,15,13.51,40,36.04,2,1.8,21015
21,16,135,18,13.33,56,41.48,20,14.81,40,29.63,1,0.74,21016
21,17,135,23,17.04,39,28.89,26,19.26,44,32.59,3,2.22,21017
21,18,131,19,14.5,52,39.69,21,16.03,32,24.43,7,5.34,21018
21,19,135,21,15.56,45,33.33,20,14.81,43,31.85,6,4.44,21019
21,20,100,18,18.0,39,39.0,17,17.0,26,26.0,0,0.0,21020
21,21,163,25,15.34,51,31.29,21,12.88,59,36.2,7,4.29,21021
21,22,131,14,10.69,49,37.4,29,22.14,37,28.24,2,1.53,21022
21,23,120,11,9.17,53,44.17,22,18.33,28,23.33,6,5.0,21023
21,24,165,20,12.12,72,43.64,31,18.79,39,23.64,3,1.82,21024
21,25,133,15,11.28,66,49.62,19,14.29,28,21.05,5,3.76,21025
21,26,127,27,21.26,54,42.52,19,14.96,25,19.69,2,1.57,21026
21,27,162,25,15.43,56,34.57,35,21.6,40,24.69,6,3.7,21027
21,28,99,18,18.18,39,39.39,14,14.14,22,22.22,6,6.06,21028
21,29,66,17,25.76,21,31.82,6,9.09,17,25.76,5,7.58,21029
21,30,98,14,14.29,33,33.67,20,20.41,27,27.55,4,4.08,21030
21,31,172,26,15.12,66,38.37,28,16.28,46,26.74,6,3.49,21031
21,32,115,14,12.17,44,38.26,17,14.78,35,30.43,5,4.35,21032
21,33,147,25,17.01,63,42.86,32,21.77,27,18.37,0,0.0,21033
21,34,163,30,18.4,63,38.65,20,12.27,46,28.22,4,2.45,21034
21,35,72,17,23.61,16,22.22,11,15.28,23,31.94,5,6.94,21035
21,36,103,19,18.45,30,29.13,14,13.59,32,31.07,8,7.77,21036
21,37,123,21,17.07,46,37.4,18,14.63,34,27.64,4,3.25,21037
21,38,142,17,11.97,60,42.25,20,14.08,41,28.87,4,2.82,21038
21,39,116,20,17.24,47,40.52,16,13.79,30,25.86,3,2.59,21039
21,40,153,22,14.38,60,39.22,28,18.3,38,24.84,5,3.27,21040
21,41,103,12,11.65,36,34.95,19,18.45,31,30.1,5,4.85,21041
21,42,156,25,16.03,55,35.26,28,17.95,40,25.64,8,5.13,21042
21,43,129,19,14.73,50,38.76,20,15.5,37,28.68,3,2.33,21043
21,44,140,20,14.29,48,34.29,25,17.86,40,28.57,7,5.0,21044
21,45,143,20,13.99,67,46.85,22,15.38,27,18.88,7,4.9,21045
21,46,92,14,15.22,31,33.7,15,16.3,26,28.26,6,6.52,21046
21,47,196,34,17.35,69,35.2,30,15.31,52,26.53,11,5.61,21047
21,48,158,21,13.29,70,44.3,26,16.46,36,22.78,5,3.16,21048
21,49,184,34,18.48,65,35.33,25,13.59,54,29.35,6,3.26,21049
21,50,140,24,17.14,50,35.71,22,15.71,38,27.14,6,4.29,21050
21,51,164,20,12.2,78,47.56,21,12.8,38,23.17,7,4.27,21051
21,52,133,20,15.04,45,33.83,27,20.3,36,27.07,5,3.76,21052
21,53,116,17,14.66,35,30.17,17,14.66,44,37.93,3,2.59,21053
21,54,164,25,15.24,70,42.68,34,20.73,29,17.68,6,3.66,21054
21,55,130,10,7.69,48,36.92,34,26.15,36,27.69,2,1.54,21055
21,56,105,18,17.14,41,39.05,16,15.24,28,26.67,2,1.9,21056
21,57,117,17,14.53,45,38.46,20,17.09,30,25.64,5,4.27,21057
21,58,111,13,11.71,34,30.63,22,19.82,41,36.94,1,0.9,21058
21,59,169,27,15.98,65,38.46,22,13.02,52,30.77,3,1.78,21059
21,60,150,13,8.67,58,38.67,19,12.67,56,37.33,4,2.67,21060
21,61,150,20,13.33,43,28.67,26,17.33,56,37.33,5,3.33,21061
21,62,127,17,13.39,54,42.52,24,18.9,28,22.05,4,3.15,21062
21,63,129,17,13.18,50,38.76,24,18.6,32,24.81,6,4.65,21063
21,64,76,15,19.74,24,31.58,13,17.11,20,26.32,4,5.26,21064
21,65,241,22,9.13,107,44.4,37,15.35,69,28.63,6,2.49,21065
21,66,106,10,9.43,50,47.17,14,13.21,26,24.53,6,5.66,21066
21,67,126,27,21.43,40,31.75,25,19.84,32,25.4,2,1.59,21067
21,68,141,15,10.64,55,39.01,23,16.31,46,32.62,2,1.42,21068
21,69,110,16,14.55,39,35.45,20,18.18,31,28.18,4,3.64,21069
21,70,124,21,16.94,43,34.68,20,16.13,32,25.81,8,6.45,21070
21,71,123,16,13.01,43,34.96,20,16.26,38,30.89,6,4.88,21071
21,72,142,31,21.83,44,30.99,24,16.9,39,27.46,4,2.82,21072
21,73,139,24,17.27,50,35.97,16,11.51,42,30.22,7,5.04,21073
21,74,46,8,17.39,22,47.83,3,6.52,12,26.09,1,2.17,21074
22,1,76,17,22.37,14,18.42,11,14.47,24,31.58,10,13.16,22001
22,2,68,14,20.59,9,13.24,8,11.76,31,45.59,6,8.82,22002
22,3,129,24,18.6,20,15.5,7,5.43,62,48.06,16,12.4,22003
22,4,86,20,23.26,10,11.63,10,11.63,39,45.35,7,8.14,22004
22,5,117,19,16.24,18,15.38,10,8.55,54,46.15,16,13.68,22005
22,6,98,18,18.37,16,16.33,5,5.1,31,31.63,28,28.57,22006
22,7,101,20,19.8,28,27.72,17,16.83,23,22.77,13,12.87,22007
22,8,58,16,27.59,7,12.07,6,10.34,25,43.1,4,6.9,22008
22,9,101,17,16.83,8,7.92,16,15.84,47,46.53,13,12.87,22009
22,10,112,22,19.64,19,16.96,13,11.61,44,39.29,14,12.5,22010
22,11,89,23,25.84,8,8.99,9,10.11,40,44.94,9,10.11,22011
22,12,80,17,21.25,10,12.5,9,11.25,36,45.0,8,10.0,22012
22,13,124,31,25.0,12,9.68,9,7.26,53,42.74,19,15.32,22013
22,14,55,14,25.45,5,9.09,1,1.82,23,41.82,12,21.82,22014
22,15,62,13,20.97,14,22.58,10,16.13,18,29.03,7,11.29,22015
22,16,123,20,16.26,15,12.2,5,4.07,67,54.47,16,13.01,22016
22,17,116,14,12.07,16,13.79,14,12.07,52,44.83,20,17.24,22017
22,18,112,28,25.0,16,14.29,11,9.82,39,34.82,18,16.07,22018
22,19,56,12,21.43,16,28.57,9,16.07,17,30.36,2,3.57,22019
22,20,114,25,21.93,13,11.4,10,8.77,53,46.49,13,11.4,22020
22,21,101,10,9.9,22,21.78,18,17.82,33,32.67,18,17.82,22021
22,22,69,13,18.84,10,14.49,6,8.7,25,36.23,15,21.74,22022
22,23,126,25,19.84,16,12.7,11,8.73,48,38.1,26,20.63,22023
22,24,81,21,25.93,13,16.05,10,12.35,32,39.51,5,6.17,22024
22,25,89,11,12.36,14,15.73,11,12.36,40,44.94,13,14.61,22025
22,26,85,25,29.41,7,8.24,6,7.06,43,50.59,4,4.71,22026
22,27,132,26,19.7,19,14.39,15,11.36,52,39.39,20,15.15,22027
22,28,63,15,23.81,13,20.63,2,3.17,28,44.44,5,7.94,22028
22,29,61,14,22.95,8,13.11,4,6.56,27,44.26,8,13.11,22029
23,1,184,51,27.72,11,5.98,3,1.63,116,63.04,3,1.63,23001
23,2,237,43,18.14,13,5.49,5,2.11,171,72.15,5,2.11,23002
23,3,167,32,19.16,13,7.78,4,2.4,116,69.46,2,1.2,23003
23,4,169,41,24.26,8,4.73,9,5.33,107,63.31,4,2.37,23004
23,5,128,33,25.78,16,12.5,7,5.47,70,54.69,2,1.56,23005
23,6,184,26,14.13,12,6.52,6,3.26,136,73.91,4,2.17,23006
23,7,177,49,27.68,8,4.52,11,6.21,109,61.58,0,0.0,23007
23,8,158,21,13.29,7,4.43,4,2.53,125,79.11,1,0.63,23008
23,9,184,30,16.3,19,10.33,15,8.15,115,62.5,5,2.72,23009
23,10,233,27,11.59,15,6.44,13,5.58,170,72.96,8,3.43,23010
23,11,198,43,21.72,9,4.55,6,3.03,137,69.19,3,1.52,23011
23,12,173,39,22.54,9,5.2,4,2.31,117,67.63,4,2.31,23012
23,13,199,47,23.62,10,5.03,10,5.03,129,64.82,3,1.51,23013
23,14,140,30,21.43,6,4.29,1,0.71,103,73.57,0,0.0,23014
23,15,155,34,21.94,4,2.58,6,3.87,107,69.03,4,2.58,23015
23,16,195,42,21.54,7,3.59,6,3.08,137,70.26,3,1.54,23016
23,17,211,41,19.43,9,4.27,7,3.32,148,70.14,6,2.84,23017
23,18,119,28,23.53,8,6.72,5,4.2,74,62.18,4,3.36,23018
23,19,152,25,16.45,8,5.26,2,1.32,112,73.68,5,3.29,23019
23,20,169,26,15.38,4,2.37,8,4.73,128,75.74,3,1.78,23020
23,21,123,18,14.63,21,17.07,20,16.26,56,45.53,8,6.5,23021
23,22,170,48,28.24,13,7.65,6,3.53,102,60.0,1,0.59,23022
23,23,147,22,14.97,7,4.76,6,4.08,109,74.15,3,2.04,23023
23,24,110,33,30.0,11,10.0,8,7.27,55,50.0,3,2.73,23024
23,25,120,27,22.5,12,10.0,6,5.0,70,58.33,5,4.17,23025
23,26,177,31,17.51,12,6.78,10,5.65,120,67.8,4,2.26,23026
23,27,151,32,21.19,6,3.97,1,0.66,104,68.87,8,5.3,23027
23,28,188,56,29.79,7,3.72,5,2.66,117,62.23,3,1.6,23028
23,29,150,37,24.67,17,11.33,9,6.0,85,56.67,2,1.33,23029
23,30,155,33,21.29,11,7.1,4,2.58,105,67.74,2,1.29,23030
23,31,169,26,15.38,20,11.83,14,8.28,101,59.76,8,4.73,23031
23,32,199,40,20.1,28,14.07,11,5.53,114,57.29,6,3.02,23032
23,33,190,29,15.26,19,10.0,13,6.84,129,67.89,0,0.0,23033
23,34,120,23,19.17,11,9.17,7,5.83,76,63.33,3,2.5,23034
23,35,102,30,29.41,20,19.61,19,18.63,31,30.39,2,1.96,23035
23,36,217,44,20.28,10,4.61,4,1.84,153,70.51,6,2.76,23036
23,37,122,18,14.75,32,26.23,24,19.67,43,35.25,5,4.1,23037
23,38,140,31,22.14,8,5.71,8,5.71,90,64.29,3,2.14,23038
23,39,152,29,19.08,7,4.61,7,4.61,108,71.05,1,0.66,23039
23,40,165,27,16.36,11,6.67,15,9.09,109,66.06,3,1.82,23040
23,41,165,30,18.18,14,8.48,10,6.06,108,65.45,3,1.82,23041
23,42,147,37,25.17,15,10.2,6,4.08,88,59.86,1,0.68,23042
23,43,200,35,17.5,8,4.0,8,4.0,144,72.0,5,2.5,23043
23,44,197,39,19.8,9,4.57,5,2.54,142,72.08,2,1.02,23044
23,45,189,36,19.05,8,4.23,8,4.23,132,69.84,5,2.65,23045
23,46,164,35,21.34,9,5.49,5,3.05,113,68.9,2,1.22,23046
23,47,209,44,21.05,20,9.57,7,3.35,137,65.55,1,0.48,23047
23,48,152,27,17.76,12,7.89,6,3.95,101,66.45,6,3.95,23048
23,49,240,55,22.92,18,7.5,12,5.0,154,64.17,1,0.42,23049
23,50,124,23,18.55,14,11.29,8,6.45,75,60.48,4,3.23,23050
23,51,179,31,17.32,16,8.94,12,6.7,115,64.25,5,2.79,23051
23,52,217,45,20.74,14,6.45,6,2.76,147,67.74,5,2.3,23052
23,53,112,27,24.11,15,13.39,10,8.93,58,51.79,2,1.79,23053
23,54,206,39,18.93,11,5.34,10,4.85,144,69.9,2,0.97,23054
24,1,124,22,17.74,47,37.9,24,19.35,28,22.58,3,2.42,24001
24,2,59,13,22.03,15,25.42,8,13.56,21,35.59,2,3.39,24002
24,3,81,15,18.52,22,27.16,10,12.35,28,34.57,6,7.41,24003
24,4,94,19,20.21,28,29.79,18,19.15,28,29.79,1,1.06,24004
24,5,58,14,24.14,12,20.69,9,15.52,19,32.76,4,6.9,24005
24,6,112,24,21.43,36,32.14,15,13.39,35,31.25,2,1.79,24006
24,7,82,13,15.85,28,34.15,12,14.63,25,30.49,4,4.88,24007
24,8,72,12,16.67,25,34.72,10,13.89,24,33.33,1,1.39,24008
24,9,72,10,13.89,24,33.33,18,25.0,18,25.0,2,2.78,24009
24,10,82,9,10.98,25,30.49,15,18.29,25,30.49,8,9.76,24010
24,11,57,11,19.3,16,28.07,12,21.05,14,24.56,4,7.02,24011
24,12,70,18,25.71,16,22.86,11,15.71,23,32.86,2,2.86,24012
24,13,91,11,12.09,28,30.77,13,14.29,36,39.56,3,3.3,24013
24,14,105,23,21.9,33,31.43,19,18.1,29,27.62,1,0.95,24014
24,15,79,11,13.92,30,37.97,11,13.92,25,31.65,2,2.53,24015
24,16,60,10,16.67,23,38.33,8,13.33,17,28.33,2,3.33,24016
24,17,62,11,17.74,10,16.13,11,17.74,29,46.77,1,1.61,24017
24,18,59,11,18.64,15,25.42,11,18.64,20,33.9,2,3.39,24018
24,19,56,6,10.71,15,26.79,12,21.43,22,39.29,1,1.79,24019
24,20,94,16,17.02,24,25.53,15,15.96,34,36.17,5,5.32,24020
24,21,33,4,12.12,11,33.33,6,18.18,10,30.3,2,6.06,24021
24,22,89,17,19.1,27,30.34,16,17.98,27,30.34,2,2.25,24022
24,23,77,21,27.27,20,25.97,14,18.18,20,25.97,2,2.6,24023
24,24,48,11,22.92,14,29.17,5,10.42,17,35.42,1,2.08,24024
24,25,97,15,15.46,21,21.65,19,19.59,38,39.18,4,4.12,24025
24,26,83,29,34.94,21,25.3,11,13.25,21,25.3,1,1.2,24026
24,27,53,13,24.53,11,20.75,9,16.98,17,32.08,3,5.66,24027
24,28,116,28,24.14,20,17.24,25,21.55,40,34.48,3,2.59,24028
24,29,99,19,19.19,34,34.34,10,10.1,32,32.32,4,4.04,24029
24,30,72,18,25.0,21,29.17,11,15.28,21,29.17,1,1.39,24030
24,31,81,14,17.28,25,30.86,12,14.81,26,32.1,4,4.94,24031
24,32,72,17,23.61,27,37.5,14,19.44,11,15.28,3,4.17,24032
24,33,67,15,22.39,20,29.85,9,13.43,22,32.84,1,1.49,24033
24,34,109,21,19.27,40,36.7,15,13.76,30,27.52,3,2.75,24034
24,35,125,20,16.0,42,33.6,25,20.0,34,27.2,4,3.2,24035
24,36,69,14,20.29,21,30.43,12,17.39,20,28.99,2,2.9,24036
24,37,112,13,11.61,39,34.82,16,14.29,41,36.61,3,2.68,24037
24,38,112,22,19.64,36,32.14,18,16.07,32,28.57,4,3.57,24038
24,39,72,9,12.5,22,30.56,16,22.22,24,33.33,1,1.39,24039
24,40,134,22,16.42,50,37.31,21,15.67,40,29.85,1,0.75,24040
24,41,74,16,21.62,22,29.73,13,17.57,23,31.08,0,0.0,24041
24,42,55,13,23.64,17,30.91,8,14.55,16,29.09,1,1.82,24042
24,43,103,18,17.48,43,41.75,13,12.62,26,25.24,3,2.91,24043
24,44,141,24,17.02,38,26.95,17,12.06,59,41.84,3,2.13,24044
24,45,75,16,21.33,17,22.67,13,17.33,25,33.33,4,5.33,24045
24,46,116,19,16.38,38,32.76,19,16.38,39,33.62,1,0.86,24046
24,47,75,16,21.33,27,36.0,13,17.33,17,22.67,2,2.67,24047
24,48,54,8,14.81,15,27.78,12,22.22,16,29.63,3,5.56,24048
24,49,163,24,14.72,43,26.38,29,17.79,59,36.2,8,4.91,24049
24,50,140,27,19.29,39,27.86,28,20.0,42,30.0,4,2.86,24050
24,51,121,17,14.05,32,26.45,29,23.97,38,31.4,5,4.13,24051
24,52,79,12,15.19,22,27.85,14,17.72,30,37.97,1,1.27,24052
24,53,96,16,16.67,17,17.71,12,12.5,50,52.08,1,1.04,24053
24,54,101,24,23.76,30,29.7,17,16.83,26,25.74,4,3.96,24054
24,55,78,12,15.38,24,30.77,8,10.26,30,38.46,4,5.13,24055
24,56,133,24,18.05,50,37.59,12,9.02,46,34.59,1,0.75,24056
25,1,117,29,24.79,19,16.24,11,9.4,49,41.88,9,7.69,25001
25,2,147,32,21.77,18,12.24,14,9.52,78,53.06,5,3.4,25002
25,3,87,25,28.74,30,34.48,9,10.34,20,22.99,3,3.45,25003
25,4,132,48,36.36,20,15.15,11,8.33,51,38.64,2,1.52,25004
25,5,115,18,15.65,16,13.91,6,5.22,71,61.74,4,3.48,25005
25,6,68,20,29.41,7,10.29,6,8.82,32,47.06,3,4.41,25006
25,7,92,24,26.09,11,11.96,10,10.87,42,45.65,5,5.43,25007
25,8,118,32,27.12,18,15.25,8,6.78,56,47.46,4,3.39,25008
25,9,149,38,25.5,23,15.44,11,7.38,74,49.66,3,2.01,25009
25,10,59,15,25.42,11,18.64,3,5.08,29,49.15,1,1.69,25010
25,11,130,23,17.69,22,16.92,18,13.85,62,47.69,5,3.85,25011
25,12,95,25,26.32,12,12.63,5,5.26,48,50.53,5,5.26,25012
25,13,135,32,23.7,26,19.26,23,17.04,52,38.52,2,1.48,25013
25,14,59,16,27.12,7,11.86,5,8.47,31,52.54,0,0.0,25014
25,15,123,41,33.33,18,14.63,14,11.38,47,38.21,3,2.44,25015
25,16,51,18,35.29,13,25.49,9,17.65,9,17.65,2,3.92,25016
25,17,151,44,29.14,18,11.92,23,15.23,57,37.75,9,5.96,25017
25,18,108,31,28.7,23,21.3,12,11.11,39,36.11,3,2.78,25018
25,19,121,26,21.49,22,18.18,8,6.61,61,50.41,4,3.31,25019
25,20,131,31,23.66,27,20.61,11,8.4,57,43.51,5,3.82,25020
25,21,84,39,46.43,8,9.52,5,5.95,24,28.57,8,9.52,25021
25,22,55,10,18.18,8,14.55,3,5.45,30,54.55,4,7.27,25022
25,23,113,30,26.55,19,16.81,8,7.08,53,46.9,3,2.65,25023
25,24,144,29,20.14,20,13.89,9,6.25,76,52.78,10,6.94,25024
25,25,100,42,42.0,12,12.0,7,7.0,32,32.0,7,7.0,25025
25,26,74,24,32.43,16,21.62,3,4.05,27,36.49,4,5.41,25026
25,27,85,37,43.53,10,11.76,5,5.88,26,30.59,7,8.24,25027
25,28,158,84,53.16,13,8.23,7,4.43,47,29.75,7,4.43,25028
25,29,208,62,29.81,39,18.75,23,11.06,76,36.54,8,3.85,25029
25,30,114,24,21.05,22,19.3,9,7.89,59,51.75,0,0.0,25030
25,31,71,23,32.39,11,15.49,5,7.04,31,43.66,1,1.41,25031
26,1,45,11,24.44,8,17.78,3,6.67,20,44.44,3,6.67,26001
26,2,91,23,25.27,15,16.48,12,13.19,34,37.36,7,7.69,26002
26,3,63,19,30.16,11,17.46,5,7.94,25,39.68,3,4.76,26003
26,4,40,19,47.5,5,12.5,1,2.5,14,35.0,1,2.5,26004
26,5,92,28,30.43,12,13.04,9,9.78,39,42.39,4,4.35,26005
26,6,40,8,20.0,6,15.0,6,15.0,18,45.0,2,5.0,26006
26,7,33,9,27.27,3,9.09,3,9.09,14,42.42,4,12.12,26007
26,8,38,13,34.21,6,15.79,3,7.89,13,34.21,3,7.89,26008
26,9,27,8,29.63,6,22.22,2,7.41,11,40.74,0,0.0,26009
26,10,50,13,26.0,6,12.0,8,16.0,21,42.0,2,4.0,26010
26,11,65,16,24.62,11,16.92,10,15.38,27,41.54,1,1.54,26011
26,12,46,9,19.57,6,13.04,6,13.04,22,47.83,3,6.52,26012
26,13,72,32,44.44,8,11.11,6,8.33,20,27.78,6,8.33,26013
26,14,58,13,22.41,10,17.24,4,6.9,30,51.72,1,1.72,26014
26,15,59,15,25.42,10,16.95,4,6.78,28,47.46,2,3.39,26015
26,16,49,16,32.65,9,18.37,6,12.24,15,30.61,3,6.12,26016
26,17,41,14,34.15,3,7.32,3,7.32,19,46.34,2,4.88,26017
26,18,39,16,41.03,6,15.38,4,10.26,12,30.77,1,2.56,26018
26,19,127,46,36.22,19,14.96,11,8.66,42,33.07,9,7.09,26019
26,20,74,20,27.03,10,13.51,1,1.35,38,51.35,5,6.76,26020
26,21,54,12,22.22,12,22.22,4,7.41,22,40.74,4,7.41,26021
26,22,38,10,26.32,6,15.79,4,10.53,17,44.74,1,2.63,26022
26,23,44,12,27.27,4,9.09,6,13.64,22,50.0,0,0.0,26023
26,24,45,14,31.11,5,11.11,2,4.44,23,51.11,1,2.22,26024
26,25,35,10,28.57,6,17.14,3,8.57,15,42.86,1,2.86,26025
26,26,35,14,40.0,9,25.71,3,8.57,6,17.14,3,8.57,26026
26,27,71,15,21.13,13,18.31,6,8.45,33,46.48,4,5.63,26027
26,28,52,15,28.85,11,21.15,6,11.54,17,32.69,3,5.77,26028
26,29,57,8,14.04,13,22.81,6,10.53,30,52.63,0,0.0,26029
26,30,49,10,20.41,10,20.41,7,14.29,19,38.78,3,6.12,26030
26,31,59,14,23.73,7,11.86,13,22.03,25,42.37,0,0.0,26031
26,32,64,23,35.94,9,14.06,5,7.81,24,37.5,3,4.69,26032
26,33,24,4,16.67,1,4.17,3,12.5,16,66.67,0,0.0,26033
26,34,74,18,24.32,13,17.57,8,10.81,31,41.89,4,5.41,26034
26,35,80,27,33.75,13,16.25,10,12.5,28,35.0,2,2.5,26035
26,36,49,12,24.49,6,12.24,9,18.37,20,40.82,2,4.08,26036
26,37,37,4,10.81,11,29.73,4,10.81,18,48.65,0,0.0,26037
26,38,36,12,33.33,8,22.22,3,8.33,12,33.33,1,2.78,26038
26,39,55,12,21.82,16,29.09,8,14.55,18,32.73,1,1.82,26039
26,40,44,15,34.09,6,13.64,2,4.55,17,38.64,4,9.09,26040
26,41,68,20,29.41,9,13.24,5,7.35,31,45.59,3,4.41,26041
26,42,34,8,23.53,8,23.53,5,14.71,12,35.29,1,2.94,26042
26,43,56,16,28.57,10,17.86,5,8.93,20,35.71,5,8.93,26043
26,44,40,12,30.0,8,20.0,3,7.5,16,40.0,1,2.5,26044
26,45,72,18,25.0,11,15.28,5,6.94,35,48.61,3,4.17,26045
26,46,89,31,34.83,9,10.11,6,6.74,40,44.94,3,3.37,26046
26,47,26,7,26.92,5,19.23,3,11.54,11,42.31,0,0.0,26047
26,48,83,15,18.07,14,16.87,8,9.64,41,49.4,5,6.02,26048
26,49,39,8,20.51,7,17.95,4,10.26,19,48.72,1,2.56,26049
26,50,32,12,37.5,5,15.63,2,6.25,12,37.5,1,3.13,26050
26,51,71,12,16.9,4,5.63,9,12.68,41,57.75,5,7.04,26051
26,52,21,8,38.1,4,19.05,3,14.29,6,28.57,0,0.0,26052
26,53,28,12,42.86,5,17.86,2,7.14,7,25.0,2,7.14,26053
26,54,44,7,15.91,7,15.91,6,13.64,22,50.0,2,4.55,26054
26,55,58,23,39.66,8,13.79,4,6.9,19,32.76,4,6.9,26055
26,56,50,11,22.0,9,18.0,5,10.0,24,48.0,1,2.0,26056
26,57,55,18,32.73,14,25.45,4,7.27,19,34.55,0,0.0,26057
26,58,51,13,25.49,8,15.69,4,7.84,23,45.1,3,5.88,26058
26,59,52,8,15.38,4,7.69,3,5.77,33,63.46,4,7.69,26059
26,60,46,22,47.83,11,23.91,2,4.35,9,19.57,2,4.35,26060
26,61,31,5,16.13,6,19.35,7,22.58,13,41.94,0,0.0,26061
26,62,69,26,37.68,14,20.29,2,2.9,20,28.99,7,10.14,26062
26,63,24,7,29.17,3,12.5,2,8.33,11,45.83,1,4.17,26063
27,1,99,45,45.45,14,14.14,3,3.03,31,31.31,6,6.06,27001
27,2,74,9,12.16,21,28.38,13,17.57,26,35.14,5,6.76,27002
27,3,61,9,14.75,19,31.15,6,9.84,24,39.34,3,4.92,27003
27,4,55,6,10.91,29,52.73,3,5.45,14,25.45,3,5.45,27004
27,5,38,12,31.58,14,36.84,2,5.26,7,18.42,3,7.89,27005
27,6,30,4,13.33,10,33.33,5,16.67,10,33.33,1,3.33,27006
27,7,81,30,37.04,18,22.22,6,7.41,23,28.4,4,4.94,27007
27,8,87,12,13.79,36,41.38,14,16.09,22,25.29,3,3.45,27008
27,9,130,37,28.46,30,23.08,11,8.46,46,35.38,6,4.62,27009
27,10,183,36,19.67,47,25.68,27,14.75,67,36.61,6,3.28,27010
27,11,93,30,32.26,16,17.2,8,8.6,32,34.41,7,7.53,27011
27,12,104,29,27.88,24,23.08,5,4.81,33,31.73,13,12.5,27012
27,13,76,35,46.05,12,15.79,5,6.58,15,19.74,9,11.84,27013
27,14,100,25,25.0,25,25.0,14,14.0,30,30.0,6,6.0,27014
27,15,58,9,15.52,23,39.66,4,6.9,18,31.03,4,6.9,27015
27,16,18,7,38.89,3,16.67,2,11.11,4,22.22,2,11.11,27016
27,17,82,44,53.66,5,6.1,7,8.54,21,25.61,5,6.1,27017
27,18,65,33,50.77,5,7.69,1,1.54,24,36.92,2,3.08,27018
27,19,75,11,14.67,29,38.67,11,14.67,24,32.0,0,0.0,27019
27,20,78,8,10.26,37,47.44,10,12.82,19,24.36,4,5.13,27020
27,21,72,16,22.22,32,44.44,9,12.5,13,18.06,2,2.78,27021
27,22,77,17,22.08,25,32.47,9,11.69,20,25.97,6,7.79,27022
27,23,19,2,10.53,6,31.58,3,15.79,8,42.11,0,0.0,27023
27,24,69,14,20.29,29,42.03,4,5.8,20,28.99,2,2.9,27024
27,25,56,11,19.64,13,23.21,10,17.86,19,33.93,3,5.36,27025
27,26,99,26,26.26,20,20.2,15,15.15,34,34.34,4,4.04,27026
27,27,91,17,18.68,34,37.36,16,17.58,23,25.27,1,1.1,27027
27,28,114,30,26.32,26,22.81,17,14.91,32,28.07,9,7.89,27028
27,29,58,7,12.07,28,48.28,6,10.34,14,24.14,3,5.17,27029
27,30,44,6,13.64,20,45.45,5,11.36,13,29.55,0,0.0,27030
27,31,63,13,20.63,21,33.33,6,9.52,23,36.51,0,0.0,27031
27,32,107,23,21.5,19,17.76,6,5.61,50,46.73,9,8.41,27032
27,33,75,16,21.33,24,32.0,12,16.0,23,30.67,0,0.0,27033
27,34,77,14,18.18,24,31.17,12,15.58,26,33.77,1,1.3,27034
27,35,79,22,27.85,16,20.25,7,8.86,29,36.71,5,6.33,27035
27,36,110,14,12.73,53,48.18,14,12.73,25,22.73,4,3.64,27036
27,37,92,24,26.09,29,31.52,9,9.78,28,30.43,2,2.17,27037
27,38,51,20,39.22,9,17.65,4,7.84,18,35.29,0,0.0,27038
27,39,28,3,10.71,13,46.43,4,14.29,7,25.0,1,3.57,27039
27,40,72,9,12.5,41,56.94,4,5.56,15,20.83,3,4.17,27040
27,41,71,33,46.48,10,14.08,3,4.23,22,30.99,3,4.23,27041
27,42,54,34,62.96,5,9.26,1,1.85,11,20.37,3,5.56,27042
27,43,56,9,16.07,23,41.07,7,12.5,16,28.57,1,1.79,27043
27,44,79,15,18.99,33,41.77,7,8.86,21,26.58,3,3.8,27044
27,45,69,6,8.7,33,47.83,11,15.94,18,26.09,1,1.45,27045
27,46,89,5,5.62,59,66.29,8,8.99,16,17.98,1,1.12,27046
27,47,65,11,16.92,28,43.08,6,9.23,20,30.77,0,0.0,27047
27,48,124,39,31.45,34,27.42,11,8.87,38,30.65,2,1.61,27048
27,49,92,14,15.22,29,31.52,16,17.39,28,30.43,5,5.43,27049
27,50,97,36,37.11,16,16.49,5,5.15,36,37.11,4,4.12,27050
27,51,14,3,21.43,8,57.14,3,21.43,0,0.0,0,0.0,27051
27,52,66,15,22.73,22,33.33,7,10.61,18,27.27,4,6.06,27052
27,53,60,20,33.33,15,25.0,7,11.67,15,25.0,3,5.0,27053
27,54,78,39,50.0,8,10.26,3,3.85,23,29.49,5,6.41,27054
27,55,78,11,14.1,39,50.0,11,14.1,15,19.23,2,2.56,27055
27,56,52,14,26.92,3,5.77,3,5.77,26,50.0,6,11.54,27056
