ward,precinct,total,Robert Shaw,Robert Shaw Percent,Joseph Berrios,Joseph Berrios Percent,Raymond A. Figueroa,Raymond A. Figueroa Percent,precinct_id
2,34,130,81,62.31,33,25.38,16,12.31,02034
2,35,30,5,16.67,11,36.67,14,46.67,02035
2,36,223,69,30.94,69,30.94,85,38.12,02036
2,37,129,27,20.93,44,34.11,58,44.96,02037
2,38,189,51,26.98,57,30.16,81,42.86,02038
2,39,110,41,37.27,30,27.27,39,35.45,02039
2,40,227,86,37.89,73,32.16,68,29.96,02040
2,41,65,51,78.46,8,12.31,6,9.23,02041
2,42,99,69,69.7,18,18.18,12,12.12,02042
2,43,237,73,30.8,75,31.65,89,37.55,02043
2,44,132,82,62.12,28,21.21,22,16.67,02044
2,45,119,64,53.78,31,26.05,24,20.17,02045
2,46,248,126,50.81,67,27.02,55,22.18,02046
2,47,95,55,57.89,26,27.37,14,14.74,02047
2,48,81,49,60.49,22,27.16,10,12.35,02048
2,49,103,17,16.5,41,39.81,45,43.69,02049
2,50,101,30,29.7,35,34.65,36,35.64,02050
2,51,96,59,61.46,25,26.04,12,12.5,02051
2,52,166,85,51.2,53,31.93,28,16.87,02052
2,53,105,33,31.43,34,32.38,38,36.19,02053
2,54,165,26,15.76,58,35.15,81,49.09,02054
2,55,60,13,21.67,27,45.0,20,33.33,02055
2,56,128,66,51.56,43,33.59,19,14.84,02056
3,1,131,80,61.07,42,32.06,9,6.87,03001
3,2,215,123,57.21,73,33.95,19,8.84,03002
3,3,148,54,36.49,54,36.49,40,27.03,03003
3,4,96,48,50.0,36,37.5,12,12.5,03004
3,5,141,86,60.99,37,26.24,18,12.77,03005
3,6,35,21,60.0,9,25.71,5,14.29,03006
3,7,190,126,66.32,47,24.74,17,8.95,03007
3,8,116,69,59.48,39,33.62,8,6.9,03008
3,9,136,88,64.71,32,23.53,16,11.76,03009
3,10,43,27,62.79,9,20.93,7,16.28,03010
3,11,129,76,58.91,40,31.01,13,10.08,03011
3,12,118,82,69.49,27,22.88,9,7.63,03012
3,13,85,6,7.06,44,51.76,35,41.18,03013
3,14,110,68,61.82,33,30.0,9,8.18,03014
3,15,153,89,58.17,43,28.1,21,13.73,03015
3,16,113,57,50.44,36,31.86,20,17.7,03016
3,17,73,51,69.86,15,20.55,7,9.59,03017
3,18,73,54,73.97,16,21.92,3,4.11,03018
3,19,37,3,8.11,21,56.76,13,35.14,03019
3,20,113,71,62.83,26,23.01,16,14.16,03020
3,21,56,38,67.86,13,23.21,5,8.93,03021
3,22,77,50,64.94,23,29.87,4,5.19,03022
3,23,117,75,64.1,31,26.5,11,9.4,03023
3,24,163,93,57.06,49,30.06,21,12.88,03024
3,25,82,57,69.51,19,23.17,6,7.32,03025
3,26,39,20,51.28,17,43.59,2,5.13,03026
3,27,132,94,71.21,26,19.7,12,9.09,03027
3,28,215,47,21.86,80,37.21,88,40.93,03028
3,29,134,74,55.22,48,35.82,12,8.96,03029
3,30,108,76,70.37,23,21.3,9,8.33,03030
3,31,211,132,62.56,59,27.96,20,9.48,03031
3,32,95,44,46.32,39,41.05,12,12.63,03032
3,33,180,108,60.0,52,28.89,20,11.11,03033
3,34,131,68,51.91,35,26.72,28,21.37,03034
3,35,141,83,58.87,45,31.91,13,9.22,03035
3,36,43,33,76.74,6,13.95,4,9.3,03036
3,37,60,32,53.33,20,33.33,8,13.33,03037
3,38,226,150,66.37,58,25.66,18,7.96,03038
3,39,231,153,66.23,57,24.68,21,9.09,03039
3,40,137,88,64.23,40,29.2,9,6.57,03040
3,41,150,85,56.67,29,19.33,36,24.0,03041
3,42,83,48,57.83,24,28.92,11,13.25,03042
3,43,20,18,90.0,2,10.0,0,0.0,03043
3,44,27,17,62.96,8,29.63,2,7.41,03044
3,45,181,93,51.38,50,27.62,38,20.99,03045
3,46,15,12,80.0,1,6.67,2,13.33,03046
3,47,87,53,60.92,30,34.48,4,4.6,03047
3,48,90,47,52.22,32,35.56,11,12.22,03048
3,49,36,22,61.11,8,22.22,6,16.67,03049
3,50,78,44,56.41,26,33.33,8,10.26,03050
4,1,218,74,33.94,67,30.73,77,35.32,04001
4,2,239,139,58.16,63,26.36,37,15.48,04002
4,3,212,126,59.43,57,26.89,29,13.68,04003
4,4,171,108,63.16,47,27.49,16,9.36,04004
4,5,245,134,54.69,83,33.88,28,11.43,04005
4,6,83,41,49.4,28,33.73,14,16.87,04006
4,7,215,110,51.16,84,39.07,21,9.77,04007
4,8,208,112,53.85,71,34.13,25,12.02,04008
4,9,399,219,54.89,112,28.07,68,17.04,04009
4,10,189,98,51.85,56,29.63,35,18.52,04010
4,11,126,78,61.9,35,27.78,13,10.32,04011
4,12,101,53,52.48,35,34.65,13,12.87,04012
4,13,138,59,42.75,48,34.78,31,22.46,04013
4,14,103,54,52.43,33,32.04,16,15.53,04014
4,15,143,64,44.76,48,33.57,31,21.68,04015
4,16,195,115,58.97,56,28.72,24,12.31,04016
4,17,184,84,45.65,49,26.63,51,27.72,04017
4,18,178,104,58.43,55,30.9,19,10.67,04018
4,19,166,98,59.04,44,26.51,24,14.46,04019
4,20,100,70,70.0,21,21.0,9,9.0,04020
4,21,226,96,42.48,80,35.4,50,22.12,04021
4,22,230,98,42.61,55,23.91,77,33.48,04022
4,23,138,55,39.86,43,31.16,40,28.99,04023
4,24,172,59,34.3,74,43.02,39,22.67,04024
4,25,204,112,54.9,62,30.39,30,14.71,04025
4,26,192,124,64.58,56,29.17,12,6.25,04026
4,27,147,93,63.27,40,27.21,14,9.52,04027
4,28,111,42,37.84,35,31.53,34,30.63,04028
4,29,156,60,38.46,40,25.64,56,35.9,04029
4,30,153,76,49.67,47,30.72,30,19.61,04030
4,31,102,18,17.65,29,28.43,55,53.92,04031
4,32,188,60,31.91,55,29.26,73,38.83,04032
4,33,139,71,51.08,48,34.53,20,14.39,04033
4,34,123,30,24.39,46,37.4,47,38.21,04034
4,35,91,47,51.65,32,35.16,12,13.19,04035
4,36,125,51,40.8,49,39.2,25,20.0,04036
4,37,0,0,0.0,0,0.0,0,0.0,04037
4,38,285,118,41.4,95,33.33,72,25.26,04038
4,39,123,65,52.85,44,35.77,14,11.38,04039
4,40,152,92,60.53,38,25.0,22,14.47,04040
4,41,68,22,32.35,12,17.65,34,50.0,04041
4,42,207,112,54.11,51,24.64,44,21.26,04042
4,43,117,42,35.9,33,28.21,42,35.9,04043
4,44,104,49,47.12,34,32.69,21,20.19,04044
4,45,325,137,42.15,130,40.0,58,17.85,04045
4,46,129,59,45.74,45,34.88,25,19.38,04046
4,47,194,71,36.6,55,28.35,68,35.05,04047
4,48,225,77,34.22,75,33.33,73,32.44,04048
4,49,134,89,66.42,37,27.61,8,5.97,04049
4,50,166,84,50.6,57,34.34,25,15.06,04050
4,51,168,98,58.33,46,27.38,24,14.29,04051
4,52,202,139,68.81,47,23.27,16,7.92,04052
5,1,182,106,58.24,50,27.47,26,14.29,05001
5,2,138,96,69.57,30,21.74,12,8.7,05002
5,3,68,29,42.65,13,19.12,26,38.24,05003
5,4,133,87,65.41,35,26.32,11,8.27,05004
5,5,131,78,59.54,33,25.19,20,15.27,05005
5,6,174,105,60.34,46,26.44,23,13.22,05006
5,7,177,107,60.45,53,29.94,17,9.6,05007
5,8,207,36,17.39,44,21.26,127,61.35,05008
5,9,146,83,56.85,41,28.08,22,15.07,05009
5,10,127,80,62.99,42,33.07,5,3.94,05010
5,11,138,43,31.16,29,21.01,66,47.83,05011
5,12,92,67,72.83,14,15.22,11,11.96,05012
5,13,154,90,58.44,41,26.62,23,14.94,05013
5,14,210,74,35.24,40,19.05,96,45.71,05014
5,15,115,54,46.96,36,31.3,25,21.74,05015
5,16,110,71,64.55,28,25.45,11,10.0,05016
5,17,137,80,58.39,37,27.01,20,14.6,05017
5,18,143,95,66.43,30,20.98,18,12.59,05018
5,19,74,53,71.62,18,24.32,3,4.05,05019
5,20,61,38,62.3,18,29.51,5,8.2,05020
5,21,142,91,64.08,36,25.35,15,10.56,05021
5,22,153,102,66.67,37,24.18,14,9.15,05022
5,23,93,58,62.37,27,29.03,8,8.6,05023
5,24,181,55,30.39,56,30.94,70,38.67,05024
5,25,118,70,59.32,38,32.2,10,8.47,05025
5,26,154,94,61.04,46,29.87,14,9.09,05026
5,27,161,34,21.12,35,21.74,92,57.14,05027
5,28,196,114,58.16,53,27.04,29,14.8,05028
5,29,166,93,56.02,53,31.93,20,12.05,05029
5,30,122,20,16.39,18,14.75,84,68.85,05030
5,31,134,80,59.7,31,23.13,23,17.16,05031
5,32,300,164,54.67,87,29.0,49,16.33,05032
5,33,114,78,68.42,27,23.68,9,7.89,05033
5,34,156,101,64.74,40,25.64,15,9.62,05034
5,35,118,32,27.12,47,39.83,39,33.05,05035
5,36,66,44,66.67,19,28.79,3,4.55,05036
5,37,119,29,24.37,34,28.57,56,47.06,05037
5,38,198,49,24.75,45,22.73,104,52.53,05038
5,39,187,23,12.3,46,24.6,118,63.1,05039
5,40,125,75,60.0,34,27.2,16,12.8,05040
5,41,114,15,13.16,34,29.82,65,57.02,05041
5,42,161,112,69.57,34,21.12,15,9.32,05042
5,43,184,104,56.52,50,27.17,30,16.3,05043
5,44,154,93,60.39,38,24.68,23,14.94,05044
5,45,82,63,76.83,17,20.73,2,2.44,05045
5,46,139,33,23.74,42,30.22,64,46.04,05046
5,47,125,66,52.8,43,34.4,16,12.8,05047
5,48,105,44,41.9,31,29.52,30,28.57,05048
5,49,32,23,71.88,7,21.88,2,6.25,05049
5,50,105,63,60.0,31,29.52,11,10.48,05050
5,51,95,67,70.53,22,23.16,6,6.32,05051
5,52,8,2,25.0,1,12.5,5,62.5,05052
5,53,175,67,38.29,65,37.14,43,24.57,05053
5,54,255,159,62.35,65,25.49,31,12.16,05054
5,55,134,97,72.39,24,17.91,13,9.7,05055
6,1,242,148,61.16,72,29.75,22,9.09,06001
6,2,200,125,62.5,53,26.5,22,11.0,06002
6,3,202,145,71.78,42,20.79,15,7.43,06003
6,4,141,88,62.41,38,26.95,15,10.64,06004
6,5,72,47,65.28,21,29.17,4,5.56,06005
6,6,151,94,62.25,44,29.14,13,8.61,06006
6,7,163,94,57.67,48,29.45,21,12.88,06007
6,8,224,135,60.27,60,26.79,29,12.95,06008
6,9,181,119,65.75,49,27.07,13,7.18,06009
6,10,290,188,64.83,78,26.9,24,8.28,06010
6,11,163,85,52.15,57,34.97,21,12.88,06011
6,12,126,79,62.7,30,23.81,17,13.49,06012
6,13,139,82,58.99,43,30.94,14,10.07,06013
6,14,137,95,69.34,28,20.44,14,10.22,06014
6,15,89,58,65.17,22,24.72,9,10.11,06015
6,16,210,122,58.1,68,32.38,20,9.52,06016
6,17,223,139,62.33,57,25.56,27,12.11,06017
6,18,75,45,60.0,16,21.33,14,18.67,06018
6,19,200,129,64.5,51,25.5,20,10.0,06019
6,20,171,108,63.16,52,30.41,11,6.43,06020
6,21,188,114,60.64,58,30.85,16,8.51,06021
6,22,150,91,60.67,49,32.67,10,6.67,06022
6,23,150,91,60.67,50,33.33,9,6.0,06023
6,24,167,101,60.48,51,30.54,15,8.98,06024
6,25,90,53,58.89,30,33.33,7,7.78,06025
6,26,192,125,65.1,53,27.6,14,7.29,06026
6,27,219,140,63.93,65,29.68,14,6.39,06027
6,28,334,194,58.08,99,29.64,41,12.28,06028
6,29,234,145,61.97,68,29.06,21,8.97,06029
6,30,118,78,66.1,29,24.58,11,9.32,06030
6,31,203,120,59.11,65,32.02,18,8.87,06031
6,32,162,107,66.05,39,24.07,16,9.88,06032
6,33,215,140,65.12,48,22.33,27,12.56,06033
6,34,137,83,60.58,36,26.28,18,13.14,06034
6,35,150,97,64.67,36,24.0,17,11.33,06035
6,36,98,59,60.2,29,29.59,10,10.2,06036
6,37,228,132,57.89,70,30.7,26,11.4,06037
6,38,173,106,61.27,47,27.17,20,11.56,06038
6,39,124,88,70.97,30,24.19,6,4.84,06039
6,40,79,49,62.03,23,29.11,7,8.86,06040
6,41,212,113,53.3,79,37.26,20,9.43,06041
6,42,67,50,74.63,14,20.9,3,4.48,06042
6,43,177,106,59.89,55,31.07,16,9.04,06043
6,44,175,118,67.43,37,21.14,20,11.43,06044
6,45,147,110,74.83,25,17.01,12,8.16,06045
6,46,165,93,56.36,55,33.33,17,10.3,06046
6,47,185,118,63.78,54,29.19,13,7.03,06047
6,48,142,81,57.04,50,35.21,11,7.75,06048
6,49,162,114,70.37,32,19.75,16,9.88,06049
6,50,177,106,59.89,46,25.99,25,14.12,06050
6,51,99,74,74.75,14,14.14,11,11.11,06051
6,52,105,71,67.62,19,18.1,15,14.29,06052
6,53,145,93,64.14,31,21.38,21,14.48,06053
6,54,133,83,62.41,34,25.56,16,12.03,06054
6,55,140,89,63.57,39,27.86,12,8.57,06055
6,56,131,77,58.78,43,32.82,11,8.4,06056
6,57,85,56,65.88,21,24.71,8,9.41,06057
6,58,211,119,56.4,66,31.28,26,12.32,06058
6,59,163,98,60.12,47,28.83,18,11.04,06059
6,60,115,84,73.04,22,19.13,9,7.83,06060
6,61,84,57,67.86,25,29.76,2,2.38,06061
6,62,143,92,64.34,40,27.97,11,7.69,06062
6,63,164,109,66.46,46,28.05,9,5.49,06063
6,64,202,124,61.39,66,32.67,12,5.94,06064
7,1,302,165,54.64,100,33.11,37,12.25,07001
7,2,172,92,53.49,63,36.63,17,9.88,07002
7,3,97,62,63.92,26,26.8,9,9.28,07003
7,4,96,51,53.13,28,29.17,17,17.71,07004
7,5,80,40,50.0,18,22.5,22,27.5,07005
7,6,116,77,66.38,25,21.55,14,12.07,07006
7,7,90,57,63.33,20,22.22,13,14.44,07007
7,8,39,18,46.15,15,38.46,6,15.38,07008
7,9,144,87,60.42,40,27.78,17,11.81,07009
7,10,75,46,61.33,22,29.33,7,9.33,07010
7,11,169,103,60.95,48,28.4,18,10.65,07011
7,12,111,62,55.86,32,28.83,17,15.32,07012
7,13,100,55,55.0,35,35.0,10,10.0,07013
7,14,147,88,59.86,44,29.93,15,10.2,07014
7,15,71,45,63.38,18,25.35,8,11.27,07015
7,16,72,52,72.22,15,20.83,5,6.94,07016
7,17,70,51,72.86,12,17.14,7,10.0,07017
7,18,92,39,42.39,32,34.78,21,22.83,07018
7,19,215,142,66.05,55,25.58,18,8.37,07019
7,20,51,36,70.59,7,13.73,8,15.69,07020
7,21,125,77,61.6,34,27.2,14,11.2,07021
7,22,109,69,63.3,28,25.69,12,11.01,07022
7,23,132,79,59.85,42,31.82,11,8.33,07023
7,24,135,82,60.74,36,26.67,17,12.59,07024
7,25,194,117,60.31,61,31.44,16,8.25,07025
7,26,176,101,57.39,57,32.39,18,10.23,07026
7,27,212,119,56.13,76,35.85,17,8.02,07027
7,28,119,75,63.03,31,26.05,13,10.92,07028
7,29,148,94,63.51,42,28.38,12,8.11,07029
7,30,177,112,63.28,51,28.81,14,7.91,07030
7,31,159,94,59.12,47,29.56,18,11.32,07031
7,32,88,46,52.27,29,32.95,13,14.77,07032
7,33,123,80,65.04,28,22.76,15,12.2,07033
7,34,133,70,52.63,53,39.85,10,7.52,07034
7,35,174,98,56.32,53,30.46,23,13.22,07035
7,36,161,105,65.22,44,27.33,12,7.45,07036
7,37,76,46,60.53,23,30.26,7,9.21,07037
7,38,107,80,74.77,16,14.95,11,10.28,07038
7,39,92,54,58.7,29,31.52,9,9.78,07039
7,40,118,79,66.95,26,22.03,13,11.02,07040
7,41,127,69,54.33,39,30.71,19,14.96,07041
7,42,198,128,64.65,53,26.77,17,8.59,07042
7,43,147,92,62.59,42,28.57,13,8.84,07043
7,44,210,117,55.71,65,30.95,28,13.33,07044
7,45,229,121,52.84,70,30.57,38,16.59,07045
7,46,81,51,62.96,20,24.69,10,12.35,07046
7,47,117,80,68.38,21,17.95,16,13.68,07047
7,48,129,81,62.79,32,24.81,16,12.4,07048
7,49,79,41,51.9,28,35.44,10,12.66,07049
7,50,99,66,66.67,26,26.26,7,7.07,07050
7,51,240,130,54.17,88,36.67,22,9.17,07051
7,52,113,63,55.75,40,35.4,10,8.85,07052
7,53,120,89,74.17,28,23.33,3,2.5,07053
7,54,65,28,43.08,20,30.77,17,26.15,07054
7,55,133,80,60.15,45,33.83,8,6.02,07055
7,56,108,66,61.11,29,26.85,13,12.04,07056
7,57,123,90,73.17,18,14.63,15,12.2,07057
7,58,198,107,54.04,66,33.33,25,12.63,07058
7,59,75,39,52.0,29,38.67,7,9.33,07059
7,60,91,53,58.24,26,28.57,12,13.19,07060
7,61,135,75,55.56,41,30.37,19,14.07,07061
8,1,195,117,60.0,56,28.72,22,11.28,08001
8,2,93,65,69.89,18,19.35,10,10.75,08002
8,3,252,155,61.51,68,26.98,29,11.51,08003
8,4,170,109,64.12,44,25.88,17,10.0,08004
8,5,242,151,62.4,68,28.1,23,9.5,08005
8,6,194,131,67.53,46,23.71,17,8.76,08006
8,7,134,83,61.94,37,27.61,14,10.45,08007
8,8,233,153,65.67,55,23.61,25,10.73,08008
8,9,225,134,59.56,67,29.78,24,10.67,08009
8,10,281,161,57.3,82,29.18,38,13.52,08010
8,11,175,127,72.57,38,21.71,10,5.71,08011
8,12,136,84,61.76,35,25.74,17,12.5,08012
8,13,118,82,69.49,25,21.19,11,9.32,08013
8,14,89,58,65.17,25,28.09,6,6.74,08014
8,15,128,89,69.53,24,18.75,15,11.72,08015
8,16,209,126,60.29,53,25.36,30,14.35,08016
8,17,159,105,66.04,44,27.67,10,6.29,08017
8,18,87,64,73.56,18,20.69,5,5.75,08018
8,19,242,141,58.26,68,28.1,33,13.64,08019
8,20,133,88,66.17,37,27.82,8,6.02,08020
8,21,142,103,72.54,28,19.72,11,7.75,08021
8,22,138,91,65.94,34,24.64,13,9.42,08022
8,23,140,94,67.14,39,27.86,7,5.0,08023
8,24,178,102,57.3,57,32.02,19,10.67,08024
8,25,159,93,58.49,49,30.82,17,10.69,08025
8,26,113,82,72.57,19,16.81,12,10.62,08026
8,27,187,109,58.29,56,29.95,22,11.76,08027
8,28,141,92,65.25,39,27.66,10,7.09,08028
8,29,182,128,70.33,38,20.88,16,8.79,08029
8,30,154,99,64.29,43,27.92,12,7.79,08030
8,31,126,95,75.4,21,16.67,10,7.94,08031
8,32,273,186,68.13,63,23.08,24,8.79,08032
8,33,179,120,67.04,45,25.14,14,7.82,08033
8,34,220,134,60.91,66,30.0,20,9.09,08034
8,35,205,122,59.51,60,29.27,23,11.22,08035
8,36,167,100,59.88,54,32.34,13,7.78,08036
8,37,175,107,61.14,49,28.0,19,10.86,08037
8,38,150,88,58.67,51,34.0,11,7.33,08038
8,39,185,128,69.19,48,25.95,9,4.86,08039
8,40,136,96,70.59,24,17.65,16,11.76,08040
8,41,143,99,69.23,35,24.48,9,6.29,08041
8,42,174,108,62.07,50,28.74,16,9.2,08042
8,43,96,66,68.75,22,22.92,8,8.33,08043
8,44,135,95,70.37,27,20.0,13,9.63,08044
8,45,104,70,67.31,26,25.0,8,7.69,08045
8,46,140,83,59.29,48,34.29,9,6.43,08046
8,47,188,113,60.11,58,30.85,17,9.04,08047
8,48,148,90,60.81,45,30.41,13,8.78,08048
8,49,237,148,62.45,67,28.27,22,9.28,08049
8,50,184,128,69.57,38,20.65,18,9.78,08050
8,51,216,134,62.04,59,27.31,23,10.65,08051
8,52,199,126,63.32,53,26.63,20,10.05,08052
8,53,219,129,58.9,74,33.79,16,7.31,08053
8,54,174,110,63.22,51,29.31,13,7.47,08054
8,55,127,85,66.93,34,26.77,8,6.3,08055
8,56,155,106,68.39,36,23.23,13,8.39,08056
8,57,146,96,65.75,33,22.6,17,11.64,08057
8,58,204,127,62.25,49,24.02,28,13.73,08058
8,59,83,62,74.7,19,22.89,2,2.41,08059
8,60,150,103,68.67,36,24.0,11,7.33,08060
8,61,147,96,65.31,41,27.89,10,6.8,08061
8,62,169,105,62.13,47,27.81,17,10.06,08062
8,63,185,106,57.3,50,27.03,29,15.68,08063
8,64,146,96,65.75,42,28.77,8,5.48,08064
8,65,117,68,58.12,39,33.33,10,8.55,08065
8,66,255,173,67.84,70,27.45,12,4.71,08066
8,67,86,66,76.74,12,13.95,8,9.3,08067
8,68,76,51,67.11,14,18.42,11,14.47,08068
8,69,95,59,62.11,24,25.26,12,12.63,08069
8,70,176,112,63.64,50,28.41,14,7.95,08070
9,1,183,119,65.03,46,25.14,18,9.84,09001
9,2,156,103,66.03,39,25.0,14,8.97,09002
9,3,56,53,94.64,2,3.57,1,1.79,09003
9,4,155,114,73.55,28,18.06,13,8.39,09004
9,5,169,126,74.56,36,21.3,7,4.14,09005
9,6,172,109,63.37,45,26.16,18,10.47,09006
9,7,140,91,65.0,36,25.71,13,9.29,09007
9,8,152,93,61.18,49,32.24,10,6.58,09008
9,9,227,160,70.48,48,21.15,19,8.37,09009
9,10,152,102,67.11,33,21.71,17,11.18,09010
9,11,115,81,70.43,26,22.61,8,6.96,09011
9,12,145,94,64.83,38,26.21,13,8.97,09012
9,13,186,114,61.29,52,27.96,20,10.75,09013
9,14,225,139,61.78,64,28.44,22,9.78,09014
9,15,117,80,68.38,25,21.37,12,10.26,09015
9,16,100,63,63.0,24,24.0,13,13.0,09016
9,17,128,90,70.31,26,20.31,12,9.38,09017
9,18,170,126,74.12,33,19.41,11,6.47,09018
9,19,163,119,73.01,28,17.18,16,9.82,09019
9,20,197,139,70.56,47,23.86,11,5.58,09020
9,21,172,116,67.44,47,27.33,9,5.23,09021
9,22,208,136,65.38,44,21.15,28,13.46,09022
9,23,116,78,67.24,28,24.14,10,8.62,09023
9,24,32,26,81.25,5,15.63,1,3.13,09024
9,25,116,36,31.03,42,36.21,38,32.76,09025
9,26,88,65,73.86,19,21.59,4,4.55,09026
9,27,133,77,57.89,40,30.08,16,12.03,09027
9,28,61,34,55.74,11,18.03,16,26.23,09028
9,29,118,83,70.34,27,22.88,8,6.78,09029
9,30,167,123,73.65,39,23.35,5,2.99,09030
9,31,148,105,70.95,31,20.95,12,8.11,09031
9,32,150,96,64.0,42,28.0,12,8.0,09032
9,33,106,88,83.02,14,13.21,4,3.77,09033
9,34,121,85,70.25,27,22.31,9,7.44,09034
9,35,211,133,63.03,57,27.01,21,9.95,09035
9,36,202,135,66.83,52,25.74,15,7.43,09036
9,37,144,41,28.47,52,36.11,51,35.42,09037
9,38,147,105,71.43,32,21.77,10,6.8,09038
9,39,191,154,80.63,29,15.18,8,4.19,09039
9,40,183,131,71.58,38,20.77,14,7.65,09040
9,41,190,141,74.21,29,15.26,20,10.53,09041
9,42,47,37,78.72,7,14.89,3,6.38,09042
9,43,79,54,68.35,21,26.58,4,5.06,09043
9,44,96,55,57.29,24,25.0,17,17.71,09044
9,45,142,101,71.13,32,22.54,9,6.34,09045
9,46,147,102,69.39,31,21.09,14,9.52,09046
9,47,197,136,69.04,43,21.83,18,9.14,09047
9,48,180,124,68.89,43,23.89,13,7.22,09048
9,49,73,61,83.56,9,12.33,3,4.11,09049
9,50,166,111,66.87,40,24.1,15,9.04,09050
9,51,105,64,60.95,32,30.48,9,8.57,09051
9,52,199,123,61.81,53,26.63,23,11.56,09052
9,53,72,57,79.17,12,16.67,3,4.17,09053
10,1,110,38,34.55,50,45.45,22,20.0,10001
