ward,precinct,total,Arthur L. Turner,Arthur L. Turner Percent,Terry Link,Terry Link Percent,Rickey R. Hendon,Rickey R. Hendon Percent,Scott Lee Cohen,Scott Lee Cohen Percent,Thomas Michael Castillo,Thomas Michael Castillo Percent,Mike Boland,Mike Boland Percent,precinct_id
42,46,67,19,28.36,7,10.45,4,5.97,22,32.84,8,11.94,7,10.45,42046
42,47,84,43,51.19,3,3.57,2,2.38,22,26.19,7,8.33,7,8.33,42047
42,48,103,49,47.57,7,6.8,4,3.88,30,29.13,5,4.85,8,7.77,42048
42,49,41,16,39.02,3,7.32,8,19.51,9,21.95,3,7.32,2,4.88,42049
42,50,161,71,44.1,13,8.07,8,4.97,42,26.09,6,3.73,21,13.04,42050
42,51,203,91,44.83,18,8.87,17,8.37,41,20.2,14,6.9,22,10.84,42051
42,52,62,22,35.48,3,4.84,7,11.29,21,33.87,4,6.45,5,8.06,42052
42,53,157,52,33.12,14,8.92,8,5.1,54,34.39,12,7.64,17,10.83,42053
42,54,85,41,48.24,3,3.53,8,9.41,21,24.71,7,8.24,5,5.88,42054
42,55,108,41,37.96,7,6.48,7,6.48,25,23.15,10,9.26,18,16.67,42055
42,56,123,45,36.59,9,7.32,5,4.07,38,30.89,11,8.94,15,12.2,42056
42,57,73,22,30.14,3,4.11,8,10.96,23,31.51,9,12.33,8,10.96,42057
42,58,57,23,40.35,6,10.53,3,5.26,13,22.81,7,12.28,5,8.77,42058
42,59,123,46,37.4,12,9.76,5,4.07,30,24.39,9,7.32,21,17.07,42059
42,60,43,15,34.88,5,11.63,7,16.28,9,20.93,3,6.98,4,9.3,42060
42,61,69,27,39.13,7,10.14,3,4.35,23,33.33,4,5.8,5,7.25,42061
42,62,74,31,41.89,6,8.11,5,6.76,23,31.08,1,1.35,8,10.81,42062
42,63,144,51,35.42,10,6.94,7,4.86,58,40.28,2,1.39,16,11.11,42063
42,64,49,10,20.41,3,6.12,12,24.49,11,22.45,5,10.2,8,16.33,42064
42,65,112,54,48.21,6,5.36,5,4.46,31,27.68,6,5.36,10,8.93,42065
42,66,100,29,29.0,13,13.0,13,13.0,28,28.0,7,7.0,10,10.0,42066
42,67,175,59,33.71,22,12.57,13,7.43,52,29.71,15,8.57,14,8.0,42067
42,68,104,37,35.58,10,9.62,9,8.65,32,30.77,9,8.65,7,6.73,42068
42,69,69,29,42.03,4,5.8,9,13.04,11,15.94,9,13.04,7,10.14,42069
43,1,159,52,32.7,6,3.77,30,18.87,50,31.45,8,5.03,13,8.18,43001
43,2,103,42,40.78,14,13.59,5,4.85,31,30.1,3,2.91,8,7.77,43002
43,3,135,45,33.33,16,11.85,8,5.93,45,33.33,4,2.96,17,12.59,43003
43,4,150,52,34.67,18,12.0,12,8.0,39,26.0,14,9.33,15,10.0,43004
43,5,120,44,36.67,14,11.67,4,3.33,36,30.0,7,5.83,15,12.5,43005
43,6,64,26,40.63,4,6.25,7,10.94,11,17.19,5,7.81,11,17.19,43006
43,7,137,32,23.36,22,16.06,11,8.03,43,31.39,11,8.03,18,13.14,43007
43,8,162,64,39.51,16,9.88,14,8.64,41,25.31,14,8.64,13,8.02,43008
43,9,84,38,45.24,12,14.29,6,7.14,22,26.19,3,3.57,3,3.57,43009
43,10,106,32,30.19,9,8.49,6,5.66,32,30.19,5,4.72,22,20.75,43010
43,11,84,29,34.52,7,8.33,2,2.38,27,32.14,3,3.57,16,19.05,43011
43,12,144,59,40.97,15,10.42,6,4.17,35,24.31,10,6.94,19,13.19,43012
43,13,53,17,32.08,2,3.77,18,33.96,10,18.87,3,5.66,3,5.66,43013
43,14,123,49,39.84,24,19.51,4,3.25,30,24.39,3,2.44,13,10.57,43014
43,15,110,38,34.55,20,18.18,3,2.73,29,26.36,5,4.55,15,13.64,43015
43,16,118,53,44.92,11,9.32,4,3.39,28,23.73,9,7.63,13,11.02,43016
43,17,126,50,39.68,23,18.25,2,1.59,36,28.57,3,2.38,12,9.52,43017
43,18,141,36,25.53,15,10.64,10,7.09,50,35.46,4,2.84,26,18.44,43018
43,19,86,31,36.05,7,8.14,11,12.79,22,25.58,6,6.98,9,10.47,43019
43,20,128,50,39.06,24,18.75,5,3.91,31,24.22,6,4.69,12,9.38,43020
43,21,140,44,31.43,28,20.0,3,2.14,45,32.14,6,4.29,14,10.0,43021
43,22,75,14,18.67,19,25.33,1,1.33,20,26.67,14,18.67,7,9.33,43022
43,23,94,43,45.74,5,5.32,5,5.32,23,24.47,1,1.06,17,18.09,43023
43,24,116,34,29.31,11,9.48,7,6.03,37,31.9,8,6.9,19,16.38,43024
43,25,125,33,26.4,8,6.4,28,22.4,33,26.4,8,6.4,15,12.0,43025
43,26,104,40,38.46,11,10.58,1,0.96,30,28.85,11,10.58,11,10.58,43026
43,27,90,25,27.78,15,16.67,5,5.56,25,27.78,8,8.89,12,13.33,43027
43,28,159,58,36.48,10,6.29,8,5.03,53,33.33,3,1.89,27,16.98,43028
43,29,85,35,41.18,11,12.94,2,2.35,22,25.88,9,10.59,6,7.06,43029
43,30,61,16,26.23,8,13.11,6,9.84,16,26.23,6,9.84,9,14.75,43030
43,31,126,43,34.13,17,13.49,7,5.56,34,26.98,3,2.38,22,17.46,43031
43,32,134,60,44.78,10,7.46,7,5.22,35,26.12,7,5.22,15,11.19,43032
43,33,50,10,20.0,12,24.0,3,6.0,15,30.0,5,10.0,5,10.0,43033
43,34,42,11,26.19,4,9.52,3,7.14,14,33.33,6,14.29,4,9.52,43034
43,35,154,67,43.51,11,7.14,5,3.25,48,31.17,5,3.25,18,11.69,43035
43,36,95,36,37.89,9,9.47,6,6.32,27,28.42,5,5.26,12,12.63,43036
43,37,100,37,37.0,8,8.0,11,11.0,30,30.0,7,7.0,7,7.0,43037
43,38,82,17,20.73,10,12.2,5,6.1,30,36.59,11,13.41,9,10.98,43038
43,39,87,33,37.93,9,10.34,4,4.6,29,33.33,4,4.6,8,9.2,43039
43,40,52,20,38.46,8,15.38,3,5.77,13,25.0,5,9.62,3,5.77,43040
43,41,66,16,24.24,10,15.15,4,6.06,24,36.36,3,4.55,9,13.64,43041
43,42,108,39,36.11,11,10.19,2,1.85,42,38.89,7,6.48,7,6.48,43042
43,43,77,24,31.17,8,10.39,4,5.19,26,33.77,5,6.49,10,12.99,43043
43,44,115,28,24.35,21,18.26,3,2.61,43,37.39,7,6.09,13,11.3,43044
43,45,34,11,32.35,4,11.76,1,2.94,5,14.71,3,8.82,10,29.41,43045
43,46,136,49,36.03,13,9.56,3,2.21,52,38.24,4,2.94,15,11.03,43046
43,47,118,34,28.81,8,6.78,21,17.8,39,33.05,5,4.24,11,9.32,43047
43,48,102,33,32.35,10,9.8,6,5.88,33,32.35,7,6.86,13,12.75,43048
43,49,120,46,38.33,8,6.67,4,3.33,35,29.17,2,1.67,25,20.83,43049
43,50,84,24,28.57,14,16.67,2,2.38,27,32.14,4,4.76,13,15.48,43050
43,51,152,34,22.37,9,5.92,28,18.42,54,35.53,15,9.87,12,7.89,43051
43,52,67,17,25.37,6,8.96,5,7.46,24,35.82,4,5.97,11,16.42,43052
43,53,116,25,21.55,17,14.66,10,8.62,47,40.52,11,9.48,6,5.17,43053
43,54,85,29,34.12,8,9.41,7,8.24,23,27.06,12,14.12,6,7.06,43054
43,55,124,36,29.03,10,8.06,39,31.45,22,17.74,11,8.87,6,4.84,43055
43,56,62,22,35.48,10,16.13,3,4.84,16,25.81,6,9.68,5,8.06,43056
43,57,76,20,26.32,16,21.05,6,7.89,18,23.68,5,6.58,11,14.47,43057
43,58,102,37,36.27,13,12.75,4,3.92,31,30.39,5,4.9,12,11.76,43058
43,59,159,58,36.48,15,9.43,5,3.14,54,33.96,11,6.92,16,10.06,43059
44,1,123,28,22.76,8,6.5,11,8.94,49,39.84,10,8.13,17,13.82,44001
44,2,97,36,37.11,7,7.22,1,1.03,26,26.8,9,9.28,18,18.56,44002
44,3,185,65,35.14,24,12.97,5,2.7,72,38.92,8,4.32,11,5.95,44003
44,4,146,35,23.97,21,14.38,5,3.42,57,39.04,8,5.48,20,13.7,44004
44,5,137,35,25.55,10,7.3,6,4.38,42,30.66,13,9.49,31,22.63,44005
44,6,107,31,28.97,19,17.76,5,4.67,30,28.04,8,7.48,14,13.08,44006
44,7,145,54,37.24,13,8.97,2,1.38,53,36.55,10,6.9,13,8.97,44007
44,8,46,17,36.96,4,8.7,4,8.7,13,28.26,3,6.52,5,10.87,44008
44,9,68,27,39.71,11,16.18,0,0.0,19,27.94,2,2.94,9,13.24,44009
44,10,56,20,35.71,7,12.5,3,5.36,20,35.71,2,3.57,4,7.14,44010
44,11,106,37,34.91,11,10.38,5,4.72,27,25.47,7,6.6,19,17.92,44011
44,12,93,35,37.63,12,12.9,4,4.3,25,26.88,1,1.08,16,17.2,44012
44,13,83,24,28.92,9,10.84,3,3.61,26,31.33,4,4.82,17,20.48,44013
44,14,97,32,32.99,13,13.4,3,3.09,22,22.68,10,10.31,17,17.53,44014
44,15,136,41,30.15,9,6.62,4,2.94,47,34.56,15,11.03,20,14.71,44015
44,16,108,36,33.33,11,10.19,2,1.85,30,27.78,7,6.48,22,20.37,44016
44,17,151,43,28.48,13,8.61,10,6.62,46,30.46,18,11.92,21,13.91,44017
44,18,78,26,33.33,14,17.95,3,3.85,18,23.08,7,8.97,10,12.82,44018
44,19,62,19,30.65,5,8.06,2,3.23,20,32.26,12,19.35,4,6.45,44019
44,20,88,19,21.59,23,26.14,3,3.41,23,26.14,8,9.09,12,13.64,44020
44,21,100,40,40.0,8,8.0,5,5.0,25,25.0,10,10.0,12,12.0,44021
44,22,150,42,28.0,14,9.33,4,2.67,56,37.33,9,6.0,25,16.67,44022
44,23,80,30,37.5,11,13.75,6,7.5,21,26.25,2,2.5,10,12.5,44023
44,24,75,25,33.33,9,12.0,3,4.0,20,26.67,3,4.0,15,20.0,44024
44,25,103,38,36.89,10,9.71,2,1.94,33,32.04,7,6.8,13,12.62,44025
44,26,83,22,26.51,12,14.46,6,7.23,21,25.3,12,14.46,10,12.05,44026
44,27,124,42,33.87,25,20.16,6,4.84,19,15.32,14,11.29,18,14.52,44027
44,28,65,22,33.85,6,9.23,3,4.62,22,33.85,10,15.38,2,3.08,44028
44,29,92,31,33.7,11,11.96,4,4.35,21,22.83,13,14.13,12,13.04,44029
44,30,91,35,38.46,7,7.69,3,3.3,29,31.87,10,10.99,7,7.69,44030
44,31,112,38,33.93,11,9.82,4,3.57,35,31.25,8,7.14,16,14.29,44031
44,32,87,35,40.23,11,12.64,2,2.3,25,28.74,5,5.75,9,10.34,44032
44,33,128,30,23.44,23,17.97,0,0.0,36,28.13,15,11.72,24,18.75,44033
44,34,71,16,22.54,7,9.86,6,8.45,30,42.25,6,8.45,6,8.45,44034
44,35,110,42,38.18,13,11.82,3,2.73,30,27.27,8,7.27,14,12.73,44035
44,36,84,23,27.38,11,13.1,5,5.95,22,26.19,7,8.33,16,19.05,44036
44,37,152,50,32.89,15,9.87,4,2.63,50,32.89,10,6.58,23,15.13,44037
44,38,79,26,32.91,10,12.66,4,5.06,22,27.85,6,7.59,11,13.92,44038
44,39,95,29,30.53,11,11.58,3,3.16,30,31.58,8,8.42,14,14.74,44039
44,40,111,41,36.94,15,13.51,4,3.6,31,27.93,11,9.91,9,8.11,44040
44,41,124,28,22.58,18,14.52,16,12.9,27,21.77,14,11.29,21,16.94,44041
44,42,172,31,18.02,46,26.74,11,6.4,40,23.26,13,7.56,31,18.02,44042
44,43,141,45,31.91,15,10.64,7,4.96,45,31.91,11,7.8,18,12.77,44043
44,44,157,46,29.3,20,12.74,9,5.73,55,35.03,12,7.64,15,9.55,44044
44,45,106,28,26.42,13,12.26,5,4.72,39,36.79,12,11.32,9,8.49,44045
44,46,103,35,33.98,14,13.59,4,3.88,24,23.3,8,7.77,18,17.48,44046
44,47,138,54,39.13,18,13.04,10,7.25,27,19.57,14,10.14,15,10.87,44047
44,48,107,41,38.32,12,11.21,2,1.87,31,28.97,8,7.48,13,12.15,44048
44,49,218,81,37.16,27,12.39,10,4.59,60,27.52,11,5.05,29,13.3,44049
44,50,89,21,23.6,18,20.22,1,1.12,26,29.21,6,6.74,17,19.1,44050
44,51,67,25,37.31,6,8.96,2,2.99,18,26.87,1,1.49,15,22.39,44051
45,1,109,21,19.27,8,7.34,6,5.5,36,33.03,24,22.02,14,12.84,45001
45,2,156,39,25.0,10,6.41,6,3.85,68,43.59,20,12.82,13,8.33,45002
45,3,171,78,45.61,17,9.94,5,2.92,45,26.32,15,8.77,11,6.43,45003
45,4,193,51,26.42,18,9.33,7,3.63,59,30.57,31,16.06,27,13.99,45004
45,5,186,51,27.42,22,11.83,4,2.15,52,27.96,23,12.37,34,18.28,45005
45,6,139,28,20.14,16,11.51,4,2.88,45,32.37,23,16.55,23,16.55,45006
45,7,121,28,23.14,6,4.96,7,5.79,44,36.36,16,13.22,20,16.53,45007
45,8,103,21,20.39,13,12.62,7,6.8,31,30.1,18,17.48,13,12.62,45008
45,9,144,29,20.14,22,15.28,6,4.17,51,35.42,17,11.81,19,13.19,45009
45,10,152,34,22.37,19,12.5,4,2.63,44,28.95,26,17.11,25,16.45,45010
45,11,113,35,30.97,9,7.96,4,3.54,34,30.09,17,15.04,14,12.39,45011
45,12,139,31,22.3,25,17.99,3,2.16,53,38.13,10,7.19,17,12.23,45012
45,13,142,38,26.76,16,11.27,7,4.93,38,26.76,23,16.2,20,14.08,45013
45,14,121,32,26.45,11,9.09,5,4.13,32,26.45,23,19.01,18,14.88,45014
45,15,137,27,19.71,8,5.84,9,6.57,48,35.04,25,18.25,20,14.6,45015
45,16,140,55,39.29,11,7.86,4,2.86,34,24.29,26,18.57,10,7.14,45016
45,17,106,32,30.19,9,8.49,1,0.94,31,29.25,15,14.15,18,16.98,45017
45,18,156,58,37.18,14,8.97,4,2.56,43,27.56,22,14.1,15,9.62,45018
45,19,161,33,20.5,23,14.29,3,1.86,57,35.4,25,15.53,20,12.42,45019
45,20,134,26,19.4,14,10.45,4,2.99,57,42.54,14,10.45,19,14.18,45020
45,21,140,27,19.29,14,10.0,4,2.86,47,33.57,29,20.71,19,13.57,45021
45,22,115,23,20.0,6,5.22,3,2.61,52,45.22,13,11.3,18,15.65,45022
45,23,152,38,25.0,13,8.55,7,4.61,50,32.89,15,9.87,29,19.08,45023
45,24,157,35,22.29,12,7.64,8,5.1,53,33.76,21,13.38,28,17.83,45024
45,25,145,53,36.55,10,6.9,1,0.69,39,26.9,25,17.24,17,11.72,45025
45,26,161,68,42.24,12,7.45,7,4.35,43,26.71,16,9.94,15,9.32,45026
45,27,114,19,16.67,15,13.16,3,2.63,35,30.7,18,15.79,24,21.05,45027
45,28,109,32,29.36,8,7.34,7,6.42,35,32.11,19,17.43,8,7.34,45028
45,29,138,27,19.57,17,12.32,8,5.8,48,34.78,18,13.04,20,14.49,45029
45,30,166,39,23.49,24,14.46,9,5.42,51,30.72,11,6.63,32,19.28,45030
45,31,125,25,20.0,10,8.0,11,8.8,38,30.4,30,24.0,11,8.8,45031
45,32,98,26,26.53,8,8.16,9,9.18,31,31.63,10,10.2,14,14.29,45032
45,33,116,38,32.76,10,8.62,5,4.31,36,31.03,16,13.79,11,9.48,45033
45,34,108,25,23.15,9,8.33,5,4.63,33,30.56,20,18.52,16,14.81,45034
45,35,155,64,41.29,9,5.81,5,3.23,33,21.29,14,9.03,30,19.35,45035
45,36,119,43,36.13,15,12.61,8,6.72,30,25.21,14,11.76,9,7.56,45036
45,37,131,29,22.14,16,12.21,6,4.58,49,37.4,22,16.79,9,6.87,45037
45,38,144,35,24.31,14,9.72,7,4.86,43,29.86,18,12.5,27,18.75,45038
45,39,165,62,37.58,14,8.48,5,3.03,47,28.48,23,13.94,14,8.48,45039
45,40,163,47,28.83,25,15.34,6,3.68,46,28.22,21,12.88,18,11.04,45040
45,41,87,16,18.39,9,10.34,5,5.75,25,28.74,19,21.84,13,14.94,45041
45,42,160,46,28.75,4,2.5,8,5.0,57,35.63,20,12.5,25,15.63,45042
45,43,129,30,23.26,18,13.95,9,6.98,38,29.46,17,13.18,17,13.18,45043
45,44,173,38,21.97,26,15.03,4,2.31,56,32.37,22,12.72,27,15.61,45044
45,45,92,14,15.22,15,16.3,6,6.52,30,32.61,19,20.65,8,8.7,45045
45,46,140,42,30.0,17,12.14,5,3.57,37,26.43,15,10.71,24,17.14,45046
45,47,117,39,33.33,13,11.11,6,5.13,34,29.06,16,13.68,9,7.69,45047
45,48,145,59,40.69,14,9.66,8,5.52,35,24.14,17,11.72,12,8.28,45048
45,49,130,42,32.31,9,6.92,2,1.54,41,31.54,14,10.77,22,16.92,45049
45,50,106,23,21.7,13,12.26,5,4.72,36,33.96,9,8.49,20,18.87,45050
45,51,137,23,16.79,17,12.41,2,1.46,57,41.61,17,12.41,21,15.33,45051
45,52,150,37,24.67,15,10.0,6,4.0,47,31.33,21,14.0,24,16.0,45052
45,53,98,20,20.41,12,12.24,6,6.12,33,33.67,11,11.22,16,16.33,45053
46,1,267,75,28.09,21,7.87,20,7.49,100,37.45,23,8.61,28,10.49,46001
46,2,125,32,25.6,16,12.8,9,7.2,35,28.0,14,11.2,19,15.2,46002
46,3,146,34,23.29,17,11.64,19,13.01,37,25.34,21,14.38,18,12.33,46003
46,4,135,25,18.52,12,8.89,19,14.07,41,30.37,21,15.56,17,12.59,46004
46,5,58,15,25.86,8,13.79,7,12.07,16,27.59,5,8.62,7,12.07,46005
46,6,146,35,23.97,17,11.64,20,13.7,42,28.77,18,12.33,14,9.59,46006
46,7,89,30,33.71,8,8.99,5,5.62,26,29.21,2,2.25,18,20.22,46007
46,8,134,27,20.15,11,8.21,17,12.69,45,33.58,20,14.93,14,10.45,46008
46,9,105,24,22.86,10,9.52,8,7.62,28,26.67,11,10.48,24,22.86,46009
46,10,98,25,25.51,15,15.31,6,6.12,22,22.45,11,11.22,19,19.39,46010
46,11,160,58,36.25,21,13.13,14,8.75,27,16.88,26,16.25,14,8.75,46011
46,12,122,40,32.79,19,15.57,12,9.84,25,20.49,4,3.28,22,18.03,46012
46,13,99,26,26.26,14,14.14,3,3.03,31,31.31,16,16.16,9,9.09,46013
46,14,79,25,31.65,12,15.19,2,2.53,19,24.05,9,11.39,12,15.19,46014
46,15,155,49,31.61,8,5.16,6,3.87,61,39.35,15,9.68,16,10.32,46015
46,16,122,30,24.59,16,13.11,8,6.56,33,27.05,21,17.21,14,11.48,46016
46,17,207,78,37.68,20,9.66,10,4.83,69,33.33,5,2.42,25,12.08,46017
46,18,169,59,34.91,11,6.51,11,6.51,52,30.77,13,7.69,23,13.61,46018
46,19,123,43,34.96,13,10.57,6,4.88,22,17.89,18,14.63,21,17.07,46019
46,20,84,18,21.43,8,9.52,13,15.48,26,30.95,6,7.14,13,15.48,46020
46,21,55,13,23.64,7,12.73,3,5.45,18,32.73,6,10.91,8,14.55,46021
46,22,90,16,17.78,12,13.33,16,17.78,30,33.33,9,10.0,7,7.78,46022
46,23,126,28,22.22,20,15.87,30,23.81,29,23.02,12,9.52,7,5.56,46023
46,24,74,23,31.08,8,10.81,5,6.76,21,28.38,5,6.76,12,16.22,46024
46,25,135,39,28.89,15,11.11,7,5.19,45,33.33,14,10.37,15,11.11,46025
46,26,172,33,19.19,22,12.79,40,23.26,37,21.51,26,15.12,14,8.14,46026
46,27,125,18,14.4,14,11.2,17,13.6,43,34.4,15,12.0,18,14.4,46027
46,28,144,34,23.61,11,7.64,7,4.86,57,39.58,18,12.5,17,11.81,46028
46,29,135,36,26.67,10,7.41,6,4.44,48,35.56,13,9.63,22,16.3,46029
46,30,159,38,23.9,14,8.81,21,13.21,53,33.33,17,10.69,16,10.06,46030
46,31,137,49,35.77,9,6.57,8,5.84,36,26.28,9,6.57,26,18.98,46031
46,32,106,19,17.92,11,10.38,22,20.75,26,24.53,12,11.32,16,15.09,46032
46,33,171,47,27.49,28,16.37,23,13.45,36,21.05,19,11.11,18,10.53,46033
46,34,128,28,21.88,12,9.38,20,15.63,46,35.94,13,10.16,9,7.03,46034
46,35,128,40,31.25,7,5.47,11,8.59,35,27.34,17,13.28,18,14.06,46035
46,36,156,45,28.85,12,7.69,10,6.41,54,34.62,14,8.97,21,13.46,46036
46,37,88,28,31.82,10,11.36,5,5.68,31,35.23,6,6.82,8,9.09,46037
46,38,105,26,24.76,10,9.52,27,25.71,19,18.1,15,14.29,8,7.62,46038
46,39,159,59,37.11,19,11.95,9,5.66,39,24.53,13,8.18,20,12.58,46039
46,40,111,17,15.32,14,12.61,18,16.22,37,33.33,15,13.51,10,9.01,46040
46,41,129,32,24.81,18,13.95,15,11.63,26,20.16,23,17.83,15,11.63,46041
46,42,134,26,19.4,16,11.94,21,15.67,47,35.07,8,5.97,16,11.94,46042
46,43,175,46,26.29,14,8.0,6,3.43,61,34.86,17,9.71,31,17.71,46043
46,44,95,22,23.16,14,14.74,7,7.37,32,33.68,8,8.42,12,12.63,46044
46,45,132,33,25.0,10,7.58,14,10.61,38,28.79,14,10.61,23,17.42,46045
46,46,115,26,22.61,9,7.83,13,11.3,41,35.65,13,11.3,13,11.3,46046
46,47,49,12,24.49,1,2.04,10,20.41,17,34.69,6,12.24,3,6.12,46047
47,1,133,30,22.56,15,11.28,8,6.02,41,30.83,11,8.27,28,21.05,47001
47,2,153,29,18.95,19,12.42,2,1.31,52,33.99,11,7.19,40,26.14,47002
47,3,123,27,21.95,18,14.63,6,4.88,38,30.89,13,10.57,21,17.07,47003
47,4,207,55,26.57,17,8.21,6,2.9,78,37.68,12,5.8,39,18.84,47004
47,5,137,38,27.74,16,11.68,6,4.38,37,27.01,7,5.11,33,24.09,47005
47,6,191,59,30.89,13,6.81,8,4.19,55,28.8,22,11.52,34,17.8,47006
47,7,139,45,32.37,11,7.91,3,2.16,39,28.06,18,12.95,23,16.55,47007
47,8,170,54,31.76,6,3.53,5,2.94,51,30.0,19,11.18,35,20.59,47008
47,9,142,36,25.35,10,7.04,9,6.34,41,28.87,20,14.08,26,18.31,47009
47,10,69,26,37.68,7,10.14,2,2.9,20,28.99,6,8.7,8,11.59,47010
47,11,200,54,27.0,17,8.5,13,6.5,61,30.5,20,10.0,35,17.5,47011
47,12,141,38,26.95,11,7.8,1,0.71,35,24.82,18,12.77,38,26.95,47012
47,13,207,68,32.85,26,12.56,9,4.35,47,22.71,17,8.21,40,19.32,47013
47,14,111,22,19.82,12,10.81,3,2.7,34,30.63,13,11.71,27,24.32,47014
47,15,132,31,23.48,18,13.64,10,7.58,38,28.79,12,9.09,23,17.42,47015
47,16,152,42,27.63,16,10.53,7,4.61,41,26.97,11,7.24,35,23.03,47016
47,17,139,46,33.09,12,8.63,5,3.6,42,30.22,15,10.79,19,13.67,47017
47,18,140,51,36.43,9,6.43,2,1.43,41,29.29,10,7.14,27,19.29,47018
47,19,167,45,26.95,10,5.99,6,3.59,52,31.14,10,5.99,44,26.35,47019
47,20,167,50,29.94,13,7.78,4,2.4,43,25.75,21,12.57,36,21.56,47020
47,21,186,59,31.72,18,9.68,6,3.23,50,26.88,17,9.14,36,19.35,47021
47,22,168,56,33.33,20,11.9,12,7.14,36,21.43,13,7.74,31,18.45,47022
47,23,77,21,27.27,6,7.79,4,5.19,18,23.38,4,5.19,24,31.17,47023
47,24,126,42,33.33,17,13.49,2,1.59,36,28.57,10,7.94,19,15.08,47024
47,25,156,44,28.21,18,11.54,12,7.69,34,21.79,14,8.97,34,21.79,47025
47,26,217,69,31.8,20,9.22,15,6.91,53,24.42,26,11.98,34,15.67,47026
47,27,140,32,22.86,15,10.71,7,5.0,39,27.86,10,7.14,37,26.43,47027
47,28,207,66,31.88,13,6.28,6,2.9,49,23.67,28,13.53,45,21.74,47028
47,29,131,39,29.77,12,9.16,9,6.87,37,28.24,11,8.4,23,17.56,47029
47,30,156,36,23.08,14,8.97,10,6.41,51,32.69,17,10.9,28,17.95,47030
47,31,155,40,25.81,13,8.39,2,1.29,40,25.81,20,12.9,40,25.81,47031
47,32,145,35,24.14,22,15.17,5,3.45,33,22.76,11,7.59,39,26.9,47032
47,33,136,37,27.21,15,11.03,4,2.94,36,26.47,15,11.03,29,21.32,47033
47,34,178,64,35.96,15,8.43,11,6.18,39,21.91,22,12.36,27,15.17,47034
47,35,213,50,23.47,30,14.08,7,3.29,68,31.92,25,11.74,33,15.49,47035
47,36,189,69,36.51,15,7.94,10,5.29,52,27.51,18,9.52,25,13.23,47036
47,37,163,39,23.93,23,14.11,9,5.52,47,28.83,13,7.98,32,19.63,47037
47,38,145,43,29.66,13,8.97,6,4.14,38,26.21,14,9.66,31,21.38,47038
47,39,141,34,24.11,20,14.18,8,5.67,38,26.95,14,9.93,27,19.15,47039
47,40,133,34,25.56,18,13.53,4,3.01,41,30.83,13,9.77,23,17.29,47040
47,41,205,47,22.93,19,9.27,8,3.9,70,34.15,20,9.76,41,20.0,47041
47,42,122,27,22.13,12,9.84,6,4.92,29,23.77,9,7.38,39,31.97,47042
47,43,89,21,23.6,7,7.87,2,2.25,23,25.84,5,5.62,31,34.83,47043
47,44,155,39,25.16,12,7.74,13,8.39,56,36.13,13,8.39,22,14.19,47044
47,45,159,44,27.67,20,12.58,3,1.89,30,18.87,11,6.92,51,32.08,47045
47,46,100,31,31.0,10,10.0,8,8.0,28,28.0,10,10.0,13,13.0,47046
47,47,135,37,27.41,15,11.11,4,2.96,55,40.74,9,6.67,15,11.11,47047
47,48,39,4,10.26,4,10.26,4,10.26,15,38.46,7,17.95,5,12.82,47048
47,49,92,26,28.26,5,5.43,1,1.09,28,30.43,11,11.96,21,22.83,47049
47,50,133,28,21.05,15,11.28,6,4.51,37,27.82,9,6.77,38,28.57,47050
47,51,88,18,20.45,13,14.77,1,1.14,25,28.41,8,9.09,23,26.14,47051
47,52,136,31,22.79,8,5.88,11,8.09,44,32.35,17,12.5,25,18.38,47052
48,1,111,23,20.72,12,10.81,8,7.21,33,29.73,13,11.71,22,19.82,48001
48,2,118,33,27.97,10,8.47,12,10.17,38,32.2,6,5.08,19,16.1,48002
48,3,143,37,25.87,16,11.19,9,6.29,36,25.17,21,14.69,24,16.78,48003
48,4,155,35,22.58,16,10.32,16,10.32,49,31.61,17,10.97,22,14.19,48004
48,5,147,69,46.94,9,6.12,4,2.72,30,20.41,11,7.48,24,16.33,48005
48,6,135,44,32.59,17,12.59,11,8.15,27,20.0,13,9.63,23,17.04,48006
48,7,98,27,27.55,15,15.31,7,7.14,20,20.41,10,10.2,19,19.39,48007
48,8,108,24,22.22,7,6.48,9,8.33,34,31.48,20,18.52,14,12.96,48008
48,9,143,33,23.08,16,11.19,13,9.09,42,29.37,16,11.19,23,16.08,48009
48,10,78,27,34.62,8,10.26,6,7.69,18,23.08,9,11.54,10,12.82,48010
48,11,171,66,38.6,20,11.7,7,4.09,38,22.22,15,8.77,25,14.62,48011
48,12,114,32,28.07,9,7.89,9,7.89,29,25.44,14,12.28,21,18.42,48012
48,13,142,36,25.35,14,9.86,6,4.23,53,37.32,18,12.68,15,10.56,48013
48,14,116,34,29.31,16,13.79,20,17.24,25,21.55,9,7.76,12,10.34,48014
48,15,83,18,21.69,11,13.25,8,9.64,27,32.53,12,14.46,7,8.43,48015
48,16,120,30,25.0,14,11.67,15,12.5,29,24.17,15,12.5,17,14.17,48016
48,17,163,45,27.61,12,7.36,20,12.27,45,27.61,17,10.43,24,14.72,48017
48,18,79,22,27.85,11,13.92,10,12.66,18,22.78,6,7.59,12,15.19,48018
48,19,129,41,31.78,20,15.5,9,6.98,30,23.26,5,3.88,24,18.6,48019
48,20,94,39,41.49,9,9.57,4,4.26,18,19.15,5,5.32,19,20.21,48020
48,21,156,35,22.44,16,10.26,35,22.44,33,21.15,22,14.1,15,9.62,48021
