ward,precinct,total,S. Raja Krishnamoorthi,S. Raja Krishnamoorthi Percent,Clinton A. ''Clint'' Krislov,Clinton A. ''Clint'' Krislov Percent,precinct_id
39,35,129,83,64.34,15,11.63,39035
39,36,118,62,52.54,8,6.78,39036
39,37,213,151,70.89,9,4.23,39037
39,38,140,88,62.86,10,7.14,39038
39,39,66,36,54.55,7,10.61,39039
39,40,81,49,60.49,6,7.41,39040
39,41,52,37,71.15,1,1.92,39041
39,42,117,90,76.92,3,2.56,39042
39,43,108,77,71.3,7,6.48,39043
39,44,122,68,55.74,14,11.48,39044
39,45,63,33,52.38,8,12.7,39045
39,46,100,48,48.0,5,5.0,39046
39,47,67,39,58.21,6,8.96,39047
40,1,73,36,49.32,6,8.22,40001
40,2,73,40,54.79,4,5.48,40002
40,3,133,93,69.92,11,8.27,40003
40,4,125,75,60.0,17,13.6,40004
40,5,117,74,63.25,13,11.11,40005
40,6,122,81,66.39,10,8.2,40006
40,7,136,83,61.03,6,4.41,40007
40,8,26,17,65.38,0,0.0,40008
40,9,120,58,48.33,20,16.67,40009
40,10,121,58,47.93,15,12.4,40010
40,11,106,72,67.92,12,11.32,40011
40,12,93,55,59.14,8,8.6,40012
40,13,149,82,55.03,19,12.75,40013
40,14,95,52,54.74,7,7.37,40014
40,15,121,61,50.41,12,9.92,40015
40,16,168,73,43.45,16,9.52,40016
40,17,67,26,38.81,8,11.94,40017
40,18,127,48,37.8,27,21.26,40018
40,19,107,64,59.81,7,6.54,40019
40,20,119,69,57.98,9,7.56,40020
40,21,104,59,56.73,11,10.58,40021
40,22,66,34,51.52,7,10.61,40022
40,23,153,94,61.44,12,7.84,40023
40,24,62,31,50.0,5,8.06,40024
40,25,91,40,43.96,4,4.4,40025
40,26,151,92,60.93,16,10.6,40026
40,27,110,53,48.18,9,8.18,40027
40,28,146,81,55.48,11,7.53,40028
40,29,153,67,43.79,17,11.11,40029
40,30,195,86,44.1,17,8.72,40030
40,31,110,47,42.73,5,4.55,40031
40,32,58,28,48.28,10,17.24,40032
40,33,126,65,51.59,15,11.9,40033
40,34,69,36,52.17,8,11.59,40034
40,35,130,58,44.62,13,10.0,40035
40,36,126,71,56.35,8,6.35,40036
40,37,99,62,62.63,8,8.08,40037
40,38,72,32,44.44,6,8.33,40038
40,39,85,47,55.29,5,5.88,40039
40,40,94,55,58.51,8,8.51,40040
40,41,151,97,64.24,16,10.6,40041
40,42,117,71,60.68,8,6.84,40042
40,43,123,78,63.41,10,8.13,40043
40,44,72,30,41.67,9,12.5,40044
40,45,199,118,59.3,33,16.58,40045
40,46,165,80,48.48,22,13.33,40046
40,47,140,93,66.43,20,14.29,40047
40,48,78,44,56.41,9,11.54,40048
40,49,68,37,54.41,5,7.35,40049
41,1,163,99,60.74,9,5.52,41001
41,2,209,119,56.94,10,4.78,41002
41,3,148,81,54.73,21,14.19,41003
41,4,203,112,55.17,11,5.42,41004
41,5,185,111,60.0,9,4.86,41005
41,6,190,127,66.84,11,5.79,41006
41,7,195,118,60.51,13,6.67,41007
41,8,146,94,64.38,8,5.48,41008
41,9,156,77,49.36,14,8.97,41009
41,10,161,88,54.66,12,7.45,41010
41,11,174,89,51.15,14,8.05,41011
41,12,137,74,54.01,6,4.38,41012
41,13,83,51,61.45,12,14.46,41013
41,14,209,138,66.03,14,6.7,41014
41,15,192,98,51.04,12,6.25,41015
41,16,162,97,59.88,10,6.17,41016
41,17,182,101,55.49,17,9.34,41017
41,18,132,59,44.7,17,12.88,41018
41,19,219,146,66.67,14,6.39,41019
41,20,182,105,57.69,17,9.34,41020
41,21,172,72,41.86,13,7.56,41021
41,22,154,84,54.55,11,7.14,41022
41,23,146,73,50.0,15,10.27,41023
41,24,140,73,52.14,8,5.71,41024
41,25,41,21,51.22,7,17.07,41025
41,26,66,33,50.0,6,9.09,41026
41,27,37,16,43.24,6,16.22,41027
41,28,119,61,51.26,6,5.04,41028
41,29,72,35,48.61,10,13.89,41029
41,30,171,107,62.57,11,6.43,41030
41,31,176,86,48.86,10,5.68,41031
41,32,88,43,48.86,8,9.09,41032
41,33,109,64,58.72,6,5.5,41033
41,34,116,63,54.31,10,8.62,41034
41,35,185,107,57.84,11,5.95,41035
41,36,164,94,57.32,11,6.71,41036
41,37,166,95,57.23,11,6.63,41037
41,38,157,96,61.15,6,3.82,41038
41,39,114,70,61.4,8,7.02,41039
41,40,186,91,48.92,10,5.38,41040
41,41,144,81,56.25,14,9.72,41041
41,42,195,86,44.1,21,10.77,41042
41,43,152,91,59.87,13,8.55,41043
41,44,194,134,69.07,23,11.86,41044
41,45,119,70,58.82,8,6.72,41045
41,46,138,82,59.42,10,7.25,41046
41,47,174,119,68.39,9,5.17,41047
41,48,66,32,48.48,7,10.61,41048
41,49,219,121,55.25,15,6.85,41049
41,50,156,79,50.64,21,13.46,41050
41,51,118,61,51.69,9,7.63,41051
41,52,219,143,65.3,8,3.65,41052
41,53,151,80,52.98,13,8.61,41053
41,54,159,99,62.26,6,3.77,41054
41,55,118,73,61.86,7,5.93,41055
41,56,208,121,58.17,11,5.29,41056
41,57,121,78,64.46,12,9.92,41057
42,1,177,128,72.32,8,4.52,42001
42,2,97,69,71.13,5,5.15,42002
42,3,123,76,61.79,8,6.5,42003
42,4,142,105,73.94,3,2.11,42004
42,5,127,78,61.42,12,9.45,42005
42,6,281,178,63.35,14,4.98,42006
42,7,109,73,66.97,8,7.34,42007
42,8,167,114,68.26,16,9.58,42008
42,9,265,181,68.3,21,7.92,42009
42,10,93,68,73.12,6,6.45,42010
42,11,147,94,63.95,11,7.48,42011
42,12,101,70,69.31,6,5.94,42012
42,13,251,168,66.93,17,6.77,42013
42,14,127,100,78.74,4,3.15,42014
42,15,164,111,67.68,9,5.49,42015
42,16,75,53,70.67,2,2.67,42016
42,17,236,111,47.03,21,8.9,42017
42,18,212,151,71.23,12,5.66,42018
42,19,30,18,60.0,0,0.0,42019
42,20,66,40,60.61,5,7.58,42020
42,21,81,62,76.54,7,8.64,42021
42,22,76,55,72.37,4,5.26,42022
42,23,184,141,76.63,7,3.8,42023
42,24,151,100,66.23,10,6.62,42024
42,25,107,74,69.16,4,3.74,42025
42,26,162,70,43.21,15,9.26,42026
42,27,172,96,55.81,17,9.88,42027
42,28,154,122,79.22,10,6.49,42028
42,29,140,112,80.0,6,4.29,42029
42,30,75,46,61.33,6,8.0,42030
42,31,105,77,73.33,2,1.9,42031
42,32,102,68,66.67,6,5.88,42032
42,33,208,155,74.52,8,3.85,42033
42,34,124,82,66.13,4,3.23,42034
42,35,130,103,79.23,1,0.77,42035
42,36,75,50,66.67,2,2.67,42036
42,37,94,67,71.28,9,9.57,42037
42,38,106,74,69.81,9,8.49,42038
42,39,80,27,33.75,6,7.5,42039
42,40,152,104,68.42,5,3.29,42040
42,41,161,116,72.05,7,4.35,42041
42,42,71,43,60.56,7,9.86,42042
42,43,138,109,78.99,5,3.62,42043
42,44,97,67,69.07,1,1.03,42044
42,45,144,103,71.53,6,4.17,42045
42,46,79,57,72.15,5,6.33,42046
42,47,87,56,64.37,5,5.75,42047
42,48,106,73,68.87,3,2.83,42048
42,49,40,14,35.0,3,7.5,42049
42,50,180,121,67.22,15,8.33,42050
42,51,214,131,61.21,11,5.14,42051
42,52,61,38,62.3,2,3.28,42052
42,53,167,108,64.67,12,7.19,42053
42,54,91,67,73.63,1,1.1,42054
42,55,119,75,63.03,7,5.88,42055
42,56,133,88,66.17,10,7.52,42056
42,57,76,42,55.26,4,5.26,42057
42,58,66,47,71.21,5,7.58,42058
42,59,132,98,74.24,6,4.55,42059
42,60,48,29,60.42,3,6.25,42060
42,61,72,53,73.61,6,8.33,42061
42,62,82,61,74.39,2,2.44,42062
42,63,154,93,60.39,18,11.69,42063
42,64,49,28,57.14,2,4.08,42064
42,65,128,98,76.56,7,5.47,42065
42,66,104,59,56.73,8,7.69,42066
42,67,188,142,75.53,3,1.6,42067
42,68,106,72,67.92,5,4.72,42068
42,69,72,47,65.28,3,4.17,42069
43,1,171,113,66.08,10,5.85,43001
43,2,120,97,80.83,6,5.0,43002
43,3,147,109,74.15,16,10.88,43003
43,4,166,117,70.48,12,7.23,43004
43,5,128,94,73.44,12,9.38,43005
43,6,68,44,64.71,10,14.71,43006
43,7,144,87,60.42,15,10.42,43007
43,8,180,128,71.11,13,7.22,43008
43,9,89,65,73.03,4,4.49,43009
43,10,115,81,70.43,15,13.04,43010
43,11,85,61,71.76,8,9.41,43011
43,12,155,117,75.48,4,2.58,43012
43,13,60,41,68.33,2,3.33,43013
43,14,137,98,71.53,9,6.57,43014
43,15,110,86,78.18,10,9.09,43015
43,16,138,113,81.88,8,5.8,43016
43,17,131,91,69.47,11,8.4,43017
43,18,158,106,67.09,20,12.66,43018
43,19,91,60,65.93,7,7.69,43019
43,20,134,96,71.64,10,7.46,43020
43,21,162,116,71.6,10,6.17,43021
43,22,80,53,66.25,3,3.75,43022
43,23,109,90,82.57,8,7.34,43023
43,24,123,87,70.73,9,7.32,43024
43,25,140,88,62.86,7,5.0,43025
43,26,118,87,73.73,10,8.47,43026
43,27,96,72,75.0,12,12.5,43027
43,28,169,121,71.6,14,8.28,43028
43,29,89,70,78.65,5,5.62,43029
43,30,63,45,71.43,1,1.59,43030
43,31,138,96,69.57,18,13.04,43031
43,32,156,114,73.08,9,5.77,43032
43,33,53,37,69.81,4,7.55,43033
43,34,50,39,78.0,2,4.0,43034
43,35,162,128,79.01,10,6.17,43035
43,36,107,76,71.03,11,10.28,43036
43,37,98,63,64.29,9,9.18,43037
43,38,84,55,65.48,10,11.9,43038
43,39,94,72,76.6,7,7.45,43039
43,40,59,44,74.58,4,6.78,43040
43,41,71,53,74.65,4,5.63,43041
43,42,108,80,74.07,6,5.56,43042
43,43,75,57,76.0,6,8.0,43043
43,44,120,83,69.17,10,8.33,43044
43,45,36,26,72.22,6,16.67,43045
43,46,146,106,72.6,11,7.53,43046
43,47,126,78,61.9,4,3.17,43047
43,48,108,80,74.07,5,4.63,43048
43,49,133,93,69.92,9,6.77,43049
43,50,86,60,69.77,9,10.47,43050
43,51,155,81,52.26,9,5.81,43051
43,52,79,51,64.56,8,10.13,43052
43,53,122,73,59.84,10,8.2,43053
43,54,91,72,79.12,2,2.2,43054
43,55,128,63,49.22,9,7.03,43055
43,56,71,55,77.46,3,4.23,43056
43,57,82,58,70.73,6,7.32,43057
43,58,104,66,63.46,12,11.54,43058
43,59,172,137,79.65,13,7.56,43059
44,1,128,82,64.06,11,8.59,44001
44,2,103,76,73.79,7,6.8,44002
44,3,191,123,64.4,14,7.33,44003
44,4,148,89,60.14,17,11.49,44004
44,5,140,89,63.57,11,7.86,44005
44,6,116,85,73.28,5,4.31,44006
44,7,159,124,77.99,7,4.4,44007
44,8,48,29,60.42,2,4.17,44008
44,9,77,56,72.73,4,5.19,44009
44,10,66,45,68.18,5,7.58,44010
44,11,120,68,56.67,12,10.0,44011
44,12,106,74,69.81,3,2.83,44012
44,13,87,60,68.97,7,8.05,44013
44,14,104,60,57.69,13,12.5,44014
44,15,150,97,64.67,11,7.33,44015
44,16,120,78,65.0,13,10.83,44016
44,17,163,111,68.1,13,7.98,44017
44,18,81,53,65.43,4,4.94,44018
44,19,66,44,66.67,7,10.61,44019
44,20,97,50,51.55,13,13.4,44020
44,21,119,80,67.23,5,4.2,44021
44,22,160,105,65.63,12,7.5,44022
44,23,87,61,70.11,7,8.05,44023
44,24,83,62,74.7,8,9.64,44024
44,25,116,87,75.0,6,5.17,44025
44,26,88,52,59.09,7,7.95,44026
44,27,147,98,66.67,8,5.44,44027
44,28,79,54,68.35,3,3.8,44028
44,29,109,72,66.06,11,10.09,44029
44,30,92,64,69.57,4,4.35,44030
44,31,115,87,75.65,8,6.96,44031
44,32,100,63,63.0,8,8.0,44032
44,33,136,84,61.76,12,8.82,44033
44,34,77,51,66.23,6,7.79,44034
44,35,113,78,69.03,6,5.31,44035
44,36,86,59,68.6,8,9.3,44036
44,37,165,106,64.24,15,9.09,44037
44,38,88,53,60.23,5,5.68,44038
44,39,96,66,68.75,7,7.29,44039
44,40,124,81,65.32,10,8.06,44040
44,41,134,71,52.99,15,11.19,44041
44,42,185,107,57.84,14,7.57,44042
44,43,151,111,73.51,15,9.93,44043
44,44,167,96,57.49,14,8.38,44044
44,45,116,78,67.24,5,4.31,44045
44,46,108,70,64.81,9,8.33,44046
44,47,148,94,63.51,10,6.76,44047
44,48,115,76,66.09,8,6.96,44048
44,49,232,154,66.38,17,7.33,44049
44,50,90,55,61.11,7,7.78,44050
44,51,77,55,71.43,5,6.49,44051
45,1,112,62,55.36,9,8.04,45001
45,2,161,101,62.73,9,5.59,45002
45,3,170,71,41.76,9,5.29,45003
45,4,207,132,63.77,11,5.31,45004
45,5,203,129,63.55,11,5.42,45005
45,6,142,81,57.04,17,11.97,45006
45,7,124,81,65.32,6,4.84,45007
45,8,109,62,56.88,12,11.01,45008
45,9,151,85,56.29,15,9.93,45009
45,10,155,72,46.45,9,5.81,45010
45,11,115,57,49.57,12,10.43,45011
45,12,143,97,67.83,8,5.59,45012
45,13,151,91,60.26,7,4.64,45013
45,14,129,73,56.59,9,6.98,45014
45,15,143,66,46.15,16,11.19,45015
45,16,146,59,40.41,11,7.53,45016
45,17,115,59,51.3,8,6.96,45017
45,18,164,83,50.61,7,4.27,45018
45,19,171,106,61.99,5,2.92,45019
45,20,141,84,59.57,9,6.38,45020
45,21,140,78,55.71,13,9.29,45021
45,22,120,62,51.67,9,7.5,45022
45,23,158,88,55.7,11,6.96,45023
45,24,160,107,66.88,9,5.63,45024
45,25,144,68,47.22,14,9.72,45025
45,26,161,85,52.8,10,6.21,45026
45,27,119,59,49.58,10,8.4,45027
45,28,119,56,47.06,3,2.52,45028
45,29,137,80,58.39,13,9.49,45029
45,30,169,95,56.21,12,7.1,45030
45,31,129,80,62.02,4,3.1,45031
45,32,96,53,55.21,10,10.42,45032
45,33,126,71,56.35,6,4.76,45033
45,34,113,57,50.44,11,9.73,45034
45,35,149,78,52.35,18,12.08,45035
45,36,127,88,69.29,8,6.3,45036
45,37,135,84,62.22,8,5.93,45037
45,38,144,62,43.06,18,12.5,45038
45,39,167,76,45.51,10,5.99,45039
45,40,165,70,42.42,14,8.48,45040
45,41,83,47,56.63,9,10.84,45041
45,42,165,84,50.91,9,5.45,45042
45,43,128,65,50.78,17,13.28,45043
45,44,178,95,53.37,12,6.74,45044
45,45,105,62,59.05,6,5.71,45045
45,46,139,71,51.08,15,10.79,45046
45,47,126,59,46.83,9,7.14,45047
45,48,149,82,55.03,9,6.04,45048
45,49,140,84,60.0,9,6.43,45049
45,50,110,59,53.64,12,10.91,45050
45,51,137,68,49.64,14,10.22,45051
45,52,157,70,44.59,11,7.01,45052
45,53,100,51,51.0,9,9.0,45053
46,1,276,186,67.39,20,7.25,46001
46,2,140,79,56.43,22,15.71,46002
46,3,149,79,53.02,6,4.03,46003
46,4,140,66,47.14,11,7.86,46004
46,5,67,44,65.67,1,1.49,46005
46,6,153,83,54.25,10,6.54,46006
46,7,92,68,73.91,7,7.61,46007
46,8,139,69,49.64,11,7.91,46008
46,9,114,81,71.05,10,8.77,46009
46,10,100,58,58.0,12,12.0,46010
46,11,169,108,63.91,9,5.33,46011
46,12,129,83,64.34,7,5.43,46012
46,13,112,71,63.39,7,6.25,46013
46,14,86,56,65.12,12,13.95,46014
46,15,167,117,70.06,12,7.19,46015
46,16,132,88,66.67,8,6.06,46016
46,17,213,147,69.01,13,6.1,46017
46,18,179,115,64.25,22,12.29,46018
46,19,135,96,71.11,16,11.85,46019
46,20,88,47,53.41,10,11.36,46020
46,21,66,43,65.15,5,7.58,46021
46,22,94,49,52.13,8,8.51,46022
46,23,128,55,42.97,3,2.34,46023
46,24,81,53,65.43,7,8.64,46024
46,25,144,71,49.31,13,9.03,46025
46,26,177,79,44.63,29,16.38,46026
46,27,127,74,58.27,10,7.87,46027
46,28,161,107,66.46,9,5.59,46028
46,29,139,91,65.47,12,8.63,46029
46,30,172,117,68.02,10,5.81,46030
46,31,159,124,77.99,12,7.55,46031
46,32,115,55,47.83,12,10.43,46032
46,33,184,105,57.07,18,9.78,46033
46,34,139,70,50.36,11,7.91,46034
46,35,150,95,63.33,12,8.0,46035
46,36,163,110,67.48,8,4.91,46036
46,37,90,70,77.78,8,8.89,46037
46,38,103,46,44.66,5,4.85,46038
46,39,170,114,67.06,14,8.24,46039
46,40,104,35,33.65,15,14.42,46040
46,41,131,65,49.62,13,9.92,46041
46,42,143,75,52.45,14,9.79,46042
46,43,191,127,66.49,19,9.95,46043
46,44,102,54,52.94,10,9.8,46044
46,45,140,93,66.43,9,6.43,46045
46,46,122,61,50.0,10,8.2,46046
46,47,51,20,39.22,7,13.73,46047
47,1,139,100,71.94,5,3.6,47001
47,2,157,106,67.52,13,8.28,47002
47,3,132,80,60.61,4,3.03,47003
47,4,222,163,73.42,14,6.31,47004
47,5,163,117,71.78,17,10.43,47005
47,6,207,149,71.98,16,7.73,47006
47,7,163,117,71.78,12,7.36,47007
47,8,193,133,68.91,16,8.29,47008
47,9,156,99,63.46,12,7.69,47009
47,10,83,61,73.49,9,10.84,47010
47,11,226,160,70.8,14,6.19,47011
47,12,150,115,76.67,14,9.33,47012
47,13,235,163,69.36,25,10.64,47013
47,14,126,95,75.4,5,3.97,47014
47,15,140,91,65.0,10,7.14,47015
47,16,159,100,62.89,17,10.69,47016
47,17,152,109,71.71,6,3.95,47017
47,18,150,117,78.0,12,8.0,47018
47,19,184,132,71.74,22,11.96,47019
47,20,180,126,70.0,26,14.44,47020
47,21,196,146,74.49,17,8.67,47021
47,22,182,126,69.23,11,6.04,47022
47,23,83,61,73.49,7,8.43,47023
47,24,137,97,70.8,11,8.03,47024
47,25,179,119,66.48,16,8.94,47025
47,26,233,180,77.25,13,5.58,47026
47,27,153,101,66.01,21,13.73,47027
47,28,218,142,65.14,19,8.72,47028
47,29,145,91,62.76,13,8.97,47029
47,30,171,116,67.84,15,8.77,47030
47,31,166,131,78.92,10,6.02,47031
47,32,163,100,61.35,19,11.66,47032
47,33,143,98,68.53,11,7.69,47033
47,34,191,131,68.59,15,7.85,47034
47,35,249,174,69.88,14,5.62,47035
47,36,209,150,71.77,20,9.57,47036
47,37,179,126,70.39,14,7.82,47037
47,38,161,105,65.22,11,6.83,47038
47,39,146,94,64.38,15,10.27,47039
47,40,143,104,72.73,8,5.59,47040
47,41,238,179,75.21,21,8.82,47041
47,42,129,95,73.64,10,7.75,47042
47,43,95,66,69.47,9,9.47,47043
47,44,164,107,65.24,8,4.88,47044
47,45,172,115,66.86,22,12.79,47045
47,46,107,82,76.64,2,1.87,47046
47,47,147,100,68.03,13,8.84,47047
47,48,43,24,55.81,4,9.3,47048
47,49,102,78,76.47,7,6.86,47049
47,50,135,99,73.33,10,7.41,47050
47,51,96,68,70.83,2,2.08,47051
47,52,139,80,57.55,8,5.76,47052
48,1,120,63,52.5,15,12.5,48001
48,2,128,65,50.78,12,9.38,48002
48,3,158,85,53.8,20,12.66,48003
48,4,167,95,56.89,16,9.58,48004
48,5,156,108,69.23,13,8.33,48005
48,6,145,77,53.1,11,7.59,48006
48,7,108,62,57.41,7,6.48,48007
48,8,118,71,60.17,6,5.08,48008
48,9,150,85,56.67,10,6.67,48009
48,10,87,55,63.22,8,9.2,48010
48,11,180,129,71.67,13,7.22,48011
48,12,122,76,62.3,10,8.2,48012
48,13,154,88,57.14,9,5.84,48013
48,14,116,42,36.21,16,13.79,48014
48,15,85,44,51.76,10,11.76,48015
48,16,117,63,53.85,10,8.55,48016
48,17,181,115,63.54,12,6.63,48017
48,18,80,36,45.0,11,13.75,48018
48,19,133,82,61.65,13,9.77,48019
48,20,112,78,69.64,15,13.39,48020
48,21,161,59,36.65,21,13.04,48021
48,22,234,152,64.96,15,6.41,48022
48,23,135,72,53.33,9,6.67,48023
48,24,103,46,44.66,18,17.48,48024
48,25,167,98,58.68,9,5.39,48025
48,26,148,89,60.14,13,8.78,48026
48,27,82,42,51.22,4,4.88,48027
48,28,154,95,61.69,27,17.53,48028
48,29,136,69,50.74,15,11.03,48029
48,30,131,70,53.44,13,9.92,48030
48,31,99,40,40.4,7,7.07,48031
48,32,89,52,58.43,6,6.74,48032
48,33,171,110,64.33,15,8.77,48033
48,34,165,94,56.97,15,9.09,48034
48,35,61,24,39.34,13,21.31,48035
48,36,147,89,60.54,10,6.8,48036
48,37,93,59,63.44,8,8.6,48037
48,38,193,124,64.25,24,12.44,48038
48,39,122,81,66.39,2,1.64,48039
48,40,83,48,57.83,7,8.43,48040
48,41,61,34,55.74,4,6.56,48041
48,42,121,70,57.85,16,13.22,48042
48,43,161,114,70.81,5,3.11,48043
48,44,148,89,60.14,18,12.16,48044
48,45,108,63,58.33,16,14.81,48045
48,46,89,56,62.92,5,5.62,48046
48,47,91,47,51.65,9,9.89,48047
48,48,124,82,66.13,20,16.13,48048
48,49,51,30,58.82,8,15.69,48049
48,50,179,111,62.01,19,10.61,48050
48,51,222,137,61.71,25,11.26,48051
48,52,86,54,62.79,11,12.79,48052
48,53,107,60,56.07,7,6.54,48053
48,54,104,56,53.85,5,4.81,48054
49,1,121,55,45.45,10,8.26,49001
49,2,230,147,63.91,15,6.52,49002
49,3,101,71,70.3,10,9.9,49003
49,4,60,40,66.67,4,6.67,49004
49,5,167,80,47.9,25,14.97,49005
49,6,129,77,59.69,17,13.18,49006
49,7,116,80,68.97,9,7.76,49007
49,8,150,91,60.67,11,7.33,49008
49,9,127,88,69.29,9,7.09,49009
49,10,112,66,58.93,12,10.71,49010
49,11,101,47,46.53,17,16.83,49011
49,12,164,82,50.0,18,10.98,49012
49,13,180,113,62.78,19,10.56,49013
49,14,109,54,49.54,19,17.43,49014
49,15,104,59,56.73,7,6.73,49015
49,16,112,69,61.61,9,8.04,49016
49,17,18,8,44.44,0,0.0,49017
49,18,103,74,71.84,8,7.77,49018
49,19,98,49,50.0,13,13.27,49019
49,20,153,77,50.33,27,17.65,49020
49,21,37,31,83.78,3,8.11,49021
49,22,143,80,55.94,26,18.18,49022
49,23,103,57,55.34,8,7.77,49023
49,24,139,91,65.47,12,8.63,49024
49,25,146,87,59.59,13,8.9,49025
49,26,139,74,53.24,13,9.35,49026
49,27,165,90,54.55,15,9.09,49027
49,28,81,47,58.02,4,4.94,49028
49,29,135,82,60.74,11,8.15,49029
49,30,145,79,54.48,15,10.34,49030
49,31,111,68,61.26,10,9.01,49031
49,32,91,53,58.24,9,9.89,49032
49,33,109,71,65.14,7,6.42,49033
49,34,131,65,49.62,16,12.21,49034
49,35,169,96,56.8,23,13.61,49035
49,36,202,134,66.34,13,6.44,49036
49,37,183,114,62.3,14,7.65,49037
49,38,82,37,45.12,5,6.1,49038
49,39,103,69,66.99,8,7.77,49039
49,40,105,64,60.95,3,2.86,49040
49,41,111,69,62.16,12,10.81,49041
49,42,129,78,60.47,8,6.2,49042
50,1,184,99,53.8,14,7.61,50001
50,2,150,83,55.33,12,8.0,50002
50,3,135,91,67.41,8,5.93,50003
50,4,138,91,65.94,3,2.17,50004
50,5,141,87,61.7,6,4.26,50005
50,6,105,64,60.95,12,11.43,50006
50,7,198,129,65.15,21,10.61,50007
50,8,82,45,54.88,10,12.2,50008
50,9,113,81,71.68,6,5.31,50009
50,10,113,69,61.06,5,4.42,50010
50,11,145,92,63.45,5,3.45,50011
50,12,125,57,45.6,9,7.2,50012
50,13,139,88,63.31,16,11.51,50013
50,14,89,49,55.06,5,5.62,50014
50,15,194,122,62.89,24,12.37,50015
50,16,83,40,48.19,4,4.82,50016
50,17,100,63,63.0,11,11.0,50017
50,18,114,51,44.74,14,12.28,50018
50,19,112,58,51.79,20,17.86,50019
50,20,109,66,60.55,13,11.93,50020
50,21,139,83,59.71,16,11.51,50021
50,22,92,54,58.7,10,10.87,50022
50,23,96,54,56.25,5,5.21,50023
50,24,98,57,58.16,10,10.2,50024
50,25,155,103,66.45,5,3.23,50025
50,26,64,40,62.5,1,1.56,50026
50,27,68,39,57.35,6,8.82,50027
50,28,129,69,53.49,9,6.98,50028
50,29,117,66,56.41,15,12.82,50029
50,30,135,90,66.67,10,7.41,50030
50,31,58,26,44.83,4,6.9,50031
50,32,99,53,53.54,6,6.06,50032
50,33,79,49,62.03,7,8.86,50033
50,34,109,53,48.62,9,8.26,50034
50,35,166,107,64.46,17,10.24,50035
50,36,147,90,61.22,18,12.24,50036
50,37,140,99,70.71,10,7.14,50037
50,38,109,72,66.06,5,4.59,50038
50,39,95,54,56.84,12,12.63,50039
50,40,149,80,53.69,8,5.37,50040
50,41,194,115,59.28,20,10.31,50041
50,42,145,89,61.38,14,9.66,50042
50,43,107,67,62.62,10,9.35,50043
50,44,124,83,66.94,4,3.23,50044
50,45,88,54,61.36,5,5.68,50045
