ward,precinct,total,Robert Marshall,Robert Marshall Percent,Jacob J. Meister,Jacob J. Meister Percent,Alexander ''Alexi'' Giannoulias,Alexander ''Alexi'' Giannoulias Percent,Cheryle Jackson,Cheryle Jackson Percent,precinct_id
24,47,82,3,3.66,2,2.44,18,21.95,54,65.85,24047
24,48,55,4,7.27,0,0.0,18,32.73,30,54.55,24048
24,49,206,12,5.83,1,0.49,57,27.67,120,58.25,24049
24,50,164,9,5.49,0,0.0,49,29.88,87,53.05,24050
24,51,150,9,6.0,1,0.67,42,28.0,91,60.67,24051
24,52,90,5,5.56,1,1.11,24,26.67,55,61.11,24052
24,53,110,13,11.82,7,6.36,35,31.82,15,13.64,24053
24,54,123,4,3.25,1,0.81,31,25.2,78,63.41,24054
24,55,94,3,3.19,0,0.0,16,17.02,70,74.47,24055
24,56,148,10,6.76,0,0.0,41,27.7,87,58.78,24056
25,1,126,9,7.14,1,0.79,57,45.24,8,6.35,25001
25,2,173,18,10.4,6,3.47,69,39.88,19,10.98,25002
25,3,103,6,5.83,0,0.0,28,27.18,42,40.78,25003
25,4,154,9,5.84,3,1.95,60,38.96,14,9.09,25004
25,5,139,14,10.07,4,2.88,61,43.88,10,7.19,25005
25,6,89,7,7.87,1,1.12,45,50.56,9,10.11,25006
25,7,107,14,13.08,1,0.93,46,42.99,0,0.0,25007
25,8,134,20,14.93,8,5.97,49,36.57,8,5.97,25008
25,9,172,19,11.05,1,0.58,88,51.16,8,4.65,25009
25,10,71,3,4.23,2,2.82,25,35.21,16,22.54,25010
25,11,152,14,9.21,5,3.29,72,47.37,7,4.61,25011
25,12,120,5,4.17,5,4.17,48,40.0,15,12.5,25012
25,13,162,13,8.02,2,1.23,83,51.23,14,8.64,25013
25,14,97,7,7.22,3,3.09,51,52.58,4,4.12,25014
25,15,142,14,9.86,4,2.82,70,49.3,13,9.15,25015
25,16,130,8,6.15,5,3.85,78,60.0,7,5.38,25016
25,17,207,27,13.04,7,3.38,81,39.13,36,17.39,25017
25,18,258,8,3.1,5,1.94,144,55.81,37,14.34,25018
25,19,146,19,13.01,5,3.42,60,41.1,12,8.22,25019
25,20,146,18,12.33,9,6.16,58,39.73,10,6.85,25020
25,21,103,2,1.94,1,0.97,30,29.13,20,19.42,25021
25,22,68,7,10.29,0,0.0,35,51.47,7,10.29,25022
25,23,154,10,6.49,1,0.65,74,48.05,15,9.74,25023
25,24,172,17,9.88,4,2.33,66,38.37,22,12.79,25024
25,25,118,1,0.85,2,1.69,43,36.44,11,9.32,25025
25,26,97,3,3.09,1,1.03,34,35.05,10,10.31,25026
25,27,105,2,1.9,0,0.0,41,39.05,11,10.48,25027
25,28,189,8,4.23,0,0.0,63,33.33,16,8.47,25028
25,29,270,11,4.07,6,2.22,73,27.04,64,23.7,25029
25,30,136,13,9.56,2,1.47,63,46.32,9,6.62,25030
25,31,83,4,4.82,3,3.61,28,33.73,8,9.64,25031
26,1,53,5,9.43,2,3.77,22,41.51,3,5.66,26001
26,2,100,6,6.0,1,1.0,47,47.0,19,19.0,26002
26,3,71,6,8.45,2,2.82,35,49.3,6,8.45,26003
26,4,49,4,8.16,0,0.0,21,42.86,7,14.29,26004
26,5,104,2,1.92,1,0.96,58,55.77,14,13.46,26005
26,6,60,16,26.67,3,5.0,18,30.0,13,21.67,26006
26,7,48,2,4.17,0,0.0,13,27.08,4,8.33,26007
26,8,48,6,12.5,1,2.08,11,22.92,11,22.92,26008
26,9,37,4,10.81,1,2.7,17,45.95,6,16.22,26009
26,10,56,6,10.71,5,8.93,29,51.79,4,7.14,26010
26,11,73,7,9.59,2,2.74,37,50.68,7,9.59,26011
26,12,51,2,3.92,0,0.0,28,54.9,9,17.65,26012
26,13,89,0,0.0,1,1.12,27,30.34,9,10.11,26013
26,14,64,11,17.19,0,0.0,28,43.75,4,6.25,26014
26,15,66,9,13.64,1,1.52,29,43.94,6,9.09,26015
26,16,50,3,6.0,2,4.0,23,46.0,3,6.0,26016
26,17,52,1,1.92,0,0.0,16,30.77,6,11.54,26017
26,18,44,4,9.09,2,4.55,22,50.0,7,15.91,26018
26,19,152,14,9.21,12,7.89,52,34.21,19,12.5,26019
26,20,89,8,8.99,1,1.12,34,38.2,17,19.1,26020
26,21,66,4,6.06,2,3.03,24,36.36,17,25.76,26021
26,22,44,2,4.55,2,4.55,17,38.64,7,15.91,26022
26,23,53,3,5.66,0,0.0,25,47.17,5,9.43,26023
26,24,59,4,6.78,4,6.78,28,47.46,5,8.47,26024
26,25,39,5,12.82,0,0.0,19,48.72,7,17.95,26025
26,26,41,5,12.2,2,4.88,12,29.27,7,17.07,26026
26,27,89,8,8.99,6,6.74,38,42.7,11,12.36,26027
26,28,65,3,4.62,0,0.0,29,44.62,14,21.54,26028
26,29,61,7,11.48,1,1.64,22,36.07,8,13.11,26029
26,30,58,3,5.17,2,3.45,32,55.17,8,13.79,26030
26,31,87,12,13.79,3,3.45,34,39.08,7,8.05,26031
26,32,75,3,4.0,1,1.33,29,38.67,4,5.33,26032
26,33,30,2,6.67,0,0.0,17,56.67,2,6.67,26033
26,34,92,5,5.43,0,0.0,38,41.3,16,17.39,26034
26,35,94,2,2.13,5,5.32,37,39.36,10,10.64,26035
26,36,52,4,7.69,0,0.0,25,48.08,8,15.38,26036
26,37,47,5,10.64,3,6.38,19,40.43,12,25.53,26037
26,38,48,2,4.17,1,2.08,19,39.58,12,25.0,26038
26,39,61,6,9.84,0,0.0,33,54.1,12,19.67,26039
26,40,55,3,5.45,2,3.64,26,47.27,7,12.73,26040
26,41,86,4,4.65,3,3.49,40,46.51,14,16.28,26041
26,42,37,4,10.81,0,0.0,17,45.95,8,21.62,26042
26,43,63,10,15.87,1,1.59,30,47.62,7,11.11,26043
26,44,44,2,4.55,0,0.0,21,47.73,12,27.27,26044
26,45,89,10,11.24,0,0.0,28,31.46,19,21.35,26045
26,46,108,2,1.85,2,1.85,41,37.96,8,7.41,26046
26,47,30,4,13.33,0,0.0,18,60.0,1,3.33,26047
26,48,102,10,9.8,4,3.92,35,34.31,26,25.49,26048
26,49,49,5,10.2,0,0.0,24,48.98,7,14.29,26049
26,50,42,0,0.0,2,4.76,22,52.38,8,19.05,26050
26,51,84,8,9.52,0,0.0,54,64.29,9,10.71,26051
26,52,30,4,13.33,0,0.0,17,56.67,5,16.67,26052
26,53,40,5,12.5,1,2.5,16,40.0,1,2.5,26053
26,54,47,9,19.15,2,4.26,16,34.04,4,8.51,26054
26,55,67,10,14.93,2,2.99,35,52.24,5,7.46,26055
26,56,69,6,8.7,3,4.35,20,28.99,19,27.54,26056
26,57,62,10,16.13,1,1.61,30,48.39,5,8.06,26057
26,58,72,4,5.56,2,2.78,45,62.5,12,16.67,26058
26,59,63,8,12.7,4,6.35,19,30.16,19,30.16,26059
26,60,59,6,10.17,1,1.69,18,30.51,15,25.42,26060
26,61,36,2,5.56,1,2.78,17,47.22,8,22.22,26061
26,62,88,7,7.95,1,1.14,29,32.95,10,11.36,26062
26,63,24,4,16.67,2,8.33,11,45.83,3,12.5,26063
27,1,147,0,0.0,4,2.72,63,42.86,9,6.12,27001
27,2,83,9,10.84,0,0.0,20,24.1,42,50.6,27002
27,3,80,5,6.25,1,1.25,21,26.25,44,55.0,27003
27,4,61,3,4.92,1,1.64,34,55.74,15,24.59,27004
27,5,50,1,2.0,0,0.0,23,46.0,10,20.0,27005
27,6,32,1,3.13,0,0.0,14,43.75,10,31.25,27006
27,7,104,2,1.92,2,1.92,26,25.0,27,25.96,27007
27,8,102,10,9.8,2,1.96,34,33.33,49,48.04,27008
27,9,170,11,6.47,2,1.18,53,31.18,77,45.29,27009
27,10,215,13,6.05,1,0.47,93,43.26,89,41.4,27010
27,11,122,0,0.0,0,0.0,46,37.7,29,23.77,27011
27,12,136,2,1.47,0,0.0,55,40.44,28,20.59,27012
27,13,105,5,4.76,1,0.95,41,39.05,6,5.71,27013
27,14,123,10,8.13,1,0.81,32,26.02,69,56.1,27014
27,15,62,4,6.45,0,0.0,21,33.87,27,43.55,27015
27,16,33,0,0.0,2,6.06,10,30.3,5,15.15,27016
27,17,105,2,1.9,1,0.95,35,33.33,8,7.62,27017
27,18,84,1,1.19,0,0.0,42,50.0,3,3.57,27018
27,19,94,5,5.32,0,0.0,27,28.72,53,56.38,27019
27,20,107,4,3.74,2,1.87,41,38.32,49,45.79,27020
27,21,83,1,1.2,0,0.0,38,45.78,26,31.33,27021
27,22,98,3,3.06,0,0.0,33,33.67,56,57.14,27022
27,23,21,2,9.52,1,4.76,1,4.76,14,66.67,27023
27,24,79,3,3.8,1,1.27,41,51.9,30,37.97,27024
27,25,64,5,7.81,1,1.56,20,31.25,32,50.0,27025
27,26,124,7,5.65,2,1.61,38,30.65,63,50.81,27026
27,27,103,3,2.91,1,0.97,34,33.01,55,53.4,27027
27,28,126,10,7.94,8,6.35,40,31.75,38,30.16,27028
27,29,67,5,7.46,2,2.99,24,35.82,28,41.79,27029
27,30,45,0,0.0,1,2.22,28,62.22,13,28.89,27030
27,31,73,1,1.37,1,1.37,24,32.88,44,60.27,27031
27,32,137,19,13.87,3,2.19,42,30.66,24,17.52,27032
27,33,96,6,6.25,1,1.04,34,35.42,40,41.67,27033
27,34,95,1,1.05,1,1.05,32,33.68,52,54.74,27034
27,35,96,4,4.17,0,0.0,34,35.42,12,12.5,27035
27,36,128,8,6.25,0,0.0,50,39.06,60,46.88,27036
27,37,165,5,3.03,2,1.21,110,66.67,32,19.39,27037
27,38,75,3,4.0,1,1.33,38,50.67,6,8.0,27038
27,39,40,2,5.0,0,0.0,18,45.0,18,45.0,27039
27,40,84,7,8.33,0,0.0,44,52.38,26,30.95,27040
27,41,107,11,10.28,1,0.93,34,31.78,4,3.74,27041
27,42,69,1,1.45,0,0.0,19,27.54,7,10.14,27042
27,43,64,3,4.69,0,0.0,30,46.88,23,35.94,27043
27,44,89,8,8.99,3,3.37,35,39.33,35,39.33,27044
27,45,99,3,3.03,0,0.0,48,48.48,41,41.41,27045
27,46,102,2,1.96,1,0.98,65,63.73,27,26.47,27046
27,47,75,3,4.0,0,0.0,20,26.67,42,56.0,27047
27,48,139,13,9.35,1,0.72,35,25.18,79,56.83,27048
27,49,105,5,4.76,1,0.95,28,26.67,62,59.05,27049
27,50,119,1,0.84,1,0.84,44,36.97,13,10.92,27050
27,51,17,1,5.88,0,0.0,8,47.06,4,23.53,27051
27,52,78,4,5.13,0,0.0,23,29.49,42,53.85,27052
27,53,90,4,4.44,2,2.22,42,46.67,17,18.89,27053
27,54,112,3,2.68,2,1.79,43,38.39,8,7.14,27054
27,55,91,4,4.4,1,1.1,39,42.86,42,46.15,27055
27,56,67,3,4.48,2,2.99,35,52.24,5,7.46,27056
27,57,77,4,5.19,3,3.9,28,36.36,8,10.39,27057
27,58,41,0,0.0,0,0.0,12,29.27,3,7.32,27058
27,59,135,10,7.41,3,2.22,60,44.44,13,9.63,27059
28,1,97,10,10.31,0,0.0,24,24.74,54,55.67,28001
28,2,122,13,10.66,2,1.64,24,19.67,70,57.38,28002
28,3,74,11,14.86,0,0.0,10,13.51,47,63.51,28003
28,4,115,5,4.35,1,0.87,17,14.78,84,73.04,28004
28,5,73,1,1.37,1,1.37,25,34.25,40,54.79,28005
28,6,74,3,4.05,1,1.35,15,20.27,51,68.92,28006
28,7,91,9,9.89,1,1.1,23,25.27,54,59.34,28007
28,8,88,4,4.55,1,1.14,28,31.82,50,56.82,28008
28,9,85,1,1.18,0,0.0,18,21.18,61,71.76,28009
28,10,32,2,6.25,1,3.13,10,31.25,17,53.13,28010
28,11,73,2,2.74,2,2.74,22,30.14,40,54.79,28011
28,12,61,3,4.92,0,0.0,15,24.59,38,62.3,28012
28,13,38,3,7.89,0,0.0,9,23.68,24,63.16,28013
28,14,56,8,14.29,0,0.0,16,28.57,30,53.57,28014
28,15,88,17,19.32,0,0.0,21,23.86,45,51.14,28015
28,16,74,5,6.76,0,0.0,21,28.38,43,58.11,28016
28,17,96,8,8.33,1,1.04,23,23.96,55,57.29,28017
28,18,127,8,6.3,2,1.57,30,23.62,78,61.42,28018
28,19,106,10,9.43,2,1.89,28,26.42,56,52.83,28019
28,20,111,4,3.6,4,3.6,20,18.02,74,66.67,28020
28,21,129,6,4.65,1,0.78,30,23.26,80,62.02,28021
28,22,88,7,7.95,0,0.0,19,21.59,54,61.36,28022
28,23,86,4,4.65,2,2.33,21,24.42,56,65.12,28023
28,24,57,2,3.51,0,0.0,15,26.32,33,57.89,28024
28,25,77,6,7.79,1,1.3,23,29.87,43,55.84,28025
28,26,94,2,2.13,0,0.0,24,25.53,64,68.09,28026
28,27,107,3,2.8,4,3.74,25,23.36,67,62.62,28027
28,28,52,5,9.62,0,0.0,11,21.15,35,67.31,28028
28,29,98,16,16.33,2,2.04,41,41.84,12,12.24,28029
28,30,67,8,11.94,1,1.49,24,35.82,34,50.75,28030
28,31,78,4,5.13,0,0.0,17,21.79,55,70.51,28031
28,32,89,2,2.25,1,1.12,34,38.2,45,50.56,28032
28,33,124,6,4.84,1,0.81,24,19.35,82,66.13,28033
28,34,22,5,22.73,0,0.0,10,45.45,0,0.0,28034
28,35,74,5,6.76,0,0.0,23,31.08,40,54.05,28035
28,36,70,3,4.29,1,1.43,13,18.57,52,74.29,28036
28,37,166,4,2.41,1,0.6,66,39.76,86,51.81,28037
28,38,42,6,14.29,2,4.76,10,23.81,7,16.67,28038
28,39,99,9,9.09,0,0.0,24,24.24,63,63.64,28039
28,40,141,7,4.96,0,0.0,40,28.37,89,63.12,28040
28,41,88,3,3.41,1,1.14,26,29.55,48,54.55,28041
28,42,77,3,3.9,0,0.0,19,24.68,52,67.53,28042
28,43,154,7,4.55,3,1.95,37,24.03,93,60.39,28043
28,44,140,3,2.14,2,1.43,35,25.0,92,65.71,28044
28,45,103,5,4.85,2,1.94,31,30.1,58,56.31,28045
28,46,99,2,2.02,0,0.0,34,34.34,58,58.59,28046
28,47,128,18,14.06,7,5.47,30,23.44,55,42.97,28047
28,48,54,2,3.7,2,3.7,19,35.19,25,46.3,28048
28,49,47,1,2.13,0,0.0,9,19.15,36,76.6,28049
28,50,62,6,9.68,2,3.23,6,9.68,40,64.52,28050
28,51,103,6,5.83,0,0.0,26,25.24,61,59.22,28051
28,52,79,5,6.33,2,2.53,24,30.38,34,43.04,28052
28,53,60,6,10.0,1,1.67,20,33.33,19,31.67,28053
28,54,67,3,4.48,0,0.0,17,25.37,42,62.69,28054
28,55,83,3,3.61,0,0.0,18,21.69,57,68.67,28055
28,56,84,5,5.95,1,1.19,17,20.24,55,65.48,28056
28,57,111,12,10.81,1,0.9,25,22.52,57,51.35,28057
28,58,95,6,6.32,1,1.05,32,33.68,53,55.79,28058
28,59,80,1,1.25,0,0.0,12,15.0,60,75.0,28059
28,60,69,4,5.8,0,0.0,20,28.99,44,63.77,28060
28,61,63,2,3.17,2,3.17,23,36.51,22,34.92,28061
29,1,223,13,5.83,1,0.45,93,41.7,104,46.64,29001
29,2,80,11,13.75,6,7.5,38,47.5,4,5.0,29002
29,3,197,13,6.6,1,0.51,68,34.52,99,50.25,29003
29,4,152,4,2.63,0,0.0,65,42.76,74,48.68,29004
29,5,125,5,4.0,1,0.8,54,43.2,59,47.2,29005
29,6,62,8,12.9,3,4.84,28,45.16,7,11.29,29006
29,7,70,7,10.0,1,1.43,27,38.57,11,15.71,29007
29,8,90,5,5.56,3,3.33,42,46.67,33,36.67,29008
29,9,65,5,7.69,2,3.08,26,40.0,2,3.08,29009
29,10,61,7,11.48,2,3.28,22,36.07,11,18.03,29010
29,11,137,10,7.3,3,2.19,46,33.58,64,46.72,29011
29,12,185,3,1.62,1,0.54,62,33.51,102,55.14,29012
29,13,142,4,2.82,1,0.7,52,36.62,74,52.11,29013
29,14,170,6,3.53,1,0.59,39,22.94,115,67.65,29014
29,15,185,15,8.11,1,0.54,80,43.24,84,45.41,29015
29,16,210,6,2.86,1,0.48,122,58.1,72,34.29,29016
29,17,114,3,2.63,2,1.75,33,28.95,66,57.89,29017
29,18,161,11,6.83,1,0.62,48,29.81,94,58.39,29018
29,19,189,5,2.65,0,0.0,74,39.15,101,53.44,29019
29,20,166,11,6.63,3,1.81,57,34.34,82,49.4,29020
29,21,106,8,7.55,1,0.94,32,30.19,59,55.66,29021
29,22,118,13,11.02,4,3.39,35,29.66,45,38.14,29022
29,23,117,3,2.56,1,0.85,51,43.59,54,46.15,29023
29,24,76,14,18.42,5,6.58,25,32.89,9,11.84,29024
29,25,128,1,0.78,1,0.78,70,54.69,50,39.06,29025
29,26,110,2,1.82,0,0.0,35,31.82,68,61.82,29026
29,27,81,3,3.7,0,0.0,35,43.21,38,46.91,29027
29,28,163,15,9.2,2,1.23,54,33.13,81,49.69,29028
29,29,163,7,4.29,1,0.61,97,59.51,55,33.74,29029
29,30,61,4,6.56,2,3.28,29,47.54,5,8.2,29030
29,31,133,10,7.52,2,1.5,27,20.3,84,63.16,29031
29,32,68,7,10.29,3,4.41,30,44.12,1,1.47,29032
29,33,139,7,5.04,1,0.72,39,28.06,78,56.12,29033
29,34,96,5,5.21,0,0.0,37,38.54,38,39.58,29034
29,35,106,9,8.49,1,0.94,33,31.13,57,53.77,29035
29,36,172,10,5.81,2,1.16,69,40.12,83,48.26,29036
29,37,127,6,4.72,1,0.79,50,39.37,65,51.18,29037
29,38,136,3,2.21,0,0.0,37,27.21,87,63.97,29038
29,39,84,10,11.9,1,1.19,30,35.71,23,27.38,29039
29,40,189,11,5.82,1,0.53,81,42.86,85,44.97,29040
29,41,168,12,7.14,0,0.0,66,39.29,79,47.02,29041
29,42,151,5,3.31,0,0.0,54,35.76,78,51.66,29042
29,43,169,7,4.14,1,0.59,72,42.6,78,46.15,29043
29,44,127,7,5.51,0,0.0,51,40.16,56,44.09,29044
29,45,108,10,9.26,0,0.0,27,25.0,60,55.56,29045
29,46,129,4,3.1,4,3.1,42,32.56,63,48.84,29046
29,47,186,12,6.45,1,0.54,65,34.95,80,43.01,29047
29,48,113,10,8.85,0,0.0,32,28.32,54,47.79,29048
29,49,182,20,10.99,2,1.1,57,31.32,91,50.0,29049
30,1,124,4,3.23,0,0.0,47,37.9,13,10.48,30001
30,2,66,2,3.03,0,0.0,31,46.97,6,9.09,30002
30,3,137,7,5.11,1,0.73,54,39.42,10,7.3,30003
30,4,68,7,10.29,1,1.47,27,39.71,7,10.29,30004
30,5,36,6,16.67,2,5.56,12,33.33,6,16.67,30005
30,6,69,7,10.14,3,4.35,33,47.83,10,14.49,30006
30,7,69,8,11.59,3,4.35,21,30.43,7,10.14,30007
30,8,97,10,10.31,2,2.06,36,37.11,6,6.19,30008
30,9,111,11,9.91,5,4.5,67,60.36,5,4.5,30009
30,10,55,6,10.91,3,5.45,21,38.18,5,9.09,30010
30,11,54,3,5.56,3,5.56,33,61.11,4,7.41,30011
30,12,44,4,9.09,0,0.0,21,47.73,5,11.36,30012
30,13,71,3,4.23,0,0.0,24,33.8,5,7.04,30013
30,14,33,5,15.15,0,0.0,15,45.45,4,12.12,30014
30,15,160,3,1.88,3,1.88,48,30.0,10,6.25,30015
30,16,89,4,4.49,3,3.37,38,42.7,1,1.12,30016
30,17,51,10,19.61,1,1.96,26,50.98,2,3.92,30017
30,18,55,5,9.09,2,3.64,29,52.73,4,7.27,30018
30,19,58,4,6.9,1,1.72,23,39.66,6,10.34,30019
30,20,63,9,14.29,0,0.0,24,38.1,12,19.05,30020
30,21,70,6,8.57,2,2.86,27,38.57,7,10.0,30021
30,22,66,6,9.09,4,6.06,35,53.03,8,12.12,30022
30,23,78,10,12.82,3,3.85,33,42.31,12,15.38,30023
30,24,73,9,12.33,0,0.0,42,57.53,3,4.11,30024
30,25,41,7,17.07,2,4.88,18,43.9,1,2.44,30025
30,26,54,5,9.26,1,1.85,25,46.3,12,22.22,30026
30,27,95,15,15.79,2,2.11,39,41.05,14,14.74,30027
30,28,77,10,12.99,0,0.0,35,45.45,5,6.49,30028
30,29,47,7,14.89,2,4.26,22,46.81,4,8.51,30029
30,30,95,6,6.32,2,2.11,44,46.32,10,10.53,30030
30,31,51,7,13.73,2,3.92,19,37.25,4,7.84,30031
30,32,38,3,7.89,2,5.26,11,28.95,6,15.79,30032
30,33,75,11,14.67,4,5.33,29,38.67,10,13.33,30033
30,34,83,8,9.64,2,2.41,48,57.83,4,4.82,30034
30,35,76,8,10.53,1,1.32,36,47.37,6,7.89,30035
30,36,88,13,14.77,0,0.0,34,38.64,8,9.09,30036
30,37,65,10,15.38,1,1.54,25,38.46,2,3.08,30037
30,38,140,4,2.86,3,2.14,59,42.14,10,7.14,30038
30,39,94,6,6.38,3,3.19,44,46.81,5,5.32,30039
30,40,66,9,13.64,2,3.03,31,46.97,9,13.64,30040
30,41,61,4,6.56,3,4.92,28,45.9,8,13.11,30041
31,1,35,3,8.57,2,5.71,25,71.43,0,0.0,31001
31,2,49,4,8.16,1,2.04,20,40.82,5,10.2,31002
31,3,80,9,11.25,2,2.5,46,57.5,4,5.0,31003
31,4,70,7,10.0,0,0.0,37,52.86,4,5.71,31004
31,5,88,6,6.82,2,2.27,48,54.55,6,6.82,31005
31,6,64,10,15.63,4,6.25,26,40.63,6,9.38,31006
31,7,61,3,4.92,0,0.0,32,52.46,5,8.2,31007
31,8,48,3,6.25,1,2.08,19,39.58,2,4.17,31008
31,9,59,6,10.17,2,3.39,31,52.54,6,10.17,31009
31,10,22,2,9.09,0,0.0,9,40.91,1,4.55,31010
31,11,81,9,11.11,2,2.47,29,35.8,13,16.05,31011
31,12,71,5,7.04,1,1.41,32,45.07,14,19.72,31012
31,13,59,7,11.86,1,1.69,27,45.76,5,8.47,31013
31,14,58,4,6.9,4,6.9,37,63.79,4,6.9,31014
31,15,37,9,24.32,0,0.0,12,32.43,2,5.41,31015
31,16,49,4,8.16,2,4.08,22,44.9,3,6.12,31016
31,17,55,4,7.27,1,1.82,32,58.18,7,12.73,31017
31,18,57,6,10.53,1,1.75,30,52.63,1,1.75,31018
31,19,72,6,8.33,2,2.78,43,59.72,4,5.56,31019
31,20,50,5,10.0,0,0.0,26,52.0,5,10.0,31020
31,21,85,4,4.71,0,0.0,46,54.12,8,9.41,31021
31,22,61,8,13.11,0,0.0,38,62.3,2,3.28,31022
31,23,48,3,6.25,0,0.0,31,64.58,3,6.25,31023
31,24,63,5,7.94,0,0.0,31,49.21,7,11.11,31024
31,25,78,9,11.54,2,2.56,50,64.1,3,3.85,31025
31,26,56,12,21.43,0,0.0,26,46.43,6,10.71,31026
31,27,50,5,10.0,1,2.0,22,44.0,1,2.0,31027
31,28,71,5,7.04,2,2.82,40,56.34,6,8.45,31028
31,29,60,5,8.33,2,3.33,24,40.0,8,13.33,31029
31,30,107,11,10.28,2,1.87,57,53.27,4,3.74,31030
31,31,113,8,7.08,3,2.65,52,46.02,8,7.08,31031
31,32,104,6,5.77,6,5.77,44,42.31,6,5.77,31032
31,33,76,4,5.26,1,1.32,28,36.84,16,21.05,31033
31,34,37,4,10.81,0,0.0,18,48.65,4,10.81,31034
31,35,49,6,12.24,1,2.04,22,44.9,3,6.12,31035
31,36,88,7,7.95,4,4.55,47,53.41,8,9.09,31036
31,37,58,11,18.97,3,5.17,23,39.66,7,12.07,31037
31,38,45,5,11.11,0,0.0,12,26.67,4,8.89,31038
31,39,28,2,7.14,0,0.0,15,53.57,1,3.57,31039
31,40,48,8,16.67,4,8.33,24,50.0,4,8.33,31040
31,41,59,2,3.39,1,1.69,26,44.07,5,8.47,31041
31,42,95,8,8.42,3,3.16,42,44.21,8,8.42,31042
31,43,76,6,7.89,2,2.63,32,42.11,9,11.84,31043
31,44,47,7,14.89,2,4.26,23,48.94,4,8.51,31044
31,45,65,6,9.23,0,0.0,33,50.77,1,1.54,31045
31,46,77,9,11.69,1,1.3,44,57.14,5,6.49,31046
31,47,62,8,12.9,1,1.61,28,45.16,5,8.06,31047
31,48,48,9,18.75,3,6.25,16,33.33,3,6.25,31048
31,49,31,3,9.68,1,3.23,14,45.16,1,3.23,31049
31,50,70,11,15.71,2,2.86,37,52.86,4,5.71,31050
31,51,53,7,13.21,2,3.77,23,43.4,5,9.43,31051
32,1,141,3,2.13,1,0.71,47,33.33,9,6.38,32001
32,2,167,7,4.19,4,2.4,45,26.95,20,11.98,32002
32,3,98,3,3.06,1,1.02,28,28.57,7,7.14,32003
32,4,149,3,2.01,0,0.0,47,31.54,3,2.01,32004
32,5,86,3,3.49,2,2.33,25,29.07,5,5.81,32005
32,6,134,9,6.72,1,0.75,66,49.25,11,8.21,32006
32,7,73,1,1.37,0,0.0,15,20.55,8,10.96,32007
32,8,179,2,1.12,1,0.56,47,26.26,6,3.35,32008
32,9,200,5,2.5,1,0.5,36,18.0,15,7.5,32009
32,10,120,3,2.5,1,0.83,32,26.67,13,10.83,32010
32,11,116,4,3.45,4,3.45,35,30.17,3,2.59,32011
32,12,82,4,4.88,0,0.0,26,31.71,12,14.63,32012
32,13,56,2,3.57,0,0.0,8,14.29,3,5.36,32013
32,14,120,4,3.33,4,3.33,45,37.5,4,3.33,32014
32,15,88,1,1.14,2,2.27,29,32.95,8,9.09,32015
32,16,133,10,7.52,6,4.51,49,36.84,6,4.51,32016
32,17,119,4,3.36,1,0.84,45,37.82,6,5.04,32017
32,18,98,1,1.02,1,1.02,25,25.51,8,8.16,32018
32,19,138,5,3.62,3,2.17,47,34.06,12,8.7,32019
32,20,119,1,0.84,1,0.84,34,28.57,11,9.24,32020
32,21,104,3,2.88,2,1.92,27,25.96,2,1.92,32021
32,22,154,4,2.6,3,1.95,56,36.36,3,1.95,32022
32,23,147,9,6.12,1,0.68,39,26.53,13,8.84,32023
32,24,128,4,3.13,0,0.0,34,26.56,8,6.25,32024
32,25,107,5,4.67,1,0.93,38,35.51,7,6.54,32025
32,26,120,7,5.83,1,0.83,53,44.17,12,10.0,32026
32,27,124,2,1.61,0,0.0,38,30.65,1,0.81,32027
32,28,97,3,3.09,1,1.03,38,39.18,6,6.19,32028
32,29,130,2,1.54,6,4.62,40,30.77,7,5.38,32029
32,30,114,0,0.0,1,0.88,41,35.96,5,4.39,32030
32,31,170,6,3.53,3,1.76,49,28.82,14,8.24,32031
32,32,137,1,0.73,1,0.73,38,27.74,4,2.92,32032
32,33,105,10,9.52,1,0.95,29,27.62,12,11.43,32033
32,34,146,6,4.11,5,3.42,52,35.62,6,4.11,32034
32,35,171,4,2.34,4,2.34,53,30.99,8,4.68,32035
32,36,134,1,0.75,0,0.0,43,32.09,4,2.99,32036
32,37,130,4,3.08,2,1.54,53,40.77,17,13.08,32037
32,38,131,4,3.05,1,0.76,39,29.77,3,2.29,32038
32,39,119,4,3.36,0,0.0,28,23.53,3,2.52,32039
32,40,146,4,2.74,0,0.0,41,28.08,6,4.11,32040
32,41,142,2,1.41,0,0.0,60,42.25,12,8.45,32041
32,42,163,4,2.45,2,1.23,48,29.45,6,3.68,32042
32,43,130,0,0.0,3,2.31,30,23.08,7,5.38,32043
32,44,131,12,9.16,2,1.53,44,33.59,27,20.61,32044
32,45,125,1,0.8,3,2.4,43,34.4,16,12.8,32045
32,46,43,0,0.0,0,0.0,20,46.51,5,11.63,32046
32,47,141,3,2.13,2,1.42,35,24.82,14,9.93,32047
32,48,205,16,7.8,8,3.9,64,31.22,23,11.22,32048
32,49,74,0,0.0,3,4.05,19,25.68,7,9.46,32049
32,50,186,3,1.61,1,0.54,48,25.81,10,5.38,32050
32,51,151,4,2.65,2,1.32,30,19.87,10,6.62,32051
32,52,65,2,3.08,2,3.08,21,32.31,5,7.69,32052
33,1,152,6,3.95,1,0.66,83,54.61,14,9.21,33001
33,2,172,7,4.07,4,2.33,100,58.14,10,5.81,33002
33,3,173,14,8.09,8,4.62,62,35.84,14,8.09,33003
