ward,precinct,total,Danny K. Davis,Danny K. Davis Percent,Edward D. James,Edward D. James Percent,Brian K. Henderson,Brian K. Henderson Percent,precinct_id
2,39,108,84,77.78,17,15.74,7,6.48,02039
2,40,236,176,74.58,24,10.17,36,15.25,02040
2,41,70,65,92.86,3,4.29,2,2.86,02041
2,42,106,96,90.57,4,3.77,6,5.66,02042
2,43,241,180,74.69,32,13.28,29,12.03,02043
2,45,125,101,80.8,10,8.0,14,11.2,02045
2,47,104,94,90.38,8,7.69,2,1.92,02047
2,48,84,75,89.29,6,7.14,3,3.57,02048
2,49,102,67,65.69,16,15.69,19,18.63,02049
2,50,99,73,73.74,11,11.11,15,15.15,02050
2,51,103,90,87.38,4,3.88,9,8.74,02051
2,52,177,148,83.62,11,6.21,18,10.17,02052
2,53,99,73,73.74,13,13.13,13,13.13,02053
2,54,159,113,71.07,16,10.06,30,18.87,02054
2,55,59,34,57.63,12,20.34,13,22.03,02055
2,56,133,115,86.47,8,6.02,10,7.52,02056
3,1,131,118,90.08,6,4.58,7,5.34,03001
3,2,216,196,90.74,11,5.09,9,4.17,03002
3,3,145,113,77.93,17,11.72,15,10.34,03003
3,4,102,93,91.18,5,4.9,4,3.92,03004
3,6,40,28,70.0,6,15.0,6,15.0,03006
3,8,121,97,80.17,12,9.92,12,9.92,03008
3,9,147,133,90.48,6,4.08,8,5.44,03009
3,10,48,45,93.75,1,2.08,2,4.17,03010
3,11,134,120,89.55,8,5.97,6,4.48,03011
3,12,118,99,83.9,12,10.17,7,5.93,03012
3,14,108,89,82.41,16,14.81,3,2.78,03014
3,15,160,134,83.75,12,7.5,14,8.75,03015
3,16,115,106,92.17,3,2.61,6,5.22,03016
3,17,71,62,87.32,6,8.45,3,4.23,03017
3,18,72,57,79.17,10,13.89,5,6.94,03018
3,20,63,48,76.19,7,11.11,8,12.7,03020
3,21,57,46,80.7,9,15.79,2,3.51,03021
3,22,77,65,84.42,6,7.79,6,7.79,03022
3,23,108,89,82.41,13,12.04,6,5.56,03023
3,24,172,137,79.65,18,10.47,17,9.88,03024
3,25,78,68,87.18,7,8.97,3,3.85,03025
3,26,40,32,80.0,2,5.0,6,15.0,03026
3,27,141,121,85.82,10,7.09,10,7.09,03027
3,28,206,136,66.02,23,11.17,47,22.82,03028
3,29,144,120,83.33,11,7.64,13,9.03,03029
3,31,213,176,82.63,26,12.21,11,5.16,03031
3,32,100,90,90.0,6,6.0,4,4.0,03032
3,33,176,156,88.64,13,7.39,7,3.98,03033
3,35,144,128,88.89,8,5.56,8,5.56,03035
3,36,38,31,81.58,4,10.53,3,7.89,03036
3,37,60,49,81.67,6,10.0,5,8.33,03037
3,39,247,220,89.07,17,6.88,10,4.05,03039
3,40,141,123,87.23,10,7.09,8,5.67,03040
3,42,78,69,88.46,5,6.41,4,5.13,03042
3,43,19,16,84.21,2,10.53,1,5.26,03043
3,45,176,142,80.68,19,10.8,15,8.52,03045
3,46,16,15,93.75,1,6.25,0,0.0,03046
3,47,92,83,90.22,4,4.35,5,5.43,03047
3,48,84,71,84.52,8,9.52,5,5.95,03048
3,49,29,24,82.76,5,17.24,0,0.0,03049
3,50,79,68,86.08,9,11.39,2,2.53,03050
4,4,171,147,85.96,13,7.6,11,6.43,04004
4,5,238,206,86.55,18,7.56,14,5.88,04005
4,6,84,71,84.52,7,8.33,6,7.14,04006
4,7,216,185,85.65,15,6.94,16,7.41,04007
4,10,193,164,84.97,15,7.77,14,7.25,04010
4,11,130,115,88.46,10,7.69,5,3.85,04011
4,14,104,82,78.85,9,8.65,13,12.5,04014
4,15,147,119,80.95,14,9.52,14,9.52,04015
4,25,213,191,89.67,13,6.1,9,4.23,04025
4,27,155,132,85.16,11,7.1,12,7.74,04027
4,30,160,139,86.88,8,5.0,13,8.13,04030
4,35,96,76,79.17,12,12.5,8,8.33,04035
4,36,128,108,84.38,8,6.25,12,9.38,04036
4,42,189,165,87.3,11,5.82,13,6.88,04042
11,14,92,54,58.7,21,22.83,17,18.48,11014
11,27,83,55,66.27,17,20.48,11,13.25,11027
11,28,96,52,54.17,21,21.88,23,23.96,11028
11,31,0,0,0.0,0,0.0,0,0.0,11031
11,34,38,30,78.95,4,10.53,4,10.53,11034
11,36,30,22,73.33,5,16.67,3,10.0,11036
11,46,64,49,76.56,9,14.06,6,9.38,11046
12,1,7,1,14.29,5,71.43,1,14.29,12001
12,6,27,13,48.15,4,14.81,10,37.04,12006
12,18,17,13,76.47,0,0.0,4,23.53,12018
16,15,110,88,80.0,11,10.0,11,10.0,16015
16,16,88,81,92.05,4,4.55,3,3.41,16016
16,18,92,79,85.87,12,13.04,1,1.09,16018
16,20,74,62,83.78,5,6.76,7,9.46,16020
16,22,88,78,88.64,5,5.68,5,5.68,16022
16,29,57,42,73.68,8,14.04,7,12.28,16029
16,30,66,51,77.27,11,16.67,4,6.06,16030
16,33,80,70,87.5,5,6.25,5,6.25,16033
20,27,92,74,80.43,14,15.22,4,4.35,20027
20,31,145,110,75.86,16,11.03,19,13.1,20031
20,40,94,85,90.43,5,5.32,4,4.26,20040
20,45,48,39,81.25,6,12.5,3,6.25,20045
20,48,48,37,77.08,6,12.5,5,10.42,20048
22,7,125,113,90.4,8,6.4,4,3.2,22007
22,18,2,2,100.0,0,0.0,0,0.0,22018
22,19,66,57,86.36,3,4.55,6,9.09,22019
22,21,116,99,85.34,12,10.34,5,4.31,22021
24,1,150,132,88.0,11,7.33,7,4.67,24001
24,2,72,67,93.06,4,5.56,1,1.39,24002
24,3,102,90,88.24,10,9.8,2,1.96,24003
24,4,104,93,89.42,7,6.73,4,3.85,24004
24,5,80,70,87.5,5,6.25,5,6.25,24005
24,6,132,107,81.06,20,15.15,5,3.79,24006
24,7,96,82,85.42,7,7.29,7,7.29,24007
24,8,91,82,90.11,5,5.49,4,4.4,24008
24,9,96,79,82.29,14,14.58,3,3.13,24009
24,10,99,90,90.91,4,4.04,5,5.05,24010
24,11,66,58,87.88,5,7.58,3,4.55,24011
24,12,77,69,89.61,7,9.09,1,1.3,24012
24,13,114,96,84.21,8,7.02,10,8.77,24013
24,14,121,100,82.64,15,12.4,6,4.96,24014
24,15,90,78,86.67,8,8.89,4,4.44,24015
24,16,71,66,92.96,3,4.23,2,2.82,24016
24,17,85,78,91.76,3,3.53,4,4.71,24017
24,18,72,63,87.5,5,6.94,4,5.56,24018
24,19,74,67,90.54,4,5.41,3,4.05,24019
24,20,110,90,81.82,10,9.09,10,9.09,24020
24,21,47,38,80.85,6,12.77,3,6.38,24021
24,22,107,97,90.65,4,3.74,6,5.61,24022
24,23,84,69,82.14,9,10.71,6,7.14,24023
24,24,60,46,76.67,11,18.33,3,5.0,24024
24,25,118,100,84.75,11,9.32,7,5.93,24025
24,26,104,95,91.35,3,2.88,6,5.77,24026
24,27,66,49,74.24,11,16.67,6,9.09,24027
24,28,134,122,91.04,7,5.22,5,3.73,24028
24,29,118,109,92.37,4,3.39,5,4.24,24029
24,30,86,73,84.88,9,10.47,4,4.65,24030
24,31,95,85,89.47,7,7.37,3,3.16,24031
24,32,94,81,86.17,4,4.26,9,9.57,24032
24,33,82,70,85.37,8,9.76,4,4.88,24033
24,34,118,99,83.9,7,5.93,12,10.17,24034
24,35,150,136,90.67,6,4.0,8,5.33,24035
24,36,94,85,90.43,4,4.26,5,5.32,24036
24,37,133,112,84.21,12,9.02,9,6.77,24037
24,38,133,117,87.97,7,5.26,9,6.77,24038
24,39,90,81,90.0,6,6.67,3,3.33,24039
24,40,154,131,85.06,11,7.14,12,7.79,24040
24,41,93,79,84.95,8,8.6,6,6.45,24041
24,42,78,67,85.9,6,7.69,5,6.41,24042
24,43,135,124,91.85,4,2.96,7,5.19,24043
24,44,112,91,81.25,12,10.71,9,8.04,24044
24,45,100,92,92.0,4,4.0,4,4.0,24045
24,46,123,110,89.43,7,5.69,6,4.88,24046
24,47,83,67,80.72,7,8.43,9,10.84,24047
24,48,55,46,83.64,6,10.91,3,5.45,24048
24,49,197,179,90.86,9,4.57,9,4.57,24049
24,50,164,142,86.59,13,7.93,9,5.49,24050
24,51,150,138,92.0,6,4.0,6,4.0,24051
24,52,94,84,89.36,4,4.26,6,6.38,24052
24,54,117,101,86.32,9,7.69,7,5.98,24054
24,55,91,80,87.91,5,5.49,6,6.59,24055
24,56,146,131,89.73,6,4.11,9,6.16,24056
25,3,92,60,65.22,15,16.3,17,18.48,25003
25,4,139,77,55.4,30,21.58,32,23.02,25004
25,5,7,4,57.14,2,28.57,1,14.29,25005
25,6,15,7,46.67,5,33.33,3,20.0,25006
25,8,0,0,0.0,0,0.0,0,0.0,25008
25,10,69,47,68.12,15,21.74,7,10.14,25010
25,14,79,62,78.48,5,6.33,12,15.19,25014
25,16,115,90,78.26,15,13.04,10,8.7,25016
25,18,172,143,83.14,15,8.72,14,8.14,25018
25,21,98,72,73.47,7,7.14,19,19.39,25021
25,25,103,75,72.82,12,11.65,16,15.53,25025
25,26,75,48,64.0,9,12.0,18,24.0,25026
25,27,89,61,68.54,13,14.61,15,16.85,25027
25,28,154,109,70.78,22,14.29,23,14.94,25028
25,29,237,171,72.15,26,10.97,40,16.88,25029
26,17,38,21,55.26,9,23.68,8,21.05,26017
26,28,1,1,100.0,0,0.0,0,0.0,26028
26,33,25,16,64.0,7,28.0,2,8.0,26033
26,46,70,38,54.29,11,15.71,21,30.0,26046
27,1,121,68,56.2,19,15.7,34,28.1,27001
27,2,79,67,84.81,5,6.33,7,8.86,27002
27,3,76,63,82.89,5,6.58,8,10.53,27003
27,4,56,45,80.36,8,14.29,3,5.36,27004
27,5,42,32,76.19,1,2.38,9,21.43,27005
27,6,32,27,84.38,1,3.13,4,12.5,27006
27,7,93,75,80.65,7,7.53,11,11.83,27007
27,8,102,91,89.22,7,6.86,4,3.92,27008
27,9,164,137,83.54,16,9.76,11,6.71,27009
27,10,211,191,90.52,12,5.69,8,3.79,27010
27,11,100,60,60.0,20,20.0,20,20.0,27011
27,12,110,86,78.18,13,11.82,11,10.0,27012
27,14,126,114,90.48,6,4.76,6,4.76,27014
27,15,66,55,83.33,6,9.09,5,7.58,27015
27,16,27,14,51.85,8,29.63,5,18.52,27016
27,17,85,52,61.18,12,14.12,21,24.71,27017
27,18,42,23,54.76,9,21.43,10,23.81,27018
27,19,88,72,81.82,10,11.36,6,6.82,27019
27,20,90,79,87.78,8,8.89,3,3.33,27020
27,21,72,62,86.11,6,8.33,4,5.56,27021
27,22,95,86,90.53,8,8.42,1,1.05,27022
27,23,21,19,90.48,0,0.0,2,9.52,27023
27,24,68,62,91.18,2,2.94,4,5.88,27024
27,25,63,52,82.54,6,9.52,5,7.94,27025
27,26,124,107,86.29,11,8.87,6,4.84,27026
27,27,103,86,83.5,9,8.74,8,7.77,27027
27,28,123,95,77.24,15,12.2,13,10.57,27028
27,29,60,51,85.0,7,11.67,2,3.33,27029
27,30,42,35,83.33,5,11.9,2,4.76,27030
27,31,73,63,86.3,6,8.22,4,5.48,27031
27,33,87,70,80.46,8,9.2,9,10.34,27033
27,34,103,94,91.26,7,6.8,2,1.94,27034
27,36,124,115,92.74,6,4.84,3,2.42,27036
27,37,120,96,80.0,13,10.83,11,9.17,27037
27,39,28,22,78.57,3,10.71,3,10.71,27039
27,40,69,59,85.51,7,10.14,3,4.35,27040
27,42,52,38,73.08,8,15.38,6,11.54,27042
27,43,58,52,89.66,5,8.62,1,1.72,27043
27,44,85,78,91.76,4,4.71,3,3.53,27044
27,45,85,76,89.41,4,4.71,5,5.88,27045
27,46,93,79,84.95,3,3.23,11,11.83,27046
27,47,76,61,80.26,8,10.53,7,9.21,27047
27,48,142,126,88.73,4,2.82,12,8.45,27048
27,49,106,93,87.74,8,7.55,5,4.72,27049
27,50,94,58,61.7,14,14.89,22,23.4,27050
27,51,14,12,85.71,1,7.14,1,7.14,27051
27,52,76,63,82.89,7,9.21,6,7.89,27052
27,53,74,51,68.92,10,13.51,13,17.57,27053
27,54,88,58,65.91,8,9.09,22,25.0,27054
27,55,79,69,87.34,4,5.06,6,7.59,27055
27,57,60,38,63.33,10,16.67,12,20.0,27057
27,58,29,23,79.31,2,6.9,4,13.79,27058
28,1,98,87,88.78,7,7.14,4,4.08,28001
28,2,129,112,86.82,12,9.3,5,3.88,28002
28,3,76,67,88.16,6,7.89,3,3.95,28003
28,4,116,111,95.69,3,2.59,2,1.72,28004
28,5,72,62,86.11,4,5.56,6,8.33,28005
28,6,73,65,89.04,4,5.48,4,5.48,28006
28,7,88,78,88.64,5,5.68,5,5.68,28007
28,8,90,84,93.33,5,5.56,1,1.11,28008
28,9,84,75,89.29,5,5.95,4,4.76,28009
28,10,33,28,84.85,3,9.09,2,6.06,28010
28,11,70,66,94.29,1,1.43,3,4.29,28011
28,12,63,58,92.06,1,1.59,4,6.35,28012
28,13,36,32,88.89,2,5.56,2,5.56,28013
28,14,58,55,94.83,2,3.45,1,1.72,28014
28,15,91,82,90.11,4,4.4,5,5.49,28015
28,16,81,68,83.95,7,8.64,6,7.41,28016
28,17,94,81,86.17,6,6.38,7,7.45,28017
28,18,125,109,87.2,11,8.8,5,4.0,28018
28,19,110,101,91.82,6,5.45,3,2.73,28019
28,20,113,103,91.15,6,5.31,4,3.54,28020
28,21,125,120,96.0,4,3.2,1,0.8,28021
28,22,91,85,93.41,4,4.4,2,2.2,28022
28,23,85,76,89.41,6,7.06,3,3.53,28023
28,24,55,46,83.64,6,10.91,3,5.45,28024
28,25,83,77,92.77,2,2.41,4,4.82,28025
28,26,94,85,90.43,7,7.45,2,2.13,28026
28,27,109,89,81.65,10,9.17,10,9.17,28027
28,28,50,43,86.0,5,10.0,2,4.0,28028
28,30,68,57,83.82,7,10.29,4,5.88,28030
28,31,79,74,93.67,2,2.53,3,3.8,28031
28,32,88,80,90.91,5,5.68,3,3.41,28032
28,33,124,109,87.9,10,8.06,5,4.03,28033
28,35,76,68,89.47,6,7.89,2,2.63,28035
28,36,70,64,91.43,1,1.43,5,7.14,28036
28,37,165,153,92.73,5,3.03,7,4.24,28037
28,39,95,85,89.47,5,5.26,5,5.26,28039
28,40,144,129,89.58,10,6.94,5,3.47,28040
28,41,92,79,85.87,8,8.7,5,5.43,28041
28,42,71,61,85.92,7,9.86,3,4.23,28042
28,43,154,141,91.56,8,5.19,5,3.25,28043
28,44,141,124,87.94,7,4.96,10,7.09,28044
28,45,96,93,96.88,1,1.04,2,2.08,28045
28,46,99,86,86.87,9,9.09,4,4.04,28046
28,47,128,109,85.16,11,8.59,8,6.25,28047
28,48,49,43,87.76,4,8.16,2,4.08,28048
28,49,46,39,84.78,3,6.52,4,8.7,28049
28,50,63,57,90.48,4,6.35,2,3.17,28050
28,51,100,91,91.0,6,6.0,3,3.0,28051
28,52,74,59,79.73,10,13.51,5,6.76,28052
28,53,60,36,60.0,10,16.67,14,23.33,28053
28,54,66,59,89.39,5,7.58,2,3.03,28054
28,55,87,80,91.95,3,3.45,4,4.6,28055
28,56,88,77,87.5,8,9.09,3,3.41,28056
28,57,110,92,83.64,8,7.27,10,9.09,28057
28,58,88,80,90.91,4,4.55,4,4.55,28058
28,59,84,77,91.67,5,5.95,2,2.38,28059
28,60,65,60,92.31,3,4.62,2,3.08,28060
28,61,57,39,68.42,13,22.81,5,8.77,28061
29,1,219,205,93.61,7,3.2,7,3.2,29001
29,3,198,175,88.38,17,8.59,6,3.03,29003
29,4,155,146,94.19,5,3.23,4,2.58,29004
29,5,126,115,91.27,3,2.38,8,6.35,29005
29,7,0,0,0.0,0,0.0,0,0.0,29007
29,8,86,78,90.7,3,3.49,5,5.81,29008
29,11,139,117,84.17,14,10.07,8,5.76,29011
29,12,179,160,89.39,9,5.03,10,5.59,29012
29,13,141,135,95.74,2,1.42,4,2.84,29013
29,14,168,143,85.12,13,7.74,12,7.14,29014
29,15,181,163,90.06,10,5.52,8,4.42,29015
29,16,209,193,92.34,8,3.83,8,3.83,29016
29,17,109,95,87.16,9,8.26,5,4.59,29017
29,18,163,142,87.12,9,5.52,12,7.36,29018
29,19,192,172,89.58,13,6.77,7,3.65,29019
29,20,159,143,89.94,8,5.03,8,5.03,29020
29,21,104,94,90.38,5,4.81,5,4.81,29021
29,22,108,89,82.41,11,10.19,8,7.41,29022
29,23,118,110,93.22,2,1.69,6,5.08,29023
29,25,128,119,92.97,2,1.56,7,5.47,29025
29,26,106,100,94.34,3,2.83,3,2.83,29026
29,27,79,74,93.67,3,3.8,2,2.53,29027
29,28,161,145,90.06,13,8.07,3,1.86,29028
29,29,157,140,89.17,10,6.37,7,4.46,29029
29,31,138,120,86.96,9,6.52,9,6.52,29031
29,33,147,133,90.48,10,6.8,4,2.72,29033
29,34,94,78,82.98,8,8.51,8,8.51,29034
29,35,100,85,85.0,8,8.0,7,7.0,29035
29,36,167,154,92.22,7,4.19,6,3.59,29036
29,37,127,109,85.83,11,8.66,7,5.51,29037
29,38,135,129,95.56,3,2.22,3,2.22,29038
29,40,181,166,91.71,9,4.97,6,3.31,29040
29,41,168,152,90.48,7,4.17,9,5.36,29041
29,42,152,143,94.08,4,2.63,5,3.29,29042
29,43,170,155,91.18,7,4.12,8,4.71,29043
29,44,118,110,93.22,4,3.39,4,3.39,29044
29,45,106,95,89.62,7,6.6,4,3.77,29045
29,46,121,104,85.95,6,4.96,11,9.09,29046
29,47,178,160,89.89,8,4.49,10,5.62,29047
29,48,111,96,86.49,7,6.31,8,7.21,29048
29,49,181,161,88.95,12,6.63,8,4.42,29049
32,1,98,65,66.33,14,14.29,19,19.39,32001
32,6,109,72,66.06,15,13.76,22,20.18,32006
32,12,31,20,64.52,3,9.68,8,25.81,32012
32,17,27,17,62.96,3,11.11,7,25.93,32017
32,26,85,46,54.12,15,17.65,24,28.24,32026
32,37,0,0,0.0,0,0.0,0,0.0,32037
32,46,19,9,47.37,2,10.53,8,42.11,32046
32,50,114,65,57.02,25,21.93,24,21.05,32050
32,51,103,62,60.19,18,17.48,23,22.33,32051
36,23,83,57,68.67,16,19.28,10,12.05,36023
36,24,139,116,83.45,17,12.23,6,4.32,36024
36,44,120,94,78.33,5,4.17,21,17.5,36044
36,54,151,117,77.48,22,14.57,12,7.95,36054
37,2,103,82,79.61,9,8.74,12,11.65,37002
37,3,58,44,75.86,7,12.07,7,12.07,37003
37,4,143,124,86.71,11,7.69,8,5.59,37004
37,5,157,148,94.27,5,3.18,4,2.55,37005
37,6,134,125,93.28,4,2.99,5,3.73,37006
37,7,145,125,86.21,12,8.28,8,5.52,37007
37,8,89,68,76.4,13,14.61,8,8.99,37008
37,9,120,113,94.17,5,4.17,2,1.67,37009
37,10,137,115,83.94,10,7.3,12,8.76,37010
37,12,74,58,78.38,9,12.16,7,9.46,37012
37,13,109,92,84.4,12,11.01,5,4.59,37013
37,14,198,179,90.4,11,5.56,8,4.04,37014
37,15,137,122,89.05,8,5.84,7,5.11,37015
37,16,122,101,82.79,13,10.66,8,6.56,37016
37,17,129,109,84.5,11,8.53,9,6.98,37017
37,18,149,130,87.25,8,5.37,11,7.38,37018
37,20,105,98,93.33,7,6.67,0,0.0,37020
37,21,133,115,86.47,10,7.52,8,6.02,37021
37,22,72,66,91.67,1,1.39,5,6.94,37022
37,23,97,86,88.66,5,5.15,6,6.19,37023
37,24,127,112,88.19,9,7.09,6,4.72,37024
37,25,160,135,84.38,14,8.75,11,6.88,37025
37,26,155,137,88.39,9,5.81,9,5.81,37026
37,27,129,110,85.27,13,10.08,6,4.65,37027
37,28,129,105,81.4,14,10.85,10,7.75,37028
37,29,133,128,96.24,2,1.5,3,2.26,37029
37,30,72,66,91.67,5,6.94,1,1.39,37030
37,31,158,140,88.61,9,5.7,9,5.7,37031
37,32,124,110,88.71,10,8.06,4,3.23,37032
37,33,107,96,89.72,4,3.74,7,6.54,37033
37,34,131,119,90.84,8,6.11,4,3.05,37034
37,35,150,138,92.0,4,2.67,8,5.33,37035
37,36,135,121,89.63,9,6.67,5,3.7,37036
37,37,115,97,84.35,9,7.83,9,7.83,37037
37,38,126,118,93.65,3,2.38,5,3.97,37038
37,40,137,121,88.32,7,5.11,9,6.57,37040
37,41,141,117,82.98,15,10.64,9,6.38,37041
37,42,68,41,60.29,16,23.53,11,16.18,37042
37,43,106,93,87.74,8,7.55,5,4.72,37043
42,1,142,93,65.49,18,12.68,31,21.83,42001
42,2,83,58,69.88,8,9.64,17,20.48,42002
42,3,103,75,72.82,19,18.45,9,8.74,42003
42,4,114,71,62.28,14,12.28,29,25.44,42004
42,5,108,72,66.67,9,8.33,27,25.0,42005
42,6,249,174,69.88,37,14.86,38,15.26,42006
42,7,98,63,64.29,13,13.27,22,22.45,42007
42,8,145,89,61.38,28,19.31,28,19.31,42008
42,9,226,138,61.06,30,13.27,58,25.66,42009
42,10,77,52,67.53,11,14.29,14,18.18,42010
42,11,121,88,72.73,11,9.09,22,18.18,42011
42,12,82,53,64.63,10,12.2,19,23.17,42012
42,13,234,162,69.23,28,11.97,44,18.8,42013
42,14,105,75,71.43,10,9.52,20,19.05,42014
42,15,147,89,60.54,18,12.24,40,27.21,42015
42,16,62,47,75.81,3,4.84,12,19.35,42016
42,17,227,160,70.48,31,13.66,36,15.86,42017
42,18,184,102,55.43,30,16.3,52,28.26,42018
42,19,27,16,59.26,6,22.22,5,18.52,42019
42,20,62,48,77.42,5,8.06,9,14.52,42020
42,21,78,52,66.67,10,12.82,16,20.51,42021
42,22,61,42,68.85,10,16.39,9,14.75,42022
42,23,143,87,60.84,22,15.38,34,23.78,42023
42,24,119,71,59.66,21,17.65,27,22.69,42024
42,25,94,70,74.47,7,7.45,17,18.09,42025
42,26,150,124,82.67,10,6.67,16,10.67,42026
42,27,162,95,58.64,33,20.37,34,20.99,42027
42,28,127,78,61.42,14,11.02,35,27.56,42028
42,29,119,90,75.63,8,6.72,21,17.65,42029
42,30,66,45,68.18,7,10.61,14,21.21,42030
42,31,80,49,61.25,12,15.0,19,23.75,42031
42,32,81,53,65.43,13,16.05,15,18.52,42032
42,33,187,120,64.17,28,14.97,39,20.86,42033
42,34,119,81,68.07,18,15.13,20,16.81,42034
42,35,105,76,72.38,11,10.48,18,17.14,42035
42,36,67,44,65.67,8,11.94,15,22.39,42036
42,37,79,59,74.68,5,6.33,15,18.99,42037
42,38,86,55,63.95,12,13.95,19,22.09,42038
42,39,70,45,64.29,11,15.71,14,20.0,42039
42,40,120,71,59.17,18,15.0,31,25.83,42040
42,41,135,85,62.96,21,15.56,29,21.48,42041
42,42,67,45,67.16,12,17.91,10,14.93,42042
42,43,115,64,55.65,13,11.3,38,33.04,42043
42,44,82,56,68.29,7,8.54,19,23.17,42044
42,45,121,83,68.6,14,11.57,24,19.83,42045
42,46,65,36,55.38,9,13.85,20,30.77,42046
42,47,74,55,74.32,7,9.46,12,16.22,42047
42,48,94,51,54.26,14,14.89,29,30.85,42048
42,49,40,27,67.5,7,17.5,6,15.0,42049
42,50,143,92,64.34,14,9.79,37,25.87,42050
42,51,179,111,62.01,31,17.32,37,20.67,42051
42,52,53,37,69.81,10,18.87,6,11.32,42052
42,53,149,100,67.11,17,11.41,32,21.48,42053
42,54,75,56,74.67,8,10.67,11,14.67,42054
42,55,104,62,59.62,16,15.38,26,25.0,42055
42,56,117,63,53.85,12,10.26,42,35.9,42056
42,57,74,54,72.97,8,10.81,12,16.22,42057
42,58,53,32,60.38,10,18.87,11,20.75,42058
42,59,111,77,69.37,13,11.71,21,18.92,42059
42,60,38,28,73.68,6,15.79,4,10.53,42060
42,61,55,43,78.18,7,12.73,5,9.09,42061
42,62,64,49,76.56,7,10.94,8,12.5,42062
42,63,133,97,72.93,8,6.02,28,21.05,42063
42,64,49,39,79.59,6,12.24,4,8.16,42064
42,65,98,68,69.39,15,15.31,15,15.31,42065
42,66,94,69,73.4,12,12.77,13,13.83,42066
42,67,161,105,65.22,18,11.18,38,23.6,42067
42,68,96,65,67.71,16,16.67,15,15.63,42068
42,69,67,47,70.15,9,13.43,11,16.42,42069
43,1,157,120,76.43,14,8.92,23,14.65,43001
43,3,117,73,62.39,16,13.68,28,23.93,43003
43,4,144,85,59.03,27,18.75,32,22.22,43004
43,5,110,81,73.64,10,9.09,19,17.27,43005
43,9,69,43,62.32,14,20.29,12,17.39,43009
43,10,94,60,63.83,4,4.26,30,31.91,43010
43,11,79,45,56.96,13,16.46,21,26.58,43011
43,13,52,40,76.92,3,5.77,9,17.31,43013
43,15,98,70,71.43,7,7.14,21,21.43,43015
43,16,114,67,58.77,20,17.54,27,23.68,43016
43,18,130,86,66.15,16,12.31,28,21.54,43018
43,19,75,49,65.33,5,6.67,21,28.0,43019
43,23,79,49,62.03,12,15.19,18,22.78,43023
43,24,104,63,60.58,14,13.46,27,25.96,43024
43,25,116,82,70.69,10,8.62,24,20.69,43025
43,26,95,56,58.95,10,10.53,29,30.53,43026
43,28,143,100,69.93,14,9.79,29,20.28,43028
43,30,57,38,66.67,6,10.53,13,22.81,43030
43,35,123,80,65.04,12,9.76,31,25.2,43035
43,36,90,64,71.11,7,7.78,19,21.11,43036
43,37,96,70,72.92,13,13.54,13,13.54,43037
43,39,78,49,62.82,12,15.38,17,21.79,43039
43,40,48,29,60.42,10,20.83,9,18.75,43040
43,41,66,53,80.3,3,4.55,10,15.15,43041
43,42,89,51,57.3,17,19.1,21,23.6,43042
43,46,118,83,70.34,14,11.86,21,17.8,43046
43,47,114,77,67.54,17,14.91,20,17.54,43047
