ward,precinct,total,Constance A. ''Connie'' Howard,Constance A. ''Connie'' Howard Percent,Yvette Williams,Yvette Williams Percent,precinct_id
4,50,151,95,62.91,56,37.09,04050
4,51,150,96,64.0,54,36.0,04051
4,52,179,110,61.45,69,38.55,04052
5,2,129,90,69.77,39,30.23,05002
5,3,54,36,66.67,18,33.33,05003
5,5,111,66,59.46,45,40.54,05005
5,8,121,69,57.02,52,42.98,05008
5,9,137,97,70.8,40,29.2,05009
5,10,112,65,58.04,47,41.96,05010
5,12,80,59,73.75,21,26.25,05012
5,13,143,81,56.64,62,43.36,05013
5,15,107,74,69.16,33,30.84,05015
5,16,102,54,52.94,48,47.06,05016
5,17,128,76,59.38,52,40.63,05017
5,18,126,86,68.25,40,31.75,05018
5,19,70,50,71.43,20,28.57,05019
5,20,56,34,60.71,22,39.29,05020
5,22,133,84,63.16,49,36.84,05022
5,23,89,58,65.17,31,34.83,05023
5,25,102,69,67.65,33,32.35,05025
5,27,103,58,56.31,45,43.69,05027
5,30,71,45,63.38,26,36.62,05030
5,33,101,59,58.42,42,41.58,05033
5,35,102,65,63.73,37,36.27,05035
5,39,106,68,64.15,38,35.85,05039
5,41,69,48,69.57,21,30.43,05041
5,45,76,54,71.05,22,28.95,05045
5,48,83,51,61.45,32,38.55,05048
5,50,93,57,61.29,36,38.71,05050
5,51,89,48,53.93,41,46.07,05051
5,52,7,6,85.71,1,14.29,05052
5,53,144,94,65.28,50,34.72,05053
5,55,119,76,63.87,43,36.13,05055
6,1,234,192,82.05,42,17.95,06001
6,2,197,166,84.26,31,15.74,06002
6,3,192,152,79.17,40,20.83,06003
6,4,134,61,45.52,73,54.48,06004
6,5,67,40,59.7,27,40.3,06005
6,6,142,95,66.9,47,33.1,06006
6,7,148,89,60.14,59,39.86,06007
6,8,220,161,73.18,59,26.82,06008
6,9,172,140,81.4,32,18.6,06009
6,10,270,201,74.44,69,25.56,06010
6,11,146,94,64.38,52,35.62,06011
6,12,114,62,54.39,52,45.61,06012
6,13,139,101,72.66,38,27.34,06013
6,14,125,82,65.6,43,34.4,06014
6,15,80,50,62.5,30,37.5,06015
6,16,195,150,76.92,45,23.08,06016
6,17,217,179,82.49,38,17.51,06017
6,18,67,32,47.76,35,52.24,06018
6,19,180,116,64.44,64,35.56,06019
6,20,148,90,60.81,58,39.19,06020
6,23,134,92,68.66,42,31.34,06023
6,24,161,127,78.88,34,21.12,06024
6,25,88,65,73.86,23,26.14,06025
6,26,184,160,86.96,24,13.04,06026
6,27,217,183,84.33,34,15.67,06027
6,28,332,276,83.13,56,16.87,06028
6,29,235,194,82.55,41,17.45,06029
6,30,111,73,65.77,38,34.23,06030
6,31,190,154,81.05,36,18.95,06031
6,32,157,97,61.78,60,38.22,06032
6,33,205,133,64.88,72,35.12,06033
6,34,128,96,75.0,32,25.0,06034
6,35,142,107,75.35,35,24.65,06035
6,36,94,48,51.06,46,48.94,06036
6,37,215,177,82.33,38,17.67,06037
6,38,164,117,71.34,47,28.66,06038
6,39,108,71,65.74,37,34.26,06039
6,40,78,42,53.85,36,46.15,06040
6,41,191,156,81.68,35,18.32,06041
6,42,61,33,54.1,28,45.9,06042
6,43,173,123,71.1,50,28.9,06043
6,44,166,115,69.28,51,30.72,06044
6,45,134,89,66.42,45,33.58,06045
6,46,155,111,71.61,44,28.39,06046
6,47,182,143,78.57,39,21.43,06047
6,48,129,77,59.69,52,40.31,06048
6,49,133,73,54.89,60,45.11,06049
6,50,173,152,87.86,21,12.14,06050
6,51,98,68,69.39,30,30.61,06051
6,52,105,78,74.29,27,25.71,06052
6,53,134,93,69.4,41,30.6,06053
6,54,125,81,64.8,44,35.2,06054
6,55,132,91,68.94,41,31.06,06055
6,56,125,82,65.6,43,34.4,06056
6,57,70,52,74.29,18,25.71,06057
6,58,193,153,79.27,40,20.73,06058
6,59,160,122,76.25,38,23.75,06059
6,60,109,73,66.97,36,33.03,06060
6,61,82,40,48.78,42,51.22,06061
6,62,134,69,51.49,65,48.51,06062
6,63,154,109,70.78,45,29.22,06063
8,1,189,139,73.54,50,26.46,08001
8,2,89,59,66.29,30,33.71,08002
8,3,48,32,66.67,16,33.33,08003
8,6,181,127,70.17,54,29.83,08006
8,10,265,210,79.25,55,20.75,08010
8,11,150,108,72.0,42,28.0,08011
8,12,124,85,68.55,39,31.45,08012
8,13,103,78,75.73,25,24.27,08013
8,14,83,59,71.08,24,28.92,08014
8,16,197,145,73.6,52,26.4,08016
8,18,74,55,74.32,19,25.68,08018
8,20,118,83,70.34,35,29.66,08020
8,21,128,91,71.09,37,28.91,08021
8,22,125,79,63.2,46,36.8,08022
8,29,163,119,73.01,44,26.99,08029
8,30,138,102,73.91,36,26.09,08030
8,31,112,79,70.54,33,29.46,08031
8,33,166,128,77.11,38,22.89,08033
8,35,189,146,77.25,43,22.75,08035
8,37,167,128,76.65,39,23.35,08037
8,38,132,98,74.24,34,25.76,08038
8,40,119,88,73.95,31,26.05,08040
8,41,132,101,76.52,31,23.48,08041
8,43,88,64,72.73,24,27.27,08043
8,45,94,59,62.77,35,37.23,08045
8,48,138,103,74.64,35,25.36,08048
8,52,177,122,68.93,55,31.07,08052
8,53,203,148,72.91,55,27.09,08053
8,54,162,109,67.28,53,32.72,08054
8,55,117,72,61.54,45,38.46,08055
8,56,150,121,80.67,29,19.33,08056
8,58,185,149,80.54,36,19.46,08058
8,59,80,59,73.75,21,26.25,08059
8,61,136,99,72.79,37,27.21,08061
8,64,134,100,74.63,34,25.37,08064
8,67,83,65,78.31,18,21.69,08067
8,68,70,53,75.71,17,24.29,08068
8,69,85,66,77.65,19,22.35,08069
9,36,193,164,84.97,29,15.03,09036
9,47,191,155,81.15,36,18.85,09047
15,2,63,37,58.73,26,41.27,15002
15,3,64,34,53.13,30,46.88,15003
15,4,68,26,38.24,42,61.76,15004
15,5,62,30,48.39,32,51.61,15005
15,6,78,41,52.56,37,47.44,15006
15,7,73,34,46.58,39,53.42,15007
15,8,104,41,39.42,63,60.58,15008
15,9,84,41,48.81,43,51.19,15009
15,11,84,40,47.62,44,52.38,15011
15,12,51,18,35.29,33,64.71,15012
15,17,71,27,38.03,44,61.97,15017
15,18,50,29,58.0,21,42.0,15018
15,19,79,51,64.56,28,35.44,15019
15,20,55,28,50.91,27,49.09,15020
15,21,91,42,46.15,49,53.85,15021
15,22,92,58,63.04,34,36.96,15022
15,23,56,26,46.43,30,53.57,15023
15,24,73,45,61.64,28,38.36,15024
15,26,82,41,50.0,41,50.0,15026
15,27,76,48,63.16,28,36.84,15027
15,29,27,11,40.74,16,59.26,15029
15,30,65,30,46.15,35,53.85,15030
15,31,46,22,47.83,24,52.17,15031
15,33,41,16,39.02,25,60.98,15033
15,34,50,22,44.0,28,56.0,15034
15,35,91,49,53.85,42,46.15,15035
15,36,58,25,43.1,33,56.9,15036
15,37,63,31,49.21,32,50.79,15037
15,38,63,29,46.03,34,53.97,15038
15,39,59,30,50.85,29,49.15,15039
15,40,65,31,47.69,34,52.31,15040
15,41,110,49,44.55,61,55.45,15041
15,42,52,20,38.46,32,61.54,15042
15,43,76,33,43.42,43,56.58,15043
15,45,37,16,43.24,21,56.76,15045
15,46,42,17,40.48,25,59.52,15046
15,47,86,35,40.7,51,59.3,15047
15,48,48,30,62.5,18,37.5,15048
15,49,2,1,50.0,1,50.0,15049
15,50,65,22,33.85,43,66.15,15050
15,51,51,20,39.22,31,60.78,15051
15,52,54,18,33.33,36,66.67,15052
16,2,60,33,55.0,27,45.0,16002
16,3,75,33,44.0,42,56.0,16003
16,5,69,34,49.28,35,50.72,16005
16,8,70,40,57.14,30,42.86,16008
16,9,114,57,50.0,57,50.0,16009
16,10,117,63,53.85,54,46.15,16010
16,12,40,27,67.5,13,32.5,16012
16,14,65,33,50.77,32,49.23,16014
16,19,93,55,59.14,38,40.86,16019
16,24,42,20,47.62,22,52.38,16024
16,25,48,23,47.92,25,52.08,16025
16,26,84,49,58.33,35,41.67,16026
16,27,100,43,43.0,57,57.0,16027
16,28,86,39,45.35,47,54.65,16028
16,31,88,45,51.14,43,48.86,16031
16,34,60,32,53.33,28,46.67,16034
16,36,58,33,56.9,25,43.1,16036
16,37,37,19,51.35,18,48.65,16037
16,38,53,28,52.83,25,47.17,16038
16,40,79,44,55.7,35,44.3,16040
16,41,46,22,47.83,24,52.17,16041
16,43,78,36,46.15,42,53.85,16043
16,44,66,41,62.12,25,37.88,16044
17,1,63,26,41.27,37,58.73,17001
17,2,102,46,45.1,56,54.9,17002
17,3,51,27,52.94,24,47.06,17003
17,4,140,75,53.57,65,46.43,17004
17,5,86,37,43.02,49,56.98,17005
17,6,73,37,50.68,36,49.32,17006
17,7,90,41,45.56,49,54.44,17007
17,8,76,37,48.68,39,51.32,17008
17,9,73,42,57.53,31,42.47,17009
17,10,103,68,66.02,35,33.98,17010
17,11,96,41,42.71,55,57.29,17011
17,12,174,115,66.09,59,33.91,17012
17,13,65,31,47.69,34,52.31,17013
17,14,79,35,44.3,44,55.7,17014
17,15,114,55,48.25,59,51.75,17015
17,16,71,32,45.07,39,54.93,17016
17,17,58,28,48.28,30,51.72,17017
17,18,118,68,57.63,50,42.37,17018
17,19,44,7,15.91,37,84.09,17019
17,20,90,47,52.22,43,47.78,17020
17,21,163,109,66.87,54,33.13,17021
17,22,113,63,55.75,50,44.25,17022
17,23,60,29,48.33,31,51.67,17023
17,24,109,50,45.87,59,54.13,17024
17,25,62,38,61.29,24,38.71,17025
17,26,129,62,48.06,67,51.94,17026
17,27,138,71,51.45,67,48.55,17027
17,28,89,48,53.93,41,46.07,17028
17,29,115,59,51.3,56,48.7,17029
17,30,133,62,46.62,71,53.38,17030
17,31,78,35,44.87,43,55.13,17031
17,32,100,56,56.0,44,44.0,17032
17,33,80,45,56.25,35,43.75,17033
17,34,83,41,49.4,42,50.6,17034
17,35,80,55,68.75,25,31.25,17035
17,36,55,23,41.82,32,58.18,17036
17,37,83,51,61.45,32,38.55,17037
17,38,89,48,53.93,41,46.07,17038
17,39,75,33,44.0,42,56.0,17039
17,40,69,35,50.72,34,49.28,17040
17,41,77,39,50.65,38,49.35,17041
17,42,69,30,43.48,39,56.52,17042
17,43,57,28,49.12,29,50.88,17043
17,44,64,36,56.25,28,43.75,17044
17,45,46,23,50.0,23,50.0,17045
17,46,96,37,38.54,59,61.46,17046
17,47,52,18,34.62,34,65.38,17047
17,48,109,67,61.47,42,38.53,17048
17,49,57,30,52.63,27,47.37,17049
17,50,80,52,65.0,28,35.0,17050
17,51,109,70,64.22,39,35.78,17051
17,52,127,72,56.69,55,43.31,17052
17,53,123,73,59.35,50,40.65,17053
17,54,127,80,62.99,47,37.01,17054
17,55,93,51,54.84,42,45.16,17055
17,56,105,38,36.19,67,63.81,17056
17,57,106,43,40.57,63,59.43,17057
17,58,81,37,45.68,44,54.32,17058
17,59,52,22,42.31,30,57.69,17059
17,60,143,41,28.67,102,71.33,17060
17,61,90,38,42.22,52,57.78,17061
17,62,71,22,30.99,49,69.01,17062
17,63,57,17,29.82,40,70.18,17063
17,64,68,16,23.53,52,76.47,17064
18,1,66,39,59.09,27,40.91,18001
18,2,132,74,56.06,58,43.94,18002
18,4,167,95,56.89,72,43.11,18004
18,5,109,48,44.04,61,55.96,18005
18,7,122,78,63.93,44,36.07,18007
18,8,59,24,40.68,35,59.32,18008
18,9,183,121,66.12,62,33.88,18009
18,10,252,147,58.33,105,41.67,18010
18,11,130,88,67.69,42,32.31,18011
18,12,201,125,62.19,76,37.81,18012
18,13,163,87,53.37,76,46.63,18013
18,14,180,102,56.67,78,43.33,18014
18,16,159,105,66.04,54,33.96,18016
18,17,119,74,62.18,45,37.82,18017
18,18,165,95,57.58,70,42.42,18018
18,19,196,115,58.67,81,41.33,18019
18,20,137,77,56.2,60,43.8,18020
18,21,213,122,57.28,91,42.72,18021
18,22,173,89,51.45,84,48.55,18022
18,23,120,66,55.0,54,45.0,18023
18,24,188,95,50.53,93,49.47,18024
18,25,171,95,55.56,76,44.44,18025
18,26,136,79,58.09,57,41.91,18026
18,27,125,60,48.0,65,52.0,18027
18,29,145,82,56.55,63,43.45,18029
18,30,116,66,56.9,50,43.1,18030
18,31,102,58,56.86,44,43.14,18031
18,32,224,106,47.32,118,52.68,18032
18,33,116,57,49.14,59,50.86,18033
18,34,248,166,66.94,82,33.06,18034
18,35,206,125,60.68,81,39.32,18035
18,36,108,68,62.96,40,37.04,18036
18,37,130,77,59.23,53,40.77,18037
18,38,152,79,51.97,73,48.03,18038
18,39,107,58,54.21,49,45.79,18039
18,40,193,112,58.03,81,41.97,18040
18,42,82,45,54.88,37,45.12,18042
18,44,90,54,60.0,36,40.0,18044
18,45,182,94,51.65,88,48.35,18045
18,46,146,78,53.42,68,46.58,18046
18,47,101,38,37.62,63,62.38,18047
18,49,93,51,54.84,42,45.16,18049
18,50,125,56,44.8,69,55.2,18050
18,51,191,113,59.16,78,40.84,18051
18,52,189,98,51.85,91,48.15,18052
18,53,105,55,52.38,50,47.62,18053
18,54,146,73,50.0,73,50.0,18054
18,58,106,45,42.45,61,57.55,18058
18,59,132,68,51.52,64,48.48,18059
18,60,154,76,49.35,78,50.65,18060
18,61,141,66,46.81,75,53.19,18061
19,28,232,152,65.52,80,34.48,19028
19,43,214,128,59.81,86,40.19,19043
19,48,147,85,57.82,62,42.18,19048
19,50,173,110,63.58,63,36.42,19050
19,60,143,93,65.03,50,34.97,19060
19,66,165,92,55.76,73,44.24,19066
20,1,101,58,57.43,43,42.57,20001
20,2,87,59,67.82,28,32.18,20002
20,3,81,43,53.09,38,46.91,20003
20,5,75,42,56.0,33,44.0,20005
20,6,125,71,56.8,54,43.2,20006
20,7,24,6,25.0,18,75.0,20007
20,9,152,88,57.89,64,42.11,20009
20,10,74,45,60.81,29,39.19,20010
20,11,59,26,44.07,33,55.93,20011
20,12,63,37,58.73,26,41.27,20012
20,13,95,41,43.16,54,56.84,20013
20,14,134,77,57.46,57,42.54,20014
20,16,141,90,63.83,51,36.17,20016
20,17,76,41,53.95,35,46.05,20017
20,18,70,41,58.57,29,41.43,20018
20,19,75,39,52.0,36,48.0,20019
20,20,41,24,58.54,17,41.46,20020
20,22,152,99,65.13,53,34.87,20022
20,23,114,65,57.02,49,42.98,20023
20,24,102,64,62.75,38,37.25,20024
20,25,84,47,55.95,37,44.05,20025
20,26,112,69,61.61,43,38.39,20026
20,28,106,63,59.43,43,40.57,20028
20,29,98,61,62.24,37,37.76,20029
20,30,97,49,50.52,48,49.48,20030
20,32,63,28,44.44,35,55.56,20032
20,33,105,61,58.1,44,41.9,20033
20,34,144,94,65.28,50,34.72,20034
20,35,34,23,67.65,11,32.35,20035
20,36,87,51,58.62,36,41.38,20036
20,37,107,52,48.6,55,51.4,20037
20,38,24,17,70.83,7,29.17,20038
20,39,79,45,56.96,34,43.04,20039
20,42,88,63,71.59,25,28.41,20042
20,43,19,11,57.89,8,42.11,20043
20,44,143,75,52.45,68,47.55,20044
20,46,85,50,58.82,35,41.18,20046
20,47,70,38,54.29,32,45.71,20047
20,49,68,47,69.12,21,30.88,20049
20,50,34,21,61.76,13,38.24,20050
21,1,224,143,63.84,81,36.16,21001
21,2,119,82,68.91,37,31.09,21002
21,3,125,72,57.6,53,42.4,21003
21,4,136,84,61.76,52,38.24,21004
21,5,145,88,60.69,57,39.31,21005
21,6,108,55,50.93,53,49.07,21006
21,7,159,106,66.67,53,33.33,21007
21,8,167,101,60.48,66,39.52,21008
21,9,151,92,60.93,59,39.07,21009
21,10,104,60,57.69,44,42.31,21010
21,11,135,80,59.26,55,40.74,21011
21,12,147,96,65.31,51,34.69,21012
21,13,68,47,69.12,21,30.88,21013
21,14,129,90,69.77,39,30.23,21014
21,15,108,56,51.85,52,48.15,21015
21,16,137,83,60.58,54,39.42,21016
21,17,141,94,66.67,47,33.33,21017
21,18,126,76,60.32,50,39.68,21018
21,19,121,76,62.81,45,37.19,21019
21,20,96,65,67.71,31,32.29,21020
21,21,152,112,73.68,40,26.32,21021
21,22,127,83,65.35,44,34.65,21022
21,23,124,97,78.23,27,21.77,21023
21,24,157,102,64.97,55,35.03,21024
21,25,132,100,75.76,32,24.24,21025
21,26,131,102,77.86,29,22.14,21026
21,27,154,101,65.58,53,34.42,21027
21,28,105,63,60.0,42,40.0,21028
21,29,60,35,58.33,25,41.67,21029
21,30,86,55,63.95,31,36.05,21030
21,31,176,129,73.3,47,26.7,21031
21,32,112,75,66.96,37,33.04,21032
21,33,143,84,58.74,59,41.26,21033
21,34,174,110,63.22,64,36.78,21034
21,35,74,43,58.11,31,41.89,21035
21,36,98,59,60.2,39,39.8,21036
21,37,131,78,59.54,53,40.46,21037
21,38,136,92,67.65,44,32.35,21038
21,39,114,68,59.65,46,40.35,21039
21,40,153,107,69.93,46,30.07,21040
21,41,104,64,61.54,40,38.46,21041
21,42,156,95,60.9,61,39.1,21042
21,43,130,106,81.54,24,18.46,21043
21,44,134,88,65.67,46,34.33,21044
21,45,133,103,77.44,30,22.56,21045
21,46,102,74,72.55,28,27.45,21046
21,47,196,132,67.35,64,32.65,21047
21,48,158,123,77.85,35,22.15,21048
21,49,177,110,62.15,67,37.85,21049
21,50,155,87,56.13,68,43.87,21050
21,51,153,102,66.67,51,33.33,21051
21,52,132,77,58.33,55,41.67,21052
21,53,108,73,67.59,35,32.41,21053
21,54,148,95,64.19,53,35.81,21054
21,55,132,110,83.33,22,16.67,21055
21,56,103,65,63.11,38,36.89,21056
21,57,111,64,57.66,47,42.34,21057
21,58,114,72,63.16,42,36.84,21058
21,59,164,107,65.24,57,34.76,21059
21,60,142,89,62.68,53,37.32,21060
21,61,152,92,60.53,60,39.47,21061
21,62,130,80,61.54,50,38.46,21062
21,63,132,89,67.42,43,32.58,21063
21,64,79,44,55.7,35,44.3,21064
21,65,238,173,72.69,65,27.31,21065
21,66,109,76,69.72,33,30.28,21066
21,67,137,83,60.58,54,39.42,21067
21,68,141,87,61.7,54,38.3,21068
21,69,109,65,59.63,44,40.37,21069
21,70,122,63,51.64,59,48.36,21070
21,71,114,75,65.79,39,34.21,21071
21,72,141,91,64.54,50,35.46,21072
21,73,145,87,60.0,58,40.0,21073
21,74,45,27,60.0,18,40.0,21074
34,8,147,87,59.18,60,40.82,34008
34,13,188,116,61.7,72,38.3,34013
34,19,27,19,70.37,8,29.63,34019
34,29,160,102,63.75,58,36.25,34029
34,33,74,42,56.76,32,43.24,34033
34,44,7,6,85.71,1,14.29,34044
34,45,150,96,64.0,54,36.0,34045
34,47,77,56,72.73,21,27.27,34047
34,51,235,153,65.11,82,34.89,34051
34,55,156,91,58.33,65,41.67,34055
34,57,95,73,76.84,22,23.16,34057
34,58,184,123,66.85,61,33.15,34058
