ward,precinct,total,Sandra G. Ramos,Sandra G. Ramos Percent,Russell William Hartigan,Russell William Hartigan Percent,James Michael Bailey,James Michael Bailey Percent,John Patrick Nyhan,John Patrick Nyhan Percent,Edmund Paul Michalowski,Edmund Paul Michalowski Percent,Marvin W. Gray,Marvin W. Gray Percent,Tracey J. Stokes,Tracey J. Stokes Percent,precinct_id
21,25,123,17,13.82,18,14.63,10,8.13,3,2.44,2,1.63,29,23.58,44,35.77,21025
21,26,110,24,21.82,14,12.73,14,12.73,2,1.82,0,0.0,26,23.64,30,27.27,21026
21,27,150,30,20.0,7,4.67,13,8.67,5,3.33,3,2.0,25,16.67,67,44.67,21027
21,28,95,25,26.32,9,9.47,7,7.37,4,4.21,1,1.05,14,14.74,35,36.84,21028
21,29,61,15,24.59,8,13.11,9,14.75,2,3.28,1,1.64,9,14.75,17,27.87,21029
21,30,84,20,23.81,5,5.95,9,10.71,0,0.0,1,1.19,13,15.48,36,42.86,21030
21,31,165,27,16.36,23,13.94,20,12.12,2,1.21,1,0.61,31,18.79,61,36.97,21031
21,32,112,23,20.54,7,6.25,16,14.29,0,0.0,1,0.89,28,25.0,37,33.04,21032
21,33,136,26,19.12,13,9.56,12,8.82,2,1.47,4,2.94,36,26.47,43,31.62,21033
21,34,153,41,26.8,11,7.19,18,11.76,0,0.0,0,0.0,30,19.61,53,34.64,21034
21,35,66,14,21.21,9,13.64,9,13.64,0,0.0,1,1.52,10,15.15,23,34.85,21035
21,36,98,25,25.51,9,9.18,16,16.33,1,1.02,1,1.02,19,19.39,27,27.55,21036
21,37,118,27,22.88,13,11.02,16,13.56,2,1.69,3,2.54,25,21.19,32,27.12,21037
21,38,131,26,19.85,9,6.87,16,12.21,2,1.53,1,0.76,31,23.66,46,35.11,21038
21,39,109,23,21.1,9,8.26,16,14.68,2,1.83,3,2.75,19,17.43,37,33.94,21039
21,40,141,31,21.99,13,9.22,15,10.64,3,2.13,2,1.42,34,24.11,43,30.5,21040
21,41,98,12,12.24,4,4.08,23,23.47,1,1.02,1,1.02,24,24.49,33,33.67,21041
21,42,151,28,18.54,12,7.95,24,15.89,3,1.99,6,3.97,28,18.54,50,33.11,21042
21,43,119,24,20.17,13,10.92,12,10.08,3,2.52,1,0.84,18,15.13,48,40.34,21043
21,44,123,22,17.89,14,11.38,15,12.2,2,1.63,1,0.81,37,30.08,32,26.02,21044
21,45,127,15,11.81,29,22.83,11,8.66,1,0.79,1,0.79,23,18.11,47,37.01,21045
21,46,85,19,22.35,11,12.94,14,16.47,2,2.35,1,1.18,14,16.47,24,28.24,21046
21,47,187,34,18.18,20,10.7,25,13.37,2,1.07,2,1.07,40,21.39,64,34.22,21047
21,48,150,30,20.0,10,6.67,21,14.0,3,2.0,1,0.67,38,25.33,47,31.33,21048
21,49,172,35,20.35,18,10.47,26,15.12,4,2.33,0,0.0,34,19.77,55,31.98,21049
21,50,128,23,17.97,18,14.06,14,10.94,9,7.03,1,0.78,15,11.72,48,37.5,21050
21,51,151,37,24.5,7,4.64,19,12.58,1,0.66,1,0.66,35,23.18,51,33.77,21051
21,52,132,28,21.21,15,11.36,24,18.18,4,3.03,1,0.76,22,16.67,38,28.79,21052
21,53,110,25,22.73,13,11.82,18,16.36,2,1.82,3,2.73,21,19.09,28,25.45,21053
21,54,153,24,15.69,8,5.23,25,16.34,1,0.65,2,1.31,42,27.45,51,33.33,21054
21,55,117,25,21.37,14,11.97,10,8.55,2,1.71,2,1.71,18,15.38,46,39.32,21055
21,56,97,23,23.71,8,8.25,15,15.46,1,1.03,1,1.03,17,17.53,32,32.99,21056
21,57,107,30,28.04,11,10.28,7,6.54,2,1.87,0,0.0,32,29.91,25,23.36,21057
21,58,103,22,21.36,13,12.62,12,11.65,2,1.94,0,0.0,14,13.59,40,38.83,21058
21,59,150,39,26.0,5,3.33,20,13.33,4,2.67,3,2.0,30,20.0,49,32.67,21059
21,60,139,34,24.46,11,7.91,16,11.51,3,2.16,3,2.16,34,24.46,38,27.34,21060
21,61,139,31,22.3,7,5.04,22,15.83,2,1.44,3,2.16,30,21.58,44,31.65,21061
21,62,124,20,16.13,7,5.65,22,17.74,4,3.23,1,0.81,22,17.74,48,38.71,21062
21,63,116,22,18.97,11,9.48,11,9.48,4,3.45,5,4.31,16,13.79,47,40.52,21063
21,64,69,14,20.29,5,7.25,12,17.39,1,1.45,2,2.9,15,21.74,20,28.99,21064
21,65,231,51,22.08,10,4.33,28,12.12,4,1.73,6,2.6,54,23.38,78,33.77,21065
21,66,101,25,24.75,5,4.95,11,10.89,3,2.97,3,2.97,20,19.8,34,33.66,21066
21,67,121,33,27.27,6,4.96,23,19.01,0,0.0,2,1.65,22,18.18,35,28.93,21067
21,68,135,27,20.0,10,7.41,24,17.78,1,0.74,0,0.0,32,23.7,41,30.37,21068
21,69,102,22,21.57,1,0.98,14,13.73,2,1.96,2,1.96,24,23.53,37,36.27,21069
21,70,117,21,17.95,5,4.27,19,16.24,8,6.84,0,0.0,21,17.95,43,36.75,21070
21,71,116,31,26.72,9,7.76,15,12.93,2,1.72,2,1.72,25,21.55,32,27.59,21071
21,72,143,22,15.38,9,6.29,23,16.08,5,3.5,0,0.0,26,18.18,58,40.56,21072
21,73,129,22,17.05,7,5.43,19,14.73,2,1.55,3,2.33,45,34.88,31,24.03,21073
21,74,45,11,24.44,5,11.11,7,15.56,1,2.22,0,0.0,9,20.0,12,26.67,21074
22,1,70,50,71.43,4,5.71,2,2.86,3,4.29,4,5.71,3,4.29,4,5.71,22001
22,2,66,54,81.82,2,3.03,1,1.52,2,3.03,3,4.55,1,1.52,3,4.55,22002
22,3,121,103,85.12,3,2.48,1,0.83,3,2.48,5,4.13,4,3.31,2,1.65,22003
22,4,83,67,80.72,7,8.43,1,1.2,2,2.41,3,3.61,1,1.2,2,2.41,22004
22,5,114,90,78.95,5,4.39,1,0.88,4,3.51,9,7.89,2,1.75,3,2.63,22005
22,6,101,87,86.14,6,5.94,2,1.98,2,1.98,1,0.99,0,0.0,3,2.97,22006
22,7,99,28,28.28,9,9.09,16,16.16,4,4.04,2,2.02,13,13.13,27,27.27,22007
22,8,59,45,76.27,2,3.39,5,8.47,3,5.08,0,0.0,0,0.0,4,6.78,22008
22,9,94,78,82.98,3,3.19,6,6.38,1,1.06,2,2.13,1,1.06,3,3.19,22009
22,10,111,91,81.98,5,4.5,5,4.5,2,1.8,5,4.5,0,0.0,3,2.7,22010
22,11,84,67,79.76,3,3.57,5,5.95,4,4.76,3,3.57,0,0.0,2,2.38,22011
22,12,85,69,81.18,6,7.06,3,3.53,1,1.18,5,5.88,0,0.0,1,1.18,22012
22,13,120,86,71.67,9,7.5,5,4.17,4,3.33,6,5.0,4,3.33,6,5.0,22013
22,14,52,36,69.23,3,5.77,5,9.62,0,0.0,2,3.85,2,3.85,4,7.69,22014
22,15,58,43,74.14,2,3.45,6,10.34,1,1.72,2,3.45,1,1.72,3,5.17,22015
22,16,116,97,83.62,9,7.76,3,2.59,2,1.72,5,4.31,0,0.0,0,0.0,22016
22,17,110,92,83.64,7,6.36,3,2.73,2,1.82,1,0.91,2,1.82,3,2.73,22017
22,18,111,86,77.48,7,6.31,3,2.7,4,3.6,2,1.8,2,1.8,7,6.31,22018
22,19,52,9,17.31,7,13.46,5,9.62,2,3.85,0,0.0,7,13.46,22,42.31,22019
22,20,113,99,87.61,5,4.42,3,2.65,1,0.88,3,2.65,0,0.0,2,1.77,22020
22,21,98,43,43.88,6,6.12,6,6.12,1,1.02,2,2.04,18,18.37,22,22.45,22021
22,22,63,50,79.37,1,1.59,4,6.35,2,3.17,1,1.59,1,1.59,4,6.35,22022
22,23,133,101,75.94,7,5.26,3,2.26,2,1.5,10,7.52,5,3.76,5,3.76,22023
22,24,77,66,85.71,1,1.3,6,7.79,1,1.3,2,2.6,0,0.0,1,1.3,22024
22,25,87,68,78.16,5,5.75,5,5.75,0,0.0,3,3.45,3,3.45,3,3.45,22025
22,26,82,68,82.93,7,8.54,3,3.66,0,0.0,1,1.22,0,0.0,3,3.66,22026
22,27,120,95,79.17,4,3.33,9,7.5,4,3.33,5,4.17,1,0.83,2,1.67,22027
22,28,61,55,90.16,2,3.28,1,1.64,1,1.64,0,0.0,2,3.28,0,0.0,22028
22,29,60,52,86.67,0,0.0,3,5.0,0,0.0,3,5.0,0,0.0,2,3.33,22029
23,1,172,35,20.35,56,32.56,31,18.02,8,4.65,36,20.93,1,0.58,5,2.91,23001
23,2,224,47,20.98,90,40.18,26,11.61,3,1.34,43,19.2,5,2.23,10,4.46,23002
23,3,155,28,18.06,55,35.48,18,11.61,5,3.23,40,25.81,2,1.29,7,4.52,23003
23,4,160,34,21.25,47,29.38,20,12.5,6,3.75,40,25.0,5,3.13,8,5.0,23004
23,5,128,65,50.78,15,11.72,4,3.13,4,3.13,35,27.34,2,1.56,3,2.34,23005
23,6,175,57,32.57,47,26.86,13,7.43,3,1.71,50,28.57,0,0.0,5,2.86,23006
23,7,167,40,23.95,48,28.74,13,7.78,7,4.19,55,32.93,1,0.6,3,1.8,23007
23,8,148,43,29.05,49,33.11,11,7.43,3,2.03,40,27.03,0,0.0,2,1.35,23008
23,9,175,99,56.57,19,10.86,14,8.0,0,0.0,33,18.86,3,1.71,7,4.0,23009
23,10,219,80,36.53,88,40.18,11,5.02,3,1.37,27,12.33,4,1.83,6,2.74,23010
23,11,189,31,16.4,65,34.39,23,12.17,6,3.17,49,25.93,6,3.17,9,4.76,23011
23,12,165,35,21.21,48,29.09,18,10.91,4,2.42,51,30.91,1,0.61,8,4.85,23012
23,13,191,43,22.51,58,30.37,31,16.23,9,4.71,40,20.94,4,2.09,6,3.14,23013
23,14,136,27,19.85,49,36.03,16,11.76,3,2.21,34,25.0,0,0.0,7,5.15,23014
23,15,135,29,21.48,35,25.93,21,15.56,2,1.48,41,30.37,2,1.48,5,3.7,23015
23,16,186,38,20.43,56,30.11,29,15.59,5,2.69,52,27.96,0,0.0,6,3.23,23016
23,17,201,32,15.92,64,31.84,26,12.94,7,3.48,63,31.34,0,0.0,9,4.48,23017
23,18,116,27,23.28,34,29.31,12,10.34,6,5.17,28,24.14,5,4.31,4,3.45,23018
23,19,145,39,26.9,49,33.79,11,7.59,2,1.38,36,24.83,0,0.0,8,5.52,23019
23,20,159,26,16.35,44,27.67,16,10.06,4,2.52,56,35.22,4,2.52,9,5.66,23020
23,21,118,23,19.49,22,18.64,14,11.86,4,3.39,3,2.54,17,14.41,35,29.66,23021
23,22,163,27,16.56,55,33.74,24,14.72,4,2.45,42,25.77,5,3.07,6,3.68,23022
23,23,140,29,20.71,36,25.71,13,9.29,8,5.71,50,35.71,3,2.14,1,0.71,23023
23,24,108,54,50.0,13,12.04,12,11.11,1,0.93,17,15.74,4,3.7,7,6.48,23024
23,25,114,61,53.51,16,14.04,5,4.39,3,2.63,23,20.18,1,0.88,5,4.39,23025
23,26,167,36,21.56,58,34.73,20,11.98,4,2.4,44,26.35,1,0.6,4,2.4,23026
23,27,149,49,32.89,42,28.19,14,9.4,2,1.34,34,22.82,1,0.67,7,4.7,23027
23,28,168,38,22.62,58,34.52,20,11.9,6,3.57,40,23.81,4,2.38,2,1.19,23028
23,29,142,91,64.08,18,12.68,7,4.93,4,2.82,19,13.38,0,0.0,3,2.11,23029
23,30,144,24,16.67,61,42.36,15,10.42,11,7.64,30,20.83,0,0.0,3,2.08,23030
23,31,156,72,46.15,41,26.28,14,8.97,4,2.56,15,9.62,5,3.21,5,3.21,23031
23,32,189,71,37.57,42,22.22,19,10.05,6,3.17,36,19.05,6,3.17,9,4.76,23032
23,33,177,71,40.11,38,21.47,14,7.91,4,2.26,38,21.47,6,3.39,6,3.39,23033
23,34,113,31,27.43,27,23.89,8,7.08,7,6.19,31,27.43,1,0.88,8,7.08,23034
23,35,87,15,17.24,10,11.49,14,16.09,0,0.0,4,4.6,16,18.39,28,32.18,23035
23,36,203,43,21.18,65,32.02,23,11.33,9,4.43,53,26.11,4,1.97,6,2.96,23036
23,37,119,33,27.73,12,10.08,21,17.65,3,2.52,3,2.52,8,6.72,39,32.77,23037
23,38,132,31,23.48,33,25.0,22,16.67,6,4.55,34,25.76,2,1.52,4,3.03,23038
23,39,146,24,16.44,50,34.25,18,12.33,9,6.16,35,23.97,3,2.05,7,4.79,23039
23,40,149,28,18.79,47,31.54,13,8.72,13,8.72,42,28.19,2,1.34,4,2.68,23040
23,41,160,71,44.38,21,13.13,9,5.63,4,2.5,45,28.13,2,1.25,8,5.0,23041
23,42,144,39,27.08,53,36.81,14,9.72,6,4.17,24,16.67,3,2.08,5,3.47,23042
23,43,184,43,23.37,49,26.63,30,16.3,6,3.26,54,29.35,0,0.0,2,1.09,23043
23,44,186,43,23.12,79,42.47,17,9.14,1,0.54,44,23.66,1,0.54,1,0.54,23044
23,45,181,50,27.62,71,39.23,18,9.94,5,2.76,33,18.23,0,0.0,4,2.21,23045
23,46,156,37,23.72,40,25.64,23,14.74,10,6.41,41,26.28,0,0.0,5,3.21,23046
23,47,189,33,17.46,61,32.28,28,14.81,7,3.7,54,28.57,1,0.53,5,2.65,23047
23,48,142,36,25.35,52,36.62,5,3.52,4,2.82,37,26.06,1,0.7,7,4.93,23048
23,49,231,52,22.51,77,33.33,27,11.69,11,4.76,53,22.94,3,1.3,8,3.46,23049
23,50,119,63,52.94,19,15.97,6,5.04,3,2.52,22,18.49,3,2.52,3,2.52,23050
23,51,175,78,44.57,36,20.57,19,10.86,3,1.71,27,15.43,4,2.29,8,4.57,23051
23,52,198,42,21.21,58,29.29,21,10.61,5,2.53,58,29.29,2,1.01,12,6.06,23052
23,53,110,51,46.36,23,20.91,11,10.0,1,0.91,12,10.91,4,3.64,8,7.27,23053
23,54,199,36,18.09,70,35.18,21,10.55,11,5.53,50,25.13,5,2.51,6,3.02,23054
24,1,110,20,18.18,4,3.64,17,15.45,3,2.73,4,3.64,34,30.91,28,25.45,24001
24,2,55,11,20.0,7,12.73,6,10.91,1,1.82,2,3.64,10,18.18,18,32.73,24002
24,3,82,21,25.61,7,8.54,12,14.63,1,1.22,0,0.0,16,19.51,25,30.49,24003
24,4,84,16,19.05,5,5.95,15,17.86,4,4.76,0,0.0,17,20.24,27,32.14,24004
24,5,62,15,24.19,8,12.9,10,16.13,2,3.23,1,1.61,8,12.9,18,29.03,24005
24,6,104,21,20.19,8,7.69,15,14.42,0,0.0,3,2.88,28,26.92,29,27.88,24006
24,7,72,11,15.28,6,8.33,12,16.67,1,1.39,3,4.17,16,22.22,23,31.94,24007
24,8,68,20,29.41,4,5.88,7,10.29,4,5.88,0,0.0,9,13.24,24,35.29,24008
24,9,62,10,16.13,4,6.45,12,19.35,4,6.45,2,3.23,11,17.74,19,30.65,24009
24,10,79,18,22.78,3,3.8,15,18.99,2,2.53,1,1.27,14,17.72,26,32.91,24010
24,11,55,12,21.82,4,7.27,11,20.0,1,1.82,3,5.45,12,21.82,12,21.82,24011
24,12,61,19,31.15,4,6.56,10,16.39,1,1.64,0,0.0,9,14.75,18,29.51,24012
24,13,84,15,17.86,11,13.1,14,16.67,1,1.19,3,3.57,14,16.67,26,30.95,24013
24,14,102,15,14.71,8,7.84,17,16.67,1,0.98,1,0.98,28,27.45,32,31.37,24014
24,15,73,8,10.96,5,6.85,13,17.81,3,4.11,0,0.0,16,21.92,28,38.36,24015
24,16,57,13,22.81,2,3.51,7,12.28,0,0.0,1,1.75,6,10.53,28,49.12,24016
24,17,60,14,23.33,5,8.33,10,16.67,1,1.67,2,3.33,9,15.0,19,31.67,24017
24,18,53,11,20.75,4,7.55,8,15.09,0,0.0,1,1.89,9,16.98,20,37.74,24018
24,19,50,14,28.0,2,4.0,9,18.0,0,0.0,2,4.0,5,10.0,18,36.0,24019
24,20,90,23,25.56,5,5.56,19,21.11,4,4.44,1,1.11,10,11.11,28,31.11,24020
24,21,31,5,16.13,2,6.45,6,19.35,1,3.23,0,0.0,4,12.9,13,41.94,24021
24,22,85,24,28.24,6,7.06,16,18.82,2,2.35,1,1.18,13,15.29,23,27.06,24022
24,23,75,13,17.33,6,8.0,10,13.33,2,2.67,2,2.67,21,28.0,21,28.0,24023
24,24,48,9,18.75,3,6.25,7,14.58,2,4.17,2,4.17,9,18.75,16,33.33,24024
24,25,91,29,31.87,10,10.99,6,6.59,5,5.49,1,1.1,15,16.48,25,27.47,24025
24,26,67,16,23.88,8,11.94,6,8.96,1,1.49,1,1.49,14,20.9,21,31.34,24026
24,27,50,11,22.0,5,10.0,7,14.0,2,4.0,1,2.0,7,14.0,17,34.0,24027
24,28,111,25,22.52,10,9.01,22,19.82,4,3.6,2,1.8,16,14.41,32,28.83,24028
24,29,92,36,39.13,7,7.61,13,14.13,2,2.17,1,1.09,11,11.96,22,23.91,24029
24,30,69,13,18.84,5,7.25,16,23.19,2,2.9,0,0.0,15,21.74,18,26.09,24030
24,31,80,20,25.0,9,11.25,14,17.5,0,0.0,1,1.25,12,15.0,24,30.0,24031
24,32,66,18,27.27,5,7.58,10,15.15,1,1.52,1,1.52,11,16.67,20,30.3,24032
24,33,64,12,18.75,6,9.38,11,17.19,6,9.38,1,1.56,12,18.75,16,25.0,24033
24,34,106,22,20.75,8,7.55,9,8.49,8,7.55,1,0.94,28,26.42,30,28.3,24034
24,35,119,30,25.21,10,8.4,12,10.08,7,5.88,2,1.68,23,19.33,35,29.41,24035
24,36,62,8,12.9,1,1.61,17,27.42,2,3.23,1,1.61,10,16.13,23,37.1,24036
24,37,103,25,24.27,5,4.85,16,15.53,2,1.94,0,0.0,17,16.5,38,36.89,24037
24,38,104,16,15.38,10,9.62,16,15.38,3,2.88,4,3.85,16,15.38,39,37.5,24038
24,39,67,16,23.88,7,10.45,9,13.43,2,2.99,1,1.49,15,22.39,17,25.37,24039
24,40,128,24,18.75,13,10.16,10,7.81,0,0.0,3,2.34,48,37.5,30,23.44,24040
24,41,67,14,20.9,3,4.48,17,25.37,5,7.46,0,0.0,11,16.42,17,25.37,24041
24,42,56,20,35.71,5,8.93,11,19.64,3,5.36,1,1.79,4,7.14,12,21.43,24042
24,43,96,25,26.04,4,4.17,7,7.29,2,2.08,2,2.08,28,29.17,28,29.17,24043
24,44,141,51,36.17,9,6.38,14,9.93,3,2.13,3,2.13,27,19.15,34,24.11,24044
24,45,73,21,28.77,4,5.48,10,13.7,1,1.37,1,1.37,8,10.96,28,38.36,24045
24,46,107,21,19.63,10,9.35,10,9.35,2,1.87,3,2.8,22,20.56,39,36.45,24046
24,47,72,6,8.33,4,5.56,16,22.22,2,2.78,2,2.78,18,25.0,24,33.33,24047
24,48,46,8,17.39,5,10.87,6,13.04,1,2.17,2,4.35,9,19.57,15,32.61,24048
24,49,152,43,28.29,12,7.89,23,15.13,4,2.63,5,3.29,17,11.18,48,31.58,24049
24,50,130,36,27.69,5,3.85,25,19.23,3,2.31,1,0.77,19,14.62,41,31.54,24050
24,51,111,24,21.62,9,8.11,18,16.22,4,3.6,3,2.7,14,12.61,39,35.14,24051
24,52,72,19,26.39,4,5.56,10,13.89,2,2.78,2,2.78,17,23.61,18,25.0,24052
24,53,94,72,76.6,3,3.19,5,5.32,4,4.26,6,6.38,1,1.06,3,3.19,24053
24,54,92,23,25.0,10,10.87,10,10.87,1,1.09,1,1.09,18,19.57,29,31.52,24054
24,55,74,28,37.84,6,8.11,3,4.05,3,4.05,5,6.76,12,16.22,17,22.97,24055
24,56,122,33,27.05,9,7.38,13,10.66,2,1.64,0,0.0,31,25.41,34,27.87,24056
25,1,120,85,70.83,13,10.83,7,5.83,4,3.33,8,6.67,1,0.83,2,1.67,25001
25,2,144,115,79.86,7,4.86,2,1.39,4,2.78,6,4.17,3,2.08,7,4.86,25002
25,3,83,27,32.53,13,15.66,6,7.23,2,2.41,6,7.23,8,9.64,21,25.3,25003
25,4,119,48,40.34,21,17.65,12,10.08,4,3.36,14,11.76,5,4.2,15,12.61,25004
25,5,119,70,58.82,13,10.92,6,5.04,4,3.36,17,14.29,4,3.36,5,4.2,25005
25,6,64,39,60.94,6,9.38,3,4.69,2,3.13,5,7.81,2,3.13,7,10.94,25006
25,7,89,57,64.04,10,11.24,7,7.87,4,4.49,2,2.25,1,1.12,8,8.99,25007
25,8,113,84,74.34,11,9.73,6,5.31,3,2.65,3,2.65,3,2.65,3,2.65,25008
25,9,146,108,73.97,8,5.48,5,3.42,3,2.05,12,8.22,2,1.37,8,5.48,25009
25,10,54,29,53.7,5,9.26,5,9.26,1,1.85,5,9.26,3,5.56,6,11.11,25010
25,11,126,93,73.81,9,7.14,6,4.76,3,2.38,5,3.97,3,2.38,7,5.56,25011
25,12,93,62,66.67,10,10.75,4,4.3,2,2.15,7,7.53,1,1.08,7,7.53,25012
25,13,135,101,74.81,12,8.89,9,6.67,3,2.22,4,2.96,2,1.48,4,2.96,25013
25,14,55,17,30.91,14,25.45,6,10.91,6,10.91,5,9.09,3,5.45,4,7.27,25014
25,15,122,89,72.95,10,8.2,0,0.0,2,1.64,12,9.84,3,2.46,6,4.92,25015
25,16,48,17,35.42,13,27.08,4,8.33,3,6.25,2,4.17,2,4.17,7,14.58,25016
25,17,139,89,64.03,12,8.63,11,7.91,1,0.72,1,0.72,5,3.6,20,14.39,25017
25,18,96,38,39.58,10,10.42,12,12.5,5,5.21,12,12.5,5,5.21,14,14.58,25018
25,19,113,94,83.19,5,4.42,6,5.31,0,0.0,4,3.54,0,0.0,4,3.54,25019
25,20,126,89,70.63,5,3.97,4,3.17,3,2.38,9,7.14,1,0.79,15,11.9,25020
25,21,81,16,19.75,29,35.8,9,11.11,2,2.47,7,8.64,8,9.88,10,12.35,25021
25,22,54,34,62.96,4,7.41,4,7.41,2,3.7,6,11.11,2,3.7,2,3.7,25022
25,23,114,87,76.32,10,8.77,6,5.26,1,0.88,1,0.88,4,3.51,5,4.39,25023
25,24,146,113,77.4,6,4.11,6,4.11,4,2.74,3,2.05,4,2.74,10,6.85,25024
25,25,94,16,17.02,32,34.04,15,15.96,5,5.32,11,11.7,1,1.06,14,14.89,25025
25,26,70,27,38.57,17,24.29,8,11.43,1,1.43,7,10.0,4,5.71,6,8.57,25026
25,27,76,17,22.37,24,31.58,8,10.53,5,6.58,8,10.53,5,6.58,9,11.84,25027
25,28,150,32,21.33,61,40.67,23,15.33,2,1.33,13,8.67,6,4.0,13,8.67,25028
25,29,190,63,33.16,48,25.26,19,10.0,8,4.21,13,6.84,11,5.79,28,14.74,25029
25,30,109,76,69.72,10,9.17,5,4.59,3,2.75,9,8.26,1,0.92,5,4.59,25030
25,31,65,35,53.85,13,20.0,3,4.62,3,4.62,4,6.15,2,3.08,5,7.69,25031
26,1,40,23,57.5,6,15.0,1,2.5,2,5.0,2,5.0,1,2.5,5,12.5,26001
26,2,79,44,55.7,8,10.13,6,7.59,1,1.27,3,3.8,5,6.33,12,15.19,26002
26,3,58,28,48.28,10,17.24,8,13.79,2,3.45,4,6.9,1,1.72,5,8.62,26003
26,4,37,19,51.35,11,29.73,3,8.11,0,0.0,3,8.11,0,0.0,1,2.7,26004
26,5,90,55,61.11,12,13.33,5,5.56,2,2.22,5,5.56,4,4.44,7,7.78,26005
26,6,49,23,46.94,6,12.24,3,6.12,3,6.12,5,10.2,3,6.12,6,12.24,26006
26,7,37,16,43.24,7,18.92,6,16.22,0,0.0,3,8.11,0,0.0,5,13.51,26007
26,8,36,15,41.67,8,22.22,3,8.33,0,0.0,2,5.56,0,0.0,8,22.22,26008
26,9,23,14,60.87,1,4.35,2,8.7,1,4.35,3,13.04,0,0.0,2,8.7,26009
26,10,47,33,70.21,2,4.26,4,8.51,1,2.13,3,6.38,2,4.26,2,4.26,26010
26,11,67,45,67.16,6,8.96,2,2.99,3,4.48,4,5.97,0,0.0,7,10.45,26011
26,12,40,24,60.0,4,10.0,5,12.5,0,0.0,2,5.0,0,0.0,5,12.5,26012
26,13,70,17,24.29,31,44.29,6,8.57,2,2.86,5,7.14,3,4.29,6,8.57,26013
26,14,58,35,60.34,3,5.17,9,15.52,3,5.17,3,5.17,1,1.72,4,6.9,26014
26,15,55,38,69.09,5,9.09,3,5.45,1,1.82,3,5.45,2,3.64,3,5.45,26015
26,16,46,28,60.87,7,15.22,4,8.7,2,4.35,0,0.0,1,2.17,4,8.7,26016
26,17,43,8,18.6,12,27.91,0,0.0,1,2.33,5,11.63,1,2.33,16,37.21,26017
26,18,35,22,62.86,3,8.57,1,2.86,0,0.0,2,5.71,1,2.86,6,17.14,26018
26,19,117,48,41.03,30,25.64,11,9.4,7,5.98,7,5.98,2,1.71,12,10.26,26019
26,20,69,39,56.52,9,13.04,10,14.49,2,2.9,3,4.35,1,1.45,5,7.25,26020
26,21,50,30,60.0,2,4.0,6,12.0,2,4.0,2,4.0,2,4.0,6,12.0,26021
26,22,37,19,51.35,3,8.11,1,2.7,1,2.7,3,8.11,2,5.41,8,21.62,26022
26,23,43,31,72.09,1,2.33,4,9.3,1,2.33,2,4.65,1,2.33,3,6.98,26023
26,24,37,13,35.14,7,18.92,1,2.7,0,0.0,8,21.62,1,2.7,7,18.92,26024
26,25,37,25,67.57,3,8.11,2,5.41,1,2.7,3,8.11,2,5.41,1,2.7,26025
26,26,33,17,51.52,9,27.27,1,3.03,1,3.03,0,0.0,0,0.0,5,15.15,26026
26,27,74,42,56.76,9,12.16,7,9.46,4,5.41,4,5.41,1,1.35,7,9.46,26027
26,28,53,29,54.72,8,15.09,5,9.43,0,0.0,1,1.89,5,9.43,5,9.43,26028
26,29,55,35,63.64,6,10.91,3,5.45,2,3.64,3,5.45,2,3.64,4,7.27,26029
26,30,41,20,48.78,1,2.44,1,2.44,5,12.2,0,0.0,8,19.51,6,14.63,26030
26,31,62,33,53.23,10,16.13,8,12.9,3,4.84,2,3.23,1,1.61,5,8.06,26031
26,32,56,19,33.93,14,25.0,6,10.71,3,5.36,3,5.36,3,5.36,8,14.29,26032
26,33,22,4,18.18,3,13.64,2,9.09,1,4.55,6,27.27,1,4.55,5,22.73,26033
26,34,69,29,42.03,10,14.49,10,14.49,4,5.8,2,2.9,2,2.9,12,17.39,26034
26,35,76,26,34.21,18,23.68,9,11.84,2,2.63,4,5.26,3,3.95,14,18.42,26035
26,36,49,29,59.18,4,8.16,3,6.12,1,2.04,3,6.12,3,6.12,6,12.24,26036
26,37,39,30,76.92,2,5.13,1,2.56,0,0.0,1,2.56,0,0.0,5,12.82,26037
26,38,39,20,51.28,5,12.82,5,12.82,0,0.0,1,2.56,2,5.13,6,15.38,26038
26,39,46,28,60.87,2,4.35,6,13.04,3,6.52,3,6.52,3,6.52,1,2.17,26039
26,40,36,20,55.56,5,13.89,4,11.11,1,2.78,1,2.78,2,5.56,3,8.33,26040
26,41,64,45,70.31,7,10.94,2,3.13,1,1.56,3,4.69,2,3.13,4,6.25,26041
26,42,32,14,43.75,4,12.5,2,6.25,2,6.25,4,12.5,2,6.25,4,12.5,26042
26,43,53,37,69.81,3,5.66,4,7.55,3,5.66,2,3.77,1,1.89,3,5.66,26043
26,44,40,20,50.0,4,10.0,1,2.5,3,7.5,2,5.0,5,12.5,5,12.5,26044
26,45,69,35,50.72,7,10.14,7,10.14,1,1.45,1,1.45,6,8.7,12,17.39,26045
26,46,82,22,26.83,23,28.05,13,15.85,1,1.22,8,9.76,1,1.22,14,17.07,26046
26,47,25,16,64.0,1,4.0,2,8.0,0,0.0,1,4.0,4,16.0,1,4.0,26047
26,48,76,37,48.68,7,9.21,6,7.89,2,2.63,8,10.53,5,6.58,11,14.47,26048
26,49,35,21,60.0,1,2.86,5,14.29,1,2.86,2,5.71,1,2.86,4,11.43,26049
26,50,30,9,30.0,8,26.67,1,3.33,0,0.0,3,10.0,0,0.0,9,30.0,26050
