ward,precinct,total,Robert Enriquez,Robert Enriquez Percent,Jesse White,Jesse White Percent,Josh Hanson,Josh Hanson Percent,precinct_id
1,46,319,37,11.6,266,83.39,16,5.02,01046
1,47,275,47,17.09,216,78.55,12,4.36,01047
1,48,190,28,14.74,152,80.0,10,5.26,01048
1,49,171,18,10.53,142,83.04,11,6.43,01049
1,50,181,17,9.39,158,87.29,6,3.31,01050
2,1,753,142,18.86,588,78.09,23,3.05,02001
2,2,86,3,3.49,82,95.35,1,1.16,02002
2,3,394,55,13.96,323,81.98,16,4.06,02003
2,4,263,5,1.9,255,96.96,3,1.14,02004
2,5,295,13,4.41,277,93.9,5,1.69,02005
2,6,549,140,25.5,388,70.67,21,3.83,02006
2,7,352,6,1.7,343,97.44,3,0.85,02007
2,8,463,63,13.61,391,84.45,9,1.94,02008
2,9,298,14,4.7,278,93.29,6,2.01,02009
2,10,180,3,1.67,174,96.67,3,1.67,02010
2,11,503,54,10.74,435,86.48,14,2.78,02011
2,12,591,128,21.66,439,74.28,24,4.06,02012
2,13,335,15,4.48,315,94.03,5,1.49,02013
2,14,363,13,3.58,348,95.87,2,0.55,02014
2,15,180,3,1.67,176,97.78,1,0.56,02015
2,16,528,134,25.38,373,70.64,21,3.98,02016
2,17,254,4,1.57,248,97.64,2,0.79,02017
2,18,395,75,18.99,310,78.48,10,2.53,02018
2,19,588,132,22.45,433,73.64,23,3.91,02019
2,20,466,22,4.72,437,93.78,7,1.5,02020
2,21,356,24,6.74,330,92.7,2,0.56,02021
2,22,528,59,11.17,462,87.5,7,1.33,02022
2,23,212,15,7.08,193,91.04,4,1.89,02023
2,24,233,38,16.31,188,80.69,7,3.0,02024
2,25,455,43,9.45,403,88.57,9,1.98,02025
2,26,356,44,12.36,304,85.39,8,2.25,02026
2,27,243,6,2.47,236,97.12,1,0.41,02027
2,28,278,45,16.19,222,79.86,11,3.96,02028
2,29,189,12,6.35,175,92.59,2,1.06,02029
2,30,459,99,21.57,351,76.47,9,1.96,02030
2,31,304,8,2.63,295,97.04,1,0.33,02031
2,32,182,20,10.99,160,87.91,2,1.1,02032
2,33,202,2,0.99,200,99.01,0,0.0,02033
2,34,242,8,3.31,232,95.87,2,0.83,02034
2,35,92,12,13.04,78,84.78,2,2.17,02035
2,36,565,74,13.1,477,84.42,14,2.48,02036
2,37,309,52,16.83,254,82.2,3,0.97,02037
2,38,607,126,20.76,464,76.44,17,2.8,02038
2,39,338,31,9.17,301,89.05,6,1.78,02039
2,40,760,120,15.79,618,81.32,22,2.89,02040
2,41,171,0,0.0,169,98.83,2,1.17,02041
2,42,174,5,2.87,168,96.55,1,0.57,02042
2,43,424,42,9.91,374,88.21,8,1.89,02043
2,44,223,9,4.04,210,94.17,4,1.79,02044
2,45,303,13,4.29,282,93.07,8,2.64,02045
2,46,404,7,1.73,387,95.79,10,2.48,02046
2,47,213,1,0.47,211,99.06,1,0.47,02047
2,48,177,0,0.0,176,99.44,1,0.56,02048
2,49,340,48,14.12,273,80.29,19,5.59,02049
2,50,218,30,13.76,179,82.11,9,4.13,02050
2,51,228,3,1.32,223,97.81,2,0.88,02051
2,52,352,8,2.27,337,95.74,7,1.99,02052
2,53,343,49,14.29,288,83.97,6,1.75,02053
2,54,447,54,12.08,368,82.33,25,5.59,02054
2,55,209,37,17.7,160,76.56,12,5.74,02055
2,56,269,8,2.97,257,95.54,4,1.49,02056
3,1,258,3,1.16,248,96.12,7,2.71,03001
3,2,341,6,1.76,334,97.95,1,0.29,03002
3,3,352,30,8.52,317,90.06,5,1.42,03003
3,4,214,3,1.4,211,98.6,0,0.0,03004
3,5,256,8,3.13,243,94.92,5,1.95,03005
3,6,72,0,0.0,72,100.0,0,0.0,03006
3,7,316,12,3.8,302,95.57,2,0.63,03007
3,8,276,0,0.0,275,99.64,1,0.36,03008
3,9,294,4,1.36,289,98.3,1,0.34,03009
3,10,110,1,0.91,108,98.18,1,0.91,03010
3,11,287,2,0.7,281,97.91,4,1.39,03011
3,12,251,1,0.4,249,99.2,1,0.4,03012
3,13,163,34,20.86,126,77.3,3,1.84,03013
3,14,165,1,0.61,163,98.79,1,0.61,03014
3,15,317,1,0.32,315,99.37,1,0.32,03015
3,16,228,6,2.63,217,95.18,5,2.19,03016
3,17,148,0,0.0,147,99.32,1,0.68,03017
3,18,139,1,0.72,135,97.12,3,2.16,03018
3,19,71,14,19.72,55,77.46,2,2.82,03019
3,20,215,3,1.4,207,96.28,5,2.33,03020
3,21,121,2,1.65,119,98.35,0,0.0,03021
3,22,143,1,0.7,138,96.5,4,2.8,03022
3,23,271,4,1.48,265,97.79,2,0.74,03023
3,24,384,1,0.26,376,97.92,7,1.82,03024
3,25,197,1,0.51,194,98.48,2,1.02,03025
3,26,89,1,1.12,87,97.75,1,1.12,03026
3,27,286,4,1.4,279,97.55,3,1.05,03027
3,28,591,99,16.75,475,80.37,17,2.88,03028
3,29,264,1,0.38,260,98.48,3,1.14,03029
3,30,188,1,0.53,185,98.4,2,1.06,03030
3,31,381,4,1.05,375,98.43,2,0.52,03031
3,32,237,2,0.84,234,98.73,1,0.42,03032
3,33,349,5,1.43,343,98.28,1,0.29,03033
3,34,221,2,0.9,215,97.29,4,1.81,03034
3,35,276,3,1.09,272,98.55,1,0.36,03035
3,36,93,0,0.0,93,100.0,0,0.0,03036
3,37,115,0,0.0,114,99.13,1,0.87,03037
3,38,364,1,0.27,363,99.73,0,0.0,03038
3,39,354,2,0.56,351,99.15,1,0.28,03039
3,40,257,1,0.39,249,96.89,7,2.72,03040
3,41,226,13,5.75,209,92.48,4,1.77,03041
3,42,212,2,0.94,208,98.11,2,0.94,03042
3,43,50,0,0.0,50,100.0,0,0.0,03043
3,44,99,0,0.0,99,100.0,0,0.0,03044
3,45,388,30,7.73,351,90.46,7,1.8,03045
3,46,63,0,0.0,63,100.0,0,0.0,03046
3,47,170,2,1.18,167,98.24,1,0.59,03047
3,48,213,3,1.41,209,98.12,1,0.47,03048
3,49,104,1,0.96,103,99.04,0,0.0,03049
3,50,166,1,0.6,163,98.19,2,1.2,03050
4,1,508,29,5.71,474,93.31,5,0.98,04001
4,2,424,3,0.71,419,98.82,2,0.47,04002
4,3,387,2,0.52,384,99.22,1,0.26,04003
4,4,387,2,0.52,382,98.71,3,0.78,04004
4,5,457,6,1.31,448,98.03,3,0.66,04005
4,6,114,0,0.0,114,100.0,0,0.0,04006
4,7,394,9,2.28,379,96.19,6,1.52,04007
4,8,405,1,0.25,403,99.51,1,0.25,04008
4,9,581,4,0.69,575,98.97,2,0.34,04009
4,10,380,5,1.32,372,97.89,3,0.79,04010
4,11,318,3,0.94,314,98.74,1,0.31,04011
4,12,211,2,0.95,207,98.1,2,0.95,04012
4,13,267,9,3.37,250,93.63,8,3.0,04013
4,14,269,3,1.12,262,97.4,4,1.49,04014
4,15,304,10,3.29,286,94.08,8,2.63,04015
4,16,398,3,0.75,393,98.74,2,0.5,04016
4,17,344,22,6.4,316,91.86,6,1.74,04017
4,18,323,6,1.86,313,96.9,4,1.24,04018
4,19,341,6,1.76,329,96.48,6,1.76,04019
4,20,281,1,0.36,278,98.93,2,0.71,04020
4,21,435,13,2.99,415,95.4,7,1.61,04021
4,22,405,6,1.48,392,96.79,7,1.73,04022
4,23,259,14,5.41,241,93.05,4,1.54,04023
4,24,360,12,3.33,343,95.28,5,1.39,04024
4,25,345,5,1.45,338,97.97,2,0.58,04025
4,26,371,7,1.89,363,97.84,1,0.27,04026
4,27,284,2,0.7,281,98.94,1,0.35,04027
4,28,213,12,5.63,196,92.02,5,2.35,04028
4,29,294,14,4.76,277,94.22,3,1.02,04029
4,30,263,5,1.9,257,97.72,1,0.38,04030
4,31,237,11,4.64,223,94.09,3,1.27,04031
4,32,398,25,6.28,361,90.7,12,3.02,04032
4,33,307,6,1.95,297,96.74,4,1.3,04033
4,34,260,14,5.38,244,93.85,2,0.77,04034
4,35,224,3,1.34,219,97.77,2,0.89,04035
4,36,245,0,0.0,242,98.78,3,1.22,04036
4,37,8,0,0.0,8,100.0,0,0.0,04037
4,38,490,12,2.45,472,96.33,6,1.22,04038
4,39,243,2,0.82,237,97.53,4,1.65,04039
4,40,364,12,3.3,346,95.05,6,1.65,04040
4,41,174,9,5.17,162,93.1,3,1.72,04041
4,42,365,6,1.64,354,96.99,5,1.37,04042
4,43,228,6,2.63,222,97.37,0,0.0,04043
4,44,193,7,3.63,183,94.82,3,1.55,04044
4,45,511,14,2.74,489,95.69,8,1.57,04045
4,46,267,4,1.5,260,97.38,3,1.12,04046
4,47,461,14,3.04,439,95.23,8,1.74,04047
4,48,422,28,6.64,390,92.42,4,0.95,04048
4,49,269,3,1.12,263,97.77,3,1.12,04049
4,50,303,5,1.65,297,98.02,1,0.33,04050
4,51,302,3,0.99,295,97.68,4,1.32,04051
4,52,360,8,2.22,352,97.78,0,0.0,04052
5,1,330,6,1.82,316,95.76,8,2.42,05001
5,2,269,4,1.49,264,98.14,1,0.37,05002
5,3,163,4,2.45,156,95.71,3,1.84,05003
5,4,222,0,0.0,222,100.0,0,0.0,05004
5,5,283,2,0.71,278,98.23,3,1.06,05005
5,6,369,3,0.81,364,98.64,2,0.54,05006
5,7,332,2,0.6,326,98.19,4,1.2,05007
5,8,399,22,5.51,373,93.48,4,1.0,05008
5,9,293,2,0.68,288,98.29,3,1.02,05009
5,10,261,3,1.15,256,98.08,2,0.77,05010
5,11,265,16,6.04,240,90.57,9,3.4,05011
5,12,201,4,1.99,195,97.01,2,1.0,05012
5,13,305,9,2.95,292,95.74,4,1.31,05013
5,14,430,10,2.33,416,96.74,4,0.93,05014
5,15,299,14,4.68,278,92.98,7,2.34,05015
5,16,232,3,1.29,228,98.28,1,0.43,05016
5,17,335,5,1.49,325,97.01,5,1.49,05017
5,18,323,5,1.55,313,96.9,5,1.55,05018
5,19,169,1,0.59,165,97.63,3,1.78,05019
5,20,161,1,0.62,159,98.76,1,0.62,05020
5,21,332,1,0.3,328,98.8,3,0.9,05021
5,22,295,4,1.36,285,96.61,6,2.03,05022
5,23,204,2,0.98,198,97.06,4,1.96,05023
5,24,259,12,4.63,245,94.59,2,0.77,05024
5,25,323,5,1.55,316,97.83,2,0.62,05025
5,26,321,2,0.62,317,98.75,2,0.62,05026
5,27,455,41,9.01,408,89.67,6,1.32,05027
5,28,331,2,0.6,327,98.79,2,0.6,05028
5,29,296,8,2.7,285,96.28,3,1.01,05029
5,30,304,24,7.89,268,88.16,12,3.95,05030
5,31,275,1,0.36,273,99.27,1,0.36,05031
5,32,475,10,2.11,461,97.05,4,0.84,05032
5,33,203,1,0.49,201,99.01,1,0.49,05033
5,34,354,2,0.56,350,98.87,2,0.56,05034
5,35,247,20,8.1,223,90.28,4,1.62,05035
5,36,157,3,1.91,153,97.45,1,0.64,05036
5,37,253,6,2.37,240,94.86,7,2.77,05037
5,38,315,13,4.13,299,94.92,3,0.95,05038
5,39,413,26,6.3,379,91.77,8,1.94,05039
5,40,315,1,0.32,312,99.05,2,0.63,05040
5,41,307,22,7.17,278,90.55,7,2.28,05041
5,42,339,4,1.18,333,98.23,2,0.59,05042
5,43,318,3,0.94,312,98.11,3,0.94,05043
5,44,336,3,0.89,329,97.92,4,1.19,05044
5,45,180,1,0.56,178,98.89,1,0.56,05045
5,46,285,13,4.56,263,92.28,9,3.16,05046
5,47,252,5,1.98,246,97.62,1,0.4,05047
5,48,222,4,1.8,213,95.95,5,2.25,05048
5,49,71,2,2.82,68,95.77,1,1.41,05049
5,50,257,0,0.0,254,98.83,3,1.17,05050
5,51,212,4,1.89,205,96.7,3,1.42,05051
5,52,14,0,0.0,12,85.71,2,14.29,05052
5,53,359,11,3.06,345,96.1,3,0.84,05053
5,54,424,2,0.47,421,99.29,1,0.24,05054
5,55,294,1,0.34,291,98.98,2,0.68,05055
6,1,362,1,0.28,360,99.45,1,0.28,06001
6,2,346,1,0.29,344,99.42,1,0.29,06002
6,3,359,5,1.39,351,97.77,3,0.84,06003
6,4,235,4,1.7,229,97.45,2,0.85,06004
6,5,155,4,2.58,151,97.42,0,0.0,06005
6,6,276,2,0.72,272,98.55,2,0.72,06006
6,7,304,2,0.66,299,98.36,3,0.99,06007
6,8,401,1,0.25,399,99.5,1,0.25,06008
6,9,303,2,0.66,299,98.68,2,0.66,06009
6,10,433,4,0.92,427,98.61,2,0.46,06010
6,11,283,7,2.47,274,96.82,2,0.71,06011
6,12,307,2,0.65,303,98.7,2,0.65,06012
6,13,287,0,0.0,285,99.3,2,0.7,06013
6,14,298,1,0.34,297,99.66,0,0.0,06014
6,15,226,0,0.0,223,98.67,3,1.33,06015
6,16,359,4,1.11,351,97.77,4,1.11,06016
6,17,362,1,0.28,357,98.62,4,1.1,06017
6,18,195,3,1.54,190,97.44,2,1.03,06018
6,19,369,4,1.08,361,97.83,4,1.08,06019
6,20,319,2,0.63,316,99.06,1,0.31,06020
6,21,322,1,0.31,319,99.07,2,0.62,06021
6,22,317,2,0.63,314,99.05,1,0.32,06022
6,23,246,2,0.81,243,98.78,1,0.41,06023
6,24,305,1,0.33,302,99.02,2,0.66,06024
6,25,231,0,0.0,230,99.57,1,0.43,06025
6,26,344,0,0.0,343,99.71,1,0.29,06026
6,27,396,2,0.51,391,98.74,3,0.76,06027
6,28,526,6,1.14,518,98.48,2,0.38,06028
6,29,385,2,0.52,380,98.7,3,0.78,06029
6,30,281,2,0.71,276,98.22,3,1.07,06030
6,31,369,2,0.54,364,98.64,3,0.81,06031
6,32,318,1,0.31,312,98.11,5,1.57,06032
6,33,387,3,0.78,380,98.19,4,1.03,06033
6,34,265,4,1.51,258,97.36,3,1.13,06034
6,35,295,1,0.34,286,96.95,8,2.71,06035
6,36,212,0,0.0,211,99.53,1,0.47,06036
6,37,364,1,0.27,358,98.35,5,1.37,06037
6,38,324,4,1.23,317,97.84,3,0.93,06038
6,39,288,4,1.39,283,98.26,1,0.35,06039
6,40,183,0,0.0,181,98.91,2,1.09,06040
6,41,348,5,1.44,342,98.28,1,0.29,06041
6,42,175,1,0.57,170,97.14,4,2.29,06042
6,43,330,0,0.0,328,99.39,2,0.61,06043
6,44,313,3,0.96,308,98.4,2,0.64,06044
6,45,235,2,0.85,229,97.45,4,1.7,06045
6,46,295,5,1.69,289,97.97,1,0.34,06046
6,47,321,1,0.31,318,99.07,2,0.62,06047
6,48,296,2,0.68,293,98.99,1,0.34,06048
6,49,342,2,0.58,337,98.54,3,0.88,06049
6,50,326,3,0.92,320,98.16,3,0.92,06050
6,51,219,0,0.0,215,98.17,4,1.83,06051
6,52,199,1,0.5,196,98.49,2,1.01,06052
6,53,286,4,1.4,279,97.55,3,1.05,06053
6,54,326,3,0.92,320,98.16,3,0.92,06054
6,55,280,3,1.07,276,98.57,1,0.36,06055
6,56,224,0,0.0,224,100.0,0,0.0,06056
6,57,188,0,0.0,188,100.0,0,0.0,06057
6,58,322,8,2.48,311,96.58,3,0.93,06058
6,59,313,2,0.64,309,98.72,2,0.64,06059
6,60,200,2,1.0,198,99.0,0,0.0,06060
6,61,174,0,0.0,171,98.28,3,1.72,06061
6,62,284,1,0.35,281,98.94,2,0.7,06062
6,63,271,3,1.11,264,97.42,4,1.48,06063
6,64,358,3,0.84,349,97.49,6,1.68,06064
7,1,479,3,0.63,473,98.75,3,0.63,07001
7,2,327,5,1.53,318,97.25,4,1.22,07002
7,3,198,3,1.52,193,97.47,2,1.01,07003
7,4,228,6,2.63,218,95.61,4,1.75,07004
7,5,242,5,2.07,236,97.52,1,0.41,07005
7,6,226,5,2.21,220,97.35,1,0.44,07006
7,7,196,1,0.51,194,98.98,1,0.51,07007
7,8,85,3,3.53,82,96.47,0,0.0,07008
7,9,257,4,1.56,252,98.05,1,0.39,07009
7,10,196,0,0.0,187,95.41,9,4.59,07010
7,11,307,0,0.0,303,98.7,4,1.3,07011
7,12,218,5,2.29,210,96.33,3,1.38,07012
7,13,193,0,0.0,191,98.96,2,1.04,07013
7,14,318,6,1.89,309,97.17,3,0.94,07014
7,15,185,2,1.08,182,98.38,1,0.54,07015
7,16,192,1,0.52,187,97.4,4,2.08,07016
7,17,141,2,1.42,138,97.87,1,0.71,07017
7,18,176,5,2.84,170,96.59,1,0.57,07018
7,19,404,5,1.24,396,98.02,3,0.74,07019
7,20,136,3,2.21,132,97.06,1,0.74,07020
7,21,290,5,1.72,282,97.24,3,1.03,07021
7,22,207,6,2.9,199,96.14,2,0.97,07022
7,23,302,1,0.33,299,99.01,2,0.66,07023
7,24,249,0,0.0,247,99.2,2,0.8,07024
7,25,342,4,1.17,337,98.54,1,0.29,07025
7,26,339,4,1.18,331,97.64,4,1.18,07026
7,27,392,2,0.51,385,98.21,5,1.28,07027
7,28,313,3,0.96,308,98.4,2,0.64,07028
7,29,255,3,1.18,249,97.65,3,1.18,07029
7,30,297,0,0.0,297,100.0,0,0.0,07030
7,31,265,0,0.0,259,97.74,6,2.26,07031
7,32,200,13,6.5,185,92.5,2,1.0,07032
7,33,206,2,0.97,202,98.06,2,0.97,07033
7,34,257,1,0.39,254,98.83,2,0.78,07034
7,35,334,5,1.5,322,96.41,7,2.1,07035
7,36,293,1,0.34,290,98.98,2,0.68,07036
7,37,150,0,0.0,148,98.67,2,1.33,07037
7,38,209,0,0.0,208,99.52,1,0.48,07038
7,39,257,1,0.39,254,98.83,2,0.78,07039
7,40,344,6,1.74,333,96.8,5,1.45,07040
7,41,223,3,1.35,218,97.76,2,0.9,07041
7,42,411,2,0.49,406,98.78,3,0.73,07042
7,43,302,5,1.66,297,98.34,0,0.0,07043
7,44,431,9,2.09,417,96.75,5,1.16,07044
7,45,382,2,0.52,374,97.91,6,1.57,07045
7,46,152,1,0.66,147,96.71,4,2.63,07046
7,47,256,3,1.17,253,98.83,0,0.0,07047
7,48,233,1,0.43,231,99.14,1,0.43,07048
7,49,144,3,2.08,139,96.53,2,1.39,07049
7,50,193,2,1.04,190,98.45,1,0.52,07050
7,51,460,2,0.43,454,98.7,4,0.87,07051
7,52,208,2,0.96,201,96.63,5,2.4,07052
7,53,221,2,0.9,217,98.19,2,0.9,07053
7,54,124,7,5.65,117,94.35,0,0.0,07054
7,55,236,2,0.85,233,98.73,1,0.42,07055
7,56,254,2,0.79,249,98.03,3,1.18,07056
7,57,201,5,2.49,192,95.52,4,1.99,07057
7,58,308,2,0.65,302,98.05,4,1.3,07058
7,59,151,2,1.32,149,98.68,0,0.0,07059
7,60,194,0,0.0,194,100.0,0,0.0,07060
7,61,243,1,0.41,240,98.77,2,0.82,07061
8,1,320,4,1.25,315,98.44,1,0.31,08001
8,2,159,1,0.63,157,98.74,1,0.63,08002
8,3,375,3,0.8,369,98.4,3,0.8,08003
8,4,297,3,1.01,294,98.99,0,0.0,08004
8,5,339,2,0.59,331,97.64,6,1.77,08005
8,6,309,3,0.97,304,98.38,2,0.65,08006
8,7,273,0,0.0,271,99.27,2,0.73,08007
8,8,355,1,0.28,351,98.87,3,0.85,08008
8,9,377,0,0.0,375,99.47,2,0.53,08009
8,10,405,0,0.0,403,99.51,2,0.49,08010
8,11,317,2,0.63,314,99.05,1,0.32,08011
8,12,296,0,0.0,294,99.32,2,0.68,08012
8,13,252,4,1.59,248,98.41,0,0.0,08013
8,14,206,3,1.46,202,98.06,1,0.49,08014
8,15,236,5,2.12,230,97.46,1,0.42,08015
8,16,317,3,0.95,313,98.74,1,0.32,08016
8,17,267,0,0.0,263,98.5,4,1.5,08017
8,18,178,1,0.56,176,98.88,1,0.56,08018
8,19,365,3,0.82,358,98.08,4,1.1,08019
8,20,225,1,0.44,223,99.11,1,0.44,08020
8,21,230,1,0.43,227,98.7,2,0.87,08021
8,22,259,1,0.39,255,98.46,3,1.16,08022
8,23,264,1,0.38,260,98.48,3,1.14,08023
8,24,305,2,0.66,297,97.38,6,1.97,08024
8,25,293,4,1.37,285,97.27,4,1.37,08025
8,26,200,1,0.5,195,97.5,4,2.0,08026
8,27,338,1,0.3,332,98.22,5,1.48,08027
8,28,250,1,0.4,248,99.2,1,0.4,08028
8,29,324,0,0.0,322,99.38,2,0.62,08029
8,30,260,4,1.54,254,97.69,2,0.77,08030
8,31,215,1,0.47,214,99.53,0,0.0,08031
8,32,439,7,1.59,428,97.49,4,0.91,08032
8,33,269,0,0.0,268,99.63,1,0.37,08033
8,34,383,3,0.78,377,98.43,3,0.78,08034
8,35,350,4,1.14,338,96.57,8,2.29,08035
8,36,268,1,0.37,266,99.25,1,0.37,08036
8,37,355,1,0.28,350,98.59,4,1.13,08037
8,38,307,6,1.95,298,97.07,3,0.98,08038
8,39,307,1,0.33,304,99.02,2,0.65,08039
8,40,258,4,1.55,253,98.06,1,0.39,08040
8,41,233,3,1.29,230,98.71,0,0.0,08041
8,42,309,2,0.65,306,99.03,1,0.32,08042
8,43,248,2,0.81,245,98.79,1,0.4,08043
8,44,232,8,3.45,222,95.69,2,0.86,08044
8,45,237,1,0.42,233,98.31,3,1.27,08045
8,46,256,2,0.78,252,98.44,2,0.78,08046
8,47,302,2,0.66,296,98.01,4,1.32,08047
8,48,259,5,1.93,253,97.68,1,0.39,08048
8,49,393,3,0.76,387,98.47,3,0.76,08049
8,50,318,3,0.94,314,98.74,1,0.31,08050
8,51,390,1,0.26,382,97.95,7,1.79,08051
8,52,296,0,0.0,296,100.0,0,0.0,08052
8,53,336,1,0.3,330,98.21,5,1.49,08053
8,54,310,4,1.29,305,98.39,1,0.32,08054
8,55,289,2,0.69,282,97.58,5,1.73,08055
8,56,336,2,0.6,328,97.62,6,1.79,08056
8,57,273,3,1.1,266,97.44,4,1.47,08057
8,58,311,0,0.0,310,99.68,1,0.32,08058
8,59,187,1,0.53,186,99.47,0,0.0,08059
8,60,272,4,1.47,266,97.79,2,0.74,08060
8,61,231,5,2.16,225,97.4,1,0.43,08061
8,62,256,3,1.17,251,98.05,2,0.78,08062
8,63,308,0,0.0,302,98.05,6,1.95,08063
8,64,275,2,0.73,272,98.91,1,0.36,08064
8,65,200,3,1.5,195,97.5,2,1.0,08065
8,66,453,5,1.1,443,97.79,5,1.1,08066
8,67,208,1,0.48,206,99.04,1,0.48,08067
8,68,192,1,0.52,190,98.96,1,0.52,08068
8,69,189,3,1.59,182,96.3,4,2.12,08069
8,70,372,5,1.34,364,97.85,3,0.81,08070
9,1,350,1,0.29,346,98.86,3,0.86,09001
9,2,353,3,0.85,345,97.73,5,1.42,09002
9,3,129,0,0.0,129,100.0,0,0.0,09003
9,4,296,2,0.68,292,98.65,2,0.68,09004
9,5,376,5,1.33,366,97.34,5,1.33,09005
9,6,367,1,0.27,357,97.28,9,2.45,09006
9,7,251,1,0.4,246,98.01,4,1.59,09007
9,8,334,8,2.4,319,95.51,7,2.1,09008
9,9,375,5,1.33,368,98.13,2,0.53,09009
9,10,312,3,0.96,306,98.08,3,0.96,09010
9,11,233,1,0.43,227,97.42,5,2.15,09011
9,12,294,1,0.34,290,98.64,3,1.02,09012
9,13,342,2,0.58,339,99.12,1,0.29,09013
9,14,429,4,0.93,424,98.83,1,0.23,09014
9,15,276,2,0.72,274,99.28,0,0.0,09015
9,16,241,0,0.0,241,100.0,0,0.0,09016
9,17,300,1,0.33,296,98.67,3,1.0,09017
9,18,311,1,0.32,307,98.71,3,0.96,09018
9,19,305,2,0.66,301,98.69,2,0.66,09019
9,20,332,4,1.2,324,97.59,4,1.2,09020
9,21,321,2,0.62,318,99.07,1,0.31,09021
9,22,368,2,0.54,364,98.91,2,0.54,09022
9,23,235,2,0.85,229,97.45,4,1.7,09023
9,24,142,5,3.52,136,95.77,1,0.7,09024
9,25,237,24,10.13,206,86.92,7,2.95,09025
9,26,229,1,0.44,227,99.13,1,0.44,09026
9,27,299,4,1.34,294,98.33,1,0.33,09027
9,28,147,8,5.44,136,92.52,3,2.04,09028
9,29,268,3,1.12,264,98.51,1,0.37,09029
9,30,308,3,0.97,300,97.4,5,1.62,09030
9,31,245,1,0.41,243,99.18,1,0.41,09031
9,32,282,3,1.06,275,97.52,4,1.42,09032
9,33,275,1,0.36,274,99.64,0,0.0,09033
9,34,249,1,0.4,247,99.2,1,0.4,09034
9,35,342,4,1.17,336,98.25,2,0.58,09035
9,36,365,2,0.55,360,98.63,3,0.82,09036
9,37,255,22,8.63,228,89.41,5,1.96,09037
9,38,316,4,1.27,310,98.1,2,0.63,09038
9,39,372,2,0.54,365,98.12,5,1.34,09039
9,40,333,3,0.9,326,97.9,4,1.2,09040
9,41,344,6,1.74,335,97.38,3,0.87,09041
9,42,147,1,0.68,146,99.32,0,0.0,09042
9,43,205,3,1.46,200,97.56,2,0.98,09043
9,44,224,2,0.89,221,98.66,1,0.45,09044
9,45,284,4,1.41,275,96.83,5,1.76,09045
9,46,247,1,0.4,244,98.79,2,0.81,09046
9,47,355,2,0.56,349,98.31,4,1.13,09047
9,48,327,4,1.22,320,97.86,3,0.92,09048
9,49,203,2,0.99,200,98.52,1,0.49,09049
9,50,298,0,0.0,294,98.66,4,1.34,09050
9,51,171,3,1.75,163,95.32,5,2.92,09051
9,52,329,1,0.3,323,98.18,5,1.52,09052
9,53,172,2,1.16,165,95.93,5,2.91,09053
10,1,240,7,2.92,229,95.42,4,1.67,10001
10,2,169,31,18.34,133,78.7,5,2.96,10002
