ward,precinct,total,Angel Garcia,Angel Garcia Percent,precinct_id
6,27,389,2,0.51,06027
6,28,521,8,1.54,06028
6,29,380,5,1.32,06029
6,30,271,13,4.8,06030
6,31,361,4,1.11,06031
6,32,316,4,1.27,06032
6,33,378,5,1.32,06033
6,34,261,5,1.92,06034
6,35,290,5,1.72,06035
6,36,206,5,2.43,06036
6,37,360,4,1.11,06037
6,38,317,4,1.26,06038
6,39,281,11,3.91,06039
6,40,180,3,1.67,06040
6,41,346,4,1.16,06041
6,42,171,4,2.34,06042
6,43,322,3,0.93,06043
6,44,308,2,0.65,06044
6,45,233,4,1.72,06045
6,46,287,5,1.74,06046
6,47,318,4,1.26,06047
6,48,285,5,1.75,06048
6,49,329,8,2.43,06049
6,50,322,6,1.86,06050
6,51,217,7,3.23,06051
6,52,199,3,1.51,06052
6,53,285,5,1.75,06053
6,54,319,4,1.25,06054
6,55,269,3,1.12,06055
6,56,217,3,1.38,06056
6,57,177,2,1.13,06057
6,58,310,4,1.29,06058
6,59,308,5,1.62,06059
6,60,192,4,2.08,06060
6,61,174,2,1.15,06061
6,62,283,2,0.71,06062
6,63,263,1,0.38,06063
6,64,351,9,2.56,06064
7,1,468,6,1.28,07001
7,2,321,6,1.87,07002
7,3,195,4,2.05,07003
7,4,224,17,7.59,07004
7,5,236,15,6.36,07005
7,6,222,5,2.25,07006
7,7,196,3,1.53,07007
7,8,81,2,2.47,07008
7,9,252,9,3.57,07009
7,10,189,1,0.53,07010
7,11,302,8,2.65,07011
7,12,216,11,5.09,07012
7,13,187,1,0.53,07013
7,14,312,5,1.6,07014
7,15,177,4,2.26,07015
7,16,194,5,2.58,07016
7,17,137,2,1.46,07017
7,18,172,4,2.33,07018
7,19,395,10,2.53,07019
7,20,134,2,1.49,07020
7,21,286,9,3.15,07021
7,22,198,9,4.55,07022
7,23,291,4,1.37,07023
7,24,241,5,2.07,07024
7,25,331,5,1.51,07025
7,26,327,9,2.75,07026
7,27,383,3,0.78,07027
7,28,308,13,4.22,07028
7,29,250,4,1.6,07029
7,30,295,6,2.03,07030
7,31,263,2,0.76,07031
7,32,196,18,9.18,07032
7,33,199,1,0.5,07033
7,34,256,1,0.39,07034
7,35,330,11,3.33,07035
7,36,290,4,1.38,07036
7,37,147,5,3.4,07037
7,38,208,1,0.48,07038
7,39,252,1,0.4,07039
7,40,343,9,2.62,07040
7,41,219,5,2.28,07041
7,42,397,4,1.01,07042
7,43,297,8,2.69,07043
7,44,417,20,4.8,07044
7,45,375,10,2.67,07045
7,46,136,4,2.94,07046
7,47,249,4,1.61,07047
7,48,228,2,0.88,07048
7,49,142,4,2.82,07049
7,50,192,5,2.6,07050
7,51,456,8,1.75,07051
7,52,199,2,1.01,07052
7,53,220,6,2.73,07053
7,54,117,9,7.69,07054
7,55,227,5,2.2,07055
7,56,249,6,2.41,07056
7,57,202,5,2.48,07057
7,58,303,4,1.32,07058
7,59,146,1,0.68,07059
7,60,186,3,1.61,07060
7,61,237,4,1.69,07061
8,1,315,5,1.59,08001
8,2,154,2,1.3,08002
8,3,370,2,0.54,08003
8,4,284,4,1.41,08004
8,5,332,4,1.2,08005
8,6,305,5,1.64,08006
8,7,259,6,2.32,08007
8,8,344,4,1.16,08008
8,9,370,3,0.81,08009
8,10,401,7,1.75,08010
8,11,308,6,1.95,08011
8,12,287,4,1.39,08012
8,13,249,4,1.61,08013
8,14,195,5,2.56,08014
8,15,228,5,2.19,08015
8,16,318,6,1.89,08016
8,17,264,5,1.89,08017
8,18,171,2,1.17,08018
8,19,361,5,1.39,08019
8,20,219,0,0.0,08020
8,21,223,1,0.45,08021
8,22,257,3,1.17,08022
8,23,256,5,1.95,08023
8,24,300,6,2.0,08024
8,25,290,8,2.76,08025
8,26,192,1,0.52,08026
8,27,335,5,1.49,08027
8,28,242,1,0.41,08028
8,29,304,5,1.64,08029
8,30,259,7,2.7,08030
8,31,206,5,2.43,08031
8,32,428,13,3.04,08032
8,33,257,3,1.17,08033
8,34,370,3,0.81,08034
8,35,339,4,1.18,08035
8,36,259,2,0.77,08036
8,37,350,4,1.14,08037
8,38,302,6,1.99,08038
8,39,304,2,0.66,08039
8,40,255,7,2.75,08040
8,41,226,5,2.21,08041
8,42,297,4,1.35,08042
8,43,236,5,2.12,08043
8,44,227,4,1.76,08044
8,45,231,2,0.87,08045
8,46,251,5,1.99,08046
8,47,295,2,0.68,08047
8,48,252,7,2.78,08048
8,49,374,6,1.6,08049
8,50,310,2,0.65,08050
8,51,380,4,1.05,08051
8,52,289,3,1.04,08052
8,53,325,7,2.15,08053
8,54,295,8,2.71,08054
8,55,281,11,3.91,08055
8,56,315,5,1.59,08056
8,57,264,4,1.52,08057
8,58,304,3,0.99,08058
8,59,183,4,2.19,08059
8,60,269,4,1.49,08060
8,61,224,5,2.23,08061
8,62,250,1,0.4,08062
8,63,307,0,0.0,08063
8,64,269,9,3.35,08064
8,65,198,1,0.51,08065
8,66,437,9,2.06,08066
8,67,207,0,0.0,08067
8,68,187,3,1.6,08068
8,69,186,5,2.69,08069
8,70,363,5,1.38,08070
9,1,345,5,1.45,09001
9,2,341,5,1.47,09002
9,3,125,5,4.0,09003
9,4,288,6,2.08,09004
9,5,359,8,2.23,09005
9,6,364,5,1.37,09006
9,7,241,6,2.49,09007
9,8,328,7,2.13,09008
9,9,361,5,1.39,09009
9,10,301,4,1.33,09010
9,11,229,7,3.06,09011
9,12,286,1,0.35,09012
9,13,334,2,0.6,09013
9,14,417,3,0.72,09014
9,15,266,6,2.26,09015
9,16,238,5,2.1,09016
9,17,289,6,2.08,09017
9,18,302,5,1.66,09018
9,19,302,2,0.66,09019
9,20,325,6,1.85,09020
9,21,313,5,1.6,09021
9,22,360,3,0.83,09022
9,23,221,7,3.17,09023
9,24,142,7,4.93,09024
9,25,229,40,17.47,09025
9,26,229,2,0.87,09026
9,27,290,5,1.72,09027
9,28,142,11,7.75,09028
9,29,250,5,2.0,09029
9,30,305,1,0.33,09030
9,31,238,1,0.42,09031
9,32,278,6,2.16,09032
9,33,271,6,2.21,09033
9,34,241,4,1.66,09034
9,35,338,2,0.59,09035
9,36,353,5,1.42,09036
9,37,250,27,10.8,09037
9,38,305,10,3.28,09038
9,39,367,4,1.09,09039
9,40,328,4,1.22,09040
9,41,336,9,2.68,09041
9,42,143,1,0.7,09042
9,43,195,5,2.56,09043
9,44,217,4,1.84,09044
9,45,273,3,1.1,09045
9,46,242,3,1.24,09046
9,47,342,4,1.17,09047
9,48,318,12,3.77,09048
9,49,192,3,1.56,09049
9,50,289,3,1.04,09050
9,51,160,4,2.5,09051
9,52,322,2,0.62,09052
9,53,168,3,1.79,09053
10,1,228,9,3.95,10001
10,2,166,38,22.89,10002
10,3,229,63,27.51,10003
10,4,162,19,11.73,10004
10,5,187,35,18.72,10005
10,6,258,4,1.55,10006
10,7,56,3,5.36,10007
10,8,222,77,34.68,10008
10,9,213,69,32.39,10009
10,10,224,74,33.04,10010
10,11,211,72,34.12,10011
10,12,168,36,21.43,10012
10,13,186,53,28.49,10013
10,14,223,65,29.15,10014
10,15,102,22,21.57,10015
10,16,220,66,30.0,10016
10,17,186,38,20.43,10017
10,18,159,11,6.92,10018
10,19,265,81,30.57,10019
10,20,168,47,27.98,10020
10,21,218,52,23.85,10021
10,22,162,15,9.26,10022
10,23,166,39,23.49,10023
10,24,207,72,34.78,10024
10,25,237,30,12.66,10025
10,26,186,57,30.65,10026
10,27,238,64,26.89,10027
10,28,196,10,5.1,10028
10,29,228,4,1.75,10029
10,30,200,39,19.5,10030
10,31,196,54,27.55,10031
10,32,201,51,25.37,10032
10,33,203,48,23.65,10033
10,34,190,34,17.89,10034
10,35,191,42,21.99,10035
10,36,253,24,9.49,10036
10,37,161,19,11.8,10037
10,38,244,50,20.49,10038
10,39,191,31,16.23,10039
10,40,182,29,15.93,10040
10,41,258,76,29.46,10041
10,42,215,68,31.63,10042
10,43,117,13,11.11,10043
10,44,197,47,23.86,10044
10,45,137,23,16.79,10045
10,46,203,40,19.7,10046
10,47,170,39,22.94,10047
10,48,177,15,8.47,10048
11,1,308,51,16.56,11001
11,2,227,48,21.15,11002
11,3,183,29,15.85,11003
11,4,263,38,14.45,11004
11,5,166,37,22.29,11005
11,6,292,47,16.1,11006
11,7,219,28,12.79,11007
11,8,231,53,22.94,11008
11,9,147,31,21.09,11009
11,10,134,24,17.91,11010
11,11,398,89,22.36,11011
11,12,255,40,15.69,11012
11,13,228,43,18.86,11013
11,14,209,42,20.1,11014
11,15,188,35,18.62,11015
11,16,279,59,21.15,11016
11,17,314,56,17.83,11017
11,18,191,41,21.47,11018
11,19,221,52,23.53,11019
11,20,188,20,10.64,11020
11,21,226,33,14.6,11021
11,22,203,28,13.79,11022
11,23,174,24,13.79,11023
11,24,405,59,14.57,11024
11,25,244,36,14.75,11025
11,26,287,45,15.68,11026
11,27,238,52,21.85,11027
11,28,171,35,20.47,11028
11,29,253,50,19.76,11029
11,30,230,55,23.91,11030
11,31,176,41,23.3,11031
11,32,180,37,20.56,11032
11,33,149,23,15.44,11033
11,34,157,24,15.29,11034
11,35,332,68,20.48,11035
11,36,69,15,21.74,11036
11,37,311,86,27.65,11037
11,38,324,75,23.15,11038
11,39,348,67,19.25,11039
11,40,153,23,15.03,11040
11,41,125,15,12.0,11041
11,42,182,21,11.54,11042
11,43,255,48,18.82,11043
11,44,255,52,20.39,11044
11,45,121,36,29.75,11045
11,46,149,20,13.42,11046
11,47,214,45,21.03,11047
11,48,100,18,18.0,11048
11,49,207,38,18.36,11049
11,50,124,24,19.35,11050
12,1,111,23,20.72,12001
12,2,136,27,19.85,12002
12,3,163,47,28.83,12003
12,4,110,30,27.27,12004
12,5,122,23,18.85,12005
12,6,101,24,23.76,12006
12,7,212,24,11.32,12007
12,8,277,50,18.05,12008
12,9,136,32,23.53,12009
12,10,163,39,23.93,12010
12,11,227,42,18.5,12011
12,12,136,23,16.91,12012
12,13,243,45,18.52,12013
12,14,166,29,17.47,12014
12,15,111,29,26.13,12015
12,16,135,27,20.0,12016
12,17,190,28,14.74,12017
12,18,172,31,18.02,12018
12,19,228,52,22.81,12019
12,20,165,36,21.82,12020
12,21,175,42,24.0,12021
12,22,127,19,14.96,12022
12,23,176,40,22.73,12023
12,24,204,48,23.53,12024
13,1,265,50,18.87,13001
13,2,184,21,11.41,13002
13,3,290,61,21.03,13003
13,4,384,88,22.92,13004
13,5,264,43,16.29,13005
13,6,251,55,21.91,13006
13,7,233,27,11.59,13007
13,8,282,61,21.63,13008
13,9,283,53,18.73,13009
13,10,222,41,18.47,13010
13,11,248,37,14.92,13011
13,12,218,40,18.35,13012
13,13,300,38,12.67,13013
13,14,247,54,21.86,13014
13,15,323,47,14.55,13015
13,16,295,53,17.97,13016
13,17,273,57,20.88,13017
13,18,204,47,23.04,13018
13,19,328,44,13.41,13019
13,20,236,47,19.92,13020
13,21,306,46,15.03,13021
13,22,219,46,21.0,13022
13,23,223,45,20.18,13023
13,24,237,45,18.99,13024
13,25,227,45,19.82,13025
13,26,257,62,24.12,13026
13,27,269,45,16.73,13027
13,28,192,32,16.67,13028
13,29,230,39,16.96,13029
13,30,302,56,18.54,13030
13,31,255,32,12.55,13031
13,32,281,18,6.41,13032
13,33,235,34,14.47,13033
13,34,340,44,12.94,13034
13,35,264,43,16.29,13035
13,36,126,25,19.84,13036
13,37,258,45,17.44,13037
13,38,276,50,18.12,13038
13,39,229,43,18.78,13039
13,40,277,60,21.66,13040
13,41,216,30,13.89,13041
13,42,232,31,13.36,13042
13,43,258,52,20.16,13043
13,44,284,28,9.86,13044
13,45,321,60,18.69,13045
13,46,260,50,19.23,13046
13,47,266,40,15.04,13047
14,1,97,19,19.59,14001
14,2,180,46,25.56,14002
14,3,198,35,17.68,14003
14,4,167,43,25.75,14004
14,5,220,27,12.27,14005
14,6,180,36,20.0,14006
14,7,165,30,18.18,14007
14,8,127,20,15.75,14008
14,9,206,27,13.11,14009
14,10,193,35,18.13,14010
14,11,151,20,13.25,14011
14,12,164,24,14.63,14012
14,13,201,37,18.41,14013
14,14,154,35,22.73,14014
14,15,199,34,17.09,14015
14,16,196,29,14.8,14016
14,17,173,33,19.08,14017
14,18,172,38,22.09,14018
14,19,244,37,15.16,14019
14,20,152,30,19.74,14020
14,21,190,34,17.89,14021
14,22,204,52,25.49,14022
14,23,210,42,20.0,14023
14,24,135,19,14.07,14024
14,25,181,28,15.47,14025
14,26,190,44,23.16,14026
14,27,254,52,20.47,14027
14,28,191,30,15.71,14028
14,29,228,34,14.91,14029
14,30,163,28,17.18,14030
14,31,182,24,13.19,14031
14,32,132,14,10.61,14032
14,33,126,16,12.7,14033
14,34,145,17,11.72,14034
14,35,166,24,14.46,14035
15,1,142,8,5.63,15001
15,2,163,4,2.45,15002
15,3,164,8,4.88,15003
15,4,180,3,1.67,15004
15,5,183,2,1.09,15005
15,6,205,10,4.88,15006
15,7,202,6,2.97,15007
15,8,271,12,4.43,15008
15,9,212,3,1.42,15009
15,10,139,38,27.34,15010
15,11,220,7,3.18,15011
15,12,123,2,1.63,15012
15,13,149,23,15.44,15013
15,14,223,54,24.22,15014
15,15,177,21,11.86,15015
15,16,136,28,20.59,15016
15,17,193,2,1.04,15017
15,18,153,1,0.65,15018
15,19,167,6,3.59,15019
15,20,118,2,1.69,15020
15,21,185,4,2.16,15021
15,22,228,14,6.14,15022
15,23,137,4,2.92,15023
15,24,189,14,7.41,15024
15,25,180,17,9.44,15025
15,26,170,2,1.18,15026
15,27,179,5,2.79,15027
15,28,204,34,16.67,15028
15,29,98,1,1.02,15029
15,30,229,7,3.06,15030
15,31,161,2,1.24,15031
15,32,193,26,13.47,15032
15,33,160,5,3.13,15033
15,34,170,2,1.18,15034
15,35,226,6,2.65,15035
15,36,163,1,0.61,15036
15,37,148,2,1.35,15037
15,38,154,8,5.19,15038
15,39,180,3,1.67,15039
15,40,180,2,1.11,15040
15,41,277,15,5.42,15041
15,42,118,1,0.85,15042
15,43,153,0,0.0,15043
15,44,210,23,10.95,15044
15,45,89,9,10.11,15045
15,46,119,3,2.52,15046
15,47,229,3,1.31,15047
15,48,164,6,3.66,15048
15,49,143,14,9.79,15049
15,50,194,10,5.15,15050
15,51,138,3,2.17,15051
15,52,149,5,3.36,15052
16,1,123,6,4.88,16001
16,2,138,3,2.17,16002
16,3,179,5,2.79,16003
16,4,140,23,16.43,16004
16,5,169,4,2.37,16005
16,6,77,4,5.19,16006
16,7,176,12,6.82,16007
16,8,180,10,5.56,16008
16,9,246,3,1.22,16009
16,10,290,6,2.07,16010
16,11,219,7,3.2,16011
16,12,128,5,3.91,16012
16,13,146,22,15.07,16013
16,14,188,5,2.66,16014
16,15,221,2,0.9,16015
16,16,210,8,3.81,16016
16,17,139,23,16.55,16017
16,18,211,4,1.9,16018
16,19,225,6,2.67,16019
16,20,160,2,1.25,16020
16,21,168,46,27.38,16021
16,22,164,1,0.61,16022
16,23,154,21,13.64,16023
16,24,104,1,0.96,16024
16,25,130,3,2.31,16025
16,26,195,2,1.03,16026
16,27,285,3,1.05,16027
16,28,219,1,0.46,16028
16,29,161,5,3.11,16029
16,30,167,3,1.8,16030
16,31,236,7,2.97,16031
16,32,162,33,20.37,16032
16,33,142,2,1.41,16033
16,34,171,2,1.17,16034
16,35,204,35,17.16,16035
16,36,181,6,3.31,16036
16,37,129,2,1.55,16037
16,38,135,2,1.48,16038
16,39,180,45,25.0,16039
16,40,192,2,1.04,16040
16,41,88,1,1.14,16041
16,42,145,43,29.66,16042
16,43,198,5,2.53,16043
16,44,200,14,7.0,16044
17,1,134,0,0.0,17001
17,2,240,6,2.5,17002
17,3,161,5,3.11,17003
17,4,335,3,0.9,17004
17,5,193,8,4.15,17005
17,6,177,9,5.08,17006
17,7,267,5,1.87,17007
17,8,170,3,1.76,17008
17,9,146,2,1.37,17009
17,10,223,4,1.79,17010
17,11,242,5,2.07,17011
17,12,320,10,3.13,17012
17,13,163,6,3.68,17013
17,14,214,6,2.8,17014
17,15,283,5,1.77,17015
17,16,181,2,1.1,17016
17,17,182,3,1.65,17017
17,18,249,9,3.61,17018
17,19,106,1,0.94,17019
17,20,201,2,1.0,17020
17,21,288,2,0.69,17021
17,22,254,4,1.57,17022
17,23,158,3,1.9,17023
17,24,258,6,2.33,17024
17,25,154,1,0.65,17025
17,26,298,5,1.68,17026
17,27,291,9,3.09,17027
17,28,196,6,3.06,17028
17,29,242,3,1.24,17029
17,30,267,8,3.0,17030
17,31,202,2,0.99,17031
17,32,270,2,0.74,17032
17,33,186,0,0.0,17033
17,34,193,4,2.07,17034
17,35,140,7,5.0,17035
17,36,121,1,0.83,17036
17,37,190,4,2.11,17037
17,38,202,2,0.99,17038
17,39,179,8,4.47,17039
17,40,196,5,2.55,17040
17,41,180,1,0.56,17041
17,42,199,1,0.5,17042
17,43,166,2,1.2,17043
17,44,148,1,0.68,17044
17,45,133,0,0.0,17045
17,46,201,5,2.49,17046
17,47,126,3,2.38,17047
17,48,235,6,2.55,17048
17,49,147,4,2.72,17049
17,50,226,5,2.21,17050
17,51,273,4,1.47,17051
17,52,309,1,0.32,17052
17,53,224,2,0.89,17053
17,54,251,1,0.4,17054
17,55,216,4,1.85,17055
17,56,240,5,2.08,17056
17,57,250,4,1.6,17057
17,58,197,5,2.54,17058
17,59,142,2,1.41,17059
17,60,299,5,1.67,17060
17,61,212,1,0.47,17061
17,62,170,0,0.0,17062
17,63,175,1,0.57,17063
17,64,158,6,3.8,17064
18,1,152,11,7.24,18001
18,2,315,24,7.62,18002
18,3,214,48,22.43,18003
18,4,343,9,2.62,18004
18,5,269,5,1.86,18005
18,6,254,52,20.47,18006
18,7,266,21,7.89,18007
18,8,118,2,1.69,18008
18,9,326,16,4.91,18009
18,10,466,8,1.72,18010
18,11,302,32,10.6,18011
18,12,368,11,2.99,18012
18,13,365,15,4.11,18013
18,14,363,6,1.65,18014
18,15,161,30,18.63,18015
18,16,371,12,3.23,18016
18,17,295,11,3.73,18017
18,18,271,10,3.69,18018
18,19,359,8,2.23,18019
18,20,303,5,1.65,18020
18,21,448,19,4.24,18021
18,22,407,15,3.69,18022
18,23,283,8,2.83,18023
18,24,332,2,0.6,18024
18,25,316,4,1.27,18025
18,26,252,12,4.76,18026
18,27,294,12,4.08,18027
18,28,270,57,21.11,18028
18,29,331,40,12.08,18029
18,30,263,2,0.76,18030
18,31,296,15,5.07,18031
18,32,391,3,0.77,18032
18,33,268,2,0.75,18033
18,34,405,17,4.2,18034
18,35,380,11,2.89,18035
18,36,211,13,6.16,18036
18,37,268,7,2.61,18037
18,38,344,5,1.45,18038
18,39,291,10,3.44,18039
18,40,364,9,2.47,18040
18,41,278,56,20.14,18041
18,42,235,20,8.51,18042
18,43,217,32,14.75,18043
18,44,205,14,6.83,18044
18,45,329,2,0.61,18045
18,46,298,7,2.35,18046
18,47,274,16,5.84,18047
18,48,166,37,22.29,18048
18,49,213,9,4.23,18049
18,50,281,2,0.71,18050
18,51,367,5,1.36,18051
18,52,333,3,0.9,18052
18,53,199,2,1.01,18053
