ward,precinct,total,Steve Kim,Steve Kim Percent,Lisa Madigan,Lisa Madigan Percent,Bill Malan,Bill Malan Percent,precinct_id
41,18,334,90,26.95,220,65.87,15,4.49,41018
41,19,422,121,28.67,284,67.3,7,1.66,41019
41,20,423,109,25.77,304,71.87,3,0.71,41020
41,21,406,111,27.34,283,69.7,7,1.72,41021
41,22,336,96,28.57,232,69.05,2,0.6,41022
41,23,328,89,27.13,226,68.9,4,1.22,41023
41,24,372,134,36.02,229,61.56,5,1.34,41024
41,25,178,46,25.84,127,71.35,4,2.25,41025
41,26,175,74,42.29,96,54.86,1,0.57,41026
41,27,131,44,33.59,80,61.07,5,3.82,41027
41,28,341,91,26.69,229,67.16,11,3.23,41028
41,29,204,52,25.49,145,71.08,1,0.49,41029
41,30,438,98,22.37,322,73.52,2,0.46,41030
41,31,419,108,25.78,300,71.6,3,0.72,41031
41,32,261,101,38.7,151,57.85,6,2.3,41032
41,33,285,80,28.07,199,69.82,3,1.05,41033
41,34,333,103,30.93,218,65.47,5,1.5,41034
41,35,431,129,29.93,280,64.97,7,1.62,41035
41,36,418,119,28.47,292,69.86,3,0.72,41036
41,37,447,145,32.44,284,63.53,9,2.01,41037
41,38,383,105,27.42,264,68.93,6,1.57,41038
41,39,262,73,27.86,180,68.7,3,1.15,41039
41,40,447,146,32.66,284,63.53,3,0.67,41040
41,41,402,110,27.36,284,70.65,2,0.5,41041
41,42,460,136,29.57,308,66.96,6,1.3,41042
41,43,379,104,27.44,265,69.92,2,0.53,41043
41,44,406,124,30.54,268,66.01,8,1.97,41044
41,45,391,96,24.55,280,71.61,5,1.28,41045
41,46,288,78,27.08,194,67.36,7,2.43,41046
41,47,336,107,31.85,217,64.58,5,1.49,41047
41,48,214,58,27.1,142,66.36,6,2.8,41048
41,49,454,157,34.58,283,62.33,3,0.66,41049
41,50,411,104,25.3,289,70.32,6,1.46,41050
41,51,270,55,20.37,207,76.67,3,1.11,41051
41,52,459,137,29.85,299,65.14,8,1.74,41052
41,53,384,99,25.78,271,70.57,8,2.08,41053
41,54,263,62,23.57,191,72.62,4,1.52,41054
41,55,373,124,33.24,235,63.0,8,2.14,41055
41,56,478,139,29.08,327,68.41,5,1.05,41056
41,57,335,111,33.13,213,63.58,4,1.19,41057
42,1,466,108,23.18,353,75.75,2,0.43,42001
42,2,236,49,20.76,180,76.27,4,1.69,42002
42,3,329,76,23.1,246,74.77,3,0.91,42003
42,4,359,90,25.07,257,71.59,7,1.95,42004
42,5,296,62,20.95,224,75.68,4,1.35,42005
42,6,512,121,23.63,383,74.8,3,0.59,42006
42,7,299,78,26.09,213,71.24,1,0.33,42007
42,8,425,100,23.53,318,74.82,2,0.47,42008
42,9,844,213,25.24,585,69.31,18,2.13,42009
42,10,272,61,22.43,206,75.74,0,0.0,42010
42,11,381,134,35.17,240,62.99,4,1.05,42011
42,12,263,70,26.62,184,69.96,2,0.76,42012
42,13,483,117,24.22,357,73.91,3,0.62,42013
42,14,373,105,28.15,264,70.78,3,0.8,42014
42,15,367,84,22.89,266,72.48,8,2.18,42015
42,16,250,66,26.4,181,72.4,2,0.8,42016
42,17,557,121,21.72,413,74.15,15,2.69,42017
42,18,715,172,24.06,503,70.35,18,2.52,42018
42,19,163,64,39.26,91,55.83,4,2.45,42019
42,20,214,60,28.04,144,67.29,6,2.8,42020
42,21,281,75,26.69,194,69.04,6,2.14,42021
42,22,312,112,35.9,194,62.18,5,1.6,42022
42,23,411,100,24.33,305,74.21,3,0.73,42023
42,24,396,113,28.54,267,67.42,7,1.77,42024
42,25,301,76,25.25,222,73.75,0,0.0,42025
42,26,341,59,17.3,268,78.59,3,0.88,42026
42,27,382,92,24.08,264,69.11,11,2.88,42027
42,28,332,70,21.08,255,76.81,5,1.51,42028
42,29,410,112,27.32,291,70.98,5,1.22,42029
42,30,242,54,22.31,179,73.97,5,2.07,42030
42,31,367,125,34.06,237,64.58,4,1.09,42031
42,32,333,92,27.63,230,69.07,10,3.0,42032
42,33,414,84,20.29,319,77.05,4,0.97,42033
42,34,306,59,19.28,243,79.41,2,0.65,42034
42,35,275,65,23.64,206,74.91,2,0.73,42035
42,36,271,72,26.57,190,70.11,3,1.11,42036
42,37,319,97,30.41,215,67.4,5,1.57,42037
42,38,270,74,27.41,192,71.11,3,1.11,42038
42,39,174,78,44.83,93,53.45,0,0.0,42039
42,40,365,103,28.22,254,69.59,5,1.37,42040
42,41,581,180,30.98,377,64.89,14,2.41,42041
42,42,234,64,27.35,166,70.94,3,1.28,42042
42,43,315,83,26.35,227,72.06,0,0.0,42043
42,44,301,71,23.59,225,74.75,2,0.66,42044
42,45,323,67,20.74,247,76.47,3,0.93,42045
42,46,334,110,32.93,217,64.97,2,0.6,42046
42,47,202,46,22.77,151,74.75,3,1.49,42047
42,48,314,106,33.76,205,65.29,0,0.0,42048
42,49,112,59,52.68,47,41.96,4,3.57,42049
42,50,535,169,31.59,354,66.17,4,0.75,42050
42,51,670,188,28.06,464,69.25,6,0.9,42051
42,52,167,46,27.54,115,68.86,3,1.8,42052
42,53,419,96,22.91,313,74.7,6,1.43,42053
42,54,269,71,26.39,192,71.38,4,1.49,42054
42,55,428,130,30.37,282,65.89,10,2.34,42055
42,56,552,182,32.97,358,64.86,7,1.27,42056
42,57,305,64,20.98,229,75.08,7,2.3,42057
42,58,276,105,38.04,165,59.78,3,1.09,42058
42,59,509,147,28.88,353,69.35,2,0.39,42059
42,60,179,55,30.73,116,64.8,4,2.23,42060
42,61,300,110,36.67,186,62.0,1,0.33,42061
42,62,227,51,22.47,171,75.33,1,0.44,42062
42,63,316,74,23.42,234,74.05,3,0.95,42063
42,64,120,27,22.5,88,73.33,3,2.5,42064
42,65,452,124,27.43,321,71.02,0,0.0,42065
42,66,317,88,27.76,221,69.72,5,1.58,42066
42,67,716,220,30.73,474,66.2,8,1.12,42067
42,68,443,133,30.02,293,66.14,10,2.26,42068
42,69,257,57,22.18,187,72.76,7,2.72,42069
43,1,433,79,18.24,335,77.37,8,1.85,43001
43,2,399,127,31.83,261,65.41,7,1.75,43002
43,3,362,88,24.31,269,74.31,2,0.55,43003
43,4,464,123,26.51,323,69.61,7,1.51,43004
43,5,368,93,25.27,260,70.65,10,2.72,43005
43,6,248,59,23.79,180,72.58,4,1.61,43006
43,7,367,79,21.53,273,74.39,6,1.63,43007
43,8,436,86,19.72,333,76.38,9,2.06,43008
43,9,313,95,30.35,212,67.73,2,0.64,43009
43,10,342,97,28.36,233,68.13,5,1.46,43010
43,11,286,83,29.02,194,67.83,2,0.7,43011
43,12,415,99,23.86,299,72.05,10,2.41,43012
43,13,195,45,23.08,142,72.82,5,2.56,43013
43,14,289,39,13.49,240,83.04,2,0.69,43014
43,15,295,71,24.07,217,73.56,5,1.69,43015
43,16,334,87,26.05,235,70.36,5,1.5,43016
43,17,414,121,29.23,279,67.39,9,2.17,43017
43,18,418,122,29.19,285,68.18,5,1.2,43018
43,19,279,80,28.67,189,67.74,5,1.79,43019
43,20,324,64,19.75,251,77.47,3,0.93,43020
43,21,346,78,22.54,258,74.57,3,0.87,43021
43,22,317,100,31.55,205,64.67,6,1.89,43022
43,23,272,46,16.91,217,79.78,2,0.74,43023
43,24,349,98,28.08,244,69.91,1,0.29,43024
43,25,358,59,16.48,289,80.73,5,1.4,43025
43,26,293,63,21.5,218,74.4,5,1.71,43026
43,27,272,63,23.16,197,72.43,3,1.1,43027
43,28,460,114,24.78,339,73.7,3,0.65,43028
43,29,290,77,26.55,203,70.0,4,1.38,43029
43,30,256,77,30.08,167,65.23,8,3.13,43030
43,31,405,117,28.89,274,67.65,7,1.73,43031
43,32,338,70,20.71,262,77.51,1,0.3,43032
43,33,238,55,23.11,169,71.01,6,2.52,43033
43,34,165,35,21.21,120,72.73,3,1.82,43034
43,35,419,111,26.49,301,71.84,3,0.72,43035
43,36,295,79,26.78,210,71.19,5,1.69,43036
43,37,329,98,29.79,221,67.17,3,0.91,43037
43,38,254,60,23.62,184,72.44,3,1.18,43038
43,39,264,81,30.68,180,68.18,2,0.76,43039
43,40,154,40,25.97,111,72.08,1,0.65,43040
43,41,191,49,25.65,132,69.11,3,1.57,43041
43,42,294,74,25.17,219,74.49,1,0.34,43042
43,43,290,74,25.52,206,71.03,5,1.72,43043
43,44,352,87,24.72,249,70.74,9,2.56,43044
43,45,145,42,28.97,99,68.28,2,1.38,43045
43,46,427,113,26.46,312,73.07,2,0.47,43046
43,47,328,90,27.44,228,69.51,3,0.91,43047
43,48,319,68,21.32,235,73.67,8,2.51,43048
43,49,328,88,26.83,232,70.73,5,1.52,43049
43,50,290,81,27.93,198,68.28,6,2.07,43050
43,51,346,70,20.23,266,76.88,2,0.58,43051
43,52,324,97,29.94,217,66.98,5,1.54,43052
43,53,326,75,23.01,247,75.77,2,0.61,43053
43,54,277,55,19.86,213,76.9,5,1.81,43054
43,55,373,45,12.06,317,84.99,5,1.34,43055
43,56,237,65,27.43,164,69.2,3,1.27,43056
43,57,253,59,23.32,180,71.15,7,2.77,43057
43,58,250,37,14.8,203,81.2,4,1.6,43058
43,59,303,55,18.15,242,79.87,1,0.33,43059
44,1,301,48,15.95,241,80.07,4,1.33,44001
44,2,246,46,18.7,194,78.86,2,0.81,44002
44,3,346,41,11.85,299,86.42,1,0.29,44003
44,4,324,52,16.05,262,80.86,4,1.23,44004
44,5,357,50,14.01,295,82.63,0,0.0,44005
44,6,360,72,20.0,264,73.33,8,2.22,44006
44,7,370,81,21.89,277,74.86,4,1.08,44007
44,8,142,32,22.54,102,71.83,5,3.52,44008
44,9,290,71,24.48,206,71.03,8,2.76,44009
44,10,283,73,25.8,198,69.96,7,2.47,44010
44,11,350,77,22.0,258,73.71,5,1.43,44011
44,12,283,48,16.96,229,80.92,3,1.06,44012
44,13,247,56,22.67,182,73.68,2,0.81,44013
44,14,305,57,18.69,228,74.75,9,2.95,44014
44,15,428,80,18.69,330,77.1,3,0.7,44015
44,16,351,71,20.23,269,76.64,3,0.85,44016
44,17,373,51,13.67,310,83.11,2,0.54,44017
44,18,272,67,24.63,194,71.32,6,2.21,44018
44,19,201,38,18.91,157,78.11,1,0.5,44019
44,20,333,64,19.22,255,76.58,8,2.4,44020
44,21,422,78,18.48,325,77.01,9,2.13,44021
44,22,383,65,16.97,300,78.33,5,1.31,44022
44,23,306,45,14.71,247,80.72,7,2.29,44023
44,24,253,46,18.18,192,75.89,6,2.37,44024
44,25,370,84,22.7,277,74.86,2,0.54,44025
44,26,297,41,13.8,241,81.14,10,3.37,44026
44,27,429,107,24.94,306,71.33,8,1.86,44027
44,28,249,77,30.92,159,63.86,4,1.61,44028
44,29,425,90,21.18,314,73.88,8,1.88,44029
44,30,311,32,10.29,260,83.6,8,2.57,44030
44,31,406,111,27.34,276,67.98,11,2.71,44031
44,32,261,37,14.18,210,80.46,7,2.68,44032
44,33,399,31,7.77,349,87.47,7,1.75,44033
44,34,216,42,19.44,168,77.78,2,0.93,44034
44,35,265,41,15.47,218,82.26,2,0.75,44035
44,36,346,84,24.28,248,71.68,6,1.73,44036
44,37,456,66,14.47,374,82.02,3,0.66,44037
44,38,356,99,27.81,237,66.57,11,3.09,44038
44,39,390,119,30.51,257,65.9,10,2.56,44039
44,40,361,100,27.7,239,66.2,10,2.77,44040
44,41,385,69,17.92,301,78.18,7,1.82,44041
44,42,473,82,17.34,369,78.01,9,1.9,44042
44,43,405,92,22.72,296,73.09,6,1.48,44043
44,44,395,61,15.44,323,81.77,6,1.52,44044
44,45,418,87,20.81,315,75.36,5,1.2,44045
44,46,256,36,14.06,203,79.3,3,1.17,44046
44,47,538,147,27.32,371,68.96,13,2.42,44047
44,48,266,55,20.68,207,77.82,0,0.0,44048
44,49,513,82,15.98,415,80.9,8,1.56,44049
44,50,342,90,26.32,236,69.01,10,2.92,44050
44,51,274,75,27.37,194,70.8,3,1.09,44051
45,1,239,37,15.48,185,77.41,2,0.84,45001
45,2,363,84,23.14,266,73.28,8,2.2,45002
45,3,324,68,20.99,234,72.22,8,2.47,45003
45,4,404,121,29.95,267,66.09,6,1.49,45004
45,5,380,118,31.05,246,64.74,5,1.32,45005
45,6,307,77,25.08,214,69.71,6,1.95,45006
45,7,311,69,22.19,226,72.67,5,1.61,45007
45,8,244,60,24.59,170,69.67,3,1.23,45008
45,9,332,75,22.59,240,72.29,4,1.2,45009
45,10,350,68,19.43,260,74.29,6,1.71,45010
45,11,296,46,15.54,233,78.72,9,3.04,45011
45,12,358,66,18.44,279,77.93,3,0.84,45012
45,13,344,64,18.6,270,78.49,4,1.16,45013
45,14,342,62,18.13,264,77.19,8,2.34,45014
45,15,313,74,23.64,227,72.52,3,0.96,45015
45,16,294,36,12.24,242,82.31,6,2.04,45016
45,17,261,51,19.54,195,74.71,5,1.92,45017
45,18,303,39,12.87,249,82.18,7,2.31,45018
45,19,333,86,25.83,235,70.57,5,1.5,45019
45,20,273,59,21.61,198,72.53,4,1.47,45020
45,21,282,83,29.43,189,67.02,3,1.06,45021
45,22,274,75,27.37,182,66.42,7,2.55,45022
45,23,337,87,25.82,235,69.73,4,1.19,45023
45,24,397,106,26.7,275,69.27,9,2.27,45024
45,25,289,46,15.92,219,75.78,7,2.42,45025
45,26,328,60,18.29,251,76.52,5,1.52,45026
45,27,261,60,22.99,197,75.48,3,1.15,45027
45,28,237,40,16.88,185,78.06,4,1.69,45028
45,29,309,60,19.42,235,76.05,1,0.32,45029
45,30,321,70,21.81,231,71.96,7,2.18,45030
45,31,310,54,17.42,236,76.13,8,2.58,45031
45,32,216,42,19.44,160,74.07,3,1.39,45032
45,33,285,74,25.96,198,69.47,3,1.05,45033
45,34,243,51,20.99,178,73.25,4,1.65,45034
45,35,319,66,20.69,237,74.29,6,1.88,45035
45,36,312,85,27.24,216,69.23,3,0.96,45036
45,37,307,64,20.85,228,74.27,6,1.95,45037
45,38,345,57,16.52,276,80.0,3,0.87,45038
45,39,331,63,19.03,253,76.44,2,0.6,45039
45,40,325,48,14.77,256,78.77,6,1.85,45040
45,41,216,32,14.81,174,80.56,2,0.93,45041
45,42,282,60,21.28,211,74.82,3,1.06,45042
45,43,243,43,17.7,192,79.01,3,1.23,45043
45,44,328,86,26.22,226,68.9,1,0.3,45044
45,45,243,54,22.22,180,74.07,2,0.82,45045
45,46,310,52,16.77,243,78.39,5,1.61,45046
45,47,294,61,20.75,219,74.49,4,1.36,45047
45,48,287,55,19.16,221,77.0,3,1.05,45048
45,49,288,59,20.49,212,73.61,5,1.74,45049
45,50,281,64,22.78,204,72.6,5,1.78,45050
45,51,303,82,27.06,211,69.64,4,1.32,45051
45,52,308,76,24.68,215,69.81,2,0.65,45052
45,53,235,54,22.98,170,72.34,4,1.7,45053
46,1,528,61,11.55,450,85.23,6,1.14,46001
46,2,344,31,9.01,294,85.47,4,1.16,46002
46,3,373,36,9.65,323,86.6,3,0.8,46003
46,4,307,24,7.82,269,87.62,1,0.33,46004
46,5,247,35,14.17,199,80.57,4,1.62,46005
46,6,377,43,11.41,312,82.76,7,1.86,46006
46,7,241,26,10.79,200,82.99,7,2.9,46007
46,8,391,68,17.39,309,79.03,5,1.28,46008
46,9,310,32,10.32,255,82.26,7,2.26,46009
46,10,293,45,15.36,232,79.18,8,2.73,46010
46,11,357,60,16.81,293,82.07,2,0.56,46011
46,12,385,33,8.57,334,86.75,1,0.26,46012
46,13,355,78,21.97,265,74.65,5,1.41,46013
46,14,285,19,6.67,248,87.02,4,1.4,46014
46,15,409,65,15.89,329,80.44,8,1.96,46015
46,16,318,49,15.41,256,80.5,6,1.89,46016
46,17,464,72,15.52,381,82.11,4,0.86,46017
46,18,346,51,14.74,292,84.39,0,0.0,46018
46,19,396,24,6.06,346,87.37,7,1.77,46019
46,20,255,39,15.29,205,80.39,4,1.57,46020
46,21,162,20,12.35,132,81.48,3,1.85,46021
46,22,274,43,15.69,209,76.28,6,2.19,46022
46,23,287,33,11.5,245,85.37,2,0.7,46023
46,24,304,55,18.09,235,77.3,4,1.32,46024
46,25,460,117,25.43,317,68.91,7,1.52,46025
46,26,338,22,6.51,303,89.64,5,1.48,46026
46,27,391,70,17.9,302,77.24,10,2.56,46027
46,28,411,93,22.63,308,74.94,7,1.7,46028
46,29,314,38,12.1,269,85.67,4,1.27,46029
46,30,365,65,17.81,289,79.18,4,1.1,46030
46,31,409,52,12.71,340,83.13,5,1.22,46031
46,32,256,35,13.67,212,82.81,3,1.17,46032
46,33,386,53,13.73,322,83.42,3,0.78,46033
46,34,342,32,9.36,299,87.43,1,0.29,46034
46,35,428,58,13.55,336,78.5,10,2.34,46035
46,36,340,54,15.88,278,81.76,3,0.88,46036
46,37,266,36,13.53,216,81.2,1,0.38,46037
46,38,270,41,15.19,210,77.78,3,1.11,46038
46,39,412,68,16.5,334,81.07,4,0.97,46039
46,40,266,75,28.2,184,69.17,2,0.75,46040
46,41,318,75,23.58,226,71.07,6,1.89,46041
46,42,333,24,7.21,292,87.69,4,1.2,46042
46,43,432,55,12.73,360,83.33,8,1.85,46043
46,44,303,38,12.54,255,84.16,2,0.66,46044
46,45,389,44,11.31,334,85.86,6,1.54,46045
46,46,304,22,7.24,261,85.86,5,1.64,46046
46,47,143,14,9.79,120,83.92,4,2.8,46047
47,1,406,53,13.05,322,79.31,5,1.23,47001
47,2,269,42,15.61,218,81.04,2,0.74,47002
47,3,296,52,17.57,232,78.38,7,2.36,47003
47,4,357,53,14.85,295,82.63,4,1.12,47004
47,5,410,57,13.9,328,80.0,8,1.95,47005
47,6,403,67,16.63,318,78.91,7,1.74,47006
47,7,334,51,15.27,269,80.54,2,0.6,47007
47,8,433,62,14.32,355,81.99,9,2.08,47008
47,9,282,50,17.73,214,75.89,9,3.19,47009
47,10,250,27,10.8,210,84.0,1,0.4,47010
47,11,571,52,9.11,482,84.41,8,1.4,47011
47,12,374,51,13.64,305,81.55,6,1.6,47012
47,13,483,40,8.28,412,85.3,7,1.45,47013
47,14,265,34,12.83,218,82.26,1,0.38,47014
47,15,400,32,8.0,338,84.5,8,2.0,47015
47,16,353,26,7.37,314,88.95,5,1.42,47016
47,17,340,47,13.82,275,80.88,8,2.35,47017
47,18,402,81,20.15,299,74.38,9,2.24,47018
47,19,398,35,8.79,342,85.93,3,0.75,47019
47,20,432,60,13.89,354,81.94,3,0.69,47020
47,21,392,43,10.97,321,81.89,7,1.79,47021
47,22,340,48,14.12,280,82.35,7,2.06,47022
47,23,191,19,9.95,157,82.2,3,1.57,47023
47,24,415,94,22.65,306,73.73,7,1.69,47024
47,25,436,66,15.14,349,80.05,7,1.61,47025
47,26,604,52,8.61,516,85.43,7,1.16,47026
47,27,349,61,17.48,273,78.22,6,1.72,47027
47,28,445,49,11.01,363,81.57,11,2.47,47028
47,29,422,85,20.14,321,76.07,6,1.42,47029
47,30,388,34,8.76,337,86.86,4,1.03,47030
47,31,416,38,9.13,359,86.3,4,0.96,47031
47,32,415,44,10.6,351,84.58,7,1.69,47032
47,33,340,27,7.94,297,87.35,4,1.18,47033
47,34,447,40,8.95,382,85.46,6,1.34,47034
47,35,529,65,12.29,435,82.23,8,1.51,47035
47,36,530,55,10.38,435,82.08,4,0.75,47036
47,37,484,83,17.15,374,77.27,6,1.24,47037
47,38,426,51,11.97,352,82.63,6,1.41,47038
47,39,358,53,14.8,293,81.84,5,1.4,47039
47,40,362,39,10.77,295,81.49,8,2.21,47040
47,41,596,60,10.07,513,86.07,8,1.34,47041
47,42,302,45,14.9,235,77.81,4,1.32,47042
47,43,244,47,19.26,185,75.82,5,2.05,47043
47,44,378,95,25.13,263,69.58,7,1.85,47044
47,45,398,46,11.56,318,79.9,9,2.26,47045
47,46,284,52,18.31,222,78.17,1,0.35,47046
47,47,327,61,18.65,249,76.15,4,1.22,47047
47,48,61,6,9.84,52,85.25,0,0.0,47048
47,49,252,47,18.65,197,78.17,2,0.79,47049
47,50,359,71,19.78,272,75.77,6,1.67,47050
47,51,209,35,16.75,163,77.99,0,0.0,47051
47,52,211,23,10.9,187,88.63,0,0.0,47052
48,1,342,36,10.53,288,84.21,7,2.05,48001
48,2,273,37,13.55,229,83.88,3,1.1,48002
48,3,462,35,7.58,407,88.1,6,1.3,48003
48,4,431,78,18.1,335,77.73,7,1.62,48004
48,5,295,45,15.25,238,80.68,3,1.02,48005
48,6,412,65,15.78,328,79.61,7,1.7,48006
48,7,292,20,6.85,260,89.04,3,1.03,48007
48,8,252,45,17.86,200,79.37,3,1.19,48008
48,9,336,54,16.07,266,79.17,4,1.19,48009
48,10,225,20,8.89,188,83.56,2,0.89,48010
48,11,345,29,8.41,304,88.12,1,0.29,48011
48,12,329,45,13.68,271,82.37,3,0.91,48012
48,13,302,45,14.9,241,79.8,2,0.66,48013
48,14,411,131,31.87,267,64.96,2,0.49,48014
48,15,201,24,11.94,164,81.59,4,1.99,48015
48,16,292,42,14.38,231,79.11,6,2.05,48016
48,17,385,46,11.95,324,84.16,1,0.26,48017
48,18,215,18,8.37,184,85.58,3,1.4,48018
48,19,272,21,7.72,240,88.24,1,0.37,48019
48,20,208,30,14.42,172,82.69,2,0.96,48020
48,21,360,39,10.83,304,84.44,4,1.11,48021
48,22,409,58,14.18,340,83.13,6,1.47,48022
48,23,276,30,10.87,233,84.42,4,1.45,48023
48,24,174,12,6.9,151,86.78,4,2.3,48024
48,25,365,52,14.25,304,83.29,3,0.82,48025
48,26,358,52,14.53,285,79.61,6,1.68,48026
48,27,229,32,13.97,194,84.72,0,0.0,48027
48,28,278,37,13.31,228,82.01,6,2.16,48028
48,29,241,32,13.28,203,84.23,2,0.83,48029
48,30,320,30,9.38,280,87.5,0,0.0,48030
48,31,280,16,5.71,244,87.14,3,1.07,48031
48,32,271,18,6.64,234,86.35,4,1.48,48032
48,33,274,33,12.04,232,84.67,2,0.73,48033
48,34,381,77,20.21,287,75.33,7,1.84,48034
48,35,141,15,10.64,111,78.72,5,3.55,48035
48,36,285,37,12.98,235,82.46,1,0.35,48036
48,37,292,30,10.27,250,85.62,2,0.68,48037
48,38,371,35,9.43,316,85.18,5,1.35,48038
48,39,294,40,13.61,243,82.65,4,1.36,48039
48,40,226,23,10.18,188,83.19,2,0.88,48040
48,41,212,31,14.62,173,81.6,3,1.42,48041
48,42,310,20,6.45,274,88.39,5,1.61,48042
48,43,401,25,6.23,354,88.28,1,0.25,48043
48,44,414,26,6.28,373,90.1,3,0.72,48044
48,45,258,24,9.3,224,86.82,2,0.78,48045
48,46,203,17,8.37,172,84.73,4,1.97,48046
48,47,269,18,6.69,227,84.39,4,1.49,48047
48,48,348,43,12.36,284,81.61,6,1.72,48048
48,49,146,13,8.9,125,85.62,1,0.68,48049
48,50,359,31,8.64,305,84.96,4,1.11,48050
48,51,446,36,8.07,395,88.57,2,0.45,48051
48,52,243,20,8.23,214,88.07,0,0.0,48052
48,53,198,20,10.1,168,84.85,3,1.52,48053
48,54,269,20,7.43,234,86.99,4,1.49,48054
49,1,300,7,2.33,280,93.33,4,1.33,49001
49,2,427,62,14.52,344,80.56,6,1.41,49002
49,3,211,14,6.64,182,86.26,4,1.9,49003
49,4,152,10,6.58,138,90.79,1,0.66,49004
49,5,295,17,5.76,269,91.19,2,0.68,49005
49,6,314,34,10.83,267,85.03,3,0.96,49006
49,7,248,19,7.66,219,88.31,0,0.0,49007
49,8,324,29,8.95,276,85.19,11,3.4,49008
49,9,238,15,6.3,207,86.97,3,1.26,49009
49,10,268,30,11.19,227,84.7,1,0.37,49010
49,11,203,20,9.85,169,83.25,7,3.45,49011
49,12,318,22,6.92,279,87.74,2,0.63,49012
49,13,388,41,10.57,330,85.05,3,0.77,49013
49,14,311,33,10.61,264,84.89,2,0.64,49014
49,15,256,25,9.77,216,84.38,5,1.95,49015
49,16,232,20,8.62,200,86.21,4,1.72,49016
49,17,101,14,13.86,84,83.17,1,0.99,49017
49,18,217,19,8.76,184,84.79,4,1.84,49018
49,19,211,17,8.06,187,88.63,3,1.42,49019
49,20,362,41,11.33,303,83.7,3,0.83,49020
49,21,93,10,10.75,77,82.8,3,3.23,49021
49,22,258,12,4.65,225,87.21,4,1.55,49022
49,23,230,14,6.09,205,89.13,1,0.43,49023
49,24,297,23,7.74,268,90.24,1,0.34,49024
49,25,332,19,5.72,288,86.75,4,1.2,49025
49,26,332,83,25.0,237,71.39,2,0.6,49026
49,27,435,20,4.6,399,91.72,0,0.0,49027
49,28,219,15,6.85,199,90.87,1,0.46,49028
49,29,367,36,9.81,310,84.47,3,0.82,49029
49,30,322,20,6.21,293,90.99,2,0.62,49030
49,31,281,28,9.96,231,82.21,4,1.42,49031
49,32,198,18,9.09,166,83.84,5,2.53,49032
49,33,228,21,9.21,203,89.04,1,0.44,49033
49,34,305,16,5.25,275,90.16,4,1.31,49034
49,35,338,34,10.06,283,83.73,3,0.89,49035
49,36,419,36,8.59,365,87.11,3,0.72,49036
49,37,458,39,8.52,388,84.72,6,1.31,49037
49,38,263,16,6.08,239,90.87,1,0.38,49038
49,39,265,21,7.92,228,86.04,1,0.38,49039
49,40,264,31,11.74,223,84.47,2,0.76,49040
49,41,294,33,11.22,249,84.69,3,1.02,49041
49,42,312,17,5.45,280,89.74,3,0.96,49042
50,1,359,87,24.23,262,72.98,2,0.56,50001
50,2,372,86,23.12,273,73.39,1,0.27,50002
50,3,295,48,16.27,235,79.66,5,1.69,50003
50,4,311,33,10.61,271,87.14,3,0.96,50004
50,5,382,104,27.23,264,69.11,5,1.31,50005
50,6,207,26,12.56,172,83.09,3,1.45,50006
50,7,347,42,12.1,290,83.57,2,0.58,50007
50,8,190,27,14.21,156,82.11,2,1.05,50008
50,9,227,33,14.54,189,83.26,0,0.0,50009
50,10,242,57,23.55,178,73.55,3,1.24,50010
50,11,308,98,31.82,200,64.94,3,0.97,50011
50,12,207,56,27.05,145,70.05,1,0.48,50012
50,13,347,42,12.1,287,82.71,7,2.02,50013
50,14,135,33,24.44,99,73.33,1,0.74,50014
50,15,347,38,10.95,291,83.86,4,1.15,50015
50,16,159,38,23.9,119,74.84,0,0.0,50016
50,17,252,50,19.84,197,78.17,1,0.4,50017
50,18,245,36,14.69,198,80.82,5,2.04,50018
50,19,256,37,14.45,205,80.08,4,1.56,50019
50,20,275,51,18.55,211,76.73,1,0.36,50020
50,21,301,41,13.62,245,81.4,2,0.66,50021
50,22,302,29,9.6,253,83.77,4,1.32,50022
50,23,238,56,23.53,173,72.69,4,1.68,50023
50,24,303,44,14.52,248,81.85,8,2.64,50024
50,25,330,74,22.42,254,76.97,1,0.3,50025
50,26,228,38,16.67,184,80.7,2,0.88,50026
50,27,128,29,22.66,95,74.22,3,2.34,50027
50,28,300,61,20.33,223,74.33,5,1.67,50028
50,29,307,38,12.38,253,82.41,5,1.63,50029
50,30,265,77,29.06,183,69.06,2,0.75,50030
50,31,92,17,18.48,73,79.35,0,0.0,50031
50,32,303,29,9.57,266,87.79,1,0.33,50032
50,33,224,58,25.89,160,71.43,1,0.45,50033
50,34,272,30,11.03,229,84.19,7,2.57,50034
50,35,374,39,10.43,320,85.56,5,1.34,50035
50,36,324,63,19.44,243,75.0,3,0.93,50036
50,37,332,43,12.95,272,81.93,4,1.2,50037
50,38,174,36,20.69,135,77.59,1,0.57,50038
50,39,243,48,19.75,189,77.78,0,0.0,50039
50,40,350,93,26.57,251,71.71,1,0.29,50040
50,41,401,97,24.19,292,72.82,5,1.25,50041
50,42,273,34,12.45,229,83.88,1,0.37,50042
50,43,279,36,12.9,231,82.8,4,1.43,50043
50,44,266,58,21.8,195,73.31,7,2.63,50044
50,45,188,54,28.72,127,67.55,1,0.53,50045
