ward,precinct,total,Susana A. Mendoza,Susana A. Mendoza Percent,Darlene Senger,Darlene Senger Percent,Claire Ball,Claire Ball Percent,precinct_id
38,30,412,273,66.26,130,31.55,9,2.18,38030
38,31,432,317,73.38,93,21.53,22,5.09,38031
38,32,427,309,72.37,106,24.82,12,2.81,38032
38,33,423,324,76.6,84,19.86,15,3.55,38033
38,34,432,347,80.32,64,14.81,21,4.86,38034
38,35,446,351,78.7,78,17.49,17,3.81,38035
38,36,394,304,77.16,80,20.3,10,2.54,38036
38,37,425,330,77.65,90,21.18,5,1.18,38037
38,38,408,289,70.83,103,25.25,16,3.92,38038
38,39,455,364,80.0,85,18.68,6,1.32,38039
38,40,446,325,72.87,107,23.99,14,3.14,38040
38,41,401,323,80.55,71,17.71,7,1.75,38041
39,1,471,313,66.45,145,30.79,13,2.76,39001
39,2,463,305,65.87,149,32.18,9,1.94,39002
39,3,513,404,78.75,92,17.93,17,3.31,39003
39,4,425,285,67.06,119,28.0,21,4.94,39004
39,5,467,348,74.52,102,21.84,17,3.64,39005
39,6,434,359,82.72,60,13.82,15,3.46,39006
39,7,414,332,80.19,73,17.63,9,2.17,39007
39,8,472,395,83.69,60,12.71,17,3.6,39008
39,9,432,343,79.4,72,16.67,17,3.94,39009
39,10,224,192,85.71,24,10.71,8,3.57,39010
39,11,416,318,76.44,80,19.23,18,4.33,39011
39,12,597,522,87.44,48,8.04,27,4.52,39012
39,13,381,283,74.28,88,23.1,10,2.62,39013
39,14,494,385,77.94,91,18.42,18,3.64,39014
39,15,520,320,61.54,186,35.77,14,2.69,39015
39,16,376,304,80.85,58,15.43,14,3.72,39016
39,17,495,384,77.58,95,19.19,16,3.23,39017
39,18,440,350,79.55,76,17.27,14,3.18,39018
39,19,473,376,79.49,75,15.86,22,4.65,39019
39,20,572,391,68.36,162,28.32,19,3.32,39020
39,21,428,266,62.15,137,32.01,25,5.84,39021
39,22,388,310,79.9,62,15.98,16,4.12,39022
39,23,483,321,66.46,142,29.4,20,4.14,39023
39,24,595,377,63.36,199,33.45,19,3.19,39024
39,25,400,338,84.5,55,13.75,7,1.75,39025
39,26,446,297,66.59,131,29.37,18,4.04,39026
39,27,84,57,67.86,26,30.95,1,1.19,39027
39,28,571,477,83.54,75,13.13,19,3.33,39028
39,29,257,210,81.71,35,13.62,12,4.67,39029
39,30,551,478,86.75,60,10.89,13,2.36,39030
39,31,386,325,84.2,47,12.18,14,3.63,39031
39,32,400,266,66.5,121,30.25,13,3.25,39032
39,33,508,415,81.69,80,15.75,13,2.56,39033
39,34,509,412,80.94,71,13.95,26,5.11,39034
39,35,455,374,82.2,61,13.41,20,4.4,39035
39,36,127,108,85.04,18,14.17,1,0.79,39036
39,37,464,319,68.75,125,26.94,20,4.31,39037
39,38,279,218,78.14,59,21.15,2,0.72,39038
39,39,301,225,74.75,70,23.26,6,1.99,39039
39,40,432,296,68.52,124,28.7,12,2.78,39040
39,41,499,346,69.34,141,28.26,12,2.4,39041
39,42,510,310,60.78,189,37.06,11,2.16,39042
39,43,507,319,62.92,170,33.53,18,3.55,39043
39,44,362,236,65.19,122,33.7,4,1.1,39044
39,45,456,308,67.54,135,29.61,13,2.85,39045
40,1,423,340,80.38,72,17.02,11,2.6,40001
40,2,439,356,81.09,66,15.03,17,3.87,40002
40,3,652,582,89.26,55,8.44,15,2.3,40003
40,4,292,242,82.88,41,14.04,9,3.08,40004
40,5,528,455,86.17,57,10.8,16,3.03,40005
40,6,638,568,89.03,50,7.84,20,3.13,40006
40,7,526,453,86.12,53,10.08,20,3.8,40007
40,8,682,599,87.83,49,7.18,34,4.99,40008
40,9,419,354,84.49,51,12.17,14,3.34,40009
40,10,478,397,83.05,63,13.18,18,3.77,40010
40,11,554,472,85.2,59,10.65,23,4.15,40011
40,12,459,388,84.53,56,12.2,15,3.27,40012
40,13,845,768,90.89,51,6.04,26,3.08,40013
40,14,409,324,79.22,67,16.38,18,4.4,40014
40,15,450,376,83.56,59,13.11,15,3.33,40015
40,16,718,638,88.86,54,7.52,26,3.62,40016
40,17,424,353,83.25,54,12.74,17,4.01,40017
40,18,392,352,89.8,29,7.4,11,2.81,40018
40,19,578,478,82.7,78,13.49,22,3.81,40019
40,20,512,435,84.96,62,12.11,15,2.93,40020
40,21,584,507,86.82,61,10.45,16,2.74,40021
40,22,592,531,89.7,36,6.08,25,4.22,40022
40,23,630,561,89.05,51,8.1,18,2.86,40023
40,24,412,335,81.31,63,15.29,14,3.4,40024
40,25,632,570,90.19,38,6.01,24,3.8,40025
40,26,561,515,91.8,38,6.77,8,1.43,40026
40,27,713,602,84.43,78,10.94,33,4.63,40027
40,28,567,499,88.01,47,8.29,21,3.7,40028
40,29,486,388,79.84,84,17.28,14,2.88,40029
40,30,429,344,80.19,81,18.88,4,0.93,40030
40,31,589,535,90.83,36,6.11,18,3.06,40031
40,32,596,533,89.43,45,7.55,18,3.02,40032
40,33,533,486,91.18,30,5.63,17,3.19,40033
40,34,428,349,81.54,66,15.42,13,3.04,40034
40,35,348,275,79.02,55,15.8,18,5.17,40035
40,36,500,435,87.0,53,10.6,12,2.4,40036
40,37,469,423,90.19,37,7.89,9,1.92,40037
40,38,663,586,88.39,58,8.75,19,2.87,40038
40,39,188,172,91.49,13,6.91,3,1.6,40039
41,1,433,249,57.51,172,39.72,12,2.77,41001
41,2,443,246,55.53,185,41.76,12,2.71,41002
41,3,457,288,63.02,159,34.79,10,2.19,41003
41,4,479,316,65.97,149,31.11,14,2.92,41004
41,5,560,342,61.07,193,34.46,25,4.46,41005
41,6,572,354,61.89,208,36.36,10,1.75,41006
41,7,535,321,60.0,200,37.38,14,2.62,41007
41,8,467,276,59.1,175,37.47,16,3.43,41008
41,9,463,303,65.44,147,31.75,13,2.81,41009
41,10,507,325,64.1,173,34.12,9,1.78,41010
41,11,528,304,57.58,204,38.64,20,3.79,41011
41,12,457,293,64.11,157,34.35,7,1.53,41012
41,13,561,338,60.25,211,37.61,12,2.14,41013
41,14,546,349,63.92,179,32.78,18,3.3,41014
41,15,593,387,65.26,191,32.21,15,2.53,41015
41,16,438,274,62.56,155,35.39,9,2.05,41016
41,17,471,294,62.42,161,34.18,16,3.4,41017
41,18,453,287,63.36,156,34.44,10,2.21,41018
41,19,557,348,62.48,191,34.29,18,3.23,41019
41,20,356,214,60.11,128,35.96,14,3.93,41020
41,21,513,335,65.3,170,33.14,8,1.56,41021
41,22,538,316,58.74,209,38.85,13,2.42,41022
41,23,476,252,52.94,209,43.91,15,3.15,41023
41,24,409,234,57.21,166,40.59,9,2.2,41024
41,25,367,226,61.58,128,34.88,13,3.54,41025
41,26,465,291,62.58,155,33.33,19,4.09,41026
41,27,387,236,60.98,138,35.66,13,3.36,41027
41,28,473,322,68.08,137,28.96,14,2.96,41028
41,29,329,219,66.57,102,31.0,8,2.43,41029
41,30,488,312,63.93,158,32.38,18,3.69,41030
41,31,513,326,63.55,175,34.11,12,2.34,41031
41,32,396,254,64.14,125,31.57,17,4.29,41032
41,33,456,288,63.16,159,34.87,9,1.97,41033
41,34,427,277,64.87,139,32.55,11,2.58,41034
41,35,577,338,58.58,221,38.3,18,3.12,41035
41,36,477,296,62.05,162,33.96,19,3.98,41036
41,37,541,363,67.1,160,29.57,18,3.33,41037
41,38,447,282,63.09,150,33.56,15,3.36,41038
41,39,512,314,61.33,184,35.94,14,2.73,41039
41,40,508,270,53.15,221,43.5,17,3.35,41040
41,41,495,294,59.39,192,38.79,9,1.82,41041
41,42,467,287,61.46,166,35.55,14,3.0,41042
41,43,505,319,63.17,178,35.25,8,1.58,41043
41,44,496,265,53.43,218,43.95,13,2.62,41044
41,45,448,282,62.95,156,34.82,10,2.23,41045
41,46,500,310,62.0,175,35.0,15,3.0,41046
41,47,504,312,61.9,181,35.91,11,2.18,41047
42,1,534,381,71.35,140,26.22,13,2.43,42001
42,2,657,522,79.45,115,17.5,20,3.04,42002
42,3,623,480,77.05,120,19.26,23,3.69,42003
42,4,1193,865,72.51,303,25.4,25,2.1,42004
42,5,534,391,73.22,126,23.6,17,3.18,42005
42,6,584,418,71.58,149,25.51,17,2.91,42006
42,7,746,525,70.38,209,28.02,12,1.61,42007
42,8,541,420,77.63,107,19.78,14,2.59,42008
42,9,725,560,77.24,133,18.34,32,4.41,42009
42,10,831,648,77.98,162,19.49,21,2.53,42010
42,11,422,277,65.64,134,31.75,11,2.61,42011
42,12,539,368,68.27,157,29.13,14,2.6,42012
42,13,517,358,69.25,145,28.05,14,2.71,42013
42,14,796,567,71.23,204,25.63,25,3.14,42014
42,15,699,484,69.24,196,28.04,19,2.72,42015
42,16,640,477,74.53,139,21.72,24,3.75,42016
42,17,846,599,70.8,233,27.54,14,1.65,42017
42,18,683,489,71.6,173,25.33,21,3.07,42018
42,19,772,547,70.85,209,27.07,16,2.07,42019
42,20,713,482,67.6,212,29.73,19,2.66,42020
42,21,664,507,76.36,130,19.58,27,4.07,42021
42,22,326,218,66.87,101,30.98,7,2.15,42022
42,23,697,466,66.86,215,30.85,16,2.3,42023
42,24,638,456,71.47,169,26.49,13,2.04,42024
42,25,635,428,67.4,187,29.45,20,3.15,42025
42,26,842,592,70.31,214,25.42,36,4.28,42026
42,27,439,331,75.4,92,20.96,16,3.64,42027
42,28,663,479,72.25,164,24.74,20,3.02,42028
42,29,662,471,71.15,170,25.68,21,3.17,42029
42,30,521,349,66.99,159,30.52,13,2.5,42030
42,31,749,512,68.36,210,28.04,27,3.6,42031
42,32,685,457,66.72,203,29.64,25,3.65,42032
42,33,690,556,80.58,124,17.97,10,1.45,42033
42,34,525,358,68.19,154,29.33,13,2.48,42034
42,35,788,603,76.52,162,20.56,23,2.92,42035
42,36,1025,766,74.73,223,21.76,36,3.51,42036
42,37,464,335,72.2,119,25.65,10,2.16,42037
42,38,583,424,72.73,142,24.36,17,2.92,42038
42,39,881,644,73.1,207,23.5,30,3.41,42039
42,40,849,660,77.74,162,19.08,27,3.18,42040
42,41,644,485,75.31,127,19.72,32,4.97,42041
42,42,1024,780,76.17,210,20.51,34,3.32,42042
43,1,315,246,78.1,59,18.73,10,3.17,43001
43,2,660,468,70.91,162,24.55,30,4.55,43002
43,3,584,410,70.21,149,25.51,25,4.28,43003
43,4,719,506,70.38,192,26.7,21,2.92,43004
43,5,541,401,74.12,120,22.18,20,3.7,43005
43,6,487,353,72.48,116,23.82,18,3.7,43006
43,7,391,301,76.98,81,20.72,9,2.3,43007
43,8,447,331,74.05,105,23.49,11,2.46,43008
43,9,607,442,72.82,142,23.39,23,3.79,43009
43,10,734,534,72.75,186,25.34,14,1.91,43010
43,11,569,416,73.11,135,23.73,18,3.16,43011
43,12,428,324,75.7,93,21.73,11,2.57,43012
43,13,570,463,81.23,83,14.56,24,4.21,43013
43,14,620,434,70.0,168,27.1,18,2.9,43014
43,15,599,437,72.95,146,24.37,16,2.67,43015
43,16,730,528,72.33,168,23.01,34,4.66,43016
43,17,470,333,70.85,126,26.81,11,2.34,43017
43,18,703,514,73.12,168,23.9,21,2.99,43018
43,19,664,503,75.75,145,21.84,16,2.41,43019
43,20,680,520,76.47,130,19.12,30,4.41,43020
43,21,677,504,74.45,146,21.57,27,3.99,43021
43,22,425,336,79.06,71,16.71,18,4.24,43022
43,23,437,330,75.51,95,21.74,12,2.75,43023
43,24,461,328,71.15,108,23.43,25,5.42,43024
43,25,486,370,76.13,109,22.43,7,1.44,43025
43,26,397,304,76.57,76,19.14,17,4.28,43026
43,27,594,456,76.77,124,20.88,14,2.36,43027
43,28,773,577,74.64,173,22.38,23,2.98,43028
43,29,573,431,75.22,120,20.94,22,3.84,43029
43,30,652,498,76.38,138,21.17,16,2.45,43030
43,31,585,457,78.12,111,18.97,17,2.91,43031
43,32,623,472,75.76,137,21.99,14,2.25,43032
43,33,605,424,70.08,168,27.77,13,2.15,43033
43,34,441,331,75.06,96,21.77,14,3.17,43034
43,35,662,462,69.79,184,27.79,16,2.42,43035
43,36,336,274,81.55,53,15.77,9,2.68,43036
43,37,661,533,80.64,105,15.89,23,3.48,43037
43,38,493,337,68.36,146,29.61,10,2.03,43038
43,39,569,424,74.52,128,22.5,17,2.99,43039
43,40,442,344,77.83,82,18.55,16,3.62,43040
43,41,788,627,79.57,139,17.64,22,2.79,43041
43,42,573,465,81.15,94,16.4,14,2.44,43042
43,43,565,392,69.38,161,28.5,12,2.12,43043
43,44,587,439,74.79,125,21.29,23,3.92,43044
43,45,364,277,76.1,78,21.43,9,2.47,43045
43,46,357,274,76.75,69,19.33,14,3.92,43046
44,1,961,813,84.6,113,11.76,35,3.64,44001
44,2,626,499,79.71,104,16.61,23,3.67,44002
44,3,399,334,83.71,62,15.54,3,0.75,44003
44,4,572,451,78.85,111,19.41,10,1.75,44004
44,5,719,631,87.76,68,9.46,20,2.78,44005
44,6,795,664,83.52,105,13.21,26,3.27,44006
44,7,462,351,75.97,102,22.08,9,1.95,44007
44,8,890,751,84.38,116,13.03,23,2.58,44008
44,9,623,509,81.7,101,16.21,13,2.09,44009
44,10,648,496,76.54,130,20.06,22,3.4,44010
44,11,701,544,77.6,133,18.97,24,3.42,44011
44,12,664,561,84.49,93,14.01,10,1.51,44012
44,13,531,410,77.21,106,19.96,15,2.82,44013
44,14,595,481,80.84,95,15.97,19,3.19,44014
44,15,573,477,83.25,78,13.61,18,3.14,44015
44,16,738,576,78.05,141,19.11,21,2.85,44016
44,17,851,720,84.61,114,13.4,17,2.0,44017
44,18,709,564,79.55,126,17.77,19,2.68,44018
44,19,776,655,84.41,109,14.05,12,1.55,44019
44,20,673,569,84.55,85,12.63,19,2.82,44020
44,21,797,680,85.32,91,11.42,26,3.26,44021
44,22,669,531,79.37,119,17.79,19,2.84,44022
44,23,632,536,84.81,76,12.03,20,3.16,44023
44,24,474,377,79.54,82,17.3,15,3.16,44024
44,25,650,531,81.69,101,15.54,18,2.77,44025
44,26,766,649,84.73,94,12.27,23,3.0,44026
44,27,771,619,80.29,126,16.34,26,3.37,44027
44,28,595,522,87.73,55,9.24,18,3.03,44028
44,29,694,539,77.67,133,19.16,22,3.17,44029
44,30,779,622,79.85,132,16.94,25,3.21,44030
44,31,549,444,80.87,83,15.12,22,4.01,44031
44,32,716,557,77.79,139,19.41,20,2.79,44032
44,33,670,609,90.9,42,6.27,19,2.84,44033
44,34,666,575,86.34,72,10.81,19,2.85,44034
44,35,772,634,82.12,119,15.41,19,2.46,44035
44,36,664,551,82.98,97,14.61,16,2.41,44036
44,37,700,608,86.86,71,10.14,21,3.0,44037
44,38,642,489,76.17,129,20.09,24,3.74,44038
44,39,681,544,79.88,120,17.62,17,2.5,44039
44,40,621,457,73.59,134,21.58,30,4.83,44040
44,41,806,672,83.37,100,12.41,34,4.22,44041
45,1,395,337,85.32,39,9.87,19,4.81,45001
45,2,462,403,87.23,43,9.31,16,3.46,45002
45,3,445,359,80.67,68,15.28,18,4.04,45003
45,4,588,489,83.16,82,13.95,17,2.89,45004
45,5,489,384,78.53,82,16.77,23,4.7,45005
45,6,655,536,81.83,104,15.88,15,2.29,45006
45,7,703,548,77.95,143,20.34,12,1.71,45007
45,8,489,388,79.35,82,16.77,19,3.89,45008
45,9,456,353,77.41,86,18.86,17,3.73,45009
45,10,477,366,76.73,99,20.75,12,2.52,45010
45,11,331,270,81.57,45,13.6,16,4.83,45011
45,12,437,341,78.03,78,17.85,18,4.12,45012
45,13,403,305,75.68,88,21.84,10,2.48,45013
45,14,584,447,76.54,108,18.49,29,4.97,45014
45,15,555,453,81.62,85,15.32,17,3.06,45015
45,16,402,310,77.11,74,18.41,18,4.48,45016
45,17,538,392,72.86,124,23.05,22,4.09,45017
45,18,482,332,68.88,128,26.56,22,4.56,45018
45,19,248,192,77.42,48,19.35,8,3.23,45019
45,20,340,260,76.47,65,19.12,15,4.41,45020
45,21,430,295,68.6,121,28.14,14,3.26,45021
45,22,423,326,77.07,91,21.51,6,1.42,45022
45,23,410,292,71.22,105,25.61,13,3.17,45023
45,24,369,271,73.44,87,23.58,11,2.98,45024
45,25,286,181,63.29,96,33.57,9,3.15,45025
45,26,252,145,57.54,103,40.87,4,1.59,45026
45,27,451,297,65.85,150,33.26,4,0.89,45027
45,28,372,258,69.35,96,25.81,18,4.84,45028
45,29,307,208,67.75,88,28.66,11,3.58,45029
45,30,393,321,81.68,51,12.98,21,5.34,45030
45,31,375,295,78.67,69,18.4,11,2.93,45031
45,32,401,293,73.07,90,22.44,18,4.49,45032
45,33,343,275,80.17,60,17.49,8,2.33,45033
45,34,450,344,76.44,89,19.78,17,3.78,45034
45,35,494,358,72.47,120,24.29,16,3.24,45035
45,36,481,342,71.1,122,25.36,17,3.53,45036
45,37,448,318,70.98,113,25.22,17,3.79,45037
45,38,420,304,72.38,102,24.29,14,3.33,45038
45,39,454,319,70.26,117,25.77,18,3.96,45039
45,40,445,298,66.97,136,30.56,11,2.47,45040
45,41,422,279,66.11,117,27.73,26,6.16,45041
45,42,429,290,67.6,119,27.74,20,4.66,45042
45,43,449,273,60.8,159,35.41,17,3.79,45043
45,44,446,294,65.92,135,30.27,17,3.81,45044
45,45,317,184,58.04,119,37.54,14,4.42,45045
45,46,336,215,63.99,105,31.25,16,4.76,45046
45,47,327,218,66.67,102,31.19,7,2.14,45047
45,48,384,229,59.64,140,36.46,15,3.91,45048
46,1,431,383,88.86,32,7.42,16,3.71,46001
46,2,545,494,90.64,32,5.87,19,3.49,46002
46,3,697,582,83.5,94,13.49,21,3.01,46003
46,4,541,487,90.02,35,6.47,19,3.51,46004
46,5,775,643,82.97,102,13.16,30,3.87,46005
46,6,494,441,89.27,34,6.88,19,3.85,46006
46,7,638,530,83.07,88,13.79,20,3.13,46007
46,8,394,342,86.8,42,10.66,10,2.54,46008
46,9,647,586,90.57,42,6.49,19,2.94,46009
46,10,934,812,86.94,95,10.17,27,2.89,46010
46,11,570,463,81.23,90,15.79,17,2.98,46011
46,12,640,578,90.31,44,6.88,18,2.81,46012
46,13,563,496,88.1,51,9.06,16,2.84,46013
46,14,549,486,88.52,38,6.92,25,4.55,46014
46,15,585,498,85.13,68,11.62,19,3.25,46015
46,16,682,619,90.76,40,5.87,23,3.37,46016
46,17,662,562,84.89,82,12.39,18,2.72,46017
46,18,643,541,84.14,80,12.44,22,3.42,46018
46,19,426,353,82.86,53,12.44,20,4.69,46019
46,20,486,434,89.3,33,6.79,19,3.91,46020
46,21,403,330,81.89,58,14.39,15,3.72,46021
46,22,436,380,87.16,34,7.8,22,5.05,46022
46,23,461,414,89.8,28,6.07,19,4.12,46023
46,24,691,608,87.99,70,10.13,13,1.88,46024
46,25,553,499,90.24,34,6.15,20,3.62,46025
46,26,666,588,88.29,48,7.21,30,4.5,46026
46,27,772,669,86.66,73,9.46,30,3.89,46027
46,28,580,495,85.34,72,12.41,13,2.24,46028
46,29,503,430,85.49,58,11.53,15,2.98,46029
46,30,622,552,88.75,49,7.88,21,3.38,46030
46,31,586,530,90.44,43,7.34,13,2.22,46031
46,32,597,513,85.93,53,8.88,31,5.19,46032
46,33,693,601,86.72,70,10.1,22,3.17,46033
46,34,685,605,88.32,40,5.84,40,5.84,46034
46,35,659,582,88.32,51,7.74,26,3.95,46035
46,36,585,479,81.88,89,15.21,17,2.91,46036
46,37,529,464,87.71,48,9.07,17,3.21,46037
46,38,620,556,89.68,47,7.58,17,2.74,46038
46,39,591,484,81.9,90,15.23,17,2.88,46039
46,40,486,435,89.51,42,8.64,9,1.85,46040
47,1,413,337,81.6,60,14.53,16,3.87,47001
47,2,618,504,81.55,99,16.02,15,2.43,47002
47,3,581,482,82.96,77,13.25,22,3.79,47003
47,4,666,547,82.13,96,14.41,23,3.45,47004
47,5,657,576,87.67,60,9.13,21,3.2,47005
47,6,734,604,82.29,93,12.67,37,5.04,47006
47,7,548,460,83.94,71,12.96,17,3.1,47007
47,8,587,493,83.99,77,13.12,17,2.9,47008
47,9,576,470,81.6,82,14.24,24,4.17,47009
47,10,765,678,88.63,58,7.58,29,3.79,47010
47,11,600,489,81.5,93,15.5,18,3.0,47011
47,12,646,548,84.83,72,11.15,26,4.02,47012
47,13,579,491,84.8,66,11.4,22,3.8,47013
47,14,551,468,84.94,69,12.52,14,2.54,47014
47,15,730,663,90.82,46,6.3,21,2.88,47015
47,16,595,504,84.71,75,12.61,16,2.69,47016
47,17,601,491,81.7,90,14.98,20,3.33,47017
47,18,588,491,83.5,74,12.59,23,3.91,47018
47,19,759,699,92.09,39,5.14,21,2.77,47019
47,20,567,498,87.83,53,9.35,16,2.82,47020
47,21,580,502,86.55,61,10.52,17,2.93,47021
47,22,628,545,86.78,69,10.99,14,2.23,47022
47,23,670,608,90.75,38,5.67,24,3.58,47023
47,24,631,518,82.09,91,14.42,22,3.49,47024
47,25,718,608,84.68,78,10.86,32,4.46,47025
47,26,781,708,90.65,49,6.27,24,3.07,47026
47,27,571,477,83.54,76,13.31,18,3.15,47027
47,28,561,463,82.53,76,13.55,22,3.92,47028
47,29,672,571,84.97,85,12.65,16,2.38,47029
47,30,738,659,89.3,52,7.05,27,3.66,47030
47,31,605,531,87.77,51,8.43,23,3.8,47031
47,32,731,663,90.7,50,6.84,18,2.46,47032
47,33,574,472,82.23,87,15.16,15,2.61,47033
47,34,623,546,87.64,62,9.95,15,2.41,47034
47,35,629,503,79.97,101,16.06,25,3.97,47035
47,36,672,594,88.39,54,8.04,24,3.57,47036
47,37,597,512,85.76,66,11.06,19,3.18,47037
47,38,609,517,84.89,77,12.64,15,2.46,47038
47,39,610,525,86.07,67,10.98,18,2.95,47039
47,40,605,526,86.94,67,11.07,12,1.98,47040
47,41,675,586,86.81,67,9.93,22,3.26,47041
47,42,626,556,88.82,46,7.35,24,3.83,47042
47,43,568,461,81.16,93,16.37,14,2.46,47043
47,44,594,480,80.81,89,14.98,25,4.21,47044
47,45,577,497,86.14,61,10.57,19,3.29,47045
47,46,598,458,76.59,117,19.57,23,3.85,47046
47,47,707,569,80.48,119,16.83,19,2.69,47047
47,48,52,44,84.62,7,13.46,1,1.92,47048
48,1,524,489,93.32,23,4.39,12,2.29,48001
48,2,274,235,85.77,29,10.58,10,3.65,48002
48,3,621,550,88.57,55,8.86,16,2.58,48003
48,4,544,495,90.99,37,6.8,12,2.21,48004
48,5,344,294,85.47,38,11.05,12,3.49,48005
48,6,675,601,89.04,55,8.15,19,2.81,48006
48,7,567,523,92.24,29,5.11,15,2.65,48007
48,8,321,257,80.06,53,16.51,11,3.43,48008
48,9,365,280,76.71,74,20.27,11,3.01,48009
48,10,818,751,91.81,56,6.85,11,1.34,48010
48,11,511,454,88.85,40,7.83,17,3.33,48011
48,12,690,617,89.42,49,7.1,24,3.48,48012
48,13,705,598,84.82,96,13.62,11,1.56,48013
48,14,284,228,80.28,49,17.25,7,2.46,48014
48,15,395,338,85.57,44,11.14,13,3.29,48015
48,16,588,529,89.97,39,6.63,20,3.4,48016
48,17,520,454,87.31,51,9.81,15,2.88,48017
48,18,390,343,87.95,37,9.49,10,2.56,48018
48,19,383,341,89.03,33,8.62,9,2.35,48019
48,20,646,590,91.33,45,6.97,11,1.7,48020
48,21,713,612,85.83,79,11.08,22,3.09,48021
48,22,496,403,81.25,81,16.33,12,2.42,48022
48,23,626,523,83.55,81,12.94,22,3.51,48023
48,24,647,504,77.9,122,18.86,21,3.25,48024
48,25,517,455,88.01,45,8.7,17,3.29,48025
48,26,272,233,85.66,25,9.19,14,5.15,48026
48,27,810,730,90.12,48,5.93,32,3.95,48027
48,28,645,481,74.57,145,22.48,19,2.95,48028
48,29,309,271,87.7,31,10.03,7,2.27,48029
48,30,497,442,88.93,40,8.05,15,3.02,48030
48,31,713,627,87.94,59,8.27,27,3.79,48031
48,32,591,523,88.49,48,8.12,20,3.38,48032
48,33,316,263,83.23,49,15.51,4,1.27,48033
48,34,495,444,89.7,38,7.68,13,2.63,48034
48,35,389,318,81.75,62,15.94,9,2.31,48035
48,36,335,279,83.28,47,14.03,9,2.69,48036
48,37,586,534,91.13,34,5.8,18,3.07,48037
48,38,582,505,86.77,59,10.14,18,3.09,48038
48,39,462,394,85.28,59,12.77,9,1.95,48039
48,40,504,455,90.28,32,6.35,17,3.37,48040
48,41,707,631,89.25,51,7.21,25,3.54,48041
48,42,662,611,92.3,37,5.59,14,2.11,48042
48,43,613,540,88.09,55,8.97,18,2.94,48043
48,44,714,665,93.14,32,4.48,17,2.38,48044
48,45,435,382,87.82,37,8.51,16,3.68,48045
48,46,384,333,86.72,42,10.94,9,2.34,48046
49,1,353,330,93.48,12,3.4,11,3.12,49001
49,2,386,356,92.23,20,5.18,10,2.59,49002
49,3,610,562,92.13,29,4.75,19,3.11,49003
49,4,693,621,89.61,45,6.49,27,3.9,49004
49,5,562,516,91.81,28,4.98,18,3.2,49005
49,6,522,473,90.61,29,5.56,20,3.83,49006
49,7,614,534,86.97,63,10.26,17,2.77,49007
49,8,460,418,90.87,29,6.3,13,2.83,49008
49,9,608,561,92.27,35,5.76,12,1.97,49009
49,10,549,488,88.89,42,7.65,19,3.46,49010
49,11,654,592,90.52,40,6.12,22,3.36,49011
49,12,771,705,91.44,43,5.58,23,2.98,49012
49,13,650,577,88.77,51,7.85,22,3.38,49013
49,14,474,407,85.86,40,8.44,27,5.7,49014
49,15,401,365,91.02,26,6.48,10,2.49,49015
49,16,547,483,88.3,50,9.14,14,2.56,49016
49,17,402,331,82.34,60,14.93,11,2.74,49017
49,18,748,696,93.05,30,4.01,22,2.94,49018
49,19,516,483,93.6,20,3.88,13,2.52,49019
49,20,812,753,92.73,40,4.93,19,2.34,49020
49,21,330,291,88.18,35,10.61,4,1.21,49021
49,22,550,482,87.64,49,8.91,19,3.45,49022
49,23,744,685,92.07,35,4.7,24,3.23,49023
49,24,472,436,92.37,24,5.08,12,2.54,49024
49,25,740,663,89.59,51,6.89,26,3.51,49025
49,26,650,559,86.0,73,11.23,18,2.77,49026
49,27,638,575,90.13,41,6.43,22,3.45,49027
49,28,755,707,93.64,34,4.5,14,1.85,49028
49,29,695,627,90.22,46,6.62,22,3.17,49029
49,30,657,579,88.13,58,8.83,20,3.04,49030
49,31,455,410,90.11,32,7.03,13,2.86,49031
49,32,546,508,93.04,21,3.85,17,3.11,49032
49,33,455,426,93.63,19,4.18,10,2.2,49033
50,1,399,259,64.91,127,31.83,13,3.26,50001
50,2,271,182,67.16,82,30.26,7,2.58,50002
50,3,380,252,66.32,115,30.26,13,3.42,50003
50,4,458,355,77.51,90,19.65,13,2.84,50004
50,5,292,163,55.82,124,42.47,5,1.71,50005
50,6,475,382,80.42,77,16.21,16,3.37,50006
50,7,485,420,86.6,58,11.96,7,1.44,50007
50,8,430,381,88.6,41,9.53,8,1.86,50008
50,9,354,283,79.94,65,18.36,6,1.69,50009
50,10,382,277,72.51,98,25.65,7,1.83,50010
50,11,291,130,44.67,152,52.23,9,3.09,50011
50,12,185,124,67.03,57,30.81,4,2.16,50012
50,13,461,397,86.12,44,9.54,20,4.34,50013
50,14,146,91,62.33,53,36.3,2,1.37,50014
50,15,486,416,85.6,62,12.76,8,1.65,50015
50,16,143,100,69.93,42,29.37,1,0.7,50016
50,17,413,309,74.82,97,23.49,7,1.69,50017
50,18,110,63,57.27,44,40.0,3,2.73,50018
50,19,260,212,81.54,40,15.38,8,3.08,50019
50,20,410,327,79.76,66,16.1,17,4.15,50020
50,21,381,317,83.2,57,14.96,7,1.84,50021
50,22,348,223,64.08,114,32.76,11,3.16,50022
50,23,279,207,74.19,67,24.01,5,1.79,50023
50,24,334,158,47.31,167,50.0,9,2.69,50024
50,25,404,234,57.92,160,39.6,10,2.48,50025
50,26,383,313,81.72,64,16.71,6,1.57,50026
50,27,128,86,67.19,42,32.81,0,0.0,50027
50,28,468,381,81.41,74,15.81,13,2.78,50028
