ward,precinct,total,"Larry Rogers, Jr.","Larry Rogers, Jr. Percent",precinct_id
37,7,211,211,100.0,37007
37,8,213,213,100.0,37008
37,9,334,334,100.0,37009
37,10,261,261,100.0,37010
37,11,209,209,100.0,37011
37,12,224,224,100.0,37012
37,13,219,219,100.0,37013
37,14,317,317,100.0,37014
37,15,319,319,100.0,37015
37,16,350,350,100.0,37016
37,17,256,256,100.0,37017
37,18,262,262,100.0,37018
37,19,218,218,100.0,37019
37,20,250,250,100.0,37020
37,21,275,275,100.0,37021
37,22,211,211,100.0,37022
37,23,288,288,100.0,37023
37,24,332,332,100.0,37024
37,25,285,285,100.0,37025
37,26,406,406,100.0,37026
37,27,289,289,100.0,37027
37,28,266,266,100.0,37028
37,29,274,274,100.0,37029
37,30,302,302,100.0,37030
37,31,326,326,100.0,37031
37,32,275,275,100.0,37032
37,33,336,336,100.0,37033
37,34,293,293,100.0,37034
37,35,332,332,100.0,37035
37,36,314,314,100.0,37036
37,37,332,332,100.0,37037
37,38,305,305,100.0,37038
37,39,275,275,100.0,37039
37,40,322,322,100.0,37040
37,41,312,312,100.0,37041
42,2,541,541,100.0,42002
42,4,911,911,100.0,42004
42,6,428,428,100.0,42006
42,7,563,563,100.0,42007
42,8,406,406,100.0,42008
42,9,189,189,100.0,42009
42,10,639,639,100.0,42010
42,11,291,291,100.0,42011
42,13,377,377,100.0,42013
42,19,405,405,100.0,42019
42,20,515,515,100.0,42020
42,22,228,228,100.0,42022
42,23,146,146,100.0,42023
42,25,451,451,100.0,42025
42,26,601,601,100.0,42026
42,27,332,332,100.0,42027
42,28,494,494,100.0,42028
42,29,498,498,100.0,42029
42,30,353,353,100.0,42030
42,31,528,528,100.0,42031
42,32,467,467,100.0,42032
42,33,559,559,100.0,42033
42,35,609,609,100.0,42035
42,39,131,131,100.0,42039
42,40,675,675,100.0,42040
42,42,811,811,100.0,42042
