ward,precinct,total,Kwame Raoul,Kwame Raoul Percent,Erika Harold,Erika Harold Percent,Bubba Harsy,Bubba Harsy Percent,precinct_id
26,4,238,214,89.92,21,8.82,3,1.26,26004
26,5,343,306,89.21,23,6.71,14,4.08,26005
26,6,322,275,85.4,42,13.04,5,1.55,26006
26,7,377,337,89.39,30,7.96,10,2.65,26007
26,8,196,161,82.14,28,14.29,7,3.57,26008
26,9,260,227,87.31,25,9.62,8,3.08,26009
26,10,322,290,90.06,25,7.76,7,2.17,26010
26,11,329,279,84.8,38,11.55,12,3.65,26011
26,12,410,349,85.12,49,11.95,12,2.93,26012
26,13,188,168,89.36,13,6.91,7,3.72,26013
26,14,277,245,88.45,22,7.94,10,3.61,26014
26,15,217,178,82.03,33,15.21,6,2.76,26015
26,16,195,155,79.49,31,15.9,9,4.62,26016
26,17,324,228,70.37,86,26.54,10,3.09,26017
26,18,272,220,80.88,41,15.07,11,4.04,26018
26,19,229,199,86.9,26,11.35,4,1.75,26019
26,20,320,273,85.31,43,13.44,4,1.25,26020
26,21,442,395,89.37,36,8.14,11,2.49,26021
26,22,180,143,79.44,26,14.44,11,6.11,26022
26,23,242,210,86.78,25,10.33,7,2.89,26023
26,24,292,257,88.01,30,10.27,5,1.71,26024
26,25,342,297,86.84,34,9.94,11,3.22,26025
26,26,261,231,88.51,27,10.34,3,1.15,26026
26,27,457,396,86.65,52,11.38,9,1.97,26027
26,28,548,446,81.39,93,16.97,9,1.64,26028
26,29,234,192,82.05,38,16.24,4,1.71,26029
26,30,288,260,90.28,23,7.99,5,1.74,26030
26,31,156,128,82.05,25,16.03,3,1.92,26031
26,32,445,356,80.0,76,17.08,13,2.92,26032
26,33,423,368,87.0,43,10.17,12,2.84,26033
26,34,468,417,89.1,41,8.76,10,2.14,26034
26,35,315,274,86.98,27,8.57,14,4.44,26035
26,36,384,317,82.55,54,14.06,13,3.39,26036
26,37,395,353,89.37,34,8.61,8,2.03,26037
26,38,154,132,85.71,19,12.34,3,1.95,26038
26,39,412,338,82.04,66,16.02,8,1.94,26039
26,40,252,219,86.9,25,9.92,8,3.17,26040
26,41,428,380,88.79,36,8.41,12,2.8,26041
26,42,303,268,88.45,28,9.24,7,2.31,26042
26,43,197,167,84.77,24,12.18,6,3.05,26043
26,44,210,181,86.19,26,12.38,3,1.43,26044
26,45,167,141,84.43,24,14.37,2,1.2,26045
26,46,271,204,75.28,61,22.51,6,2.21,26046
26,47,234,198,84.62,32,13.68,4,1.71,26047
26,48,355,302,85.07,42,11.83,11,3.1,26048
26,49,201,175,87.06,24,11.94,2,1.0,26049
27,1,933,729,78.14,182,19.51,22,2.36,27001
27,2,481,379,78.79,95,19.75,7,1.46,27002
27,3,250,234,93.6,14,5.6,2,0.8,27003
27,4,221,203,91.86,11,4.98,7,3.17,27004
27,5,324,299,92.28,19,5.86,6,1.85,27005
27,6,526,422,80.23,90,17.11,14,2.66,27006
27,7,631,534,84.63,88,13.95,9,1.43,27007
27,8,321,293,91.28,25,7.79,3,0.93,27008
27,9,242,165,68.18,74,30.58,3,1.24,27009
27,10,444,403,90.77,33,7.43,8,1.8,27010
27,11,616,457,74.19,137,22.24,22,3.57,27011
27,12,343,239,69.68,96,27.99,8,2.33,27012
27,13,580,524,90.34,46,7.93,10,1.72,27013
27,14,202,193,95.54,4,1.98,5,2.48,27014
27,15,210,198,94.29,8,3.81,4,1.9,27015
27,16,516,401,77.71,109,21.12,6,1.16,27016
27,17,408,372,91.18,30,7.35,6,1.47,27017
27,18,295,267,90.51,25,8.47,3,1.02,27018
27,19,205,187,91.22,14,6.83,4,1.95,27019
27,20,324,306,94.44,17,5.25,1,0.31,27020
27,21,474,364,76.79,100,21.1,10,2.11,27021
27,22,195,177,90.77,16,8.21,2,1.03,27022
27,23,290,277,95.52,12,4.14,1,0.34,27023
27,24,288,264,91.67,21,7.29,3,1.04,27024
27,25,381,343,90.03,37,9.71,1,0.26,27025
27,26,317,295,93.06,18,5.68,4,1.26,27026
27,27,505,458,90.69,36,7.13,11,2.18,27027
27,28,430,321,74.65,103,23.95,6,1.4,27028
27,29,267,247,92.51,14,5.24,6,2.25,27029
27,30,186,176,94.62,8,4.3,2,1.08,27030
27,31,321,302,94.08,16,4.98,3,0.93,27031
27,32,373,336,90.08,28,7.51,9,2.41,27032
27,33,487,388,79.67,82,16.84,17,3.49,27033
27,34,293,281,95.9,11,3.75,1,0.34,27034
27,35,530,399,75.28,115,21.7,16,3.02,27035
27,36,339,305,89.97,26,7.67,8,2.36,27036
27,37,552,430,77.9,107,19.38,15,2.72,27037
27,38,673,522,77.56,130,19.32,21,3.12,27038
27,39,293,276,94.2,14,4.78,3,1.02,27039
27,40,636,494,77.67,123,19.34,19,2.99,27040
27,41,339,328,96.76,11,3.24,0,0.0,27041
27,42,311,236,75.88,62,19.94,13,4.18,27042
27,43,267,235,88.01,22,8.24,10,3.75,27043
27,44,272,263,96.69,9,3.31,0,0.0,27044
27,45,986,735,74.54,224,22.72,27,2.74,27045
27,46,382,256,67.02,114,29.84,12,3.14,27046
27,47,294,265,90.14,23,7.82,6,2.04,27047
27,48,855,706,82.57,133,15.56,16,1.87,27048
27,49,295,283,95.93,7,2.37,5,1.69,27049
27,50,379,360,94.99,16,4.22,3,0.79,27050
28,1,238,224,94.12,11,4.62,3,1.26,28001
28,2,307,287,93.49,18,5.86,2,0.65,28002
28,3,275,256,93.09,17,6.18,2,0.73,28003
28,4,349,260,74.5,80,22.92,9,2.58,28004
28,5,231,203,87.88,25,10.82,3,1.3,28005
28,6,204,173,84.8,24,11.76,7,3.43,28006
28,7,313,300,95.85,11,3.51,2,0.64,28007
28,8,447,353,78.97,79,17.67,15,3.36,28008
28,9,325,309,95.08,10,3.08,6,1.85,28009
28,10,466,386,82.83,69,14.81,11,2.36,28010
28,11,701,598,85.31,79,11.27,24,3.42,28011
28,12,323,313,96.9,6,1.86,4,1.24,28012
28,13,384,359,93.49,20,5.21,5,1.3,28013
28,14,252,243,96.43,8,3.17,1,0.4,28014
28,15,72,63,87.5,5,6.94,4,5.56,28015
28,16,202,194,96.04,8,3.96,0,0.0,28016
28,17,281,269,95.73,8,2.85,4,1.42,28017
28,18,292,277,94.86,9,3.08,6,2.05,28018
28,19,305,264,86.56,36,11.8,5,1.64,28019
28,20,309,289,93.53,17,5.5,3,0.97,28020
28,21,274,258,94.16,12,4.38,4,1.46,28021
28,22,297,273,91.92,20,6.73,4,1.35,28022
28,23,369,341,92.41,21,5.69,7,1.9,28023
28,24,273,251,91.94,15,5.49,7,2.56,28024
28,25,447,416,93.06,23,5.15,8,1.79,28025
28,26,319,301,94.36,16,5.02,2,0.63,28026
28,27,386,263,68.13,112,29.02,11,2.85,28027
28,28,447,324,72.48,111,24.83,12,2.68,28028
28,29,175,159,90.86,14,8.0,2,1.14,28029
28,30,53,52,98.11,1,1.89,0,0.0,28030
28,31,442,410,92.76,26,5.88,6,1.36,28031
28,32,303,289,95.38,12,3.96,2,0.66,28032
28,33,347,321,92.51,19,5.48,7,2.02,28033
28,34,573,532,92.84,32,5.58,9,1.57,28034
28,35,382,368,96.34,9,2.36,5,1.31,28035
28,36,184,181,98.37,3,1.63,0,0.0,28036
28,37,408,388,95.1,16,3.92,4,0.98,28037
28,38,160,144,90.0,11,6.88,5,3.13,28038
28,39,240,229,95.42,8,3.33,3,1.25,28039
28,40,436,426,97.71,8,1.83,2,0.46,28040
28,41,234,220,94.02,11,4.7,3,1.28,28041
28,42,330,315,95.45,11,3.33,4,1.21,28042
28,43,401,388,96.76,11,2.74,2,0.5,28043
28,44,230,222,96.52,5,2.17,3,1.3,28044
28,45,459,351,76.47,95,20.7,13,2.83,28045
28,46,679,541,79.68,120,17.67,18,2.65,28046
29,1,546,436,79.85,96,17.58,14,2.56,29001
29,2,537,508,94.6,20,3.72,9,1.68,29002
29,3,439,421,95.9,13,2.96,5,1.14,29003
29,4,433,409,94.46,21,4.85,3,0.69,29004
29,5,346,322,93.06,19,5.49,5,1.45,29005
29,6,348,335,96.26,9,2.59,4,1.15,29006
29,7,427,374,87.59,50,11.71,3,0.7,29007
29,8,355,339,95.49,13,3.66,3,0.85,29008
29,9,477,354,74.21,115,24.11,8,1.68,29009
29,10,554,438,79.06,108,19.49,8,1.44,29010
29,11,238,225,94.54,9,3.78,4,1.68,29011
29,12,489,453,92.64,26,5.32,10,2.04,29012
29,13,438,410,93.61,22,5.02,6,1.37,29013
29,14,366,342,93.44,17,4.64,7,1.91,29014
29,15,463,431,93.09,27,5.83,5,1.08,29015
29,16,383,363,94.78,13,3.39,7,1.83,29016
29,17,359,338,94.15,12,3.34,9,2.51,29017
29,18,394,379,96.19,8,2.03,7,1.78,29018
29,19,414,385,93.0,24,5.8,5,1.21,29019
29,20,500,476,95.2,12,2.4,12,2.4,29020
29,21,512,485,94.73,19,3.71,8,1.56,29021
29,22,292,256,87.67,28,9.59,8,2.74,29022
29,23,471,340,72.19,119,25.27,12,2.55,29023
29,24,363,343,94.49,17,4.68,3,0.83,29024
29,25,481,466,96.88,13,2.7,2,0.42,29025
29,26,411,367,89.29,40,9.73,4,0.97,29026
29,27,365,354,96.99,8,2.19,3,0.82,29027
29,28,491,455,92.67,22,4.48,14,2.85,29028
29,29,390,247,63.33,127,32.56,16,4.1,29029
29,30,547,467,85.37,73,13.35,7,1.28,29030
29,31,421,239,56.77,168,39.9,14,3.33,29031
29,32,409,228,55.75,167,40.83,14,3.42,29032
29,33,311,282,90.68,25,8.04,4,1.29,29033
29,34,301,264,87.71,33,10.96,4,1.33,29034
29,35,302,294,97.35,7,2.32,1,0.33,29035
29,36,348,329,94.54,14,4.02,5,1.44,29036
29,37,403,378,93.8,15,3.72,10,2.48,29037
29,38,435,322,74.02,108,24.83,5,1.15,29038
29,39,387,269,69.51,108,27.91,10,2.58,29039
29,40,456,432,94.74,19,4.17,5,1.1,29040
29,41,323,309,95.67,9,2.79,5,1.55,29041
29,42,449,431,95.99,15,3.34,3,0.67,29042
29,43,514,449,87.35,56,10.89,9,1.75,29043
29,44,516,476,92.25,33,6.4,7,1.36,29044
30,1,484,356,73.55,105,21.69,23,4.75,30001
30,2,416,312,75.0,94,22.6,10,2.4,30002
30,3,360,287,79.72,61,16.94,12,3.33,30003
30,4,413,299,72.4,98,23.73,16,3.87,30004
30,5,289,234,80.97,44,15.22,11,3.81,30005
30,6,356,287,80.62,63,17.7,6,1.69,30006
30,7,455,351,77.14,90,19.78,14,3.08,30007
30,8,537,437,81.38,76,14.15,24,4.47,30008
30,9,341,244,71.55,87,25.51,10,2.93,30009
30,10,432,322,74.54,99,22.92,11,2.55,30010
30,11,381,309,81.1,63,16.54,9,2.36,30011
30,12,362,282,77.9,73,20.17,7,1.93,30012
30,13,414,306,73.91,96,23.19,12,2.9,30013
30,14,266,217,81.58,45,16.92,4,1.5,30014
30,15,423,319,75.41,90,21.28,14,3.31,30015
30,16,193,153,79.27,35,18.13,5,2.59,30016
30,17,396,310,78.28,79,19.95,7,1.77,30017
30,18,520,448,86.15,49,9.42,23,4.42,30018
30,19,373,296,79.36,66,17.69,11,2.95,30019
30,20,463,371,80.13,81,17.49,11,2.38,30020
30,21,322,236,73.29,76,23.6,10,3.11,30021
30,22,582,480,82.47,84,14.43,18,3.09,30022
30,23,470,375,79.79,80,17.02,15,3.19,30023
30,24,553,460,83.18,72,13.02,21,3.8,30024
30,25,609,508,83.42,87,14.29,14,2.3,30025
30,26,257,192,74.71,59,22.96,6,2.33,30026
30,27,287,224,78.05,59,20.56,4,1.39,30027
30,28,437,365,83.52,54,12.36,18,4.12,30028
30,29,229,183,79.91,41,17.9,5,2.18,30029
30,30,194,157,80.93,31,15.98,6,3.09,30030
30,31,276,205,74.28,64,23.19,7,2.54,30031
30,32,329,281,85.41,43,13.07,5,1.52,30032
31,1,258,208,80.62,43,16.67,7,2.71,31001
31,2,231,194,83.98,32,13.85,5,2.16,31002
31,3,235,166,70.64,63,26.81,6,2.55,31003
31,4,394,339,86.04,46,11.68,9,2.28,31004
31,5,298,233,78.19,56,18.79,9,3.02,31005
31,6,204,173,84.8,29,14.22,2,0.98,31006
31,7,442,398,90.05,35,7.92,9,2.04,31007
31,8,220,182,82.73,28,12.73,10,4.55,31008
31,9,264,211,79.92,47,17.8,6,2.27,31009
31,10,244,203,83.2,34,13.93,7,2.87,31010
31,11,222,172,77.48,45,20.27,5,2.25,31011
31,12,259,194,74.9,57,22.01,8,3.09,31012
31,13,272,231,84.93,32,11.76,9,3.31,31013
31,14,248,189,76.21,53,21.37,6,2.42,31014
31,15,249,187,75.1,54,21.69,8,3.21,31015
31,16,344,289,84.01,45,13.08,10,2.91,31016
31,17,251,197,78.49,48,19.12,6,2.39,31017
31,18,258,201,77.91,51,19.77,6,2.33,31018
31,19,244,200,81.97,39,15.98,5,2.05,31019
31,20,246,197,80.08,42,17.07,7,2.85,31020
31,21,254,204,80.31,42,16.54,8,3.15,31021
31,22,235,193,82.13,36,15.32,6,2.55,31022
31,23,282,217,76.95,50,17.73,15,5.32,31023
31,24,273,209,76.56,53,19.41,11,4.03,31024
31,25,260,203,78.08,51,19.62,6,2.31,31025
31,26,313,236,75.4,66,21.09,11,3.51,31026
31,27,305,243,79.67,55,18.03,7,2.3,31027
31,28,227,174,76.65,41,18.06,12,5.29,31028
31,29,291,228,78.35,49,16.84,14,4.81,31029
31,30,212,180,84.91,27,12.74,5,2.36,31030
31,31,227,161,70.93,58,25.55,8,3.52,31031
31,32,230,177,76.96,48,20.87,5,2.17,31032
31,33,234,181,77.35,46,19.66,7,2.99,31033
31,34,262,202,77.1,52,19.85,8,3.05,31034
31,35,305,245,80.33,52,17.05,8,2.62,31035
31,36,302,248,82.12,42,13.91,12,3.97,31036
31,37,272,225,82.72,38,13.97,9,3.31,31037
31,38,218,184,84.4,26,11.93,8,3.67,31038
31,39,317,281,88.64,32,10.09,4,1.26,31039
31,40,317,261,82.33,50,15.77,6,1.89,31040
31,41,241,203,84.23,34,14.11,4,1.66,31041
32,1,639,500,78.25,123,19.25,16,2.5,32001
32,2,627,476,75.92,135,21.53,16,2.55,32002
32,3,629,535,85.06,78,12.4,16,2.54,32003
32,4,549,432,78.69,108,19.67,9,1.64,32004
32,5,596,486,81.54,103,17.28,7,1.17,32005
32,6,690,572,82.9,96,13.91,22,3.19,32006
32,7,627,489,77.99,122,19.46,16,2.55,32007
32,8,723,515,71.23,189,26.14,19,2.63,32008
32,9,558,418,74.91,130,23.3,10,1.79,32009
32,10,618,439,71.04,167,27.02,12,1.94,32010
32,11,526,480,91.25,37,7.03,9,1.71,32011
32,12,429,367,85.55,51,11.89,11,2.56,32012
32,13,633,452,71.41,165,26.07,16,2.53,32013
32,14,595,512,86.05,65,10.92,18,3.03,32014
32,15,586,446,76.11,135,23.04,5,0.85,32015
32,16,599,476,79.47,110,18.36,13,2.17,32016
32,17,576,509,88.37,52,9.03,15,2.6,32017
32,18,545,361,66.24,172,31.56,12,2.2,32018
32,19,591,472,79.86,104,17.6,15,2.54,32019
32,20,562,500,88.97,45,8.01,17,3.02,32020
32,21,632,482,76.27,139,21.99,11,1.74,32021
32,22,741,634,85.56,87,11.74,20,2.7,32022
32,23,665,488,73.38,160,24.06,17,2.56,32023
32,24,463,309,66.74,146,31.53,8,1.73,32024
32,25,584,454,77.74,111,19.01,19,3.25,32025
32,26,648,562,86.73,69,10.65,17,2.62,32026
32,27,568,386,67.96,173,30.46,9,1.58,32027
32,28,588,522,88.78,55,9.35,11,1.87,32028
32,29,644,537,83.39,93,14.44,14,2.17,32029
32,30,609,424,69.62,162,26.6,23,3.78,32030
32,31,623,466,74.8,139,22.31,18,2.89,32031
32,32,656,520,79.27,116,17.68,20,3.05,32032
32,33,617,462,74.88,145,23.5,10,1.62,32033
32,34,650,538,82.77,92,14.15,20,3.08,32034
32,35,628,485,77.23,130,20.7,13,2.07,32035
32,36,651,504,77.42,133,20.43,14,2.15,32036
32,37,586,476,81.23,88,15.02,22,3.75,32037
32,38,550,433,78.73,106,19.27,11,2.0,32038
32,39,681,442,64.9,222,32.6,17,2.5,32039
32,40,655,511,78.02,130,19.85,14,2.14,32040
32,41,623,471,75.6,134,21.51,18,2.89,32041
32,42,540,399,73.89,125,23.15,16,2.96,32042
32,43,546,474,86.81,56,10.26,16,2.93,32043
33,1,539,463,85.9,62,11.5,14,2.6,33001
33,2,718,587,81.75,113,15.74,18,2.51,33002
33,3,768,659,85.81,94,12.24,15,1.95,33003
33,4,747,591,79.12,130,17.4,26,3.48,33004
33,5,517,420,81.24,81,15.67,16,3.09,33005
33,6,486,404,83.13,69,14.2,13,2.67,33006
33,7,624,515,82.53,87,13.94,22,3.53,33007
33,8,761,650,85.41,106,13.93,5,0.66,33008
33,9,621,482,77.62,124,19.97,15,2.42,33009
33,10,545,427,78.35,96,17.61,22,4.04,33010
33,11,620,502,80.97,99,15.97,19,3.06,33011
33,12,555,441,79.46,97,17.48,17,3.06,33012
33,13,557,461,82.76,85,15.26,11,1.97,33013
33,14,294,233,79.25,49,16.67,12,4.08,33014
33,15,551,480,87.11,59,10.71,12,2.18,33015
33,16,733,587,80.08,127,17.33,19,2.59,33016
33,17,622,497,79.9,99,15.92,26,4.18,33017
33,18,762,652,85.56,88,11.55,22,2.89,33018
33,19,638,516,80.88,106,16.61,16,2.51,33019
33,20,653,568,86.98,65,9.95,20,3.06,33020
33,21,588,505,85.88,65,11.05,18,3.06,33021
33,22,510,391,76.67,104,20.39,15,2.94,33022
33,23,607,513,84.51,86,14.17,8,1.32,33023
33,24,753,610,81.01,132,17.53,11,1.46,33024
33,25,696,562,80.75,108,15.52,26,3.74,33025
33,26,460,403,87.61,42,9.13,15,3.26,33026
33,27,633,532,84.04,84,13.27,17,2.69,33027
33,28,550,491,89.27,42,7.64,17,3.09,33028
34,1,418,402,96.17,10,2.39,6,1.44,34001
34,2,324,307,94.75,14,4.32,3,0.93,34002
34,3,397,378,95.21,18,4.53,1,0.25,34003
34,4,292,276,94.52,12,4.11,4,1.37,34004
34,5,340,326,95.88,9,2.65,5,1.47,34005
34,6,450,416,92.44,19,4.22,15,3.33,34006
34,7,439,420,95.67,16,3.64,3,0.68,34007
34,8,319,303,94.98,12,3.76,4,1.25,34008
34,9,266,251,94.36,10,3.76,5,1.88,34009
34,10,374,359,95.99,10,2.67,5,1.34,34010
34,11,330,310,93.94,15,4.55,5,1.52,34011
34,12,426,412,96.71,6,1.41,8,1.88,34012
34,13,381,358,93.96,20,5.25,3,0.79,34013
34,14,299,282,94.31,12,4.01,5,1.67,34014
34,15,347,328,94.52,13,3.75,6,1.73,34015
34,16,322,303,94.1,14,4.35,5,1.55,34016
34,17,496,471,94.96,19,3.83,6,1.21,34017
34,18,294,285,96.94,7,2.38,2,0.68,34018
34,19,420,403,95.95,14,3.33,3,0.71,34019
34,20,437,421,96.34,12,2.75,4,0.92,34020
34,21,459,443,96.51,10,2.18,6,1.31,34021
34,22,387,356,91.99,25,6.46,6,1.55,34022
34,23,308,291,94.48,11,3.57,6,1.95,34023
34,24,345,329,95.36,12,3.48,4,1.16,34024
34,25,587,561,95.57,18,3.07,8,1.36,34025
34,26,414,396,95.65,12,2.9,6,1.45,34026
34,27,326,309,94.79,16,4.91,1,0.31,34027
34,28,250,239,95.6,9,3.6,2,0.8,34028
34,29,306,294,96.08,8,2.61,4,1.31,34029
34,30,384,363,94.53,15,3.91,6,1.56,34030
34,31,328,312,95.12,12,3.66,4,1.22,34031
34,32,384,368,95.83,15,3.91,1,0.26,34032
34,33,317,299,94.32,13,4.1,5,1.58,34033
34,34,405,380,93.83,18,4.44,7,1.73,34034
34,35,425,407,95.76,14,3.29,4,0.94,34035
34,36,345,322,93.33,15,4.35,8,2.32,34036
34,37,230,213,92.61,13,5.65,4,1.74,34037
34,38,188,181,96.28,7,3.72,0,0.0,34038
34,39,266,253,95.11,12,4.51,1,0.38,34039
34,40,422,406,96.21,13,3.08,3,0.71,34040
34,41,231,218,94.37,9,3.9,4,1.73,34041
34,42,379,361,95.25,13,3.43,5,1.32,34042
34,43,357,336,94.12,14,3.92,7,1.96,34043
34,44,385,367,95.32,17,4.42,1,0.26,34044
34,45,414,397,95.89,13,3.14,4,0.97,34045
34,46,264,255,96.59,8,3.03,1,0.38,34046
34,47,369,354,95.93,9,2.44,6,1.63,34047
34,48,398,380,95.48,14,3.52,4,1.01,34048
34,49,359,340,94.71,16,4.46,3,0.84,34049
34,50,319,292,91.54,18,5.64,9,2.82,34050
34,51,400,377,94.25,18,4.5,5,1.25,34051
34,52,292,279,95.55,10,3.42,3,1.03,34052
34,53,241,227,94.19,12,4.98,2,0.83,34053
35,1,501,432,86.23,61,12.18,8,1.6,35001
35,2,556,468,84.17,79,14.21,9,1.62,35002
35,3,443,398,89.84,34,7.67,11,2.48,35003
35,4,473,373,78.86,82,17.34,18,3.81,35004
35,5,448,391,87.28,47,10.49,10,2.23,35005
35,6,453,381,84.11,53,11.7,19,4.19,35006
35,7,494,437,88.46,44,8.91,13,2.63,35007
35,8,519,452,87.09,54,10.4,13,2.5,35008
35,9,436,352,80.73,78,17.89,6,1.38,35009
35,10,638,571,89.5,57,8.93,10,1.57,35010
35,11,552,480,86.96,67,12.14,5,0.91,35011
35,12,310,251,80.97,48,15.48,11,3.55,35012
35,13,321,274,85.36,40,12.46,7,2.18,35013
35,14,329,280,85.11,39,11.85,10,3.04,35014
35,15,584,515,88.18,56,9.59,13,2.23,35015
35,16,261,239,91.57,17,6.51,5,1.92,35016
35,17,543,477,87.85,55,10.13,11,2.03,35017
35,18,308,249,80.84,52,16.88,7,2.27,35018
35,19,255,214,83.92,39,15.29,2,0.78,35019
35,20,421,342,81.24,68,16.15,11,2.61,35020
35,21,425,370,87.06,39,9.18,16,3.76,35021
35,22,583,489,83.88,63,10.81,31,5.32,35022
35,23,483,398,82.4,72,14.91,13,2.69,35023
35,24,431,358,83.06,60,13.92,13,3.02,35024
35,25,564,494,87.59,56,9.93,14,2.48,35025
35,26,417,332,79.62,69,16.55,16,3.84,35026
35,27,399,327,81.95,66,16.54,6,1.5,35027
35,28,470,396,84.26,62,13.19,12,2.55,35028
35,29,415,344,82.89,68,16.39,3,0.72,35029
35,30,459,376,81.92,72,15.69,11,2.4,35030
35,31,503,410,81.51,80,15.9,13,2.58,35031
36,1,364,276,75.82,76,20.88,12,3.3,36001
36,2,346,268,77.46,63,18.21,15,4.34,36002
36,3,343,275,80.17,58,16.91,10,2.92,36003
36,4,350,289,82.57,51,14.57,10,2.86,36004
36,5,341,278,81.52,56,16.42,7,2.05,36005
36,6,321,262,81.62,54,16.82,5,1.56,36006
36,7,478,292,61.09,170,35.56,16,3.35,36007
36,8,263,218,82.89,35,13.31,10,3.8,36008
36,9,344,280,81.4,54,15.7,10,2.91,36009
36,10,470,346,73.62,111,23.62,13,2.77,36010
36,11,265,207,78.11,51,19.25,7,2.64,36011
36,12,239,204,85.36,28,11.72,7,2.93,36012
36,13,259,216,83.4,39,15.06,4,1.54,36013
36,14,401,298,74.31,92,22.94,11,2.74,36014
36,15,403,287,71.22,99,24.57,17,4.22,36015
36,16,404,296,73.27,98,24.26,10,2.48,36016
36,17,444,320,72.07,110,24.77,14,3.15,36017
36,18,407,285,70.02,111,27.27,11,2.7,36018
36,19,441,357,80.95,76,17.23,8,1.81,36019
36,20,419,296,70.64,109,26.01,14,3.34,36020
36,21,296,229,77.36,57,19.26,10,3.38,36021
36,22,297,256,86.2,37,12.46,4,1.35,36022
36,23,322,264,81.99,50,15.53,8,2.48,36023
36,24,385,263,68.31,110,28.57,12,3.12,36024
36,25,367,292,79.56,66,17.98,9,2.45,36025
36,26,384,241,62.76,130,33.85,13,3.39,36026
36,27,389,284,73.01,95,24.42,10,2.57,36027
36,28,358,236,65.92,112,31.28,10,2.79,36028
36,29,414,273,65.94,129,31.16,12,2.9,36029
36,30,384,274,71.35,87,22.66,23,5.99,36030
37,1,243,220,90.53,16,6.58,7,2.88,37001
37,2,294,264,89.8,25,8.5,5,1.7,37002
37,3,271,256,94.46,11,4.06,4,1.48,37003
37,4,280,249,88.93,27,9.64,4,1.43,37004
37,5,389,364,93.57,21,5.4,4,1.03,37005
37,6,398,379,95.23,13,3.27,6,1.51,37006
37,7,265,249,93.96,14,5.28,2,0.75,37007
37,8,259,239,92.28,16,6.18,4,1.54,37008
37,9,377,361,95.76,13,3.45,3,0.8,37009
37,10,420,383,91.19,30,7.14,7,1.67,37010
37,11,245,231,94.29,13,5.31,1,0.41,37011
37,12,273,247,90.48,23,8.42,3,1.1,37012
37,13,259,241,93.05,12,4.63,6,2.32,37013
37,14,374,347,92.78,25,6.68,2,0.53,37014
37,15,360,348,96.67,8,2.22,4,1.11,37015
37,16,399,373,93.48,22,5.51,4,1.0,37016
37,17,289,273,94.46,12,4.15,4,1.38,37017
37,18,317,299,94.32,16,5.05,2,0.63,37018
37,19,247,230,93.12,12,4.86,5,2.02,37019
37,20,292,273,93.49,16,5.48,3,1.03,37020
37,21,333,299,89.79,28,8.41,6,1.8,37021
37,22,315,270,85.71,39,12.38,6,1.9,37022
37,23,331,315,95.17,16,4.83,0,0.0,37023
37,24,391,365,93.35,19,4.86,7,1.79,37024
37,25,313,296,94.57,15,4.79,2,0.64,37025
37,26,464,430,92.67,30,6.47,4,0.86,37026
37,27,331,304,91.84,23,6.95,4,1.21,37027
37,28,314,284,90.45,27,8.6,3,0.96,37028
37,29,320,300,93.75,15,4.69,5,1.56,37029
37,30,342,321,93.86,13,3.8,8,2.34,37030
37,31,366,351,95.9,13,3.55,2,0.55,37031
37,32,314,287,91.4,20,6.37,7,2.23,37032
37,33,383,354,92.43,23,6.01,6,1.57,37033
37,34,337,320,94.96,15,4.45,2,0.59,37034
37,35,366,349,95.36,12,3.28,5,1.37,37035
37,36,350,336,96.0,12,3.43,2,0.57,37036
37,37,388,362,93.3,17,4.38,9,2.32,37037
37,38,352,322,91.48,24,6.82,6,1.7,37038
37,39,331,310,93.66,16,4.83,5,1.51,37039
37,40,369,356,96.48,11,2.98,2,0.54,37040
37,41,360,328,91.11,24,6.67,8,2.22,37041
38,1,402,284,70.65,101,25.12,17,4.23,38001
38,2,468,176,37.61,280,59.83,12,2.56,38002
38,3,414,246,59.42,162,39.13,6,1.45,38003
38,4,399,228,57.14,152,38.1,19,4.76,38004
38,5,435,254,58.39,169,38.85,12,2.76,38005
38,6,415,238,57.35,171,41.2,6,1.45,38006
38,7,385,207,53.77,170,44.16,8,2.08,38007
38,8,387,221,57.11,150,38.76,16,4.13,38008
38,9,473,248,52.43,212,44.82,13,2.75,38009
38,10,339,217,64.01,110,32.45,12,3.54,38010
38,11,374,240,64.17,124,33.16,10,2.67,38011
38,12,429,181,42.19,237,55.24,11,2.56,38012
38,13,444,235,52.93,190,42.79,19,4.28,38013
38,14,456,289,63.38,152,33.33,15,3.29,38014
38,15,382,270,70.68,100,26.18,12,3.14,38015
38,16,405,244,60.25,150,37.04,11,2.72,38016
38,17,530,271,51.13,246,46.42,13,2.45,38017
38,18,476,277,58.19,188,39.5,11,2.31,38018
38,19,494,284,57.49,191,38.66,19,3.85,38019
38,20,436,220,50.46,201,46.1,15,3.44,38020
38,21,366,237,64.75,112,30.6,17,4.64,38021
38,22,416,272,65.38,132,31.73,12,2.88,38022
38,23,435,299,68.74,126,28.97,10,2.3,38023
38,24,452,235,51.99,203,44.91,14,3.1,38024
38,25,374,248,66.31,118,31.55,8,2.14,38025
38,26,444,275,61.94,156,35.14,13,2.93,38026
38,27,426,247,57.98,164,38.5,15,3.52,38027
38,28,518,257,49.61,245,47.3,16,3.09,38028
38,29,421,276,65.56,132,31.35,13,3.09,38029
38,30,411,226,54.99,166,40.39,19,4.62,38030
