ward,precinct,total,Kwame Raoul,Kwame Raoul Percent,Erika Harold,Erika Harold Percent,Bubba Harsy,Bubba Harsy Percent,precinct_id
1,40,558,424,75.99,113,20.25,21,3.76,01040
1,41,330,298,90.3,23,6.97,9,2.73,01041
1,42,180,149,82.78,25,13.89,6,3.33,01042
1,43,352,300,85.23,44,12.5,8,2.27,01043
1,44,505,427,84.55,58,11.49,20,3.96,01044
2,1,651,529,81.26,101,15.51,21,3.23,02001
2,2,459,315,68.63,131,28.54,13,2.83,02002
2,3,670,543,81.04,114,17.01,13,1.94,02003
2,4,524,441,84.16,73,13.93,10,1.91,02004
2,5,696,572,82.18,98,14.08,26,3.74,02005
2,6,561,464,82.71,83,14.8,14,2.5,02006
2,7,553,423,76.49,115,20.8,15,2.71,02007
2,8,686,542,79.01,110,16.03,34,4.96,02008
2,9,543,370,68.14,155,28.55,18,3.31,02009
2,10,502,316,62.95,180,35.86,6,1.2,02010
2,11,633,405,63.98,215,33.97,13,2.05,02011
2,12,549,433,78.87,101,18.4,15,2.73,02012
2,13,514,358,69.65,147,28.6,9,1.75,02013
2,14,614,491,79.97,113,18.4,10,1.63,02014
2,15,562,458,81.49,92,16.37,12,2.14,02015
2,16,521,435,83.49,72,13.82,14,2.69,02016
2,17,684,562,82.16,112,16.37,10,1.46,02017
2,18,569,397,69.77,162,28.47,10,1.76,02018
2,19,448,283,63.17,160,35.71,5,1.12,02019
2,20,661,482,72.92,162,24.51,17,2.57,02020
2,21,603,503,83.42,84,13.93,16,2.65,02021
2,22,637,447,70.17,179,28.1,11,1.73,02022
2,23,415,250,60.24,161,38.8,4,0.96,02023
2,24,544,380,69.85,149,27.39,15,2.76,02024
2,25,617,482,78.12,117,18.96,18,2.92,02025
2,26,533,390,73.17,134,25.14,9,1.69,02026
2,27,540,340,62.96,186,34.44,14,2.59,02027
2,28,659,461,69.95,185,28.07,13,1.97,02028
2,29,654,469,71.71,174,26.61,11,1.68,02029
2,30,487,316,64.89,164,33.68,7,1.44,02030
2,31,681,430,63.14,239,35.1,12,1.76,02031
2,32,459,314,68.41,131,28.54,14,3.05,02032
2,33,868,583,67.17,269,30.99,16,1.84,02033
2,34,474,284,59.92,182,38.4,8,1.69,02034
2,35,751,519,69.11,211,28.1,21,2.8,02035
2,36,655,448,68.4,193,29.47,14,2.14,02036
2,37,535,375,70.09,144,26.92,16,2.99,02037
2,38,548,338,61.68,201,36.68,9,1.64,02038
2,39,417,244,58.51,165,39.57,8,1.92,02039
2,40,797,559,70.14,222,27.85,16,2.01,02040
2,41,595,415,69.75,167,28.07,13,2.18,02041
2,42,649,459,70.72,175,26.96,15,2.31,02042
2,43,790,536,67.85,241,30.51,13,1.65,02043
2,44,365,243,66.58,113,30.96,9,2.47,02044
2,45,673,483,71.77,168,24.96,22,3.27,02045
2,46,325,210,64.62,111,34.15,4,1.23,02046
3,1,651,613,94.16,31,4.76,7,1.08,03001
3,2,606,576,95.05,24,3.96,6,0.99,03002
3,3,453,395,87.2,49,10.82,9,1.99,03003
3,4,548,521,95.07,21,3.83,6,1.09,03004
3,5,311,289,92.93,14,4.5,8,2.57,03005
3,6,740,534,72.16,192,25.95,14,1.89,03006
3,7,329,304,92.4,19,5.78,6,1.82,03007
3,8,420,398,94.76,16,3.81,6,1.43,03008
3,9,524,475,90.65,31,5.92,18,3.44,03009
3,10,233,216,92.7,12,5.15,5,2.15,03010
3,11,525,496,94.48,24,4.57,5,0.95,03011
3,12,509,473,92.93,26,5.11,10,1.96,03012
3,13,633,493,77.88,128,20.22,12,1.9,03013
3,14,608,509,83.72,86,14.14,13,2.14,03014
3,15,474,449,94.73,20,4.22,5,1.05,03015
3,16,439,409,93.17,18,4.1,12,2.73,03016
3,17,751,649,86.42,84,11.19,18,2.4,03017
3,18,745,672,90.2,54,7.25,19,2.55,03018
3,19,644,476,73.91,160,24.84,8,1.24,03019
3,20,527,498,94.5,21,3.98,8,1.52,03020
3,21,618,470,76.05,139,22.49,9,1.46,03021
3,22,752,593,78.86,146,19.41,13,1.73,03022
3,23,445,417,93.71,25,5.62,3,0.67,03023
3,24,422,393,93.13,18,4.27,11,2.61,03024
3,25,957,681,71.16,262,27.38,14,1.46,03025
3,26,627,475,75.76,140,22.33,12,1.91,03026
3,27,719,531,73.85,174,24.2,14,1.95,03027
3,28,334,312,93.41,16,4.79,6,1.8,03028
3,29,505,470,93.07,31,6.14,4,0.79,03029
3,30,446,423,94.84,20,4.48,3,0.67,03030
3,31,559,531,94.99,19,3.4,9,1.61,03031
3,32,669,526,78.62,127,18.98,16,2.39,03032
3,33,673,523,77.71,129,19.17,21,3.12,03033
3,34,706,565,80.03,126,17.85,15,2.12,03034
3,35,244,219,89.75,21,8.61,4,1.64,03035
3,36,270,257,95.19,10,3.7,3,1.11,03036
3,37,456,427,93.64,18,3.95,11,2.41,03037
3,38,407,396,97.3,7,1.72,4,0.98,03038
3,39,903,719,79.62,160,17.72,24,2.66,03039
3,40,563,487,86.5,65,11.55,11,1.95,03040
3,41,358,298,83.24,48,13.41,12,3.35,03041
4,1,805,729,90.56,68,8.45,8,0.99,04001
4,2,717,562,78.38,141,19.67,14,1.95,04002
4,3,423,412,97.4,8,1.89,3,0.71,04003
4,4,715,664,92.87,44,6.15,7,0.98,04004
4,5,522,484,92.72,31,5.94,7,1.34,04005
4,6,623,562,90.21,51,8.19,10,1.61,04006
4,7,628,591,94.11,25,3.98,12,1.91,04007
4,8,569,542,95.25,20,3.51,7,1.23,04008
4,9,602,567,94.19,26,4.32,9,1.5,04009
4,10,658,622,94.53,30,4.56,6,0.91,04010
4,11,553,519,93.85,28,5.06,6,1.08,04011
4,12,602,566,94.02,31,5.15,5,0.83,04012
4,13,684,562,82.16,95,13.89,27,3.95,04013
4,14,556,517,92.99,33,5.94,6,1.08,04014
4,15,659,627,95.14,27,4.1,5,0.76,04015
4,16,936,773,82.59,139,14.85,24,2.56,04016
4,17,717,611,85.22,84,11.72,22,3.07,04017
4,18,519,479,92.29,30,5.78,10,1.93,04018
4,19,408,382,93.63,21,5.15,5,1.23,04019
4,20,521,401,76.97,105,20.15,15,2.88,04020
4,21,773,646,83.57,102,13.2,25,3.23,04021
4,22,556,502,90.29,47,8.45,7,1.26,04022
4,23,729,683,93.69,44,6.04,2,0.27,04023
4,24,512,464,90.63,39,7.62,9,1.76,04024
4,25,644,492,76.4,143,22.2,9,1.4,04025
4,26,512,477,93.16,25,4.88,10,1.95,04026
4,27,714,669,93.7,34,4.76,11,1.54,04027
4,28,449,402,89.53,41,9.13,6,1.34,04028
4,29,454,436,96.04,10,2.2,8,1.76,04029
4,30,728,692,95.05,23,3.16,13,1.79,04030
4,31,560,514,91.79,42,7.5,4,0.71,04031
4,32,590,555,94.07,24,4.07,11,1.86,04032
4,33,554,512,92.42,34,6.14,8,1.44,04033
4,34,463,436,94.17,22,4.75,5,1.08,04034
4,35,625,591,94.56,29,4.64,5,0.8,04035
4,36,611,566,92.64,34,5.56,11,1.8,04036
4,37,1032,841,81.49,164,15.89,27,2.62,04037
4,38,571,525,91.94,36,6.3,10,1.75,04038
5,1,410,392,95.61,14,3.41,4,0.98,05001
5,2,343,324,94.46,14,4.08,5,1.46,05002
5,3,588,540,91.84,44,7.48,4,0.68,05003
5,4,702,651,92.74,34,4.84,17,2.42,05004
5,5,456,432,94.74,14,3.07,10,2.19,05005
5,6,400,373,93.25,22,5.5,5,1.25,05006
5,7,544,497,91.36,40,7.35,7,1.29,05007
5,8,553,500,90.42,48,8.68,5,0.9,05008
5,9,627,587,93.62,31,4.94,9,1.44,05009
5,10,391,374,95.65,11,2.81,6,1.53,05010
5,11,555,504,90.81,43,7.75,8,1.44,05011
5,12,328,311,94.82,14,4.27,3,0.91,05012
5,13,421,395,93.82,23,5.46,3,0.71,05013
5,14,398,382,95.98,16,4.02,0,0.0,05014
5,15,481,427,88.77,48,9.98,6,1.25,05015
5,16,469,455,97.01,11,2.35,3,0.64,05016
5,17,414,392,94.69,14,3.38,8,1.93,05017
5,18,498,459,92.17,32,6.43,7,1.41,05018
5,19,496,447,90.12,44,8.87,5,1.01,05019
5,20,596,549,92.11,39,6.54,8,1.34,05020
5,21,577,538,93.24,31,5.37,8,1.39,05021
5,22,594,529,89.06,59,9.93,6,1.01,05022
5,23,909,827,90.98,75,8.25,7,0.77,05023
5,24,584,531,90.92,45,7.71,8,1.37,05024
5,25,456,431,94.52,17,3.73,8,1.75,05025
5,26,489,458,93.66,22,4.5,9,1.84,05026
5,27,624,546,87.5,69,11.06,9,1.44,05027
5,28,533,480,90.06,41,7.69,12,2.25,05028
5,29,510,468,91.76,36,7.06,6,1.18,05029
5,30,338,324,95.86,12,3.55,2,0.59,05030
5,31,386,367,95.08,14,3.63,5,1.3,05031
5,32,606,555,91.58,42,6.93,9,1.49,05032
5,33,548,519,94.71,19,3.47,10,1.82,05033
5,34,619,543,87.72,64,10.34,12,1.94,05034
5,35,631,578,91.6,45,7.13,8,1.27,05035
5,36,289,265,91.7,17,5.88,7,2.42,05036
5,37,576,529,91.84,39,6.77,8,1.39,05037
5,38,444,421,94.82,16,3.6,7,1.58,05038
5,39,427,376,88.06,45,10.54,6,1.41,05039
5,40,343,327,95.34,11,3.21,5,1.46,05040
5,41,291,266,91.41,23,7.9,2,0.69,05041
6,1,445,434,97.53,9,2.02,2,0.45,06001
6,2,428,414,96.73,10,2.34,4,0.93,06002
6,3,450,431,95.78,12,2.67,7,1.56,06003
6,4,319,299,93.73,15,4.7,5,1.57,06004
6,5,274,270,98.54,4,1.46,0,0.0,06005
6,6,434,399,91.94,26,5.99,9,2.07,06006
6,7,367,345,94.01,13,3.54,9,2.45,06007
6,8,396,380,95.96,10,2.53,6,1.52,06008
6,9,365,341,93.42,20,5.48,4,1.1,06009
6,10,245,230,93.88,12,4.9,3,1.22,06010
6,11,358,339,94.69,14,3.91,5,1.4,06011
6,12,294,274,93.2,17,5.78,3,1.02,06012
6,13,314,297,94.59,12,3.82,5,1.59,06013
6,14,370,352,95.14,14,3.78,4,1.08,06014
6,15,343,320,93.29,14,4.08,9,2.62,06015
6,16,419,389,92.84,18,4.3,12,2.86,06016
6,17,270,251,92.96,15,5.56,4,1.48,06017
6,18,301,288,95.68,8,2.66,5,1.66,06018
6,19,364,347,95.33,12,3.3,5,1.37,06019
6,20,239,228,95.4,7,2.93,4,1.67,06020
6,21,223,209,93.72,8,3.59,6,2.69,06021
6,22,236,215,91.1,19,8.05,2,0.85,06022
6,23,215,202,93.95,12,5.58,1,0.47,06023
6,24,211,192,91.0,13,6.16,6,2.84,06024
6,25,212,203,95.75,8,3.77,1,0.47,06025
6,26,297,278,93.6,17,5.72,2,0.67,06026
6,27,225,212,94.22,7,3.11,6,2.67,06027
6,28,198,190,95.96,5,2.53,3,1.52,06028
6,29,431,415,96.29,11,2.55,5,1.16,06029
6,30,324,300,92.59,17,5.25,7,2.16,06030
6,31,411,383,93.19,21,5.11,7,1.7,06031
6,32,372,351,94.35,19,5.11,2,0.54,06032
6,33,403,371,92.06,31,7.69,1,0.25,06033
6,34,406,388,95.57,15,3.69,3,0.74,06034
6,35,366,348,95.08,11,3.01,7,1.91,06035
6,36,471,456,96.82,15,3.18,0,0.0,06036
6,37,414,387,93.48,20,4.83,7,1.69,06037
6,38,422,392,92.89,22,5.21,8,1.9,06038
6,39,330,309,93.64,15,4.55,6,1.82,06039
6,40,360,340,94.44,12,3.33,8,2.22,06040
6,41,400,381,95.25,15,3.75,4,1.0,06041
6,42,412,385,93.45,21,5.1,6,1.46,06042
6,43,363,338,93.11,19,5.23,6,1.65,06043
6,44,394,374,94.92,15,3.81,5,1.27,06044
6,45,425,400,94.12,17,4.0,8,1.88,06045
6,46,273,263,96.34,7,2.56,3,1.1,06046
6,47,291,272,93.47,16,5.5,3,1.03,06047
6,48,429,403,93.94,22,5.13,4,0.93,06048
7,1,360,337,93.61,17,4.72,6,1.67,07001
7,2,368,346,94.02,17,4.62,5,1.36,07002
7,3,402,381,94.78,14,3.48,7,1.74,07003
7,4,398,368,92.46,24,6.03,6,1.51,07004
7,5,328,304,92.68,19,5.79,5,1.52,07005
7,6,493,468,94.93,18,3.65,7,1.42,07006
7,7,378,360,95.24,15,3.97,3,0.79,07007
7,8,321,299,93.15,15,4.67,7,2.18,07008
7,9,666,618,92.79,37,5.56,11,1.65,07009
7,10,426,407,95.54,16,3.76,3,0.7,07010
7,11,418,393,94.02,19,4.55,6,1.44,07011
7,12,359,347,96.66,11,3.06,1,0.28,07012
7,13,245,228,93.06,10,4.08,7,2.86,07013
7,14,417,389,93.29,24,5.76,4,0.96,07014
7,15,373,350,93.83,17,4.56,6,1.61,07015
7,16,291,277,95.19,8,2.75,6,2.06,07016
7,17,323,306,94.74,12,3.72,5,1.55,07017
7,18,344,311,90.41,28,8.14,5,1.45,07018
7,19,361,341,94.46,15,4.16,5,1.39,07019
7,20,294,283,96.26,9,3.06,2,0.68,07020
7,21,284,265,93.31,16,5.63,3,1.06,07021
7,22,325,298,91.69,22,6.77,5,1.54,07022
7,23,369,359,97.29,7,1.9,3,0.81,07023
7,24,311,294,94.53,14,4.5,3,0.96,07024
7,25,304,276,90.79,24,7.89,4,1.32,07025
7,26,308,293,95.13,10,3.25,5,1.62,07026
7,27,307,294,95.77,11,3.58,2,0.65,07027
7,28,285,264,92.63,19,6.67,2,0.7,07028
7,29,318,296,93.08,10,3.14,12,3.77,07029
7,30,273,246,90.11,17,6.23,10,3.66,07030
7,31,251,227,90.44,17,6.77,7,2.79,07031
7,32,508,475,93.5,27,5.31,6,1.18,07032
7,33,497,471,94.77,24,4.83,2,0.4,07033
7,34,444,417,93.92,17,3.83,10,2.25,07034
7,35,411,382,92.94,19,4.62,10,2.43,07035
7,36,448,430,95.98,12,2.68,6,1.34,07036
7,37,400,363,90.75,31,7.75,6,1.5,07037
7,38,322,310,96.27,10,3.11,2,0.62,07038
7,39,343,324,94.46,16,4.66,3,0.87,07039
7,40,331,313,94.56,12,3.63,6,1.81,07040
7,41,373,358,95.98,10,2.68,5,1.34,07041
7,42,316,302,95.57,13,4.11,1,0.32,07042
7,43,382,357,93.46,20,5.24,5,1.31,07043
7,44,321,305,95.02,13,4.05,3,0.93,07044
7,45,355,334,94.08,16,4.51,5,1.41,07045
7,46,161,154,95.65,3,1.86,4,2.48,07046
8,1,344,310,90.12,29,8.43,5,1.45,08001
8,2,365,343,93.97,17,4.66,5,1.37,08002
8,3,447,427,95.53,13,2.91,7,1.57,08003
8,4,450,436,96.89,12,2.67,2,0.44,08004
8,5,444,417,93.92,19,4.28,8,1.8,08005
8,6,411,393,95.62,14,3.41,4,0.97,08006
8,7,461,437,94.79,16,3.47,8,1.74,08007
8,8,401,383,95.51,15,3.74,3,0.75,08008
8,9,271,259,95.57,9,3.32,3,1.11,08009
8,10,505,472,93.47,24,4.75,9,1.78,08010
8,11,337,313,92.88,17,5.04,7,2.08,08011
8,12,351,340,96.87,8,2.28,3,0.85,08012
8,13,458,435,94.98,16,3.49,7,1.53,08013
8,14,291,278,95.53,10,3.44,3,1.03,08014
8,15,358,336,93.85,12,3.35,10,2.79,08015
8,16,124,117,94.35,6,4.84,1,0.81,08016
8,17,359,346,96.38,12,3.34,1,0.28,08017
8,18,383,358,93.47,21,5.48,4,1.04,08018
8,19,431,406,94.2,19,4.41,6,1.39,08019
8,20,450,432,96.0,12,2.67,6,1.33,08020
8,21,499,471,94.39,25,5.01,3,0.6,08021
8,22,364,343,94.23,14,3.85,7,1.92,08022
8,23,338,321,94.97,9,2.66,8,2.37,08023
8,24,245,230,93.88,11,4.49,4,1.63,08024
8,25,398,366,91.96,29,7.29,3,0.75,08025
8,26,374,351,93.85,18,4.81,5,1.34,08026
8,27,432,399,92.36,25,5.79,8,1.85,08027
8,28,415,386,93.01,23,5.54,6,1.45,08028
8,29,462,436,94.37,17,3.68,9,1.95,08029
8,30,424,400,94.34,19,4.48,5,1.18,08030
8,31,305,278,91.15,20,6.56,7,2.3,08031
8,32,331,318,96.07,10,3.02,3,0.91,08032
8,33,383,365,95.3,13,3.39,5,1.31,08033
8,34,384,365,95.05,15,3.91,4,1.04,08034
8,35,436,407,93.35,23,5.28,6,1.38,08035
8,36,426,403,94.6,20,4.69,3,0.7,08036
8,37,336,313,93.15,16,4.76,7,2.08,08037
8,38,271,259,95.57,8,2.95,4,1.48,08038
8,39,407,391,96.07,10,2.46,6,1.47,08039
8,40,308,289,93.83,15,4.87,4,1.3,08040
8,41,461,437,94.79,21,4.56,3,0.65,08041
8,42,484,466,96.28,16,3.31,2,0.41,08042
8,43,222,208,93.69,8,3.6,6,2.7,08043
8,44,277,266,96.03,9,3.25,2,0.72,08044
8,45,390,362,92.82,24,6.15,4,1.03,08045
8,46,317,300,94.64,13,4.1,4,1.26,08046
8,47,329,302,91.79,22,6.69,5,1.52,08047
8,48,372,353,94.89,12,3.23,7,1.88,08048
8,49,373,362,97.05,8,2.14,3,0.8,08049
8,50,409,387,94.62,17,4.16,5,1.22,08050
8,51,445,431,96.85,9,2.02,5,1.12,08051
8,52,495,463,93.54,22,4.44,10,2.02,08052
8,53,231,210,90.91,17,7.36,4,1.73,08053
8,54,326,312,95.71,11,3.37,3,0.92,08054
8,55,321,297,92.52,17,5.3,7,2.18,08055
8,56,400,384,96.0,12,3.0,4,1.0,08056
9,1,377,354,93.9,20,5.31,3,0.8,09001
9,2,336,322,95.83,9,2.68,5,1.49,09002
9,3,302,288,95.36,10,3.31,4,1.32,09003
9,4,289,284,98.27,4,1.38,1,0.35,09004
9,5,366,358,97.81,5,1.37,3,0.82,09005
9,6,343,326,95.04,11,3.21,6,1.75,09006
9,7,316,301,95.25,14,4.43,1,0.32,09007
9,8,369,345,93.5,18,4.88,6,1.63,09008
9,9,406,382,94.09,20,4.93,4,0.99,09009
9,10,305,294,96.39,6,1.97,5,1.64,09010
9,11,249,234,93.98,12,4.82,3,1.2,09011
9,12,428,404,94.39,20,4.67,4,0.93,09012
9,13,427,407,95.32,16,3.75,4,0.94,09013
9,14,454,434,95.59,19,4.19,1,0.22,09014
9,15,415,398,95.9,14,3.37,3,0.72,09015
9,16,327,310,94.8,10,3.06,7,2.14,09016
9,17,254,235,92.52,14,5.51,5,1.97,09017
9,18,276,272,98.55,4,1.45,0,0.0,09018
9,19,354,344,97.18,6,1.69,4,1.13,09019
9,20,377,354,93.9,10,2.65,13,3.45,09020
9,21,323,300,92.88,20,6.19,3,0.93,09021
9,22,385,370,96.1,14,3.64,1,0.26,09022
9,23,437,424,97.03,10,2.29,3,0.69,09023
9,24,387,364,94.06,19,4.91,4,1.03,09024
9,25,379,367,96.83,11,2.9,1,0.26,09025
9,26,414,400,96.62,10,2.42,4,0.97,09026
9,27,325,315,96.92,7,2.15,3,0.92,09027
9,28,227,203,89.43,17,7.49,7,3.08,09028
9,29,347,328,94.52,13,3.75,6,1.73,09029
9,30,296,279,94.26,15,5.07,2,0.68,09030
9,31,290,274,94.48,14,4.83,2,0.69,09031
9,32,377,354,93.9,20,5.31,3,0.8,09032
9,33,283,270,95.41,8,2.83,5,1.77,09033
9,34,277,262,94.58,12,4.33,3,1.08,09034
9,35,377,356,94.43,13,3.45,8,2.12,09035
9,36,312,301,96.47,10,3.21,1,0.32,09036
9,37,530,428,80.75,88,16.6,14,2.64,09037
9,38,398,379,95.23,13,3.27,6,1.51,09038
9,39,400,379,94.75,16,4.0,5,1.25,09039
9,40,410,385,93.9,22,5.37,3,0.73,09040
9,41,312,296,94.87,12,3.85,4,1.28,09041
9,42,377,360,95.49,16,4.24,1,0.27,09042
9,43,333,317,95.2,13,3.9,3,0.9,09043
9,44,326,309,94.79,13,3.99,4,1.23,09044
9,45,298,285,95.64,12,4.03,1,0.34,09045
9,46,374,334,89.3,28,7.49,12,3.21,09046
9,47,396,374,94.44,16,4.04,6,1.52,09047
9,48,430,404,93.95,18,4.19,8,1.86,09048
9,49,406,390,96.06,11,2.71,5,1.23,09049
9,50,498,483,96.99,12,2.41,3,0.6,09050
9,51,367,346,94.28,19,5.18,2,0.54,09051
10,1,342,309,90.35,26,7.6,7,2.05,10001
10,2,386,229,59.33,145,37.56,12,3.11,10002
10,3,380,245,64.47,123,32.37,12,3.16,10003
10,4,285,251,88.07,29,10.18,5,1.75,10004
10,5,295,183,62.03,105,35.59,7,2.37,10005
10,6,305,232,76.07,61,20.0,12,3.93,10006
10,7,266,210,78.95,51,19.17,5,1.88,10007
10,8,235,205,87.23,24,10.21,6,2.55,10008
10,9,347,216,62.25,126,36.31,5,1.44,10009
10,10,375,267,71.2,100,26.67,8,2.13,10010
10,11,417,321,76.98,85,20.38,11,2.64,10011
10,12,239,171,71.55,65,27.2,3,1.26,10012
10,13,331,282,85.2,42,12.69,7,2.11,10013
10,14,457,347,75.93,101,22.1,9,1.97,10014
10,15,685,657,95.91,21,3.07,7,1.02,10015
10,16,286,190,66.43,82,28.67,14,4.9,10016
10,17,487,304,62.42,167,34.29,16,3.29,10017
10,18,235,207,88.09,23,9.79,5,2.13,10018
10,19,375,245,65.33,119,31.73,11,2.93,10019
10,20,404,293,72.52,95,23.51,16,3.96,10020
10,21,368,286,77.72,68,18.48,14,3.8,10021
10,22,208,163,78.37,38,18.27,7,3.37,10022
10,23,319,267,83.7,45,14.11,7,2.19,10023
10,24,374,216,57.75,150,40.11,8,2.14,10024
10,25,106,94,88.68,12,11.32,0,0.0,10025
10,26,272,232,85.29,36,13.24,4,1.47,10026
10,27,355,316,89.01,35,9.86,4,1.13,10027
10,28,398,310,77.89,75,18.84,13,3.27,10028
10,29,323,251,77.71,56,17.34,16,4.95,10029
10,30,305,243,79.67,47,15.41,15,4.92,10030
10,31,269,241,89.59,22,8.18,6,2.23,10031
10,32,362,259,71.55,89,24.59,14,3.87,10032
10,33,252,208,82.54,39,15.48,5,1.98,10033
10,34,255,224,87.84,24,9.41,7,2.75,10034
10,35,429,271,63.17,144,33.57,14,3.26,10035
10,36,96,75,78.13,16,16.67,5,5.21,10036
11,1,441,300,68.03,119,26.98,22,4.99,11001
11,2,33,22,66.67,10,30.3,1,3.03,11002
11,3,445,391,87.87,37,8.31,17,3.82,11003
11,4,372,271,72.85,90,24.19,11,2.96,11004
11,5,551,455,82.58,81,14.7,15,2.72,11005
11,6,732,576,78.69,135,18.44,21,2.87,11006
11,7,681,588,86.34,80,11.75,13,1.91,11007
11,8,434,331,76.27,86,19.82,17,3.92,11008
11,9,357,252,70.59,91,25.49,14,3.92,11009
11,10,406,292,71.92,102,25.12,12,2.96,11010
11,11,485,332,68.45,135,27.84,18,3.71,11011
11,12,590,340,57.63,227,38.47,23,3.9,11012
11,13,527,289,54.84,216,40.99,22,4.17,11013
11,14,281,190,67.62,86,30.6,5,1.78,11014
11,15,168,127,75.6,39,23.21,2,1.19,11015
11,16,298,187,62.75,100,33.56,11,3.69,11016
11,17,545,410,75.23,118,21.65,17,3.12,11017
11,18,333,235,70.57,92,27.63,6,1.8,11018
11,19,555,430,77.48,107,19.28,18,3.24,11019
11,20,303,211,69.64,85,28.05,7,2.31,11020
11,21,557,385,69.12,154,27.65,18,3.23,11021
11,22,496,355,71.57,126,25.4,15,3.02,11022
11,23,273,178,65.2,90,32.97,5,1.83,11023
11,24,501,361,72.06,132,26.35,8,1.6,11024
11,25,575,416,72.35,144,25.04,15,2.61,11025
11,26,513,371,72.32,131,25.54,11,2.14,11026
11,27,151,119,78.81,28,18.54,4,2.65,11027
11,28,199,123,61.81,70,35.18,6,3.02,11028
11,29,489,330,67.48,147,30.06,12,2.45,11029
11,30,230,153,66.52,72,31.3,5,2.17,11030
11,31,431,250,58.0,164,38.05,17,3.94,11031
11,32,221,136,61.54,81,36.65,4,1.81,11032
11,33,571,421,73.73,137,23.99,13,2.28,11033
11,34,173,123,71.1,44,25.43,6,3.47,11034
11,35,129,99,76.74,26,20.16,4,3.1,11035
11,36,184,126,68.48,51,27.72,7,3.8,11036
11,37,130,108,83.08,21,16.15,1,0.77,11037
11,38,243,204,83.95,35,14.4,4,1.65,11038
12,1,370,296,80.0,59,15.95,15,4.05,12001
12,2,332,265,79.82,58,17.47,9,2.71,12002
12,3,490,401,81.84,72,14.69,17,3.47,12003
12,4,405,317,78.27,68,16.79,20,4.94,12004
12,5,340,239,70.29,89,26.18,12,3.53,12005
12,6,384,305,79.43,65,16.93,14,3.65,12006
12,7,346,291,84.1,43,12.43,12,3.47,12007
12,8,408,313,76.72,78,19.12,17,4.17,12008
12,9,325,247,76.0,70,21.54,8,2.46,12009
12,10,433,365,84.3,41,9.47,27,6.24,12010
12,11,375,314,83.73,49,13.07,12,3.2,12011
12,12,377,299,79.31,62,16.45,16,4.24,12012
12,13,366,295,80.6,65,17.76,6,1.64,12013
12,14,327,290,88.69,26,7.95,11,3.36,12014
12,15,280,241,86.07,32,11.43,7,2.5,12015
12,16,333,284,85.29,40,12.01,9,2.7,12016
12,17,371,300,80.86,61,16.44,10,2.7,12017
12,18,321,276,85.98,30,9.35,15,4.67,12018
12,19,384,306,79.69,63,16.41,15,3.91,12019
12,20,452,363,80.31,80,17.7,9,1.99,12020
12,21,359,294,81.89,49,13.65,16,4.46,12021
12,22,309,272,88.03,28,9.06,9,2.91,12022
12,23,383,300,78.33,72,18.8,11,2.87,12023
13,1,300,189,63.0,98,32.67,13,4.33,13001
13,2,309,188,60.84,114,36.89,7,2.27,13002
13,3,281,235,83.63,41,14.59,5,1.78,13003
13,4,360,200,55.56,149,41.39,11,3.06,13004
13,5,395,311,78.73,79,20.0,5,1.27,13005
