ward,precinct,total,Frederick ''Fritz'' Kaegi,Frederick ''Fritz'' Kaegi Percent,Joseph Paglia,Joseph Paglia Percent,precinct_id
8,51,411,397,96.59,14,3.41,08051
8,52,467,458,98.07,9,1.93,08052
8,53,213,205,96.24,8,3.76,08053
8,54,298,288,96.64,10,3.36,08054
8,55,290,278,95.86,12,4.14,08055
8,56,369,361,97.83,8,2.17,08056
9,1,354,340,96.05,14,3.95,09001
9,2,323,312,96.59,11,3.41,09002
9,3,264,256,96.97,8,3.03,09003
9,4,263,260,98.86,3,1.14,09004
9,5,336,331,98.51,5,1.49,09005
9,6,329,322,97.87,7,2.13,09006
9,7,289,278,96.19,11,3.81,09007
9,8,343,333,97.08,10,2.92,09008
9,9,366,357,97.54,9,2.46,09009
9,10,282,274,97.16,8,2.84,09010
9,11,230,218,94.78,12,5.22,09011
9,12,399,388,97.24,11,2.76,09012
9,13,395,383,96.96,12,3.04,09013
9,14,422,407,96.45,15,3.55,09014
9,15,378,372,98.41,6,1.59,09015
9,16,308,301,97.73,7,2.27,09016
9,17,236,231,97.88,5,2.12,09017
9,18,249,242,97.19,7,2.81,09018
9,19,326,321,98.47,5,1.53,09019
9,20,349,340,97.42,9,2.58,09020
9,21,308,293,95.13,15,4.87,09021
9,22,352,342,97.16,10,2.84,09022
9,23,404,400,99.01,4,0.99,09023
9,24,369,352,95.39,17,4.61,09024
9,25,358,350,97.77,8,2.23,09025
9,26,389,379,97.43,10,2.57,09026
9,27,307,299,97.39,8,2.61,09027
9,28,216,205,94.91,11,5.09,09028
9,29,306,296,96.73,10,3.27,09029
9,30,282,270,95.74,12,4.26,09030
9,31,261,253,96.93,8,3.07,09031
9,32,347,336,96.83,11,3.17,09032
9,33,262,254,96.95,8,3.05,09033
9,34,247,233,94.33,14,5.67,09034
9,35,353,345,97.73,8,2.27,09035
9,36,290,282,97.24,8,2.76,09036
9,37,502,426,84.86,76,15.14,09037
9,38,374,361,96.52,13,3.48,09038
9,39,380,367,96.58,13,3.42,09039
9,40,375,361,96.27,14,3.73,09040
9,41,291,283,97.25,8,2.75,09041
9,42,358,349,97.49,9,2.51,09042
9,43,304,294,96.71,10,3.29,09043
9,44,312,303,97.12,9,2.88,09044
9,45,274,265,96.72,9,3.28,09045
9,46,356,340,95.51,16,4.49,09046
9,47,370,363,98.11,7,1.89,09047
9,48,405,393,97.04,12,2.96,09048
9,49,380,369,97.11,11,2.89,09049
9,50,463,451,97.41,12,2.59,09050
9,51,353,345,97.73,8,2.27,09051
10,1,316,297,93.99,19,6.01,10001
10,2,359,241,67.13,118,32.87,10002
10,3,359,239,66.57,120,33.43,10003
10,4,253,232,91.7,21,8.3,10004
10,5,280,190,67.86,90,32.14,10005
10,6,284,234,82.39,50,17.61,10006
10,7,251,209,83.27,42,16.73,10007
10,8,222,205,92.34,17,7.66,10008
10,9,328,228,69.51,100,30.49,10009
10,10,349,281,80.52,68,19.48,10010
10,11,393,338,86.01,55,13.99,10011
10,12,226,172,76.11,54,23.89,10012
10,13,302,276,91.39,26,8.61,10013
10,14,426,347,81.46,79,18.54,10014
10,15,648,630,97.22,18,2.78,10015
10,16,264,194,73.48,70,26.52,10016
10,17,457,314,68.71,143,31.29,10017
10,18,223,205,91.93,18,8.07,10018
10,19,363,263,72.45,100,27.55,10019
10,20,369,291,78.86,78,21.14,10020
10,21,351,302,86.04,49,13.96,10021
10,22,201,180,89.55,21,10.45,10022
10,23,303,267,88.12,36,11.88,10023
10,24,352,226,64.2,126,35.8,10024
10,25,102,96,94.12,6,5.88,10025
10,26,256,224,87.5,32,12.5,10026
10,27,332,305,91.87,27,8.13,10027
10,28,384,319,83.07,65,16.93,10028
10,29,309,267,86.41,42,13.59,10029
10,30,291,259,89.0,32,11.0,10030
10,31,257,236,91.83,21,8.17,10031
10,32,342,274,80.12,68,19.88,10032
10,33,243,216,88.89,27,11.11,10033
10,34,242,218,90.08,24,9.92,10034
10,35,410,281,68.54,129,31.46,10035
10,36,88,75,85.23,13,14.77,10036
11,1,410,312,76.1,98,23.9,11001
11,2,30,21,70.0,9,30.0,11002
11,3,425,389,91.53,36,8.47,11003
11,4,348,281,80.75,67,19.25,11004
11,5,531,459,86.44,72,13.56,11005
11,6,694,579,83.43,115,16.57,11006
11,7,653,586,89.74,67,10.26,11007
11,8,397,336,84.63,61,15.37,11008
11,9,334,257,76.95,77,23.05,11009
11,10,366,291,79.51,75,20.49,11010
11,11,458,341,74.45,117,25.55,11011
11,12,535,378,70.65,157,29.35,11012
11,13,488,330,67.62,158,32.38,11013
11,14,206,148,71.84,58,28.16,11014
11,15,162,125,77.16,37,22.84,11015
11,16,281,194,69.04,87,30.96,11016
11,17,521,424,81.38,97,18.62,11017
11,18,309,241,77.99,68,22.01,11018
11,19,527,445,84.44,82,15.56,11019
11,20,284,234,82.39,50,17.61,11020
11,21,527,402,76.28,125,23.72,11021
11,22,468,367,78.42,101,21.58,11022
11,23,253,192,75.89,61,24.11,11023
11,24,474,384,81.01,90,18.99,11024
11,25,544,434,79.78,110,20.22,11025
11,26,490,386,78.78,104,21.22,11026
11,27,141,118,83.69,23,16.31,11027
11,28,181,134,74.03,47,25.97,11028
11,29,454,342,75.33,112,24.67,11029
11,30,213,155,72.77,58,27.23,11030
11,31,412,289,70.15,123,29.85,11031
11,32,208,137,65.87,71,34.13,11032
11,33,542,424,78.23,118,21.77,11033
11,34,148,105,70.95,43,29.05,11034
11,35,107,88,82.24,19,17.76,11035
11,36,170,123,72.35,47,27.65,11036
11,37,109,90,82.57,19,17.43,11037
11,38,225,200,88.89,25,11.11,11038
12,1,347,300,86.46,47,13.54,12001
12,2,300,256,85.33,44,14.67,12002
12,3,471,407,86.41,64,13.59,12003
12,4,386,321,83.16,65,16.84,12004
12,5,312,244,78.21,68,21.79,12005
12,6,355,299,84.23,56,15.77,12006
12,7,327,298,91.13,29,8.87,12007
12,8,383,323,84.33,60,15.67,12008
12,9,303,251,82.84,52,17.16,12009
12,10,415,387,93.25,28,6.75,12010
12,11,345,306,88.7,39,11.3,12011
12,12,350,297,84.86,53,15.14,12012
12,13,346,301,86.99,45,13.01,12013
12,14,320,300,93.75,20,6.25,12014
12,15,262,240,91.6,22,8.4,12015
12,16,300,268,89.33,32,10.67,12016
12,17,351,304,86.61,47,13.39,12017
12,18,299,273,91.3,26,8.7,12018
12,19,353,312,88.39,41,11.61,12019
12,20,424,355,83.73,69,16.27,12020
12,21,334,288,86.23,46,13.77,12021
12,22,286,269,94.06,17,5.94,12022
12,23,362,307,84.81,55,15.19,12023
13,1,287,199,69.34,88,30.66,13001
13,2,294,203,69.05,91,30.95,13002
13,3,265,227,85.66,38,14.34,13003
13,4,346,226,65.32,120,34.68,13004
13,5,374,323,86.36,51,13.64,13005
13,6,341,216,63.34,125,36.66,13006
13,7,253,223,88.14,30,11.86,13007
13,8,273,193,70.7,80,29.3,13008
13,9,334,284,85.03,50,14.97,13009
13,10,315,169,53.65,146,46.35,13010
13,11,363,267,73.55,96,26.45,13011
13,12,291,237,81.44,54,18.56,13012
13,13,342,308,90.06,34,9.94,13013
13,14,338,286,84.62,52,15.38,13014
13,15,446,390,87.44,56,12.56,13015
13,16,219,191,87.21,28,12.79,13016
13,17,285,212,74.39,73,25.61,13017
13,18,259,180,69.5,79,30.5,13018
13,19,358,332,92.74,26,7.26,13019
13,20,197,124,62.94,73,37.06,13020
13,21,385,231,60.0,154,40.0,13021
13,22,372,240,64.52,132,35.48,13022
13,23,247,216,87.45,31,12.55,13023
13,24,331,258,77.95,73,22.05,13024
13,25,328,276,84.15,52,15.85,13025
13,26,316,230,72.78,86,27.22,13026
13,27,307,241,78.5,66,21.5,13027
13,28,256,218,85.16,38,14.84,13028
13,29,254,210,82.68,44,17.32,13029
13,30,257,243,94.55,14,5.45,13030
13,31,364,242,66.48,122,33.52,13031
13,32,264,166,62.88,98,37.12,13032
13,33,342,229,66.96,113,33.04,13033
13,34,401,364,90.77,37,9.23,13034
13,35,300,262,87.33,38,12.67,13035
13,36,198,170,85.86,28,14.14,13036
13,37,369,322,87.26,47,12.74,13037
13,38,297,186,62.63,111,37.37,13038
13,39,322,294,91.3,28,8.7,13039
13,40,334,280,83.83,54,16.17,13040
13,41,355,330,92.96,25,7.04,13041
13,42,320,201,62.81,119,37.19,13042
13,43,345,278,80.58,67,19.42,13043
13,44,338,311,92.01,27,7.99,13044
13,45,382,278,72.77,104,27.23,13045
13,46,384,337,87.76,47,12.24,13046
13,47,340,301,88.53,39,11.47,13047
13,48,303,210,69.31,93,30.69,13048
14,1,407,238,58.48,169,41.52,14001
14,2,438,366,83.56,72,16.44,14002
14,3,351,313,89.17,38,10.83,14003
14,4,369,227,61.52,142,38.48,14004
14,5,482,450,93.36,32,6.64,14005
14,6,164,155,94.51,9,5.49,14006
14,7,402,349,86.82,53,13.18,14007
14,8,371,313,84.37,58,15.63,14008
14,9,432,304,70.37,128,29.63,14009
14,10,240,193,80.42,47,19.58,14010
14,11,212,190,89.62,22,10.38,14011
14,12,381,319,83.73,62,16.27,14012
14,13,306,269,87.91,37,12.09,14013
14,14,310,275,88.71,35,11.29,14014
14,15,371,345,92.99,26,7.01,14015
14,16,240,213,88.75,27,11.25,14016
14,17,287,254,88.5,33,11.5,14017
14,18,147,99,67.35,48,32.65,14018
14,19,305,271,88.85,34,11.15,14019
14,20,244,214,87.7,30,12.3,14020
14,21,329,293,89.06,36,10.94,14021
14,22,462,364,78.79,98,21.21,14022
14,23,296,232,78.38,64,21.62,14023
14,24,436,277,63.53,159,36.47,14024
14,25,195,169,86.67,26,13.33,14025
14,26,256,231,90.23,25,9.77,14026
14,27,328,267,81.4,61,18.6,14027
14,28,267,231,86.52,36,13.48,14028
14,29,269,243,90.33,26,9.67,14029
14,30,190,171,90.0,19,10.0,14030
14,31,200,185,92.5,15,7.5,14031
15,1,294,256,87.07,38,12.93,15001
15,2,205,197,96.1,8,3.9,15002
15,3,215,207,96.28,8,3.72,15003
15,4,311,266,85.53,45,14.47,15004
15,5,285,247,86.67,38,13.33,15005
15,6,310,253,81.61,57,18.39,15006
15,7,222,212,95.5,10,4.5,15007
15,8,265,238,89.81,27,10.19,15008
15,9,384,344,89.58,40,10.42,15009
15,10,422,373,88.39,49,11.61,15010
15,11,343,301,87.76,42,12.24,15011
15,12,361,319,88.37,42,11.63,15012
15,13,285,257,90.18,28,9.82,15013
15,14,261,237,90.8,24,9.2,15014
15,15,244,213,87.3,31,12.7,15015
15,16,341,310,90.91,31,9.09,15016
15,17,244,229,93.85,15,6.15,15017
15,18,194,190,97.94,4,2.06,15018
15,19,275,243,88.36,32,11.64,15019
15,20,242,228,94.21,14,5.79,15020
15,21,202,195,96.53,7,3.47,15021
15,22,257,250,97.28,7,2.72,15022
15,23,236,229,97.03,7,2.97,15023
15,24,196,191,97.45,5,2.55,15024
16,1,361,321,88.92,40,11.08,16001
16,2,271,254,93.73,17,6.27,16002
16,3,225,214,95.11,11,4.89,16003
16,4,265,254,95.85,11,4.15,16004
16,5,188,180,95.74,8,4.26,16005
16,6,269,262,97.4,7,2.6,16006
16,7,246,228,92.68,18,7.32,16007
16,8,174,165,94.83,9,5.17,16008
16,9,277,265,95.67,12,4.33,16009
16,10,237,228,96.2,9,3.8,16010
16,11,257,246,95.72,11,4.28,16011
16,12,224,213,95.09,11,4.91,16012
16,13,255,237,92.94,18,7.06,16013
16,14,190,179,94.21,11,5.79,16014
16,15,281,269,95.73,12,4.27,16015
16,16,249,241,96.79,8,3.21,16016
16,17,318,291,91.51,27,8.49,16017
16,18,287,275,95.82,12,4.18,16018
16,19,230,220,95.65,10,4.35,16019
16,20,214,202,94.39,12,5.61,16020
16,21,231,220,95.24,11,4.76,16021
16,22,221,211,95.48,10,4.52,16022
16,23,310,279,90.0,31,10.0,16023
16,24,143,142,99.3,1,0.7,16024
16,25,301,277,92.03,24,7.97,16025
16,26,200,192,96.0,8,4.0,16026
16,27,228,223,97.81,5,2.19,16027
16,28,229,224,97.82,5,2.18,16028
16,29,251,244,97.21,7,2.79,16029
16,30,218,208,95.41,10,4.59,16030
16,31,267,259,97.0,8,3.0,16031
16,32,293,262,89.42,31,10.58,16032
16,33,241,235,97.51,6,2.49,16033
16,34,241,233,96.68,8,3.32,16034
16,35,320,304,95.0,16,5.0,16035
16,36,197,195,98.98,2,1.02,16036
17,1,328,304,92.68,24,7.32,17001
17,2,320,315,98.44,5,1.56,17002
17,3,335,315,94.03,20,5.97,17003
17,4,404,395,97.77,9,2.23,17004
17,5,237,225,94.94,12,5.06,17005
17,6,282,272,96.45,10,3.55,17006
17,7,269,251,93.31,18,6.69,17007
17,8,273,264,96.7,9,3.3,17008
17,9,260,251,96.54,9,3.46,17009
17,10,436,419,96.1,17,3.9,17010
17,11,255,244,95.69,11,4.31,17011
17,12,412,377,91.5,35,8.5,17012
