ward,precinct,total,Frederick ''Fritz'' Kaegi,Frederick ''Fritz'' Kaegi Percent,Joseph Paglia,Joseph Paglia Percent,precinct_id
32,36,613,499,81.4,114,18.6,32036
32,37,552,475,86.05,77,13.95,32037
32,38,521,422,81.0,99,19.0,32038
32,39,622,437,70.26,185,29.74,32039
32,40,620,507,81.77,113,18.23,32040
32,41,588,461,78.4,127,21.6,32041
32,42,497,378,76.06,119,23.94,32042
32,43,529,468,88.47,61,11.53,32043
33,1,514,465,90.47,49,9.53,33001
33,2,656,575,87.65,81,12.35,33002
33,3,744,661,88.84,83,11.16,33003
33,4,719,619,86.09,100,13.91,33004
33,5,488,420,86.07,68,13.93,33005
33,6,459,398,86.71,61,13.29,33006
33,7,583,513,87.99,70,12.01,33007
33,8,735,654,88.98,81,11.02,33008
33,9,600,479,79.83,121,20.17,33009
33,10,499,414,82.97,85,17.03,33010
33,11,586,508,86.69,78,13.31,33011
33,12,523,441,84.32,82,15.68,33012
33,13,526,460,87.45,66,12.55,33013
33,14,279,230,82.44,49,17.56,33014
33,15,524,474,90.46,50,9.54,33015
33,16,706,601,85.13,105,14.87,33016
33,17,596,495,83.05,101,16.95,33017
33,18,725,652,89.93,73,10.07,33018
33,19,599,508,84.81,91,15.19,33019
33,20,624,572,91.67,52,8.33,33020
33,21,563,506,89.88,57,10.12,33021
33,22,488,408,83.61,80,16.39,33022
33,23,575,500,86.96,75,13.04,33023
33,24,727,621,85.42,106,14.58,33024
33,25,662,581,87.76,81,12.24,33025
33,26,444,404,90.99,40,9.01,33026
33,27,599,528,88.15,71,11.85,33027
33,28,522,483,92.53,39,7.47,33028
34,1,399,391,97.99,8,2.01,34001
34,2,299,293,97.99,6,2.01,34002
34,3,369,356,96.48,13,3.52,34003
34,4,273,266,97.44,7,2.56,34004
34,5,321,312,97.2,9,2.8,34005
34,6,425,410,96.47,15,3.53,34006
34,7,417,398,95.44,19,4.56,34007
34,8,303,297,98.02,6,1.98,34008
34,9,247,233,94.33,14,5.67,34009
34,10,349,336,96.28,13,3.72,34010
34,11,318,309,97.17,9,2.83,34011
34,12,397,387,97.48,10,2.52,34012
34,13,357,344,96.36,13,3.64,34013
34,14,275,266,96.73,9,3.27,34014
34,15,327,323,98.78,4,1.22,34015
34,16,301,289,96.01,12,3.99,34016
34,17,465,454,97.63,11,2.37,34017
34,18,272,264,97.06,8,2.94,34018
34,19,395,380,96.2,15,3.8,34019
34,20,411,404,98.3,7,1.7,34020
34,21,433,422,97.46,11,2.54,34021
34,22,355,342,96.34,13,3.66,34022
34,23,287,283,98.61,4,1.39,34023
34,24,329,320,97.26,9,2.74,34024
34,25,547,537,98.17,10,1.83,34025
34,26,383,379,98.96,4,1.04,34026
34,27,308,297,96.43,11,3.57,34027
34,28,236,227,96.19,9,3.81,34028
34,29,282,271,96.1,11,3.9,34029
34,30,360,350,97.22,10,2.78,34030
34,31,293,288,98.29,5,1.71,34031
34,32,367,355,96.73,12,3.27,34032
34,33,299,287,95.99,12,4.01,34033
34,34,378,366,96.83,12,3.17,34034
34,35,399,388,97.24,11,2.76,34035
34,36,322,311,96.58,11,3.42,34036
34,37,220,210,95.45,10,4.55,34037
34,38,172,164,95.35,8,4.65,34038
34,39,255,249,97.65,6,2.35,34039
34,40,391,385,98.47,6,1.53,34040
34,41,223,219,98.21,4,1.79,34041
34,42,363,350,96.42,13,3.58,34042
34,43,339,327,96.46,12,3.54,34043
34,44,368,353,95.92,15,4.08,34044
34,45,383,377,98.43,6,1.57,34045
34,46,251,243,96.81,8,3.19,34046
34,47,343,335,97.67,8,2.33,34047
34,48,380,371,97.63,9,2.37,34048
34,49,347,334,96.25,13,3.75,34049
34,50,298,288,96.64,10,3.36,34050
34,51,380,370,97.37,10,2.63,34051
34,52,277,269,97.11,8,2.89,34052
34,53,228,223,97.81,5,2.19,34053
35,1,476,421,88.45,55,11.55,35001
35,2,530,465,87.74,65,12.26,35002
35,3,422,394,93.36,28,6.64,35003
35,4,453,379,83.66,74,16.34,35004
35,5,427,391,91.57,36,8.43,35005
35,6,433,391,90.3,42,9.7,35006
35,7,475,445,93.68,30,6.32,35007
35,8,494,449,90.89,45,9.11,35008
35,9,387,322,83.2,65,16.8,35009
35,10,614,571,93.0,43,7.0,35010
35,11,520,465,89.42,55,10.58,35011
35,12,296,256,86.49,40,13.51,35012
35,13,300,270,90.0,30,10.0,35013
35,14,312,283,90.71,29,9.29,35014
35,15,555,498,89.73,57,10.27,35015
35,16,239,219,91.63,20,8.37,35016
35,17,513,471,91.81,42,8.19,35017
35,18,286,263,91.96,23,8.04,35018
35,19,238,210,88.24,28,11.76,35019
35,20,404,357,88.37,47,11.63,35020
35,21,391,361,92.33,30,7.67,35021
35,22,564,509,90.25,55,9.75,35022
35,23,466,409,87.77,57,12.23,35023
35,24,417,363,87.05,54,12.95,35024
35,25,528,483,91.48,45,8.52,35025
35,26,403,344,85.36,59,14.64,35026
35,27,383,325,84.86,58,15.14,35027
35,28,443,395,89.16,48,10.84,35028
35,29,387,332,85.79,55,14.21,35029
35,30,425,362,85.18,63,14.82,35030
35,31,470,408,86.81,62,13.19,35031
36,1,340,270,79.41,70,20.59,36001
36,2,316,270,85.44,46,14.56,36002
36,3,317,266,83.91,51,16.09,36003
36,4,331,292,88.22,39,11.78,36004
36,5,319,280,87.77,39,12.23,36005
36,6,294,251,85.37,43,14.63,36006
36,7,447,309,69.13,138,30.87,36007
36,8,248,218,87.9,30,12.1,36008
36,9,319,277,86.83,42,13.17,36009
36,10,441,351,79.59,90,20.41,36010
36,11,240,206,85.83,34,14.17,36011
36,12,221,197,89.14,24,10.86,36012
36,13,234,212,90.6,22,9.4,36013
36,14,379,308,81.27,71,18.73,36014
36,15,378,294,77.78,84,22.22,36015
36,16,381,305,80.05,76,19.95,36016
36,17,422,333,78.91,89,21.09,36017
36,18,393,296,75.32,97,24.68,36018
36,19,405,337,83.21,68,16.79,36019
36,20,393,306,77.86,87,22.14,36020
36,21,273,230,84.25,43,15.75,36021
36,22,275,246,89.45,29,10.55,36022
36,23,297,248,83.5,49,16.5,36023
36,24,362,279,77.07,83,22.93,36024
36,25,338,289,85.5,49,14.5,36025
36,26,361,253,70.08,108,29.92,36026
36,27,369,288,78.05,81,21.95,36027
36,28,341,244,71.55,97,28.45,36028
36,29,394,289,73.35,105,26.65,36029
36,30,366,290,79.23,76,20.77,36030
37,1,231,213,92.21,18,7.79,37001
37,2,272,257,94.49,15,5.51,37002
37,3,245,232,94.69,13,5.31,37003
37,4,258,241,93.41,17,6.59,37004
37,5,366,349,95.36,17,4.64,37005
37,6,377,367,97.35,10,2.65,37006
37,7,242,228,94.21,14,5.79,37007
37,8,230,220,95.65,10,4.35,37008
37,9,348,341,97.99,7,2.01,37009
37,10,395,373,94.43,22,5.57,37010
37,11,227,219,96.48,8,3.52,37011
37,12,250,235,94.0,15,6.0,37012
37,13,235,231,98.3,4,1.7,37013
37,14,341,328,96.19,13,3.81,37014
37,15,330,324,98.18,6,1.82,37015
37,16,363,343,94.49,20,5.51,37016
37,17,268,259,96.64,9,3.36,37017
37,18,290,275,94.83,15,5.17,37018
37,19,234,229,97.86,5,2.14,37019
37,20,281,272,96.8,9,3.2,37020
37,21,300,282,94.0,18,6.0,37021
37,22,291,263,90.38,28,9.62,37022
37,23,308,302,98.05,6,1.95,37023
37,24,353,341,96.6,12,3.4,37024
37,25,303,294,97.03,9,2.97,37025
37,26,427,402,94.15,25,5.85,37026
37,27,310,299,96.45,11,3.55,37027
37,28,284,261,91.9,23,8.1,37028
37,29,288,271,94.1,17,5.9,37029
37,30,318,313,98.43,5,1.57,37030
37,31,342,331,96.78,11,3.22,37031
37,32,287,271,94.43,16,5.57,37032
37,33,351,338,96.3,13,3.7,37033
37,34,311,297,95.5,14,4.5,37034
37,35,347,338,97.41,9,2.59,37035
37,36,326,320,98.16,6,1.84,37036
37,37,353,341,96.6,12,3.4,37037
37,38,328,313,95.43,15,4.57,37038
37,39,304,287,94.41,17,5.59,37039
37,40,344,332,96.51,12,3.49,37040
37,41,338,315,93.2,23,6.8,37041
38,1,384,291,75.78,93,24.22,38001
38,2,438,187,42.69,251,57.31,38002
38,3,398,256,64.32,142,35.68,38003
38,4,370,235,63.51,135,36.49,38004
38,5,413,259,62.71,154,37.29,38005
38,6,397,241,60.71,156,39.29,38006
38,7,366,200,54.64,166,45.36,38007
38,8,360,224,62.22,136,37.78,38008
38,9,443,260,58.69,183,41.31,38009
38,10,322,220,68.32,102,31.68,38010
38,11,353,250,70.82,103,29.18,38011
38,12,398,185,46.48,213,53.52,38012
38,13,415,253,60.96,162,39.04,38013
38,14,432,298,68.98,134,31.02,38014
38,15,359,267,74.37,92,25.63,38015
38,16,386,265,68.65,121,31.35,38016
38,17,508,282,55.51,226,44.49,38017
38,18,441,275,62.36,166,37.64,38018
38,19,470,310,65.96,160,34.04,38019
38,20,408,231,56.62,177,43.38,38020
38,21,344,246,71.51,98,28.49,38021
38,22,396,281,70.96,115,29.04,38022
38,23,414,309,74.64,105,25.36,38023
38,24,421,246,58.43,175,41.57,38024
38,25,362,257,70.99,105,29.01,38025
38,26,419,272,64.92,147,35.08,38026
38,27,394,250,63.45,144,36.55,38027
38,28,489,272,55.62,217,44.38,38028
38,29,399,288,72.18,111,27.82,38029
38,30,395,253,64.05,142,35.95,38030
38,31,413,306,74.09,107,25.91,38031
38,32,400,285,71.25,115,28.75,38032
38,33,395,289,73.16,106,26.84,38033
38,34,403,319,79.16,84,20.84,38034
38,35,409,322,78.73,87,21.27,38035
38,36,371,276,74.39,95,25.61,38036
38,37,402,294,73.13,108,26.87,38037
38,38,377,254,67.37,123,32.63,38038
38,39,438,325,74.2,113,25.8,38039
38,40,413,284,68.77,129,31.23,38040
38,41,381,309,81.1,72,18.9,38041
39,1,453,298,65.78,155,34.22,39001
39,2,395,248,62.78,147,37.22,39002
39,3,491,381,77.6,110,22.4,39003
39,4,408,257,62.99,151,37.01,39004
39,5,445,320,71.91,125,28.09,39005
39,6,411,329,80.05,82,19.95,39006
39,7,398,320,80.4,78,19.6,39007
39,8,434,357,82.26,77,17.74,39008
39,9,408,310,75.98,98,24.02,39009
39,10,218,195,89.45,23,10.55,39010
39,11,385,285,74.03,100,25.97,39011
39,12,568,492,86.62,76,13.38,39012
39,13,355,264,74.37,91,25.63,39013
39,14,475,371,78.11,104,21.89,39014
39,15,487,281,57.7,206,42.3,39015
39,16,349,270,77.36,79,22.64,39016
39,17,472,363,76.91,109,23.09,39017
39,18,427,333,77.99,94,22.01,39018
39,19,451,362,80.27,89,19.73,39019
39,20,530,342,64.53,188,35.47,39020
39,21,405,247,60.99,158,39.01,39021
39,22,362,292,80.66,70,19.34,39022
39,23,454,283,62.33,171,37.67,39023
39,24,555,331,59.64,224,40.36,39024
39,25,379,326,86.02,53,13.98,39025
39,26,408,255,62.5,153,37.5,39026
39,27,82,57,69.51,25,30.49,39027
39,28,544,451,82.9,93,17.1,39028
39,29,242,213,88.02,29,11.98,39029
39,30,533,458,85.93,75,14.07,39030
39,31,367,312,85.01,55,14.99,39031
39,32,372,247,66.4,125,33.6,39032
39,33,488,383,78.48,105,21.52,39033
39,34,473,379,80.13,94,19.87,39034
39,35,444,360,81.08,84,18.92,39035
39,36,122,101,82.79,21,17.21,39036
39,37,444,309,69.59,135,30.41,39037
39,38,269,192,71.38,77,28.62,39038
39,39,287,214,74.56,73,25.44,39039
39,40,413,281,68.04,132,31.96,39040
39,41,478,317,66.32,161,33.68,39041
39,42,477,265,55.56,212,44.44,39042
39,43,473,301,63.64,172,36.36,39043
39,44,351,222,63.25,129,36.75,39044
39,45,433,284,65.59,149,34.41,39045
40,1,402,319,79.35,83,20.65,40001
40,2,416,347,83.41,69,16.59,40002
40,3,628,566,90.13,62,9.87,40003
40,4,263,224,85.17,39,14.83,40004
40,5,513,442,86.16,71,13.84,40005
40,6,619,565,91.28,54,8.72,40006
40,7,508,439,86.42,69,13.58,40007
40,8,660,598,90.61,62,9.39,40008
40,9,380,326,85.79,54,14.21,40009
40,10,445,378,84.94,67,15.06,40010
40,11,538,466,86.62,72,13.38,40011
40,12,433,365,84.3,68,15.7,40012
40,13,815,749,91.9,66,8.1,40013
40,14,387,314,81.14,73,18.86,40014
40,15,433,364,84.06,69,15.94,40015
40,16,690,617,89.42,73,10.58,40016
40,17,403,345,85.61,58,14.39,40017
40,18,357,324,90.76,33,9.24,40018
40,19,547,457,83.55,90,16.45,40019
40,20,491,415,84.52,76,15.48,40020
40,21,564,493,87.41,71,12.59,40021
40,22,568,515,90.67,53,9.33,40022
40,23,612,551,90.03,61,9.97,40023
40,24,391,318,81.33,73,18.67,40024
40,25,610,546,89.51,64,10.49,40025
40,26,547,502,91.77,45,8.23,40026
40,27,671,590,87.93,81,12.07,40027
40,28,554,490,88.45,64,11.55,40028
40,29,460,365,79.35,95,20.65,40029
40,30,404,309,76.49,95,23.51,40030
40,31,570,529,92.81,41,7.19,40031
40,32,576,508,88.19,68,11.81,40032
40,33,517,480,92.84,37,7.16,40033
40,34,402,324,80.6,78,19.4,40034
40,35,319,260,81.5,59,18.5,40035
40,36,477,411,86.16,66,13.84,40036
40,37,453,404,89.18,49,10.82,40037
40,38,636,579,91.04,57,8.96,40038
40,39,180,157,87.22,23,12.78,40039
41,1,413,207,50.12,206,49.88,41001
41,2,418,199,47.61,219,52.39,41002
41,3,428,253,59.11,175,40.89,41003
41,4,453,270,59.6,183,40.4,41004
41,5,518,303,58.49,215,41.51,41005
41,6,538,313,58.18,225,41.82,41006
41,7,497,275,55.33,222,44.67,41007
41,8,446,246,55.16,200,44.84,41008
41,9,448,266,59.38,182,40.63,41009
41,10,476,280,58.82,196,41.18,41010
41,11,498,265,53.21,233,46.79,41011
41,12,439,255,58.09,184,41.91,41012
41,13,529,291,55.01,238,44.99,41013
41,14,528,326,61.74,202,38.26,41014
41,15,560,330,58.93,230,41.07,41015
41,16,413,240,58.11,173,41.89,41016
41,17,445,248,55.73,197,44.27,41017
41,18,421,243,57.72,178,42.28,41018
41,19,533,316,59.29,217,40.71,41019
41,20,332,188,56.63,144,43.37,41020
41,21,483,297,61.49,186,38.51,41021
41,22,508,268,52.76,240,47.24,41022
41,23,458,199,43.45,259,56.55,41023
41,24,392,199,50.77,193,49.23,41024
41,25,343,207,60.35,136,39.65,41025
41,26,444,247,55.63,197,44.37,41026
41,27,360,196,54.44,164,45.56,41027
41,28,448,312,69.64,136,30.36,41028
41,29,312,190,60.9,122,39.1,41029
41,30,459,268,58.39,191,41.61,41030
41,31,498,280,56.22,218,43.78,41031
41,32,373,223,59.79,150,40.21,41032
41,33,430,243,56.51,187,43.49,41033
41,34,394,219,55.58,175,44.42,41034
41,35,546,293,53.66,253,46.34,41035
41,36,447,261,58.39,186,41.61,41036
41,37,506,303,59.88,203,40.12,41037
41,38,425,239,56.24,186,43.76,41038
41,39,492,272,55.28,220,44.72,41039
41,40,473,239,50.53,234,49.47,41040
41,41,468,236,50.43,232,49.57,41041
41,42,422,225,53.32,197,46.68,41042
41,43,466,259,55.58,207,44.42,41043
41,44,462,206,44.59,256,55.41,41044
41,45,432,253,58.56,179,41.44,41045
41,46,483,268,55.49,215,44.51,41046
41,47,468,277,59.19,191,40.81,41047
42,1,503,350,69.58,153,30.42,42001
42,2,628,500,79.62,128,20.38,42002
42,3,598,477,79.77,121,20.23,42003
42,4,1146,825,71.99,321,28.01,42004
42,5,508,371,73.03,137,26.97,42005
42,6,561,388,69.16,173,30.84,42006
42,7,724,502,69.34,222,30.66,42007
42,8,519,398,76.69,121,23.31,42008
42,9,698,548,78.51,150,21.49,42009
42,10,794,609,76.7,185,23.3,42010
42,11,398,258,64.82,140,35.18,42011
42,12,510,363,71.18,147,28.82,42012
42,13,505,336,66.53,169,33.47,42013
42,14,751,543,72.3,208,27.7,42014
42,15,649,448,69.03,201,30.97,42015
42,16,603,465,77.11,138,22.89,42016
42,17,790,560,70.89,230,29.11,42017
42,18,643,480,74.65,163,25.35,42018
42,19,729,499,68.45,230,31.55,42019
42,20,665,445,66.92,220,33.08,42020
42,21,634,488,76.97,146,23.03,42021
42,22,305,198,64.92,107,35.08,42022
42,23,656,433,66.01,223,33.99,42023
42,24,604,433,71.69,171,28.31,42024
42,25,605,396,65.45,209,34.55,42025
42,26,784,562,71.68,222,28.32,42026
42,27,420,319,75.95,101,24.05,42027
42,28,633,453,71.56,180,28.44,42028
42,29,637,455,71.43,182,28.57,42029
42,30,490,325,66.33,165,33.67,42030
42,31,707,480,67.89,227,32.11,42031
42,32,635,422,66.46,213,33.54,42032
42,33,677,545,80.5,132,19.5,42033
42,34,508,341,67.13,167,32.87,42034
42,35,747,584,78.18,163,21.82,42035
42,36,989,743,75.13,246,24.87,42036
42,37,443,326,73.59,117,26.41,42037
42,38,552,395,71.56,157,28.44,42038
42,39,827,612,74.0,215,26.0,42039
42,40,814,640,78.62,174,21.38,42040
42,41,604,461,76.32,143,23.68,42041
42,42,987,760,77.0,227,23.0,42042
43,1,299,230,76.92,69,23.08,43001
43,2,625,442,70.72,183,29.28,43002
43,3,559,402,71.91,157,28.09,43003
43,4,680,491,72.21,189,27.79,43004
43,5,515,388,75.34,127,24.66,43005
43,6,450,326,72.44,124,27.56,43006
43,7,372,286,76.88,86,23.12,43007
43,8,422,311,73.7,111,26.3,43008
43,9,573,431,75.22,142,24.78,43009
43,10,681,497,72.98,184,27.02,43010
43,11,537,387,72.07,150,27.93,43011
43,12,411,313,76.16,98,23.84,43012
43,13,529,439,82.99,90,17.01,43013
43,14,582,418,71.82,164,28.18,43014
43,15,575,420,73.04,155,26.96,43015
43,16,699,517,73.96,182,26.04,43016
43,17,448,310,69.2,138,30.8,43017
43,18,659,474,71.93,185,28.07,43018
43,19,644,503,78.11,141,21.89,43019
43,20,649,511,78.74,138,21.26,43020
43,21,638,473,74.14,165,25.86,43021
43,22,408,318,77.94,90,22.06,43022
43,23,424,316,74.53,108,25.47,43023
43,24,441,318,72.11,123,27.89,43024
43,25,467,365,78.16,102,21.84,43025
43,26,385,301,78.18,84,21.82,43026
43,27,562,412,73.31,150,26.69,43027
43,28,732,558,76.23,174,23.77,43028
43,29,545,418,76.7,127,23.3,43029
43,30,619,470,75.93,149,24.07,43030
43,31,554,424,76.53,130,23.47,43031
43,32,594,449,75.59,145,24.41,43032
43,33,588,405,68.88,183,31.12,43033
43,34,419,326,77.8,93,22.2,43034
43,35,632,443,70.09,189,29.91,43035
43,36,320,264,82.5,56,17.5,43036
43,37,615,502,81.63,113,18.37,43037
43,38,463,308,66.52,155,33.48,43038
43,39,531,399,75.14,132,24.86,43039
43,40,426,330,77.46,96,22.54,43040
43,41,753,587,77.95,166,22.05,43041
43,42,550,443,80.55,107,19.45,43042
43,43,535,372,69.53,163,30.47,43043
43,44,554,418,75.45,136,24.55,43044
43,45,350,272,77.71,78,22.29,43045
43,46,333,252,75.68,81,24.32,43046
44,1,921,805,87.4,116,12.6,44001
44,2,595,473,79.5,122,20.5,44002
44,3,387,321,82.95,66,17.05,44003
44,4,540,418,77.41,122,22.59,44004
44,5,675,599,88.74,76,11.26,44005
44,6,763,653,85.58,110,14.42,44006
44,7,439,331,75.4,108,24.6,44007
44,8,852,720,84.51,132,15.49,44008
44,9,598,481,80.43,117,19.57,44009
44,10,622,482,77.49,140,22.51,44010
44,11,664,522,78.61,142,21.39,44011
44,12,631,530,83.99,101,16.01,44012
44,13,497,369,74.25,128,25.75,44013
44,14,566,458,80.92,108,19.08,44014
44,15,551,469,85.12,82,14.88,44015
44,16,699,554,79.26,145,20.74,44016
44,17,823,712,86.51,111,13.49,44017
44,18,664,539,81.17,125,18.83,44018
44,19,738,615,83.33,123,16.67,44019
44,20,661,571,86.38,90,13.62,44020
44,21,754,651,86.34,103,13.66,44021
44,22,645,533,82.64,112,17.36,44022
44,23,615,533,86.67,82,13.33,44023
44,24,452,368,81.42,84,18.58,44024
44,25,613,480,78.3,133,21.7,44025
44,26,735,639,86.94,96,13.06,44026
44,27,722,580,80.33,142,19.67,44027
44,28,570,500,87.72,70,12.28,44028
44,29,649,513,79.04,136,20.96,44029
44,30,727,591,81.29,136,18.71,44030
44,31,517,413,79.88,104,20.12,44031
44,32,688,544,79.07,144,20.93,44032
44,33,651,596,91.55,55,8.45,44033
44,34,641,563,87.83,78,12.17,44034
44,35,715,594,83.08,121,16.92,44035
44,36,636,529,83.18,107,16.82,44036
44,37,685,589,85.99,96,14.01,44037
44,38,613,479,78.14,134,21.86,44038
44,39,644,508,78.88,136,21.12,44039
44,40,589,449,76.23,140,23.77,44040
44,41,772,652,84.46,120,15.54,44041
45,1,380,327,86.05,53,13.95,45001
45,2,448,392,87.5,56,12.5,45002
45,3,426,351,82.39,75,17.61,45003
45,4,569,466,81.9,103,18.1,45004
45,5,467,352,75.37,115,24.63,45005
45,6,628,504,80.25,124,19.75,45006
45,7,679,517,76.14,162,23.86,45007
45,8,458,354,77.29,104,22.71,45008
45,9,433,331,76.44,102,23.56,45009
45,10,460,340,73.91,120,26.09,45010
45,11,310,256,82.58,54,17.42,45011
45,12,410,322,78.54,88,21.46,45012
45,13,387,289,74.68,98,25.32,45013
45,14,555,438,78.92,117,21.08,45014
45,15,545,443,81.28,102,18.72,45015
45,16,395,302,76.46,93,23.54,45016
45,17,518,366,70.66,152,29.34,45017
45,18,465,323,69.46,142,30.54,45018
45,19,231,177,76.62,54,23.38,45019
45,20,325,235,72.31,90,27.69,45020
45,21,407,273,67.08,134,32.92,45021
45,22,401,302,75.31,99,24.69,45022
45,23,387,253,65.37,134,34.63,45023
45,24,338,225,66.57,113,33.43,45024
45,25,274,176,64.23,98,35.77,45025
45,26,242,130,53.72,112,46.28,45026
45,27,434,274,63.13,160,36.87,45027
45,28,352,242,68.75,110,31.25,45028
45,29,292,192,65.75,100,34.25,45029
45,30,375,312,83.2,63,16.8,45030
45,31,358,282,78.77,76,21.23,45031
45,32,382,278,72.77,104,27.23,45032
45,33,324,249,76.85,75,23.15,45033
45,34,435,320,73.56,115,26.44,45034
45,35,455,325,71.43,130,28.57,45035
45,36,463,318,68.68,145,31.32,45036
45,37,438,303,69.18,135,30.82,45037
45,38,394,278,70.56,116,29.44,45038
45,39,431,296,68.68,135,31.32,45039
45,40,417,261,62.59,156,37.41,45040
45,41,394,245,62.18,149,37.82,45041
45,42,403,239,59.31,164,40.69,45042
45,43,418,239,57.18,179,42.82,45043
45,44,422,262,62.09,160,37.91,45044
45,45,304,173,56.91,131,43.09,45045
45,46,317,200,63.09,117,36.91,45046
45,47,311,192,61.74,119,38.26,45047
45,48,357,200,56.02,157,43.98,45048
46,1,421,374,88.84,47,11.16,46001
46,2,515,478,92.82,37,7.18,46002
46,3,672,572,85.12,100,14.88,46003
46,4,523,479,91.59,44,8.41,46004
46,5,746,628,84.18,118,15.82,46005
46,6,462,424,91.77,38,8.23,46006
46,7,615,498,80.98,117,19.02,46007
46,8,373,330,88.47,43,11.53,46008
46,9,609,559,91.79,50,8.21,46009
46,10,894,771,86.24,123,13.76,46010
46,11,543,445,81.95,98,18.05,46011
46,12,614,569,92.67,45,7.33,46012
46,13,549,491,89.44,58,10.56,46013
46,14,487,435,89.32,52,10.68,46014
46,15,564,479,84.93,85,15.07,46015
46,16,659,610,92.56,49,7.44,46016
46,17,635,539,84.88,96,15.12,46017
46,18,627,524,83.57,103,16.43,46018
46,19,398,341,85.68,57,14.32,46019
46,20,441,400,90.7,41,9.3,46020
46,21,377,315,83.55,62,16.45,46021
46,22,415,374,90.12,41,9.88,46022
46,23,441,410,92.97,31,7.03,46023
46,24,661,572,86.54,89,13.46,46024
46,25,525,491,93.52,34,6.48,46025
46,26,632,578,91.46,54,8.54,46026
46,27,732,647,88.39,85,11.61,46027
46,28,554,475,85.74,79,14.26,46028
46,29,482,415,86.1,67,13.9,46029
46,30,593,534,90.05,59,9.95,46030
46,31,570,518,90.88,52,9.12,46031
46,32,552,484,87.68,68,12.32,46032
46,33,661,580,87.75,81,12.25,46033
46,34,656,598,91.16,58,8.84,46034
46,35,625,566,90.56,59,9.44,46035
46,36,553,456,82.46,97,17.54,46036
46,37,496,451,90.93,45,9.07,46037
46,38,586,529,90.27,57,9.73,46038
46,39,552,462,83.7,90,16.3,46039
46,40,468,419,89.53,49,10.47,46040
47,1,398,323,81.16,75,18.84,47001
47,2,579,480,82.9,99,17.1,47002
47,3,546,439,80.4,107,19.6,47003
47,4,647,516,79.75,131,20.25,47004
47,5,631,548,86.85,83,13.15,47005
47,6,701,593,84.59,108,15.41,47006
47,7,518,438,84.56,80,15.44,47007
47,8,566,477,84.28,89,15.72,47008
47,9,552,446,80.8,106,19.2,47009
47,10,736,661,89.81,75,10.19,47010
47,11,576,469,81.42,107,18.58,47011
47,12,620,530,85.48,90,14.52,47012
47,13,565,493,87.26,72,12.74,47013
47,14,528,451,85.42,77,14.58,47014
47,15,714,659,92.3,55,7.7,47015
47,16,571,478,83.71,93,16.29,47016
47,17,570,484,84.91,86,15.09,47017
47,18,563,480,85.26,83,14.74,47018
47,19,739,683,92.42,56,7.58,47019
47,20,555,492,88.65,63,11.35,47020
47,21,553,493,89.15,60,10.85,47021
47,22,602,524,87.04,78,12.96,47022
47,23,642,606,94.39,36,5.61,47023
47,24,613,528,86.13,85,13.87,47024
47,25,693,587,84.7,106,15.3,47025
47,26,758,692,91.29,66,8.71,47026
47,27,546,460,84.25,86,15.75,47027
47,28,545,469,86.06,76,13.94,47028
47,29,650,550,84.62,100,15.38,47029
47,30,714,645,90.34,69,9.66,47030
47,31,585,517,88.38,68,11.62,47031
47,32,715,651,91.05,64,8.95,47032
47,33,540,451,83.52,89,16.48,47033
47,34,599,536,89.48,63,10.52,47034
47,35,597,472,79.06,125,20.94,47035
47,36,652,587,90.03,65,9.97,47036
47,37,581,506,87.09,75,12.91,47037
47,38,576,489,84.9,87,15.1,47038
47,39,589,519,88.12,70,11.88,47039
47,40,589,515,87.44,74,12.56,47040
47,41,656,588,89.63,68,10.37,47041
47,42,609,549,90.15,60,9.85,47042
47,43,539,428,79.41,111,20.59,47043
47,44,558,455,81.54,103,18.46,47044
47,45,560,487,86.96,73,13.04,47045
47,46,573,442,77.14,131,22.86,47046
47,47,672,545,81.1,127,18.9,47047
47,48,46,38,82.61,8,17.39,47048
48,1,509,482,94.7,27,5.3,48001
48,2,269,235,87.36,34,12.64,48002
48,3,605,541,89.42,64,10.58,48003
48,4,530,490,92.45,40,7.55,48004
48,5,333,288,86.49,45,13.51,48005
48,6,656,591,90.09,65,9.91,48006
48,7,557,515,92.46,42,7.54,48007
48,8,305,249,81.64,56,18.36,48008
48,9,346,268,77.46,78,22.54,48009
48,10,794,737,92.82,57,7.18,48010
48,11,499,442,88.58,57,11.42,48011
48,12,670,609,90.9,61,9.1,48012
48,13,683,577,84.48,106,15.52,48013
48,14,274,221,80.66,53,19.34,48014
48,15,374,329,87.97,45,12.03,48015
48,16,561,519,92.51,42,7.49,48016
48,17,494,434,87.85,60,12.15,48017
48,18,373,336,90.08,37,9.92,48018
48,19,375,342,91.2,33,8.8,48019
48,20,638,585,91.69,53,8.31,48020
48,21,679,591,87.04,88,12.96,48021
48,22,478,390,81.59,88,18.41,48022
48,23,588,484,82.31,104,17.69,48023
48,24,623,482,77.37,141,22.63,48024
48,25,508,449,88.39,59,11.61,48025
48,26,263,234,88.97,29,11.03,48026
48,27,775,713,92.0,62,8.0,48027
48,28,604,460,76.16,144,23.84,48028
48,29,278,234,84.17,44,15.83,48029
48,30,491,452,92.06,39,7.94,48030
48,31,684,604,88.3,80,11.7,48031
48,32,571,518,90.72,53,9.28,48032
48,33,308,255,82.79,53,17.21,48033
48,34,478,433,90.59,45,9.41,48034
48,35,357,288,80.67,69,19.33,48035
