ward,precinct,total,M. Cameron ''Cam'' Davis,M. Cameron ''Cam'' Davis Percent,Geoffrey Cubbage,Geoffrey Cubbage Percent,precinct_id
5,26,456,423,92.76,33,7.24,05026
5,27,563,413,73.36,150,26.64,05027
5,28,495,452,91.31,43,8.69,05028
5,29,476,429,90.13,47,9.87,05029
5,30,308,291,94.48,17,5.52,05030
5,31,347,335,96.54,12,3.46,05031
5,32,586,534,91.13,52,8.87,05032
5,33,507,484,95.46,23,4.54,05033
5,34,558,424,75.99,134,24.01,05034
5,35,585,450,76.92,135,23.08,05035
5,36,261,249,95.4,12,4.6,05036
5,37,525,425,80.95,100,19.05,05037
5,38,403,376,93.3,27,6.7,05038
5,39,385,325,84.42,60,15.58,05039
5,40,331,297,89.73,34,10.27,05040
5,41,270,237,87.78,33,12.22,05041
6,1,415,402,96.87,13,3.13,06001
6,2,402,383,95.27,19,4.73,06002
6,3,422,408,96.68,14,3.32,06003
6,4,303,292,96.37,11,3.63,06004
6,5,250,243,97.2,7,2.8,06005
6,6,408,379,92.89,29,7.11,06006
6,7,351,333,94.87,18,5.13,06007
6,8,374,356,95.19,18,4.81,06008
6,9,336,315,93.75,21,6.25,06009
6,10,215,202,93.95,13,6.05,06010
6,11,331,317,95.77,14,4.23,06011
6,12,271,258,95.2,13,4.8,06012
6,13,300,289,96.33,11,3.67,06013
6,14,351,335,95.44,16,4.56,06014
6,15,305,292,95.74,13,4.26,06015
6,16,388,359,92.53,29,7.47,06016
6,17,255,242,94.9,13,5.1,06017
6,18,264,251,95.08,13,4.92,06018
6,19,342,326,95.32,16,4.68,06019
6,20,222,213,95.95,9,4.05,06020
6,21,201,192,95.52,9,4.48,06021
6,22,222,209,94.14,13,5.86,06022
6,23,191,183,95.81,8,4.19,06023
6,24,195,186,95.38,9,4.62,06024
6,25,195,183,93.85,12,6.15,06025
6,26,275,260,94.55,15,5.45,06026
6,27,211,203,96.21,8,3.79,06027
6,28,175,166,94.86,9,5.14,06028
6,29,392,373,95.15,19,4.85,06029
6,30,301,282,93.69,19,6.31,06030
6,31,389,372,95.63,17,4.37,06031
6,32,349,333,95.42,16,4.58,06032
6,33,371,345,92.99,26,7.01,06033
6,34,379,369,97.36,10,2.64,06034
6,35,345,326,94.49,19,5.51,06035
6,36,453,435,96.03,18,3.97,06036
6,37,394,360,91.37,34,8.63,06037
6,38,392,371,94.64,21,5.36,06038
6,39,304,289,95.07,15,4.93,06039
6,40,339,319,94.1,20,5.9,06040
6,41,377,357,94.69,20,5.31,06041
6,42,381,361,94.75,20,5.25,06042
6,43,329,315,95.74,14,4.26,06043
6,44,360,341,94.72,19,5.28,06044
6,45,401,380,94.76,21,5.24,06045
6,46,255,240,94.12,15,5.88,06046
6,47,275,264,96.0,11,4.0,06047
6,48,394,381,96.7,13,3.3,06048
7,1,339,325,95.87,14,4.13,07001
7,2,343,322,93.88,21,6.12,07002
7,3,385,369,95.84,16,4.16,07003
7,4,374,351,93.85,23,6.15,07004
7,5,299,274,91.64,25,8.36,07005
7,6,465,427,91.83,38,8.17,07006
7,7,353,336,95.18,17,4.82,07007
7,8,300,277,92.33,23,7.67,07008
7,9,629,584,92.85,45,7.15,07009
7,10,407,387,95.09,20,4.91,07010
7,11,388,362,93.3,26,6.7,07011
7,12,343,329,95.92,14,4.08,07012
7,13,222,204,91.89,18,8.11,07013
7,14,384,355,92.45,29,7.55,07014
7,15,341,315,92.38,26,7.62,07015
7,16,272,249,91.54,23,8.46,07016
7,17,299,280,93.65,19,6.35,07017
7,18,321,291,90.65,30,9.35,07018
7,19,340,320,94.12,20,5.88,07019
7,20,274,263,95.99,11,4.01,07020
7,21,273,258,94.51,15,5.49,07021
7,22,310,280,90.32,30,9.68,07022
7,23,346,336,97.11,10,2.89,07023
7,24,294,279,94.9,15,5.1,07024
7,25,285,261,91.58,24,8.42,07025
7,26,287,278,96.86,9,3.14,07026
7,27,295,285,96.61,10,3.39,07027
7,28,265,248,93.58,17,6.42,07028
7,29,302,284,94.04,18,5.96,07029
7,30,255,237,92.94,18,7.06,07030
7,31,237,220,92.83,17,7.17,07031
7,32,479,458,95.62,21,4.38,07032
7,33,467,446,95.5,21,4.5,07033
7,34,427,402,94.15,25,5.85,07034
7,35,388,369,95.1,19,4.9,07035
7,36,429,408,95.1,21,4.9,07036
7,37,368,343,93.21,25,6.79,07037
7,38,307,287,93.49,20,6.51,07038
7,39,321,303,94.39,18,5.61,07039
7,40,299,289,96.66,10,3.34,07040
7,41,358,343,95.81,15,4.19,07041
7,42,305,295,96.72,10,3.28,07042
7,43,355,340,95.77,15,4.23,07043
7,44,300,286,95.33,14,4.67,07044
7,45,330,318,96.36,12,3.64,07045
7,46,152,146,96.05,6,3.95,07046
8,1,324,301,92.9,23,7.1,08001
8,2,345,326,94.49,19,5.51,08002
8,3,430,412,95.81,18,4.19,08003
8,4,425,410,96.47,15,3.53,08004
8,5,422,399,94.55,23,5.45,08005
8,6,391,374,95.65,17,4.35,08006
8,7,436,417,95.64,19,4.36,08007
8,8,372,355,95.43,17,4.57,08008
8,9,254,241,94.88,13,5.12,08009
8,10,479,453,94.57,26,5.43,08010
8,11,318,297,93.4,21,6.6,08011
8,12,335,323,96.42,12,3.58,08012
8,13,428,403,94.16,25,5.84,08013
8,14,274,265,96.72,9,3.28,08014
8,15,335,322,96.12,13,3.88,08015
8,16,116,109,93.97,7,6.03,08016
8,17,341,330,96.77,11,3.23,08017
8,18,359,338,94.15,21,5.85,08018
8,19,410,388,94.63,22,5.37,08019
8,20,433,407,94.0,26,6.0,08020
8,21,470,447,95.11,23,4.89,08021
8,22,349,336,96.28,13,3.72,08022
8,23,319,299,93.73,20,6.27,08023
8,24,230,214,93.04,16,6.96,08024
8,25,360,342,95.0,18,5.0,08025
8,26,349,325,93.12,24,6.88,08026
8,27,411,391,95.13,20,4.87,08027
8,28,388,374,96.39,14,3.61,08028
8,29,431,410,95.13,21,4.87,08029
8,30,396,370,93.43,26,6.57,08030
8,31,279,266,95.34,13,4.66,08031
8,32,310,305,98.39,5,1.61,08032
8,33,358,340,94.97,18,5.03,08033
8,34,358,344,96.09,14,3.91,08034
8,35,419,397,94.75,22,5.25,08035
8,36,400,384,96.0,16,4.0,08036
8,37,313,292,93.29,21,6.71,08037
8,38,250,243,97.2,7,2.8,08038
8,39,383,372,97.13,11,2.87,08039
8,40,290,277,95.52,13,4.48,08040
8,41,431,409,94.9,22,5.1,08041
8,42,460,434,94.35,26,5.65,08042
8,43,205,192,93.66,13,6.34,08043
8,44,256,243,94.92,13,5.08,08044
8,45,369,356,96.48,13,3.52,08045
8,46,305,295,96.72,10,3.28,08046
8,47,306,292,95.42,14,4.58,08047
8,48,346,331,95.66,15,4.34,08048
8,49,357,344,96.36,13,3.64,08049
8,50,375,346,92.27,29,7.73,08050
8,51,417,405,97.12,12,2.88,08051
8,52,466,450,96.57,16,3.43,08052
8,53,218,208,95.41,10,4.59,08053
8,54,297,290,97.64,7,2.36,08054
8,55,301,290,96.35,11,3.65,08055
8,56,375,363,96.8,12,3.2,08056
9,1,358,341,95.25,17,4.75,09001
9,2,322,311,96.58,11,3.42,09002
9,3,279,271,97.13,8,2.87,09003
9,4,273,268,98.17,5,1.83,09004
9,5,342,329,96.2,13,3.8,09005
9,6,326,316,96.93,10,3.07,09006
9,7,298,281,94.3,17,5.7,09007
9,8,353,337,95.47,16,4.53,09008
9,9,373,355,95.17,18,4.83,09009
9,10,291,283,97.25,8,2.75,09010
9,11,235,229,97.45,6,2.55,09011
9,12,405,384,94.81,21,5.19,09012
9,13,408,387,94.85,21,5.15,09013
9,14,423,412,97.4,11,2.6,09014
9,15,394,383,97.21,11,2.79,09015
9,16,317,307,96.85,10,3.15,09016
9,17,239,231,96.65,8,3.35,09017
9,18,261,255,97.7,6,2.3,09018
9,19,333,322,96.7,11,3.3,09019
9,20,350,338,96.57,12,3.43,09020
9,21,301,283,94.02,18,5.98,09021
9,22,354,336,94.92,18,5.08,09022
9,23,415,401,96.63,14,3.37,09023
9,24,367,344,93.73,23,6.27,09024
9,25,362,347,95.86,15,4.14,09025
9,26,390,381,97.69,9,2.31,09026
9,27,307,298,97.07,9,2.93,09027
9,28,220,200,90.91,20,9.09,09028
9,29,307,294,95.77,13,4.23,09029
9,30,283,275,97.17,8,2.83,09030
9,31,273,265,97.07,8,2.93,09031
9,32,358,343,95.81,15,4.19,09032
9,33,268,260,97.01,8,2.99,09033
9,34,258,250,96.9,8,3.1,09034
9,35,366,355,96.99,11,3.01,09035
9,36,291,276,94.85,15,5.15,09036
9,37,489,400,81.8,89,18.2,09037
9,38,383,365,95.3,18,4.7,09038
9,39,381,369,96.85,12,3.15,09039
9,40,385,369,95.84,16,4.16,09040
9,41,289,279,96.54,10,3.46,09041
9,42,359,337,93.87,22,6.13,09042
9,43,315,299,94.92,16,5.08,09043
9,44,319,304,95.3,15,4.7,09044
9,45,270,260,96.3,10,3.7,09045
9,46,354,326,92.09,28,7.91,09046
9,47,371,357,96.23,14,3.77,09047
9,48,405,377,93.09,28,6.91,09048
9,49,380,373,98.16,7,1.84,09049
9,50,461,443,96.1,18,3.9,09050
9,51,348,327,93.97,21,6.03,09051
10,1,321,296,92.21,25,7.79,10001
10,2,327,244,74.62,83,25.38,10002
10,3,321,256,79.75,65,20.25,10003
10,4,257,235,91.44,22,8.56,10004
10,5,255,203,79.61,52,20.39,10005
10,6,262,232,88.55,30,11.45,10006
10,7,248,204,82.26,44,17.74,10007
10,8,219,202,92.24,17,7.76,10008
10,9,283,220,77.74,63,22.26,10009
10,10,334,276,82.63,58,17.37,10010
10,11,377,328,87.0,49,13.0,10011
10,12,216,179,82.87,37,17.13,10012
10,13,299,273,91.3,26,8.7,10013
10,14,408,347,85.05,61,14.95,10014
10,15,648,630,97.22,18,2.78,10015
10,16,250,193,77.2,57,22.8,10016
10,17,428,320,74.77,108,25.23,10017
10,18,220,198,90.0,22,10.0,10018
10,19,324,252,77.78,72,22.22,10019
10,20,354,292,82.49,62,17.51,10020
10,21,341,293,85.92,48,14.08,10021
10,22,198,173,87.37,25,12.63,10022
10,23,298,257,86.24,41,13.76,10023
10,24,306,242,79.08,64,20.92,10024
10,25,102,95,93.14,7,6.86,10025
10,26,248,216,87.1,32,12.9,10026
10,27,329,296,89.97,33,10.03,10027
10,28,368,318,86.41,50,13.59,10028
10,29,306,263,85.95,43,14.05,10029
10,30,277,239,86.28,38,13.72,10030
10,31,250,227,90.8,23,9.2,10031
10,32,325,271,83.38,54,16.62,10032
10,33,235,205,87.23,30,12.77,10033
10,34,233,213,91.42,20,8.58,10034
10,35,359,289,80.5,70,19.5,10035
10,36,88,78,88.64,10,11.36,10036
11,1,389,277,71.21,112,28.79,11001
11,2,31,29,93.55,2,6.45,11002
11,3,420,297,70.71,123,29.29,11003
11,4,330,261,79.09,69,20.91,11004
11,5,516,361,69.96,155,30.04,11005
11,6,653,498,76.26,155,23.74,11006
11,7,635,545,85.83,90,14.17,11007
11,8,393,301,76.59,92,23.41,11008
11,9,315,227,72.06,88,27.94,11009
11,10,355,271,76.34,84,23.66,11010
11,11,432,316,73.15,116,26.85,11011
11,12,490,380,77.55,110,22.45,11012
11,13,446,347,77.8,99,22.2,11013
11,14,190,151,79.47,39,20.53,11014
11,15,157,126,80.25,31,19.75,11015
11,16,259,192,74.13,67,25.87,11016
11,17,491,342,69.65,149,30.35,11017
11,18,289,240,83.04,49,16.96,11018
11,19,506,373,73.72,133,26.28,11019
11,20,264,216,81.82,48,18.18,11020
11,21,497,380,76.46,117,23.54,11021
11,22,444,319,71.85,125,28.15,11022
11,23,232,189,81.47,43,18.53,11023
11,24,459,381,83.01,78,16.99,11024
11,25,505,388,76.83,117,23.17,11025
11,26,450,323,71.78,127,28.22,11026
11,27,136,112,82.35,24,17.65,11027
11,28,171,137,80.12,34,19.88,11028
11,29,428,342,79.91,86,20.09,11029
11,30,192,141,73.44,51,26.56,11030
11,31,372,283,76.08,89,23.92,11031
11,32,178,138,77.53,40,22.47,11032
11,33,507,379,74.75,128,25.25,11033
11,34,134,105,78.36,29,21.64,11034
11,35,109,90,82.57,19,17.43,11035
11,36,158,124,78.48,34,21.52,11036
11,37,107,87,81.31,20,18.69,11037
11,38,224,169,75.45,55,24.55,11038
12,1,341,257,75.37,84,24.63,12001
12,2,299,254,84.95,45,15.05,12002
12,3,454,336,74.01,118,25.99,12003
12,4,383,292,76.24,91,23.76,12004
12,5,292,223,76.37,69,23.63,12005
12,6,343,290,84.55,53,15.45,12006
12,7,324,246,75.93,78,24.07,12007
12,8,364,299,82.14,65,17.86,12008
12,9,290,236,81.38,54,18.62,12009
12,10,417,336,80.58,81,19.42,12010
12,11,351,311,88.6,40,11.4,12011
12,12,352,297,84.38,55,15.63,12012
12,13,345,296,85.8,49,14.2,12013
12,14,323,284,87.93,39,12.07,12014
12,15,270,231,85.56,39,14.44,12015
12,16,308,272,88.31,36,11.69,12016
12,17,350,283,80.86,67,19.14,12017
12,18,304,244,80.26,60,19.74,12018
12,19,348,281,80.75,67,19.25,12019
12,20,411,351,85.4,60,14.6,12020
12,21,333,266,79.88,67,20.12,12021
12,22,290,240,82.76,50,17.24,12022
12,23,349,272,77.94,77,22.06,12023
13,1,263,202,76.81,61,23.19,13001
13,2,269,214,79.55,55,20.45,13002
13,3,263,228,86.69,35,13.31,13003
13,4,298,236,79.19,62,20.81,13004
13,5,379,325,85.75,54,14.25,13005
13,6,300,209,69.67,91,30.33,13006
13,7,249,218,87.55,31,12.45,13007
13,8,248,197,79.44,51,20.56,13008
13,9,331,282,85.2,49,14.8,13009
13,10,278,203,73.02,75,26.98,13010
13,11,337,275,81.6,62,18.4,13011
13,12,276,228,82.61,48,17.39,13012
13,13,336,301,89.58,35,10.42,13013
13,14,330,270,81.82,60,18.18,13014
13,15,443,391,88.26,52,11.74,13015
13,16,210,186,88.57,24,11.43,13016
13,17,265,204,76.98,61,23.02,13017
13,18,235,186,79.15,49,20.85,13018
13,19,360,327,90.83,33,9.17,13019
13,20,177,132,74.58,45,25.42,13020
13,21,333,241,72.37,92,27.63,13021
13,22,336,259,77.08,77,22.92,13022
13,23,233,196,84.12,37,15.88,13023
13,24,324,265,81.79,59,18.21,13024
13,25,317,272,85.8,45,14.2,13025
13,26,297,233,78.45,64,21.55,13026
13,27,295,237,80.34,58,19.66,13027
13,28,245,218,88.98,27,11.02,13028
13,29,247,205,83.0,42,17.0,13029
13,30,260,231,88.85,29,11.15,13030
13,31,335,243,72.54,92,27.46,13031
13,32,242,175,72.31,67,27.69,13032
13,33,320,247,77.19,73,22.81,13033
13,34,389,355,91.26,34,8.74,13034
13,35,294,260,88.44,34,11.56,13035
13,36,204,176,86.27,28,13.73,13036
13,37,353,314,88.95,39,11.05,13037
13,38,263,195,74.14,68,25.86,13038
13,39,324,283,87.35,41,12.65,13039
13,40,324,278,85.8,46,14.2,13040
13,41,356,334,93.82,22,6.18,13041
13,42,289,218,75.43,71,24.57,13042
13,43,327,269,82.26,58,17.74,13043
13,44,340,306,90.0,34,10.0,13044
13,45,347,271,78.1,76,21.9,13045
13,46,367,326,88.83,41,11.17,13046
13,47,341,312,91.5,29,8.5,13047
13,48,276,215,77.9,61,22.1,13048
14,1,356,260,73.03,96,26.97,14001
14,2,433,370,85.45,63,14.55,14002
14,3,347,307,88.47,40,11.53,14003
14,4,331,252,76.13,79,23.87,14004
14,5,481,444,92.31,37,7.69,14005
14,6,167,148,88.62,19,11.38,14006
14,7,392,332,84.69,60,15.31,14007
14,8,368,304,82.61,64,17.39,14008
14,9,400,301,75.25,99,24.75,14009
14,10,238,195,81.93,43,18.07,14010
14,11,218,198,90.83,20,9.17,14011
14,12,366,310,84.7,56,15.3,14012
14,13,301,266,88.37,35,11.63,14013
14,14,310,272,87.74,38,12.26,14014
14,15,377,347,92.04,30,7.96,14015
14,16,236,200,84.75,36,15.25,14016
14,17,281,257,91.46,24,8.54,14017
14,18,141,116,82.27,25,17.73,14018
14,19,309,271,87.7,38,12.3,14019
14,20,248,217,87.5,31,12.5,14020
14,21,328,288,87.8,40,12.2,14021
14,22,435,358,82.3,77,17.7,14022
14,23,272,210,77.21,62,22.79,14023
14,24,405,316,78.02,89,21.98,14024
14,25,194,169,87.11,25,12.89,14025
14,26,263,232,88.21,31,11.79,14026
14,27,317,272,85.8,45,14.2,14027
14,28,265,228,86.04,37,13.96,14028
14,29,272,247,90.81,25,9.19,14029
14,30,187,167,89.3,20,10.7,14030
14,31,198,179,90.4,19,9.6,14031
15,1,301,257,85.38,44,14.62,15001
15,2,203,196,96.55,7,3.45,15002
15,3,224,209,93.3,15,6.7,15003
15,4,318,282,88.68,36,11.32,15004
15,5,295,257,87.12,38,12.88,15005
15,6,303,252,83.17,51,16.83,15006
15,7,227,212,93.39,15,6.61,15007
15,8,266,233,87.59,33,12.41,15008
15,9,385,336,87.27,49,12.73,15009
15,10,421,364,86.46,57,13.54,15010
15,11,345,303,87.83,42,12.17,15011
15,12,372,327,87.9,45,12.1,15012
15,13,288,254,88.19,34,11.81,15013
15,14,271,239,88.19,32,11.81,15014
15,15,246,217,88.21,29,11.79,15015
15,16,334,312,93.41,22,6.59,15016
15,17,251,240,95.62,11,4.38,15017
15,18,200,198,99.0,2,1.0,15018
15,19,259,224,86.49,35,13.51,15019
15,20,242,234,96.69,8,3.31,15020
15,21,204,200,98.04,4,1.96,15021
15,22,257,248,96.5,9,3.5,15022
15,23,251,243,96.81,8,3.19,15023
15,24,194,186,95.88,8,4.12,15024
16,1,352,307,87.22,45,12.78,16001
16,2,267,249,93.26,18,6.74,16002
16,3,227,213,93.83,14,6.17,16003
16,4,271,256,94.46,15,5.54,16004
16,5,186,177,95.16,9,4.84,16005
16,6,269,260,96.65,9,3.35,16006
16,7,246,230,93.5,16,6.5,16007
16,8,183,170,92.9,13,7.1,16008
16,9,282,261,92.55,21,7.45,16009
16,10,258,247,95.74,11,4.26,16010
16,11,262,251,95.8,11,4.2,16011
16,12,227,211,92.95,16,7.05,16012
16,13,257,233,90.66,24,9.34,16013
16,14,198,186,93.94,12,6.06,16014
16,15,285,269,94.39,16,5.61,16015
16,16,254,247,97.24,7,2.76,16016
16,17,327,296,90.52,31,9.48,16017
16,18,300,278,92.67,22,7.33,16018
16,19,235,226,96.17,9,3.83,16019
16,20,215,207,96.28,8,3.72,16020
16,21,233,225,96.57,8,3.43,16021
16,22,216,208,96.3,8,3.7,16022
16,23,311,277,89.07,34,10.93,16023
16,24,142,139,97.89,3,2.11,16024
16,25,302,282,93.38,20,6.62,16025
16,26,204,198,97.06,6,2.94,16026
16,27,222,209,94.14,13,5.86,16027
16,28,230,217,94.35,13,5.65,16028
16,29,254,246,96.85,8,3.15,16029
16,30,214,204,95.33,10,4.67,16030
16,31,274,257,93.8,17,6.2,16031
16,32,293,263,89.76,30,10.24,16032
16,33,250,239,95.6,11,4.4,16033
16,34,243,238,97.94,5,2.06,16034
16,35,328,308,93.9,20,6.1,16035
16,36,212,201,94.81,11,5.19,16036
17,1,332,304,91.57,28,8.43,17001
17,2,328,313,95.43,15,4.57,17002
17,3,334,316,94.61,18,5.39,17003
17,4,410,393,95.85,17,4.15,17004
17,5,242,234,96.69,8,3.31,17005
17,6,279,265,94.98,14,5.02,17006
17,7,267,248,92.88,19,7.12,17007
17,8,276,260,94.2,16,5.8,17008
17,9,257,247,96.11,10,3.89,17009
17,10,430,407,94.65,23,5.35,17010
17,11,263,254,96.58,9,3.42,17011
17,12,428,384,89.72,44,10.28,17012
