ward,precinct,total,John Fritchey,John Fritchey Percent,precinct_id
45,3,1,1,100.0,45003
45,4,102,102,100.0,45004
45,5,90,90,100.0,45005
45,6,106,106,100.0,45006
45,7,107,107,100.0,45007
45,8,86,86,100.0,45008
45,9,107,107,100.0,45009
45,10,99,99,100.0,45010
45,11,82,82,100.0,45011
45,12,67,67,100.0,45012
45,13,50,50,100.0,45013
45,14,79,79,100.0,45014
45,15,102,102,100.0,45015
45,16,63,63,100.0,45016
45,17,63,63,100.0,45017
45,18,66,66,100.0,45018
45,19,29,29,100.0,45019
45,20,40,40,100.0,45020
45,21,52,52,100.0,45021
45,22,56,56,100.0,45022
45,23,67,67,100.0,45023
45,24,50,50,100.0,45024
45,25,45,45,100.0,45025
45,26,22,22,100.0,45026
45,27,41,41,100.0,45027
45,28,36,36,100.0,45028
45,29,35,35,100.0,45029
45,30,51,51,100.0,45030
45,31,58,58,100.0,45031
45,32,44,44,100.0,45032
45,33,33,33,100.0,45033
45,34,55,55,100.0,45034
47,1,24,24,100.0,47001
47,2,60,60,100.0,47002
47,3,97,97,100.0,47003
47,4,58,58,100.0,47004
47,5,8,8,100.0,47005
47,6,33,33,100.0,47006
47,7,34,34,100.0,47007
47,8,41,41,100.0,47008
47,9,23,23,100.0,47009
47,10,8,8,100.0,47010
47,11,31,31,100.0,47011
47,12,42,42,100.0,47012
47,13,47,47,100.0,47013
47,14,39,39,100.0,47014
47,16,57,57,100.0,47016
47,17,60,60,100.0,47017
47,21,44,44,100.0,47021
47,25,32,32,100.0,47025
47,27,40,40,100.0,47027
47,28,35,35,100.0,47028
47,29,59,59,100.0,47029
47,33,29,29,100.0,47033
47,35,48,48,100.0,47035
47,37,41,41,100.0,47037
47,39,52,52,100.0,47039
47,40,64,64,100.0,47040
47,42,25,25,100.0,47042
47,43,40,40,100.0,47043
47,46,44,44,100.0,47046
47,47,49,49,100.0,47047
47,48,29,29,100.0,47048
