ward,precinct,total,Cynthia M. Santos,Cynthia M. Santos Percent,Frank Avila,Frank Avila Percent,Timothy ''Tim'' Bradford,Timothy ''Tim'' Bradford Percent,Josina Morita,Josina Morita Percent,Tom Courtney,Tom Courtney Percent,Adam Miguest,Adam Miguest Percent,John S. Xydakis,John S. Xydakis Percent,Frank Edward Gardner,Frank Edward Gardner Percent,Kathleen Mary O'Reilley,Kathleen Mary O'Reilley Percent,Brendan Francis Houlihan,Brendan Francis Houlihan Percent,precinct_id
5,27,140,13,9.29,32,22.86,36,25.71,39,27.86,4,2.86,3,2.14,1,0.71,5,3.57,6,4.29,1,0.71,05027
5,28,394,68,17.26,69,17.51,93,23.6,44,11.17,19,4.82,14,3.55,6,1.52,45,11.42,26,6.6,10,2.54,05028
5,29,319,57,17.87,43,13.48,64,20.06,44,13.79,32,10.03,23,7.21,1,0.31,31,9.72,16,5.02,8,2.51,05029
5,30,204,43,21.08,32,15.69,44,21.57,19,9.31,9,4.41,3,1.47,4,1.96,22,10.78,18,8.82,10,4.9,05030
5,31,180,44,24.44,22,12.22,28,15.56,17,9.44,15,8.33,16,8.89,0,0.0,22,12.22,14,7.78,2,1.11,05031
5,32,394,63,15.99,71,18.02,88,22.34,55,13.96,29,7.36,13,3.3,3,0.76,46,11.68,19,4.82,7,1.78,05032
5,33,311,51,16.4,50,16.08,66,21.22,43,13.83,26,8.36,5,1.61,1,0.32,37,11.9,19,6.11,13,4.18,05033
5,34,205,16,7.8,52,25.37,42,20.49,55,26.83,10,4.88,2,0.98,2,0.98,3,1.46,13,6.34,10,4.88,05034
5,35,270,40,14.81,58,21.48,56,20.74,61,22.59,7,2.59,4,1.48,4,1.48,17,6.3,18,6.67,5,1.85,05035
5,36,285,58,20.35,42,14.74,52,18.25,26,9.12,21,7.37,7,2.46,5,1.75,29,10.18,34,11.93,11,3.86,05036
5,37,376,49,13.03,71,18.88,74,19.68,84,22.34,12,3.19,5,1.33,2,0.53,36,9.57,30,7.98,13,3.46,05037
5,38,243,46,18.93,33,13.58,43,17.7,19,7.82,28,11.52,15,6.17,2,0.82,25,10.29,24,9.88,8,3.29,05038
5,39,232,34,14.66,54,23.28,47,20.26,50,21.55,6,2.59,5,2.16,2,0.86,16,6.9,11,4.74,7,3.02,05039
5,40,247,36,14.57,41,16.6,51,20.65,31,12.55,18,7.29,18,7.29,1,0.4,32,12.96,13,5.26,6,2.43,05040
5,41,284,36,12.68,59,20.77,58,20.42,58,20.42,10,3.52,7,2.46,5,1.76,26,9.15,18,6.34,7,2.46,05041
6,1,424,65,15.33,67,15.8,101,23.82,49,11.56,27,6.37,14,3.3,2,0.47,60,14.15,29,6.84,10,2.36,06001
6,2,341,54,15.84,55,16.13,71,20.82,44,12.9,20,5.87,10,2.93,2,0.59,52,15.25,21,6.16,12,3.52,06002
6,3,382,75,19.63,67,17.54,82,21.47,40,10.47,21,5.5,22,5.76,1,0.26,39,10.21,27,7.07,8,2.09,06003
6,4,214,38,17.76,34,15.89,43,20.09,26,12.15,13,6.07,10,4.67,0,0.0,20,9.35,19,8.88,11,5.14,06004
6,5,201,45,22.39,21,10.45,39,19.4,18,8.96,15,7.46,11,5.47,3,1.49,20,9.95,24,11.94,5,2.49,06005
6,6,334,55,16.47,59,17.66,86,25.75,47,14.07,16,4.79,9,2.69,3,0.9,36,10.78,16,4.79,7,2.1,06006
6,7,243,46,18.93,39,16.05,57,23.46,31,12.76,13,5.35,7,2.88,1,0.41,28,11.52,20,8.23,1,0.41,06007
6,8,412,65,15.78,58,14.08,97,23.54,44,10.68,32,7.77,11,2.67,3,0.73,64,15.53,25,6.07,13,3.16,06008
6,9,224,38,16.96,42,18.75,49,21.88,24,10.71,16,7.14,8,3.57,1,0.45,21,9.38,19,8.48,6,2.68,06009
6,10,182,28,15.38,33,18.13,38,20.88,24,13.19,10,5.49,7,3.85,0,0.0,24,13.19,16,8.79,2,1.1,06010
6,11,232,42,18.1,39,16.81,51,21.98,21,9.05,17,7.33,9,3.88,1,0.43,27,11.64,19,8.19,6,2.59,06011
6,12,180,28,15.56,23,12.78,39,21.67,23,12.78,16,8.89,9,5.0,0,0.0,18,10.0,20,11.11,4,2.22,06012
6,13,260,54,20.77,48,18.46,56,21.54,35,13.46,13,5.0,7,2.69,2,0.77,31,11.92,12,4.62,2,0.77,06013
6,14,234,51,21.79,34,14.53,48,20.51,27,11.54,11,4.7,9,3.85,3,1.28,27,11.54,18,7.69,6,2.56,06014
6,15,179,36,20.11,21,11.73,32,17.88,16,8.94,19,10.61,10,5.59,2,1.12,21,11.73,19,10.61,3,1.68,06015
6,16,386,62,16.06,76,19.69,82,21.24,48,12.44,18,4.66,9,2.33,0,0.0,52,13.47,24,6.22,15,3.89,06016
6,17,213,35,16.43,23,10.8,53,24.88,26,12.21,16,7.51,9,4.23,2,0.94,19,8.92,22,10.33,8,3.76,06017
6,18,237,40,16.88,28,11.81,46,19.41,25,10.55,14,5.91,10,4.22,3,1.27,33,13.92,24,10.13,14,5.91,06018
6,19,294,47,15.99,48,16.33,69,23.47,42,14.29,21,7.14,8,2.72,1,0.34,34,11.56,16,5.44,8,2.72,06019
6,20,173,38,21.97,26,15.03,28,16.18,16,9.25,15,8.67,11,6.36,1,0.58,21,12.14,11,6.36,6,3.47,06020
6,21,121,33,27.27,15,12.4,22,18.18,13,10.74,6,4.96,3,2.48,1,0.83,15,12.4,6,4.96,7,5.79,06021
6,22,153,34,22.22,21,13.73,28,18.3,12,7.84,15,9.8,5,3.27,0,0.0,16,10.46,17,11.11,5,3.27,06022
6,23,151,27,17.88,21,13.91,26,17.22,17,11.26,14,9.27,5,3.31,2,1.32,16,10.6,18,11.92,5,3.31,06023
6,24,120,22,18.33,22,18.33,17,14.17,12,10.0,12,10.0,6,5.0,4,3.33,10,8.33,13,10.83,2,1.67,06024
6,25,154,23,14.94,30,19.48,34,22.08,20,12.99,10,6.49,4,2.6,2,1.3,19,12.34,6,3.9,6,3.9,06025
6,26,151,30,19.87,19,12.58,37,24.5,14,9.27,7,4.64,5,3.31,1,0.66,22,14.57,13,8.61,3,1.99,06026
6,27,162,38,23.46,25,15.43,32,19.75,21,12.96,7,4.32,5,3.09,4,2.47,12,7.41,16,9.88,2,1.23,06027
6,28,138,32,23.19,25,18.12,31,22.46,16,11.59,9,6.52,4,2.9,0,0.0,4,2.9,12,8.7,5,3.62,06028
6,29,425,62,14.59,66,15.53,84,19.76,51,12.0,24,5.65,22,5.18,7,1.65,72,16.94,28,6.59,9,2.12,06029
6,30,196,41,20.92,31,15.82,40,20.41,21,10.71,16,8.16,6,3.06,1,0.51,20,10.2,14,7.14,6,3.06,06030
6,31,358,68,18.99,59,16.48,77,21.51,42,11.73,17,4.75,14,3.91,5,1.4,53,14.8,16,4.47,7,1.96,06031
6,32,252,42,16.67,46,18.25,53,21.03,31,12.3,12,4.76,6,2.38,3,1.19,30,11.9,21,8.33,8,3.17,06032
6,33,298,61,20.47,50,16.78,61,20.47,36,12.08,17,5.7,8,2.68,3,1.01,32,10.74,22,7.38,8,2.68,06033
6,34,320,50,15.63,49,15.31,70,21.88,45,14.06,13,4.06,11,3.44,1,0.31,41,12.81,29,9.06,11,3.44,06034
6,35,254,46,18.11,37,14.57,63,24.8,27,10.63,17,6.69,13,5.12,1,0.39,28,11.02,15,5.91,7,2.76,06035
6,36,378,50,13.23,66,17.46,80,21.16,56,14.81,18,4.76,26,6.88,2,0.53,53,14.02,15,3.97,12,3.17,06036
6,37,410,56,13.66,72,17.56,98,23.9,52,12.68,16,3.9,12,2.93,3,0.73,62,15.12,21,5.12,18,4.39,06037
6,38,375,75,20.0,53,14.13,78,20.8,42,11.2,18,4.8,17,4.53,2,0.53,52,13.87,29,7.73,9,2.4,06038
6,39,215,41,19.07,35,16.28,43,20.0,26,12.09,11,5.12,10,4.65,2,0.93,21,9.77,19,8.84,7,3.26,06039
6,40,300,49,16.33,48,16.0,64,21.33,36,12.0,19,6.33,14,4.67,7,2.33,35,11.67,21,7.0,7,2.33,06040
6,41,345,58,16.81,60,17.39,75,21.74,42,12.17,17,4.93,12,3.48,4,1.16,48,13.91,20,5.8,9,2.61,06041
6,42,276,56,20.29,37,13.41,54,19.57,31,11.23,14,5.07,5,1.81,1,0.36,39,14.13,26,9.42,13,4.71,06042
6,43,260,44,16.92,41,15.77,61,23.46,26,10.0,13,5.0,8,3.08,4,1.54,39,15.0,16,6.15,8,3.08,06043
6,44,271,56,20.66,35,12.92,55,20.3,28,10.33,25,9.23,5,1.85,0,0.0,41,15.13,20,7.38,6,2.21,06044
6,45,355,59,16.62,57,16.06,84,23.66,42,11.83,22,6.2,8,2.25,2,0.56,53,14.93,19,5.35,9,2.54,06045
6,46,245,41,16.73,42,17.14,56,22.86,20,8.16,16,6.53,11,4.49,1,0.41,27,11.02,22,8.98,9,3.67,06046
6,47,215,50,23.26,28,13.02,38,17.67,22,10.23,11,5.12,9,4.19,3,1.4,21,9.77,24,11.16,9,4.19,06047
6,48,268,48,17.91,45,16.79,57,21.27,33,12.31,11,4.1,7,2.61,1,0.37,38,14.18,20,7.46,8,2.99,06048
7,1,253,49,19.37,47,18.58,46,18.18,23,9.09,18,7.11,7,2.77,2,0.79,27,10.67,26,10.28,8,3.16,07001
7,2,250,40,16.0,44,17.6,52,20.8,24,9.6,17,6.8,6,2.4,5,2.0,25,10.0,20,8.0,17,6.8,07002
7,3,331,63,19.03,45,13.6,71,21.45,35,10.57,17,5.14,8,2.42,3,0.91,44,13.29,32,9.67,13,3.93,07003
7,4,349,62,17.77,52,14.9,72,20.63,26,7.45,27,7.74,9,2.58,4,1.15,58,16.62,24,6.88,15,4.3,07004
7,5,208,41,19.71,33,15.87,35,16.83,19,9.13,18,8.65,7,3.37,3,1.44,24,11.54,20,9.62,8,3.85,07005
7,6,336,46,13.69,52,15.48,69,20.54,48,14.29,22,6.55,3,0.89,4,1.19,42,12.5,24,7.14,26,7.74,07006
7,7,179,26,14.53,29,16.2,46,25.7,23,12.85,9,5.03,3,1.68,0,0.0,18,10.06,18,10.06,7,3.91,07007
7,8,313,44,14.06,56,17.89,72,23.0,24,7.67,21,6.71,5,1.6,4,1.28,20,6.39,31,9.9,36,11.5,07008
7,9,518,80,15.44,87,16.8,117,22.59,77,14.86,26,5.02,16,3.09,4,0.77,55,10.62,38,7.34,18,3.47,07009
7,10,382,65,17.02,62,16.23,84,21.99,47,12.3,19,4.97,11,2.88,1,0.26,45,11.78,35,9.16,13,3.4,07010
7,11,216,31,14.35,36,16.67,51,23.61,23,10.65,12,5.56,2,0.93,2,0.93,27,12.5,23,10.65,9,4.17,07011
7,12,218,41,18.81,28,12.84,49,22.48,26,11.93,11,5.05,4,1.83,2,0.92,24,11.01,22,10.09,11,5.05,07012
7,13,281,50,17.79,44,15.66,61,21.71,29,10.32,22,7.83,10,3.56,4,1.42,26,9.25,18,6.41,17,6.05,07013
7,14,218,34,15.6,35,16.06,44,20.18,24,11.01,14,6.42,5,2.29,2,0.92,29,13.3,19,8.72,12,5.5,07014
7,15,407,71,17.44,67,16.46,82,20.15,50,12.29,32,7.86,11,2.7,3,0.74,49,12.04,33,8.11,9,2.21,07015
7,16,157,24,15.29,20,12.74,37,23.57,16,10.19,9,5.73,7,4.46,1,0.64,14,8.92,19,12.1,10,6.37,07016
7,17,247,50,20.24,32,12.96,40,16.19,17,6.88,23,9.31,7,2.83,4,1.62,37,14.98,25,10.12,12,4.86,07017
7,18,201,37,18.41,30,14.93,47,23.38,15,7.46,8,3.98,6,2.99,3,1.49,26,12.94,18,8.96,11,5.47,07018
7,19,299,50,16.72,46,15.38,60,20.07,32,10.7,15,5.02,13,4.35,2,0.67,41,13.71,21,7.02,19,6.35,07019
7,20,180,39,21.67,20,11.11,40,22.22,15,8.33,13,7.22,4,2.22,2,1.11,22,12.22,17,9.44,8,4.44,07020
7,21,184,30,16.3,30,16.3,35,19.02,27,14.67,11,5.98,7,3.8,5,2.72,12,6.52,15,8.15,12,6.52,07021
7,22,160,31,19.38,24,15.0,29,18.13,16,10.0,10,6.25,4,2.5,2,1.25,16,10.0,15,9.38,13,8.13,07022
7,23,436,62,14.22,78,17.89,101,23.17,40,9.17,35,8.03,12,2.75,4,0.92,58,13.3,26,5.96,20,4.59,07023
7,24,339,63,18.58,53,15.63,66,19.47,36,10.62,26,7.67,7,2.06,4,1.18,35,10.32,35,10.32,14,4.13,07024
7,25,213,33,15.49,38,17.84,39,18.31,30,14.08,20,9.39,3,1.41,1,0.47,20,9.39,21,9.86,8,3.76,07025
7,26,273,41,15.02,50,18.32,55,20.15,41,15.02,20,7.33,7,2.56,0,0.0,35,12.82,16,5.86,8,2.93,07026
7,27,225,38,16.89,37,16.44,48,21.33,24,10.67,8,3.56,6,2.67,2,0.89,29,12.89,21,9.33,12,5.33,07027
7,28,166,29,17.47,25,15.06,36,21.69,14,8.43,11,6.63,6,3.61,5,3.01,20,12.05,14,8.43,6,3.61,07028
7,29,226,36,15.93,37,16.37,49,21.68,23,10.18,14,6.19,8,3.54,5,2.21,20,8.85,20,8.85,14,6.19,07029
7,30,189,39,20.63,31,16.4,36,19.05,24,12.7,11,5.82,4,2.12,3,1.59,14,7.41,20,10.58,7,3.7,07030
7,31,118,20,16.95,23,19.49,24,20.34,13,11.02,3,2.54,5,4.24,0,0.0,9,7.63,14,11.86,7,5.93,07031
7,32,553,78,14.1,99,17.9,129,23.33,93,16.82,26,4.7,8,1.45,3,0.54,79,14.29,22,3.98,16,2.89,07032
7,33,528,86,16.29,83,15.72,119,22.54,64,12.12,30,5.68,10,1.89,5,0.95,71,13.45,37,7.01,23,4.36,07033
7,34,418,57,13.64,64,15.31,106,25.36,59,14.11,29,6.94,10,2.39,1,0.24,49,11.72,27,6.46,16,3.83,07034
7,35,193,29,15.03,32,16.58,45,23.32,22,11.4,9,4.66,2,1.04,2,1.04,24,12.44,17,8.81,11,5.7,07035
7,36,405,56,13.83,62,15.31,102,25.19,58,14.32,21,5.19,5,1.23,5,1.23,48,11.85,25,6.17,23,5.68,07036
7,37,323,61,18.89,50,15.48,62,19.2,46,14.24,15,4.64,10,3.1,1,0.31,36,11.15,30,9.29,12,3.72,07037
7,38,221,35,15.84,34,15.38,56,25.34,23,10.41,16,7.24,5,2.26,3,1.36,28,12.67,14,6.33,7,3.17,07038
7,39,268,39,14.55,50,18.66,57,21.27,37,13.81,13,4.85,7,2.61,1,0.37,31,11.57,16,5.97,17,6.34,07039
7,40,320,57,17.81,55,17.19,73,22.81,37,11.56,19,5.94,6,1.88,6,1.88,35,10.94,18,5.63,14,4.38,07040
7,41,236,42,17.8,35,14.83,53,22.46,25,10.59,17,7.2,7,2.97,0,0.0,31,13.14,18,7.63,8,3.39,07041
7,42,244,38,15.57,36,14.75,62,25.41,33,13.52,14,5.74,7,2.87,2,0.82,25,10.25,20,8.2,7,2.87,07042
7,43,305,58,19.02,37,12.13,58,19.02,32,10.49,26,8.52,5,1.64,3,0.98,28,9.18,43,14.1,15,4.92,07043
7,44,199,37,18.59,33,16.58,39,19.6,26,13.07,9,4.52,6,3.02,1,0.5,22,11.06,19,9.55,7,3.52,07044
7,45,199,39,19.6,32,16.08,43,21.61,19,9.55,17,8.54,7,3.52,0,0.0,19,9.55,16,8.04,7,3.52,07045
7,46,166,30,18.07,28,16.87,34,20.48,9,5.42,11,6.63,5,3.01,1,0.6,17,10.24,17,10.24,14,8.43,07046
8,1,176,25,14.2,33,18.75,42,23.86,29,16.48,6,3.41,10,5.68,0,0.0,16,9.09,11,6.25,4,2.27,08001
8,2,221,38,17.19,33,14.93,51,23.08,33,14.93,12,5.43,5,2.26,4,1.81,22,9.95,17,7.69,6,2.71,08002
8,3,570,84,14.74,106,18.6,127,22.28,80,14.04,36,6.32,15,2.63,4,0.7,79,13.86,25,4.39,14,2.46,08003
8,4,443,43,9.71,97,21.9,119,26.86,84,18.96,18,4.06,10,2.26,4,0.9,46,10.38,18,4.06,4,0.9,08004
8,5,531,81,15.25,85,16.01,124,23.35,62,11.68,35,6.59,16,3.01,3,0.56,94,17.7,25,4.71,6,1.13,08005
8,6,350,45,12.86,71,20.29,87,24.86,61,17.43,22,6.29,9,2.57,2,0.57,29,8.29,13,3.71,11,3.14,08006
8,7,454,72,15.86,72,15.86,100,22.03,57,12.56,28,6.17,13,2.86,1,0.22,65,14.32,30,6.61,16,3.52,08007
8,8,474,91,19.2,64,13.5,90,18.99,60,12.66,34,7.17,23,4.85,2,0.42,71,14.98,24,5.06,15,3.16,08008
8,9,228,27,11.84,42,18.42,55,24.12,34,14.91,10,4.39,7,3.07,0,0.0,29,12.72,22,9.65,2,0.88,08009
8,10,558,76,13.62,98,17.56,133,23.84,91,16.31,32,5.73,14,2.51,2,0.36,87,15.59,17,3.05,8,1.43,08010
8,11,339,47,13.86,69,20.35,85,25.07,64,18.88,12,3.54,6,1.77,0,0.0,29,8.55,20,5.9,7,2.06,08011
8,12,306,52,16.99,52,16.99,65,21.24,37,12.09,23,7.52,3,0.98,2,0.65,44,14.38,23,7.52,5,1.63,08012
8,13,273,43,15.75,52,19.05,65,23.81,32,11.72,13,4.76,5,1.83,4,1.47,38,13.92,16,5.86,5,1.83,08013
8,14,155,25,16.13,25,16.13,32,20.65,18,11.61,15,9.68,4,2.58,4,2.58,13,8.39,15,9.68,4,2.58,08014
8,15,227,43,18.94,39,17.18,51,22.47,31,13.66,12,5.29,11,4.85,4,1.76,15,6.61,18,7.93,3,1.32,08015
8,16,60,10,16.67,13,21.67,13,21.67,5,8.33,5,8.33,2,3.33,0,0.0,7,11.67,3,5.0,2,3.33,08016
8,17,320,46,14.38,66,20.63,79,24.69,44,13.75,15,4.69,5,1.56,2,0.63,38,11.88,20,6.25,5,1.56,08017
8,18,241,44,18.26,41,17.01,47,19.5,40,16.6,9,3.73,8,3.32,6,2.49,19,7.88,20,8.3,7,2.9,08018
8,19,486,78,16.05,85,17.49,116,23.87,69,14.2,24,4.94,6,1.23,3,0.62,67,13.79,32,6.58,6,1.23,08019
8,20,333,50,15.02,62,18.62,91,27.33,44,13.21,13,3.9,5,1.5,0,0.0,43,12.91,21,6.31,4,1.2,08020
8,21,339,45,13.27,74,21.83,85,25.07,55,16.22,20,5.9,8,2.36,1,0.29,29,8.55,17,5.01,5,1.47,08021
8,22,295,41,13.9,58,19.66,62,21.02,49,16.61,16,5.42,4,1.36,4,1.36,32,10.85,19,6.44,10,3.39,08022
8,23,251,38,15.14,54,21.51,71,28.29,39,15.54,13,5.18,5,1.99,1,0.4,14,5.58,11,4.38,5,1.99,08023
8,24,210,28,13.33,41,19.52,46,21.9,36,17.14,13,6.19,5,2.38,4,1.9,23,10.95,8,3.81,6,2.86,08024
8,25,297,42,14.14,57,19.19,67,22.56,48,16.16,15,5.05,14,4.71,2,0.67,25,8.42,24,8.08,3,1.01,08025
8,26,259,46,17.76,43,16.6,59,22.78,27,10.42,15,5.79,10,3.86,3,1.16,24,9.27,23,8.88,9,3.47,08026
8,27,424,49,11.56,85,20.05,121,28.54,75,17.69,14,3.3,8,1.89,5,1.18,51,12.03,11,2.59,5,1.18,08027
8,28,318,53,16.67,53,16.67,65,20.44,37,11.64,24,7.55,10,3.14,2,0.63,50,15.72,18,5.66,6,1.89,08028
8,29,401,60,14.96,71,17.71,94,23.44,75,18.7,19,4.74,4,1.0,3,0.75,40,9.98,25,6.23,10,2.49,08029
8,30,320,51,15.94,60,18.75,68,21.25,45,14.06,21,6.56,9,2.81,2,0.63,31,9.69,25,7.81,8,2.5,08030
8,31,278,52,18.71,47,16.91,55,19.78,31,11.15,17,6.12,11,3.96,2,0.72,34,12.23,19,6.83,10,3.6,08031
8,32,256,48,18.75,46,17.97,49,19.14,34,13.28,18,7.03,5,1.95,2,0.78,22,8.59,27,10.55,5,1.95,08032
8,33,286,48,16.78,44,15.38,63,22.03,33,11.54,26,9.09,8,2.8,1,0.35,35,12.24,22,7.69,6,2.1,08033
8,34,315,45,14.29,63,20.0,67,21.27,46,14.6,21,6.67,9,2.86,4,1.27,25,7.94,23,7.3,12,3.81,08034
8,35,373,49,13.14,71,19.03,75,20.11,59,15.82,22,5.9,7,1.88,0,0.0,66,17.69,16,4.29,8,2.14,08035
8,36,342,60,17.54,55,16.08,69,20.18,46,13.45,17,4.97,7,2.05,2,0.58,42,12.28,33,9.65,11,3.22,08036
8,37,291,41,14.09,66,22.68,66,22.68,43,14.78,14,4.81,5,1.72,1,0.34,34,11.68,12,4.12,9,3.09,08037
8,38,173,21,12.14,35,20.23,44,25.43,26,15.03,13,7.51,2,1.16,0,0.0,17,9.83,13,7.51,2,1.16,08038
8,39,287,45,15.68,51,17.77,68,23.69,44,15.33,15,5.23,5,1.74,6,2.09,28,9.76,14,4.88,11,3.83,08039
8,40,217,38,17.51,35,16.13,55,25.35,29,13.36,17,7.83,3,1.38,3,1.38,21,9.68,9,4.15,7,3.23,08040
8,41,268,39,14.55,55,20.52,62,23.13,44,16.42,15,5.6,6,2.24,2,0.75,28,10.45,12,4.48,5,1.87,08041
8,42,420,61,14.52,80,19.05,98,23.33,61,14.52,20,4.76,14,3.33,0,0.0,49,11.67,18,4.29,19,4.52,08042
8,43,141,28,19.86,22,15.6,30,21.28,20,14.18,5,3.55,1,0.71,1,0.71,13,9.22,14,9.93,7,4.96,08043
8,44,194,28,14.43,40,20.62,50,25.77,33,17.01,10,5.15,3,1.55,1,0.52,14,7.22,10,5.15,5,2.58,08044
8,45,192,25,13.02,39,20.31,48,25.0,30,15.63,4,2.08,3,1.56,1,0.52,20,10.42,16,8.33,6,3.13,08045
8,46,231,40,17.32,35,15.15,54,23.38,24,10.39,14,6.06,7,3.03,1,0.43,33,14.29,16,6.93,7,3.03,08046
8,47,266,44,16.54,56,21.05,58,21.8,45,16.92,14,5.26,2,0.75,1,0.38,23,8.65,16,6.02,7,2.63,08047
8,48,249,28,11.24,58,23.29,70,28.11,44,17.67,9,3.61,4,1.61,2,0.8,14,5.62,14,5.62,6,2.41,08048
8,49,341,61,17.89,48,14.08,76,22.29,46,13.49,20,5.87,7,2.05,2,0.59,42,12.32,23,6.74,16,4.69,08049
8,50,307,43,14.01,71,23.13,67,21.82,51,16.61,9,2.93,10,3.26,2,0.65,33,10.75,17,5.54,4,1.3,08050
8,51,373,55,14.75,67,17.96,85,22.79,58,15.55,24,6.43,8,2.14,1,0.27,39,10.46,23,6.17,13,3.49,08051
8,52,486,68,13.99,99,20.37,114,23.46,84,17.28,20,4.12,10,2.06,0,0.0,61,12.55,24,4.94,6,1.23,08052
8,53,181,35,19.34,28,15.47,39,21.55,17,9.39,14,7.73,4,2.21,2,1.1,25,13.81,14,7.73,3,1.66,08053
8,54,204,30,14.71,46,22.55,51,25.0,27,13.24,9,4.41,2,0.98,3,1.47,18,8.82,14,6.86,4,1.96,08054
8,55,228,43,18.86,39,17.11,47,20.61,25,10.96,13,5.7,3,1.32,4,1.75,30,13.16,15,6.58,9,3.95,08055
8,56,388,56,14.43,70,18.04,90,23.2,51,13.14,24,6.19,10,2.58,2,0.52,54,13.92,24,6.19,7,1.8,08056
9,1,283,44,15.55,51,18.02,57,20.14,35,12.37,21,7.42,9,3.18,4,1.41,39,13.78,15,5.3,8,2.83,09001
9,2,280,56,20.0,38,13.57,53,18.93,31,11.07,23,8.21,9,3.21,4,1.43,29,10.36,29,10.36,8,2.86,09002
9,3,136,25,18.38,23,16.91,36,26.47,14,10.29,6,4.41,2,1.47,0,0.0,14,10.29,15,11.03,1,0.74,09003
9,4,189,33,17.46,28,14.81,40,21.16,26,13.76,20,10.58,13,6.88,0,0.0,15,7.94,10,5.29,4,2.12,09004
9,5,275,45,16.36,38,13.82,55,20.0,35,12.73,18,6.55,6,2.18,3,1.09,40,14.55,29,10.55,6,2.18,09005
9,6,287,51,17.77,43,14.98,58,20.21,37,12.89,26,9.06,10,3.48,1,0.35,33,11.5,21,7.32,7,2.44,09006
9,7,214,45,21.03,32,14.95,41,19.16,23,10.75,9,4.21,7,3.27,3,1.4,26,12.15,18,8.41,10,4.67,09007
9,8,178,31,17.42,28,15.73,32,17.98,20,11.24,13,7.3,5,2.81,1,0.56,22,12.36,17,9.55,9,5.06,09008
9,9,357,71,19.89,45,12.61,66,18.49,35,9.8,29,8.12,31,8.68,2,0.56,46,12.89,22,6.16,10,2.8,09009
9,10,197,36,18.27,29,14.72,38,19.29,24,12.18,13,6.6,7,3.55,3,1.52,19,9.64,19,9.64,9,4.57,09010
9,11,190,30,15.79,28,14.74,40,21.05,23,12.11,12,6.32,5,2.63,2,1.05,17,8.95,22,11.58,11,5.79,09011
9,12,333,59,17.72,58,17.42,63,18.92,36,10.81,30,9.01,19,5.71,1,0.3,42,12.61,14,4.2,11,3.3,09012
9,13,356,57,16.01,55,15.45,72,20.22,41,11.52,26,7.3,5,1.4,3,0.84,52,14.61,27,7.58,18,5.06,09013
9,14,421,59,14.01,90,21.38,90,21.38,59,14.01,24,5.7,14,3.33,3,0.71,53,12.59,17,4.04,12,2.85,09014
9,15,136,21,15.44,22,16.18,28,20.59,20,14.71,6,4.41,2,1.47,5,3.68,15,11.03,10,7.35,7,5.15,09015
9,16,320,63,19.69,34,10.63,61,19.06,33,10.31,31,9.69,12,3.75,3,0.94,38,11.88,33,10.31,12,3.75,09016
9,17,209,49,23.44,30,14.35,34,16.27,16,7.66,14,6.7,4,1.91,2,0.96,24,11.48,29,13.88,7,3.35,09017
9,18,195,33,16.92,24,12.31,47,24.1,21,10.77,12,6.15,6,3.08,3,1.54,26,13.33,15,7.69,8,4.1,09018
9,19,265,50,18.87,39,14.72,48,18.11,24,9.06,26,9.81,11,4.15,2,0.75,29,10.94,24,9.06,12,4.53,09019
9,20,332,49,14.76,63,18.98,75,22.59,50,15.06,20,6.02,8,2.41,1,0.3,31,9.34,22,6.63,13,3.92,09020
9,21,233,45,19.31,36,15.45,54,23.18,34,14.59,14,6.01,3,1.29,7,3.0,20,8.58,16,6.87,4,1.72,09021
9,22,349,74,21.2,44,12.61,52,14.9,29,8.31,40,11.46,32,9.17,2,0.57,44,12.61,23,6.59,9,2.58,09022
9,23,353,61,17.28,61,17.28,72,20.4,51,14.45,23,6.52,24,6.8,2,0.57,32,9.07,18,5.1,9,2.55,09023
9,24,307,52,16.94,46,14.98,69,22.48,34,11.07,19,6.19,4,1.3,2,0.65,51,16.61,22,7.17,8,2.61,09024
9,25,272,58,21.32,44,16.18,58,21.32,17,6.25,16,5.88,17,6.25,2,0.74,37,13.6,15,5.51,8,2.94,09025
9,26,137,24,17.52,17,12.41,29,21.17,15,10.95,6,4.38,2,1.46,4,2.92,13,9.49,18,13.14,9,6.57,09026
9,27,259,57,22.01,32,12.36,57,22.01,30,11.58,10,3.86,11,4.25,4,1.54,33,12.74,20,7.72,5,1.93,09027
9,28,68,11,16.18,14,20.59,13,19.12,6,8.82,3,4.41,1,1.47,1,1.47,6,8.82,8,11.76,5,7.35,09028
9,29,213,42,19.72,28,13.15,44,20.66,16,7.51,18,8.45,5,2.35,1,0.47,27,12.68,18,8.45,14,6.57,09029
9,30,199,32,16.08,33,16.58,44,22.11,24,12.06,17,8.54,1,0.5,0,0.0,25,12.56,19,9.55,4,2.01,09030
9,31,219,30,13.7,44,20.09,50,22.83,28,12.79,10,4.57,4,1.83,1,0.46,27,12.33,20,9.13,5,2.28,09031
9,32,270,55,20.37,36,13.33,54,20.0,31,11.48,21,7.78,17,6.3,5,1.85,31,11.48,14,5.19,6,2.22,09032
9,33,224,30,13.39,51,22.77,41,18.3,43,19.2,10,4.46,4,1.79,1,0.45,20,8.93,21,9.38,3,1.34,09033
9,34,225,42,18.67,37,16.44,43,19.11,25,11.11,19,8.44,4,1.78,3,1.33,20,8.89,24,10.67,8,3.56,09034
