ward,precinct,total,Robert D. Kuzas,Robert D. Kuzas Percent,precinct_id
37,25,77,77,100.0,37025
37,27,77,77,100.0,37027
37,28,56,56,100.0,37028
37,29,62,62,100.0,37029
37,30,68,68,100.0,37030
37,31,83,83,100.0,37031
37,32,67,67,100.0,37032
37,33,104,104,100.0,37033
37,34,68,68,100.0,37034
37,35,88,88,100.0,37035
37,36,59,59,100.0,37036
37,37,75,75,100.0,37037
37,38,80,80,100.0,37038
37,39,60,60,100.0,37039
37,40,99,99,100.0,37040
37,41,55,55,100.0,37041
42,3,23,23,100.0,42003
42,12,23,23,100.0,42012
42,16,27,27,100.0,42016
42,18,33,33,100.0,42018
42,21,15,15,100.0,42021
42,36,27,27,100.0,42036
42,41,28,28,100.0,42041
