ward,precinct,total,John J. Cullerton,John J. Cullerton Percent,precinct_id
43,36,17,17,100.0,43036
43,37,34,34,100.0,43037
43,38,38,38,100.0,43038
43,39,37,37,100.0,43039
43,40,21,21,100.0,43040
43,41,60,60,100.0,43041
43,42,35,35,100.0,43042
43,43,55,55,100.0,43043
43,44,56,56,100.0,43044
43,46,19,19,100.0,43046
44,1,92,92,100.0,44001
44,2,36,36,100.0,44002
44,3,72,72,100.0,44003
44,4,87,87,100.0,44004
44,5,40,40,100.0,44005
44,6,30,30,100.0,44006
44,7,45,45,100.0,44007
44,8,54,54,100.0,44008
44,9,18,18,100.0,44009
44,10,19,19,100.0,44010
44,11,35,35,100.0,44011
44,12,49,49,100.0,44012
44,13,14,14,100.0,44013
44,14,24,24,100.0,44014
44,15,50,50,100.0,44015
44,16,38,38,100.0,44016
44,17,66,66,100.0,44017
44,18,37,37,100.0,44018
44,19,50,50,100.0,44019
44,20,16,16,100.0,44020
44,21,31,31,100.0,44021
44,22,65,65,100.0,44022
44,23,27,27,100.0,44023
44,24,67,67,100.0,44024
44,25,27,27,100.0,44025
44,26,39,39,100.0,44026
44,27,45,45,100.0,44027
44,28,49,49,100.0,44028
44,29,31,31,100.0,44029
44,30,34,34,100.0,44030
44,31,31,31,100.0,44031
44,32,33,33,100.0,44032
44,33,36,36,100.0,44033
44,34,72,72,100.0,44034
44,35,84,84,100.0,44035
44,36,27,27,100.0,44036
44,37,56,56,100.0,44037
44,38,24,24,100.0,44038
44,39,24,24,100.0,44039
44,40,31,31,100.0,44040
44,41,58,58,100.0,44041
46,3,78,78,100.0,46003
46,5,25,25,100.0,46005
46,7,119,119,100.0,46007
46,9,39,39,100.0,46009
46,10,26,26,100.0,46010
46,11,57,57,100.0,46011
46,13,45,45,100.0,46013
46,15,41,41,100.0,46015
46,17,73,73,100.0,46017
46,18,62,62,100.0,46018
46,19,66,66,100.0,46019
46,24,61,61,100.0,46024
46,26,24,24,100.0,46026
46,27,53,53,100.0,46027
46,28,95,95,100.0,46028
46,29,59,59,100.0,46029
46,30,59,59,100.0,46030
46,31,43,43,100.0,46031
46,33,71,71,100.0,46033
46,34,52,52,100.0,46034
46,35,61,61,100.0,46035
46,36,73,73,100.0,46036
46,38,48,48,100.0,46038
46,39,39,39,100.0,46039
47,1,24,24,100.0,47001
47,2,61,61,100.0,47002
47,3,94,94,100.0,47003
47,4,53,53,100.0,47004
47,5,9,9,100.0,47005
47,6,33,33,100.0,47006
47,7,33,33,100.0,47007
47,8,39,39,100.0,47008
47,9,23,23,100.0,47009
47,11,30,30,100.0,47011
47,12,43,43,100.0,47012
47,13,45,45,100.0,47013
47,14,37,37,100.0,47014
47,16,59,59,100.0,47016
47,17,54,54,100.0,47017
47,18,27,27,100.0,47018
47,21,47,47,100.0,47021
47,24,45,45,100.0,47024
47,25,33,33,100.0,47025
47,27,44,44,100.0,47027
47,28,0,0,0.0,47028
47,29,58,58,100.0,47029
47,33,39,39,100.0,47033
47,35,47,47,100.0,47035
47,39,55,55,100.0,47039
47,40,62,62,100.0,47040
47,41,12,12,100.0,47041
47,43,43,43,100.0,47043
47,44,65,65,100.0,47044
47,46,47,47,100.0,47046
47,47,50,50,100.0,47047
47,48,31,31,100.0,47048
